,Concept_ID,sl,sv
840,fünfzig::NUM,pétdeset,femtio
841,sechzig::NUM,šéstdeset,sextio
842,siebzig::NUM,sédemdeset,sjuttio
843,achtzig::NUM,ósemdeset,åttio
844,neunzig::NUM,devétdeset,nittio
845,hundert::NUM,stó,hundra
846,tausend::NUM,tísoč,tusen
847,und::CNJ,in,och
848,oder::CNJ,áli,eller
849,stehen::V,státi,stå
850,sitzen::V,sedéti,sitta
851,liegen::V,ležáti,ligga
852,hängen::V,viséti,hänga
853,werden::V,postáti,bli
854,passieren::V,zgodíti se,ske
855,passieren::V,zgodíti se,hända
856,beginnen::V,začéti se,börja
857,enden::V,končáti se,ända
858,wechseln::V,ménjati se,växla
859,aufgehen[Sonne]::V,vzíti,gå upp
860,untergehen[Sonne]::V,zaíti,gå ned
861,scheinen[Sonne]::V,sijáti,skina
862,donnern::V,grméti,dundra
863,wehen::V,píhati,blåsa
864,strömen::V,líti,forsa
865,strömen::V,líti,strömma
866,fließen::V,têči,flyta
867,sich drehen::V,vrtéti se,snurra
868,schwanken::V,kolébati,vackla
869,schwingen::V,níhati,svinga
870,fallen::V,pádati,falla
871,brennen::V,goréti,brinna
872,rauchen::V,kadíti se,ryka
873,regnen::V,deževáti,regna
874,gefrieren::V,zmŕzniti,frysa
875,tauen::V,tájati,töa
876,schmelzen::V,kopnéti,smälta
877,trocknen::V,sušíti se,torka
878,sieden::V,kipéti,koka
879,sieden::V,kipéti,sjuda
880,faulen::V,gníti,ruttna
881,verfaulen::V,zgníti,ruttna
882,reißen::V,tŕgati se,brista
883,versinken::V,pogrézniti se,sjunka
884,vergehen::V,miníti,förgå
885,erscheinen::V,pojáviti se,synas
886,erscheinen::V,pojáviti se,visa sig
887,verschwinden::V,izgíniti,försvinna
888,sinken::V,péšati,sjunka
889,abnehmen::V,pojémati,avta
890,abnehmen::V,pojémati,minskas
891,zunehmen::V,véčati se,tilltaga
892,zunehmen::V,množíti se,tilltaga
893,steigen::V,dvígati se,stiga
894,wachsen::V,rásti,växa
895,glänzen::V,sijáti,glimma
896,funkeln::V,ískriti se,tindra
897,funkeln::V,ískriti se,gnistra
898,lärmen::V,ropotáti,bråka
899,lärmen::V,ropotáti,väsnas
900,lärmen::V,razgrájati,bråka
901,lärmen::V,razgrájati,väsnas
902,läuten::V,zvoníti,ringa
903,klingeln::V,zvončkljáti,ringa
904,klirren::V,žvenketáti,klirra
905,brausen::V,šuméti,brusa
906,rauschen::V,šuštéti,susa
907,rauschen::V,šelestéti,susa
908,klingen::V,zvenéti,låta
909,klingen::V,zvenéti,klinga
910,bellen::V,lájati,skälla
911,heulen::V,zavíjati,yla
912,heulen::V,zavíjati,tjuta
913,blasen::V,píhniti,blåsa
914,pfeifen::V,pískati,vissla
915,pfeifen::V,žvížgati,vissla
916,schreien::V,kričáti,skrika
917,stöhnen::V,stókati,stöna
918,zittern::V,drgetáti,darra
919,zittern::V,drgetáti,skälva
920,leben::V,živéti,leva
921,geboren werden::V,rodíti se,födas
922,atmen::V,díhati,andas
923,trinken::V,píti,dricka
924,essen::V,jésti,äta
925,schlucken::V,požírati,svälja
926,müde werden::V,péšati,tröttna
927,müde werden::V,utrúditi se,tröttna
928,einschlafen::V,zaspáti,somna
929,schlafen::V,spáti,sova
930,aufwachen::V,zbudíti se,vakna
931,aufstehen::V,vstáti,stiga upp
932,sich erholen::V,oddahníti se,repa sig
933,sich erholen::V,oddahníti se,hämta sig
934,krank werden::V,oboléti,insjukna
935,krank sein::V,bíti bolán,vara sjuk
936,schmerzen::V,boléti,smärta
937,schmerzen::V,boléti,göra ont
938,husten::V,kášljati,hosta
939,genesen::V,okrévati,tillfriskna
940,sterben::V,umréti,dö
941,umkommen::V,pogíniti,omkomma
942,sich bewegen::V,zganíti se,röra sig
943,sich rühren::V,premakníti se,röra på sig
944,sich erheben::V,vstájati,resa sig
945,sich erheben::V,vzdígniti se,resa sig
946,sich setzen::V,sésti,sätta sig
947,hinfallen::V,pásti dôl,falla omkull
948,laufen::V,hodíti,löpa
949,schreiten::V,stópati,skrida
950,spazierengehen::V,na sprehòd íti,promenera
951,eilen::V,drvéti,ila
952,sich beeilen::V,hitéti,skynda sig
953,sausen::V,dírkati,susa
954,rennen::V,dírjati,löpa
955,rennen::V,dírjati,springa
956,springen::V,skákati,hoppa
957,klettern::V,plézati,klättra
958,schaukeln::V,kolébati,gunga
959,kriechen::V,pláziti se,kräla
960,schwimmen::V,plávati,simma
961,tauchen::V,potápljati se,dyka
962,rudern::V,vesláti,ro
963,fahren::V,vozíti se,köra
964,fahren::V,peljáti se,köra
965,fliegen::V,létati,flyga
966,gehen::V,íti,gå
967,weggehen::V,odíti,gå bort
968,abfahren::V,odpeljáti se,resa
969,abfahren::V,odpeljáti se,avresa
970,anhalten::V,ustáviti se,stanna
971,hineingehen::V,íti nóter,gå in
972,eintreten::V,vstopíti,träda in
973,kommen::V,príti,komma
974,ankommen::V,prispéti,ankomma
975,ankommen::V,prihájati,ankomma
976,zurückkommen::V,vrníti se,återkomma
977,bleiben::V,ostáti,bli
978,bleiben::V,ostáti,förbli
979,warten::V,čákati,vänta
980,erwarten::V,pričakováti,vänta
981,suchen::V,iskáti,leta
982,finden::V,nájti,finna
983,versuchen::V,poskúšati,försöka
984,vorbereiten::V,pripráviti,förbereda
985,lieben::V,ljubíti,älska
986,mögen::V,márati,tycka om
987,lachen::V,smejáti se,skratta
988,rühren::V,ganíti,röra
989,weinen::V,jókati,gråta
990,weinen::V,plákati,gråta
991,schimpfen::V,psováti,skälla
992,schimpfen::V,zmérjati,skälla
993,sich ärgern::V,jezíti se,förargas
994,sich fürchten::V,báti se,vara rädd
995,fürchten::V,báti se,frukta
996,fliehen::V,bežáti,fly
997,fliehen::V,bežáti,rymma
998,flüchten::V,pobégniti,fly
999,sehen::V,vídeti,se
1000,anschauen::V,oglédati,se på
1001,anschauen::V,oglédati,betrakta
1002,ansehen::V,glédati,åse
1003,hören::V,slíšati,höra
1004,zuhören::V,poslúšati,höra på
1005,zuhören::V,poslúšati,lyssna till
1006,probieren::V,poskúšati,smaka
1007,probieren::V,poskúšati,smaka på
1008,riechen::V,dúhati,lukta
1009,fühlen::V,čutíti,känna
1010,scheinen::V,zdéti se,verka
1011,scheinen::V,zdéti se,tyckas
1012,zu sehen sein::V,vídeti se,synas
1013,zu sehen sein::V,vídeti se,kunna ses
1014,vernehmen::V,čúti,få veta
1015,vernehmen::V,čúti,förnimma
1016,frieren::V,zébsti,frysa
1017,tun::V,délati,göra
1018,können::V,môči,kunna
1019,wollen::V,hotéti,vilja
1020,anfangen::V,začéti,börja
1021,beenden::V,dokončáti,avsluta
1022,aufhören::V,prenéhati,sluta
1023,aufhören::V,prenéhati,upphöra
1024,gelingen::V,uspéti,lyckas
1025,gelingen::V,posréčiti se,lyckas
1026,geraten::V,obnêsti se,bli
1027,öffnen::V,odpréti,öppna
1028,schließen::V,zapréti,låsa
1029,schließen::V,zapréti,stänga
1030,stellen::V,postáviti,ställa
1031,setzen::V,posadíti,sätta
1032,legen::V,položíti,lägga
1033,berühren::V,dotíkati se,beröra
1034,verbinden::V,obvézati,förbinda
1035,bedecken::V,pokríti,täcka
1036,bedecken::V,pokríti,betäcka
1037,aufhängen::V,obésiti,hänga
1038,aufhängen::V,obésiti,hänga upp
1039,anzünden::V,zažgáti,tända
1040,anzünden::V,zažgáti,antända
1041,anzünden::V,zažgáti,tända på
1042,aufheben::V,vzdígniti,lyfta
1043,zurücklassen::V,zapustíti,lämna
1044,zurücklassen::V,zapustíti,efterlämna
1045,verlieren::V,izgubíti,mista
1046,verlieren::V,izgubíti,förlora
1047,fallen lassen::V,navréči,tappa
1048,fallen lassen::V,navréči,släppa
1049,machen::V,naredíti,göra
1050,machen::V,napráviti,göra
1051,herstellen::V,izdélati,tillverka
1052,herstellen::V,izdélati,framställa
1053,bauen::V,gradíti,bygga
1054,reparieren::V,popráviti,reparera
1055,verbessern::V,izbóljšati,rätta
1056,verbessern::V,izbóljšati,förbättra
1057,ändern::V,spremeníti,ändra
1058,ändern::V,spremeníti,förändra
1059,graben::V,kopáti,gräva
1060,graben::V,grêbsti,gräva
1061,beugen::V,upogníti,böja
1062,biegen::V,zavíjati,böja
1063,biegen::V,zavíjati,kröka
1064,drehen::V,vrtéti,vrida
1065,wenden::V,obrníti,vända
1066,umdrehen::V,zasúkati,vrida om
1067,heben::V,dvígati,häva
1068,hochheben::V,privzdígniti,lyfta
1069,ergreifen::V,zgrábiti,gripa
1070,halten::V,držáti,hålla
1071,drücken::V,tiščáti,trycka
1072,schieben::V,ríniti,skjuta
1073,kratzen::V,práskati,riva
1074,kratzen::V,práskati,skrapa
1075,lecken::V,lízati,slicka
1076,beißen::V,grísti,bita
1077,abreißen::V,odtŕgati,slita_av
1078,abreißen::V,odtŕgati,riva_av
1079,abschneiden::V,odrézati,skära av
1080,binden::V,vézati,binda
1081,stecken::V,vtakníti,sticka
1082,brechen::V,lomíti,bryta
1083,brechen::V,lomíti,brista
1084,klopfen::V,tólči,banka
1085,klopfen::V,tólči,klappa
1086,hauen::V,séči,hugga
1087,kleben::V,lépiti,klistra
1088,reiben::V,tréti,gnida
1089,reiben::V,dŕgniti,gnida
1090,streichen::V,namázati,smörja
1091,schleifen::V,brúsiti,slipa
1092,schneiden::V,rézati,skära
1093,schneiden::V,rézati,klippa
1094,rütteln::V,strésti,skaka
1095,schütteln::V,majáti,rista
1096,schwenken::V,obrníti,svänga
1097,schütten::V,sípati,hälla
1098,füllen::V,napolníti,fylla
1099,einwickeln::V,zavíti,slå in
1100,einwickeln::V,zavíti,veckla in
1101,tragen::V,nêsti,bära
1102,schleppen::V,vláčiti,släpa
1103,ziehen::V,vléči,dra
1104,aufbewahren::V,shranjeváti,förvara
1105,aufbewahren::V,shranjeváti,ta vara på
1106,werfen::V,lúčati,kasta
1107,fangen::V,ujéti,fånga
1108,packen::V,prijéti,gripa
1109,packen::V,prijéti,gripa tag
1110,verstecken::V,skríti,gömma
1111,teilen::V,razdelíti,dela
1112,schicken::V,pošíljati,skicka
1113,bringen::V,prinêsti,bringa
1114,hinzufügen::V,pristáviti,tillägga
1115,bekommen::V,dobíti,få
1116,bekommen::V,dobíti,erhålla
1117,erhalten::V,prejéti,få
1118,erhalten::V,prejéti,erhålla
1119,nehmen::V,vzéti,ta
1120,nehmen::V,vzéti,taga
1121,wählen::V,izbírati,välja
1122,auswählen::V,izbráti,utvälja
1123,bewahren::V,ohraníti,bevara
1124,behindern::V,ovírati,hindra
1125,behindern::V,ovírati,förhindra
1126,verderben::V,pokváriti,förstöra
1127,beschädigen::V,poškodováti,skada
1128,zerbrechen::V,razlomíti,bryta isär
1129,zerbrechen::V,razlomíti,bryta sönder
1130,zerreißen::V,raztŕgati,riva sönder
1131,zerreißen::V,raztŕgati,slita sönder
1132,zerstören::V,razrúšiti,förstöra
1133,verbrennen::V,sežgáti,bränna
1134,verbrennen::V,sežgáti,bränna upp
1135,geben::V,dáti,ge
1136,reichen::V,séči,räcka
1137,reichen::V,molíti,räcka
1138,schenken::V,podáriti,skänka
1139,versprechen::V,obljubíti,lova
1140,wünschen::V,vóščiti,önska
1141,loben::V,hváliti,lova
1142,loben::V,hváliti,beröma
1143,küssen::V,poljubováti,pussa
1144,wiegen::V,zíbati,vagga
1145,zudecken::V,pokríti,täcka
1146,wecken::V,zbudíti,väcka
1147,zeigen::V,pokázati,visa
1148,führen::V,vêsti,föra
1149,lehren::V,učíti,lära
1150,unterrichten::V,poučeváti,undervisa
1151,aufziehen::V,vzgojíti,uppfostra
1152,leiten::V,uprávljati,leda
1153,antreiben::V,goníti,driva på
1154,lassen::V,povzročíti,få att
1155,einladen::V,povábiti,bjuda
1156,einladen::V,povábiti,inbjuda
1157,vereinigen::V,zdrúžiti,förena
1158,besuchen::V,obiskáti,besöka
1159,treffen::V,pogodíti,möta
1160,treffen::V,pogodíti,träffa
1161,sich versammeln::V,zbráti se,församla sig
1162,spielen::V,igráti se,leka
1163,spielen::V,igráti se,spela
1164,singen::V,péti,sjunga
1165,tanzen::V,plésati,dansa
1166,sich trennen::V,ločíti se,skiljas
1167,verlassen::V,zapustíti,lämna
1168,verlassen::V,zapustíti,överge
1169,retten::V,réšiti,rädda
1170,bewachen::V,strážiti,bevaka
1171,schützen::V,sčítiti,skydda
1172,schützen::V,sčítiti,beskydda
1173,verteidigen::V,braníti,försvara
1174,sich schlagen::V,têpsti se,slåss
1175,schießen::V,stréljati,skjuta
1176,siegen::V,zmágati,segra
1177,ärgern::V,jezíti,förarga
1178,ärgern::V,razbúriti,förarga
1179,schlagen::V,têpsti,slå
1180,schlagen::V,udáriti,slå
1181,treten::V,teptáti,sparka
1182,stechen::V,ubôsti,sticka
1183,stoßen::V,peháti,stöta
1184,stoßen::V,drégniti,stöta
1185,stehlen::V,ukrásti,stjäla
1186,stehlen::V,pokrásti,stjäla
1187,stören::V,motíti,störa
1188,belästigen::V,nadlegováti,genera
1189,belästigen::V,nadlegováti,besvära
1190,verbergen::V,skríti,dölja
1191,täuschen::V,slepíti,vilseleda
1192,betrügen::V,várati,bedra
1193,betrügen::V,ogoljufáti,bedra
1194,töten::V,ubíti,döda
1195,wohnen::V,prebívati,bo
1196,arbeiten::V,délati,arbeta
1197,sammeln::V,zbráti,samla
1198,pflücken::V,obráti,plocka
1199,jagen::V,lovíti,jaga
1200,fischen::V,ribáriti,fiska
1201,fassen::V,zajéti,fånga
1202,hüten::V,pásti,vakta
1203,treiben::V,pogánjati,driva
1204,anbinden::V,privézati,binda fast
1205,füttern::V,kŕmiti,fodra
1206,melken::V,mólsti,mjölka
1207,hacken::V,sékati,hacka
1208,gießen::V,ulíti,hälla
1209,gießen::V,ulíti,vattna
1210,reifen::V,zoréti,mogna
1211,zubereiten::V,pripráviti,tillaga
1212,zubereiten::V,pripráviti,tillreda
1213,kochen::V,kúhati,koka
1214,backen::V,cvréti,baka
1215,braten::V,pêči,steka
1216,umrühren::V,preméšati,röra om
1217,stricken::V,plêsti,sticka
1218,nähen::V,šívati,sy
1219,färben::V,bárvati,färga
1220,reinigen::V,očístiti,rensa
1221,reinigen::V,očístiti,rengöra
1222,waschen::V,opráti,tvätta
1223,abwischen::V,obrísati,torka av
1224,spülen::V,splakováti,spola
1225,spülen::V,splakováti,skölja
1226,fegen::V,pométati,feja
1227,kehren::V,mésti,sopa
1228,baden::V,kópati se,bada
1229,sich waschen::V,umíti se,tvätta sig
1230,ausziehen::V,izvléči,ta av
1231,anziehen::V,obléči,ta på
1232,sich anziehen::V,obléči se,klä på sig
1233,kämmen::V,česáti,kamma
1234,schmücken::V,okrasíti,pynta
1235,schmücken::V,okrasíti,smycka
1236,sagen::V,dejáti,säga
1237,sprechen::V,govoríti,tala
1238,reden::V,rêči,tala
1239,reden::V,rêči,prata
1240,sich unterhalten::V,razgovárjati se,prata
1241,fragen::V,vprášati,fråga
1242,fragen::V,vprášati,spörja
1243,bitten::V,prosíti,be
1244,erzählen::V,práviti,berätta
1245,mitteilen::V,naznániti,meddela
1246,nennen::V,imenováti,kalla
1247,rufen::V,klícati,ropa
1248,prahlen::V,baháti se,pråla
1249,prahlen::V,baháti se,skryta
1250,übersetzen::V,prevêsti,tolka
1251,übersetzen::V,prevêsti,översätta
1252,denken::V,mísliti,tänka
1253,glauben::V,verjéti,tro
1254,bemerken::V,opáziti,uppmärksamma
1255,bemerken::V,opáziti,lägga märke till
1256,erkennen::V,spoznáti,känna igen
1257,begreifen::V,pôjmiti,begripa
1258,verstehen::V,razuméti,förstå
1259,lernen::V,učíti se,lära sig
1260,wissen::V,znáti,veta
1261,wissen::V,védeti,veta
1262,sich erinnern an::V,spómniti se,minnas
1263,sich erinnern an::V,spómniti se,komma ihåg
1264,vergessen::V,pozábiti,glömma
1265,messen::V,mériti,mäta
1266,zählen::V,štéti,räkna
1267,rechnen::V,račúnati,räkna
1268,lesen::V,bráti,läsa
1269,lesen::V,čítati,läsa
1270,malen::V,slíkati,måla
1271,zeichnen::V,rísati,teckna
1272,schreiben::V,písati,skriva
1273,besitzen::V,iméti,äga
1274,besitzen::V,iméti,besitta
1275,kaufen::V,kupíti,köpa
1276,verkaufen::V,prodáti,sälja
1277,bezahlen::V,pláčati,betala
1278,zahlen::V,plačeváti,betala
1279,beherrschen::V,obvládati,behärska
1280,ertragen::V,prenêsti,tåla
1281,ertragen::V,prenêsti,uthärda
1282,Verstand::N,,förstånd
