,Concept_ID,ba,la
301,Stück::N,киҫәк,frustum
302,Stück::N,киҫәк,fragmentum
303,Teil::N,өлөш,pars
304,Hälfte::N,ярты,dimidium
305,Kreis::N,түңәрәк,orbis
306,Kreis::N,түңәрәк,circus
307,Kreuz::N,тәре,crux
308,Linie::N,һыҙыҡ,linea
309,Strich::N,һыҙат,lineamentum
310,Abstand::N,ара,intervallum
311,Entfernung::N,алыҫлыҡ,spatium
312,Gegend::N,урын,loca
313,Gegend::N,урын,regio
314,Platz::N,арауыҡ,locus
315,Ort::N,ерҙәр,locus
316,Ort::N,урындар,locus
317,Ort::N,эш урыны,locus
318,Seite::N,яҡ,latus
319,Mitte::N,урталыҡ,medium
320,Gegenstand::N,нәмә,res
321,Sache::N,нәмә,res
322,Sache::N,әйбер,res
323,Rand::N,сит,margo
324,Kante::N,ҡабырға,angulus
325,Kante::N,ян,angulus
326,Ecke::N,мөйөш,angulus
327,Spitze::N,ос,cacumen
328,Ende::N,аҙаҡ,caput
329,Loch::N,тишек,foramen
330,Winkel::N,мөйөш,angulus
331,Muster::N,биҙәк,exemplum
332,Größe::N,ҙурлыҡ,magnitudo
333,Länge::N,оҙонлоҡ,longitudo
334,Höhe::N,бейеклек,altitudo
335,Gewicht::N,үлсәү,pondus
336,Menge::N,һан,copia
337,Haufen::N,өйөм,acervus
338,Reihe::N,рәт,ordo
339,Boot::N,кәмә,navicula
340,Ruder::N,ишкәк,remus
341,Schlitten::N,сана,sclodia
342,Ski::N,саңгы,narta
343,Lagerfeuer::N,костер,ignis
344,Last::N,ауырлыҡ,onus
345,Gang::N,барыу,cursus
346,Schritt::N,аҙым,gradus
347,Norden::N,төньяҡ,septentriones
348,Süden::N,көньяҡ,meridies
349,Westen::N,көнбайыш,occidens
350,Osten::N,көнсығыш,oriens
351,Holz::N,үағас,lignum
352,Brett::N,таҡта,tabula
353,Platte::N,плита,lamina
354,Stütze::N,терәк,adminiculum
355,Stange::N,кәртә,pertica
356,Stock::N,таяҡ,baculum
357,Stab::N,ҡолға,scipio
358,Rohr::N,торба,tubus
359,Haus::N,өй,aedes
360,Haus::N,йорт,aedes
361,Heim::N,өй,domicilium
362,Ofen::N,мейес,fornax
363,Fußboden::N,енес,solum
364,Tisch::N,өҫтәл,mensa
365,Stuhl::N,ултырғыс,sella
366,Wiege::N,бишек,cunae
367,Bett::N,карауат,lectus
368,Regal::N,кәштә,foruli
369,Kiste::N,йәшинк,cista
370,Fenster::N,тәҙрә,fenestra
371,Tür::N,ишек,ianua
372,Tor::N,ҡапҡа,porta
373,Zaun::N,ҡойма,saepes
374,Dach::N,түбә,tectum
375,Dach::N,ҡыйыҡ,tectum
376,Leiter::N,баҫҡыс,scalae
377,Besen::N,һепертке,scopae
378,Spaten::N,көрәк,pala
379,Schaufel::N,көрәк,pala
380,Gabel::N,сәнске,fuscinula
381,Löffel::N,ҡалаҡ,coclear
382,Messer::N,бысаҡ,culter
383,Nagel::N,сөй,clavus
384,Netz::N,ау,rete
385,Haken::N,ыргаҡ,hamus
386,Griff::N,тотҡа,manubrium
387,Schloss::N,йоҙаҡ,claustra
388,Bild::N,картина,tabula
389,Bild::N,картина,pictura
390,Figur::N,һын,statunculum
391,Puppe::N,ҡурсаҡ,pupa
392,Beutel::N,тоҡ,sacculus
393,Bündel::N,төргәк,fascis
394,Tasche::N,сумка,sacculus
395,Eimer::N,биҙрә,situla
396,Deckel::N,ҡапҡас,operculum
397,Geschirr::N,һауыт-һаба,vasa
398,Sack::N,тоҡ,saccus
399,Tasse::N,сынаяҡ,pocillum
400,Topf::N,кәстрүл,olla
401,Kessel::N,ҡаҙан,aenum
402,Essen::N,ашау,cena
403,Nahrung::N,аҙыҡ,cibus
404,Nahrung::N,аҙыҡ,alimenta
405,Speise::N,аш,cibus
406,Fleisch::N,ит,caro
407,Getreide::N,иген,frumentum
408,Getreide::N,ашлыҡ,frumentum
409,Brei::N,бутҡа,puls
410,Brot::N,икмәк,panis
411,Scheibe::N,телем,frustum
412,Fett::N,май,pingue
413,Butter::N,май,butȳrum
414,Öl::N,май буяуы,oleum
415,Salz::N,тоҙ,sal
416,Suppe::N,һурпа,ius
417,Honig::N,бал,mel
418,Milch::N,һөт,lac
419,Tee::N,сәй,thea
420,Leder::N,күн,corium
421,Wolle::N,йөн,lana
422,Stoff::N,туҡыма,textum
423,Nadel::N,энә,acus
424,Faden::N,еп,filum
425,Knopf::N,төймә,bulla
426,Knoten::N,төйөн,nodus
427,Farbe::N,буяу,pigmentum
428,Kleidung::N,кейем,vestimenta
429,Hemd::N,күлдәк,tunica
430,Kragen::N,яға,collare
431,Ärmel::N,ең,manica
432,Hose::N,салбар,bracae
433,Gürtel::N,ҡайыш,cingulum
434,Mütze::N,бүрк,pilleus
435,Schuh::N,туфли,calceus
436,Stiefel::N,итек,pero
437,Stiefel::N,итек,caliga
438,Ring::N,йөҙөк,anulus
439,Ring::N,балдаҡ,anulus
440,Band::N,таҫма,redimiculum
441,Kamm::N,тараҡ,pecten
442,Spiegel::N,көзгө,speculum
443,Riemen::N,ҡайыш,lorum
444,Schnur::N,бау,linum
445,Leine::N,бау,retinaculum
446,Decke::N,одеяд,lodix
447,Kissen::N,мендәр,pulvinus
448,Tuch::N,яулыҡ,velum
449,Handtuch::N,таҫтамал,mantele
450,Kraft::N,көс,vis
451,Stärke::N,көс,robur
452,Gesundheit::N,һаулыҡ,valetudo
453,Krankheit::N,сир,morbus
454,Krankheit::N,ауырыу,morbus
455,Schmerz::N,һыҙлау,dolor
456,Schmerz::N,әрнеү,dolor
457,Wunde::N,йәрәхәт,vulnus
458,Fieber::N,тапма,febris
459,Fieber::N,биҙгәк,febris
460,Arznei::N,дарыу,remedium
461,Brücke::N,күпер,pons
462,Brunnen::N,ҡоҙоҡ,puteus
463,Weide::N,көтөүлек,pascua
464,Pfad::N,һуҡмаҡ,semita
465,Weg::N,юл,iter
466,Straße::N,урам,via
467,Dorf::N,ауыл,vicus
468,Stadt::N,ҡала,urbs
469,Stadt::N,ҡала,oppidum
470,Brief::N,хат,epistula
471,Buch::N,китап,liber
472,Buch::N,кенәгә,liber
473,Buchstabe::N,хәреф,littera
474,Zeitung::N,гәзит,diurnum
475,Leben::N,йәшәү,vita
476,Tod::N,үлем,mors
477,Grab::N,ҡәбер,sepulcrum
478,Kirche::N,сиркәү,ecclesia
479,Sünde::N,гөнаһ,peccatum
480,Gott::N,алла,deus
481,Gott::N,хоҙай,deus
482,Arbeiter::N,эшсе,operarius
483,Chef::N,башлыҡ,praefectus
484,Meister::N,оҫта,magister
485,Arzt::N,врач,medicus
486,Lehrer::N,уҡытыусы,magister
487,Geld::N,аҡса,aes
488,Geld::N,аҡса,pecunia
489,Geschäft::N,эш,negotium
490,Laden::N,магазин,taberna
491,Preis::N,хаҡ,pretium
492,Ware::N,тауар,merx
493,Nutzen::N,файҙа,utilitas
494,Reichtum::N,байлыҡ,opes
495,Reichtum::N,байлыҡ,divitiae
496,Welt::N,донъя,mundus
497,Land::N,ил,terra
498,Staat::N,дәүләт,res publica
499,König::N,король,rex
500,Macht::N,власть,potestas
501,Grenze::N,сик,limes
502,Krieg::N,һуғыш,bellum
503,Feind::N,йылан,inimicus
504,Gewalt::N,көслөк,vis
505,Kampf::N,көрәш,pugna
506,Bogen[Waffe]::N,йәйә,arcus
507,Pfeil::N,уҡ,sagitta
508,Gewehr::N,мылтыҡ,sclopetum
509,Fehler::N,хата,error
510,Lüge::N,ялған,mendacium
511,Schaden::N,зыян,damnum
512,Schaden::N,зыян,detrimentum
513,Schaden::N,зарар,damnum
514,Schaden::N,зарар,detrimentum
515,Unglück::N,ҡаза,miseria
516,Unglück::N,ҡаза,calamitas
517,Schuld::N,ғәйеп,culpa
518,Alter::N,йәш,aetas
519,Schluss::N,һуң,finis
520,Schluss::N,аҙаҡ,finis
521,Zeit::N,мәл,tempus
522,Zeit::N,заман,tempus
523,Tag::N,көн,dies
524,Morgen::N,иртә,mane
525,Morgen::N,иртәнсәк,mane
526,Mittag::N,төш,meridies
527,Abend::N,кис,vesper
528,Nacht::N,төн,nox
529,Woche::N,аҙна,septimana
530,Monat::N,ай,mensis
531,Jahr::N,йыл,annus
532,Frühling::N,яҙ,ver
533,Sommer::N,йәй,aestas
534,Herbst::N,көз,autumnus
535,Winter::N,ҡыш,hiems
536,Januar::N,ғинуар,Ianuarius
537,Februar::N,февраль,Februarius
538,März::N,март,Martius
539,April::N,апрель,Aprilis
540,Mai::N,май,Maius
541,Juni::N,июнь,Iunius
542,Juli::N,июль,Iulius
543,August::N,август,Augustus
544,September::N,сентябрь,September
545,Oktober::N,октябрь,Octobris
546,November::N,ноябрь,Novembris
547,Dezember::N,декабрь,December
548,Montag::N,дүшәмбе,dies lunae
549,Dienstag::N,шишәмбе,dies Martis 
550,Mittwoch::N,шаршамбы,dies Mercurii
551,Donnerstag::N,кесаҙна,dies Iovis
552,Freitag::N,йома,dies Veneris
553,Samstag::N,шәмбе,dies Saturni
554,Sonntag::N,йәкшәмбе,dominicus
555,Sonntag::N,йәкшәмбе,dies solis
556,groß::A,ҙур,magnus
557,klein::A,бәләкәс,parvus
558,lang::A,оҙон,longus
559,kurz::A,ҡыҫҡа,brevis
560,breit::A,киң,latus
561,schmal::A,тар,angustus
562,dicht::A,йыш,densus
563,dicht::A,ҡуйы,densus
564,dick[Gegenstand]::A,ҡалын,crassus
565,dünn::A,йоҡа,tenuis
566,dünn::A,нәҙек,tenuis
567,fein::A,нескә,subtilis
568,fest::A,ныҡ,solidus
569,fest::A,ныҡ,stabilis
570,flach::A,яҫы,planus
571,flach::A,ялпаҡ,planus
572,glatt::A,шыма,levis
573,hart::A,ҡаты,durus
574,weich::A,йомшаҡ,mollis
575,rund::A,түңәрәк,rotundus
576,spitz::A,осло түбәле,acutus
577,scharf::A,үткер,acer
578,stumpf::A,утмәҫ,hebes
579,schwer::A,ауыр,gravis
580,schön::A,матур,pulcher
581,schön::A,матур,formosus
582,heiß::A,эҫе,fervidus
583,warm::A,йылы,calidus
584,kalt::A,һыуыҡ,frigidus
585,kühl::A,һалҡынса,frigidus
586,frisch::A,һалҡынса,recens
587,feucht::A,еүеш,umidus
588,feucht::A,дымлы,umidus
589,nass::A,еүеш,madidus
590,trocken::A,кипкән,aridus
591,voll::A,тулы,plenus
592,leer::A,буш,vacuus
593,offen::A,асыҡ,apertus
594,geschlossen::A,ябыҡ,clausus
595,sauber::A,таҙа,lautus
596,schmutzig::A,бысраҡ,sordidus
597,roh::A,сей,crudus
598,reif::A,өлгөрғән,maturus
599,lecker::A,тәмле,delicatus
600,süß::A,тямле,dulcis
601,süß::A,тәм-том,dulcis
602,bitter::A,әсе,amarus
603,bitter::A,әсе,acerbus
604,sauer::A,әсе,acidus
605,hell::A,яҡты,clarus
606,dunkel::A,ҡараңғы,obscurus
607,schwarz::A,ҡара,niger
608,weiß::A,аҡ,albus
609,rot::A,матур,ruber
610,rot::A,һылыу,ruber
611,rot::A,сибәр,ruber
612,gelb::A,һары,flavus
613,blau::A,күк,caeruleus
614,grün::A,йәшел,viridis
615,grau::A,буҙ,canus
616,bunt::A,сыбар,varius
617,bunt::A,ала-ҡола,varius
618,billig::A,арзан,vilis
619,teuer::A,ҡыйбатлы,carus
620,wertvoll::A,ҡиммәтле,pretiosus
621,blind::A,һуҡыр,caecus
622,taub::A,һаңғырау,surdus
623,kräftig::A,көслө,robustus
624,kräftig::A,ҡеүәтле,robustus
625,stark::A,көслө,firmus
626,stark::A,көслө,validus
627,stark::A,ҡеүәтле,firmus
628,stark::A,ҡеүәтле,validus
629,schwach::A,көсһөҙ,debilis
630,schwach::A,көсһөҙ,infirmus
631,fett::A,һимеҙ,crassus
632,schlank::A,зифа,procerus
633,hübsch::A,матур,pulcher
634,böse::A,асыулы,improbus
635,dumm::A,иҫәр,stultus
636,dumm::A,иҫәр,stupidus
637,faul::A,иренсәк,piger
638,fleißig::A,тырыш,sedulus
639,geizig::A,һаран,avarus
640,klug::A,аҡыллы,prudens
641,geschickt::A,оҫта,sollers
642,lieb::A,яғымлы,carus
643,lustig::A,күңелле,iocosus
644,sanft::A,йыуаш,clemens
645,hungrig::A,ас,impastus
646,krank::A,сирле,aeger
647,krank::A,ауырыу,aeger
648,nackt::A,яланғас,nudus
649,traurig::A,яманһыу,maestus
650,lebendig::A,тере,vivus
651,lebendig::A,йәнле,vivus
652,gut::A,яҡшы,bonus
653,schlecht::A,хөрт,malus
654,schlecht::A,алама,malus
655,richtig::A,дөрөҫ,rectus
656,schlimm::A,хөрт,malus
657,schlimm::A,алама,malus
658,wahr::A,дөрөҫ,verus
659,alt::A,иҫке,antiquus
660,alt::A,боронғо,antiquus
661,neu::A,яңы,novus
662,ehemalig::A,элекке,pristinus
663,alt[Lebewesen]::A,ҡарт,vetus
664,jung::A,йәш,iuvenis
665,arm::A,фәҡир,pauper
666,reich::A,бай,dives
667,bekannt::A,таныш,notus
668,berühmt::A,атаҡлы,celeber
669,berühmt::A,атаҡлы,illustris
670,berühmt::A,данлыҡлы,celeber
671,berühmt::A,данлыҡлы,illustris
672,fremd::A,ят,peregrinus
673,fremd::A,сит,peregrinus
674,verschieden::A,төрлө,varius
675,nah::A,яҡын,propinquus
676,fern::A,алыҫ,longinquus
677,fern::A,йыраҡ,longinquus
678,linker::A,һул,sinister
679,rechter::A,уң,dexter
680,anderer::A,бутән,alius
681,erster::A,тәүге,primus
682,zweiter::A,икенсе,secundus
683,dritter::A,өсөнсө,tertius
684,letzter::A,һуңғы,ultimus
685,allein::ADV,бер үҙе,solum
686,allein::ADV,яңғыҙ,solum
687,auf einmal::ADV,бер юлы,simul
688,zusammen::ADV,бергә,una
689,lange::ADV,оҙаҡ,diu
690,plötzlich::ADV,ҡапыл,subito
691,plötzlich::ADV,ҡапыл,repente
692,sofort::ADV,шунда уҡ,statim
693,später::ADV,һуңыраҡ,postea
694,jetzt::ADV,хәҙер,nunc
695,heute::ADV,бөгөн,hodie
696,morgen::ADV,иртәгә,cras
697,bald::ADV,тиҙҙән,mox
698,dann::ADV,һуңынан,deinde
699,gestern::ADV,кисә,heri
700,einst::ADV,ҡасандыр,olim
701,einst::ADV,бер баҡыт,olim
702,damals::ADV,ул саҡта,tum
703,danach::ADV,һуңынан,postea
704,vorher::ADV,элек,antea
705,zuerst::ADV,башта,primo
706,einmal::ADV,бер,semel
707,manchmal::ADV,ҡайһы берҙә,interdum
708,oft::ADV,йыш,saepe
709,immer::ADV,һәр ҡасан,semper
710,niemals::ADV,бер ҡасан да,numquam
711,niemals::ADV,бер ваҡытта ла,numquam
712,hier::ADV,бында,hic
713,hierhin::ADV,бында,huc
714,von hier::ADV,бынан,hinc
715,von hier::ADV,ошонан,hinc
716,dort::ADV,шунда,ibi
717,dort::ADV,тегендә,ibi
718,dorthin::ADV,шунда,eo
719,dorthin::ADV,тегеләй,eo
720,geradeaus::ADV,тура,recte
721,vorwärts::ADV,алға,porro
722,rückwärts::ADV,кирегә,retro
723,zurück::ADV,кирегә,retro
724,unten::ADV,түбәндә,infra
725,hinab::ADV,түбәнгә,pessum
726,oben::ADV,юғарыла,supra
727,hinauf::ADV,юғарыға,sursum
728,überall::ADV,бөтә урында,ubique
729,nicht::ADV,тугел,non
730,ein wenig::ADV,аҙ,paulum
731,kaum::ADV,көскә,vix
732,kaum::ADV,көскә,aegre
733,kaum::ADV,саҡ-саҡ,vix
734,kaum::ADV,саҡ-саҡ,aegre
735,sehr::ADV,ифат,valde
736,sehr::ADV,ифат,magnopere
737,so::ADV,шулай,ita
738,noch::ADV,йәнә,etiam
739,nur::ADV,бары,solum
740,nur::ADV,бары,tantum
741,schon::ADV,инде,iam
742,wieder::ADV,тағы,rursus
743,vergebens::ADV,бушҡа,frustra
744,vor::PRP,алдында,ante
745,hinter::PRP,артында,post
746,unter::PRP,аҫтында,sub
747,durch::PRP,үтә,per
748,neben::PRP,эргәһендә,iuxta
749,zwischen::PRP,араһында,inter
750,wegen::PRP,өсөн,propter
751,wegen::PRP,сәбәпле,propter
752,dies::PRN,был,hoc
753,dies::PRN,ошо,hoc
754,das::PRN,ул,id
755,alles::PRN,бөтә,omnia
756,ich::PRN,мин,ego
757,du::PRN,һин,tu
758,er::PRN,ул,is
759,er::PRN,ул,ille
760,wir::PRN,беҙ,nos
761,ihr::PRN,һеҙ,vos
762,sie::PRN,улар,ii
763,sie::PRN,улар,illi
764,was::FPRN,ә,quid
765,was::FPRN,ни,quid
766,was::FPRN,нәмә,quid
767,wer::FPRN,ҡем,quis
768,wo::FADV,ҡайҙа,ubi
769,wohin::FADV,ҡайҙа,quo
770,wie::FADV,инидәй,quomodo
771,warum::FADV,ин өсөн,cur
772,wieviel::FNUM,күпме,quantum
773,eins::NUM,бер,unus
774,zwei::NUM,ике,duo
775,zwei::NUM,икәү,duo
776,drei::NUM,өс,tres
777,vier::NUM,дүрт,quattuor
