,Concept_ID,lt,mhr
70,Stern::N,žvaigždė,шӱ́дыр
71,Luft::N,oras,юж
72,Wind::N,vėjas,марде́ж
73,Welle::N,banga,то́лкын
74,Welle::N,vilnis,то́лкын
75,Wasser::N,vanduo,вӱд
76,Stein::N,akmuo,кӱ
77,Boden::N,žemė,рок
78,Boden::N,dugnas,рок
79,Erde::N,žemė,мла́нде
80,Staub::N,dulkės,пура́к
81,Rauch::N,dūmai,шикш
82,Funke::N,kibirkštis,сеске́м
83,Funke::N,kibirkštis,тулйы́п
84,Feuer::N,ugnis,тул
85,Licht::N,šviesa,со́то
86,Schatten::N,paūksmė,ӱ́мыл
87,Wetter::N,oras,иге́че
88,Nebel::N,migla,тӱтыра́
89,Nebel::N,rūkas,тӱтыра́
90,Wolke::N,debesis,пыл
91,Regen::N,lietus,йӱр
92,Schnee::N,sniegas,лум
93,Eis::N,ledas,ий
94,Frost::N,šalna,чатлама́
95,Kälte::N,šaltis,йӱ́штӧ
96,Hitze::N,karštis,шо́кшо
97,Raureif::N,šerkšnas,пӧрш
98,Raureif::N,šerkšnas,по́кшым
99,Regenbogen::N,vaivorykštė,шонанпы́л
100,Donner::N,perkūnas,кӱ́дырчӧ
101,Donner::N,griaustinis,кӱ́дырчӧ
102,Strömung::N,tėkmė,йо́гын
103,Tropfen::N,lašas,чӱча́лтыш
104,Schaum::N,putos,шоҥ
105,Schmutz::N,purvas,лавыра́
106,See::N,ežeras,ер
107,Sumpf::N,klampynė,лӱ́кӧ
108,Sumpf::N,liūnas,лӱ́кӧ
109,Moor::N,pelkė,куп
110,Wiese::N,pieva,о́лык
111,Wald::N,miškas,чодыра́
112,Hügel::N,kalva,арка́
113,Anhöhe::N,kauburys,тӧва́
114,Anhöhe::N,kauburys,кӱкшака́
115,Berg::N,kalnas,ку́рык
116,Gipfel::N,viršūnė,чаҥга́
117,Gipfel::N,viršūnė,курыкву́й
118,Höhle::N,ola,пеще́р
119,Höhle::N,ola,курыкпо́мыш
120,Abhang::N,šlaitas,та́йыл
121,Abhang::N,nuokalnė,та́йыл
122,Quelle::N,versmė,важ
123,Quelle::N,versmė,вӱдшинча́
124,Quelle::N,šaltinis,важ
125,Quelle::N,šaltinis,вӱдшинча́
126,Bach::N,upelis,изэҥе́р
127,Fluss::N,upė,эҥе́р
128,Ufer::N,krantas,сер
129,Küste::N,pajūris,вӱдтӱ́р
130,Festland::N,sausuma,мла́нде
131,Meer::N,jūra,те́ҥыз
132,Bucht::N,įlanka,икса́
133,Bucht::N,užutekis,икса́
134,Insel::N,sala,отро́
135,Blume::N,gėlė,пеле́дыш
136,Gras::N,žolė,шу́до
137,Wurzel::N,šaknis,вож
138,Baum::N,medis,пуше́ҥге
139,Stamm::N,kamienas,йы́тыр
140,Rinde::N,žievė,шӱм
141,Ast::N,šaka,укш
142,Zweig::N,šakelė,торма́к
143,Blatt::N,lapas,лышта́ш
144,Birke::N,beržas,куэ́
145,Kiefer[Baum]::N,pušis,пӱ́нчӧ
146,Weide[Baum]::N,karklas,уа́
147,Tanne::N,eglė,кож
148,Tanne::N,kėnis,кож
149,Horn::N,ragas,шур
150,Feder::N,plunksna,пы́стыл
151,Fell::N,kailis,кова́ште
152,Flügel::N,sparnas,шу́лдыр
153,Klaue::N,kanopa,кӱч
154,Kralle::N,nagas,ла́па
155,Kralle::N,nagas,копа́
156,Schwanz::N,uodega,поч
157,Ei::N,kiaušinis,му́но
158,Nest::N,gūžta,пыжа́ш
159,Nest::N,lizdas,пыжа́ш
160,Bau::N,ola,пыжа́ш
161,Tier::N,gyvūnas,я́нлык
162,Tier::N,gyvūnas,живо́тный
163,Herde::N,banda,кӱ́тӱ
164,Herde::N,banda,тӱшка́
165,Herde::N,kaimenė,кӱ́тӱ
166,Herde::N,kaimenė,тӱшка́
167,Kuh::N,karvė,ушка́л
168,Bulle::N,bulius,ӱ́шкыж
169,Pferd::N,arklys,и́мне
170,Schaf::N,avis,шо́рык
171,Schwein::N,kiaulė,сӧсна́
172,Hund::N,šuo,пий
173,Katze::N,katė,пы́рыс
174,Bär::N,lokys,маска́
175,Eichhörnchen::N,voveraitė,ур
176,Elch::N,briedis,шо́рдо
177,Fuchs::N,lapė,ры́выж
178,Hase::N,kiškas,мера́ҥ
179,Maus::N,pelė,коля́
180,Wolf::N,vilkas,пи́ре
181,Vogel::N,paukštis,ка́йык
182,Schwarm::N,spiečius,каша́к
183,Huhn::N,višta,чы́ве
184,Hahn::N,gaidys,агыта́н
185,Gans::N,žąsis,ко́мбо
186,Adler::N,erelis,карагу́ш
187,Ente::N,antis,лу́до
188,Eule::N,pelėda,тумна́
189,Kranich::N,gervė,турня́
190,Krähe::N,varna,кора́к
191,Kuckuck::N,gegužė,куку́
192,Schwan::N,gulbė,йӱ́ксӧ
193,Fisch::N,žuvis,кол
194,Barsch::N,ešerys,ола́ҥге
195,Hecht::N,lydeka,нуж
196,Hecht::N,lydeka,чорта́н
197,Schlange[Tier]::N,gyvatė,ки́шке
198,Wurm::N,kirmėlė,шукш
199,Spinne::N,voras,эҥыре́мыш
200,Ameise::N,skruzdė,ку́тко
201,Laus::N,utėlė,тий
202,Mücke::N,uodas,шыҥа́
203,Fliege::N,musė,ка́рме
204,Schmetterling::N,drugys,лы́ве
205,Schmetterling::N,peteliškė,лы́ве
206,Beere::N,uoga,мӧр
207,Apfel::N,obuolys,олма́
208,Pilz::N,grybas,по́ҥго
209,Zwiebel::N,svogūnas,шога́н
210,Saat::N,sėkla,нӧ́шмӧ
211,Saat::N,sėkla,туш
212,Korn::N,grūdai,шу́рно
213,Heu::N,šienas,шу́до
214,Schale::N,žievelė,шӱм
215,Grube::N,duobė,выне́м
216,Falle::N,pinklės,лӧ́дӧ
217,Falle::N,žabangai,лӧ́дӧ
218,Schlinge::N,kilpa,о́птыш
219,Schlinge::N,kilpa,шӧрга́лтыш
220,Spur::N,vėžė,кыша́
221,Spur::N,pėdos,кыша́
222,Spur::N,pėdsakas,кыша́
223,Asche::N,pelenai,ло́мыж
224,Dreck::N,purvas,лавыра́
225,Eisen::N,geležis,кӱ́ртньӧ
226,Gold::N,auksas,шӧ́ртньӧ
227,Silber::N,sidabras,ший
228,Kohle::N,anglis,мландышӱ́й
229,Glas::N,stiklas,янда́
230,Lehm::N,molis,шун
231,Sand::N,smėlis,ошма́
232,Mensch::N,žmogus,еҥ
233,Mensch::N,žmogus,айде́ме
234,Mann::N,vyras,пӧръе́ҥ
235,Mann::N,vyriškis,пӧръе́ҥ
236,Frau::N,moteris,ӱдырама́ш
237,Kind::N,vaikas,аза́
238,Junge::N,vaikinas,рве́зе
239,Junge::N,berniukas,рве́зе
240,Mädchen::N,mergytė,ӱдыра́ш
241,Mädchen::N,mergaitė,ӱдыра́ш
242,Familie::N,šeima,еш
243,Großvater::N,senelis,коча́
244,Großmutter::N,senelė,кова́
245,Eltern::N,tėvai,ача́-ава́
246,Vater::N,tėvas,ача́
247,Mutter::N,motina,ава́
248,Sohn::N,sūnus,э́рге
249,Tochter::N,duktė,ӱ́дыр
250,Bruder::N,brolis,иза́
251,Bruder::N,brolis,шо́льо
252,Schwester::N,sesuo,ака́
253,Onkel::N,dėdė,иза́
254,Tante::N,teta,кока́
255,Ehemann::N,vyras,мари́й
256,Ehefrau::N,žmona,ва́те
257,Freude::N,džiaugsmas,куа́н
258,Freude::N,džiaugsmas,куаныма́ш
259,Gelächter::N,juokas,во́штылтыш
260,Glück::N,laimė,пиа́л
261,Kummer::N,vargas,о́йго
262,Kummer::N,rūpestis,о́йго
263,Wunsch::N,troškimas,ку́мыл
264,Wunsch::N,pageidavimas,ку́мыл
265,Lust::N,noras,ку́мыл
266,Lust::N,geidulys,ку́мыл
267,Geist::N,dvasia,ӧрт
268,Geist::N,dvasia,чон
269,Gedanke::N,mintis,ой
270,Gedanke::N,mintis,шоныма́ш
271,Gedächtnis::N,atmintis,шарныма́ш
272,Verstand::N,protas,уш
273,Sinn::N,prasmė,смысл
274,Grund::N,priežastis,ама́л
275,Wahrheit::N,tiesa,чын
276,Wahrheit::N,teisybė,чын
277,Gespräch::N,pokalbis,мутланыма́ш
278,Märchen::N,pasaka,йома́к
279,Erzählung::N,apsakymas,ойлыма́ш
280,Erzählung::N,pasakojimas,ойлыма́ш
281,Nachricht::N,žinia,увертарыма́ш
282,Neuigkeit::N,naujiena,уве́р
283,Name::N,vardas,лӱм
284,Rätsel::N,mįslė,ту́што
285,Rede::N,kalba,ойлыма́ш
286,Sprache::N,kalba,йы́лме
287,Stimme::N,balsas,йӱк
288,Wort::N,žodis,ой
289,Wort::N,žodis,мут
290,Zeichen::N,žymė,ти́ште
291,Zeichen::N,žymė,знак
292,Zeichen::N,ženklas,ти́ште
293,Zeichen::N,ženklas,знак
294,Ruf::N,šauksmas,ӱжма́ш
295,Lärm::N,triukšmas,лӱшкыма́ш
296,Lärm::N,triukšmas,йӱк-йӱа́н
297,Laut::N,garsas,йӱк
298,Ton::N,tonas,йӱксе́м
299,Ton::N,garsas,йӱксе́м
300,Lied::N,daina,му́ро
301,Lied::N,giesmė,му́ро
302,Ruhe::N,ramybė,ты́мык
303,Ruhe::N,ramumas,ты́мык
304,Leute::N,žmonės,еҥ-влак
305,Volk::N,tauta,ка́лык
306,Arbeit::N,darbas,паша́
307,Arbeit::N,triūsas,паша́
308,Gast::N,svečias,уна́
309,Geschenk::N,dovana,пӧле́к
310,Spiel::N,žaismas,мо́дыш
311,Spiel::N,žaismas,модма́ш
312,Spiel::N,žaidimas,мо́дыш
313,Spiel::N,žaidimas,модма́ш
314,Gesellschaft::N,draugija,тӱшка́
315,Gesellschaft::N,kompanija,тӱшка́
316,Hilfe::N,pagalba,по́лыш
317,Freund::N,draugas,таҥ
318,Freund::N,draugas,йолта́ш
319,Freund::N,bičiulis,таҥ
320,Freund::N,bičiulis,йолта́ш
321,Kamerad::N,draugas,таҥ
322,Angelegenheit::N,dalykas,паша́
323,Angelegenheit::N,reikalas,паша́
324,Anzahl::N,kiekis,чот
325,Anzahl::N,skaičius,чот
326,Art::N,rūšis,вид
327,Stück::N,gabalas,ка́тыш
328,Stück::N,gabalas,ла́стык
329,Teil::N,dalis,ужа́ш
330,Hälfte::N,pusė,пел
331,Hälfte::N,pusė,пе́ле
332,Kreis::N,ratas,ты́ртыш
333,Kreis::N,apskritis,ты́ртыш
334,Kreis::N,apskritimas,ты́ртыш
335,Kreuz::N,kryžius,ыре́с
336,Linie::N,linija,ли́ний
337,Strich::N,brėžis,коре́ш
338,Strich::N,brūkšnys,коре́ш
339,Abstand::N,atstumas,кокла́
340,Entfernung::N,atstumas,тора́
341,Entfernung::N,atstumas,ку́жыт
342,Gegend::N,vietovė,кунде́м
343,Platz::N,vieta,ку́мдык
344,Ort::N,vieta,вер
345,Ort::N,vieta,о́лмо
346,Ort::N,vietovė,вер
347,Ort::N,vietovė,о́лмо
348,Seite::N,pusė,ӧ́рдыж
349,Seite::N,šonas,ӧ́рдыж
350,Mitte::N,vidurys,покше́л
351,Gegenstand::N,dalykas,наста́
352,Sache::N,daiktas,наста́
353,Rand::N,kraštas,тӱр
354,Rand::N,pakraštys,тӱр
355,Kante::N,kraštas,тӱр
356,Ecke::N,kertė,лук
357,Ecke::N,kampas,лук
358,Spitze::N,priekis,вуй
359,Spitze::N,priešakys,вуй
360,Ende::N,galas,муча́ш
361,Loch::N,skylė,рож
362,Winkel::N,kampas,лук
363,Winkel::N,kampelis,лук
364,Muster::N,raštas,пеза́к
365,Muster::N,raštas,узо́р
366,Muster::N,raštas,ӱ́лгӧ
367,Größe::N,dydis,кӱ́кшыт
368,Größe::N,didumas,кӱ́кшыт
369,Länge::N,ilgis,ку́тыш
370,Länge::N,ilgumas,ку́тыш
371,Höhe::N,aukštis,кӱ́кшыт
372,Höhe::N,aukštuma,кӱ́кшыт
373,Gewicht::N,svoris,не́лыт
374,Gewicht::N,svarstis,не́лыт
375,Menge::N,kiekis,чот
376,Menge::N,daugybė,чот
377,Haufen::N,krūva,кы́шыл
378,Haufen::N,šūsnis,кы́шыл
379,Reihe::N,greta,рада́м
380,Boot::N,valtis,пуш
381,Boot::N,laivelis,пуш
382,Ruder::N,irklas,эшка́к
383,Schlitten::N,rogės,тер
384,Schlitten::N,rogės,изде́р
385,Schlitten::N,rogutės,тер
386,Schlitten::N,rogutės,изде́р
387,Ski::N,slidė,е́че
388,Lagerfeuer::N,laužas,туло́то
389,Last::N,našta,нӧ́лтыш
390,Last::N,nešulys,нӧ́лтыш
391,Gang::N,eisena,ошкылма́ш
392,Schritt::N,žingsnis,о́шкыл
393,Norden::N,šiaurė,йӱдйыма́л
394,Norden::N,žiemiai,йӱдйыма́л
395,Süden::N,pietūs,кечывалве́л
396,Westen::N,vakarai,касве́л
397,Osten::N,rytai,эрве́л
398,Holz::N,mediena,пу
399,Brett::N,lenta,оҥа́
400,Platte::N,plokštė,аста́р
401,Stütze::N,atrama,чара́к
402,Stütze::N,atspara,чара́к
403,Stange::N,lazda,лома́ш
404,Stange::N,kartis,лома́ш
405,Stock::N,lazda,тоя́
406,Stab::N,kartis,вара́
407,Stab::N,kartis,кашта́
408,Rohr::N,vamzdis,пуч
409,Haus::N,namas,пӧрт
410,Heim::N,namai,мӧ́ҥгӧ
411,Ofen::N,krosnis,комака́
412,Fußboden::N,grindys,кӱва́р
413,Tisch::N,stalas,ӱсте́л
414,Stuhl::N,kėdė,пӱке́н
415,Wiege::N,lopšys,шепка́
416,Bett::N,lova,ва́кшыш
417,Bett::N,patalai,ва́кшыш
418,Regal::N,lentyna,шӧ́рлык
419,Kiste::N,dėžė,шо́ндык
420,Kiste::N,dėžė,я́шлык
421,Fenster::N,langas,окна́
422,Tür::N,durys,омса́
423,Tor::N,vartai,капка́
424,Zaun::N,tvora,сава́р
425,Dach::N,stogas,леве́дыш
426,Leiter::N,kopėčios,тошка́лтыш
427,Besen::N,šluota,ӱштерво́штыр
428,Spaten::N,lopeta,ко́льмо
429,Spaten::N,kastuvas,ко́льмо
430,Schaufel::N,semtuvas,сово́к
431,Schaufel::N,semtuvas,су́ско
432,Gabel::N,šakutė,ви́лке
433,Löffel::N,šaukštas,па́не
434,Löffel::N,šaukštas,совла́
435,Messer::N,peilis,кӱ́зӧ
436,Nagel::N,vinis,пуда́
437,Netz::N,tinklas,вапш
438,Haken::N,vagis,са́гыле
439,Haken::N,kablys,са́гыле
440,Griff::N,kotas,кыл
441,Griff::N,rankena,кыл
442,Schloss::N,spyna,кӧгӧ́н
443,Schloss::N,užraktas,кӧгӧ́н
444,Bild::N,paveikslas,сӱре́т
445,Figur::N,figūra,фигу́р
446,Puppe::N,lėlė,курча́к
447,Beutel::N,krepšys,меша́к
448,Beutel::N,maišelis,меша́к
449,Bündel::N,ryšulys,арша́ш
450,Tasche::N,krepšelis,сумка́
451,Eimer::N,kibiras,ведра́
452,Deckel::N,dangtis,ко́мдыш
453,Geschirr::N,indai,а́те
454,Sack::N,maišas,куль
455,Sack::N,maišas,меша́к
456,Tasse::N,puodukas,чу́кыр
457,Tasse::N,puodukas,чашка́
458,Topf::N,puodas,ми́ске
459,Kessel::N,katilas,под
460,Essen::N,valgis,ко́чкыш
461,Nahrung::N,penas,ку́рго
462,Nahrung::N,maistas,ку́рго
463,Speise::N,patiekalas,ко́чкыш
464,Fleisch::N,mėsa,шыл
465,Getreide::N,javai,шу́рно
466,Brei::N,košė,пу́чымыш
467,Brot::N,duona,ки́нде
468,Scheibe::N,riekė,ка́тыш
469,Fett::N,taukai,коя́
470,Fett::N,riebalai,коя́
471,Butter::N,sviestas,ӱй
472,Öl::N,aliejus,ӱй
473,Salz::N,druska,шинча́л
474,Suppe::N,sriuba,шӱр
475,Honig::N,medus,мӱй
476,Milch::N,pienas,шӧр
477,Tee::N,arbata,чай
478,Leder::N,oda,сура́н
479,Leder::N,oda,шӱ́штӧ
480,Wolle::N,vilna,пун
481,Stoff::N,audeklas,куэ́м
482,Stoff::N,audeklas,посто́
483,Nadel::N,adata,и́ме
484,Faden::N,gija,шӱ́ртӧ
485,Faden::N,siūlas,шӱ́ртӧ
486,Knopf::N,saga,по́лдыш
487,Knoten::N,mazgas,пышке́м
488,Farbe::N,dažai,чия́
489,Kleidung::N,rūbai,чие́м
490,Kleidung::N,rūbai,вурге́м
491,Kleidung::N,drabužiai,чие́м
492,Kleidung::N,drabužiai,вурге́м
493,Hemd::N,marškiniai,ту́выр
494,Kragen::N,apykaklė,сога́
495,Ärmel::N,rankovė,шокш
496,Hose::N,kelnės,йола́ш
497,Gürtel::N,juosta,ӱ́штӧ
498,Gürtel::N,diržas,ӱ́штӧ
499,Mütze::N,kepurė,упш
500,Schuh::N,batas,боти́нке
501,Stiefel::N,auliniai batai,кем
502,Ring::N,žiedas,шерга́ш
503,Band::N,kaspinas,тасма́
504,Band::N,kaspinas,ле́нте
505,Kamm::N,šukos,шерге́
506,Spiegel::N,veidrodis,вошто́нчыш
507,Riemen::N,diržas,кӱзанӱ́штӧ
508,Schnur::N,virvė,кере́м
509,Schnur::N,virvė,кандыра́
510,Leine::N,pavadėlis,вӱра́ҥ
511,Decke::N,antklodė,леве́дыш
512,Decke::N,antklodė,одея́л
513,Kissen::N,pagalvė,кӱ́пчык
514,Kissen::N,priegalvis,кӱ́пчык
515,Tuch::N,skarelė,шо́выч
516,Handtuch::N,rankšluostis,со́лык
517,Kraft::N,jėga,вий
518,Kraft::N,jėga,куа́т
519,Stärke::N,stiprumas,куа́т
520,Stärke::N,stiprumas,карма́н
521,Gesundheit::N,sveikata,таза́лык
522,Krankheit::N,liga,чер
523,Schmerz::N,skausmas,ко́рштыш
524,Wunde::N,žaizda,су́сыр
525,Fieber::N,karštis,йӱштыму́ж
526,Fieber::N,karštis,лихора́дке
527,Arznei::N,vaistas,эм
528,Brücke::N,tiltas,кӱва́р
529,Brunnen::N,šulinys,вӱдвыне́м
530,Weide::N,ganykla,нурше́р
531,Weide::N,gluosnis,нурше́р
532,Pfad::N,takas,йолго́рно
533,Pfad::N,takas,сокма́к
534,Weg::N,kelias,ко́рно
535,Straße::N,gatvė,ко́рно
536,Dorf::N,kaimas,ял
537,Dorf::N,sodžius,ял
538,Stadt::N,miestas,ола́
539,Brief::N,laiškas,се́рыш
540,Buch::N,knyga,книга́
541,Buchstabe::N,raidė,буква́
542,Zeitung::N,laikraštis,газе́т
543,Leben::N,gyvybė,и́лыш
544,Leben::N,gyvenimas,и́лыш
545,Tod::N,mirtis,колыма́ш
546,Grab::N,kapas,шӱга́р
547,Kirche::N,bažnyčia,че́рке
548,Sünde::N,nuodėmė,су́лык
549,Sünde::N,nusidėjimas,су́лык
550,Gott::N,dievas,ю́мо
551,Arbeiter::N,darbininkas,паша́зе
552,Chef::N,šefas,тӧра́
553,Chef::N,vadovas,тӧра́
554,Chef::N,viršininkas,тӧра́
555,Meister::N,meistras,маста́р
556,Arzt::N,gydytojas,врач
557,Lehrer::N,mokytojas,ту́ныктышо
558,Geld::N,pinigai,окса́
559,Geschäft::N,biznis,сатулыма́ш
560,Laden::N,krautuvė,ке́выт
561,Laden::N,parduotuvė,ке́выт
562,Preis::N,kaina,ак
563,Ware::N,prekė,сату́
564,Nutzen::N,nauda,пайда́
565,Nutzen::N,pelnas,пайда́
566,Reichtum::N,turtas,поя́нлык
567,Welt::N,pasaulis,тӱня́
568,Land::N,žemė,эл
569,Land::N,šalis,эл
570,Staat::N,valstija,кугыжа́ныш
571,König::N,karalius,кугыжа́
572,Macht::N,galia,власть
573,Macht::N,valdžia,власть
574,Grenze::N,riba,грани́ца
575,Grenze::N,siena,грани́ца
576,Krieg::N,karas,сар
577,Feind::N,priešas,тушма́н
578,Gewalt::N,jėga,виешлыма́ш
579,Gewalt::N,smurtas,виешлыма́ш
580,Gewalt::N,prievarta,виешлыма́ш
581,Kampf::N,kova,кредалма́ш
582,Bogen[Waffe]::N,lankas,юҥе́ж
583,Pfeil::N,strėlė,пикш
584,Gewehr::N,šautuvas,пыча́л
585,Fehler::N,klaida,йо́ҥылыш
586,Lüge::N,melas,шоя́к
587,Schaden::N,nuostolis,зия́н
588,Schaden::N,apgadinimas,зия́н
589,Unglück::N,nelaimė,эҥге́к
590,Schuld::N,kaltė,тита́к
591,Schuld::N,kaltė,йола́
592,Alter::N,amžius,ийго́т
593,Schluss::N,pabaiga,муча́ш
594,Zeit::N,laikas,жап
595,Zeit::N,laikas,па́гыт
596,Tag::N,diena,ке́че
597,Morgen::N,rytas,эр
598,Mittag::N,vidurdienis,кечыва́л
599,Abend::N,vakaras,кас
600,Nacht::N,naktis,йӱд
601,Woche::N,savaitė,арня́
602,Monat::N,mėnuo,ты́лзе
603,Jahr::N,metai,ий
604,Frühling::N,pavasaris,шо́шо
605,Sommer::N,vasara,кеҥе́ж
606,Herbst::N,ruduo,шы́же
607,Winter::N,žiema,те́ле
608,Januar::N,sausis,шоркыйол
609,Januar::N,sausis,идалыкву́й
610,Januar::N,sausis,янва́рь
611,Februar::N,vasaris,пургыж
612,Februar::N,vasaris,февра́ль
613,März::N,kovas,ӱярня
614,März::N,kovas,март
615,April::N,balandis,апре́ль
616,Mai::N,gegužė,ага
617,Mai::N,gegužė,май
618,Juni::N,birželis,пеледыш
619,Juni::N,birželis,ию́нь
620,Juli::N,liepa,сӱрем
621,Juli::N,liepa,ию́ль
622,August::N,rugpjūtis,сорла
623,August::N,rugpjūtis,агарма́н
624,August::N,rugpjūtis,а́вгуст
625,September::N,rugsėjis,идым
626,September::N,rugsėjis,сентя́брь
627,Oktober::N,spalis,шыжа
628,Oktober::N,spalis,октя́брь
629,November::N,lapkritis,кылме тылзе
630,November::N,lapkritis,ноя́брь
631,Dezember::N,gruodis,дека́брь
632,Montag::N,pirmadienis,шо́чмо
633,Dienstag::N,antradienis,ку́шкыжмо
634,Mittwoch::N,trečiadienis,вӱрге́че
635,Donnerstag::N,ketvirtadienis,изарня́
636,Freitag::N,penktadienis,кугарня́
637,Samstag::N,šeštadienis,шуматке́че
638,Sonntag::N,sekmadienis,рушарня́
639,groß::A,didis,кугу́
640,groß::A,didelis,кугу́
641,klein::A,mažas,изи́
642,lang::A,ilgas,кужу́
643,kurz::A,trumpas,кӱ́чык
644,breit::A,platus,кумда́
645,schmal::A,smulkus,а́ҥысыр
646,dicht::A,tankus,ну́гыдо
647,dick[Gegenstand]::A,storas,кӱ́жгӧ
648,dünn::A,plonas,ви́чкыж
649,fein::A,smulkus,ты́гыде
650,fest::A,kietas,чо́ткыдо
651,fest::A,tvirtas,чо́ткыдо
652,flach::A,lėkštas,лапка́
653,flach::A,plokščias,лапка́
654,glatt::A,slidus,яклака́
655,hart::A,kietas,пе́ҥгыде
656,weich::A,minkštas,пу́шкыдо
657,rund::A,apvalus,йырге́шке
658,rund::A,apskritas,йырге́шке
659,spitz::A,aštrus,коша́р
660,spitz::A,smailus,коша́р
661,scharf::A,aštrus,пӱ́сӧ
662,stumpf::A,bukas,токма́к
663,stumpf::A,atšipęs,токма́к
664,schwer::A,sunkus,не́ле
665,schön::A,gražus,сы́лне
666,heiß::A,karštas,шо́кшо
667,warm::A,šiltas,ле́ве
668,kalt::A,šaltas,йӱ́штӧ
669,kühl::A,vėsus,юа́лге
670,kühl::A,vėsus,южгата́
671,kühl::A,bejausmis,юа́лге
672,kühl::A,bejausmis,южгата́
673,frisch::A,šviežias,свежа́
674,feucht::A,drėgnas,вӱ́дыжгӧ
675,nass::A,šlapias,нӧ́рӧ
676,trocken::A,sausas,ку́кшо
677,voll::A,pilnas,тич
678,leer::A,tuščias,яра́
679,offen::A,atviras,виш
680,geschlossen::A,uždaras,пе́тырыме
681,geschlossen::A,uždaras,тӱ́чмӧ
682,geschlossen::A,uždarytas,пе́тырыме
683,geschlossen::A,uždarytas,тӱ́чмӧ
684,sauber::A,švarus,ару́
685,sauber::A,švarus,янда́р
686,schmutzig::A,nešvarus,лавыра́н
687,schmutzig::A,nešvarus,ла́выргыше
688,schmutzig::A,purvinas,лавыра́н
689,schmutzig::A,purvinas,ла́выргыше
690,roh::A,žalias,кӱ́чымӧ
691,reif::A,prinokęs,лӧза́
692,reif::A,pribrendęs,лӧза́
693,lecker::A,gardus,ту́тло
694,süß::A,saldus,ше́ре
695,bitter::A,kartus,ко́чо
696,sauer::A,gižus,шо́по
697,sauer::A,rūgštus,шо́по
698,hell::A,šviesus,во́лгыдо
699,hell::A,skaistus,во́лгыдо
700,dunkel::A,tamsus,пычке́мыш
701,schwarz::A,juodas,шола́
702,weiß::A,baltas,ош
703,rot::A,raudonas,йошка́р
704,gelb::A,geltonas,сар
705,blau::A,mėlynas,ка́нде
706,grün::A,žalias,ужа́р
707,grau::A,pilkas,сур
708,bunt::A,margas,олача́
709,bunt::A,spalvotas,олача́
710,billig::A,pigus,шу́лдо
711,teuer::A,brangus,ше́рге
712,wertvoll::A,vertingas,шергака́н
713,blind::A,aklas,со́кыр
714,taub::A,kurčias,соҥгыра́
715,kräftig::A,stiprus,куа́тле
