,Concept_ID,ab,mdf
713,auf einmal::ADV,зныкала,вихцок
714,auf einmal::ADV,зныкҟьара,вихцок
715,zusammen::ADV,аиц...,марс
716,zusammen::ADV,аиц...,ма́рса
717,lange::ADV,акыраамҭа,кува́тьс
718,plötzlich::ADV,иаалырҟьаны,а́пак учт
719,sofort::ADV,иаразнакҵәҟьа,тяникиге
720,später::ADV,уажəшьҭаншəа,ме́ле
721,jetzt::ADV,уажәы,тяни
722,heute::ADV,иахьа,тячи
723,morgen::ADV,уаҵәы,ва́нды
724,bald::ADV,иласны,курок
725,dann::ADV,нас,меле
726,dann::ADV,нас,сяда меле
727,gestern::ADV,иацы,ися́к
728,einst::ADV,зны,весть
729,einst::ADV,зны,мзя́рда-бди
730,damals::ADV,усҟан,эста
731,danach::ADV,нас,меле
732,vorher::ADV,уаанӡа,инголи
733,zuerst::ADV,азнаказы,ва́сенда
734,zuerst::ADV,аҧхьа,ва́сенда
735,einmal::ADV,зны,весть
736,manchmal::ADV,зны-зынла,лия́ста
737,manchmal::ADV,зны-зынла,ко́ста-ко́ста
738,oft::ADV,лассы-лассы,си́деста
739,immer::ADV,енагь,фалу
740,immer::ADV,енагь,най
741,immer::ADV,еснагь,фалу
742,immer::ADV,еснагь,най
743,niemals::ADV,ианакəызаалак,аф мзя́рдонга
744,hier::ADV,ара,тяса
745,hier::ADV,абра,тяса
746,hier::ADV,араҟа,тяса
747,hierhin::ADV,ара,сей
748,hierhin::ADV,ара,тяза
749,hierhin::ADV,араҟа,сей
750,hierhin::ADV,араҟа,тяза
751,von hier::ADV,арантә,тя́ста
752,dort::ADV,уа,тоса
753,dorthin::ADV,уахь,тов
754,dorthin::ADV,уахь,тоза
755,dorthin::ADV,анахь,тов
756,dorthin::ADV,анахь,тоза
757,geradeaus::ADV,ишиашоу,ви́деста
758,vorwärts::ADV,ҕхьаҟа,и́нголи
759,rückwärts::ADV,шьҭахьла,ме́ки
760,zurück::ADV,шьҭахьҟа,ме́ки
761,unten::ADV,лбаа,ала
762,hinab::ADV,алада,алу
763,oben::ADV,хыхь,вяре
764,hinauf::ADV,аҩада,вяри
765,überall::ADV,зегьынцьара,се́мбе ва́стова
766,nicht::ADV,-м,аф
767,ein wenig::ADV,ҕыҭк,аф лама
768,kaum::ADV,аарлаҳәа,а́ньцек
769,kaum::ADV,афергьҳәа,а́ньцек
770,sehr::ADV,даара,пяк
771,so::ADV,ас,ста́не
772,so::ADV,абас,ста́не
773,noch::ADV,макьана,нинге
774,nur::ADV,заҵәык,аньцек
775,schon::ADV,уажәшьҭа,ни
776,schon::ADV,аиҳа ипоу,ни
777,wieder::ADV,ҿыц,та́га
778,wieder::ADV,дырҩегь,та́га
779,wieder::ADV,дырҩегьых,та́га
780,vergebens::ADV,баша,стак
781,vor::PRP,аҕхьа,инголе
782,hinter::PRP,нхыҵ,фтала
783,hinter::PRP,нхыҵ,мельге
784,unter::PRP,амҵа,ала
785,unter::PRP,амҵан,ала
786,neben::PRP,ааигуара,ваксса
787,zwischen::PRP,абжьара,ёткса
788,wegen::PRP,-иззы,сюнеда
789,wegen::PRP,-ҟнытә,сюнеда
790,dies::PRN,ари,тя
791,dies::PRN,абри,тя
792,das::PRN,Абни,ся
793,das::PRN,Абни,тона
794,das::PRN,убри,ся
795,das::PRN,убри,тона
796,alles::PRN,зегьы,сембе
797,ich::PRN,са,мон
798,ich::PRN,сара,мон
799,du::PRN,бара,тон
800,er::PRN,иара,сон
801,wir::PRN,ҳара,минь
802,ihr::PRN,шәара,тинь
803,sie::PRN,дара,синь
804,wer::FPRN,дарбан,кие
805,wo::FADV,иабыкуу,коса
806,wo::FADV,аба-,коса
807,wo::FADV,ахь-,коса
808,wohin::FADV,иабыкуу,ков
809,wohin::FADV,иабыкуу,коза
810,wohin::FADV,аба-,ков
811,wohin::FADV,аба-,коза
812,wohin::FADV,ахь-,ков
813,wohin::FADV,ахь-,коза
814,wie::FADV,-шҕа,ко́да
815,warum::FADV,избан,мес
816,wieviel::FNUM,заҟа,мзя́ра
817,eins::NUM,акы,фкя
818,eins::NUM,аӡәы,фкя
819,zwei::NUM,ҩба,кафта
820,drei::NUM,хҕа,колма
821,vier::NUM,ҕшьба,ниле
822,fünf::NUM,хəба,вете
823,sechs::NUM,фба,кота
824,sieben::NUM,Бжьба,сисем
825,acht::NUM,ааба,кафкса
826,neun::NUM,жәба,ве́йхкса
827,zehn::NUM,жәаба,кемонь
828,elf::NUM,жәеизатәи,кефкие
829,zwölf::NUM,жәаҩа,кемгафтува
830,zwanzig::NUM,ҩажәа,комсь
831,dreißig::NUM,ҩажәижәабатәи,колмогемонь
832,vierzig::NUM,ҩынҩажәа,нильге́монь
833,fünfzig::NUM,ҩынҩажәеижәаба,ве́дьгемонь
834,sechzig::NUM,хынҩажәа,ко́дгемонь
835,siebzig::NUM,хынҩажәижәаба,сизьге́монь
836,achtzig::NUM,ҕшьынҩажәа,ка́фксогемонь
837,neunzig::NUM,ҕшьынҩажәижәаба,ве́йхксогемонь
838,hundert::NUM,шәкы,сяда
839,tausend::NUM,зқьы,тёжянь
840,und::CNJ,-и,и
841,und::CNJ,-и,дъ
842,oder::CNJ,ма,или
843,oder::CNJ,ма,али
844,stehen::V,агылазаара,а́щемс стя́да
845,sitzen::V,атəара,ащемс озада
846,sitzen::V,атəа(заа)ра,ащемс озада
847,liegen::V,аиара,ма́дозь а́щемс
848,hängen::V,акнаҳара,нюрьгомс
849,werden::V,аҟалара,арамс
850,werden::V,аҟалара,тиевомс
851,passieren::V,аҟалара,лисэмс
852,passieren::V,аҟалара,эвондамс
853,beginnen::V,алагара,ушедомс
854,enden::V,алгара,лоткамс
855,wechseln::V,аҽыҧсахра,по́лафнемс
856,aufgehen[Sonne]::V,агылара,стямс
857,aufgehen[Sonne]::V,агылара,лисемс
858,aufgehen[Sonne]::V,ахашлара,стямс
859,aufgehen[Sonne]::V,ахашлара,лисемс
860,aufgehen[Sonne]::V,аҩаҵхахара,стямс
861,aufgehen[Sonne]::V,аҩаҵхахара,лисемс
862,untergehen[Sonne]::V,аҭашəара,валгомс
863,scheinen[Sonne]::V,акаҧхара,ва́лдоптомс
864,donnern::V,адыдра,торамс
865,wehen::V,асра,уфа́мс
866,strömen::V,акаҭəара,шудемс
867,fließen::V,ацара,шудемс
868,sich drehen::V,ахагьежьра,шаромс
869,schwanken::V,аҵысра,якамс
870,schwingen::V,ахызазара,люксемс
871,schwingen::V,ахызазара,нюрьсемс
872,schwingen::V,акьаандара,люксемс
873,schwingen::V,акьаандара,нюрьсемс
874,fallen::V,акаҳара,прамс
875,fallen::V,акаҳара,прашендомс
876,brennen::V,абылра,паломс
877,rauchen::V,ахылҵра,качадомс
878,regnen::V,аура,пиземс
879,gefrieren::V,аҵаара,эйндамс
880,gefrieren::V,аҵаара,кельмомс
881,tauen::V,аӡҭра,соламс
882,schmelzen::V,ақəӡыҭра,соламс
883,schmelzen::V,аҭəара,соламс
884,trocknen::V,абара,коськомс
885,sieden::V,ашра,лакамс
886,faulen::V,абаара,наксадомс
887,verfaulen::V,абаара,наксадомс
888,verfaulen::V,аилашра,наксадомс
889,reißen::V,аҧжəара,сязевомс
890,versinken::V,аӡааҟəрылара,ваямс
891,vergehen::V,ацара,ётамс
892,erscheinen::V,ацəырҵра,эвондамс
893,verschwinden::V,аҵашəкəара,юма́мс
894,sinken::V,атəара,валгомс
895,sinken::V,алаҟəра,валгомс
896,abnehmen::V,ацӡаара,киремс
897,abnehmen::V,аиҵалара,киремс
898,zunehmen::V,аҽырҭбаара,ламокстомс
899,zunehmen::V,аҽырҭбаара,рашнемс
900,zunehmen::V,аиҵыҵра,ламокстомс
901,zunehmen::V,аиҵыҵра,рашнемс
902,zunehmen::V,арацəахара,ламокстомс
903,zunehmen::V,арацəахара,рашнемс
904,steigen::V,азҳара,кеподемс
905,steigen::V,ашьҭыҵра,кеподемс
906,steigen::V,адухара,кеподемс
907,steigen::V,ацлара,кеподемс
908,wachsen::V,азҳара,касомс
909,glänzen::V,ацыр-цырра,цинзелдомс
910,glänzen::V,ацыр-цырра,цифордомс
911,glänzen::V,ацыҩ-цыҩра,цинзелдомс
912,glänzen::V,ацыҩ-цыҩра,цифордомс
913,glänzen::V,аказказра,цинзелдомс
914,glänzen::V,аказказра,цифордомс
915,funkeln::V,ашап-шапра,ци́фтордомс
916,funkeln::V,ацым-цымра,ци́фтордомс
917,lärmen::V,ашьҭыбжьгара,жалнамс
918,lärmen::V,аҕьҕьаҳәа аилалара,жалнамс
919,läuten::V,аҵəҵəасра,гайфтемс
920,klingeln::V,аҵəҵəасра,гайфтемс
921,klirren::V,ахьархьарра,ка́нзеркшнемс
922,klirren::V,архьархьарра,ка́нзеркшнемс
923,brausen::V,аилаҽҽара,жоледемс
924,brausen::V,еилашуера,жоледемс
925,klingen::V,агара,кайгомс
926,klingen::V,ашьҭыбжь гара,кайгомс
927,bellen::V,ашра,ува́мс
928,heulen::V,ауура,сувомс
929,heulen::V,ауура,урнамс
930,blasen::V,аҭəҳəара,уфа́мс
931,pfeifen::V,ашəшəра,вяшкомс
932,schreien::V,аҳəҳəара,пешкодомс
933,schreien::V,ахəаара,пешкодомс
934,schreien::V,аҟаара,пешкодомс
935,stöhnen::V,ақьра,куфцемс
936,zittern::V,аҵыс-ҵысра,таромс
937,leben::V,аҟазаара,эрямс
938,geboren werden::V,Аира,шачемс
939,atmen::V,аҕсыҕ лагаҩагара,ажнамс
940,trinken::V,ажəра,симомс
941,essen::V,акрыфара,ярхцамс
942,schlucken::V,албаадара,нилемс
943,müde werden::V,ааҕсара,сиземс
944,einschlafen::V,ацəара,матодовомс
945,schlafen::V,ацəазаара,удомс
946,aufwachen::V,аҿыхара,съргоземс
947,aufstehen::V,Агəылҵра,стямс
948,sich erholen::V,аҧсшьара,ваймосемс
949,krank werden::V,ачмазаҩхара,сярядькстомс
950,krank sein::V,аҳəарҧсарра,сярядемс
951,schmerzen::V,ахьра,сярядемс
952,husten::V,аимҳәара,козомс
953,genesen::V,абзиахара,пъ́чкамс
954,genesen::V,аӷəӷəахара,пъ́чкамс
955,sterben::V,аҧсра,куломс
956,umkommen::V,аҭахара,юма́мс
957,sich bewegen::V,аиҭаҵра,шаштомс
958,sich rühren::V,ақəацара,сърхка́мс
959,sich erheben::V,аҩагылара,стямс
960,sich setzen::V,атəара,озамс
961,hinfallen::V,акаҳара,прамс
962,hinfallen::V,акаҳара,сяворемс
963,laufen::V,аныҟəара,якамс
964,schreiten::V,ашьаҿа еихгара,молемс
965,schreiten::V,ашьаҿа еихгара,аськолямс
966,spazierengehen::V,анеи-ааира,якамс
967,eilen::V,аццакра,эряскодомс
968,sich beeilen::V,аццакра,эряскодомс
969,sausen::V,аҧырра,лиемс
970,sausen::V,иҭрысны,лиемс
971,sausen::V,ишьҭҟьаны ацара,лиемс
972,rennen::V,аҩра,арнемс
973,springen::V,аҧара,комотнемс
974,klettern::V,ақəлара,ку́цемс
975,schaukeln::V,аҟəараҟəанҽара,нюрямс
976,kriechen::V,аҳəазара,шаштомс комада
977,schwimmen::V,аӡсара,уемс
978,tauchen::V,ахəӡааҵəира,юпиемс
979,tauchen::V,ахəӡааҵəира,чёпафнемс
980,rudern::V,аҵшьра,па́немс ве́неж
981,fahren::V,акала,ардомс
982,fliegen::V,аҧырра,лиемс
983,gehen::V,аиҭаҵра,молемс
984,weggehen::V,ацара,тумс
985,abfahren::V,адəықəлара,тумс
986,abfahren::V,ацара,тумс
987,anhalten::V,ааныргылара,лоткамс
988,hineingehen::V,аҭалара,сува́мс
989,eintreten::V,аҩналара,сува́мс
990,kommen::V,аара,самс
991,kommen::V,ааира,самс
992,ankommen::V,ааира,самс
993,ankommen::V,ааира,пачкодемс
994,ankommen::V,аара,самс
995,ankommen::V,аара,пачкодемс
996,ankommen::V,анеира,самс
997,ankommen::V,анеира,пачкодемс
998,zurückkommen::V,азыхынҳəра,мърдамс
999,bleiben::V,аанхара,иля́домс
1000,bleiben::V,анхара,иля́домс
1001,bleiben::V,аангылара,иля́домс
1002,warten::V,азҧшзаара,учемс
1003,erwarten::V,азҧшра,учемс
1004,suchen::V,ашьҭазаара,вешемс
1005,finden::V,аҧшаара,мумс
1006,versuchen::V,аҽазкра,варчсемс
1007,vorbereiten::V,армазеира,анокламс
1008,lieben::V,абзиабара,кельгомс
1009,mögen::V,агəаҧхара,кельгомс
1010,lachen::V,аччара,рахамс
1011,lachen::V,аччара,рахсемс
1012,rühren::V,арҵəуара,токамс седи
1013,weinen::V,аҵəуара,авардемс
1014,schimpfen::V,ацəҳара,сюцемс
1015,sich ärgern::V,агəаара,кяжиямс
1016,sich fürchten::V,аӡыӡара,пелемс
1017,fürchten::V,ацəшəара,пелемс
1018,fliehen::V,абналара,ворьгодемс
1019,fliehen::V,ацəцара,ворьгодемс
1020,flüchten::V,абналара,ша́домс
1021,flüchten::V,абналара,во́рьгодемс
1022,flüchten::V,ацəцара,ша́домс
1023,flüchten::V,ацəцара,во́рьгодемс
1024,sehen::V,абара,няемс
1025,anschauen::V,ахəаҧшра,ваномс
1026,ansehen::V,ахəаҧшра,ваномс
1027,hören::V,аҳара,марямс
1028,zuhören::V,азыӡырҩра,ку́лхдоньомс
1029,probieren::V,аҧышəара,варжамс
1030,riechen::V,афыҩра,никса́мс
1031,fühlen::V,анырра,марямс
1032,fühlen::V,ацәакырра,марямс
1033,scheinen::V,шәа,ня́евомс
1034,scheinen::V,аацәырҵа,ня́евомс
1035,vernehmen::V,аҳара,марямс
1036,frieren::V,ашəра,паломс
1037,frieren::V,ашəра,кельмомс
1038,frieren::V,аҵаара,паломс
1039,frieren::V,аҵаара,кельмомс
1040,tun::V,аҟаҵара,тиемс
1041,können::V,алшара,маштомс
1042,wollen::V,аҭахра,-не-
1043,anfangen::V,алагара,ушедомс
1044,beenden::V,алгара,аде́ламс
1045,aufhören::V,аҟəыҵра,лоткамс
1046,gelingen::V,аура,удалакшнемс
1047,gelingen::V,аманшəалахара,удалакшнемс
1048,gelingen::V,алҵра,удалакшнемс
1049,geraten::V,нзаарын,лисемс
1050,öffnen::V,аартра,панжемс
1051,schließen::V,аркра,сёлгомс
1052,stellen::V,аргылара,путомс
1053,setzen::V,артəара,озафнемс
1054,setzen::V,артəара,озавтнемс
1055,legen::V,ақəҵара,путомс
1056,berühren::V,акьысра,токамс
1057,berühren::V,алакьысра,токамс
1058,verbinden::V,аҿаҳəара,сотомс
1059,bedecken::V,ақəршəра,комачамс
1060,bedecken::V,ақəршəра,вельхтямс
1061,aufhängen::V,акнаҳара,повфтамс
1062,anzünden::V,аркра,крьвя́стемс
1063,aufheben::V,ашьҭыхра,кеподемс
1064,aufheben::V,ашьҭыхра,касфтомс
1065,zurücklassen::V,аныжьра,ка́домс
1066,verlieren::V,ацəыӡра,юма́фтомс
1067,fallen lassen::V,ацəкаҳара,прафтомс
1068,machen::V,ачаҧара,тиемс
1069,herstellen::V,аиҵдара,анокламс
1070,bauen::V,аргылара,путомс
1071,reparieren::V,арҽеира,петемс
1072,verbessern::V,аиҕьтəра,цебярьгофтомс
1073,ändern::V,аҧсахра,полафтомс
1074,graben::V,ажра,шу́вомс
1075,graben::V,ажра,та́ргамс
1076,beugen::V,арҟəра,мяндемс
1077,beugen::V,архəара,мяндемс
1078,biegen::V,арҟəра,комафтомс
1079,biegen::V,архəара,комафтомс
1080,drehen::V,аргьежьра,шо́вамс
1081,drehen::V,аргьежьра,ша́рфнемс
1082,umdrehen::V,аарҳәра,шарфтомс
1083,heben::V,аҩахара,ке́подемс
1084,heben::V,араҳара,ке́подемс
1085,hochheben::V,ахагалара,ке́подемс
1086,hochheben::V,ахагалара,ка́сфтомс
1087,hochheben::V,ашьҭҳəара,ке́подемс
1088,hochheben::V,ашьҭҳəара,ка́сфтомс
1089,halten::V,акра,кирдемс
1090,drücken::V,ақəрӷəӷəара,люпшта́мс
1091,schieben::V,аҵгəара,шашфтомс
1092,schieben::V,агəара,шашфтомс
1093,kratzen::V,ацəҟьара,а́нгорямс
1094,kratzen::V,ацəҟьара,киськоря́мс
1095,lecken::V,арбзара,нолсемс
1096,beißen::V,ацҳара,сускомс
1097,abreißen::V,амжəара,сяземс
1098,abschneiden::V,ахҵəара,керомс
1099,abschneiden::V,аҿахҵəара,керомс
1100,binden::V,аҿаҳəара,сотомс
1101,stecken::V,алаҵара,сялгомс
1102,brechen::V,аҧҵəара,си́ннемс
1103,brechen::V,аҧҵəара,ка́лафтомс
1104,klopfen::V,асра,чакамс
1105,klopfen::V,асра,чакиемс
1106,hauen::V,ақəкшара,шавомс
1107,hauen::V,ақəкшара,пиксомс
1108,kleben::V,аҷабра,пе́тфнемс
1109,reiben::V,арҟəыҷра,шо́вамс
1110,streichen::V,ахьшьра,вадемс
1111,schleifen::V,ахра,шо́вамс
1112,schneiden::V,аҧҟара,керомс
1113,rütteln::V,арҵысра,та́рфтомс
1114,schütteln::V,аршəшəара,шука́демс
1115,schwenken::V,аҟьара,яфодемс
1116,schütten::V,аҭаҭəара,каямс
1117,schütten::V,аҭаҭəара,нюрьхтя́мс
1118,füllen::V,арҭəра,пяшкодемс
1119,einwickeln::V,алаҳəара,тапардамс
1120,tragen::V,аҩагара,кандомс
1121,schleppen::V,арҳəазара,ускомс
1122,ziehen::V,ахара,ускомс
1123,aufbewahren::V,аҵəахра,ванфтомс
1124,werfen::V,аршəра,ёрямс
1125,fangen::V,акра,кунда́мс
1126,packen::V,анкра,фатямс
1127,packen::V,аҵкаара,фатямс
1128,verstecken::V,аҵəахра,кяшемс
1129,teilen::V,ашара,явомс
1130,schicken::V,ашьҭра,кучемс
1131,bringen::V,аагара,кандомс
1132,bringen::V,аагара,пачфтемс
1133,hinzufügen::V,ацҵара,пу́томс та́га
1134,hinzufügen::V,ацҵара,ма́ксомс та́га
1135,bekommen::V,аҧшаара,сявомс
1136,bekommen::V,архиара,сявомс
1137,bekommen::V,аура,сявомс
1138,erhalten::V,аиура,сявомс
1139,nehmen::V,агара,сявомс
1140,wählen::V,алҧшаара,ко́чкамс
1141,auswählen::V,алхра,кочкамс
1142,behindern::V,аҧырхагахара,шорямс
1143,verderben::V,алгара,коламс
1144,verderben::V,алгара,гастямс
1145,verderben::V,абжьыхра,коламс
1146,verderben::V,абжьыхра,гастямс
1147,verderben::V,аҧхасҭатəра,коламс
1148,verderben::V,аҧхасҭатəра,гастямс
1149,beschädigen::V,аҧхасҭатəра,тиендемс зиян
1150,zerbrechen::V,аҧҽра,тапамс
1151,zerreißen::V,аҧжəара,сяземс
1152,zerstören::V,аилаҧыххаара,ка́лафтомс
1153,verbrennen::V,абылра,пълхта́мс
1154,geben::V,аҭара,ма́ксомс
1155,reichen::V,аҭара,максомс
1156,schenken::V,аҩгара,каземс
1157,versprechen::V,ақəргəыӷра,ма́ксомс вал
1158,loben::V,арҽхəара,шна́мс
1159,küssen::V,агəӡра,палсемс
1160,zudecken::V,аҵахҩара,вельхтямс
1161,zudecken::V,ақəршəра,вельхтямс
1162,wecken::V,арҿыхара,стя́фтомс
1163,wecken::V,арҿыхара,съ́ргозьфтемс
1164,zeigen::V,арбара,няфтемс
1165,führen::V,аныҟəгара,вятемс
1166,lehren::V,арҵара,тонафтомс
1167,unterrichten::V,арҧхьара,тонафтомс
1168,aufziehen::V,ааӡара,касфтомс
1169,leiten::V,ахагылазаара,вятемс
1170,antreiben::V,арццакра,вятемс
1171,lassen::V,арҟаҵара,кошардомс
1172,einladen::V,ааҕхьара,тердемс
1173,einladen::V,ааҕхьара,серьгядемс
1174,einladen::V,анаҧхьара,тердемс
1175,einladen::V,анаҧхьара,серьгядемс
1176,vereinigen::V,аилаҵара,пуроптомс
1177,vereinigen::V,аилаҵара,кочкамс марса
1178,besuchen::V,абара,варжамс
1179,treffen::V,аҧылара,васьфтомс
1180,sich versammeln::V,аизара,кочкавомс
1181,spielen::V,ахəмарра,налхксемс
1182,singen::V,ашəаҳəара,морамс
1183,tanzen::V,акəашара,кштимс
1184,sich trennen::V,аилыҵра,явомс
1185,verlassen::V,акажьра,кадондомс
1186,retten::V,Аиқəрхара,идемс
1187,retten::V,Аиқəрхара,араламс
1188,bewachen::V,ахьчара,ваномс
1189,schützen::V,ацəыхьчара,а́раламс
1190,verteidigen::V,ахьчара,а́раламс
1191,sich schlagen::V,аисра,тюремс
1192,schießen::V,ахысра,ляцемс
1193,siegen::V,аиааира,сяськомс
1194,ärgern::V,аргəаара,кяжияфтомс
1195,schlagen::V,асра,токамс
1196,schlagen::V,аҭасра,токамс
1197,stechen::V,алакшара,пупамс
1198,stechen::V,алакшара,сялгомс
1199,stoßen::V,агəҭасра,тостядемс
1200,stehlen::V,аӡара,саламс
1201,stören::V,аҧырхагахара,шорсемс
1202,belästigen::V,аргəамҵра,токсамс
1203,belästigen::V,аргəамҵра,аф кадомс ваймама
1204,verbergen::V,аӡара,кяшемс
1205,täuschen::V,ажьара,васькафтомс
1206,täuschen::V,ажьара,кяльготнемс
1207,betrügen::V,ажьара,васькафнемс
1208,töten::V,ашьра,шавомс
1209,töten::V,ашьра,аде́ламс
1210,wohnen::V,анхара,эрямс
1211,arbeiten::V,аусура,покодемс
1212,sammeln::V,аҟəшəара,кочкамс
1213,sammeln::V,аҟəшəара,пу́роптомс
1214,pflücken::V,аҿыршəара,фатнемс
1215,pflücken::V,аҿыршəара,нотфнемс
1216,pflücken::V,аҿыхра,фатнемс
1217,pflücken::V,аҿыхра,нотфнемс
1218,jagen::V,ашəарыцара,кунда́мс
1219,fischen::V,аҧсыӡ икуеит,калонь кунда́мс
1220,fassen::V,акра,кунда́мс
1221,hüten::V,арҳəра,ваномс
1222,hüten::V,ахьчара,ваномс
1223,treiben::V,акацара,панемс
1224,anbinden::V,адҳəалара,сотомс
1225,füttern::V,акырҿаҵара,трямс
1226,füttern::V,акырҿаҵара,а́ндомс
1227,melken::V,ахьара,потямс
1228,hacken::V,аҟəаҟəара,лазондомс
1229,gießen::V,аҵаҭəара,валомс
1230,reifen::V,ашəра,кенеремс
1231,reifen::V,аҟалара,кенеремс
1232,zubereiten::V,ацура,анокламс
1233,kochen::V,ажəра,пидемс
1234,backen::V,аӡра,пидемс
1235,braten::V,аӡра,пуштомс
1236,umrühren::V,аилрыхра,шорямс
1237,stricken::V,аҧара,кодамс
1238,nähen::V,аӡахра,стамс
1239,färben::V,ашəра,а́рхтомс
1240,reinigen::V,арыцқьара,ва́ткамс
1241,reinigen::V,арыцқьара,а́роптомс
1242,waschen::V,аӡәӡәара,муськомс
1243,abwischen::V,арбара,нардамс
1244,spülen::V,аҭыршара,оргалдомс
1245,fegen::V,аҧссара,тяемс
1246,baden::V,аҽыкəабара,э́шелямс
1247,sich waschen::V,аҽыӡəӡəара,штамс
1248,ausziehen::V,ашəыхра,кайсефтемс
1249,anziehen::V,ашəҵара,ща́фтомс
1250,sich anziehen::V,аҽеилаҳəара,щамс
1251,kämmen::V,аҳəара,се́ендемс
1252,schmücken::V,арҧшӡара,на́ряжамс
1253,schmücken::V,арҧшӡара,ма́зоптомс
1254,sagen::V,аҳəара,азомс
1255,sagen::V,аҳəара,мярьгомс
1256,sprechen::V,ацəажəара,корхтамс
1257,reden::V,ацəажəара,корхнемс
1258,reden::V,аицәажәара,корхнемс
1259,sich unterhalten::V,аицәажәара,корхнемс
1260,fragen::V,азҵаара,ки́зефтемс
1261,bitten::V,аҳəара,а́намс
1262,bitten::V,аҳəара,ве́шемс
1263,erzählen::V,аҳəара,а́зондомс
1264,mitteilen::V,азыцҳара,азомс
1265,nennen::V,ахьӡҵара,лемдемс
1266,nennen::V,ахьӡҵара,путомс лем
1267,rufen::V,азҿыҭра,серьгядемс
1268,prahlen::V,аҽхəара,шна́фтомс пря́
1269,übersetzen::V,аиҭагара,ётафтомс
1270,denken::V,азхəыцра,арьсемс
1271,glauben::V,ахаҵара,кемамс
1272,bemerken::V,агəаҭара,ня́емс
1273,erkennen::V,адырра,содамс
1274,begreifen::V,аилкаара,сатомс
1275,verstehen::V,аҳара,шарьхкодемс
1276,lernen::V,аҵара,тонафнемс
1277,wissen::V,адырра,со́дамс
1278,sich erinnern an::V,агəаларшəара,лятфтамс
1279,vergessen::V,ахашҭра,юкстамс
1280,messen::V,ашəара,ункснемс
1281,zählen::V,аҧхьаӡара,лу́вомс
1282,zählen::V,аҧхьаӡара,а́рьсемс
1283,rechnen::V,аҳасабра,лувомс
1284,lesen::V,аҧхьара,лувомс
1285,lesen::V,аҧхьара,морафтомс
1286,besitzen::V,амазаара,улемс азоркс
1287,kaufen::V,Аахəара,рамамс
1288,verkaufen::V,аҭира,мимс
1289,bezahlen::V,ахҭынҵара,пандомс
1290,bezahlen::V,ашəара,пандомс
1291,zahlen::V,ашəара,па́ндомс
1292,ertragen::V,ачҳара,кирдемс
1293,Moor::N,,шяй
1294,Kralle::N,,кенже
1295,Schwarm::N,,ко́вол
1296,Schwarm::N,,ме́швеле
1297,Sache::N,,тев
1298,Sache::N,,веща
1299,Menge::N,,лувкс
1300,Essen::N,,ярхцама
1301,Geschäft::N,,ладяфкс
1302,Geschäft::N,,ладяф тев
1303,Monat::N,,ков
1304,Jahr::N,,киза
1305,dünn::A,,шува́ня
1306,roh::A,,верок
1307,durch::PRP,,пачк
1308,was::FPRN,,мезе
1309,rauschen::V,,вжнамс
1310,rauschen::V,,гамнамс
1311,zu sehen sein::V,,ня́евомс
1312,wenden::V,,ша́рфтомс
1313,ergreifen::V,,фатямс
1314,bewahren::V,,ванфтомс
1315,wünschen::V,,арьсемс
1316,wiegen::V,,нюря́фтомс
1317,treten::V,,тапамс
1318,kehren::V,,тяемс
1319,malen::V,,рисова́ндамс
1320,zeichnen::V,,рисова́ндамс
1321,schreiben::V,,сёрмадомс
1322,beherrschen::V,,азорондамс
