,Concept_ID,sk,pl
197,Laus::N,voš,wesz
198,Mücke::N,komár,komar
199,Fliege::N,mucha,mucha
200,Schmetterling::N,motýľ,motyl
201,Beere::N,bobuľa,jagoda
202,Apfel::N,jablko,jabłko
203,Pilz::N,hríb,grzyb
204,Zwiebel::N,cibuľa,cebula
205,Saat::N,osivo,siew
206,Korn::N,zrno,ziarno
207,Heu::N,seno,siano
208,Schale::N,šupa,łupina
209,Schale::N,škrupina,łupina
210,Grube::N,jama,dół
211,Grube::N,jama,jama
212,Falle::N,pasca,pułapka
213,Falle::N,klepec,pułapka
214,Schlinge::N,slučka,sidła
215,Spur::N,stopa,ślad
216,Asche::N,popol,popiół
217,Dreck::N,kal,brud
218,Dreck::N,blato,brud
219,Eisen::N,železo,żelazo
220,Gold::N,zlato,złoto
221,Silber::N,striebro,srebro
222,Kohle::N,uhlie,węgiel
223,Glas::N,sklo,szkło
224,Lehm::N,íl,glina
225,Lehm::N,hlina,glina
226,Sand::N,piesok,piasek
227,Mensch::N,človek,człowiek
228,Mann::N,muž,mężczyzna
229,Mann::N,chlap,mężczyzna
230,Frau::N,žena,kobieta
231,Kind::N,dieťa,dziecko
232,Junge::N,chlapec,chłopak
233,Junge::N,chlapec,chłopiec
234,Mädchen::N,dievka,dziewczynka
235,Familie::N,rodina,rodzina
236,Großvater::N,dedo,dziadek
237,Großvater::N,starý otec,dziadek
238,Großmutter::N,babička,babka
239,Großmutter::N,stará mať,babka
240,Eltern::N,rodičia,rodzice
241,Vater::N,otec,ojciec
242,Mutter::N,mať,matka
243,Mutter::N,matka,matka
244,Sohn::N,syn,syn
245,Tochter::N,dcéra,córka
246,Bruder::N,brat,brat
247,Schwester::N,sestra,siostra
248,Onkel::N,ujo,wuj
249,Onkel::N,ujo,stryj
250,Onkel::N,strýko,wuj
251,Onkel::N,strýko,stryj
252,Tante::N,teta,ciotka
253,Tante::N,tetka,ciotka
254,Ehemann::N,muž,mąż
255,Ehemann::N,manžel,mąż
256,Ehefrau::N,žena,żona
257,Ehefrau::N,manželka,żona
258,Freude::N,radosť,radość
259,Gelächter::N,smiech,śmiech
260,Glück::N,šťastie,szczęście
261,Kummer::N,žiaľ,zmartwienie
262,Kummer::N,zármutok,zmartwienie
263,Wunsch::N,prianie,życzenie
264,Lust::N,chuť,chęć
265,Lust::N,chuť,ochota
266,Geist::N,duch,duch
267,Gedanke::N,myšlienka,myśl
268,Gedächtnis::N,pamäť,pamięć
269,Verstand::N,rozum,rozum
270,Sinn::N,zmysel,zmysł
271,Grund::N,dôvod,powód
272,Grund::N,príčina,powód
273,Wahrheit::N,pravda,prawda
274,Gespräch::N,reč,rozmowa
275,Gespräch::N,rozhovor,rozmowa
276,Märchen::N,rozprávka,bajka
277,Erzählung::N,poviedka,opowiadanie
278,Nachricht::N,správa,wiadomość
279,Neuigkeit::N,novinka,nowina
280,Name::N,meno,imię
281,Rätsel::N,záhada,zagadka
282,Rätsel::N,hádanka,zagadka
283,Rede::N,reč,mowa
284,Sprache::N,reč,język
285,Sprache::N,jazyk,język
286,Stimme::N,hlas,głos
287,Wort::N,slovo,słowo
288,Zeichen::N,znak,znak
289,Ruf::N,volanie,wołanie
290,Ruf::N,zavolanie,wołanie
291,Lärm::N,hluk,hałas
292,Lärm::N,hluk,zgiełk
293,Lärm::N,hurhaj,hałas
294,Lärm::N,hurhaj,zgiełk
295,Laut::N,zvuk,dźwięk
296,Ton::N,tón,ton
297,Ton::N,tón,dźwięk
298,Ton::N,zvuk,ton
299,Ton::N,zvuk,dźwięk
300,Lied::N,pieseň,pieśń
301,Lied::N,pieseň,piosenka
302,Ruhe::N,pokoj,spokój
303,Leute::N,ľudia,ludzie
304,Volk::N,ľud,naród
305,Volk::N,národ,naród
306,Arbeit::N,práca,praca
307,Arbeit::N,práca,robota
308,Arbeit::N,robota,praca
309,Arbeit::N,robota,robota
310,Gast::N,hosť,gość
311,Geschenk::N,dar,prezent
312,Geschenk::N,dar,podarunek
313,Spiel::N,hra,gra
314,Spiel::N,hra,zabawa
315,Gesellschaft::N,spoločnosť,towarzystwo
316,Hilfe::N,pomoc,pomoc
317,Freund::N,priateľ,przyjaciel
318,Kamerad::N,kamarát,kolega
319,Angelegenheit::N,vec,sprawa
320,Angelegenheit::N,záležitosť,sprawa
321,Anzahl::N,počet,ilość
322,Anzahl::N,množstvo,ilość
323,Art::N,druh,rodzaj
324,Stück::N,kus,kawałek
325,Stück::N,kúsok,kawałek
326,Teil::N,časť,część
327,Hälfte::N,polka,połowa
328,Hälfte::N,polovica,połowa
329,Kreis::N,kruh,krąg
330,Kreuz::N,kríž,krzyż
331,Linie::N,línia,linia
332,Strich::N,čiara,kreska
333,Abstand::N,vzdialenosť,odstęp
334,Entfernung::N,vzdialenosť,odległość
335,Gegend::N,kraj,okolica
336,Gegend::N,krajina,okolica
337,Platz::N,miesto,miejsce
338,Ort::N,miesto,miejsce
339,Seite::N,bok,bok
340,Seite::N,bok,strona
341,Seite::N,strana,bok
342,Seite::N,strana,strona
343,Mitte::N,stred,środek
344,Gegenstand::N,predmet,przedmiot
345,Sache::N,vec,rzecz
346,Rand::N,kraj,skraj
347,Rand::N,kraj,krawędź
348,Rand::N,okraj,skraj
349,Rand::N,okraj,krawędź
350,Kante::N,hrana,kant
351,Kante::N,hrana,krawędź
352,Ecke::N,roh,róg
353,Spitze::N,hrot,ostrze
354,Spitze::N,špička,ostrze
355,Ende::N,koniec,koniec
356,Loch::N,diera,dziura
357,Winkel::N,kút,kąt
358,Winkel::N,kút,kącik
359,Muster::N,vzor,wzór
360,Muster::N,vzorka,wzór
361,Größe::N,veľkosť,rozmiar
362,Größe::N,veľkosť,wielkość
363,Länge::N,dĺžka,długość
364,Höhe::N,výška,wysokość
365,Gewicht::N,váha,ciężar
366,Menge::N,množstvo,ilość
367,Haufen::N,hŕba,kupa
368,Reihe::N,rad,rząd
369,Reihe::N,rad,szereg
370,Boot::N,čln,łódź
371,Boot::N,čln,łódka
372,Ruder::N,veslo,wiosło
373,Schlitten::N,sane,sanki
374,Ski::N,lyža,narta
375,Lagerfeuer::N,táborák,ognisko
376,Last::N,ťarcha,ciężar
377,Last::N,ťarcha,brzemię
378,Last::N,bremeno,ciężar
379,Last::N,bremeno,brzemię
380,Gang::N,chôdza,chód
381,Schritt::N,krok,krok
382,Norden::N,sever,północ
383,Süden::N,juh,południe
384,Westen::N,západ,zachód
385,Osten::N,východ,wschód
386,Holz::N,drevo,drzewo
387,Brett::N,doska,deska
388,Platte::N,doska,płyta
389,Platte::N,platňa,płyta
390,Stütze::N,opora,podpora
391,Stange::N,tyč,drąg
392,Stange::N,tyč,żerdź
393,Stock::N,palica,kij
394,Stock::N,palica,laska
395,Stab::N,palica,pręt
396,Rohr::N,rúra,rura
397,Haus::N,dom,dom
398,Heim::N,domov,dom
399,Ofen::N,pec,piec
400,Ofen::N,kachle,piec
401,Fußboden::N,dlážka,podłoga
402,Fußboden::N,podlaha,podłoga
403,Tisch::N,stôl,stół
404,Stuhl::N,stolička,krzesło
405,Wiege::N,kolíska,kołyska
406,Bett::N,lôžko,łóżko
407,Bett::N,lôžko,pościel
408,Bett::N,posteľ,łóżko
409,Bett::N,posteľ,pościel
410,Regal::N,regál,regał
411,Regal::N,polica,regał
412,Kiste::N,debna,skrzynia
413,Fenster::N,okno,okno
414,Fenster::N,oblok,okno
415,Tür::N,dvere,drzwi
416,Tor::N,vráta,brama
417,Zaun::N,plot,płot
418,Zaun::N,plot,parkan
419,Zaun::N,ohrada,płot
420,Zaun::N,ohrada,parkan
421,Dach::N,krov,dach
422,Dach::N,strecha,dach
423,Leiter::N,rebrík,drabina
424,Leiter::N,rebrina,drabina
425,Besen::N,metla,miotła
426,Spaten::N,rýľ,rydel
427,Schaufel::N,lopata,łopata
428,Gabel::N,vidlička,widelec
429,Löffel::N,lyžica,łyżka
430,Messer::N,nôž,nóż
431,Nagel::N,klinec,gwóźdź
432,Netz::N,sieť,sieć
433,Haken::N,hák,hak
434,Haken::N,háčik,hak
435,Griff::N,rukoväť,chwyt
436,Schloss::N,zámka,zamek
437,Bild::N,obraz,obraz
438,Figur::N,figúra,figura
439,Puppe::N,bábka,lalka
440,Puppe::N,bábika,lalka
441,Beutel::N,vrece,torba
442,Beutel::N,vrecko,torba
443,Bündel::N,uzlík,wiązka
444,Bündel::N,zväzok,wiązka
445,Tasche::N,taška,torba
446,Tasche::N,kabelka,torba
447,Eimer::N,vedro,kubeł
448,Eimer::N,vedro,wiadro
449,Deckel::N,vrchnák,przykrywka
450,Deckel::N,pokrývka,przykrywka
451,Geschirr::N,nádoba,statki
452,Geschirr::N,nádoba,naczynia
453,Sack::N,mech,worek
454,Sack::N,vrece,worek
455,Tasse::N,šálka,filiżanka
456,Topf::N,hrniec,garnek
457,Kessel::N,kotol,kocioł
458,Essen::N,jedlo,jedzenie
459,Nahrung::N,strava,pokarm
460,Nahrung::N,strava,pożywienie
461,Nahrung::N,potrava,pokarm
462,Nahrung::N,potrava,pożywienie
463,Speise::N,jedlo,potrawa
464,Speise::N,jedlo,jedzenie
465,Fleisch::N,mäso,mięso
466,Getreide::N,obilie,zboże
467,Brei::N,kaša,kasza
468,Brot::N,chlieb,chleb
469,Scheibe::N,kotúč,kromka
470,Scheibe::N,krajec,kromka
471,Fett::N,tuk,tłuszcz
472,Fett::N,masť,tłuszcz
473,Butter::N,maslo,masło
474,Öl::N,olej,olej
475,Salz::N,soľ,sól
476,Suppe::N,polievka,zupa
477,Honig::N,med,miód
478,Milch::N,mlieko,mleko
479,Tee::N,čaj,herbata
480,Leder::N,koža,skóra
481,Wolle::N,vlna,wełna
482,Stoff::N,súkno,tkanina
483,Stoff::N,súkno,materiał
484,Nadel::N,ihla,igła
485,Faden::N,niť,nić
486,Faden::N,niť,nitka
487,Faden::N,vlákno,nić
488,Faden::N,vlákno,nitka
489,Knopf::N,gombík,guzik
490,Knoten::N,uzol,węzeł
491,Farbe::N,farba,farba
492,Kleidung::N,šaty,odzież
493,Kleidung::N,šatstvo,odzież
494,Hemd::N,košeľa,koszula
495,Kragen::N,golier,kołnierz
496,Ärmel::N,rukáv,rękaw
497,Hose::N,nohavice,spodnie
498,Gürtel::N,pás,pasek
499,Gürtel::N,opasok,pasek
500,Mütze::N,čiapka,czapka
501,Schuh::N,obuv,but
502,Schuh::N,obuv,bucik
503,Schuh::N,topánka,but
504,Schuh::N,topánka,bucik
505,Stiefel::N,čižma,but
506,Stiefel::N,čižma,kozak
507,Ring::N,prsteň,pierścień
508,Band::N,stuha,wstęga
509,Kamm::N,hrebeň,grzebień
510,Spiegel::N,zrkadlo,lustro
511,Riemen::N,remeň,rzemień
512,Schnur::N,šnúra,sznur
513,Leine::N,vodidlo,smycz
514,Decke::N,deka,kołdra
515,Decke::N,prikrývka,kołdra
516,Kissen::N,poduška,poduszka
517,Tuch::N,šatka,chustka
518,Handtuch::N,uterák,ręcznik
519,Kraft::N,moc,moc
520,Kraft::N,moc,siła
521,Stärke::N,sila,moc
522,Stärke::N,sila,siła
523,Gesundheit::N,zdravie,zdrowie
524,Krankheit::N,nemoc,choroba
525,Krankheit::N,choroba,choroba
526,Schmerz::N,bolesť,ból
527,Wunde::N,rana,rana
528,Fieber::N,horúčka,gorączka
529,Arznei::N,liek,lekarstwo
530,Brücke::N,most,most
531,Brunnen::N,studňa,studnia
532,Weide::N,pastva,pastwisko
533,Pfad::N,chodník,ścieżka
534,Weg::N,cesta,droga
535,Straße::N,hradská,ulica
536,Dorf::N,dedina,wieś
537,Stadt::N,mesto,miasto
538,Brief::N,list,list
539,Buch::N,kniha,książka
540,Buchstabe::N,litera,litera
541,Buchstabe::N,písmeno,litera
542,Zeitung::N,noviny,gazeta
543,Zeitung::N,noviny,dziennik
544,Leben::N,život,życie
545,Tod::N,smrť,śmierć
546,Grab::N,hrob,grób
547,Kirche::N,kostol,kościół
548,Sünde::N,hriech,grzech
549,Gott::N,boh,bóg
550,Arbeiter::N,robotník,robotnik
551,Arbeiter::N,pracnovík,robotnik
552,Chef::N,šéf,szef
553,Chef::N,riaditeľ,szef
554,Meister::N,majster,mistrz
555,Meister::N,majster,majster
556,Arzt::N,lekár,lekarz
557,Lehrer::N,učiteľ,nauczyciel
558,Geld::N,peniaze,pieniądze
559,Geschäft::N,obchod,sprawa
560,Geschäft::N,obchod,interes
561,Laden::N,obchod,sklep
562,Preis::N,cena,cena
563,Ware::N,tovar,towar
564,Nutzen::N,osoh,pożytek
565,Nutzen::N,úžitok,pożytek
566,Reichtum::N,bohatstvo,bogactwo
567,Welt::N,svet,świat
568,Land::N,územie,kraj
569,Land::N,krajina,kraj
570,Staat::N,štát,państwo
571,König::N,kráľ,król
572,Macht::N,moc,władza
573,Macht::N,mocnosť,władza
574,Grenze::N,hranica,granica
575,Krieg::N,vojna,wojna
576,Feind::N,nepriateľ,wróg
577,Gewalt::N,násilie,władza
578,Kampf::N,boj,bój
579,Kampf::N,boj,walka
580,Bogen[Waffe]::N,luk,łuk
581,Pfeil::N,šíp,strzała
582,Pfeil::N,strela,strzała
583,Gewehr::N,puška,karabin
584,Fehler::N,omyl,błąd
585,Fehler::N,chyba,błąd
586,Lüge::N,lož,kłamstwo
587,Schaden::N,ujma,szkoda
588,Schaden::N,škoda,szkoda
589,Unglück::N,nešťastie,nieszczęście
590,Schuld::N,vina,wina
591,Schuld::N,previnenie,wina
592,Alter::N,vek,wiek
593,Schluss::N,záver,koniec
594,Schluss::N,záver,zakończenie
595,Schluss::N,koniec,koniec
596,Schluss::N,koniec,zakończenie
597,Zeit::N,čas,czas
598,Tag::N,deň,dzień
599,Morgen::N,ráno,ranek
600,Morgen::N,ráno,poranek
601,Mittag::N,poludnie,południe
602,Abend::N,večer,wieczór
603,Nacht::N,noc,noc
604,Woche::N,týždeň,tydzień
605,Monat::N,mesiac,miesiąc
606,Jahr::N,rok,rok
607,Frühling::N,jar,wiosna
608,Sommer::N,leto,lato
609,Herbst::N,jeseň,jesień
610,Winter::N,zima,zima
611,Januar::N,január,styczeń
612,Februar::N,február,luty
613,März::N,marec,marzec
614,April::N,apríl,kwiecień
615,Mai::N,máj,maj
616,Juni::N,jún,czerwiec
617,Juli::N,júl,lipiec
618,August::N,august,sierpień
619,September::N,september,wrzesień
620,Oktober::N,október,październik
621,November::N,november,listopad
622,Dezember::N,december,grudzień
623,Montag::N,pondelok,poniedziałek
624,Dienstag::N,utorok,wtorek
625,Mittwoch::N,streda,środa
626,Donnerstag::N,štvrtok,czwartek
627,Freitag::N,piatok,piątek
628,Samstag::N,sobota,sobota
629,Sonntag::N,nedeľa,niedziela
630,groß::A,veľký,duży
631,groß::A,veľký,wielki
632,klein::A,malý,mały
633,lang::A,dlhý,długi
634,kurz::A,krátky,krótki
635,breit::A,široký,szeroki
636,schmal::A,úzky,wąski
637,dicht::A,hustý,gęsty
638,dick[Gegenstand]::A,tlstý,gruby
639,dünn::A,tenký,cienki
640,fein::A,jemný,drobny
641,fest::A,pevný,mocny
642,fest::A,pevný,twardy
643,flach::A,rovný,płaski
644,flach::A,plochý,płaski
645,glatt::A,hladký,gładki
646,hart::A,tvrdý,twardy
647,weich::A,mäkký,miękki
648,rund::A,guľatý,okrągły
649,rund::A,okrúhly,okrągły
650,spitz::A,končitý,spiczasty
651,scharf::A,ostrý,ostry
652,stumpf::A,tupý,tępy
653,schwer::A,ťažký,ciężki
654,schön::A,pekný,ładny
655,schön::A,pekný,piękny
656,schön::A,krásny,ładny
657,schön::A,krásny,piękny
658,heiß::A,horúci,gorący
659,warm::A,teplý,ciepły
660,kalt::A,studený,zimny
661,kühl::A,chladný,chłodny
662,frisch::A,svieži,świeży
663,feucht::A,vlhký,wilgotny
664,feucht::A,zvlhnutý,wilgotny
665,nass::A,mokrý,mokry
666,trocken::A,suchý,suchy
667,voll::A,plný,pełny
668,leer::A,prázdny,pusty
669,leer::A,prázdny,próżny
670,offen::A,otvorený,otwarty
671,geschlossen::A,zavretý,zamknięty
672,sauber::A,čistý,czysty
673,schmutzig::A,špinavý,brudny
674,roh::A,surový,surowy
675,reif::A,zrelý,dojrzały
676,lecker::A,chutný,smaczny
677,süß::A,sladký,słodki
678,bitter::A,horký,gorzki
679,sauer::A,kyslý,kwaśny
680,hell::A,jasný,jasny
681,hell::A,svetlý,jasny
682,dunkel::A,temný,ciemny
683,schwarz::A,čierny,czarny
684,weiß::A,biely,biały
685,rot::A,červený,czerwony
686,gelb::A,žltý,żółty
687,blau::A,modrý,błękitny
688,blau::A,modrý,niebieski
689,blau::A,belasý,błękitny
690,blau::A,belasý,niebieski
691,grün::A,zelený,zielony
692,grau::A,šedý,szary
693,bunt::A,pestrý,barwny
694,billig::A,lacný,tani
695,teuer::A,drahý,drogi
696,wertvoll::A,cenný,cenny
697,blind::A,slepý,ślepy
698,taub::A,hluchý,głuchy
699,kräftig::A,silný,mocny
700,stark::A,silný,silny
701,schwach::A,slabý,słaby
702,schwach::A,bezvládny,słaby
703,fett::A,tučný,tłusty
704,schlank::A,štíhly,smukły
705,hübsch::A,šumný,ładny
706,hübsch::A,švárny,ładny
707,böse::A,zlý,zły
708,dumm::A,hlúpy,głupi
709,faul::A,lenivý,leniwy
710,fleißig::A,snaživý,pilny
711,fleißig::A,usilovný,pilny
712,geizig::A,skupý,skąpy
713,geizig::A,lakomý,skąpy
714,klug::A,múdry,mądry
715,klug::A,bystrý,mądry
716,geschickt::A,zručný,zręczny
717,geschickt::A,šikovný,zręczny
718,lieb::A,milý,miły
719,lustig::A,veselý,wesoły
720,sanft::A,nežný,łagodny
721,hungrig::A,lačný,głodny
722,hungrig::A,hladný,głodny
723,krank::A,chorý,chory
724,krank::A,nemocný,chory
725,nackt::A,nahý,nagi
726,traurig::A,smutný,smutny
727,lebendig::A,živý,żywy
728,gut::A,dobrý,dobry
729,schlecht::A,zlý,zły
730,richtig::A,správny,słuszny
731,richtig::A,správny,właściwy
732,schlimm::A,zlý,zły
733,schlimm::A,nepríjemný,zły
734,wahr::A,pravý,prawdziwy
735,wahr::A,pravdivý,prawdziwy
736,alt::A,starý,stary
737,neu::A,nový,nowy
738,ehemalig::A,bývalý,były
739,alt[Lebewesen]::A,starý,stary
740,jung::A,mladý,młody
741,arm::A,chudobný,ubogi
742,arm::A,chudobný,biedny
743,reich::A,bohatý,bogaty
744,bekannt::A,známy,znany
745,berühmt::A,slávny,słynny
746,berühmt::A,povestný,słynny
747,fremd::A,cudzí,obcy
748,fremd::A,cudzí,cudzy
749,verschieden::A,rôzny,różny
750,verschieden::A,rozličný,różny
751,nah::A,blízky,bliski
752,fern::A,ďaleký,daleki
753,linker::A,ľavý,lewy
754,rechter::A,pravý,prawy
755,anderer::A,iný,inny
756,anderer::A,druhý,inny
757,erster::A,prvý,pierwszy
758,zweiter::A,druhý,drugi
759,dritter::A,tretí,trzeci
760,letzter::A,ostatný,ostatni
761,letzter::A,posledný,ostatni
762,allein::ADV,sám,sam
763,auf einmal::ADV,zároveň,naraz
764,zusammen::ADV,spolu,razem
765,zusammen::ADV,spoločne,razem
766,lange::ADV,dlho,długo
767,plötzlich::ADV,náhle,nagle
768,sofort::ADV,hneď,natychmiast
769,sofort::ADV,ihneď,natychmiast
770,später::ADV,neskoršie,później
771,jetzt::ADV,teraz,teraz
772,jetzt::ADV,teraz,obecnie
773,heute::ADV,dnes,dziś
774,heute::ADV,dnes,dzisiaj
775,morgen::ADV,zajtra,jutro
776,bald::ADV,skoro,wkrótce
777,dann::ADV,nato,potem
778,dann::ADV,potom,potem
779,gestern::ADV,včera,wczoraj
780,einst::ADV,kedysi,kiedyś
781,einst::ADV,kedysi,niegdyś
782,einst::ADV,niekedy,kiedyś
783,einst::ADV,niekedy,niegdyś
784,damals::ADV,vtedy,wtedy
785,damals::ADV,vtedy,wówczas
786,danach::ADV,potom,następnie
787,danach::ADV,podľa toho,następnie
788,vorher::ADV,napred,przedtem
789,vorher::ADV,predtým,przedtem
790,zuerst::ADV,najprv,naprzód
791,zuerst::ADV,najprv,najpierw
792,einmal::ADV,raz,raz
793,einmal::ADV,jedenkrát,raz
794,manchmal::ADV,občas,czasem
795,manchmal::ADV,niekedy,czasem
796,oft::ADV,často,często
797,immer::ADV,vždy,zawsze
798,immer::ADV,ustavične,zawsze
799,niemals::ADV,nikdy,nigdy
800,hier::ADV,tu,tu
801,hier::ADV,tu,tutaj
802,hierhin::ADV,sem,tu
803,hierhin::ADV,tade,tu
804,von hier::ADV,odtiaľto,stąd
805,dort::ADV,tam,tam
806,dorthin::ADV,ta,tam
807,dorthin::ADV,tam,tam
808,geradeaus::ADV,rovno,prosto
809,geradeaus::ADV,priamo,prosto
810,vorwärts::ADV,napred,naprzód
811,rückwärts::ADV,nazad,wstecz
812,zurück::ADV,späť,z powrotem
813,zurück::ADV,naspäť,z powrotem
814,unten::ADV,dolu,u dołu
815,unten::ADV,dolu,na dole
816,unten::ADV,naspodku,u dołu
817,unten::ADV,naspodku,na dole
818,hinab::ADV,dolu,na_dół
819,hinab::ADV,dolu,w_dół
820,oben::ADV,hore,w górze
