,Concept_ID,sl,sah
147,Fell::N,kŕzno,тирии
148,Flügel::N,krílo,кынат
149,Klaue::N,párkelj,тыҥырах
150,Kralle::N,krémpelj,баппаҕай
151,Schwanz::N,rèp,кутурук
152,Ei::N,jájce,сымыыт
153,Nest::N,gnézdo,уйа
154,Bau::N,brlòg,хороон
155,Tier::N,živál,кыыл
156,Tier::N,živál,харамай
157,Herde::N,čréda,үөр
158,Kuh::N,kráva,ынах
159,Bulle::N,bìk,оҕус
160,Pferd::N,kònj,сылгы
161,Schaf::N,ôvca,овца
162,Schwein::N,svínja,сибиинньэ
163,Hund::N,pès,ыт
164,Katze::N,máčka,куоска
165,Bär::N,mêdved,эһэ
166,Eichhörnchen::N,véverica,тииҥ
167,Elch::N,lós,тайах
168,Fuchs::N,lisíca,саһыл
169,Hase::N,zájec,куобах
170,Maus::N,mìš,кутуйах
171,Wolf::N,vólk,бөрө
172,Vogel::N,ptìč,көтөр
173,Vogel::N,ptíca,көтөр
174,Schwarm::N,játa,бөлөх
175,Huhn::N,kokóš,куурусса
176,Hahn::N,petêlin,бөтүүк
177,Gans::N,gós,хаас
178,Adler::N,ôrel,хотой
179,Ente::N,ráca,кус
180,Eule::N,sôva,мэкчиргэ
181,Kranich::N,žerjàv,туруйа
182,Krähe::N,vrána,тураах
183,Kuckuck::N,kúkavica,кэҕэ
184,Schwan::N,labód,куба
185,Fisch::N,ríba,балык
186,Barsch::N,ostríž,алыһар
187,Hecht::N,ščúka,сордон
188,Schlange[Tier]::N,káča,моҕой
189,Schlange[Tier]::N,káča,эриэн үөн
190,Wurm::N,čr̀v,үөн
191,Wurm::N,glísta,үөн
192,Spinne::N,pájek,ооҕуй
193,Ameise::N,mrávlja,кымырдаҕас
194,Laus::N,úš,быт
195,Mücke::N,komár,кумаар
196,Fliege::N,múha,сахсырҕа
197,Schmetterling::N,metúlj,лыах
198,Schmetterling::N,metúlj,үрүмэччи
199,Beere::N,jágoda,отон
200,Apfel::N,jábolko,яблоко
201,Pilz::N,góba,тэллэй
202,Zwiebel::N,čebúla,луук
203,Saat::N,séme,сиэмэ
204,Korn::N,zŕno,сиэмэ
205,Heu::N,senó,от
206,Schale::N,lupína,хах
207,Grube::N,jáma,дьаама
208,Falle::N,pást,сохсо
209,Schlinge::N,zánka,уктаа
210,Schlinge::N,pêtlja,уктаа
211,Spur::N,sléd,суол
212,Asche::N,pepél,күл
213,Dreck::N,bláto,бадараан
214,Eisen::N,želézo,тимир
215,Gold::N,zlató,көмүс
216,Gold::N,zlató,кыһыл көмүс
217,Silber::N,srebró,көмүс
218,Silber::N,srebró,үрүҥ көмүс
219,Kohle::N,ógel,чох
220,Glas::N,stêklo,өстүөкүлэ
221,Lehm::N,ílo,туой
222,Sand::N,pések,кумах
223,Mensch::N,člôvek,киһи
224,Mann::N,móž,эр
225,Mann::N,môški,эр
226,Frau::N,gospá,дьахтар
227,Frau::N,žénska,дьахтар
228,Kind::N,déte,оҕо
229,Kind::N,otròk,оҕо
230,Junge::N,fànt,уол
231,Junge::N,déček,уол
232,Mädchen::N,deklè,кыыс оҕо
233,Mädchen::N,déklica,кыыс оҕо
234,Familie::N,družína,кэргэн
235,Großvater::N,dèd,эһэ
236,Großvater::N,dédek,эһэ
237,Großmutter::N,bábica,эбэ
238,Eltern::N,stárši,аҕа-ийэ
239,Vater::N,ôče,аҕа
240,Mutter::N,máma,ийэ
241,Sohn::N,sín,уол
242,Tochter::N,hčí,кыыс
243,Tochter::N,hčérka,кыыс
244,Bruder::N,bràt,убай
245,Bruder::N,bràt,быраат
246,Schwester::N,sêstra,аҕас
247,Schwester::N,sêstra,балыс
248,Onkel::N,újec,таай
249,Onkel::N,újec,абаҕа
250,Onkel::N,stríc,таай
251,Onkel::N,stríc,абаҕа
252,Tante::N,têta,эдьиий
253,Tante::N,strína,эдьиий
254,Ehemann::N,móž,эр
255,Ehemann::N,sopróg,эр
256,Ehefrau::N,žêna,ойох
257,Ehefrau::N,sopróga,ойох
258,Freude::N,rádost,үөрүү
259,Freude::N,vesêlje,үөрүү
260,Gelächter::N,sméh,күлүү
261,Gelächter::N,grohòt,күлүү
262,Glück::N,sréča,дьол
263,Glück::N,sréča,соргу
264,Kummer::N,gorjé,кутурҕан
265,Wunsch::N,žêlja,баҕарыы
266,Lust::N,poželênje,баҕа
267,Geist::N,dúša,тыын
268,Gedanke::N,mísel,санаа
269,Gedächtnis::N,pámet,өй
270,Sinn::N,pomèn,суолта
271,Sinn::N,smísel,суолта
272,Grund::N,vzròk,төрүөт
273,Wahrheit::N,resníca,кырдьык
274,Gespräch::N,pogóvor,бэсиэдэ
275,Gespräch::N,pogóvor,кэпсэтии
276,Märchen::N,právljica,остуоруйа
277,Erzählung::N,povést,кэпсээн
278,Nachricht::N,sporočílo,биллэриллии
279,Neuigkeit::N,novóst,сонун
280,Name::N,imé,аат
281,Rätsel::N,ugánka,таабырын
282,Rede::N,góvor,этии
283,Sprache::N,jêzik,тыл
284,Stimme::N,glás,куолас
285,Wort::N,beséda,тыл
286,Zeichen::N,znák,бэлиэ
287,Ruf::N,klíc,ыҥырыы
288,Lärm::N,hrúp,айдаан
289,Lärm::N,trúšč,айдаан
290,Laut::N,glás,тыас
291,Ton::N,tón,дорҕоон
292,Lied::N,pésem,ырыа
293,Ruhe::N,pokòj,уу чуумпу
294,Leute::N,ljudjé,дьон
295,Volk::N,národ,дьон
296,Volk::N,národ,норуот
297,Arbeit::N,délo,үлэ
298,Gast::N,gòst,ыалдьыт
299,Geschenk::N,darílo,бэлэх
300,Spiel::N,ígra,оонньуу
301,Gesellschaft::N,drúžba,общество
302,Hilfe::N,pomóč,көмө
303,Freund::N,prijátelj,доҕор
304,Kamerad::N,továriš,атас
305,Angelegenheit::N,zadéva,дьыала
306,Anzahl::N,števílo,ахсаан
307,Art::N,vŕsta,биис
308,Stück::N,kós,кырбас
309,Teil::N,dél,ирээт
310,Hälfte::N,polovíca,аҥар
311,Kreis::N,króg,төгүрүк
312,Kreis::N,króg,төгүрүмтэ
313,Kreis::N,kolobár,төгүрүк
314,Kreis::N,kolobár,төгүрүмтэ
315,Kreuz::N,kríž,кириэс
316,Linie::N,próga,сурааһын
317,Strich::N,čŕta,сурааһын
318,Abstand::N,preslédek,арыт
319,Entfernung::N,oddáljenost,ыраах
320,Gegend::N,kràj,сир
321,Gegend::N,dežêla,сир
322,Platz::N,prôstor,арыт
323,Ort::N,mésto,сир
324,Seite::N,bòk,өрүт
325,Seite::N,bòk,сирэй
326,Seite::N,strán,өрүт
327,Seite::N,strán,сирэй
328,Mitte::N,sredína,орто
329,Gegenstand::N,prédmet,предмет
330,Sache::N,réč,мал
331,Sache::N,stvár,мал
332,Rand::N,kràj,кытыы
333,Rand::N,kràj,ойоҕос
334,Kante::N,rób,кырыы
335,Ecke::N,vogál,муннук
336,Spitze::N,óst,чыпчаал
337,Ende::N,kônec,төбө
338,Loch::N,lúknja,тэһэҕэс
339,Loch::N,lúknja,дьөлөҕөс
340,Winkel::N,kót,муннук
341,Muster::N,vzórec,оһуор
342,Größe::N,veličína,кээмэй
343,Länge::N,dolžína,уста
344,Höhe::N,vršína,үрдүк
345,Gewicht::N,téža,ыйааһын
346,Menge::N,količína,ахсаан
347,Haufen::N,kùp,чөмчөх
348,Haufen::N,kopíca,чөмчөх
349,Reihe::N,níz,кэккэ
350,Reihe::N,vŕsta,кэккэ
351,Boot::N,čóln,оҥочо
352,Ruder::N,vêslo,эрдии
353,Schlitten::N,saní,сыарҕа
354,Ski::N,smučí,хайыһар
355,Lagerfeuer::N,táborni ôgenj,кутаа
356,Last::N,tôvor,ыарахан
357,Gang::N,hòd,хаамыы
358,Schritt::N,korák,хардыы
359,Norden::N,séver,хоту
360,Süden::N,júg,соҕуруу
361,Westen::N,zapàd,арҕаа
362,Osten::N,vzhòd,илин
363,Holz::N,lés,мас
364,Brett::N,deskà,дуоска
365,Brett::N,deskà,хаптаһын
366,Platte::N,plôča,билиитэ
367,Stütze::N,opóra,тулааһын
368,Stütze::N,zaslómba,тулааһын
369,Stange::N,gréd,ураҕас
370,Stock::N,pálica,мас
371,Stock::N,pálica,баалкы
372,Stab::N,pálica,ураҕас
373,Rohr::N,cév,турба
374,Haus::N,híša,дьиэ
375,Heim::N,dóm,дьиэ
376,Ofen::N,péč,оһох
377,Fußboden::N,pòd,муоста
378,Tisch::N,míza,остуол
379,Stuhl::N,stòl,устуул
380,Wiege::N,zíbel,биһик
381,Bett::N,póstelja,кырабаат
382,Regal::N,políca,долбуур
383,Kiste::N,zabòj,дьааһык
384,Fenster::N,ôkno,түннүк
385,Tür::N,vráta,аан
386,Tor::N,velíka vráta,аан
387,Zaun::N,ográja,соппулуот
388,Dach::N,stréha,кырыыса
389,Leiter::N,léstev,кирилиэс
390,Besen::N,mêtla,миинньик
391,Spaten::N,lopáta,күрдьэх
392,Schaufel::N,lopáta,күрдьэх
393,Gabel::N,vílice,биилкэ
394,Löffel::N,žlíca,луоска
395,Messer::N,nòž,быһах
396,Nagel::N,žebèlj,тоһоҕо
397,Netz::N,mréža,илим
398,Haken::N,kljúka,көхө
399,Griff::N,ročáj,ук
400,Griff::N,ročáj,тутаах
401,Griff::N,oprijèm,ук
402,Griff::N,oprijèm,тутаах
403,Schloss::N,ključávnica,күлүүс
404,Bild::N,slíka,хартыына
405,Figur::N,figúra,фигура
406,Figur::N,postáva,фигура
407,Puppe::N,lútka,куукула
408,Beutel::N,môšnja,мөһөөччук
409,Bündel::N,cúla,баайыы
410,Bündel::N,svéženj,баайыы
411,Tasche::N,tórba,суумка
412,Tasche::N,tobôlec,суумка
413,Eimer::N,vêdro,биэдэрэ
414,Deckel::N,pokròv,хаппах
415,Deckel::N,poklópec,хаппах
416,Geschirr::N,posóda,иһит
417,Sack::N,vréča,куул
418,Tasse::N,skodélica,сэлиэнэй
419,Topf::N,lônec,көстүрүүҥкэ
420,Kessel::N,kôtel,хочуол
421,Essen::N,hrána,аһылык
422,Nahrung::N,živílo,ас
423,Speise::N,jéd,аһылык
424,Fleisch::N,mesó,эт
425,Getreide::N,žíto,злактар
426,Brei::N,káša,хааһы
427,Brot::N,krùh,килиэп
428,Scheibe::N,réženj,куһуок
429,Fett::N,mást,сыа
430,Fett::N,maščôba,сыа
431,Butter::N,máslo,арыы
432,Öl::N,ólje,арыы
433,Salz::N,sól,туус
434,Suppe::N,júha,мин
435,Honig::N,méd,мүөт
436,Milch::N,mléko,үүт
437,Tee::N,čáj,чэй
438,Leder::N,úsnje,тирии
439,Wolle::N,vólna,түү
440,Stoff::N,blagó,таҥас
441,Nadel::N,ígla,иннэ
442,Faden::N,nít,сап
443,Knopf::N,gúmb,тимэх
444,Knoten::N,vôzel,түмүк
445,Farbe::N,bárva,кырааска
446,Kleidung::N,obléka,таҥас
447,Hemd::N,srájca,ырбаахы
448,Kragen::N,ovrátnik,саҕа
449,Ärmel::N,rokáv,сиэх
450,Hose::N,hláče,ыстаан
451,Hose::N,hláče,бүрүүкэ
452,Gürtel::N,pás,кур
453,Mütze::N,kápa,бэргэһэ
454,Mütze::N,čépica,бэргэһэ
455,Schuh::N,čévelj,бачыыҥка
456,Stiefel::N,škórenj,саппыкы
457,Ring::N,pŕstan,биһилэх
458,Band::N,trák,лиэнтэ
459,Kamm::N,glavník,тараах
460,Spiegel::N,zrcálo,сиэркилэ
461,Spiegel::N,ogledálo,сиэркилэ
462,Riemen::N,jêrmen,кур
463,Schnur::N,vŕvca,быа
464,Leine::N,konôpec,тэһиин
465,Decke::N,odéja,суорҕан
466,Kissen::N,blazína,сыттык
467,Tuch::N,pŕt,былаат
468,Tuch::N,rúta,былаат
469,Handtuch::N,brisáča,соттор
470,Kraft::N,síla,сыра
471,Stärke::N,jákost,күүс
472,Gesundheit::N,zdrávje,доруобуйа
473,Krankheit::N,bolézen,ыарыы
474,Schmerz::N,ból,ыарыы
475,Schmerz::N,bolečína,ыарыы
476,Wunde::N,rána,баас
477,Fieber::N,vročína,түрүлгэн
478,Fieber::N,vročína,лихорадка
479,Fieber::N,vročína,температура
480,Arznei::N,lék,эмп
481,Arznei::N,zdravílo,эмп
482,Brücke::N,móst,күргэ
483,Brunnen::N,vodnják,холуодьас
484,Weide::N,páša,мэччирэҥ
485,Pfad::N,stezà,ыллык
486,Weg::N,pót,суол
487,Straße::N,césta,суол
488,Dorf::N,vás,дэриэбинэ
489,Stadt::N,mésto,куорат
490,Brief::N,písmo,сурук
491,Buch::N,knjíga,кинигэ
492,Buchstabe::N,čŕka,буква
493,Zeitung::N,čásnik,хаһыат
494,Leben::N,življênje,тыын
495,Tod::N,smŕt,өлүү
496,Grab::N,gròb,иин
497,Kirche::N,cérkev,таҥара дьиэтэ
498,Sünde::N,gréh,айыы
499,Gott::N,bóg,тангара
500,Arbeiter::N,délavec,үлэһит
501,Chef::N,šéf,баһылык
502,Chef::N,šéf,начальник
503,Meister::N,mójster,уус
504,Meister::N,mójster,маастар
505,Arzt::N,zdravník,врач
506,Lehrer::N,učítelj,учуутал
507,Geld::N,denár,харчы
508,Geschäft::N,kupčíja,идэ
509,Laden::N,trgovína,маҕаһыын
510,Preis::N,céna,сыана
511,Ware::N,róba,табаар
512,Nutzen::N,príd,туһа
513,Reichtum::N,bogástvo,баай
514,Welt::N,svét,аан дойду
515,Land::N,dežêla,дойду
516,Staat::N,držáva,государство
517,König::N,králj,король
518,Macht::N,oblást,былаас
519,Grenze::N,mêja,кыраныысса
520,Krieg::N,vôjna,сэрии
521,Feind::N,sovrážnik,өстөөх
522,Gewalt::N,nasílje,күүһүлээһин
523,Kampf::N,bòj,охсуһуу
524,Kampf::N,bórba,охсуһуу
525,Bogen[Waffe]::N,lók,ох
526,Pfeil::N,puščíca,ох
527,Gewehr::N,púška,саа
528,Fehler::N,zmóta,сыыһа
529,Lüge::N,láž,сымыйа
530,Schaden::N,okvára,хоромньу
531,Unglück::N,nesréča,алдьархай
532,Schuld::N,krívda,буруй
533,Alter::N,dôba,саас
534,Schluss::N,kônec,тиһэх
535,Zeit::N,čàs,бириэмэ
536,Tag::N,dán,күн
537,Morgen::N,jútro,сарсыарда
538,Mittag::N,póldan,күн ортото
539,Abend::N,večér,киэһэ
540,Nacht::N,nóč,түүн
541,Woche::N,téden,нэдиэлэ
542,Monat::N,mésec,ый
543,Jahr::N,léto,сыл
544,Jahr::N,léto,дьыл
545,Frühling::N,pomlád,саас
546,Sommer::N,polétje,сайын
547,Herbst::N,jesén,күһүн
548,Winter::N,zíma,кыһын
549,Januar::N,jánuar,тохсунньу
550,Februar::N,fébruar,олунньу
551,März::N,márec,кулун тутар
552,April::N,apríl,муус устар ый
553,Mai::N,máj,ыам ыйа
554,Juni::N,júnij,бэс ыйа
555,Juli::N,júlij,от ыйа
556,August::N,avgúst,атырдьах ыйа
557,September::N,septêmber,балаҕан ыйа
558,Oktober::N,október,алтынньы
559,November::N,novêmber,сэтинньи
560,Dezember::N,decémber,ахсынньы
561,Montag::N,ponedéljek,бэнидиэнньик
562,Dienstag::N,tôrek,оптуорунньук
563,Mittwoch::N,sréda,сэрэдэ
564,Donnerstag::N,četŕtek,чэппиэр
565,Freitag::N,pétek,бээтинсэ
566,Samstag::N,sobóta,субуота
567,Sonntag::N,nedélja,баскыһыанньа
568,groß::A,vêlik,бөдөҥ
569,groß::A,vêlik,улахан
570,klein::A,májhen,кыр
571,lang::A,dólg,уһун
572,kurz::A,krátek,кылгас
573,breit::A,širòk,кэтит
574,schmal::A,ózek,кыараҕас
575,dicht::A,góst,хойуу
576,dick[Gegenstand]::A,dêbel,суон
577,dick[Gegenstand]::A,dêbel,хойуу
578,dünn::A,tánek,чараас
579,fein::A,drôben,бытархай
580,fein::A,drôben,синньигес
581,fest::A,tŕden,бөҕө
582,fest::A,tŕden,кытаанах
583,flach::A,plán,хаптаҕай
584,flach::A,plòsk,хаптаҕай
585,glatt::A,gládek,кылааккай
586,hart::A,tŕd,хатан
587,hart::A,tŕd,кытаанах
588,weich::A,mehák,сымнаҕас
589,rund::A,okrógel,төгүрүк
590,spitz::A,šílast,сытыы
591,spitz::A,šílast,уһуктаах
592,scharf::A,óster,сытыы
593,stumpf::A,tóp,сыппах
594,stumpf::A,skŕhan,сыппах
595,schwer::A,têžek,ыарахан
596,schön::A,lép,кыраһыабай
597,schön::A,krásen,кыраһыабай
598,heiß::A,vròč,итии
599,warm::A,tôpel,ичигэс
600,kalt::A,mŕzel,тымныы
601,kalt::A,hláden,тымныы
602,kühl::A,hláden,сөрүүн
603,frisch::A,svéž,ыраас
604,frisch::A,svéž,сөрүүн
605,frisch::A,svéž,тымныы
606,feucht::A,vlážen,сииктээх
607,nass::A,móker,инчэҕэй
608,trocken::A,súh,кураан
609,voll::A,póln,толору
610,leer::A,prázen,иччитэх
611,offen::A,odpŕt,аһаҕас
612,geschlossen::A,zapŕt,бүтэй
613,sauber::A,číst,сэбэр
614,sauber::A,líčen,сэбэр
615,schmutzig::A,umázan,кирдээх
616,roh::A,suròv,сиикэй
617,reif::A,zrèl,буспут
618,reif::A,zrèl,сиппит-хоппут
619,lecker::A,okúsen,минньигэс
620,süß::A,sládek,минньигэс
621,bitter::A,grenák,аһыы
622,sauer::A,kísel,аһыы
623,hell::A,svetèl,сырдык
624,dunkel::A,temèn,хараҥа
625,schwarz::A,čŕn,хара
626,weiß::A,bél,үрүҥ
627,weiß::A,bél,маҥан
628,rot::A,rdèč,кыһыл
629,gelb::A,žólt,саһархай
630,gelb::A,rumèn,саһархай
631,blau::A,móder,күөх
632,grün::A,zelèn,күөх
633,grün::A,zelèn,от күөҕэ
634,grau::A,sív,сиэрэй
635,bunt::A,písan,эриэн
636,billig::A,pocéni,чэпчэки
637,teuer::A,drág,сыаналаах
638,wertvoll::A,dragocén,сыаналаах
639,blind::A,slép,хараҕа суох
640,taub::A,glúh,дьүлэй
641,kräftig::A,močán,модун
642,stark::A,ják,күүстээх
643,schwach::A,šíbek,мөлтөх
644,fett::A,dêbel,эмис
645,schlank::A,vítek,дьылҕан
646,schlank::A,vítek,дьыпсаҕай
647,hübsch::A,lép,олус кэрэ
648,hübsch::A,lép,көрүөхтэн үчүгэй
649,böse::A,zèl,өһүөннээх
650,böse::A,hudôben,өһүөннээх
651,dumm::A,glúp,акаары
652,dumm::A,bédast,акаары
653,faul::A,lén,нэс
654,fleißig::A,marljív,кыһамньылаах
655,geizig::A,škŕt,иҥсэлээх
656,klug::A,pámeten,өйдөөх
657,geschickt::A,spréten,наһаа дьоҕурдаах
658,lieb::A,míl,тапталлаах
659,lieb::A,ljúb,тапталлаах
660,lustig::A,vesél,көрдөөх
661,sanft::A,láhek,намчы
662,sanft::A,láhek,сымнаҕас
663,hungrig::A,láčen,аччык
664,krank::A,bolán,ыалдьар
665,nackt::A,nág,сыгынньах
666,traurig::A,túžen,санаарҕабыллаах
667,lebendig::A,žív,тыыннаах
668,gut::A,dóber,үтүө
669,gut::A,dóber,үчүгэй
670,schlecht::A,malopríden,куһаҕан
671,richtig::A,pravílen,сөп
672,schlimm::A,húd,сидьиҥ
673,schlimm::A,húd,быдьар
674,wahr::A,resníčen,кырдьык
675,alt::A,stàr,былыргы
676,neu::A,nòv,саҥа
677,ehemalig::A,nekdánji,урукку
678,alt[Lebewesen]::A,stàr,кырдьаҕас
679,jung::A,mlád,эдэр
680,arm::A,ubóg,дьадаҥы
681,arm::A,réven,дьадаҥы
682,reich::A,bogàt,баай
683,bekannt::A,znán,билэр
684,berühmt::A,sláven,аатырбыт
685,berühmt::A,znamenít,аатырбыт
686,fremd::A,túj,атын
687,verschieden::A,razlíčen,араас
688,nah::A,blížnji,чугас
689,fern::A,dáleč,ыраах
690,linker::A,lévi,хаҥас
691,rechter::A,désni,уҥа
692,anderer::A,drúgi,атын
693,erster::A,pŕvi,маҥнайгы
694,zweiter::A,drúgi,иккис
695,dritter::A,trétji,үһүс
696,letzter::A,poslédnji,тиһэх
697,allein::ADV,sám,соҕотох
698,auf einmal::ADV,obênem,биирдэ
699,zusammen::ADV,skúpaj,холбуу
700,lange::ADV,dólgo,уһуннук
701,plötzlich::ADV,náglo,эмискэ
702,plötzlich::ADV,nenádoma,эмискэ
703,sofort::ADV,prècej,тута
704,später::ADV,poznêje,хойут
705,jetzt::ADV,zdàj,билигин
706,heute::ADV,dánes,бүгүн
707,morgen::ADV,jútri,сарсын
708,bald::ADV,kmálu,өтөр
709,dann::ADV,nató,кэнна
710,gestern::ADV,včéraj,бэҕэһээ
711,einst::ADV,nékdaj,биир төгүл
712,einst::ADV,nékdaj,арай биирдэ
713,damals::ADV,tedàj,оччоҕо
714,damals::ADV,takràt,оччоҕо
715,danach::ADV,potèm,аары
716,danach::ADV,potèm,ол кэнниттэн
717,vorher::ADV,poprèj,урут
718,zuerst::ADV,spŕva,маҥнай
719,einmal::ADV,ênkrat,биирдэ
720,manchmal::ADV,včásih,арыт
721,oft::ADV,pogósto,чаастатык
722,immer::ADV,védno,мэлдьи
723,immer::ADV,zméraj,мэлдьи
724,niemals::ADV,nikdàr,хаһан да
725,hier::ADV,tù,маныаха
726,hier::ADV,túkaj,маныаха
727,hierhin::ADV,sèmkaj,бэттэх
728,von hier::ADV,od tú,мантан
729,dort::ADV,tàm,онно
730,dorthin::ADV,tjà,онно
731,geradeaus::ADV,rávno napréj,быһа
732,geradeaus::ADV,rávno napréj,быһаччы
733,vorwärts::ADV,napréj,инники
734,rückwärts::ADV,zádaj,төттөру
735,zurück::ADV,nazáj,төттөрү
736,unten::ADV,dôli,аллара
737,unten::ADV,spôdaj,аллара
738,hinab::ADV,dôl,аллара
739,oben::ADV,gôri,үөһэ
740,oben::ADV,zgôraj,үөһэ
741,hinauf::ADV,gôr,өрө
742,hinauf::ADV,gôr,үөһэ
743,überall::ADV,povsód,бэйдиэ
744,nicht::ADV,ne,буолбатах
745,ein wenig::ADV,málo,кыратык
746,kaum::ADV,kómaj,нэһиилэ
747,sehr::ADV,zeló,бэрт
748,sehr::ADV,zeló,наһаа
749,so::ADV,takó,оччо
750,so::ADV,takó,оннук
751,noch::ADV,še,өссө
752,nur::ADV,samó,эрэ
753,nur::ADV,samó,сыччах
754,schon::ADV,žè,бэлиэр
755,wieder::ADV,spét,эмиэ
756,vergebens::ADV,zamàn,таак
757,vergebens::ADV,zastónj,таак
758,vor::PRP,pred,иннигэр
759,hinter::PRP,za,кэлин
760,unter::PRP,pod,-ҕа
761,unter::PRP,pod,оһох түгэҕэ
