,Concept_ID,ja,ru
855,warten::V,待つ,ждать
856,erwarten::V,期待する,ожидать
857,suchen::V,探る,искать
858,finden::V,見つける,найти
859,versuchen::V,試す,пытаться
860,vorbereiten::V,準備する,подготовить
861,lieben::V,愛する,любить
862,mögen::V,好きである,любить
863,lachen::V,笑う,смеяться
864,rühren::V,感情を動かす,растрогать
865,weinen::V,泣く,плакать
866,schimpfen::V,叱る,ругаться
867,sich ärgern::V,怒る,сердиться
868,sich ärgern::V,腹を立てる,сердиться
869,sich fürchten::V,怖がる,бояться
870,fürchten::V,恐れる,бояться
871,fliehen::V,逃げる,убегать
872,flüchten::V,逃亡する,убежать
873,sehen::V,見る,видеть
874,anschauen::V,眺める,посмотреть
875,ansehen::V,見る,смотреть
876,hören::V,聞く,слышать
877,zuhören::V,聴く,слушать
878,probieren::V,食べてみる,пробовать
879,riechen::V,気取る,нюхать
880,fühlen::V,感じる,чувствовать
881,scheinen::V,ように見える,казаться
882,zu sehen sein::V,見える,виднеться
883,vernehmen::V,承る,услышать
884,frieren::V,寒気がする,мерзнуть
885,tun::V,する,делать
886,können::V,出来る,мочь
887,können::V,出来る,уметь
888,wollen::V,-たい,хотеть
889,anfangen::V,始める,начать
890,beenden::V,終える,закончить
891,aufhören::V,止める,перестать
892,gelingen::V,成功する,удаться
893,geraten::V,当たる,оказаться
894,öffnen::V,開く,открыть
895,öffnen::V,開ける,открыть
896,schließen::V,閉める,закрыть
897,stellen::V,置く,поставить
898,stellen::V,据える,поставить
899,setzen::V,座らせる,посадить
900,legen::V,置く,класть
901,berühren::V,触る,трогать
902,berühren::V,触れる,трогать
903,verbinden::V,結びつける,связать
904,bedecken::V,覆う,покрыть
905,aufhängen::V,掛ける,повесить
906,anzünden::V,燃やす,зажечь
907,anzünden::V,火をつける,зажечь
908,aufheben::V,拾う,поднять
909,zurücklassen::V,残す,оставить
910,verlieren::V,無くす,потерять
911,fallen lassen::V,落とす,уронить
912,machen::V,作る,сделать
913,herstellen::V,製造する,изготовить
914,bauen::V,建設する,строить
915,reparieren::V,直す,чинить
916,reparieren::V,修理する,чинить
917,verbessern::V,改良する,улучшить
918,ändern::V,変える,изменить
919,graben::V,掘る,копать
920,beugen::V,折る,согнуть
921,biegen::V,曲げる,погнуть
922,drehen::V,回す,вертеть
923,wenden::V,裏返す,повернуть
924,umdrehen::V,裏返す,перевернуть
925,heben::V,挙げる,поднимать
926,hochheben::V,持ち上げる,поднять
927,ergreifen::V,取り上げる,схватить
928,halten::V,持つ,держать
929,drücken::V,押す,нажимать
930,schieben::V,ずらす,толкать
931,kratzen::V,引っ掻く,скрести
932,lecken::V,なめる,лизать
933,beißen::V,噛む,кусать
934,abreißen::V,剝ぎ取る,оторвать
935,abschneiden::V,切り取る,отрезать
936,binden::V,縛る,вязать
937,stecken::V,差し込む,воткнуть
938,brechen::V,破る,сломать
939,klopfen::V,とんとん叩く,стучать
940,hauen::V,叩く,бить
941,kleben::V,貼る,клеить
942,kleben::V,くっ付ける,клеить
943,reiben::V,擦る,тереть
944,streichen::V,塗る,намазать
945,schleifen::V,研ぐ,точить
946,schneiden::V,切る,резать
947,rütteln::V,揺さぶる,шатать
948,schütteln::V,振る,трясти
949,schütteln::V,揺さぶる,трясти
950,schwenken::V,振る,махать
951,schütten::V,注ぐ,налить
952,füllen::V,いっぱいにする,наполнить
953,einwickeln::V,包む,завернуть
954,tragen::V,運ぶ,нести
955,schleppen::V,引きずる,тащить
956,ziehen::V,引く,тянуть
957,aufbewahren::V,預かる,хранить
958,werfen::V,投げる,бросать
959,fangen::V,受ける,ловить
960,packen::V,掴む,схватить
961,verstecken::V,隠す,спрятать
962,teilen::V,分ける,разделить
963,schicken::V,送る,посылать
964,bringen::V,持って行く,принести
965,hinzufügen::V,加える,добавить
966,bekommen::V,得る,достать
967,erhalten::V,受ける,получить
968,nehmen::V,取る,взять
969,wählen::V,選ぶ,выбрать
970,auswählen::V,選ぶ,отобрать
971,bewahren::V,保存する,сохранить
972,behindern::V,妨害する,препятствовать
973,verderben::V,台無しにする,испортить
974,beschädigen::V,損傷する,повредить
975,zerbrechen::V,割る,разбить
976,zerreißen::V,引き裂く,разорвать
977,zerstören::V,破壊する,разрушить
978,verbrennen::V,焼く,сжечь
979,geben::V,上げる,дать
980,reichen::V,渡す,передать
981,schenken::V,贈る,дарить
982,versprechen::V,約束する,обещать
983,wünschen::V,望む,желать
984,loben::V,褒める,хвалить
985,küssen::V,キスする,целовать
986,wiegen::V,揺する,качать
987,zudecken::V,覆う,накрыть
988,wecken::V,起こす,разбудить
989,zeigen::V,見せる,показать
990,führen::V,案内する,вести
991,lehren::V,教える,учить
992,unterrichten::V,通知する,преподавать
993,aufziehen::V,育てる,воспитать
994,leiten::V,導く,руководить
995,antreiben::V,励ます,подгонять
996,lassen::V,～させる,заставить
997,einladen::V,誘う,пригласить
998,einladen::V,招待する,пригласить
999,vereinigen::V,一つにする,объединить
1000,besuchen::V,訪ねる,посетить
1001,treffen::V,出会う,встретить
1002,sich versammeln::V,集まる,собраться
1003,spielen::V,遊ぶ,играть
1004,singen::V,歌う,петь
1005,tanzen::V,踊る,плясать
1006,tanzen::V,踊る,танцевать
1007,sich trennen::V,別れる,расстаться
1008,verlassen::V,別れる,покинуть
1009,retten::V,救う,спасти
1010,retten::V,助ける,спасти
1011,bewachen::V,見張る,охранять
1012,bewachen::V,軽微する,охранять
1013,schützen::V,保護する,уберегать
1014,verteidigen::V,守る,защитить
1015,sich schlagen::V,殴る,драться
1016,schießen::V,撃つ,стрелять
1017,siegen::V,勝つ,победить
1018,ärgern::V,怒らせる,сердить
1019,schlagen::V,殴る,ударить
1020,treten::V,蹴る,пинать
1021,stechen::V,突く,уколоть
1022,stoßen::V,突く,толкнуть
1023,stehlen::V,盗る,украсть
1024,stören::V,構う,помешать
1025,belästigen::V,邪魔する,надоедать
1026,verbergen::V,隠す,скрыть
1027,täuschen::V,だます,обмануть
1028,betrügen::V,だます,смошенничать
1029,töten::V,殺す,убить
1030,wohnen::V,住む,проживать
1031,arbeiten::V,働く,работать
1032,sammeln::V,集める,собрать
1033,sammeln::V,収集する,собрать
1034,pflücken::V,摘む,рвать
1035,pflücken::V,摘む,срывать
1036,jagen::V,狩りをする,охотиться
1037,fischen::V,釣る,рыбачить
1038,fassen::V,捕る,поймать
1039,hüten::V,放牧する,пасти
1040,treiben::V,追う,гнать
1041,anbinden::V,繋ぐ,привязать
1042,füttern::V,餌をやる,кормить
1043,melken::V,搾乳する,доить
1044,hacken::V,刻む,рубить
1045,gießen::V,水をやる,полить
1046,reifen::V,熟す,созреть
1047,zubereiten::V,調理する,приготовить
1048,kochen::V,煮る,варить
1049,backen::V,焼く,печь
1050,braten::V,焼く,жарить
1051,braten::V,炒める,жарить
1052,umrühren::V,混ぜる,перемешать
1053,stricken::V,編む,вязать
1054,nähen::V,縫う,шить
1055,färben::V,染める,покрасить
1056,reinigen::V,掃除する,очистить
1057,waschen::V,洗う,стирать
1058,waschen::V,洗濯する,стирать
1059,abwischen::V,拭く,вытереть
1060,spülen::V,洗う,полоскать
1061,spülen::V,すすぐ,полоскать
1062,fegen::V,掃除する,подметать
1063,kehren::V,掃く,мести
1064,baden::V,入浴する,купаться
1065,sich waschen::V,洗う,мыться
1066,ausziehen::V,脱ぐ,снять
1067,anziehen::V,着る,надеть
1068,sich anziehen::V,着る,одеться
1069,kämmen::V,梳く,причесать
1070,schmücken::V,飾る,украсить
1071,sagen::V,言う,сказать
1072,sprechen::V,話す,говорить
1073,reden::V,話す,разговаривать
1074,sich unterhalten::V,話をする,беседовать
1075,fragen::V,聞く,спросить
1076,bitten::V,頼む,просить
1077,bitten::V,お願いする,просить
1078,erzählen::V,物語る,рассказать
1079,mitteilen::V,伝える,сообщить
1080,nennen::V,名づける,назвать
1081,rufen::V,呼ぶ,звать
1082,prahlen::V,自慢する,хвастаться
1083,übersetzen::V,訳す,перевести
1084,denken::V,考える,думать
1085,glauben::V,信じる,верить
1086,bemerken::V,気が付く,заметить
1087,erkennen::V,認識する,узнать
1088,begreifen::V,分かる,понять
1089,begreifen::V,分かる,постичь
1090,verstehen::V,聞き取る,услышать
1091,lernen::V,学ぶ,учиться
1092,lernen::V,勉強する,учиться
1093,wissen::V,知っている,знать
1094,sich erinnern an::V,思い出す,вспомнить
1095,vergessen::V,忘れる,забыть
1096,messen::V,計る,мерить
1097,messen::V,測定する,мерить
1098,zählen::V,数える,считать
1099,rechnen::V,計算する,считать
1100,lesen::V,読む,читать
1101,malen::V,描く,рисовать
1102,zeichnen::V,写生する,рисовать
1103,schreiben::V,書く,писать
1104,besitzen::V,所持する,иметь
1105,kaufen::V,買う,купить
1106,verkaufen::V,売る,продать
1107,bezahlen::V,払う,заплатить
1108,zahlen::V,支払う,платить
1109,beherrschen::V,支配する,владеть
1110,ertragen::V,耐える,вытерпеть
