,Concept_ID,ar,sq
124,Abhang::N,منحدر,tatëpjetë
125,Quelle::N,منبع,krua
126,Quelle::N,منبع,burim
127,Bach::N,مجرى,virua
128,Fluss::N,نهر,lumë
129,Ufer::N,ضفة,breg
130,Küste::N,ساحل,anëdet
131,Küste::N,ساحل,bregdet
132,Festland::N,بر,kontinent
133,Meer::N,بحر,det
134,Bucht::N,خليج,gji deti
135,Insel::N,جزيرة,ishull
136,Insel::N,جزيرة,ujdhesë
137,Blume::N,زهرة,lule
138,Gras::N,حشيش,bar
139,Wurzel::N,أصل,rrënjë
140,Baum::N,شجرة,pemë
141,Stamm::N,جذع,trung
142,Rinde::N,قشرة,lëvore
143,Ast::N,فرع,degë
144,Zweig::N,غصن,bisk
145,Blatt::N,ورقة,fletë
146,Blatt::N,ورقة,gjethe
147,Birke::N,قضبان,mështekën
148,Kiefer[Baum]::N,صنوبرة,pishë
149,Weide[Baum]::N,صفصاف,shelg
150,Tanne::N,شوح,bredh
151,Tanne::N,تبوب,bredh
152,Horn::N,قرن,bri
153,Feder::N,ريشة,pupël
154,Fell::N,فرو,lëkurë
155,Flügel::N,جناح,krah
156,Flügel::N,جناح,fletë
157,Klaue::N,مخلب,kthetër
158,Kralle::N,مخلب,thua
159,Kralle::N,مخلب,kthetër
160,Schwanz::N,ذيل,bisht
161,Ei::N,بيض,vezë
162,Nest::N,عش,fole
163,Bau::N,جحر,strofkë
164,Tier::N,حيوان,kafshë
165,Herde::N,قطيع,kope
166,Herde::N,قطيع,grigjë
167,Kuh::N,بقرة,lopë
168,Bulle::N,ثور,dem
169,Pferd::N,خيل,kalë
170,Schaf::N,شاة,dele
171,Schwein::N,خنزير,derr
172,Hund::N,كلب,qen
173,Katze::N,قطة,mace
174,Bär::N,دب,ari
175,Eichhörnchen::N,سنجاب,ketër
176,Elch::N,موظ,dre brilopatë
177,Fuchs::N,ثعلب,dhelpër
178,Hase::N,أرنب,lepur
179,Maus::N,فأرة,mi
180,Wolf::N,ذئب,ujk
181,Vogel::N,طير,zog
182,Vogel::N,طير,shpend
183,Schwarm::N,سرب,luzmë
184,Huhn::N,دجاجة,pulë
185,Hahn::N,ديك,gjel
186,Hahn::N,ديك,këndes
187,Gans::N,وزة,patë
188,Adler::N,نسر,shqiponjë
189,Ente::N,بطة,rosë
190,Eule::N,بوم,buf
191,Kranich::N,كركي,lejlek
192,Kranich::N,كركي,kurrillë
193,Krähe::N,غراب,sorrë
194,Kuckuck::N,وقواق,qyqe
195,Schwan::N,إوز عراقي,mjellmë
196,Fisch::N,سمك,peshk
197,Barsch::N,فرخ أوربي,purtekë
198,Hecht::N,سمك الكراكي,mlysh
199,Schlange[Tier]::N,حية,gjarpër
200,Schlange[Tier]::N,ثعبان,gjarpër
201,Wurm::N,دودة,krimb
202,Spinne::N,عنكبوت,marimangë
203,Ameise::N,نملة,thnegël
204,Ameise::N,نملة,milingonë
205,Laus::N,قملة,morr
206,Mücke::N,ناموسة,kunup
207,Mücke::N,ناموسة,mushkonjë
208,Fliege::N,ذبابة,mizë
209,Schmetterling::N,فراشة,flutur
210,Beere::N,حبة,frutë
211,Beere::N,حبة,manaferrë
212,Apfel::N,تفاح,mollë
213,Pilz::N,فطر,kërpudhë
214,Zwiebel::N,بصل,qepë
215,Saat::N,زرع,farë
216,Korn::N,حبة,grurë
217,Korn::N,حبة,kokërr
218,Heu::N,دريس,sanë
219,Schale::N,قشرة,lëkurë
220,Grube::N,نقرة,gropë
221,Falle::N,فخ,kurth
222,Falle::N,فخ,grackë
223,Falle::N,مصيدة,kurth
224,Falle::N,مصيدة,grackë
225,Schlinge::N,عروة,nyjë
226,Spur::N,أثر,gjurmë
227,Asche::N,رماد,hi
228,Dreck::N,قذر,baltë
229,Eisen::N,حديد,hekur
230,Gold::N,ذهب,ar
231,Gold::N,ذهب,flori
232,Silber::N,فضة,argjend
233,Kohle::N,فحم,qymyr
234,Glas::N,زجاج,qelq
235,Lehm::N,طين,argjilë
236,Sand::N,رمل,rërë
237,Mensch::N,إنسان,njeri
238,Mann::N,رجل,burrë
239,Mann::N,رجل,mashkull
240,Frau::N,امرأة,grua
241,Frau::N,امرأة,femër
242,Kind::N,طفل,kalama
243,Junge::N,ولد,djalë
244,Mädchen::N,بنت,gocë
245,Mädchen::N,بنت,vajzë
246,Familie::N,عائلة,familje
247,Großvater::N,جد,gjysh
248,Großmutter::N,جدة,gjyshe
249,Eltern::N,أبوان,prindër
250,Eltern::N,والدان,prindër
251,Vater::N,أب,atë
252,Mutter::N,أم,nënë
253,Sohn::N,إبن,bir
254,Tochter::N,بنت,bijë
255,Tochter::N,إبنة,bijë
256,Bruder::N,أخ,vëlla
257,Bruder::N,شقيق,vëlla
258,Schwester::N,أخت,motër
259,Onkel::N,عم,dajë
260,Onkel::N,عم,xhaxha
261,Tante::N,عمة,teze
262,Tante::N,عمة,hallë
263,Ehemann::N,زوج,burrë
264,Ehemann::N,زوج,bashkëshort
265,Ehefrau::N,زوجة,grua
266,Ehefrau::N,زوجة,bashkëshorte
267,Freude::N,فرح,gaz
268,Freude::N,فرح,gëzim
269,Freude::N,سرور,gaz
270,Freude::N,سرور,gëzim
271,Gelächter::N,قهقهة,qeshje
272,Glück::N,سعادة,lumturi
273,Kummer::N,غم,brengë
274,Kummer::N,غم,pikëllim
275,Wunsch::N,منية,dëshirë
276,Lust::N,شهوة,epsh
277,Lust::N,شهوة,dashuri
278,Geist::N,روح,frymë
279,Geist::N,روح,shpirt
280,Gedanke::N,فكرة,ide
281,Gedanke::N,فكرة,mendim
282,Gedächtnis::N,ذاكرة,kujtesë
283,Verstand::N,عقل,mend
284,Sinn::N,معنى,kuptim
285,Grund::N,سبب,arsye
286,Wahrheit::N,حقيقة,vërtetë
287,Gespräch::N,محادثة,bisedim
288,Märchen::N,خرافة,përrallë
289,Erzählung::N,قصة,tregim
290,Erzählung::N,حكاية,tregim
291,Nachricht::N,خبر,lajm
292,Neuigkeit::N,خبر جديد,risi
293,Name::N,اسم,emër
294,Rätsel::N,لغز,gjëzë
295,Rätsel::N,لغز,gjëegjëzë
296,Rede::N,خطبة,fjalim
297,Sprache::N,لغة,gjuhë
298,Stimme::N,صوت,zë
299,Wort::N,كلمة,fjalë
300,Zeichen::N,رمز,shenjë
301,Zeichen::N,إشارة,shenjë
302,Ruf::N,نداء,thirrmë
303,Lärm::N,صخب,zhurmë
304,Lärm::N,ضجة,zhurmë
305,Laut::N,صوت,tingull
306,Ton::N,نغمة,ton
307,Lied::N,أغنية,këngë
308,Ruhe::N,هدوء,qetësi
309,Leute::N,ناس,botë
310,Leute::N,ناس,njerëz
311,Volk::N,شعب,popull
312,Arbeit::N,عمل,punë
313,Gast::N,ضيف,mik
314,Gast::N,ضيف,mysafir
315,Geschenk::N,هدية,dhuratë
316,Geschenk::N,هدية,peshqesh
317,Spiel::N,لعب,lojë
318,Gesellschaft::N,صحبة,shoqëri
319,Hilfe::N,عون,ndihmë
320,Hilfe::N,مساعدة,ndihmë
321,Freund::N,صديق,mik
322,Kamerad::N,زميل,shok
323,Angelegenheit::N,أمر,punë
324,Angelegenheit::N,شأن,punë
325,Anzahl::N,عدد,sasi
326,Art::N,نوع,lloj
327,Stück::N,قطعة,copë
328,Teil::N,قسم,pjesë
329,Hälfte::N,نصف,gjysmë
330,Kreis::N,دائرة,qark
331,Kreis::N,دائرة,rreth
332,Kreuz::N,صليب,kryq
333,Linie::N,خط,vijë
334,Strich::N,شرطة,vizë
335,Abstand::N,مسافة,distancë
336,Entfernung::N,بعد,largim
337,Gegend::N,ناحية,vise
338,Gegend::N,ناحية,krahinë
339,Platz::N,فراغ,shesh
340,Ort::N,مكان,vend
341,Seite::N,جانب,anë
342,Mitte::N,وسط,mes
343,Gegenstand::N,موضوع,send
344,Sache::N,شيء,gjë
345,Sache::N,شيء,send
346,Rand::N,حافة,qoshe
347,Kante::N,حافة,teh
348,Ecke::N,ركن,qoshe
349,Spitze::N,سن,majë
350,Ende::N,طرف,skaj
351,Ende::N,طرف,bisht
352,Loch::N,ثقب,vrimë
353,Winkel::N,زاوية,kënd
354,Muster::N,عينة,mostër
355,Größe::N,حجم,madhësi
356,Länge::N,طول,gjatësi
357,Höhe::N,علو,lartësi
358,Höhe::N,ارتفاع,lartësi
359,Gewicht::N,وزن,peshë
360,Menge::N,كمية,sasi
361,Haufen::N,كوم,grumbull
362,Reihe::N,صف,radhë
363,Reihe::N,صف,rresht
364,Boot::N,قارب,barkë
365,Boot::N,قارب,lundër
366,Boot::N,زورق,barkë
367,Boot::N,زورق,lundër
368,Ruder::N,مجذاف,rrem
369,Schlitten::N,مزلقة,sajë
370,Ski::N,زلاجة,ski
371,Lagerfeuer::N,نار المخيم,flakadan
372,Lagerfeuer::N,نار المخيم,zjarr i madh
373,Last::N,حمل,barrë
374,Gang::N,مشية,ecje
375,Schritt::N,خطوة,hap
376,Norden::N,شمال,veri
377,Süden::N,جنوب,jug
378,Westen::N,غرب,perëndim
379,Osten::N,شرق,lindje
380,Holz::N,خشب,dru
381,Brett::N,لوح,dërrasë
382,Platte::N,صفيحة,pllakë
383,Stütze::N,سند,shtyllë
384,Stütze::N,سند,mbështetesë
385,Stütze::N,دعامة,shtyllë
386,Stütze::N,دعامة,mbështetesë
387,Stange::N,عود,shufër
388,Stock::N,عصا,dajak
389,Stab::N,قضيب,shkop
390,Rohr::N,أنبوبة,tub
391,Haus::N,دار,shtëpi
392,Haus::N,بيت,shtëpi
393,Heim::N,بيت,konak
394,Heim::N,بيت,shtëpi
395,Heim::N,مسكن,konak
396,Heim::N,مسكن,shtëpi
397,Ofen::N,مدفأة,sobë
398,Ofen::N,مدفأة,stufë
399,Fußboden::N,أرضية,dysheme
400,Tisch::N,مائدة,tryezë
401,Stuhl::N,كرسي,karrige
402,Wiege::N,مهد,djep
403,Bett::N,سرير,shtrat
404,Regal::N,رف,raft
405,Kiste::N,صندوق,kuti
406,Fenster::N,شباك,dritare
407,Fenster::N,نافذة,dritare
408,Tür::N,باب,derë
409,Tor::N,بوابة,portë
410,Zaun::N,سياج,gardh
411,Dach::N,سطح,çati
412,Leiter::N,سلم,shkallë
413,Besen::N,مكنسة,fshesë
414,Spaten::N,مسحاة,lopatë
415,Schaufel::N,مجرفة,qyrek
416,Gabel::N,شوكة,pirun
417,Löffel::N,ملعقة,lugë
418,Messer::N,سكين,thikë
419,Nagel::N,مسمار,gozhdë
420,Netz::N,شبكة,rrjetë
421,Haken::N,خطاف,grep
422,Haken::N,خطاف,grremç
423,Haken::N,صنارة,grep
424,Haken::N,صنارة,grremç
425,Griff::N,قبضة,dorak
426,Griff::N,قبضة,dorezë
427,Schloss::N,قفل,bravë
428,Bild::N,صورة,tablo
429,Bild::N,صورة,pikturë
430,Figur::N,تمثال,figurë
431,Puppe::N,دمية,kukull
432,Beutel::N,كيس,qese
433,Beutel::N,كيس,trastë
434,Bündel::N,ربطة,deng
435,Tasche::N,شنطة,çantë
436,Tasche::N,محفظة,çantë
437,Eimer::N,سطل,kovë
438,Eimer::N,جردل,kovë
439,Deckel::N,سداد,kapak
440,Deckel::N,سداد,mbulesë
441,Geschirr::N,أوان,enë
442,Sack::N,زكيبة,thes
443,Sack::N,زكيبة,torbë
444,Tasse::N,فنجان,filxhan
445,Topf::N,قدر,kusi
446,Topf::N,قدر,tenxhere
447,Topf::N,طنجرة,kusi
448,Topf::N,طنجرة,tenxhere
449,Kessel::N,قدر,kazan
450,Kessel::N,غلاية,kazan
451,Essen::N,طعام,ngrënie
452,Nahrung::N,غذاء,ushqim
453,Speise::N,أكل,gatesë
454,Fleisch::N,لحم,mish
455,Getreide::N,حبوب,drithë
456,Brei::N,عصيدة,qull
457,Brot::N,خبز,bukë
458,Scheibe::N,شريحة,fetë
459,Fett::N,سمن,lyrë
460,Fett::N,سمن,yndyrë
461,Butter::N,زبدة,gjalpë
462,Öl::N,زيت,vaj
463,Salz::N,ملح,kripë
464,Suppe::N,حساء,supë
465,Suppe::N,حساء,çorbë
466,Suppe::N,شربة,supë
467,Suppe::N,شربة,çorbë
468,Honig::N,عسل,mjaltë
469,Milch::N,حليب,qumësht
470,Tee::N,شاي,çaj
471,Leder::N,جلد,lëkurë
472,Wolle::N,صوف,lesh
473,Stoff::N,قماش,pëlhurë
474,Nadel::N,إبرة,gjilpërë
475,Faden::N,خيط,pe
476,Faden::N,خيط,fije
477,Knopf::N,زر,kopsë
478,Knoten::N,عقدة,komb
479,Farbe::N,صبغة,bojë
480,Kleidung::N,ملابس,veshje
481,Hemd::N,قميص,këmishë
482,Kragen::N,ياقة,jakë
483,Ärmel::N,كم,mëngë
484,Hose::N,سروال,brekë
485,Hose::N,بنطلون,brekë
486,Gürtel::N,حزام,rrip
487,Mütze::N,طاقية,kësulë
488,Schuh::N,حذاء,këpucë
489,Stiefel::N,جزمة,çizme
490,Stiefel::N,حذاء طويل,çizme
491,Ring::N,حلقة,unazë
492,Band::N,شريط,shirit
493,Kamm::N,مشط,krehër
494,Spiegel::N,مرآة,pasqyrë
495,Riemen::N,سير,rrip
496,Schnur::N,حبل,litar
497,Schnur::N,حبل,cikomë
498,Schnur::N,دوبارة,litar
499,Schnur::N,دوبارة,cikomë
500,Leine::N,قيد,rrip
501,Decke::N,بطانية,batanije
502,Kissen::N,وسادة,jastëk
503,Tuch::N,منديل,shami
504,Handtuch::N,فوطة,peshqir
505,Handtuch::N,منشفة,peshqir
506,Kraft::N,قدرة,forcë
507,Stärke::N,قوة,koll
508,Gesundheit::N,صحة,shëndet
509,Krankheit::N,مرض,sëmundje
510,Schmerz::N,ألم,dhimbje
511,Schmerz::N,وجع,dhimbje
512,Wunde::N,جرح,plagë
513,Fieber::N,حمى,ethe
514,Arznei::N,دواء,ilaç
515,Brücke::N,جسر,urë
516,Brunnen::N,بئر,pus
517,Weide::N,مرعى,kullotë
518,Pfad::N,درب,ravë
519,Pfad::N,درب,shteg
520,Weg::N,سكة,udhë
521,Weg::N,سكة,shteg
522,Straße::N,طريق,rrugë
523,Dorf::N,قرية,fshat
524,Dorf::N,قرية,katund
525,Stadt::N,مدينة,qytet
526,Brief::N,خطاب,letër
527,Brief::N,مكتوب,letër
528,Buch::N,كتاب,libër
529,Buchstabe::N,حرف,shkronjë
530,Zeitung::N,جريدة,gazetë
531,Leben::N,عيش,jetë
532,Leben::N,حياة,jetë
533,Tod::N,موت,mortje
534,Tod::N,وفاة,mortje
535,Grab::N,قبر,varr
536,Kirche::N,كنيسة,kishë
537,Sünde::N,خطيئة,mëkat
538,Sünde::N,خطيئة,gjynah
539,Gott::N,إله,hy
540,Gott::N,إله,zot
541,Arbeiter::N,عامل,punëtor
542,Chef::N,رئيس,shef
543,Chef::N,رئيس,drejtues
544,Meister::N,أسطى,mjeshtër
545,Arzt::N,طبيب,mjek
546,Arzt::N,طبيب,doktor
547,Lehrer::N,مدرس,mësues
548,Lehrer::N,مدرس,arsimtar
549,Geld::N,نقود,para
550,Geld::N,نقود,holla
551,Geschäft::N,صفقة,ujdi
552,Geschäft::N,صفقة,biznes
553,Laden::N,دكان,dyqan
554,Preis::N,سعر,çmim
555,Ware::N,بضاعة,mall
556,Nutzen::N,فائدة,dobi
557,Nutzen::N,فائدة,leverdi
558,Reichtum::N,غنى,kamje
559,Reichtum::N,غنى,pasuri
560,Reichtum::N,ثروة,kamje
561,Reichtum::N,ثروة,pasuri
562,Welt::N,عالم,botë
563,Welt::N,دنيا,botë
564,Land::N,بلد,vend
565,Staat::N,دولة,shtet
566,König::N,ملك,mbret
567,Macht::N,سلطة,fuqi
568,Macht::N,سلطة,pushtet
569,Grenze::N,حدود,kufi
570,Krieg::N,حرب,luftë
571,Feind::N,عدو,armik
572,Gewalt::N,عنف,dhunë
573,Kampf::N,قتال,luftim
574,Bogen[Waffe]::N,قوس,hark
575,Pfeil::N,سهم,shigjetë
576,Gewehr::N,بندقية,pushkë
577,Fehler::N,خطأ,gafë
578,Fehler::N,خطأ,gabim
579,Lüge::N,كذب,gënjeshtër
580,Schaden::N,تلف,dëm
581,Schaden::N,تلف,zarar
582,Unglück::N,نحس,fatkeqësi
583,Schuld::N,ذنب,faj
584,Alter::N,سن,moshë
585,Alter::N,عمر,moshë
586,Schluss::N,ختام,fund
587,Schluss::N,نهاية,fund
588,Zeit::N,وقت,kohë
589,Tag::N,يوم,ditë
590,Morgen::N,صباح,mëngjes
591,Mittag::N,ظهر,mesditë
592,Abend::N,مساء,mbrëmje
593,Nacht::N,ليلة,natë
594,Woche::N,أسبوع,javë
595,Monat::N,شهر,muaj
596,Jahr::N,عام,vit
597,Jahr::N,سنة,vit
598,Frühling::N,ربيع,pranverë
599,Sommer::N,صيف,verë
600,Herbst::N,خريف,vjeshtë
601,Winter::N,شتاء,dimër
602,Januar::N,يناير,janar
603,Januar::N,كانون الثاني,janar
604,Februar::N,شباط,shkurt
605,Februar::N,فبراير,shkurt
606,März::N,آذار,mars
607,März::N,مارس,mars
608,April::N,نيسان,prill
609,Mai::N,مايو,maj
610,Juni::N,يونيو,qershor
611,Juni::N,حزيران,qershor
612,Juli::N,تموز,korrik
613,Juli::N,يوليو,korrik
614,August::N,آب,gusht
615,August::N,أغسطس,gusht
616,September::N,أيلول,shtator
617,September::N,سبتمبر,shtator
618,Oktober::N,أكتوبر,tetor
619,Oktober::N,تشرين الأول,tetor
620,November::N,نوفمبر,nëntor
621,November::N,تشرين الثاني,nëntor
622,Dezember::N,ديسمبر,dhjetor
623,Dezember::N,كانون الأول,dhjetor
624,Montag::N,يوم الاثنين,hënë
625,Dienstag::N,يوم الثلاثاء,martë
626,Mittwoch::N,يوم الأربعاء,mërkurë
627,Donnerstag::N,يوم الخميس,enjte
628,Freitag::N,يوم الجمعة,premte
629,Samstag::N,يوم السبت,shtunë
630,Sonntag::N,يوم الأحد,diel
631,groß::A,كبير,madh
632,klein::A,صغير,vogël
633,lang::A,طويل,gjatë
634,kurz::A,قصير,shkurtër
635,breit::A,واسع,gjerë
636,schmal::A,ضيق,ngushtë
637,dicht::A,كث,dendur
638,dicht::A,كثيف,dendur
639,dick[Gegenstand]::A,غليظ,trashë
640,dünn::A,رفيع,hollë
641,fein::A,رقيق,imët
642,fest::A,متين,fortë
643,flach::A,سهل,sheshtë
644,flach::A,منبسط,sheshtë
645,glatt::A,ناعم,rrafshët
646,hart::A,صلب,fortë
647,hart::A,جامد,fortë
648,weich::A,لين,butë
649,rund::A,مستدير,rrumbullakët
650,spitz::A,مدبب,majëmprehtë
651,scharf::A,حاد,mprehtë
652,stumpf::A,ثالم,topitur
653,schwer::A,ثقيل,rëndë
654,schön::A,جميل,bukur
655,heiß::A,حار,nxehtë
656,heiß::A,ساخن,nxehtë
657,warm::A,دافئ,ngrohtë
658,kalt::A,بارد,ftohtë
659,kühl::A,قر,freskët
660,frisch::A,طازج,pastër
661,feucht::A,رطب,lagësht
662,nass::A,مبلول,lagur
663,trocken::A,جاف,thatë
664,voll::A,ملء,plotë
665,leer::A,خال,bosh
666,leer::A,خال,zbrazët
667,leer::A,فارغ,bosh
668,leer::A,فارغ,zbrazët
669,offen::A,مفتوح,hapur
670,geschlossen::A,مغلق,mbyllur
671,sauber::A,نظيف,dëlirë
672,schmutzig::A,قذر,ndyrë
673,roh::A,نيء,gjallë
674,reif::A,ناضج,arrirë
675,lecker::A,لذيذ,shijshëm
676,süß::A,حلو,ëmbël
677,bitter::A,مر,hidhur
678,sauer::A,حامض,thartë
679,hell::A,نير,me dritë
680,dunkel::A,مظلم,errët
681,schwarz::A,أسود,i zi
682,weiß::A,أبيض,bardhë
683,rot::A,أحمر,kuq
684,gelb::A,أصفر,verdhë
685,blau::A,أزرق,blu
686,blau::A,أزرق,kaltër
687,grün::A,أخضر,blertë
688,grün::A,أخضر,gjelbër
689,grau::A,رمادي,hirtë
690,grau::A,رمادي,bojë hiri
691,bunt::A,ملوب,shumëngjyrëshëm
692,billig::A,رخيص,lirë
693,teuer::A,غال,shtrenjtë
694,wertvoll::A,ثمين,çmuar
695,wertvoll::A,ثمين,vlershëm
696,blind::A,أعمى,qorr
697,blind::A,أعمى,verbër
698,taub::A,أصم,shurdhër
699,taub::A,أطرش,shurdhër
700,kräftig::A,قوي,fuqishëm
701,stark::A,قوي,fortë
702,schwach::A,ضعيف,dobët
703,fett::A,سمين,dhjamur
704,schlank::A,أهيف,hollë
705,hübsch::A,جميل,bukur
706,hübsch::A,جميل,hijshëm
707,böse::A,رديء,keq
708,dumm::A,أبله,teveqel
709,dumm::A,أحمق,teveqel
710,faul::A,كسلان,dembel
711,fleißig::A,مجتهد,zellshëm
712,geizig::A,بخيل,kurnac
713,geizig::A,بخيل,dorështrënguar
714,klug::A,ذكي,mençur
715,klug::A,عاقل,mençur
716,geschickt::A,ماهر,aftë
717,lieb::A,عزيز,dashur
718,lustig::A,مرح,gëzuar
719,sanft::A,حليم,butë
720,hungrig::A,جائع,uritur
721,krank::A,مريض,sëmurë
722,nackt::A,عار,lakuriq
723,nackt::A,عار,zhveshur
724,traurig::A,حزين,trishtuar
725,lebendig::A,حي,gjallë
726,gut::A,جيد,mirë
727,schlecht::A,سيء,keq
728,richtig::A,صحيح,drejtë
729,schlimm::A,خبيث,keq
730,wahr::A,حق,vërtetë
731,alt::A,قديم,vjetër
732,neu::A,جديد,i ri
733,ehemalig::A,سابق,dikurshëm
734,alt[Lebewesen]::A,مسن,plak
735,jung::A,شاب,i ri
736,jung::A,صغير,i ri
737,arm::A,فقير,varfër
738,arm::A,فقير,vobektë
739,reich::A,غني,pasur
740,bekannt::A,معلوم,njohur
741,berühmt::A,مشهور,famshëm
742,fremd::A,أجنبي,huaj
743,verschieden::A,مختلف,ndryshëm
744,nah::A,قريب,afërt
745,fern::A,بعيد,largët
746,linker::A,يسار,majtë
747,rechter::A,يمين,djathtë
748,anderer::A,آخر,tjetër
749,erster::A,أول,parë
750,zweiter::A,ثان,dytë
751,dritter::A,ثالث,i tretë
752,letzter::A,أخير,fundit
753,allein::ADV,وحده,vetëm
754,auf einmal::ADV,بالمرة,njëkohësisht
755,zusammen::ADV,معا,bashkë
756,zusammen::ADV,معا,së bashku
757,lange::ADV,مدة طويلة,për një kohë të gjatë
758,plötzlich::ADV,فجأة,befas
759,sofort::ADV,حالا,menjëherë
760,sofort::ADV,حالا,aty për aty
761,sofort::ADV,فورا,menjëherë
762,sofort::ADV,فورا,aty për aty
763,später::ADV,فيما بعد,më vonë
764,jetzt::ADV,الآن,tash
765,jetzt::ADV,حاليا,tash
766,heute::ADV,اليوم,sot
767,morgen::ADV,غدا,nesër
768,bald::ADV,قريبا,shpejt
769,bald::ADV,قريبا,së shpejti
770,dann::ADV,ثم,pastaj
771,gestern::ADV,أمس,dje
772,gestern::ADV,البارحة,dje
773,einst::ADV,قديما,dikur
774,damals::ADV,حينئذ,atëherë
775,danach::ADV,ثم,mandej
776,danach::ADV,بعد ذلك,mandej
777,vorher::ADV,من قبل,më parë
778,vorher::ADV,قبل ذلك,më parë
779,zuerst::ADV,أولا,së pari
780,einmal::ADV,مرة,njëherë
781,manchmal::ADV,أحيانا,nganjëherë
782,oft::ADV,كثيرا,shpesh
783,immer::ADV,دائما,përherë
784,immer::ADV,دائما,gjithnjë
785,niemals::ADV,لا أبدا,kurrë
786,niemals::ADV,لا أبدا,asnjëherë
787,hier::ADV,هنا,këtu
788,hierhin::ADV,إلى هنا,knej
789,von hier::ADV,من هنا,që këtej
790,von hier::ADV,من هنا,prej këtej
