,Concept_ID,pl,tt
295,Arbeit::N,praca,эш
296,Arbeit::N,praca,хезмәт
297,Arbeit::N,robota,эш
298,Arbeit::N,robota,хезмәт
299,Gast::N,gość,кунак
300,Geschenk::N,prezent,бүләк
301,Geschenk::N,podarunek,бүләк
302,Spiel::N,gra,уен
303,Spiel::N,zabawa,уен
304,Gesellschaft::N,towarzystwo,җәмгыять
305,Hilfe::N,pomoc,ярдәм
306,Hilfe::N,pomoc,булышлык
307,Freund::N,przyjaciel,дус
308,Kamerad::N,kolega,иптәш
309,Angelegenheit::N,sprawa,эш
310,Anzahl::N,ilość,микъдар
311,Art::N,rodzaj,төр
312,Stück::N,kawałek,кисәк
313,Teil::N,część,өлеш
314,Hälfte::N,połowa,ярым
315,Kreis::N,krąg,түгәрәк
316,Kreuz::N,krzyż,хач
317,Kreuz::N,krzyż,тәре
318,Linie::N,linia,сызык
319,Strich::N,kreska,сызык
320,Abstand::N,odstęp,ара
321,Entfernung::N,odległość,ераклык
322,Gegend::N,okolica,урын
323,Platz::N,miejsce,бушлык
324,Ort::N,miejsce,урын
325,Seite::N,bok,як
326,Seite::N,strona,як
327,Mitte::N,środek,урта
328,Gegenstand::N,przedmiot,нәрсә
329,Sache::N,rzecz,нәрсә
330,Rand::N,skraj,чит
331,Rand::N,krawędź,чит
332,Kante::N,kant,кырый
333,Kante::N,krawędź,кырый
334,Ecke::N,róg,почмак
335,Spitze::N,ostrze,оч
336,Ende::N,koniec,азак
337,Loch::N,dziura,тишек
338,Winkel::N,kąt,почмак
339,Winkel::N,kącik,почмак
340,Muster::N,wzór,парча
341,Größe::N,rozmiar,зурлык
342,Größe::N,wielkość,зурлык
343,Länge::N,długość,озынлык
344,Höhe::N,wysokość,биеклек
345,Gewicht::N,ciężar,авырлык
346,Menge::N,ilość,микъдар
347,Haufen::N,kupa,өем
348,Reihe::N,rząd,рәт
349,Reihe::N,szereg,рәт
350,Boot::N,łódź,каек
351,Boot::N,łódź,көймә
352,Boot::N,łódka,каек
353,Boot::N,łódka,көймә
354,Ruder::N,wiosło,ишкәк
355,Schlitten::N,sanki,чана
356,Ski::N,narta,чаңгы
357,Lagerfeuer::N,ognisko,костёр
358,Last::N,ciężar,йөк
359,Last::N,brzemię,йөк
360,Gang::N,chód,йөреш
361,Schritt::N,krok,адым
362,Norden::N,północ,төньяк
363,Süden::N,południe,көньяк
364,Westen::N,zachód,көнбатыш
365,Osten::N,wschód,шәрык
366,Osten::N,wschód,көнчыгыш
367,Holz::N,drzewo,агач
368,Brett::N,deska,такта
369,Platte::N,płyta,плитә
370,Stütze::N,podpora,таяу
371,Stange::N,drąg,колга
372,Stange::N,żerdź,колга
373,Stock::N,kij,таяк
374,Stock::N,laska,таяк
375,Stab::N,pręt,таяк
376,Rohr::N,rura,торба
377,Haus::N,dom,өй
378,Haus::N,dom,йорт
379,Heim::N,dom,гаилә
380,Heim::N,dom,нәсел
381,Ofen::N,piec,мич
382,Fußboden::N,podłoga,идән
383,Tisch::N,stół,өстәл
384,Stuhl::N,krzesło,утыргыч
385,Wiege::N,kołyska,бишек
386,Bett::N,łóżko,ятак
387,Bett::N,łóżko,урын-җир
388,Bett::N,pościel,ятак
389,Bett::N,pościel,урын-җир
390,Regal::N,regał,киштә
391,Regal::N,regał,шүрлек
392,Kiste::N,skrzynia,әрҗә
393,Fenster::N,okno,тәрәзә
394,Tür::N,drzwi,ишек
395,Tor::N,brama,капка
396,Zaun::N,płot,койма
397,Zaun::N,parkan,койма
398,Dach::N,dach,түбә
399,Leiter::N,drabina,баскыч
400,Besen::N,miotła,себерке
401,Spaten::N,rydel,көрәк
402,Schaufel::N,łopata,көрәк
403,Gabel::N,widelec,чәннечке
404,Löffel::N,łyżka,кашык
405,Messer::N,nóż,пычак
406,Nagel::N,gwóźdź,кадак
407,Netz::N,sieć,челтәр
408,Haken::N,hak,ыргак
409,Griff::N,chwyt,тотка
410,Schloss::N,zamek,йозак
411,Bild::N,obraz,рәсем
412,Bild::N,obraz,картина
413,Figur::N,figura,сын
414,Figur::N,figura,фигура
415,Puppe::N,lalka,курчак
416,Beutel::N,torba,луза
417,Bündel::N,wiązka,бәйләм
418,Tasche::N,torba,букча
419,Eimer::N,kubeł,чиләк
420,Eimer::N,wiadro,чиләк
421,Deckel::N,przykrywka,капкач
422,Geschirr::N,statki,савыт-саба
423,Geschirr::N,statki,кашык-аяк
424,Geschirr::N,naczynia,савыт-саба
425,Geschirr::N,naczynia,кашык-аяк
426,Sack::N,worek,капчык
427,Tasse::N,filiżanka,чынаяк
428,Topf::N,garnek,чүлмәк
429,Kessel::N,kocioł,казан
430,Essen::N,jedzenie,ашау
431,Nahrung::N,pokarm,азык
432,Nahrung::N,pokarm,тәгам
433,Nahrung::N,pokarm,ашамлык
434,Nahrung::N,pożywienie,азык
435,Nahrung::N,pożywienie,тәгам
436,Nahrung::N,pożywienie,ашамлык
437,Speise::N,potrawa,ризык
438,Speise::N,jedzenie,ризык
439,Fleisch::N,mięso,ит
440,Getreide::N,zboże,ашлык
441,Brei::N,kasza,ботка
442,Brot::N,chleb,ипи
443,Brot::N,chleb,икмәк
444,Scheibe::N,kromka,телем
445,Fett::N,tłuszcz,май
446,Butter::N,masło,май
447,Öl::N,olej,май
448,Salz::N,sól,тоз
449,Suppe::N,zupa,шулпа
450,Honig::N,miód,бал
451,Milch::N,mleko,сөт
452,Tee::N,herbata,чәй
453,Leder::N,skóra,күн
454,Wolle::N,wełna,йон
455,Stoff::N,tkanina,тукыма
456,Stoff::N,materiał,тукыма
457,Nadel::N,igła,энә
458,Faden::N,nić,җеп
459,Faden::N,nitka,җеп
460,Knopf::N,guzik,төймә
461,Knoten::N,węzeł,төен
462,Farbe::N,farba,буяу
463,Kleidung::N,odzież,кием
464,Hemd::N,koszula,күлмәк
465,Kragen::N,kołnierz,яка
466,Ärmel::N,rękaw,җиң
467,Hose::N,spodnie,чалбар
468,Gürtel::N,pasek,билбау
469,Mütze::N,czapka,бүрек
470,Schuh::N,but,башмак
471,Schuh::N,bucik,башмак
472,Stiefel::N,but,итек
473,Stiefel::N,kozak,итек
474,Ring::N,pierścień,балдак
475,Band::N,wstęga,тасма
476,Kamm::N,grzebień,тарак
477,Spiegel::N,lustro,көзге
478,Riemen::N,rzemień,каеш
479,Schnur::N,sznur,бау
480,Leine::N,smycz,тезген
481,Decke::N,kołdra,юрган
482,Kissen::N,poduszka,мендәр
483,Tuch::N,chustka,яулык
484,Handtuch::N,ręcznik,сөлгә
485,Kraft::N,moc,егәр
486,Kraft::N,moc,дәрман
487,Kraft::N,siła,егәр
488,Kraft::N,siła,дәрман
489,Stärke::N,moc,көч
490,Stärke::N,moc,дәрман
491,Stärke::N,siła,көч
492,Stärke::N,siła,дәрман
493,Gesundheit::N,zdrowie,саулык
494,Krankheit::N,choroba,чир
495,Krankheit::N,choroba,хаста
496,Krankheit::N,choroba,сырхау
497,Schmerz::N,ból,авырту
498,Wunde::N,rana,яра
499,Wunde::N,rana,җәрәхәт
500,Fieber::N,gorączka,бизгәк
501,Arznei::N,lekarstwo,дару
502,Brücke::N,most,күпер
503,Brunnen::N,studnia,кое
504,Weide::N,pastwisko,утлавык
505,Pfad::N,ścieżka,сукмак
506,Weg::N,droga,юл
507,Straße::N,ulica,урам
508,Dorf::N,wieś,авыл
509,Stadt::N,miasto,шәһәр
510,Brief::N,list,хат
511,Buch::N,książka,китап
512,Buchstabe::N,litera,хәреф
513,Zeitung::N,gazeta,газет
514,Zeitung::N,gazeta,газета
515,Zeitung::N,dziennik,газет
516,Zeitung::N,dziennik,газета
517,Leben::N,życie,гомер
518,Leben::N,życie,тормыш
519,Leben::N,życie,тереклек
520,Tod::N,śmierć,үлем
521,Grab::N,grób,гүр
522,Grab::N,grób,кабер
523,Kirche::N,kościół,чиркәү
524,Sünde::N,grzech,язык
525,Sünde::N,grzech,гөнаһ
526,Gott::N,bóg,алла
527,Gott::N,bóg,ходай
528,Arbeiter::N,robotnik,эшче
529,Chef::N,szef,башлык
530,Meister::N,mistrz,оста
531,Meister::N,majster,оста
532,Arzt::N,lekarz,врач
533,Arzt::N,lekarz,табиб
534,Lehrer::N,nauczyciel,укытучы
535,Lehrer::N,nauczyciel,мөгаллим
536,Geld::N,pieniądze,акча
537,Geschäft::N,sprawa,эш
538,Geschäft::N,interes,эш
539,Laden::N,sklep,кибет
540,Laden::N,sklep,магазин
541,Preis::N,cena,бәя
542,Preis::N,cena,бәһа
543,Ware::N,towar,товар
544,Nutzen::N,pożytek,файда
545,Reichtum::N,bogactwo,байлык
546,Welt::N,świat,дөнья
547,Land::N,kraj,ил
548,Staat::N,państwo,дәүләт
549,König::N,król,патша
550,Macht::N,władza,хакимият
551,Grenze::N,granica,чик
552,Krieg::N,wojna,сугыш
553,Feind::N,wróg,дошман
554,Gewalt::N,władza,көчләү
555,Kampf::N,bój,көрәш
556,Kampf::N,walka,көрәш
557,Bogen[Waffe]::N,łuk,җәя
558,Pfeil::N,strzała,ук
559,Gewehr::N,karabin,мылтык
560,Fehler::N,błąd,хата
561,Lüge::N,kłamstwo,ялган
562,Schaden::N,szkoda,зыян
563,Schaden::N,szkoda,зарар
564,Unglück::N,nieszczęście,бәла
565,Schuld::N,wina,гаеп
566,Alter::N,wiek,яшь
567,Schluss::N,koniec,ахыр
568,Schluss::N,zakończenie,ахыр
569,Zeit::N,czas,заман
570,Tag::N,dzień,көн
571,Morgen::N,ranek,иртә
572,Morgen::N,poranek,иртә
573,Mittag::N,południe,өйлә
574,Abend::N,wieczór,кич
575,Nacht::N,noc,төн
576,Woche::N,tydzień,атна
577,Monat::N,miesiąc,ай
578,Jahr::N,rok,ел
579,Frühling::N,wiosna,яз
580,Sommer::N,lato,җәй
581,Herbst::N,jesień,көз
582,Winter::N,zima,кыш
583,Januar::N,styczeń,гыйнвар
584,Februar::N,luty,февраль
585,März::N,marzec,март
586,April::N,kwiecień,апрель
587,Mai::N,maj,май
588,Juni::N,czerwiec,июнь
589,Juli::N,lipiec,июль
590,August::N,sierpień,август
591,September::N,wrzesień,сентябрь
592,Oktober::N,październik,октябрь
593,November::N,listopad,ноябрь
594,Dezember::N,grudzień,декабрь
595,Montag::N,poniedziałek,дүшәмбе
596,Dienstag::N,wtorek,сишәмбе
597,Mittwoch::N,środa,чәршәмбе
598,Donnerstag::N,czwartek,атнакич
599,Donnerstag::N,czwartek,пәнҗешәмбе
600,Freitag::N,piątek,җомга
601,Samstag::N,sobota,шимбә
602,Sonntag::N,niedziela,якшәмбе
603,groß::A,duży,зур
604,groß::A,wielki,зур
605,klein::A,mały,кечкенә
606,lang::A,długi,озын
607,kurz::A,krótki,кыска
608,breit::A,szeroki,киң
609,schmal::A,wąski,кысык
610,dicht::A,gęsty,куе
611,dick[Gegenstand]::A,gruby,калын
612,dünn::A,cienki,нечкә
613,fein::A,drobny,нәзакәтле
614,fest::A,mocny,нык
615,fest::A,twardy,нык
616,flach::A,płaski,яссы
617,flach::A,płaski,ялпак
618,glatt::A,gładki,шома
619,hart::A,twardy,каты
620,weich::A,miękki,йомшак
621,rund::A,okrągły,түгәрәк
622,spitz::A,spiczasty,очлы
623,scharf::A,ostry,үткен
624,stumpf::A,tępy,үтмәс
625,schwer::A,ciężki,салмак
626,schön::A,ładny,гүзәл
627,schön::A,piękny,гүзәл
628,heiß::A,gorący,эссе
629,warm::A,ciepły,җылы
630,kalt::A,zimny,суык
631,kalt::A,zimny,салкын
632,kühl::A,chłodny,салкынча
633,frisch::A,świeży,салкынча
634,feucht::A,wilgotny,юеш
635,nass::A,mokry,дымлы
636,trocken::A,suchy,коры
637,voll::A,pełny,тулы
638,leer::A,pusty,буш
639,leer::A,próżny,буш
640,offen::A,otwarty,ачык
641,geschlossen::A,zamknięty,йомык
642,sauber::A,czysty,пакь
643,sauber::A,czysty,чиста
644,schmutzig::A,brudny,керле
645,schmutzig::A,brudny,пычрак
646,roh::A,surowy,чи
647,reif::A,dojrzały,өлгергән
648,lecker::A,smaczny,тәмле
649,süß::A,słodki,татлы
650,bitter::A,gorzki,ачы
651,sauer::A,kwaśny,әче
652,hell::A,jasny,якты
653,dunkel::A,ciemny,кара
654,schwarz::A,czarny,кара
655,weiß::A,biały,ак
656,rot::A,czerwony,кызыл
657,gelb::A,żółty,сары
658,blau::A,błękitny,күк
659,blau::A,niebieski,күк
660,grün::A,zielony,яшел
661,grau::A,szary,соры
662,bunt::A,barwny,чуар
663,billig::A,tani,арзан
664,teuer::A,drogi,хаклы
665,wertvoll::A,cenny,кыйммәтле
666,blind::A,ślepy,сукыр
667,blind::A,ślepy,күзсез
668,taub::A,głuchy,чукрак
669,taub::A,głuchy,саңгырау
670,kräftig::A,mocny,егәрле
671,stark::A,silny,нык
672,stark::A,silny,базык
673,schwach::A,słaby,зәгыйфь
674,fett::A,tłusty,симез
675,schlank::A,smukły,нәзек
676,hübsch::A,ładny,чибәр
677,böse::A,zły,усал
678,dumm::A,głupi,акылсыз
679,faul::A,leniwy,ялкау
680,faul::A,leniwy,иренчәк
681,fleißig::A,pilny,тырыш
682,fleißig::A,pilny,тырышучан
683,geizig::A,skąpy,саран
684,klug::A,mądry,акыллы
685,geschickt::A,zręczny,маһир
686,lieb::A,miły,сөекле
687,lustig::A,wesoły,күңелле
688,sanft::A,łagodny,басынкы
689,hungrig::A,głodny,ач
690,krank::A,chory,чирле
691,krank::A,chory,сырхау
692,nackt::A,nagi,шәрә
693,traurig::A,smutny,ямансу
694,lebendig::A,żywy,тере
695,gut::A,dobry,яхшы
696,schlecht::A,zły,начар
697,richtig::A,słuszny,дөрес
698,richtig::A,właściwy,дөрес
699,schlimm::A,zły,әшәкә
700,wahr::A,prawdziwy,чып-чын
701,alt::A,stary,иске
702,neu::A,nowy,яңа
703,ehemalig::A,były,элекке
704,alt[Lebewesen]::A,stary,карт
705,jung::A,młody,яшь
706,arm::A,ubogi,фәкыйрь
707,arm::A,biedny,фәкыйрь
708,reich::A,bogaty,бай
709,bekannt::A,znany,таныш
710,berühmt::A,słynny,атаклы
711,fremd::A,obcy,ят
712,fremd::A,cudzy,ят
713,verschieden::A,różny,төрле
714,nah::A,bliski,якын
715,fern::A,daleki,ерак
716,linker::A,lewy,сул
717,rechter::A,prawy,уң
718,anderer::A,inny,бүтән
719,erster::A,pierwszy,беренче
720,zweiter::A,drugi,икенче
721,dritter::A,trzeci,өченче
722,letzter::A,ostatni,ахыргы
723,allein::ADV,sam,ялгыз
724,auf einmal::ADV,naraz,бердән
725,zusammen::ADV,razem,бергә
726,lange::ADV,długo,озак
727,plötzlich::ADV,nagle,искәрмәстән
728,sofort::ADV,natychmiast,хәзер
729,später::ADV,później,соңрак
730,jetzt::ADV,teraz,хәзер
731,jetzt::ADV,obecnie,хәзер
732,heute::ADV,dziś,бүген
733,heute::ADV,dzisiaj,бүген
734,morgen::ADV,jutro,иртәгә
735,bald::ADV,wkrótce,тиздән
736,dann::ADV,potem,аннары
737,gestern::ADV,wczoraj,кичә
738,einst::ADV,kiedyś,берчак
739,einst::ADV,niegdyś,берчак
740,damals::ADV,wtedy,ул вакытта
741,damals::ADV,wtedy,ул чакта
742,damals::ADV,wówczas,ул вакытта
743,damals::ADV,wówczas,ул чакта
744,danach::ADV,następnie,да
745,vorher::ADV,przedtem,элек
746,zuerst::ADV,naprzód,башта
747,zuerst::ADV,najpierw,башта
748,einmal::ADV,raz,бер
749,einmal::ADV,raz,бер мәртәбә
750,manchmal::ADV,czasem,кайчакта
751,oft::ADV,często,еш
752,immer::ADV,zawsze,һәркайчан
753,niemals::ADV,nigdy,hичбер вакыт
754,hier::ADV,tu,монда
755,hier::ADV,tu,биредә
756,hier::ADV,tutaj,монда
757,hier::ADV,tutaj,биредә
758,hierhin::ADV,tu,монда
759,von hier::ADV,stąd,моннан
760,dort::ADV,tam,анда
761,dorthin::ADV,tam,тегеләй
762,geradeaus::ADV,prosto,турыдан-туры
763,vorwärts::ADV,naprzód,алга
764,rückwärts::ADV,wstecz,кире
765,zurück::ADV,z powrotem,кире
766,unten::ADV,u dołu,түбәндә
767,unten::ADV,na dole,түбәндә
768,hinab::ADV,na_dół,аска
769,hinab::ADV,w_dół,аска
770,oben::ADV,w górze,өстә
771,oben::ADV,w górze,югарыда
772,oben::ADV,na górze,өстә
773,oben::ADV,na górze,югарыда
774,hinauf::ADV,w górę,өскә
775,hinauf::ADV,na górę,өскә
776,überall::ADV,wszędzie,hәркайда
777,nicht::ADV,nie,түгел
778,ein wenig::ADV,trochę,бераз
779,kaum::ADV,ledwie,көчкә
780,kaum::ADV,prawie nie,көчкә
781,sehr::ADV,bardzo,бик
782,so::ADV,tak,алай
783,noch::ADV,jeszcze,янә
784,noch::ADV,jeszcze,тагын
785,nur::ADV,tylko,фәкать
786,schon::ADV,już,инде
787,wieder::ADV,znów,янә
788,wieder::ADV,znów,тагын
789,wieder::ADV,znowu,янә
790,wieder::ADV,znowu,тагын
791,vergebens::ADV,na próżno,юкка
792,vor::PRP,przed,алдыннан
793,hinter::PRP,za,арттан
794,unter::PRP,pod,астында
795,durch::PRP,przez,аша
796,neben::PRP,obok,тирәсендә
797,zwischen::PRP,między,арасында
798,wegen::PRP,z powodu,сәбәпле
799,dies::PRN,to,бу
800,das::PRN,to,ул
801,alles::PRN,wszystko,һәммә
802,ich::PRN,ja,мин
803,du::PRN,ty,син
804,er::PRN,on,ул
805,wir::PRN,my,без
806,ihr::PRN,wy,сез
807,sie::PRN,oni,ул
808,was::FPRN,co,ни
809,was::FPRN,co,нәрсә
810,wer::FPRN,kto,кем
811,wo::FADV,gdzie,кайда
812,wohin::FADV,dokąd,кая
813,wie::FADV,jak,ничек
