,Concept_ID,it,ja
854,drei::NUM,tre,三つ
855,vier::NUM,quattro,四
856,vier::NUM,quattro,四つ
857,fünf::NUM,cinque,五
858,fünf::NUM,cinque,五つ
859,sechs::NUM,sei,六
860,sechs::NUM,sei,六つ
861,sieben::NUM,sette,七
862,sieben::NUM,sette,七つ
863,acht::NUM,otto,八
864,acht::NUM,otto,八つ
865,neun::NUM,nove,九
866,neun::NUM,nove,九つ
867,zehn::NUM,dieci,十
868,elf::NUM,ùndici,十一
869,zwölf::NUM,dodici,十二
870,zwanzig::NUM,venti,二十
871,dreißig::NUM,trenta,三十
872,vierzig::NUM,quaranta,四十
873,fünfzig::NUM,cinquanta,五十
874,sechzig::NUM,sessanta,六十
875,siebzig::NUM,settanta,七十
876,achtzig::NUM,ottanta,八十
877,neunzig::NUM,novanta,九十
878,hundert::NUM,cento,百
879,tausend::NUM,mille,千
880,und::CNJ,e,-と
881,und::CNJ,e,そして
882,oder::CNJ,o,或いは
883,stehen::V,stare in piedi,立っている
884,sitzen::V,sedere,座っている
885,sitzen::V,stare seduto,座っている
886,liegen::V,giacere,横になっている
887,hängen::V,pèndere,掛かっている
888,hängen::V,èssere appeso,掛かっている
889,werden::V,farsi,なる
890,werden::V,diventare,なる
891,passieren::V,succèdere,起こる
892,beginnen::V,cominciare,始まる
893,enden::V,finire,終わる
894,enden::V,terminare,終わる
895,wechseln::V,variare,変わる
896,wechseln::V,cambiare,変わる
897,aufgehen[Sonne]::V,sòrgere,出る
898,aufgehen[Sonne]::V,spuntare,出る
899,untergehen[Sonne]::V,tramontare,沈む
900,scheinen[Sonne]::V,splèndere,輝く
901,donnern::V,tonare,雷が鳴る
902,wehen::V,soffiare,吹く
903,strömen::V,fluire,流れる
904,fließen::V,fluire,流れる
905,fließen::V,scorrere,流れる
906,sich drehen::V,girarsi,回転する
907,schwanken::V,oscillare,揺れる
908,schwanken::V,barcollare,揺れる
909,schwingen::V,vibrare,振動する
910,schwingen::V,oscillare,振動する
911,fallen::V,cadere,落ちる
912,brennen::V,àrdere,燃える
913,brennen::V,bruciare,燃える
914,rauchen::V,fumare,煙を出す
915,regnen::V,piòvere,雨が降る
916,gefrieren::V,gelarsi,凍る
917,gefrieren::V,congelarsi,凍る
918,tauen::V,sciògliersi,溶ける
919,schmelzen::V,fòndere,溶ける
920,schmelzen::V,sciògliersi,溶ける
921,trocknen::V,asciugarsi,乾く
922,sieden::V,bollire,沸く
923,faulen::V,marcire,腐る
924,verfaulen::V,imputridire,朽ちる
925,reißen::V,strapparsi,切れる
926,versinken::V,affondare,沈む
927,vergehen::V,passare,経つ
928,erscheinen::V,apparire,現れる
929,erscheinen::V,comparire,現れる
930,verschwinden::V,sparire,消える
931,verschwinden::V,scomparire,消える
932,sinken::V,calare,下がる
933,sinken::V,scendere,下がる
934,abnehmen::V,diminuire,減る
935,zunehmen::V,aumentare,増える
936,steigen::V,salire,上がる
937,steigen::V,montare,上がる
938,wachsen::V,crescere,伸びる
939,glänzen::V,splèndere,輝く
940,funkeln::V,brillare,ぴかぴか光る
941,funkeln::V,scintillare,ぴかぴか光る
942,lärmen::V,strepitare,騒ぐ
943,lärmen::V,fare chiasso,騒ぐ
944,läuten::V,suonare,鳴る
945,klingeln::V,suonare,鳴る
946,klirren::V,tintinnare,がらんがらんと鳴る
947,brausen::V,rombare,逆巻く
948,brausen::V,rumoreggiare,逆巻く
949,rauschen::V,frusciare,戦ぐ
950,klingen::V,suonare,鳴る
951,bellen::V,latrare,吠える
952,bellen::V,abbaiare,吠える
953,heulen::V,urlare,きゃんきゃん鳴く
954,heulen::V,ululare,きゃんきゃん鳴く
955,blasen::V,soffiare,吹く
956,pfeifen::V,fischiare,口笛を吹く
957,schreien::V,gridare,叫ぶ
958,stöhnen::V,gèmere,うめく
959,zittern::V,tremare,震える
960,leben::V,vìvere,生きている
961,geboren werden::V,nàscere,生まれる
962,atmen::V,respirare,呼吸する
963,trinken::V,bere,飲む
964,essen::V,mangiare,食べる
965,schlucken::V,inghiottire,飲み込む
966,müde werden::V,stancarsi,眠くなる
967,einschlafen::V,addormentarsi,寝付く
968,schlafen::V,dormire,眠る
969,aufwachen::V,svegliarsi,目が覚める
970,aufstehen::V,levarsi,起きる
971,sich erholen::V,riposarsi,休養する
972,krank werden::V,ammalarsi,病気になる
973,krank sein::V,èssere malato,病気である
974,schmerzen::V,dolere,痛む
975,husten::V,tossire,咳をする
976,genesen::V,guarire,元気になる
977,sterben::V,morire,死ぬ
978,sterben::V,morire,亡くなる
979,umkommen::V,perire,死亡する
980,sich bewegen::V,agitarsi,移動する
981,sich rühren::V,muòversi,動く
982,sich erheben::V,alzarsi,立ち上がる
983,sich setzen::V,sedersi,座る
984,hinfallen::V,cadere,転ぶ
985,laufen::V,camminare,歩く
986,laufen::V,andare a piedi,歩く
987,schreiten::V,andare,跨ぐ
988,schreiten::V,procedere,跨ぐ
989,spazierengehen::V,passeggiare,散歩する
990,spazierengehen::V,andare a passeggio,散歩する
991,eilen::V,andare in fretta,急ぐ
992,sich beeilen::V,affrettarsi,焦る
993,sausen::V,volare,疾駆する
994,sausen::V,correre,疾駆する
995,rennen::V,correre,走る
996,springen::V,saltare,跳ぶ
997,klettern::V,arrampicarsi,よじ登る
998,schaukeln::V,fare l'altalena,ぶらんこに乗る
999,kriechen::V,strisciare,這う
1000,schwimmen::V,nuotare,泳ぐ
1001,tauchen::V,tuffarsi,潜る
1002,tauchen::V,immèrgersi,潜る
1003,rudern::V,remare,漕ぐ
1004,fahren::V,andare,行く
1005,fahren::V,andare,乗車する
1006,fahren::V,viaggiare,行く
1007,fahren::V,viaggiare,乗車する
1008,fliegen::V,volare,飛ぶ
1009,gehen::V,andare,行く
1010,weggehen::V,andàrsene,立ち去る
1011,weggehen::V,andare via,立ち去る
1012,abfahren::V,partire,出発する
1013,anhalten::V,fermarsi,止まる
1014,hineingehen::V,entrare,入る
1015,eintreten::V,entrare,中に入る
1016,kommen::V,venire,来る
1017,ankommen::V,arrivare,着く
1018,ankommen::V,arrivare,到着する
1019,zurückkommen::V,ritornare,帰る
1020,bleiben::V,restare,留まる
1021,bleiben::V,rimanere,留まる
1022,warten::V,aspettare,待つ
1023,erwarten::V,attèndere,期待する
1024,suchen::V,cercare,探る
1025,finden::V,trovare,見つける
1026,versuchen::V,tentare,試す
1027,vorbereiten::V,preparare,準備する
1028,lieben::V,amare,愛する
1029,mögen::V,piacere a,好きである
1030,mögen::V,volere bene a,好きである
1031,lachen::V,rìdere,笑う
1032,rühren::V,commuòvere,感情を動かす
1033,weinen::V,piàngere,泣く
1034,schimpfen::V,imprecare,叱る
1035,sich ärgern::V,stizzirsi,怒る
1036,sich ärgern::V,stizzirsi,腹を立てる
1037,sich ärgern::V,arrabbiarsi,怒る
1038,sich ärgern::V,arrabbiarsi,腹を立てる
1039,sich fürchten::V,avere paura,怖がる
1040,fürchten::V,temere,恐れる
1041,fliehen::V,fuggire,逃げる
1042,flüchten::V,sfuggire,逃亡する
1043,sehen::V,vedere,見る
1044,anschauen::V,guardare,眺める
1045,ansehen::V,guardare,見る
1046,hören::V,udire,聞く
1047,hören::V,sentire,聞く
1048,zuhören::V,ascoltare,聴く
1049,probieren::V,degustare,食べてみる
1050,probieren::V,assaggiare,食べてみる
1051,riechen::V,sentire,気取る
1052,fühlen::V,sentire,感じる
1053,scheinen::V,parere,ように見える
1054,scheinen::V,sembrare,ように見える
1055,zu sehen sein::V,vedersi,見える
1056,vernehmen::V,sentire,承る
1057,vernehmen::V,percepire,承る
1058,frieren::V,aver freddo,寒気がする
1059,tun::V,fare,する
1060,können::V,sapere,出来る
1061,wollen::V,volere,-たい
1062,anfangen::V,iniziare,始める
1063,anfangen::V,cominciare,始める
1064,beenden::V,finire,終える
1065,beenden::V,terminare,終える
1066,aufhören::V,finire,止める
1067,aufhören::V,cessare,止める
1068,gelingen::V,riuscire,成功する
1069,geraten::V,stare,当たる
1070,öffnen::V,aprire,開く
1071,öffnen::V,aprire,開ける
1072,schließen::V,chiùdere,閉める
1073,stellen::V,porre,置く
1074,stellen::V,porre,据える
1075,stellen::V,mettere,置く
1076,stellen::V,mettere,据える
1077,setzen::V,porre,座らせる
1078,setzen::V,mettere,座らせる
1079,legen::V,posare,置く
1080,legen::V,mettere,置く
1081,berühren::V,toccare,触る
1082,berühren::V,toccare,触れる
1083,verbinden::V,unire,結びつける
1084,verbinden::V,congiùngere,結びつける
1085,bedecken::V,coprire,覆う
1086,bedecken::V,ricoprire,覆う
1087,aufhängen::V,attaccare,掛ける
1088,anzünden::V,accèndere,燃やす
1089,anzünden::V,accèndere,火をつける
1090,anzünden::V,incendiare,燃やす
1091,anzünden::V,incendiare,火をつける
1092,aufheben::V,raccògliere,拾う
1093,zurücklassen::V,lasciare,残す
1094,zurücklassen::V,lasciare indietro,残す
1095,verlieren::V,pèrdere,無くす
1096,fallen lassen::V,lasciare cadere,落とす
1097,machen::V,fare,作る
1098,herstellen::V,produrre,製造する
1099,herstellen::V,fabbricare,製造する
1100,bauen::V,costruire,建設する
1101,reparieren::V,riparare,直す
1102,reparieren::V,riparare,修理する
1103,verbessern::V,migliorare,改良する
1104,ändern::V,mutare,変える
1105,ändern::V,cambiare,変える
1106,graben::V,scavare,掘る
1107,beugen::V,chinare,折る
1108,beugen::V,flettere,折る
1109,biegen::V,tòrcere,曲げる
1110,drehen::V,girare,回す
1111,wenden::V,girare,裏返す
1112,wenden::V,voltare,裏返す
1113,umdrehen::V,rivoltare,裏返す
1114,heben::V,levare,挙げる
1115,hochheben::V,levare,持ち上げる
1116,hochheben::V,sollevare,持ち上げる
1117,ergreifen::V,afferrare,取り上げる
1118,halten::V,tenere,持つ
1119,drücken::V,premere,押す
1120,schieben::V,spìngere,ずらす
1121,kratzen::V,grattare,引っ掻く
1122,kratzen::V,graffiare,引っ掻く
1123,lecken::V,leccare,なめる
1124,beißen::V,mòrdere,噛む
1125,abreißen::V,staccarsi,剝ぎ取る
1126,abreißen::V,strapparsi,剝ぎ取る
1127,abschneiden::V,tagliare,切り取る
1128,binden::V,legare,縛る
1129,binden::V,bendare,縛る
1130,stecken::V,ficcare,差し込む
1131,brechen::V,rompere,破る
1132,klopfen::V,bàttere,とんとん叩く
1133,hauen::V,picchiare,叩く
1134,kleben::V,incollare,貼る
1135,kleben::V,incollare,くっ付ける
1136,reiben::V,fregare,擦る
1137,streichen::V,spalmare,塗る
1138,schleifen::V,arrotare,研ぐ
1139,schneiden::V,tagliare,切る
1140,rütteln::V,scuòtere,揺さぶる
1141,schütteln::V,agitare,振る
1142,schütteln::V,agitare,揺さぶる
1143,schütteln::V,scuòtere,振る
1144,schütteln::V,scuòtere,揺さぶる
1145,schwenken::V,agitare,振る
1146,schwenken::V,sventolare,振る
1147,schütten::V,versare,注ぐ
1148,füllen::V,riempire,いっぱいにする
1149,einwickeln::V,involtare,包む
1150,tragen::V,portare,運ぶ
1151,schleppen::V,trainare,引きずる
1152,schleppen::V,trascinare,引きずる
1153,ziehen::V,tirare,引く
1154,aufbewahren::V,custodire,預かる
1155,aufbewahren::V,conservare,預かる
1156,werfen::V,gettare,投げる
1157,werfen::V,lanciare,投げる
1158,fangen::V,prèndere,受ける
1159,fangen::V,acchiappare,受ける
1160,packen::V,pigliare,掴む
1161,packen::V,afferrare,掴む
1162,verstecken::V,nascondere,隠す
1163,teilen::V,divìdere,分ける
1164,schicken::V,inviare,送る
1165,bringen::V,portare,持って行く
1166,bringen::V,apportare,持って行く
1167,hinzufügen::V,aggiùngere,加える
1168,bekommen::V,ricevere,得る
1169,erhalten::V,ricevere,受ける
1170,nehmen::V,prèndere,取る
1171,wählen::V,elèggere,選ぶ
1172,wählen::V,scegliere,選ぶ
1173,auswählen::V,scegliere,選ぶ
1174,bewahren::V,conservare,保存する
1175,behindern::V,impedire,妨害する
1176,verderben::V,guastare,台無しにする
1177,beschädigen::V,danneggiare,損傷する
1178,zerbrechen::V,rompere,割る
1179,zerbrechen::V,spezzare,割る
1180,zerreißen::V,stracciare,引き裂く
1181,zerstören::V,distrùggere,破壊する
1182,verbrennen::V,bruciare,焼く
1183,geben::V,dare,上げる
1184,reichen::V,pòrgere,渡す
1185,schenken::V,regalare,贈る
1186,versprechen::V,promettere,約束する
1187,wünschen::V,augurare,望む
1188,loben::V,lodare,褒める
1189,küssen::V,baciare,キスする
1190,wiegen::V,cullare,揺する
1191,wiegen::V,dondolare,揺する
1192,zudecken::V,coprire,覆う
1193,wecken::V,svegliare,起こす
1194,zeigen::V,indicare,見せる
1195,führen::V,guidare,案内する
1196,führen::V,condurre,案内する
1197,lehren::V,insegnare,教える
1198,unterrichten::V,istruire,通知する
1199,unterrichten::V,insegnare,通知する
1200,aufziehen::V,allevare,育てる
1201,leiten::V,avviare,導く
1202,leiten::V,dirìgere,導く
1203,antreiben::V,incitare,励ます
1204,lassen::V,fare,～させる
1205,einladen::V,invitare,誘う
1206,einladen::V,invitare,招待する
1207,vereinigen::V,unire,一つにする
1208,besuchen::V,visitare,訪ねる
1209,besuchen::V,far vìsita a,訪ねる
1210,treffen::V,incontrare,出会う
1211,sich versammeln::V,rinunirsi,集まる
1212,spielen::V,giocare,遊ぶ
1213,singen::V,cantare,歌う
1214,tanzen::V,danzare,踊る
1215,sich trennen::V,separarsi,別れる
1216,verlassen::V,lasciare,別れる
1217,verlassen::V,abbandonare,別れる
1218,retten::V,salvare,救う
1219,retten::V,salvare,助ける
1220,bewachen::V,custodire,見張る
1221,bewachen::V,custodire,軽微する
1222,schützen::V,protèggere,保護する
1223,verteidigen::V,difèndere,守る
1224,sich schlagen::V,bàttersi,殴る
1225,schießen::V,sparare,撃つ
1226,siegen::V,vìncere,勝つ
1227,ärgern::V,stizzire,怒らせる
1228,schlagen::V,bàttere,殴る
1229,treten::V,calciare,蹴る
1230,stechen::V,pùngere,突く
1231,stoßen::V,urtare,突く
1232,stoßen::V,spìngere,突く
1233,stehlen::V,rubare,盗る
1234,stören::V,disturbare,構う
1235,belästigen::V,molestare,邪魔する
1236,belästigen::V,importunare,邪魔する
1237,verbergen::V,celare,隠す
1238,verbergen::V,nascondere,隠す
1239,täuschen::V,ingannare,だます
1240,betrügen::V,frodare,だます
1241,betrügen::V,truffare,だます
1242,töten::V,uccìdere,殺す
1243,wohnen::V,abitare,住む
1244,arbeiten::V,lavorare,働く
1245,sammeln::V,raccògliere,集める
1246,sammeln::V,raccògliere,収集する
1247,sammeln::V,collezionare,集める
1248,sammeln::V,collezionare,収集する
1249,pflücken::V,cògliere,摘む
1250,jagen::V,cacciare,狩りをする
1251,fischen::V,pescare,釣る
1252,fassen::V,catturare,捕る
1253,fassen::V,acchiappare,捕る
1254,hüten::V,pascolare,放牧する
1255,treiben::V,spìngere,追う
1256,anbinden::V,legare,繋ぐ
1257,anbinden::V,attaccare,繋ぐ
1258,füttern::V,dar da mangiare a,餌をやる
1259,melken::V,mùngere,搾乳する
1260,hacken::V,tritare,刻む
1261,hacken::V,spaccare,刻む
1262,gießen::V,annaffiare,水をやる
1263,reifen::V,maturare,熟す
1264,zubereiten::V,preparare,調理する
1265,kochen::V,cuòcere,煮る
1266,backen::V,cuòcere,焼く
1267,backen::V,cuòcere al forno,焼く
1268,braten::V,frìggere,焼く
1269,braten::V,frìggere,炒める
1270,braten::V,arrostire,焼く
1271,braten::V,arrostire,炒める
1272,umrühren::V,mescolare,混ぜる
1273,stricken::V,llavorare a maglia,編む
1274,nähen::V,cucire,縫う
1275,färben::V,tìngere,染める
1276,reinigen::V,pulire,掃除する
1277,reinigen::V,nettare,掃除する
1278,waschen::V,lavare,洗う
1279,waschen::V,lavare,洗濯する
1280,abwischen::V,asciugare,拭く
1281,spülen::V,lavare,洗う
1282,spülen::V,lavare,すすぐ
1283,spülen::V,sciacquare,洗う
1284,spülen::V,sciacquare,すすぐ
1285,fegen::V,spazzare,掃除する
1286,kehren::V,spazzare,掃く
1287,baden::V,bagnarsi,入浴する
1288,baden::V,fare il bagno,入浴する
1289,sich waschen::V,lavarsi,洗う
1290,ausziehen::V,tògliersi,脱ぐ
1291,anziehen::V,mettersi,着る
1292,anziehen::V,indossare,着る
1293,sich anziehen::V,vestirsi,着る
1294,kämmen::V,pettinare,梳く
1295,schmücken::V,ornare,飾る
1296,schmücken::V,decorare,飾る
1297,sagen::V,dire,言う
1298,sprechen::V,parlare,話す
1299,reden::V,parlare,話す
1300,sich unterhalten::V,conversare,話をする
1301,fragen::V,chièdere,聞く
1302,fragen::V,domandare,聞く
1303,bitten::V,pregare,頼む
1304,bitten::V,pregare,お願いする
1305,erzählen::V,narrare,物語る
1306,erzählen::V,raccontare,物語る
1307,mitteilen::V,comunicare,伝える
1308,nennen::V,nominare,名づける
1309,rufen::V,chiamare,呼ぶ
1310,prahlen::V,vantarsi,自慢する
1311,übersetzen::V,tradurre,訳す
1312,denken::V,pensare,考える
1313,glauben::V,credere,信じる
1314,bemerken::V,notare,気が付く
1315,bemerken::V,osservare,気が付く
1316,erkennen::V,riconoscere,認識する
1317,begreifen::V,capire,分かる
1318,begreifen::V,comprèndere,分かる
1319,verstehen::V,intèndere,聞き取る
1320,verstehen::V,comprèndere,聞き取る
1321,lernen::V,imparare,学ぶ
1322,lernen::V,imparare,勉強する
1323,lernen::V,apprèndere,学ぶ
1324,lernen::V,apprèndere,勉強する
1325,wissen::V,sapere,知っている
1326,sich erinnern an::V,ricordare,思い出す
1327,sich erinnern an::V,ricordarsi di,思い出す
1328,vergessen::V,dimenticare,忘れる
1329,messen::V,misurare,計る
1330,messen::V,misurare,測定する
1331,zählen::V,contare,数える
1332,rechnen::V,contare,計算する
1333,rechnen::V,calcolare,計算する
1334,lesen::V,lèggere,読む
1335,malen::V,dipìngere,描く
1336,zeichnen::V,disegnare,写生する
1337,schreiben::V,scrìvere,書く
1338,besitzen::V,possedere,所持する
1339,kaufen::V,comprare,買う
1340,kaufen::V,acquistare,買う
1341,verkaufen::V,vendere,売る
1342,bezahlen::V,pagare,払う
1343,zahlen::V,pagare,支払う
1344,beherrschen::V,dominare,支配する
1345,ertragen::V,sopportare,耐える
