,Concept_ID,bn,ko
339,Bett::N,শয্যা,침대
340,Regal::N,তাক,서가
341,Kiste::N,বাক্স,짐궤
342,Fenster::N,জানালা,눔
343,Tür::N,দ্বার,문
344,Tor::N,দ্বার,대문
345,Zaun::N,বেড়া,담장
346,Dach::N,ছাদ,지붕
347,Leiter::N,মই,사닥다리
348,Besen::N,গুল্মবিশেষ,비
349,Spaten::N,কোদাল,가래
350,Schaufel::N,বেলচা,삽
351,Gabel::N,কাঁটা,갈래
352,Löffel::N,চামচ,숟가락
353,Messer::N,ছুরি,나이프
354,Nagel::N,পেরেক,발툽
355,Netz::N,জাল,그물
356,Haken::N,কাচি,갈고리
357,Griff::N,হাতল,움켜쥠
358,Schloss::N,তালা,자물쇠
359,Bild::N,ছবি,그림
360,Bild::N,চিত্র,그림
361,Figur::N,আকার,몸메
362,Puppe::N,পুতুল,인형
363,Beutel::N,বটুয়া,클
364,Bündel::N,আঁটি,자근다발
365,Tasche::N,থলি,가방
366,Eimer::N,বাল্তি,동이
367,Deckel::N,আবরণ,뚜껑
368,Geschirr::N,থালা-বাসন,식시
369,Sack::N,বস্তা,조갑
370,Tasse::N,কাপ,차잔
371,Topf::N,পাত্র,단지
372,Kessel::N,কেটলি,주전자
373,Essen::N,আহার,먹기
374,Nahrung::N,খাদ্য,식료
375,Speise::N,খাদ্য,음식물
376,Fleisch::N,মাংস,고기
377,Getreide::N,শস্য,곡물
378,Brei::N,মণ্ড,젤리
379,Brot::N,রুটি,빵
380,Scheibe::N,ফালি,원반
381,Fett::N,মেদ,기름
382,Butter::N,মাখন,버터
383,Öl::N,তৈল,올리브유
384,Salz::N,নুন,소금
385,Suppe::N,শুরুয়া,국
386,Suppe::N,শুরুয়া,수프
387,Honig::N,মধু,감미
388,Milch::N,দুধ,유즙
389,Tee::N,চা,차
390,Leder::N,পাকা চামড়া,가죽
391,Wolle::N,পশম,양털
392,Stoff::N,বস্ত্র,패료
393,Nadel::N,সুচ,바늘
394,Faden::N,সূত্র,콘실
395,Knopf::N,বোতাম,단추
396,Knoten::N,গিঁট,곁절
397,Farbe::N,রং,색
398,Kleidung::N,কাপড়,옷입기
399,Hemd::N,শার্ট,속옷
400,Kragen::N,গলবন্ধ,깃
401,Ärmel::N,আস্তিন্,소매
402,Hose::N,ট্রাউজার,바지
403,Gürtel::N,কটিবন্ধ,밴드
404,Mütze::N,টুপি,모자
405,Schuh::N,জুতো,구두
406,Stiefel::N,বুট,장화
407,Ring::N,আংটি,고리
408,Band::N,ফিতা,리본
409,Kamm::N,চিরুনি,빗
410,Spiegel::N,আয়না,거울
411,Riemen::N,চাবুক,가죽끈
412,Schnur::N,দড়ি,밧줄
413,Leine::N,শিকল,고삐줄
414,Decke::N,কম্বল,이부자리
415,Kissen::N,উপাধান,깔개
416,Tuch::N,বস্ত্র,천
417,Handtuch::N,তোয়ালে,수건
418,Kraft::N,জোর,세력
419,Stärke::N,শক্তি,힘
420,Gesundheit::N,স্বাস্থ্য,위생
421,Krankheit::N,অসুখ,병
422,Krankheit::N,ব্যামো,병
423,Schmerz::N,যন্ত্রণা,아픔고통
424,Wunde::N,ক্ষত,상처
425,Fieber::N,জ্বর,열별
426,Arznei::N,ঔষধ,약
427,Brücke::N,সেতু,교량
428,Brunnen::N,কূপ,원천
429,Weide::N,পশুচারণভূমি,목장
430,Pfad::N,পথ,좁은길
431,Weg::N,পথ,길
432,Straße::N,রাস্তা,길
433,Dorf::N,গ্রাম,촌
434,Dorf::N,গ্রাম,촌락
435,Stadt::N,শহর,도시
436,Brief::N,চিঠি,서한
437,Buch::N,বই,책
438,Buchstabe::N,অক্ষর,문자
439,Zeitung::N,সংবাদপত্র,신문
440,Leben::N,জীবন,삶
441,Tod::N,মৃত্যু,죽음
442,Grab::N,কবর,무덤
443,Kirche::N,গির্জা,교회
444,Sünde::N,পাপ,부정
445,Gott::N,দেবতা,하느님
446,Arbeiter::N,শ্রমিক,일하는사람
447,Chef::N,নেতা,사장
448,Meister::N,ব্যক্তি,명인
449,Meister::N,ব্যক্তি,대가
450,Arzt::N,চিকিৎসক,의사
451,Lehrer::N,অধ্যাপক,교사
452,Geld::N,মুদ্রা,돈
453,Geld::N,টাকাপয়সা,돈
454,Geschäft::N,ব্যস্ততা,일
455,Laden::N,দোকান,가게
456,Preis::N,মূল্য,가격
457,Ware::N,পণ্যদ্রব্য,상품
458,Nutzen::N,সুবিধা,이익
459,Reichtum::N,ধনদৌলত,많음
460,Welt::N,জগৎ,세상
461,Land::N,খেত,지방
462,Staat::N,রাষ্ট্র,국가
463,König::N,রাজা,국왕
464,Macht::N,প্রভাব,힘
465,Grenze::N,সীমা,국경
466,Krieg::N,যুদ্ধ,전쟁
467,Feind::N,শত্রু,적
468,Gewalt::N,জোর,권력
469,Kampf::N,লড়াই,전투
470,Bogen[Waffe]::N,ধনুক,활
471,Pfeil::N,বাণ,화살
472,Gewehr::N,বন্দুক,무기
473,Fehler::N,ভুল,오류
474,Lüge::N,মিথ্যা,거짓말
475,Schaden::N,ক্ষতি,손상
476,Unglück::N,দুর্ভাগ্য,불행
477,Schuld::N,অপরাধ,부채
478,Alter::N,আয়ু,연령
479,Schluss::N,শেষ,마감
480,Zeit::N,সময়,때
481,Zeit::N,সময়,시간
482,Tag::N,দিন,하루
483,Morgen::N,সকাল,이침
484,Mittag::N,মধ্যাহু,대낮
485,Abend::N,সন্ধ্যা,저녁
486,Nacht::N,রাত্রি,밤
487,Woche::N,সপ্তাহ,근무일
488,Monat::N,মাস,달
489,Jahr::N,সৌরবর্ষ,해
490,Frühling::N,বসন্তকাল,봄
491,Sommer::N,গ্রীষ্মকাল,여름
492,Herbst::N,শরংঋতু,가을
493,Winter::N,শীতকাল,겨울
494,Januar::N,জানুয়ারী,일월
495,Februar::N,ফেব্রুয়ারী,이월
496,März::N,মার্চ,삼월
497,April::N,এপ্রিল,사월
498,Mai::N,মে,오월
499,Juni::N,জুন,유월
500,Juli::N,জুলাই,칠월
501,August::N,অগাস্ট,팔월
502,September::N,সেপ্টেম্বর,구월
503,Oktober::N,অক্টোবর,시월
504,November::N,নভেম্বর,십일월
505,Dezember::N,ডিসেম্বর,십이월
506,Montag::N,সোমবার,월요일
507,Dienstag::N,মঙ্গলবার,화요일
508,Mittwoch::N,বুধবার,수요일
509,Donnerstag::N,বৃহম্পতিবার,모교일
510,Freitag::N,শুক্রবার,그묘일
511,Samstag::N,শনিবার,토요일
512,Sonntag::N,রবিবার,일요일
513,groß::A,বৃহৎ,큰
514,klein::A,ছোট,자근
515,lang::A,দীর্ঘ,긴
516,kurz::A,খর্ব,짧은
517,kurz::A,হ্রস্ব,짧은
518,breit::A,চওড়া,넓은
519,schmal::A,সরু,좁은
520,dicht::A,ঘন,농밀한
521,dick[Gegenstand]::A,পুরু,두꺼운
522,dünn::A,কৃশ,얇은
523,fein::A,সূক্ষ্ম,미세한
524,fest::A,দৃঢ়,굳은
525,flach::A,সমতল,얕은
526,glatt::A,মসৃণ,반들반들한
527,hart::A,শক্ত,굳은
528,weich::A,নরম,연한
529,rund::A,গোলাকার,둥근
530,spitz::A,তীক্ষ্ন,뾰족한
531,scharf::A,শাণিত,날카로운
532,stumpf::A,ভোঁতা,무딘
533,schwer::A,ভারী,무거운
534,schön::A,সুন্দর,멋진
535,heiß::A,গরম,뜨거운
536,warm::A,ঈষদুষ্ণ,따뜻한
537,kalt::A,ঠাণ্ডা,찬
538,kühl::A,শীতল,서늘한
539,frisch::A,তাজা,신선한
540,feucht::A,ভিজা,축축한
541,nass::A,ভিজা,젖은
542,trocken::A,শুষ্ক,마른
543,voll::A,পূর্ণ,완전한
544,leer::A,খালি,빈
545,offen::A,খোলা,열린
546,geschlossen::A,বন্ধ,닫힌
547,sauber::A,নির্মল,깨끗한
548,schmutzig::A,নোংরা,더러운
549,roh::A,কাঁচা,날게잇의
550,reif::A,পাকা,이근
551,lecker::A,সুস্বাদ,맛있는
552,süß::A,মিষ্ট,단
553,bitter::A,তিক্ত,찌르는듯한
554,sauer::A,টক,산성의
555,hell::A,উজ্জ্বল,밝은
556,dunkel::A,অন্ধকারময়,어두운
557,schwarz::A,কালো,검은
558,weiß::A,সাদা,하얀
559,rot::A,লাল,붉은
560,gelb::A,হলদে,황색
561,blau::A,নীল,푸른
562,grün::A,সবুজ,녹색의
563,grau::A,ছাই-রঙা,회색의
564,bunt::A,রঙিন,알록달록한
565,billig::A,সস্তা,싼
566,teuer::A,আক্রা,값비산
567,wertvoll::A,মহার্ঘ,가치가많은
568,blind::A,কানা,눈먼
569,taub::A,বধির,무감간한
570,kräftig::A,বিশাল,강장한
571,stark::A,শক্তিশালী,강한
572,schwach::A,দুর্বল,약한
573,fett::A,মোটা,실찐
574,schlank::A,কৃশ,호리호리한
575,hübsch::A,সুন্দর,예쁜
576,böse::A,খারাপ,나쁜
577,dumm::A,মূর্খ,어리석은
578,faul::A,শ্রমবিমুখ,너덜너덜한
579,fleißig::A,পরিশ্রমী,근면한
580,geizig::A,ব্যয়কুণ্ঠ,인색한
581,klug::A,দক্ষ,
582,geschickt::A,পটু,교묘한
583,lieb::A,প্রেয়,친애하는
584,lustig::A,প্রফুল্ল,유쾌한
585,sanft::A,নম্র,온화한
586,hungrig::A,ক্ষুধার্ত,배고픈
587,krank::A,অসুস্থ,병든
588,nackt::A,উলঙ্গ,벌거벗은
589,traurig::A,দুঃখিত,슬픈
590,lebendig::A,জীবিত,살아있는
591,gut::A,ভালো,좋은
592,schlecht::A,মন্দ,나쁜
593,richtig::A,ঠিক,바른
594,schlimm::A,কদর্য,못된
595,wahr::A,বাস্তব,참된
596,alt::A,পুরাতন,늙은
597,neu::A,নব,새
598,neu::A,নূতন,새
599,ehemalig::A,পূর্বকালীন,전의
600,alt[Lebewesen]::A,বৃদ্ধ,낡은
601,jung::A,তরুণ,젊은
602,arm::A,ক্ষুদ্র,가난한
603,reich::A,ধনবান্,풍부한
604,bekannt::A,সুপরিচিত,저명한
605,berühmt::A,বিখ্যাত,유명한
606,fremd::A,বিদেশি,타처이
607,verschieden::A,বিসদৃশ,따른
608,nah::A,নিকটবতী,가까운
609,fern::A,দুরবতী,먼
610,linker::A,বাম,왼쭉의
611,rechter::A,ডান,오른쪽의
612,rechter::A,ডাইন,오른쪽의
613,anderer::A,অন্যতর,다른
614,erster::A,প্রথম,첫째
615,zweiter::A,দ্বিতীয়,둘째
616,dritter::A,তৃতীয়,셋째
617,letzter::A,সর্বশেষ,의후자의
618,allein::ADV,একক,훌로
619,auf einmal::ADV,জলদি,갑자기
620,zusammen::ADV,একসঙ্গে,모아서
621,lange::ADV,লম্বা,오래
622,plötzlich::ADV,হঠাৎ,둘연한
623,sofort::ADV,মুহ্ণর্তমধ্যে,즉시
624,später::ADV,পশ্চাতে,보다늦은
625,jetzt::ADV,এখন,목하
626,heute::ADV,আজ,오늘
627,morgen::ADV,আগামিকাল,내일
628,bald::ADV,অস্পকালমধ্যে,곱
629,dann::ADV,তখন,그경우에
630,gestern::ADV,গতকাল,어제
631,einst::ADV,একবার মাত্র,옛날에
632,damals::ADV,তখন,그때에
633,danach::ADV,পরে,그 뒤에
634,vorher::ADV,আগে,미리
635,zuerst::ADV,আগে,최초로
636,einmal::ADV,একবার,한번
637,manchmal::ADV,কখনও কখনও,땓대로
638,oft::ADV,ঘনঘন,땓대로
639,immer::ADV,সর্বদা,늘
640,niemals::ADV,কখলও নহে,결코...(하지)않다
641,hier::ADV,এখানে,여기
642,hierhin::ADV,এখানে,여기로
643,von hier::ADV,ত্রই স্তান হইতে,
644,dort::ADV,ওখানে,거기
645,dorthin::ADV,ওখানে,저기예
646,geradeaus::ADV,অগ্রগামী,곧장
647,vorwärts::ADV,সন্মুখিকে,앞으로
648,rückwärts::ADV,খিরিয়া,뒤로
649,zurück::ADV,পিঠ,제자리로
650,unten::ADV,নীচে,아래에
651,hinab::ADV,নিম্নগামী,아래쪽으로
652,oben::ADV,উপরে,위에
653,hinauf::ADV,উচ্চতর অংশে,위쪽으로
654,überall::ADV,সর্বত্র,도처에
655,nicht::ADV,না,안
656,ein wenig::ADV,অল্প,적음
657,kaum::ADV,কষ্টসহকাবে,가의
658,sehr::ADV,খুব,자주
659,so::ADV,তত,그와같이
660,noch::ADV,এখন পর্যস্ত,아직
661,nur::ADV,শুধু,다만
662,schon::ADV,ইতঃপুর্বে,이미
663,wieder::ADV,আবার,다시
664,vergebens::ADV,বিফলে,헛되이
665,vor::PRP,সম্মুখে,앞에
666,hinter::PRP,পশ্চাতে,뒤에
667,unter::PRP,নীচে,잍에
668,durch::PRP,দ্বারা,통고하여
669,neben::PRP,কাছে,와나란히
670,zwischen::PRP,মধ্যে,의사이로
671,wegen::PRP,জন্য,때문에
672,dies::PRN,এটা,이
673,das::PRN,ওটা,저
674,alles::PRN,সব,모든것
675,ich::PRN,আমি,나
676,du::PRN,তুমি,너
677,er::PRN,উনি,그
678,wir::PRN,আমরা,우리
679,ihr::PRN,তোমরা,너희들
680,sie::PRN,তারা,그들
681,was::FPRN,কি,뭣
682,wer::FPRN,কে,누구
683,wo::FADV,কোথায়,어디
684,wohin::FADV,কোথায়,어디로
685,wie::FADV,কেমন,어떻게
686,warum::FADV,কেন,왜
687,wieviel::FNUM,কত,얼마만큰
688,eins::NUM,অক,하나
689,zwei::NUM,দুই,둘
690,drei::NUM,তিন,셋
691,vier::NUM,চার,넷
692,fünf::NUM,পাঁচ,다섯
693,sechs::NUM,ছয়,여섯
694,sieben::NUM,সাত,일곱
695,acht::NUM,আট,여덟
696,neun::NUM,নয়,아홉
697,zehn::NUM,দশ,열
698,elf::NUM,এগারো,열하나
699,zwölf::NUM,দ্বাদশ,열둘
700,zwanzig::NUM,বিশ,스물
701,dreißig::NUM,ত্রিশ,서름
702,vierzig::NUM,চল্লিশ,마흔
703,fünfzig::NUM,পঞ্চাশ,숸
704,sechzig::NUM,ষাট,에순
705,siebzig::NUM,সত্তর,일흔
706,achtzig::NUM,আশি,여든
707,neunzig::NUM,নব্বুই,아흔
708,hundert::NUM,শত,백
709,tausend::NUM,হাজার,천
710,und::CNJ,আর,와
711,und::CNJ,এবং,와
712,oder::CNJ,বা,아니면
713,stehen::V,দাঁড়ানো,서다
714,sitzen::V,বসা,앉다
715,liegen::V,শোয়া,눕다
716,hängen::V,ঝোলা,달다
717,werden::V,হইয়া উঠা,되다
718,passieren::V,ঘটা,지장옶다
719,beginnen::V,আরম্ভ হওয়া,시작되다
720,enden::V,শেষ হওয়া,큳내다
721,wechseln::V,রূপাস্তর করা,병경하다
722,aufgehen[Sonne]::V,উদিত হওয়া,뜨다
723,untergehen[Sonne]::V,অস্ত যাওয়া,지다
724,scheinen[Sonne]::V,আলো দেওয়া,빛나다
725,donnern::V,বজ্রধ্বনি করা,천둥치다
726,wehen::V,প্রবাহিত হওয়া,풀다
727,strömen::V,প্রবাহিত হওয়া,흐르다
728,fließen::V,ছুটা,흐르다
