,Concept_ID,mdf,tt
173,Wolf::N,върьгаз,бүре
174,Vogel::N,нармонь,кош
175,Schwarm::N,ко́вол,көтү
176,Schwarm::N,ме́швеле,көтү
177,Huhn::N,сараз,тавык
178,Hahn::N,а́тякш,әтәч
179,Gans::N,маци,каз
180,Adler::N,куцькан,каракош
181,Ente::N,яксярга,үрдәк
182,Eule::N,ко́рож,ябалак
183,Kranich::N,ка́рга,торна
184,Krähe::N,ва́рси,карга
185,Kuckuck::N,ку́ку,күке
186,Kuckuck::N,ку́ку,кәккүк
187,Schwan::N,ло́ксти,аккош
188,Fisch::N,кал,балык
189,Barsch::N,о́кунь,алабуга
190,Hecht::N,щу́ка,чуртан
191,Schlange[Tier]::N,куй,елан
192,Wurm::N,сукс,корт
193,Spinne::N,унжа́,үрмәкүч
194,Ameise::N,панжам,кырмыска
195,Laus::N,си,бет
196,Mücke::N,ся́ське,черки
197,Mücke::N,ся́ське,озынборын
198,Fliege::N,кару,чебен
199,Schmetterling::N,ме́лав,күбәләк
200,Beere::N,и́мож,җиләк
201,Apfel::N,марь,алма
202,Pilz::N,панга,гөмбә
203,Zwiebel::N,шурьхкя́,суган
204,Zwiebel::N,шурьхкя́,суганбаш
205,Saat::N,видьмот,орлык
206,Korn::N,сёра,иген
207,Korn::N,сёра,орлык
208,Heu::N,тише,печән
209,Schale::N,кедь,кабык
210,Grube::N,лотка,баз
211,Grube::N,лотка,чокыр
212,Falle::N,туфкс,тозак
213,Falle::N,туфкс,капкын
214,Falle::N,кунда́ма,тозак
215,Falle::N,кунда́ма,капкын
216,Schlinge::N,килькш,элмәк
217,Spur::N,пильгоки́,эз
218,Asche::N,кулу,көл
219,Dreck::N,ърда́з,пычрак
220,Eisen::N,кшни,тимер
221,Gold::N,ока,алтын
222,Gold::N,золота,алтын
223,Silber::N,сия́,көмеш
224,Kohle::N,седь,күмер
225,Kohle::N,седьвальмя,күмер
226,Glas::N,кля́нцек,пыяла
227,Lehm::N,сёвонь,балчык
228,Sand::N,шува́р,ком
229,Mensch::N,ломань,адәм
230,Mensch::N,ломань,инсан
231,Mann::N,аля,ир
232,Mann::N,цёраломань,ир
233,Frau::N,ава,хатын
234,Kind::N,идь,бала
235,Kind::N,шаба,бала
236,Junge::N,цёраня,малай
237,Mädchen::N,стирня́,кыз
238,Familie::N,тнал,гаилә
239,Familie::N,семья,гаилә
240,Großvater::N,атя,бабай
241,Großvater::N,щя́тя,бабай
242,Großmutter::N,баба,әби
243,Eltern::N,тя́дят-а́лят,ата-ана
244,Vater::N,аля,ата
245,Mutter::N,ава,ана
246,Mutter::N,тядя,ана
247,Sohn::N,цёра,ул
248,Tochter::N,стирь,кыз
249,Bruder::N,дуган,кардәш
250,Bruder::N,пяльне,кардәш
251,Schwester::N,ака,апа
252,Schwester::N,ака,сеңел
253,Schwester::N,сазор,апа
254,Schwester::N,сазор,сеңел
255,Onkel::N,оця,дәдә
256,Onkel::N,оця,дәдәй
257,Onkel::N,патя,дәдә
258,Onkel::N,патя,дәдәй
259,Onkel::N,щеня́,дәдә
260,Onkel::N,щеня́,дәдәй
261,Tante::N,ака,түти
262,Tante::N,ака,тәтәй
263,Tante::N,щака,түти
264,Tante::N,щака,тәтәй
265,Ehemann::N,мирде,ир
266,Ehefrau::N,ърьвя́,хатын
267,Freude::N,ке́нярдема,сөенеч
268,Gelächter::N,рахсема,көлү
269,Gelächter::N,рахсема,көлеш
270,Glück::N,паваз,бәхет
271,Kummer::N,ризф,хәсрәт
272,Kummer::N,пичефкс,хәсрәт
273,Wunsch::N,мяль,теләк
274,Wunsch::N,таколдома,теләк
275,Lust::N,таколдома,теләк
276,Lust::N,таколдома,теләү
277,Geist::N,вайме,рух
278,Gedanke::N,мяль,уй
279,Gedanke::N,мяль,фикер
280,Gedächtnis::N,прявий,хәтер
281,Verstand::N,прявий,акыл
282,Sinn::N,ён,мәгънә
283,Grund::N,туфта́л,сәбәп
284,Wahrheit::N,ви́де,хак
285,Wahrheit::N,видеши́,хак
286,Gespräch::N,корхтама,әңгәмә
287,Märchen::N,ёфкс,әкият
288,Erzählung::N,азкс,хикәя
289,Nachricht::N,куля́,хәбәр
290,Neuigkeit::N,куля́,яңалык
291,Name::N,лем,исем
292,Rätsel::N,со́дама ёфкс,табышмак
293,Rede::N,вал,нотык
294,Rede::N,корхтама,нотык
295,Sprache::N,кяль,тел
296,Stimme::N,вайгяль,тавыш
297,Wort::N,вал,сүз
298,Zeichen::N,тя́ште,ишарә
299,Zeichen::N,тя́штькс,ишарә
300,Ruf::N,тердема,дәшү
301,Lärm::N,гайф,шау
302,Lärm::N,жалакодома,шау
303,Laut::N,вайгяль,аваз
304,Ton::N,вайгяль,шалтырату
305,Lied::N,мора,җыр
306,Ruhe::N,сетьме,тынлык
307,Leute::N,ломатть,халык
308,Volk::N,наро́д,халык
309,Arbeit::N,тев,эш
310,Arbeit::N,тев,хезмәт
311,Gast::N,и́нжи,кунак
312,Gast::N,ко́нак,кунак
313,Geschenk::N,казне,бүләк
314,Spiel::N,налхкома,уен
315,Spiel::N,налхксема,уен
316,Gesellschaft::N,кружок,җәмгыять
317,Hilfe::N,лездома,ярдәм
318,Hilfe::N,лездома,булышлык
319,Freund::N,я́лга,дус
320,Kamerad::N,я́лга,иптәш
321,Angelegenheit::N,тев,эш
322,Anzahl::N,лувкс,микъдар
323,Art::N,вид,төр
324,Stück::N,пакш,кисәк
325,Teil::N,часть,өлеш
326,Teil::N,пялькс,өлеш
327,Hälfte::N,пяле,ярым
328,Kreis::N,шаркс,түгәрәк
329,Kreuz::N,крёз,хач
330,Kreuz::N,крёз,тәре
331,Linie::N,межа,сызык
332,Linie::N,китькс,сызык
333,Strich::N,межа,сызык
334,Abstand::N,ётка,ара
335,Entfernung::N,ётка,ераклык
336,Gegend::N,ва́ста,урын
337,Gegend::N,перьфпя́ль,урын
338,Platz::N,ва́ста,бушлык
339,Ort::N,ва́ста,урын
340,Seite::N,пяле,як
341,Mitte::N,кучка́,урта
342,Gegenstand::N,веща,нәрсә
343,Sache::N,тев,нәрсә
344,Sache::N,веща,нәрсә
345,Rand::N,пе,чит
346,Kante::N,и́рдез,кырый
347,Ecke::N,ужа,почмак
348,Spitze::N,пря,оч
349,Ende::N,пе,азак
350,Loch::N,варя,тишек
351,Winkel::N,ужа,почмак
352,Muster::N,сёрма,парча
353,Größe::N,серь,зурлык
354,Länge::N,кува́лма,озынлык
355,Höhe::N,серь,биеклек
356,Gewicht::N,сталма,авырлык
357,Menge::N,лувкс,микъдар
358,Haufen::N,мар,өем
359,Reihe::N,ряд,рәт
360,Boot::N,венеж,каек
361,Boot::N,венеж,көймә
362,Ruder::N,миле,ишкәк
363,Schlitten::N,ну́рда,чана
364,Ski::N,сокс,чаңгы
365,Lagerfeuer::N,то́лмар,костёр
366,Last::N,канкс,йөк
367,Last::N,сталма,йөк
368,Gang::N,молема,йөреш
369,Schritt::N,аськолкс,адым
370,Norden::N,якшама шире,төньяк
371,Süden::N,ля́мбе ши́ре,көньяк
372,Westen::N,ши валгома шире,көнбатыш
373,Osten::N,шинь стяма шире,шәрык
374,Osten::N,шинь стяма шире,көнчыгыш
375,Holz::N,вирь,агач
376,Holz::N,шуфта,агач
377,Brett::N,лавця,такта
378,Platte::N,плита́,плитә
379,Stütze::N,неже,таяу
380,Stange::N,олга,колга
381,Stock::N,байдек,таяк
382,Stab::N,олгоня,таяк
383,Rohr::N,турама,торба
384,Haus::N,куд,өй
385,Haus::N,куд,йорт
386,Heim::N,куд,гаилә
387,Heim::N,куд,нәсел
388,Ofen::N,пянакуд,мич
389,Fußboden::N,кия́кс,идән
390,Tisch::N,шра,өстәл
391,Tisch::N,моркш,өстәл
392,Stuhl::N,стул,утыргыч
393,Wiege::N,нюря́м,бишек
394,Bett::N,ацам,ятак
395,Bett::N,ацам,урын-җир
396,Regal::N,лавцяланга,киштә
397,Regal::N,лавцяланга,шүрлек
398,Kiste::N,парга,әрҗә
399,Fenster::N,валмья,тәрәзә
400,Tür::N,кенкш,ишек
401,Tor::N,ортат,капка
402,Zaun::N,перяфкс,койма
403,Dach::N,кудпря,түбә
404,Leiter::N,куцема,баскыч
405,Besen::N,тяльме,себерке
406,Spaten::N,ка́йме,көрәк
407,Schaufel::N,ко́поня,көрәк
408,Schaufel::N,ця́рдом,көрәк
409,Gabel::N,ця́нгоня,чәннечке
410,Löffel::N,куцю,кашык
411,Messer::N,пеель,пычак
412,Nagel::N,эска,кадак
413,Haken::N,кя́чказ,ыргак
414,Griff::N,недь,тотка
415,Griff::N,кунда́мка,тотка
416,Schloss::N,замо́к,йозак
417,Bild::N,карти́на,рәсем
418,Bild::N,карти́на,картина
419,Figur::N,ронга-понда,сын
420,Figur::N,ронга-понда,фигура
421,Puppe::N,ня́ка,курчак
422,Beutel::N,кяскав,луза
423,Bündel::N,кярьме,бәйләм
424,Tasche::N,кошяльня,букча
425,Eimer::N,ве́дарка,чиләк
426,Deckel::N,тавадкс,капкач
427,Deckel::N,вельхкс,капкач
428,Geschirr::N,кядьге,савыт-саба
429,Geschirr::N,кядьге,кашык-аяк
430,Sack::N,кяскав,капчык
431,Tasse::N,ша́ваня,чынаяк
432,Topf::N,кавозь,чүлмәк
433,Kessel::N,сргавозь,казан
434,Essen::N,ярхцама,ашау
435,Nahrung::N,ярхцампяль,азык
436,Nahrung::N,ярхцампяль,тәгам
437,Nahrung::N,ярхцампяль,ашамлык
438,Speise::N,ярхцама,ризык
439,Fleisch::N,пал,ит
440,Fleisch::N,сиволь,ит
441,Getreide::N,сёра,ашлык
442,Brei::N,ям,ботка
443,Brot::N,кши,ипи
444,Brot::N,кши,икмәк
445,Scheibe::N,кочам,телем
446,Fett::N,куя́,май
447,Butter::N,вай,май
448,Öl::N,вай,май
449,Salz::N,сал,тоз
450,Suppe::N,шонгарям,шулпа
451,Suppe::N,коршампяль,шулпа
452,Honig::N,медь,бал
453,Milch::N,лофца,сөт
454,Tee::N,чай,чәй
455,Leder::N,кедь,күн
456,Wolle::N,пона,йон
457,Stoff::N,котф,тукыма
458,Nadel::N,салмокс,энә
459,Faden::N,сюре,җеп
460,Knopf::N,пуня,төймә
461,Knoten::N,сюлма,төен
462,Farbe::N,архтомбяль,буяу
463,Kleidung::N,щам,кием
464,Hemd::N,па́нар,күлмәк
465,Kragen::N,сиве,яка
466,Ärmel::N,ожа,җиң
467,Hose::N,понкст,чалбар
468,Gürtel::N,каркс,билбау
469,Mütze::N,вазь,бүрек
470,Schuh::N,башма́к,башмак
471,Stiefel::N,кя́ме,итек
472,Ring::N,суркс,балдак
473,Band::N,керькс,тасма
474,Band::N,лента,тасма
475,Kamm::N,сюрьхцем,тарак
476,Spiegel::N,ванома,көзге
477,Riemen::N,шнань каркс,каеш
478,Schnur::N,пикс,бау
479,Schnur::N,карькскя,бау
480,Leine::N,вядьме,тезген
481,Decke::N,вельхкс,юрган
482,Kissen::N,тоду,мендәр
483,Tuch::N,руця́,яулык
484,Handtuch::N,на́рдама,сөлгә
485,Kraft::N,вий,егәр
486,Kraft::N,вий,дәрман
487,Stärke::N,вииши,көч
488,Stärke::N,вииши,дәрман
489,Gesundheit::N,шумбраши́,саулык
490,Krankheit::N,урма́,чир
491,Krankheit::N,урма́,хаста
492,Krankheit::N,урма́,сырхау
493,Krankheit::N,сярядема,чир
494,Krankheit::N,сярядема,хаста
495,Krankheit::N,сярядема,сырхау
496,Schmerz::N,маряма,авырту
497,Wunde::N,керф,яра
498,Wunde::N,керф,җәрәхәт
499,Fieber::N,маштыкс,бизгәк
500,Arznei::N,надо́бья,дару
501,Arznei::N,пъчка́фтома,дару
502,Brücke::N,седь,күпер
503,Brunnen::N,эши,кое
504,Weide::N,ванома васта,утлавык
505,Pfad::N,ян,сукмак
506,Pfad::N,киня́,сукмак
507,Weg::N,ки,юл
508,Straße::N,ки,урам
509,Dorf::N,веле,авыл
510,Stadt::N,ош,шәһәр
511,Brief::N,сёрма,хат
512,Buch::N,книга,китап
513,Buchstabe::N,бу́ква,хәреф
514,Zeitung::N,газе́та,газет
515,Zeitung::N,газе́та,газета
516,Leben::N,эряф,гомер
517,Leben::N,эряф,тормыш
518,Leben::N,эряф,тереклек
519,Leben::N,эряма,гомер
520,Leben::N,эряма,тормыш
521,Leben::N,эряма,тереклек
522,Tod::N,кулома́,үлем
523,Grab::N,калма,гүр
524,Grab::N,калма,кабер
525,Kirche::N,це́рькав,чиркәү
526,Sünde::N,пежеть,язык
527,Sünde::N,пежеть,гөнаһ
528,Sünde::N,муворкс,язык
529,Sünde::N,муворкс,гөнаһ
530,Gott::N,шкай,алла
531,Gott::N,шкай,ходай
532,Arbeiter::N,трудендай,эшче
533,Arbeiter::N,работник,эшче
534,Chef::N,азор,башлык
535,Chef::N,оцюня,башлык
536,Meister::N,мастяр,оста
537,Arzt::N,врач,врач
538,Arzt::N,врач,табиб
539,Arzt::N,доктор,врач
540,Arzt::N,доктор,табиб
541,Lehrer::N,учи́тель,укытучы
542,Lehrer::N,учи́тель,мөгаллим
543,Geld::N,ярмакт,акча
544,Geschäft::N,ладяфкс,эш
545,Geschäft::N,ладяф тев,эш
546,Laden::N,ла́вка,кибет
547,Laden::N,ла́вка,магазин
548,Preis::N,питне,бәя
549,Preis::N,питне,бәһа
550,Ware::N,миф,товар
551,Ware::N,ра́маф,товар
552,Nutzen::N,пара,файда
553,Nutzen::N,лезкс,файда
554,Reichtum::N,ко́зяши,байлык
555,Welt::N,свет,дөнья
556,Land::N,мастор,ил
557,Staat::N,государства,дәүләт
558,König::N,король,патша
559,Macht::N,азорондама,хакимият
560,Macht::N,азорксши,хакимият
561,Grenze::N,ёткаян,чик
562,Krieg::N,война́,сугыш
563,Feind::N,душман,дошман
564,Feind::N,каршек тюри,дошман
565,Gewalt::N,наругама,көчләү
566,Kampf::N,тюрема́,көрәш
567,Bogen[Waffe]::N,нал,җәя
568,Pfeil::N,нал,ук
569,Gewehr::N,винто́вка,мылтык
570,Fehler::N,эльбядькс,хата
571,Lüge::N,васькафнема,ялган
572,Schaden::N,зия́н,зыян
573,Schaden::N,зия́н,зарар
574,Unglück::N,зия́н,бәла
575,Schuld::N,муворши,гаеп
576,Alter::N,эряф кизот,яшь
577,Alter::N,эряфонь пинге,яшь
578,Schluss::N,пе,ахыр
579,Zeit::N,пинге,заман
580,Tag::N,ши,көн
581,Morgen::N,шобдава,иртә
582,Mittag::N,шикучка,өйлә
583,Abend::N,иля́дь,кич
584,Nacht::N,ве,төн
585,Woche::N,недя́ля,атна
586,Monat::N,ков,ай
587,Jahr::N,киза,ел
588,Frühling::N,тунда́,яз
589,Sommer::N,киза,җәй
590,Herbst::N,сёксе,көз
591,Winter::N,тяла,кыш
592,Januar::N,кельмеков,гыйнвар
593,Februar::N,уфайков,февраль
594,März::N,марайков,март
595,April::N,шудиков,апрель
596,Mai::N,панжиков,май
597,Juni::N,лямбеков,июнь
598,Juli::N,псиков,июль
599,August::N,сёроньков,август
600,September::N,тюжягов,сентябрь
601,Oktober::N,кельмазаков,октябрь
602,November::N,эйндамков,ноябрь
603,Dezember::N,кучкаков,декабрь
604,Montag::N,одговши,дүшәмбе
605,Dienstag::N,ша́вши,сишәмбе
606,Mittwoch::N,вержи,чәршәмбе
607,Donnerstag::N,шува́ланя,атнакич
608,Donnerstag::N,шува́ланя,пәнҗешәмбе
609,Freitag::N,пя́денця,җомга
610,Samstag::N,ёткши,шимбә
611,Sonntag::N,таргоши,якшәмбе
612,groß::A,оцю,зур
613,klein::A,ёмла,кечкенә
614,lang::A,кува́ка,озын
615,kurz::A,нюрьхкя́ня,кыска
616,breit::A,кели,киң
617,schmal::A,тяйня,кысык
618,dicht::A,сиде,куе
619,dicht::A,туста,куе
620,dick[Gegenstand]::A,эчке,калын
621,dünn::A,шува́ня,нечкә
622,fein::A,шува́ня,нәзакәтле
623,fest::A,кеме,нык
624,flach::A,лапш,яссы
625,flach::A,лапш,ялпак
626,glatt::A,вадяв,шома
627,glatt::A,такор,шома
628,hart::A,калгода,каты
629,weich::A,ляпе,йомшак
630,rund::A,кру́глай,түгәрәк
631,spitz::A,ботаз,очлы
632,spitz::A,оржа,очлы
633,scharf::A,оржа,үткен
634,stumpf::A,ношка,үтмәс
635,schwer::A,стака,салмак
636,schön::A,мазы,гүзәл
637,heiß::A,пси,эссе
638,warm::A,лямбе,җылы
639,kalt::A,кельме,суык
640,kalt::A,кельме,салкын
641,kühl::A,эше,салкынча
642,frisch::A,свежай,салкынча
643,feucht::A,летьке,юеш
644,nass::A,начка,дымлы
645,trocken::A,коське,коры
646,voll::A,пяшксе,тулы
647,leer::A,шава,буш
648,offen::A,панжада,ачык
649,offen::A,виде,ачык
650,geschlossen::A,пякстаф,йомык
651,geschlossen::A,сёлгф,йомык
652,sauber::A,ару,пакь
653,sauber::A,ару,чиста
654,schmutzig::A,рда́зу,керле
655,schmutzig::A,рда́зу,пычрак
656,schmutzig::A,пя́ндра,керле
657,schmutzig::A,пя́ндра,пычрак
658,roh::A,верок,чи
659,reif::A,ке́нерьф,өлгергән
660,lecker::A,танцти,тәмле
661,süß::A,ламбама,татлы
662,bitter::A,сяпи,ачы
663,sauer::A,шапама,әче
664,hell::A,валда,якты
665,dunkel::A,шобда,кара
666,schwarz::A,равжа,кара
667,weiß::A,акша,ак
668,rot::A,якстерь,кызыл
669,gelb::A,тюжя́,сары
670,blau::A,сенем,күк
671,grün::A,пиже,яшел
672,grün::A,сянгяря,яшел
673,grau::A,уле,соры
674,bunt::A,сёрмав,чуар
675,billig::A,у́цез,арзан
676,billig::A,аф пи́тни,арзан
677,teuer::A,пи́тни,хаклы
678,wertvoll::A,питни,кыйммәтле
679,blind::A,сокор,сукыр
680,blind::A,сокор,күзсез
681,taub::A,пярав,чукрак
682,taub::A,пярав,саңгырау
683,kräftig::A,пяк вии,егәрле
684,stark::A,вии,нык
685,stark::A,вии,базык
686,schwach::A,лафча,зәгыйфь
687,fett::A,куя́,симез
688,schlank::A,виде ронга,нәзек
689,hübsch::A,мазы,чибәр
690,böse::A,кяжи,усал
691,dumm::A,аф ёню,акылсыз
692,dumm::A,шава пря,акылсыз
693,faul::A,нола,ялкау
694,faul::A,нола,иренчәк
695,fleißig::A,ку́лхцонды,тырыш
696,fleißig::A,ку́лхцонды,тырышучан
697,geizig::A,кирьжя,саран
698,geizig::A,жаднай,саран
699,klug::A,ёню,акыллы
700,klug::A,пря́ви,акыллы
701,geschickt::A,маштозь тиф,маһир
702,lieb::A,цебярь,сөекле
703,lustig::A,ра́хси,күңелле
704,sanft::A,сетьме,басынкы
705,hungrig::A,вача,ач
706,hungrig::A,вачеда,ач
707,krank::A,сяряди,чирле
708,krank::A,сяряди,сырхау
709,nackt::A,штада,шәрә
710,nackt::A,кърхтапа,шәрә
711,traurig::A,ла́жнай,ямансу
712,lebendig::A,эряй,тере
713,gut::A,пара,яхшы
714,gut::A,цебярь,яхшы
715,schlecht::A,кальдяв,начар
716,richtig::A,виде,дөрес
717,schlimm::A,кальдяв,әшәкә
718,wahr::A,афкуксонь,чып-чын
719,alt::A,ташта,иске
720,neu::A,од,яңа
721,ehemalig::A,и́нгольдень,элекке
722,alt[Lebewesen]::A,сире,карт
723,jung::A,од,яшь
724,arm::A,а́шу,фәкыйрь
725,reich::A,козя,бай
726,bekannt::A,содаф,таныш
727,berühmt::A,содавикс,атаклы
728,fremd::A,лия,ят
729,fremd::A,аф содаф,ят
730,verschieden::A,аф фкя ла́цонь,төрле
731,nah::A,мала,якын
732,nah::A,аф ичкоздень,якын
733,fern::A,и́чкоздень,ерак
734,fern::A,куна́рдонь,ерак
735,linker::A,кержи,сул
736,rechter::A,види,уң
737,anderer::A,лия,бүтән
738,erster::A,васенце,беренче
739,zweiter::A,омбоце,икенче
740,dritter::A,колмоце,өченче
741,letzter::A,ме́кольце,ахыргы
742,allein::ADV,ськамонза,ялгыз
743,auf einmal::ADV,вихцок,бердән
744,zusammen::ADV,марс,бергә
745,zusammen::ADV,ма́рса,бергә
746,lange::ADV,кува́тьс,озак
747,plötzlich::ADV,а́пак учт,искәрмәстән
748,sofort::ADV,тяникиге,хәзер
749,später::ADV,ме́ле,соңрак
750,jetzt::ADV,тяни,хәзер
751,heute::ADV,тячи,бүген
752,morgen::ADV,ва́нды,иртәгә
753,bald::ADV,курок,тиздән
754,dann::ADV,меле,аннары
755,dann::ADV,сяда меле,аннары
756,gestern::ADV,ися́к,кичә
757,einst::ADV,весть,берчак
758,einst::ADV,мзя́рда-бди,берчак
759,damals::ADV,эста,ул вакытта
760,damals::ADV,эста,ул чакта
761,danach::ADV,меле,да
762,vorher::ADV,инголи,элек
763,zuerst::ADV,ва́сенда,башта
764,einmal::ADV,весть,бер
765,einmal::ADV,весть,бер мәртәбә
766,manchmal::ADV,лия́ста,кайчакта
767,manchmal::ADV,ко́ста-ко́ста,кайчакта
768,oft::ADV,си́деста,еш
769,immer::ADV,фалу,һәркайчан
770,immer::ADV,най,һәркайчан
771,niemals::ADV,аф мзя́рдонга,hичбер вакыт
772,hier::ADV,тяса,монда
773,hier::ADV,тяса,биредә
774,hierhin::ADV,сей,монда
775,hierhin::ADV,тяза,монда
776,von hier::ADV,тя́ста,моннан
777,dort::ADV,тоса,анда
778,dorthin::ADV,тов,тегеләй
779,dorthin::ADV,тоза,тегеләй
780,geradeaus::ADV,ви́деста,турыдан-туры
781,vorwärts::ADV,и́нголи,алга
782,rückwärts::ADV,ме́ки,кире
783,zurück::ADV,ме́ки,кире
784,unten::ADV,ала,түбәндә
785,hinab::ADV,алу,аска
786,oben::ADV,вяре,өстә
787,oben::ADV,вяре,югарыда
788,hinauf::ADV,вяри,өскә
789,überall::ADV,се́мбе ва́стова,hәркайда
790,nicht::ADV,аф,түгел
791,ein wenig::ADV,аф лама,бераз
