,Concept_ID,se,tt
243,Fuß::N,jue´lǧǧ,табан
244,Fuß::N,ла̄бпь,табан
245,Ferse::N,båetskie,үкчә
246,Ferse::N,boasske,үкчә
247,Ferse::N,šušmi,үкчә
248,Ferse::N,šušme,үкчә
249,Ferse::N,jue´lǧǧkädd,үкчә
250,Ferse::N,ка̄ннт,үкчә
251,Knie::N,boelve,тез
252,Knie::N,buolvva,тез
253,Knie::N,čibbi,тез
254,Knie::N,veaŋki,тез
255,Knie::N,iidâ,тез
256,Knie::N,puõlvv,тез
257,Knie::N,пуллв,тез
258,Oberschenkel::N,ruaksja,бот
259,Oberschenkel::N,tjibbe,бот
260,Oberschenkel::N,gassaváhkká,бот
261,Oberschenkel::N,badjeváhkáa,бот
262,Oberschenkel::N,čuár'bpeeḷi,бот
263,Oberschenkel::N,če´bb,бот
264,Oberschenkel::N,чуаррбе̄лль,бот
265,Bein::N,juelkie,аяк
266,Bein::N,juolgge,аяк
267,Bein::N,juolgi,аяк
268,Bein::N,jyel'gi,аяк
269,Bein::N,jue´lǧǧ,аяк
270,Bein::N,ю̄лльк,аяк
271,Körper::N,kråahpe,тән
272,Körper::N,kråahpe,җисем
273,Körper::N,rumáj,тән
274,Körper::N,rumáj,җисем
275,Körper::N,rumaš,тән
276,Körper::N,rumaš,җисем
277,Körper::N,ruumâš,тән
278,Körper::N,ruumâš,җисем
279,Körper::N,rå´pp,тән
280,Körper::N,rå´pp,җисем
281,Körper::N,лышшьк,тән
282,Körper::N,лышшьк,җисем
283,Körper::N,роаӈӈьк,тән
284,Körper::N,роаӈӈьк,җисем
285,Haut::N,njaltja,тире
286,Haut::N,lijkke,тире
287,Haut::N,tjuobma,тире
288,Haut::N,liiki,тире
289,Haut::N,liške,тире
290,Haut::N,le´šǩǩ,тире
291,Haut::N,лышшьк,тире
292,Blut::N,vïrre,кан
293,Blut::N,maelie,кан
294,Blut::N,varra,кан
295,Blut::N,varra,кан
296,Blut::N,vorrâ,кан
297,Blut::N,võrr,кан
298,Blut::N,вэ̄рр,кан
299,Ader::N,åerie,тамыр
300,Ader::N,aajroe,тамыр
301,Ader::N,suodna,тамыр
302,Ader::N,varrasuotna,тамыр
303,Ader::N,suoṇâ,тамыр
304,Ader::N,suõnn,тамыр
305,Ader::N,сӯнн,тамыр
306,Sehne::N,soene,сеңер
307,Sehne::N,gåårtenje,сеңер
308,Sehne::N,suodna,сеңер
309,Sehne::N,suotna,сеңер
310,Sehne::N,suoṇâ,сеңер
311,Sehne::N,suõnn,сеңер
312,Sehne::N,сӯнн,сеңер
313,Knochen::N,måara,сөяк
314,Knochen::N,måaroe,сөяк
315,Knochen::N,dákte,сөяк
316,Knochen::N,dákti,сөяк
317,Knochen::N,tähti,сөяк
318,Knochen::N,tä´htt,сөяк
319,Knochen::N,та̄ххт,сөяк
320,Knochen::N,та̄ффьт,сөяк
321,Gehirn::N,aajla,ми
322,Gehirn::N,vuojŋam,ми
323,Gehirn::N,vuoigŋašat,ми
324,Gehirn::N,vuoi'ŋâšeh,ми
325,Gehirn::N,vuo'ivâšneh,ми
326,Gehirn::N,vuõivâšn,ми
327,Gehirn::N,вуэййвэшна,ми
328,Herz::N,vaajmoe,йөрәк
329,Herz::N,tsåhke,йөрәк
330,Herz::N,váibmu,йөрәк
331,Herz::N,váimu,йөрәк
332,Herz::N,čââ´đ,йөрәк
333,Herz::N,кӯттҌк,йөрәк
334,Magen::N,tjåejjie,ашказаны
335,Magen::N,tjoajvve,ашказаны
336,Magen::N,čoavji,ашказаны
337,Magen::N,čuáv'ji,ашказаны
338,Magen::N,čåu´jj,ашказаны
339,Magen::N,чо̄ввьй,ашказаны
340,Leber::N,mueksie,бавыр
341,Leber::N,librre,бавыр
342,Leber::N,vuoivvas,бавыр
343,Leber::N,vuoivâs,бавыр
344,Leber::N,vuõivâs,бавыр
345,Leber::N,вуйвас,бавыр
346,Atem::N,voejngehtasse,сулыш
347,Atem::N,båssånis,сулыш
348,Atem::N,vuojŋadahka,сулыш
349,Atem::N,vuoiŋŋahat,сулыш
350,Atem::N,vuo'iŋâstim,сулыш
351,Atem::N,jiõg'g,сулыш
352,Atem::N,вӯйнас,сулыш
353,Atem::N,вӯййнмушш,сулыш
354,Hunger::N,nielkie,ачлык
355,Hunger::N,nielgge,ачлык
356,Hunger::N,nealgi,ачлык
357,Hunger::N,nelgi,ачлык
358,Hunger::N,neä´lǧǧ,ачлык
359,Hunger::N,не̄лльк,ачлык
360,Träne::N,gïknjele,яшь
361,Träne::N,ganjál,яшь
362,Träne::N,ganjal,яшь
363,Träne::N,koonjâl,яшь
364,Träne::N,kõõnjâl,яшь
365,Träne::N,кэ̄нял,яшь
366,Geschmack::N,aelmie,тәм
367,Geschmack::N,aelmie,зәвык
368,Geschmack::N,muosse,тәм
369,Geschmack::N,muosse,зәвык
370,Geschmack::N,smáhkka,тәм
371,Geschmack::N,smáhkka,зәвык
372,Geschmack::N,máhku,тәм
373,Geschmack::N,máhku,зәвык
374,Geschmack::N,smáhkka,тәм
375,Geschmack::N,smáhkka,зәвык
376,Geschmack::N,mááhu,тәм
377,Geschmack::N,mááhu,зәвык
378,Geschmack::N,smakkâ,тәм
379,Geschmack::N,smakkâ,зәвык
380,Geschmack::N,njõõd,тәм
381,Geschmack::N,njõõd,зәвык
382,Geschmack::N,smääkk,тәм
383,Geschmack::N,smääkk,зәвык
384,Geschmack::N,ня̄лльк,тәм
385,Geschmack::N,ня̄лльк,зәвык
386,Geruch::N,haaje,ис
387,Geruch::N,habjja,ис
388,Geruch::N,hádja,ис
389,Geruch::N,opsâ,ис
390,Geruch::N,haajâ,ис
391,Geruch::N,õpss,ис
392,Geruch::N,haajj,ис
393,Geruch::N,апс,ис
394,Geruch::N,лэ̄гк,ис
395,Schlaf::N,nahkerh,йокы
396,Schlaf::N,nager,йокы
397,Schlaf::N,oados,йокы
398,Schlaf::N,nagir,йокы
399,Schlaf::N,naṿer,йокы
400,Schlaf::N,nââ´er,йокы
401,Schlaf::N,нагерь,йокы
402,Traum::N,nahkere,төш
403,Traum::N,niehko,төш
404,Traum::N,niehku,төш
405,Traum::N,naṿer,төш
406,Traum::N,nââ´er,төш
407,Traum::N,нагерь,төш
408,Himmel::N,elmie,күк
409,Himmel::N,almme,күк
410,Himmel::N,albmi,күк
411,Himmel::N,alme,күк
412,Himmel::N,â´lmm,күк
413,Himmel::N,алльм,күк
414,Sonne::N,biejjie,кояш
415,Sonne::N,bæjvásj,кояш
416,Sonne::N,beaivváš,кояш
417,Sonne::N,peivi,кояш
418,Sonne::N,piäiváš,кояш
419,Sonne::N,pei´vv,кояш
420,Sonne::N,пе̄ййв,кояш
421,Mond::N,aske,ай
422,Mond::N,mánno,ай
423,Mond::N,mánnu,ай
424,Mond::N,máánu,ай
425,Mond::N,mään,ай
426,Mond::N,ма̄нн,ай
427,Stern::N,daasta,йолдыз
428,Stern::N,naestie,йолдыз
429,Stern::N,násste,йолдыз
430,Stern::N,násti,йолдыз
431,Stern::N,täsni,йолдыз
432,Stern::N,tä´snn,йолдыз
433,Stern::N,та̄ссьт,йолдыз
434,Luft::N,elmie,һава
435,Luft::N,ájmmo,һава
436,Luft::N,áibmu,һава
437,Luft::N,áimu,һава
438,Luft::N,šõŋŋ,һава
439,Luft::N,вӯйнас,һава
440,Wind::N,bïegke,җил
441,Wind::N,biegga,җил
442,Wind::N,biegga,җил
443,Wind::N,pieg'gâ,җил
444,Wind::N,piõg'g,җил
445,Wind::N,пӣӈӈк,җил
446,Welle::N,baaroe,дулкын
447,Welle::N,bárro,дулкын
448,Welle::N,bárru,дулкын
449,Welle::N,pááṛu,дулкын
450,Welle::N,päärr,дулкын
451,Welle::N,нэ̄ммп,дулкын
452,Wasser::N,tjaetsie,су
453,Wasser::N,tjáhtje,су
454,Wasser::N,čáhci,су
455,Wasser::N,čääci,су
456,Wasser::N,čää´cc,су
457,Wasser::N,ча̄дзь,су
458,Stein::N,gierkie,таш
459,Stein::N,giergge,таш
460,Stein::N,geađgi,таш
461,Stein::N,keđgi,таш
462,Stein::N,ǩeä´dǧǧ,таш
463,Stein::N,ке̄ддҌк,таш
464,Boden::N,betnie,туфрак
465,Boden::N,ednam,туфрак
466,Boden::N,bodni,туфрак
467,Boden::N,vuođđu,туфрак
468,Boden::N,ponne,туфрак
469,Boden::N,vuáđ̣u,туфрак
470,Boden::N,vuâđđ,туфрак
471,Boden::N,лаввьн,туфрак
472,Boden::N,е̄ммьне,туфрак
473,Erde::N,jåarta,җир
474,Erde::N,mueltie,җир
475,Erde::N,ednam,җир
476,Erde::N,mållde,җир
477,Erde::N,eana,җир
478,Erde::N,eennâm,җир
479,Erde::N,mädd,җир
480,Erde::N,jânnam,җир
481,Erde::N,е̄ммьне,җир
482,Staub::N,heblie,тузан
483,Staub::N,tsumhtsie,тузан
484,Staub::N,dubme,тузан
485,Staub::N,dopmu,тузан
486,Staub::N,kovjâ,тузан
487,Staub::N,põõ´l,тузан
488,Staub::N,кэ̄ббьй,тузан
489,Rauch::N,soeve,төтен
490,Rauch::N,suovva,төтен
491,Rauch::N,suovva,төтен
492,Rauch::N,suoṿâ,төтен
493,Rauch::N,suõvv,төтен
494,Rauch::N,сӯвв,төтен
495,Funke::N,naestie,очкын
496,Funke::N,tjuonam,очкын
497,Funke::N,čuotnan,очкын
498,Funke::N,čuođâlm,очкын
499,Funke::N,iiskâr,очкын
500,Funke::N,čuõzzâm,очкын
501,Funke::N,чӯссэм,очкын
502,Feuer::N,dålle,ут
503,Feuer::N,dållå,ут
504,Feuer::N,dolla,ут
505,Feuer::N,tullâ,ут
506,Feuer::N,toll,ут
507,Feuer::N,то̄лл,ут
508,Licht::N,tjoevke,якты
509,Licht::N,tjuovgga,якты
510,Licht::N,čuovga,якты
511,Licht::N,čuovggas,якты
512,Licht::N,čuoṿâ,якты
513,Licht::N,toll,якты
514,Licht::N,čuõvv,якты
515,Licht::N,то̄лл,якты
516,Schatten::N,skugkie,күләгә
517,Schatten::N,soejvene,күләгә
518,Schatten::N,irkes,күләгә
519,Schatten::N,sieges,күләгә
520,Schatten::N,itku,күләгә
521,Schatten::N,suoivâ,күләгә
522,Schatten::N,õõtt,күләгә
523,Schatten::N,ǩeeu´niǩ,күләгә
524,Schatten::N,кывьнэхь,күләгә
525,Wetter::N,vïerhtse,һава
526,Wetter::N,dálkke,һава
527,Wetter::N,dálki,һава
528,Wetter::N,šoŋŋâ,һава
529,Wetter::N,šõŋŋ,һава
530,Wetter::N,шэ̄ӈӈ,һава
531,Nebel::N,såavla,томан
532,Nebel::N,mearhka,томан
533,Nebel::N,murkko,томан
534,Nebel::N,mierkká,томан
535,Nebel::N,mierká,томан
536,Nebel::N,miär'kká,томан
537,Nebel::N,oṃo,томан
538,Nebel::N,sue´lnn,томан
539,Nebel::N,цӣгк,томан
540,Nebel::N,сулльн,томан
541,Wolke::N,balve,болыт
542,Wolke::N,balvva,болыт
543,Wolke::N,balva,болыт
544,Wolke::N,polvâ,болыт
545,Wolke::N,põlvv,болыт
546,Wolke::N,пэллв,болыт
547,Regen::N,ebrie,яңгыр
548,Regen::N,harvve,яңгыр
549,Regen::N,arvi,яңгыр
550,Regen::N,arve,яңгыр
551,Regen::N,â´brr,яңгыр
552,Regen::N,аббьр,яңгыр
553,Schnee::N,lopme,кар
554,Schnee::N,moehtege,кар
555,Schnee::N,muohta,кар
556,Schnee::N,muohta,кар
557,Schnee::N,muotâ,кар
558,Schnee::N,muõtt,кар
559,Schnee::N,вэ̄дз,кар
560,Schnee::N,куэллт,кар
561,Eis::N,jïenge,боз
562,Eis::N,jiegŋa,боз
563,Eis::N,jiekŋa,боз
564,Eis::N,jieŋ̣â,боз
565,Eis::N,jiõŋŋ,боз
566,Eis::N,ӣӈӈ,боз
567,Frost::N,baajkoe,суык
568,Frost::N,baajkoe,салкын
569,Frost::N,tjoasskem,суык
570,Frost::N,tjoasskem,салкын
571,Frost::N,buolaš,суык
572,Frost::N,buolaš,салкын
573,Frost::N,puolâš,суык
574,Frost::N,puolâš,салкын
575,Frost::N,puõlâš,суык
576,Frost::N,puõlâš,салкын
577,Frost::N,мӯнь,суык
578,Frost::N,мӯнь,салкын
579,Kälte::N,jueskie,суык
580,Kälte::N,jueskie,салкын
581,Kälte::N,tjåetskeme,суык
582,Kälte::N,tjåetskeme,салкын
583,Kälte::N,tjoasskem,суык
584,Kälte::N,tjoasskem,салкын
585,Kälte::N,čoaskin,суык
586,Kälte::N,čoaskin,салкын
587,Kälte::N,ko'lmâsvuotâ,суык
588,Kälte::N,ko'lmâsvuotâ,салкын
589,Kälte::N,ijss,суык
590,Kälte::N,ijss,салкын
591,Kälte::N,čuä´cǩǩem,суык
592,Kälte::N,čuä´cǩǩem,салкын
593,Kälte::N,tuârggnjõs,суык
594,Kälte::N,tuârggnjõs,салкын
595,Kälte::N,кэ̄лмас,суык
596,Kälte::N,кэ̄лмас,салкын
597,Hitze::N,baahke,эсселек
598,Hitze::N,báhkka,эсселек
599,Hitze::N,báhkka,эсселек
600,Hitze::N,pakkâ,эсселек
601,Hitze::N,kuṃe,эсселек
602,Hitze::N,paašt,эсселек
603,Hitze::N,жоарр,эсселек
604,Raureif::N,jyjse,бәс
605,Raureif::N,jyjse,сыкы
606,Raureif::N,ridne,бәс
607,Raureif::N,ridne,сыкы
608,Raureif::N,goarre,бәс
609,Raureif::N,goarre,сыкы
610,Raureif::N,ritni,бәс
611,Raureif::N,ritni,сыкы
612,Raureif::N,suhči,бәс
613,Raureif::N,suhči,сыкы
614,Raureif::N,riṇe,бәс
615,Raureif::N,riṇe,сыкы
616,Raureif::N,ай,бәс
617,Raureif::N,ай,сыкы
618,Regenbogen::N,aatjan goengere,салават күпере
619,Regenbogen::N,aatjan joekse,салават күпере
620,Regenbogen::N,ádjájuoksa,салават күпере
621,Regenbogen::N,arvedávgi,салават күпере
622,Regenbogen::N,bajándávgi,салават күпере
623,Regenbogen::N,äijihtävgi,салават күпере
624,Regenbogen::N,teârmmazjohss,салават күпере
625,Regenbogen::N,тӣрмесью̄ккс,салават күпере
626,Donner::N,raejrie,күкрәү
627,Donner::N,átjek,күкрәү
628,Donner::N,átjárájdde,күкрәү
629,Donner::N,áddjá,күкрәү
630,Donner::N,baján,күкрәү
631,Donner::N,juuṛâ,күкрәү
632,Donner::N,tie´rmes,күкрәү
633,Donner::N,тӣрмесь,күкрәү
634,Donner::N,ча̄ркнэгк,күкрәү
635,Strömung::N,njuvvie,агыш'агым
636,Strömung::N,ájggedáhpe,агыш'агым
637,Strömung::N,rávdnji,агыш'агым
638,Strömung::N,virde,агыш'агым
639,Strömung::N,ve´rdd,агыш'агым
640,Strömung::N,выррьт,агыш'агым
641,Tropfen::N,gåajhkohts,тамчы
642,Tropfen::N,gåjkudis,тамчы
643,Tropfen::N,goaikkanas,тамчы
644,Tropfen::N,čalme,тамчы
645,Tropfen::N,čâ´lmm,тамчы
646,Tropfen::N,ча̄лльм,тамчы
647,Schaum::N,sapte,күбек
648,Schaum::N,såpptå,күбек
649,Schaum::N,sokta,күбек
650,Schaum::N,suptâ,күбек
651,Schaum::N,soptt,күбек
652,Schaum::N,со̄ппт,күбек
653,Schmutz::N,haaskoe,пычрак
654,Schmutz::N,duolvva,пычрак
655,Schmutz::N,duolva,пычрак
656,Schmutz::N,durdi,пычрак
657,Schmutz::N,stänži,пычрак
658,Schmutz::N,sähss,пычрак
659,Schmutz::N,са̄ккьс,пычрак
660,Schmutz::N,не̄шшь,пычрак
661,See::N,jaevrie,күл
662,See::N,jávrre,күл
663,See::N,jávri,күл
664,See::N,jävri,күл
665,See::N,jâu´rr,күл
666,See::N,я̄ввьр,күл
667,Sumpf::N,pluevie,саз
668,Sumpf::N,áhpe,саз
669,Sumpf::N,sæmssa,саз
670,Sumpf::N,jeaggi,саз
671,Sumpf::N,jeggi,саз
672,Sumpf::N,jeä´ǧ'ǧ,саз
673,Sumpf::N,ла̄ммьп,саз
674,Moor::N,pluevie,торфлык
675,Moor::N,jiegge,торфлык
676,Moor::N,suotnju,торфлык
677,Moor::N,karrii,торфлык
678,Moor::N,kä´rev,торфлык
679,Moor::N,veättaǩ,торфлык
680,Moor::N,ла̄ммьп,торфлык
681,Wiese::N,ïentje,болын
682,Wiese::N,giedde,болын
683,Wiese::N,gieddi,болын
684,Wiese::N,nijtto,болын
685,Wiese::N,пуэшенҍ,болын
686,Wald::N,skåake,урман
687,Wald::N,skåajje,урман
688,Wald::N,miehtsie,урман
689,Wald::N,vuovdde,урман
690,Wald::N,miehttse,урман
691,Wald::N,vuovdi,урман
692,Wald::N,meahcci,урман
693,Wald::N,mecci,урман
694,Wald::N,vyemi,урман
695,Wald::N,vue´mm,урман
696,Wald::N,meä´c'c,урман
697,Wald::N,ля̄ммт,урман
698,Hügel::N,deava,калку
699,Hügel::N,dievvá,калку
700,Hügel::N,dievvá,калку
701,Hügel::N,čummâ,калку
702,Hügel::N,pä´rcc,калку
703,Hügel::N,teä´rmm,калку
704,Hügel::N,ка̄ннҌт,калку
705,Anhöhe::N,deava,үр
706,Anhöhe::N,jalladahke,үр
707,Anhöhe::N,dievásj,үр
708,Anhöhe::N,aláš,үр
709,Anhöhe::N,luohkká,үр
710,Anhöhe::N,tiävá,үр
711,Anhöhe::N,poorááš,үр
712,Anhöhe::N,ču´lpp,үр
713,Anhöhe::N,škâu´ŋŋ,үр
714,Anhöhe::N,ка̄ннҌт,үр
715,Berg::N,bïerje,тау
716,Berg::N,várre,тау
717,Berg::N,várri,тау
718,Berg::N,vääṛi,тау
719,Berg::N,vää´rr,тау
720,Berg::N,те̄ррьм,тау
721,Gipfel::N,dalvese,оч
722,Gipfel::N,tjåhkkå,оч
723,Gipfel::N,čohkka,оч
724,Gipfel::N,čokke,оч
725,Gipfel::N,čå´ǩǩ,оч
726,Gipfel::N,ла̄ддҍв,оч
727,Höhle::N,beajoe,мәгарә
728,Höhle::N,rájgge,мәгарә
729,Höhle::N,sluoggo,мәгарә
730,Höhle::N,biedju,мәгарә
731,Höhle::N,kuovđâšm,мәгарә
732,Höhle::N,skuõrr,мәгарә
733,Höhle::N,вуэӈӈк,мәгарә
734,Abhang::N,boelte,кабырга
735,Abhang::N,brijrie,кабырга
736,Abhang::N,bállte,кабырга
