,Concept_ID,ka,br
258,Märchen::N,ზღაპარი,kaoz korriganez
259,Erzählung::N,თქმულება,kontadenn
260,Nachricht::N,ცნობა,keloù
261,Nachricht::N,ამბავი,keloù
262,Neuigkeit::N,სიახლე,kelaouenn
263,Name::N,სახელი,anv
264,Rätsel::N,გამოცანა,divinatez
265,Rede::N,სიტყვა,diskour
266,Sprache::N,ენა,yezh
267,Stimme::N,ხმა,mouezh
268,Wort::N,სიტყვა,ger
269,Zeichen::N,ნიშანი,sin
270,Ruf::N,ძახილი,galv
271,Lärm::N,ხმაური,trouz
272,Laut::N,ხმა,
273,Laut::N,ბგერა,
274,Ton::N,ტონი,ton
275,Lied::N,სიმღერა,kanaouenn
276,Ruhe::N,სიწყნარე,sioulded
277,Leute::N,ადამიანები,tud
278,Volk::N,ერი,pobl
279,Volk::N,ხალხი,pobl
280,Arbeit::N,მუშაობა,labour
281,Gast::N,სტუმარი,kouviad
282,Geschenk::N,საჩუქარი,prof
283,Spiel::N,თამაში,c'hoari
284,Gesellschaft::N,საზოგადოება,kompagnunezh
285,Gesellschaft::N,საზოგადოება,kavandad
286,Hilfe::N,შველა,sikour
287,Hilfe::N,დახმარება,sikour
288,Freund::N,მეგობარი,mignon
289,Kamerad::N,ამხანაგი,kamarad
290,Angelegenheit::N,საქმე,afer
291,Anzahl::N,ოდენობა,niver
292,Art::N,სახეობა,sort
293,Stück::N,ნატეხი,tamm
294,Teil::N,წილი,pezh
295,Hälfte::N,ნახევარი,hanterenn
296,Kreis::N,წრე,kelc'h
297,Kreuz::N,ჯვარი,kroaz
298,Linie::N,ხაზი,linenn
299,Strich::N,შტრიხი,tenn
300,Abstand::N,მანძილი,distok
301,Entfernung::N,სიშორე,keid
302,Entfernung::N,სიშორე,kehid
303,Gegend::N,არე,korn-bro
304,Gegend::N,მხარე,korn-bro
305,Platz::N,ფართობი,plasenn
306,Ort::N,ადგილი,lec'h
307,Seite::N,მხარე,tu
308,Mitte::N,შუა,kreiz
309,Gegenstand::N,საგანი,tra
310,Sache::N,ნივთი,tra
311,Rand::N,კიდე,kantenn
312,Kante::N,ნაწიბული,kantenn
313,Ecke::N,კუთხე,korn
314,Spitze::N,წვეტი,begell
315,Ende::N,ბოლო,dibenn
316,Loch::N,ხვრელი,toull
317,Winkel::N,კუთხე,
318,Muster::N,მოხატულობა,tresadenn
319,Größe::N,ზომა,ment
320,Größe::N,სიდიდე,ment
321,Länge::N,სიგრძე,hirder
322,Höhe::N,სიმაღლე,uhelder
323,Gewicht::N,წონა,pouez
324,Menge::N,რაოდენობა,bern
325,Haufen::N,გროვა,bern
326,Reihe::N,რიგი,steud
327,Reihe::N,წყება,steud
328,Boot::N,გემი,bag
329,Ruder::N,ხოფი,roeñv
330,Ruder::N,ნიჩაბი,roeñv
331,Schlitten::N,მარხილი,trainell
332,Ski::N,თხილამური,ski
333,Lagerfeuer::N,კოცონი,
334,Last::N,ტვირთი,karg
335,Gang::N,სვლა,kerzh
336,Schritt::N,ბიჯი,paz
337,Norden::N,ჩრდილოეთი,norzh
338,Norden::N,ჩრდილოეთი,hanternoz
339,Süden::N,სამხრეთი,su
340,Süden::N,სამხრეთი,kreisteiz
341,Westen::N,დასავლეთი,kuzh-heol
342,Osten::N,აღმოსავლეთი,reter
343,Osten::N,აღმოსავლეთი,sav-heol
344,Holz::N,ხე,koad
345,Brett::N,დაფა,plankenn
346,Brett::N,ფიცარი,plankenn
347,Platte::N,თლილი ქვა,plakenn
348,Stütze::N,საყრდენი,harp
349,Stange::N,ჭოკი,sparl
350,Stock::N,კეტი,bazh
351,Stab::N,ლატანი,bazh
352,Rohr::N,მილაკი,tub
353,Rohr::N,მილაკი,korz
354,Haus::N,სახლი,ti
355,Heim::N,ოჯახის კერა,kêr
356,Ofen::N,ღუმელი,forn
357,Fußboden::N,იატაკი,plañchod
358,Tisch::N,სუფრა,taol
359,Tisch::N,მაგიდა,taol
360,Stuhl::N,სკამი,kador
361,Wiege::N,აკვანი,kavell
362,Bett::N,საწოლი,gwele
363,Bett::N,სარეცელი,gwele
364,Regal::N,თაროები,estajerenn
365,Kiste::N,ყუთი,kased
366,Kiste::N,სკივრი,kased
367,Fenster::N,ფანჯარა,prenestr
368,Fenster::N,სარკმელი,prenestr
369,Tür::N,ბჭე,dor
370,Tür::N,კარი,dor
371,Tor::N,ჭიშკარი,portal
372,Zaun::N,ღობე,sklotur
373,Zaun::N,გალავანი,sklotur
374,Dach::N,სახურავი,toenn
375,Leiter::N,კიბე,skeul
376,Besen::N,ცოცხი,skubell
377,Spaten::N,ნიჩაბი,pal
378,Schaufel::N,ბარი,pal
379,Gabel::N,ჩანგალი,fourchetez
380,Löffel::N,კოვზი,loa
381,Messer::N,დანა,kontell
382,Nagel::N,ლურსმანი,tach
383,Netz::N,ბადე,roued
384,Haken::N,კავი,krog
385,Haken::N,კაუჭი,krog
386,Griff::N,ტარი,kemer
387,Schloss::N,კლიტე,potenn
388,Schloss::N,საკეტი,potenn
389,Bild::N,სურათი,skeudenn
390,Figur::N,ფიგურა,skeud
391,Figur::N,ფიგურა,figur
392,Puppe::N,თოჯინა,merc'hodenn
393,Beutel::N,პარკი,sac'h
394,Bündel::N,გალა,feskenn
395,Bündel::N,ასხმა,feskenn
396,Tasche::N,ჩანთა,sac'h
397,Eimer::N,ჩამჩა,sailh
398,Deckel::N,ხუფი,pallenn
399,Deckel::N,სარქველი,pallenn
400,Geschirr::N,ჭურჭელი,listriaj
401,Sack::N,ტომარა,sac'h
402,Tasse::N,ფინჯანი,tas
403,Topf::N,ქოთანი,pod
404,Kessel::N,ქვაბი,chaodouron
405,Essen::N,ჭამა,pred
406,Nahrung::N,საზრდო,boued
407,Nahrung::N,საკვები,boued
408,Speise::N,საჭმელი,meuz
409,Fleisch::N,ხორცი,kig
410,Getreide::N,მარცვლოვანი,ed
411,Brei::N,ფაფა,yod
412,Brot::N,პური,bara
413,Scheibe::N,ნაჭერი,tailhenn
414,Fett::N,ქონი,lard
415,Fett::N,ცხიმი,lard
416,Butter::N,კარაქი,amann
417,Öl::N,ზეთი,eoul
418,Salz::N,მარილი,holen
419,Suppe::N,სუფი,soubenn
420,Honig::N,თაფლი,mel
421,Milch::N,რძე,laezh
422,Tee::N,ჩაი,te
423,Leder::N,ტყავი,lêr
424,Wolle::N,მატყლი,gloan
425,Stoff::N,ქსოვილი,danvez
426,Nadel::N,ნემსი,nadoz
427,Faden::N,ძაფი,neudenn
428,Faden::N,მკედი,neudenn
429,Knopf::N,ღილი,bouton
430,Knoten::N,ნასკვი,skoulm
431,Farbe::N,საღებავი,liv
432,Kleidung::N,ტანსაცმელი,dilhad
433,Hemd::N,ხალათი,roc'hed
434,Hemd::N,პერანგი,roc'hed
435,Kragen::N,საყელო,gouzoug
436,Ärmel::N,სახელო,milgin
437,Hose::N,შარვალი,bragoù
438,Gürtel::N,ქამარი,gouriz
439,Mütze::N,ქუდი,boned
440,Schuh::N,ფეხსაცმელი,botez
441,Stiefel::N,ჩექმა,botez
442,Ring::N,ბეჭედი,gwalenn
443,Band::N,ბაფთი,bagad
444,Kamm::N,სავარცხელი,krib
445,Spiegel::N,სარკე,melezour
446,Riemen::N,ღვედი,lerenn
447,Schnur::N,ლარი,kordenn
448,Leine::N,ჯაჭვი,roll
449,Decke::N,საბანი,golo
450,Kissen::N,ბალიში,goubenner
451,Tuch::N,მაუდი,mezher
452,Tuch::N,თავშალი,mezher
453,Handtuch::N,ხელსახოცი,toailhon
454,Kraft::N,ძალა,nerzh
455,Stärke::N,ღონე,nerzhder
456,Gesundheit::N,ჯანმრთელობა,yec'hed
457,Krankheit::N,სენი,klañved
458,Krankheit::N,ავადმყოფობა,klañved
459,Schmerz::N,ტკივილი,poan
460,Schmerz::N,ტკივილი,droug
461,Wunde::N,იარი,gloazadenn
462,Wunde::N,ჭრილობა,gloazadenn
463,Fieber::N,ციება,terzhienn
464,Arznei::N,წამალი,louzoù
465,Brücke::N,ხიდი,pont
466,Brunnen::N,ჭა,puñs
467,Weide::N,საძოვარი,prad
468,Pfad::N,ბილიკი,gwenodenn
469,Weg::N,გზა,hent
470,Straße::N,შარაგზა,ru
471,Straße::N,შარაგზა,hent
472,Dorf::N,დაბა,kêr
473,Dorf::N,დაბა,kêriadenn
474,Dorf::N,სოფელი,kêr
475,Dorf::N,სოფელი,kêriadenn
476,Stadt::N,ქალაქი,kêr
477,Brief::N,წერილი,lizher
478,Buch::N,წიგნი,levr
479,Buchstabe::N,ასო,lizherenn
480,Zeitung::N,გაზეთი,kazetenn
481,Leben::N,სიცოცხლე,buhez
482,Tod::N,სიკვდილი,marv
483,Grab::N,სამარე,bez
484,Grab::N,საფლავი,bez
485,Kirche::N,ეკლესია,iliz
486,Sünde::N,ცოდვა,pec'hed
487,Gott::N,ღმერთი,doue
488,Arbeiter::N,მუშა,labourer
489,Arbeiter::N,მუშა,micherour
490,Chef::N,გამგე,penn
491,Meister::N,ოსტატი,mestr
492,Arzt::N,ექიმი,mezeg
493,Arzt::N,ექიმი,medisin
494,Arzt::N,მკურნალი,mezeg
495,Arzt::N,მკურნალი,medisin
496,Lehrer::N,მასწავლებელი,skolaer
497,Lehrer::N,მასწავლებელი,kelenner
498,Geld::N,ფული,arc'hant
499,Geschäft::N,საქმე,stal
500,Geschäft::N,ბიზნესი,stal
501,Laden::N,დუქანი,stal
502,Laden::N,მაღაზია,stal
503,Preis::N,ფასი,priz
504,Ware::N,საქონელი,marc'hadourezh
505,Nutzen::N,ხეირი,gounidegezh
506,Nutzen::N,ხეირი,lañs
507,Nutzen::N,ხეირი,profit
508,Nutzen::N,ხეირი,spleit
509,Reichtum::N,სიმდიდრე,pinvidigezh
510,Welt::N,მსოფლიო,douar
511,Land::N,მხარე,bro
512,Land::N,ქვეყანა,bro
513,Staat::N,სახელმწიფო,stad
514,König::N,მეფე,roue
515,Macht::N,ძლიერება,galloud
516,Grenze::N,ზღვარი,harzoù
517,Krieg::N,ომი,brezel
518,Feind::N,მტერი,eneber
519,Gewalt::N,სისასტიკე,tâerder
520,Kampf::N,ბრძოლა,kann
521,Bogen[Waffe]::N,მშვილდი,gwareg
522,Pfeil::N,ისარი,saezh
523,Pfeil::N,მახვილი,saezh
524,Gewehr::N,თოფი,fuzuilh
525,Gewehr::N,შაშხანა,fuzuilh
526,Fehler::N,შეცდომა,fazi
527,Lüge::N,სიცრუე,gaou
528,Schaden::N,ვნება,gwall
529,Unglück::N,ხიფათი,gwalleur
530,Unglück::N,უბედურება,gwalleur
531,Schuld::N,ბრალი,kablusted
532,Schuld::N,ბრალი,pec'hedigezh
533,Alter::N,ასაკი,oad
534,Schluss::N,ბოლო,diwezh
535,Schluss::N,დასასრული,diwezh
536,Zeit::N,დრო,amzer
537,Tag::N,დღე,deizh
538,Morgen::N,დილა,beure
539,Morgen::N,დილა,mintin
540,Mittag::N,შუადღე,kreisteiz
541,Abend::N,საღამო,abardaez
542,Nacht::N,ღამე,noz
543,Woche::N,კვირა,sizhun
544,Monat::N,თვე,miz
545,Jahr::N,წელი,bloaz
546,Frühling::N,გაზაფხული,nevezamzer
547,Sommer::N,ზაფხული,hañv
548,Herbst::N,შემოდგომა,diskaramzer
549,Winter::N,ზამთარი,goañv
550,Januar::N,იანვარი,Genver
551,Februar::N,თებერვალი,C'hwevrer
552,März::N,მარტი,Meurzh
553,April::N,აპრილი,Ebrel
554,Mai::N,მაისი,Mae
555,Juni::N,ივნისი,Mezheven
556,Juli::N,ივლისი,Gouhere
557,August::N,აგვისტო,Eost
558,September::N,სექტემბერი,Gwengolo
559,Oktober::N,ოქტომბერი,Here
560,November::N,ნოემბერი,Du
561,Dezember::N,დეკემბერი,Kerzu
562,Montag::N,ორშაბათი,Lun
563,Dienstag::N,სამშაბათი,Meurzh
564,Mittwoch::N,ოთხშაბათი,Merc'her
565,Donnerstag::N,ხუთშაბათი,Yaou
566,Freitag::N,პარასკევი,Gwener
567,Samstag::N,შაბათი,Sadorn
568,Sonntag::N,კვირა,Sul
569,groß::A,დიდი,bras
570,klein::A,მცირე,bihan
571,klein::A,პატარა,bihan
572,lang::A,გრძელი,hir
573,kurz::A,მოკლე,berr
574,breit::A,ფართო,ledan
575,breit::A,განიერი,ledan
576,schmal::A,ვიწრო,strizh
577,schmal::A,წვრილი,strizh
578,dicht::A,მჭიდრო,stank
579,dick[Gegenstand]::A,სქელი,tev
580,dünn::A,წვრილი,moan
581,fein::A,თხელი,munut
582,fest::A,მყარი,start
583,flach::A,ბრტყელი,plaen
584,glatt::A,გლუ,lintr
585,glatt::A,გლუ,levn
586,hart::A,მაგარი,kalet
587,weich::A,რბილი,blot
588,rund::A,მრგვალი,ront
589,spitz::A,წვეტიანი,poentet
590,scharf::A,მჭრელი,dremm
591,stumpf::A,ბლაგვი,talsoc'h
592,schwer::A,მძიმე,pounner
593,schön::A,ლამაზი,kaer
594,heiß::A,ცხელი,tomm
595,warm::A,თბილი,tomm
596,kalt::A,ცივი,yen
597,kühl::A,გრილი,yen
598,frisch::A,სუფთა,fresk
599,feucht::A,ნოტიო,gleb
600,nass::A,სველი,gleb
601,trocken::A,მშრალი,sec'h
602,voll::A,სავსე,leun
603,leer::A,ცარიელი,goullo
604,offen::A,ღია,digor
605,offen::A,გაშლილი,digor
606,geschlossen::A,დახურული,serr
607,sauber::A,სუფთა,naet
608,sauber::A,წმინდა,naet
609,schmutzig::A,ტალახიანი,lous
610,roh::A,უმი,kriz
611,reif::A,მწიფე,darev
612,lecker::A,გემრიელი,lipous
613,lecker::A,გემრიელი,saourus
614,süß::A,ტკბილი,dous
615,bitter::A,მწარე,c'hwerv
616,sauer::A,მჟავე,trenk
617,hell::A,ნათელი,sklaer
618,dunkel::A,ბნელი,teñval
619,schwarz::A,შავი,du
620,weiß::A,თეთრი,gwenn
621,rot::A,წითელი,ruz
622,gelb::A,ყვითელი,melen
623,blau::A,ლურჯი,glas
624,blau::A,ცისფერი,glas
625,grün::A,მწვანე,gwer
626,grau::A,რუხი,louet
627,grau::A,ნაცრისფერი,louet
628,bunt::A,ჭრელი,liesliv
629,bunt::A,ფერადი,liesliv
630,billig::A,იაფი,marc'had-mat
631,teuer::A,ძვირი,ker
632,wertvoll::A,ღირსიანი,prizius
633,blind::A,ბრმა,dall
634,taub::A,ყრუ,bouzar
635,kräftig::A,ძალავანი,start
636,stark::A,ძლიერი,kreñv
637,stark::A,ღონიერი,kreñv
638,schwach::A,სუსტი,gwan
639,fett::A,სქელი,lard
640,schlank::A,გამხდარი,sinkl
641,hübsch::A,ეშხიანი,koant
642,hübsch::A,მშვენიერი,koant
643,böse::A,ავი,gwall
644,böse::A,ბოროტი,gwall
645,dumm::A,ბოთე,glep
646,dumm::A,სულელი,glep
647,faul::A,ზანტი,lezirek
648,faul::A,ზარმაცი,lezirek
649,fleißig::A,ბეჯითი,studius
650,fleißig::A,მუყაითი,studius
651,geizig::A,ძუნწი,tost
652,klug::A,ჭკვიანი,speredek
653,geschickt::A,მარჯვე,dornet
654,geschickt::A,გაწაფული,dornet
655,lieb::A,სატრფიალო,koant
656,lustig::A,მხიარული,laouen
657,sanft::A,ალერსიანი,flour
658,sanft::A,გრძნობიერი,flour
659,hungrig::A,მშიერი,marnaon
660,krank::A,სნეული,klañv
661,krank::A,ავადმყოფი,klañv
662,nackt::A,ტიტველი,noazh
663,traurig::A,მწუხარე,trist
664,traurig::A,სევდიანი,trist
665,lebendig::A,ცოცხალი,bev
666,gut::A,კარგი,mad
667,schlecht::A,უხეირო,fall
668,schlecht::A,უხეირო,gwall
669,richtig::A,ნამდვილი,reizh
670,schlimm::A,ცუდი,gwall
671,wahr::A,სწორი,gwir
672,wahr::A,ჭეშმარიტი,gwir
673,alt::A,ძველი,kozh
674,neu::A,ახალი,nevez
675,ehemalig::A,ყოფილი,kozh
676,alt[Lebewesen]::A,ბებერი,kozh
677,jung::A,ნორჩი,yaouank
678,jung::A,ახალგაზრდა,yaouank
679,arm::A,ღარიბი,paour
680,reich::A,მდიდარი,pinvidik
681,bekannt::A,ცნობილი,anavezet
682,berühmt::A,გამოჩენილი,brudet
683,fremd::A,უცხო,dizanav
684,fremd::A,გარეშე,dizanav
685,verschieden::A,სხვაგვარი,disheñel
686,nah::A,ახლო,nes
687,fern::A,შორი,diabell
688,fern::A,შორეული,diabell
689,linker::A,მარცხენა,kleiz
690,rechter::A,მარჯვენა,dehoù
691,anderer::A,სხვა,all
692,erster::A,პირველი,kentañ
693,zweiter::A,მეორე,eil
694,dritter::A,მესამე,trede
695,letzter::A,ბოლო,diwezhañ
696,letzter::A,უკანასკნელი,diwezhañ
697,allein::ADV,მარტო,e-unan
698,auf einmal::ADV,ერთდროულად,ar un dro
699,zusammen::ADV,ერთად,asambles
700,lange::ADV,დიდხანს,pell
701,plötzlich::ADV,მოულოდნელად,en un taol
702,sofort::ADV,ახლავე,diouzhtu
703,später::ADV,მოგვიანებით,diwezhatoc'h
704,jetzt::ADV,ახლა,bremañ
705,heute::ADV,დღეს,hiziv
706,morgen::ADV,ხვალ,arc'hoazh
707,bald::ADV,მალე,hepdale
708,dann::ADV,მერე,a-c'houde
709,gestern::ADV,გუშინ,dec'h
710,einst::ADV,ოდესღაც,gwechall
711,damals::ADV,მაშინ,neuze
712,danach::ADV,მერმე,goude
713,danach::ADV,შემდეგ,goude
714,vorher::ADV,ადრე,diagent
715,vorher::ADV,წინათ,diagent
716,zuerst::ADV,ჯერ,da gentañ
717,einmal::ADV,ერთხელ,ur wech
718,manchmal::ADV,ხან,a-wechoù
719,manchmal::ADV,ზოგჯერ,a-wechoù
720,oft::ADV,ხშირად,alies
721,immer::ADV,მუდამ,atav
722,immer::ADV,მუდამ,bepred
723,immer::ADV,ყოველთვის,atav
724,immer::ADV,ყოველთვის,bepred
725,niemals::ADV,არასდროს,gwech ebet
726,hier::ADV,აქ,amañ
727,hierhin::ADV,აქეთ,dre amañ
