,Concept_ID,cy,lt
783,reich::A,cyfoethog,turtingas
784,bekannt::A,cynefin,žinomas
785,bekannt::A,cynefin,pažįstamas
786,bekannt::A,cyfarwydd,žinomas
787,bekannt::A,cyfarwydd,pažįstamas
788,berühmt::A,enwog,žymus
789,berühmt::A,enwog,garsus
790,fremd::A,estron,svetimas
791,verschieden::A,gwahanol,įvairus
792,nah::A,agos,artimas
793,fern::A,pell,tolimas
794,linker::A,aswy,kairys
795,linker::A,chwith,kairys
796,rechter::A,de,dešinys
797,rechter::A,deau,dešinys
798,anderer::A,arall,kitas
799,erster::A,cyntaf,pirmas
800,zweiter::A,ail,antras
801,dritter::A,trydydd,trečias
802,letzter::A,olaf,paskutinis
803,allein::ADV,unig,vienas
804,allein::ADV,ar ei ben ei hun,vienas
805,auf einmal::ADV,ar yr un pryd,iš karto
806,zusammen::ADV,ynghyd,kartu
807,zusammen::ADV,ynghyd,drauge
808,zusammen::ADV,gyda'i gilydd,kartu
809,zusammen::ADV,gyda'i gilydd,drauge
810,lange::ADV,amser hir,ilgai
811,plötzlich::ADV,yn sydyn,staiga
812,sofort::ADV,ar unwaith,tuojau
813,später::ADV,yn ddiweddarach,vėliau
814,später::ADV,yn ddiweddarach,paskiau
815,jetzt::ADV,yn awr,dabãr
816,heute::ADV,heddiw,šiandien
817,morgen::ADV,yfory,rytoj
818,bald::ADV,yn fuan,greitai
819,bald::ADV,yn fuan,netrukus
820,bald::ADV,gyda hyn,greitai
821,bald::ADV,gyda hyn,netrukus
822,dann::ADV,yna,po to
823,dann::ADV,y pryd hwnnw,po to
824,gestern::ADV,ddoe,vakar
825,einst::ADV,gynt,kadaise
826,einst::ADV,gynt,kitą kartą
827,damals::ADV,ar y pryd,anuomet
828,damals::ADV,ar y pryd,anuokart
829,damals::ADV,bryd hynny,anuomet
830,damals::ADV,bryd hynny,anuokart
831,danach::ADV,wedyn,po to
832,danach::ADV,wedyn,paskui
833,vorher::ADV,o'r blaen,anksčiau
834,zuerst::ADV,yn gyntaf,pirma
835,zuerst::ADV,yn gyntaf,iš pradžių̃
836,einmal::ADV,unwaith,kartą
837,einmal::ADV,unwaith,vieną kartą
838,manchmal::ADV,weithiau,kai kada
839,manchmal::ADV,ar brydiau,kai kada
840,oft::ADV,yn aml,dažnai
841,oft::ADV,yn fynych,dažnai
842,immer::ADV,bob amser,visada
843,immer::ADV,bob amser,visuomet
844,niemals::ADV,ni ... byth,niekada
845,niemals::ADV,ni ... byth,niekuomet
846,niemals::ADV,ni ... erioed,niekada
847,niemals::ADV,ni ... erioed,niekuomet
848,hier::ADV,yma,čia
849,hierhin::ADV,hyd yma,šen
850,hierhin::ADV,hyd yma,čionai
851,von hier::ADV,oddi yma,iš čia
852,dort::ADV,acw,ten
853,dort::ADV,acw,tenai
854,dorthin::ADV,tuag yno,ten
855,dorthin::ADV,tuag yno,ten link
856,geradeaus::ADV,syth ymlaen,tiesiai
857,vorwärts::ADV,ymlaen,pirmyn
858,rückwärts::ADV,yn ôl,atbulai
859,zurück::ADV,yn ôl,atgal
860,unten::ADV,isod,žemai
861,unten::ADV,isod,apačioje
862,unten::ADV,oddi tanodd,žemai
863,unten::ADV,oddi tanodd,apačioje
864,hinab::ADV,i lawr,žemyn
865,hinab::ADV,i waered,žemyn
866,oben::ADV,fry,viršuj
867,hinauf::ADV,i fyny,aukštyn
868,hinauf::ADV,i fyny,į viršų
869,hinauf::ADV,i'r lan,aukštyn
870,hinauf::ADV,i'r lan,į viršų
871,überall::ADV,ym mhobman,visur
872,nicht::ADV,ni,ne
873,nicht::ADV,nid,ne
874,ein wenig::ADV,tipyn,truputį
875,ein wenig::ADV,ychydig,truputį
876,kaum::ADV,prin,vos
877,sehr::ADV,iawn,labai
878,sehr::ADV,iawn,baisiai
879,so::ADV,fel,taip
880,so::ADV,felly,taip
881,noch::ADV,eto,dar
882,nur::ADV,yn unig,tik
883,nur::ADV,yn unig,vien
884,schon::ADV,eisoes,jau
885,schon::ADV,yn barod,jau
886,wieder::ADV,drachefn,vėl
887,wieder::ADV,drachefn,iš naujo
888,vergebens::ADV,yn ofer,veltui
889,vergebens::ADV,yn ofer,bergždžiai
890,vor::PRP,o flaen,prieš
891,hinter::PRP,ar ôl,už
892,unter::PRP,islaw,po
893,durch::PRP,trwy,pro
894,durch::PRP,trwy,per
895,neben::PRP,ar bwys,prie
896,neben::PRP,ar bwys,šalia
897,zwischen::PRP,rhwng,tarp
898,zwischen::PRP,cydrhwng,tarp
899,wegen::PRP,o achos,dėl
900,wegen::PRP,o achos,dėlei
901,wegen::PRP,oherwydd,dėl
902,wegen::PRP,oherwydd,dėlei
903,dies::PRN,hyn,šis
904,dies::PRN,hyn,šitas
905,das::PRN,hynny,tat
906,alles::PRN,popeth,visas
907,ich::PRN,fi,aš
908,du::PRN,ti,tu
909,er::PRN,fe,jis
910,wir::PRN,ni,mes
911,ihr::PRN,chi,jūs
912,sie::PRN,hwy,ji
913,sie::PRN,hwy,jos
914,was::FPRN,pa beth,kas
915,wer::FPRN,pwy,kas
916,wo::FADV,ble,kur
917,wo::FADV,ym mha le,kur
918,wohin::FADV,i ble,kur
919,wohin::FADV,i ble,kur link
920,wohin::FADV,i ba le,kur
921,wohin::FADV,i ba le,kur link
922,wie::FADV,sut,kaip
923,warum::FADV,pam,kod̃ėl
924,warum::FADV,pam,dėl ko
925,wieviel::FNUM,faint,kiek
926,eins::NUM,un,vienas
927,zwei::NUM,dau,du
928,drei::NUM,tri,trys
929,vier::NUM,pedwar,keturi
930,fünf::NUM,pump,penki
931,sechs::NUM,chwech,šeši
932,sieben::NUM,saith,septyni
933,acht::NUM,wyth,aštuoni
934,neun::NUM,naw,devyni
935,zehn::NUM,deg,dešimt
936,elf::NUM,un ar ddeg,vienuolika
937,zwölf::NUM,deuddeg,dvylika
938,zwölf::NUM,un deg dau,dvylika
939,zwanzig::NUM,ugain,dvidešimt
940,dreißig::NUM,tri deg,trisdešimt
941,dreißig::NUM,deg ar hugain,trisdešimt
942,vierzig::NUM,deugain,keturiasdešimt
943,fünfzig::NUM,hanner cant,penkiasdešimt
944,sechzig::NUM,chwe deg,šešiasdešimt
945,siebzig::NUM,saith deg,septyniasdešimt
946,siebzig::NUM,deg a thrigain,septyniasdešimt
947,achtzig::NUM,wyth deg,aštuoniasdešimt
948,achtzig::NUM,pedar ugain,aštuoniasdešimt
949,neunzig::NUM,naw deg,devyniasdešimt
950,neunzig::NUM,deg a phedwar ugain,devyniasdešimt
951,hundert::NUM,cant,šimtas
952,tausend::NUM,mil,tūkstantis
953,und::CNJ,a,ĩr
954,oder::CNJ,neu,ar
955,oder::CNJ,neu,arba
956,stehen::V,sefyll,stovėti
957,sitzen::V,eistedd,sėdėti
958,liegen::V,gorwedd,gulėti
959,hängen::V,hongian,kyboti
960,hängen::V,hongian,kabėti
961,werden::V,dod yn,taptis
962,werden::V,dod yn,darytis
963,werden::V,mynd yn,taptis
964,werden::V,mynd yn,darytis
965,passieren::V,digwydd,atsitikti
966,passieren::V,digwydd,pasitaikyti
967,beginnen::V,cychwyn,prasid́ėti
968,enden::V,gorffen,baigtis
969,wechseln::V,newid,keistis
970,wechseln::V,newid,pasikeisti
971,aufgehen[Sonne]::V,codi,tekėti
972,aufgehen[Sonne]::V,codi,patekėti
973,untergehen[Sonne]::V,machlud,leistis
974,untergehen[Sonne]::V,machlud,nusileisti
975,scheinen[Sonne]::V,tywynnu,šviesti
976,donnern::V,taranu,griausti
977,donnern::V,taranu,griaudėti
978,wehen::V,chwythu,pūsti
979,strömen::V,ffrydio,lietis
980,strömen::V,ffrydio,plūsti
981,fließen::V,llifo,tekėti
982,sich drehen::V,troi,suktis
983,sich drehen::V,troi,pasisukti
984,sich drehen::V,cylchdroi,suktis
985,sich drehen::V,cylchdroi,pasisukti
986,schwanken::V,siglo,svyruoti
987,schwingen::V,siglo,suptis
988,fallen::V,cwympo,pulti
989,fallen::V,cwympo,kristi
990,brennen::V,llosgi,degti
991,rauchen::V,mygu,rūkyti
992,regnen::V,glawio,lyti
993,gefrieren::V,rhewi,užšalti
994,tauen::V,toddi,tirpti
995,tauen::V,meirioli,tirpti
996,schmelzen::V,toddi,lydytis
997,trocknen::V,sychu,džiūti
998,sieden::V,berwi,virti
999,faulen::V,pydru,pūti
1000,faulen::V,braenu,pūti
1001,verfaulen::V,pydru,švinkti
1002,verfaulen::V,dadfeilio,švinkti
1003,reißen::V,clecian,plyšti
1004,reißen::V,clecian,trūkti
1005,reißen::V,torri'n glats,plyšti
1006,reißen::V,torri'n glats,trūkti
1007,versinken::V,suddo,skę̃sti
1008,versinken::V,suddo,grimzti
1009,vergehen::V,myned heibio,praeiti
1010,vergehen::V,pasio,praeiti
1011,erscheinen::V,ymddangos,pasirodyti
1012,verschwinden::V,diflannu,dingti
1013,verschwinden::V,diflannu,išnykti
1014,verschwinden::V,diflannu,pranykti
1015,sinken::V,syrthio,kristi
1016,abnehmen::V,lleihau,mažėti
1017,abnehmen::V,lleihau,silpnėti
1018,zunehmen::V,cynyddu,didėti
1019,zunehmen::V,cynyddu,padaugėti
1020,steigen::V,codi,kilti
1021,wachsen::V,tyfu,augti
1022,glänzen::V,disgleirio,blizgėti
1023,funkeln::V,pefrio,žibėti
1024,lärmen::V,cadw sŵn,triukšmauti
1025,lärmen::V,gwneud twrw,triukšmauti
1026,läuten::V,canu,skambinti
1027,klingeln::V,canu,skambinti
1028,klingeln::V,seinio,skambinti
1029,klirren::V,tincian,žvangėti
1030,brausen::V,rhuo,šniokšti
1031,rauschen::V,siffrwd,ošti
1032,rauschen::V,siffrwd,šlamėti
1033,rauschen::V,chwithrwd,ošti
1034,rauschen::V,chwithrwd,šlamėti
1035,klingen::V,seinio,skardėti
1036,bellen::V,cyfarth,loti
1037,heulen::V,udo,kaukti
1038,heulen::V,udo,staugti
1039,heulen::V,oernadu,kaukti
1040,heulen::V,oernadu,staugti
1041,blasen::V,chwythu,pūsti
1042,pfeifen::V,chwibanu,švilpti
1043,pfeifen::V,chwibanu,švilpauti
1044,schreien::V,gweiddi,šaukti
1045,schreien::V,bloeddio,šaukti
1046,stöhnen::V,griddfan,dejuoti
1047,stöhnen::V,griddfan,aimanuoti
1048,zittern::V,crynu,virpėti
1049,leben::V,byw,gyventi
1050,geboren werden::V,cael eich geni,gimti
1051,atmen::V,anadlu,alsuoti
1052,atmen::V,anadlu,kvėpuoti
1053,trinken::V,yfed,gerti
1054,essen::V,bwyta,valgyti
1055,schlucken::V,llyncu,praryti
1056,müde werden::V,blino,nuvargti
1057,müde werden::V,blino,privargti
1058,einschlafen::V,mynd i gysgu,užmigti
1059,einschlafen::V,syrthio i gysgu,užmigti
1060,schlafen::V,huno,miegoti
1061,schlafen::V,cysgu,miegoti
1062,aufwachen::V,dihuno,pabusti
1063,aufstehen::V,codi,keltis
1064,aufstehen::V,codi,atsikelti
1065,sich erholen::V,ymlacio,pailsėti
1066,sich erholen::V,ymlacio,poilsiauti
1067,sich erholen::V,dadflino,pailsėti
1068,sich erholen::V,dadflino,poilsiauti
1069,krank werden::V,mynd yn sâl,susirgti
1070,krank werden::V,mynd yn wael,susirgti
1071,krank sein::V,gwaelu,sirgti
1072,schmerzen::V,brifo,sopėti
1073,schmerzen::V,brifo,skaudėti
1074,husten::V,pesychu,kosėti
1075,genesen::V,gwella,sveikti
1076,genesen::V,gwella,taisytis
1077,genesen::V,cael yn ôl,sveikti
1078,genesen::V,cael yn ôl,taisytis
1079,sterben::V,marw,mirti
1080,sterben::V,marw,numirti
1081,umkommen::V,trengi,žūti
1082,sich bewegen::V,symud,judėti
1083,sich bewegen::V,symud,pasijudinti
1084,sich rühren::V,syflyd,krutėti
1085,sich erheben::V,codi,pakilti
1086,sich erheben::V,codi,atsikelti
1087,sich setzen::V,eistedd,sėstis
1088,sich setzen::V,eistedd,atsisėsti
1089,hinfallen::V,cwympo,parkristi
1090,hinfallen::V,cwympo,pargriūti
1091,laufen::V,cerdded,eiti
1092,schreiten::V,camu,žengti
1093,schreiten::V,camu,žingsniuoti
1094,spazierengehen::V,mynd am dro,pasivaikščioti
1095,eilen::V,rhuthro,skubėti
1096,sich beeilen::V,brysio,paskub́ėti
1097,sich beeilen::V,brysio,pasiskubinti
1098,sausen::V,rhuthro,dumti
1099,sausen::V,rhuthro,lėkti
1100,rennen::V,rhedeg,bėgti
1101,springen::V,llamu,šokti
1102,springen::V,neidio,šokti
1103,klettern::V,dringo,kopti
1104,schaukeln::V,siglo,supti
1105,schaukeln::V,siglo,linguoti
1106,kriechen::V,cropian,ropoti
1107,kriechen::V,cropian,šliaužti
1108,schwimmen::V,nofio,plaukti
1109,tauchen::V,plymio,nerti
1110,tauchen::V,ymsuddo,nerti
1111,rudern::V,rhwyfo,irtis
1112,rudern::V,rhwyfo,irkluoti
1113,fahren::V,gyrru,važiuoti
1114,fahren::V,gyrru,važinėti
1115,fahren::V,dreifio,važiuoti
1116,fahren::V,dreifio,važinėti
1117,fliegen::V,hedfan,lėkti
1118,fliegen::V,hedfan,skristi
1119,gehen::V,mynd,eiti
1120,weggehen::V,mynd,išeiti
1121,weggehen::V,ymadael,išeiti
1122,abfahren::V,ymadael,išvykti
1123,abfahren::V,ymadael,išvažiuoti
1124,anhalten::V,stopio,sustoti
1125,hineingehen::V,mynd i mewn,įeiti
1126,eintreten::V,mynd i,įžengti
1127,kommen::V,dod,ateiti
1128,ankommen::V,cyrraedd,ateiti
1129,zurückkommen::V,dychwelyd,grį̃žti
1130,zurückkommen::V,dychwelyd,sugrį̃žti
1131,bleiben::V,aros,likti
1132,bleiben::V,aros,pasilikti
1133,bleiben::V,sefyll,likti
1134,bleiben::V,sefyll,pasilikti
1135,warten::V,aros,laukti
1136,warten::V,disgwyl,laukti
1137,erwarten::V,disgwyl,laukti
1138,suchen::V,chwilio am,ieškoti
1139,finden::V,darganfod,rasti
1140,finden::V,darganfod,surasti
1141,versuchen::V,profi,mėginti
1142,versuchen::V,ceisio,mėginti
1143,vorbereiten::V,paratoi,rengti
1144,lieben::V,caru,myĺėti
1145,mögen::V,hoffi,ḿėgti
1146,mögen::V,hoffi,patikti
1147,lachen::V,chwerthin,juoktis
1148,rühren::V,cynhyrfu,jaudinti
1149,rühren::V,cynhyrfu,graudinti
1150,weinen::V,wylo,verkti
1151,weinen::V,llefain,verkti
1152,schimpfen::V,grwgnach,bartis
1153,sich ärgern::V,gofidio,pykti
1154,sich ärgern::V,gofidio,apmaudauti
1155,sich fürchten::V,ofni,bijoti
1156,sich fürchten::V,ofni,baimintis
1157,fürchten::V,arswydo,bijoti
1158,fürchten::V,arswydo,baimintis
1159,fliehen::V,ffoi,bėgti
1160,fliehen::V,ffoi,sprukti
1161,flüchten::V,dianc,pabėgti
1162,sehen::V,gweld,žiūŕėti
1163,anschauen::V,syllu,žiūŕėti
1164,anschauen::V,edrych,žiūŕėti
1165,ansehen::V,gwylio,žiūrėti į
1166,ansehen::V,gwylio,pažiūrėti į
1167,hören::V,clywed,girdėti
1168,zuhören::V,gwrando,klausytis
1169,probieren::V,profi,ragauti
1170,probieren::V,profi,paragauti
1171,riechen::V,arogli,uosti
1172,riechen::V,arogli,užuosti
1173,fühlen::V,teimlo,justi
1174,fühlen::V,teimlo,jausti
1175,fühlen::V,teimlo,pajusti
1176,fühlen::V,clywed,justi
1177,fühlen::V,clywed,jausti
1178,fühlen::V,clywed,pajusti
1179,scheinen::V,ymddangos,rodytis
1180,scheinen::V,ymddangos,atrodyti
1181,zu sehen sein::V,dod i'r golwg,pasirodyti
1182,vernehmen::V,clywed sôn am,išgirsti
1183,frieren::V,bod yn oer,šalti
1184,tun::V,gwneud,daryti
1185,können::V,gallu,galėti
1186,können::V,gallu,pajėgti
1187,wollen::V,bod mewn angen,norėti
1188,anfangen::V,dechrau,pradėti
1189,anfangen::V,dechrau,prasid́ėti
1190,beenden::V,darfod,baigti
1191,beenden::V,darfod,užbaigti
1192,beenden::V,gorffen,baigti
1193,beenden::V,gorffen,užbaigti
1194,aufhören::V,peidio,liautis
1195,gelingen::V,llwyddo,pavykti
1196,gelingen::V,llwyddo,pasisekti
1197,geraten::V,diweddu,nusisekti
1198,öffnen::V,agor,atverti
1199,öffnen::V,agor,atidaryti
1200,schließen::V,cau,uždaryti
1201,stellen::V,gosod,statyti
1202,stellen::V,gosod,pastatyti
1203,setzen::V,gosod,sodinti
1204,setzen::V,gosod,pasodinti
1205,legen::V,gosod,dėti
1206,legen::V,gosod,pad́ėti
1207,berühren::V,cyffwrdd,liesti
1208,berühren::V,cyffwrdd,paliesti
1209,verbinden::V,cysylltu,jungti
1210,verbinden::V,cysylltu,surišti
1211,bedecken::V,gorchuddio,uždengti
1212,aufhängen::V,crogi,pakarti
1213,aufhängen::V,crogi,pakabinti
1214,aufhängen::V,hongian,pakarti
1215,aufhängen::V,hongian,pakabinti
1216,anzünden::V,cynnau,padegti
1217,aufheben::V,codi,pakelti
1218,zurücklassen::V,gadael,palikti
1219,verlieren::V,colli,pamesti
1220,fallen lassen::V,gollwng,atsisakyti
1221,machen::V,gwneud,dirbti
1222,herstellen::V,cynhyrchu,gaminti
1223,bauen::V,adeiladu,statyti
1224,bauen::V,adeiladu,pastatyti
1225,reparieren::V,trwsio,taisyti
1226,reparieren::V,trwsio,remontuoti
1227,reparieren::V,atgyweirio,taisyti
1228,reparieren::V,atgyweirio,remontuoti
1229,verbessern::V,diwygio,gerinti
1230,verbessern::V,diwygio,ištaisyti
1231,ändern::V,altro,keisti
1232,ändern::V,altro,pakeisti
1233,graben::V,palu,kasti
1234,graben::V,cloddio,kasti
1235,beugen::V,plygu,lenkti
1236,beugen::V,plygu,palenkti
1237,biegen::V,plygu,lenkti
1238,biegen::V,plygu,palenkti
1239,drehen::V,troelli,sukti
1240,wenden::V,troi,kreipti
1241,wenden::V,troi,pakreipti
1242,umdrehen::V,troi,sukti
1243,umdrehen::V,troi,apversti
1244,heben::V,codi,kelti
1245,heben::V,codi,pakelti
1246,hochheben::V,dyrchafu,pakelti
1247,ergreifen::V,gafael,čiupti
1248,ergreifen::V,gafael,griebti
1249,halten::V,dal,laikyti
1250,halten::V,dal,palaikyti
1251,drücken::V,pwyso,spausti
1252,drücken::V,gwasgu,spausti
1253,schieben::V,gwthio,stumti
1254,kratzen::V,crafu,kasyti
1255,kratzen::V,crafu,grandyti
1256,lecken::V,llyfu,laižyti
1257,beißen::V,cnoi,kandžioti
1258,beißen::V,brathu,kandžioti
1259,abreißen::V,tynnu ymaith,nuplėšti
1260,abschneiden::V,torri,atpjauti
1261,abschneiden::V,torri,atkirpti
1262,binden::V,clymu,rišti
1263,binden::V,clymu,surišti
1264,stecken::V,plannu,kišti
1265,stecken::V,plannu,įkišti
1266,brechen::V,torri,lūžti
1267,brechen::V,torri,laužyti
1268,klopfen::V,taro,belsti
1269,klopfen::V,taro,barbenti
1270,hauen::V,taro,mušti
1271,kleben::V,gludio,lipdyti
1272,kleben::V,gludio,klijuoti
1273,reiben::V,rhwbio,trinti
1274,reiben::V,rhwbio,tarkuoti
1275,streichen::V,taenu,tepti
1276,streichen::V,taenu,užtepti
1277,schleifen::V,hogi,galą́sti
1278,schneiden::V,torri,pjauti
1279,schneiden::V,torri,kirpti
1280,rütteln::V,ysgytio,purtyti
1281,schütteln::V,siglo,purtyti
1282,schütteln::V,ysgwyd,purtyti
1283,schwenken::V,siglo,mojuoti
1284,schütten::V,tywallt,pilti
1285,schütten::V,tywallt,berti
1286,füllen::V,llenwi,pildyti
1287,füllen::V,llenwi,pripildyti
1288,einwickeln::V,lapio,įvynioti
1289,einwickeln::V,lapio,suvynioti
1290,tragen::V,cludo,nešti
1291,tragen::V,cludo,nešioti
1292,schleppen::V,llusgo,vilkti
1293,ziehen::V,tynnu,tempti
1294,aufbewahren::V,cadw,laikyti
1295,werfen::V,taflu,mesti
1296,werfen::V,taflu,sviesti
1297,fangen::V,dal,sugauti
1298,packen::V,cipio,čiupti
1299,packen::V,cipio,griebti
1300,packen::V,crafangu,čiupti
1301,packen::V,crafangu,griebti
1302,verstecken::V,celu,slėpti
1303,verstecken::V,celu,slapstyti
1304,verstecken::V,cuddio,slėpti
1305,verstecken::V,cuddio,slapstyti
1306,teilen::V,rhannu,dalyti
1307,teilen::V,rhannu,padalyti
1308,schicken::V,anfon,sių̃sti
1309,schicken::V,anfon,pasių̃sti
1310,bringen::V,dod â,atnešti
1311,hinzufügen::V,chwanegu,pridėti
1312,bekommen::V,cael,gauti
1313,erhalten::V,derbyn,gauti
1314,nehmen::V,cymryd,paimti
1315,wählen::V,dewis,rinkti
1316,wählen::V,dewis,išsirinkti
1317,auswählen::V,dethol,išrinkti
1318,bewahren::V,cadw,išsaugoti
1319,behindern::V,atal,trukdyti
1320,behindern::V,rhwystro,trukdyti
1321,verderben::V,difetha,sugadinti
1322,beschädigen::V,niweidio,žaloti
1323,beschädigen::V,niweidio,gadinti
1324,zerbrechen::V,torri,sukulti
1325,zerbrechen::V,torri,sudaužyti
1326,zerreißen::V,rhwygo,perplėšti
1327,zerreißen::V,rhwygo,suplėšyti
1328,zerstören::V,dinistrio,suardyti
1329,zerstören::V,dinistrio,sugriauti
1330,verbrennen::V,llosgi,deginti
1331,verbrennen::V,llosgi,sudeginti
1332,geben::V,rhoi,duoti
1333,geben::V,rhoi,paduoti
1334,reichen::V,estyn,paduoti
1335,schenken::V,rhoddi,dovanoti
1336,versprechen::V,addo,žadėti
1337,versprechen::V,addo,pažadėti
1338,wünschen::V,dymuno,norėti
1339,wünschen::V,dymuno,linḱėti
1340,loben::V,canmol,girti
1341,loben::V,canmol,pagirti
1342,küssen::V,cusanu,bučiuoti
1343,wiegen::V,siglo,supti
1344,zudecken::V,gorchuddio,užkloti
1345,zudecken::V,gorchuddio,uždengti
1346,wecken::V,deffro,žadinti
1347,zeigen::V,dangos,rodyti
1348,führen::V,arwain,vesti
1349,führen::V,arwain,vadovauti
1350,lehren::V,dysgu,mokyti
1351,lehren::V,dysgu,išmokyti
1352,unterrichten::V,hyfforddi,dėstyti
1353,aufziehen::V,dod i fyny,išauginti
1354,leiten::V,arwain,valdyti
1355,leiten::V,arwain,vadovauti
1356,antreiben::V,annog,uiti
1357,antreiben::V,annog,raginti
1358,antreiben::V,annog,skubinti
1359,lassen::V,gadael,paliepti
1360,einladen::V,gwahodd,kviesti
1361,einladen::V,gwahodd,pakviesti
1362,vereinigen::V,uno,sujungti
1363,vereinigen::V,uno,suvienyti
1364,vereinigen::V,cyfuno,sujungti
1365,vereinigen::V,cyfuno,suvienyti
1366,besuchen::V,ymweld â,lankyti
1367,besuchen::V,ymweld â,aplankyti
1368,treffen::V,cwrdd,sutikti
1369,treffen::V,cwrdd,pasitikti
1370,treffen::V,cyfarfod,sutikti
1371,treffen::V,cyfarfod,pasitikti
1372,sich versammeln::V,casglu,susirinkti
1373,sich versammeln::V,cynnull,susirinkti
1374,spielen::V,chwarae,groti
1375,spielen::V,chwarae,žaisti
1376,singen::V,canu,dainuoti
1377,tanzen::V,dawnsio,šokti
1378,sich trennen::V,ymwahanu,skirtis
1379,sich trennen::V,ymwahanu,išsiskirti
1380,verlassen::V,gadael,palikti
1381,retten::V,achub,gelbėti
1382,bewachen::V,gwarchod,sergėti
1383,schützen::V,noddi,ginti
1384,schützen::V,noddi,apginti
1385,verteidigen::V,amddiffyn,ginti
1386,verteidigen::V,amddiffyn,apginti
1387,sich schlagen::V,ffraeo,muštis
1388,sich schlagen::V,terfysgu,muštis
1389,schießen::V,saethu,šauti
1390,schießen::V,saethu,šaudyti
1391,siegen::V,ennill,nugalėti
1392,ärgern::V,cythruddo,pykinti
1393,schlagen::V,curo,mušti
1394,schlagen::V,curo,smogti
1395,schlagen::V,curo,trenkti
1396,treten::V,cicio,mygti
1397,stechen::V,pigo,gelti
1398,stechen::V,pigo,smeigti
1399,stoßen::V,gwthio,stumti
1400,stoßen::V,gwthio,pastumti
1401,stehlen::V,dwyn,vogti
1402,stehlen::V,lladrata,vogti
1403,stören::V,aflonyddu,trikdyti
1404,belästigen::V,trafferthu,apsunkinti
1405,verbergen::V,cuddio,slėpti
1406,verbergen::V,cuddio,paslėpti
1407,täuschen::V,twyllo,klaidinti
1408,betrügen::V,hocedu,apgauti
1409,töten::V,lladd,žudyti
1410,töten::V,lladd,nužudyti
1411,wohnen::V,byw,gyventi
1412,arbeiten::V,gweithio,dirbti
1413,arbeiten::V,gweithio,triūsti
1414,sammeln::V,casglu,rinkti
1415,pflücken::V,casglu,skinti
1416,pflücken::V,casglu,raškyti
1417,jagen::V,hela,medžioti
1418,fischen::V,pysgota,žvejoti
1419,fassen::V,dal,sučiupti
1420,hüten::V,bugeilio,ganyti
1421,treiben::V,gyrru,ginti
1422,anbinden::V,clymu,pririšti
1423,füttern::V,porthi,šerti
1424,melken::V,godro,melžti
1425,hacken::V,torri,kapoti
1426,gießen::V,dyfrhau,lieti
1427,gießen::V,dyfrhau,laistyti
1428,reifen::V,aeddfedu,nokti
1429,reifen::V,aeddfedu,sirpti
1430,zubereiten::V,coginio,ruošti
1431,zubereiten::V,coginio,gaminti
1432,kochen::V,berwi,virti
1433,kochen::V,berwi,virinti
1434,backen::V,pobi,kepti
1435,backen::V,crasu,kepti
1436,braten::V,ffrio,kepti
1437,braten::V,ffrio,kepinti
1438,umrühren::V,cyffroi,maišyti
1439,umrühren::V,cyffroi,pamaišyti
1440,stricken::V,gwau,megzti
1441,nähen::V,gwnïo,siūti
1442,färben::V,lliwio,dažyti
1443,färben::V,lliwio,nudažyti
1444,reinigen::V,glanhau,valyti
1445,reinigen::V,glanhau,švarinti
1446,waschen::V,golchi,plauti
1447,waschen::V,golchi,mazgoti
1448,waschen::V,golchi,skalbti
1449,abwischen::V,sychu,nušluostyti
1450,spülen::V,streulio,plauti
1451,spülen::V,streulio,skalauti
1452,fegen::V,ysgubo,šluoti
1453,kehren::V,ysgubo,šluoti
1454,baden::V,cael bath,maudytis
1455,sich waschen::V,ymolchi,praustis
1456,ausziehen::V,tynnu,numauti
1457,ausziehen::V,tynnu,nuvilkti
1458,anziehen::V,gwisgo,mauti
1459,anziehen::V,gwisgo,apsivilkti
1460,sich anziehen::V,ymwisgo,rengtis
1461,sich anziehen::V,ymwisgo,apsirengti
1462,kämmen::V,cribo,šukuoti
1463,schmücken::V,harddu,puošti
1464,schmücken::V,harddu,dabinti
1465,schmücken::V,harddu,gražinti
1466,schmücken::V,addurno,puošti
1467,schmücken::V,addurno,dabinti
1468,schmücken::V,addurno,gražinti
1469,sagen::V,dweud,tarti
1470,sprechen::V,llefaru,kalbėti
1471,reden::V,siarad,šnekėti
1472,sich unterhalten::V,sgwrsio,kalbėtis
1473,sich unterhalten::V,sgwrsio,šnekučiuotis
1474,fragen::V,gofyn,klausti
1475,bitten::V,gofyn am,prašyti
1476,erzählen::V,dweud,pasakoti
1477,mitteilen::V,cyfleu,skelbti
1478,mitteilen::V,cyfleu,pranešti
1479,nennen::V,enwi,vadinti
1480,nennen::V,enwi,vardyti
1481,rufen::V,galw,šaukti
1482,rufen::V,galw,kviesti
1483,prahlen::V,brolio,girtis
1484,prahlen::V,ymffrostio,girtis
1485,übersetzen::V,cyfieithu,versti
1486,übersetzen::V,cyfieithu,išversti
1487,denken::V,meddwl,galvoti
1488,glauben::V,credu,manyti
1489,glauben::V,credu,tikėti
1490,glauben::V,coelio,manyti
1491,glauben::V,coelio,tikėti
1492,bemerken::V,sylwi,pamatyti
1493,bemerken::V,sylwi,pastebėti
1494,erkennen::V,adnabod,pažinti
1495,erkennen::V,adnabod,atpažinti
1496,begreifen::V,amgyffred,suvokti
1497,verstehen::V,deall,suprasti
1498,lernen::V,dysgu,mokytis
1499,wissen::V,gwybod,žinoti
