,Concept_ID,sv,ko
860,aufstehen::V,stiga upp,서다
861,sich erholen::V,repa sig,회복하다
862,sich erholen::V,hämta sig,회복하다
863,krank werden::V,insjukna,
864,krank sein::V,vara sjuk,
865,schmerzen::V,smärta,아프다
866,schmerzen::V,göra ont,아프다
867,husten::V,hosta,잔기침하다
868,genesen::V,tillfriskna,낫다
869,sterben::V,dö,죽다
870,umkommen::V,omkomma,못쓰게되다
871,sich bewegen::V,röra sig,움직이다
872,sich rühren::V,röra på sig,움직이다
873,sich erheben::V,resa sig,이러서다
874,sich setzen::V,sätta sig,앉히다
875,hinfallen::V,falla omkull,넘어지다
876,laufen::V,löpa,걷다
877,schreiten::V,skrida,보행하다
878,spazierengehen::V,promenera,산보하다
879,eilen::V,ila,서둘다
880,sich beeilen::V,skynda sig,서둘게하다
881,sausen::V,susa,서들러 떠나다
882,rennen::V,löpa,달리다
883,rennen::V,springa,달리다
884,springen::V,hoppa,도약하다
885,klettern::V,klättra,갑겨오르다
886,schaukeln::V,gunga,흔들리게하다
887,kriechen::V,kräla,기다
888,schwimmen::V,simma,헤엄치다
889,tauchen::V,dyka,잠기다
890,rudern::V,ro,물을헤치다
891,fahren::V,köra,가다
892,fahren::V,köra,나르다
893,fliegen::V,flyga,날다
894,gehen::V,gå,가다
895,weggehen::V,gå bort,팔리다
896,abfahren::V,resa,출발하다
897,abfahren::V,avresa,출발하다
898,anhalten::V,stanna,멈추다
899,hineingehen::V,gå in,(그리로)가다
900,eintreten::V,träda in,들러가다
901,kommen::V,komma,오다
902,ankommen::V,ankomma,고챀하다
903,zurückkommen::V,återkomma,보기
904,bleiben::V,bli,체류
905,bleiben::V,förbli,체류
906,warten::V,vänta,기다리다
907,erwarten::V,vänta,기대하다
908,suchen::V,leta,찾다
909,suchen::V,leta,구하다
910,finden::V,finna,찾아내다
911,versuchen::V,försöka,시험하다
912,vorbereiten::V,förbereda,재비하다
913,lieben::V,älska,사랑하다
914,mögen::V,tycka om,줗아하다
915,lachen::V,skratta,웃다
916,rühren::V,röra,건드리다
917,weinen::V,gråta,울다
918,schimpfen::V,skälla,꾸짖다
919,sich ärgern::V,förargas,화를내게 하다
920,sich fürchten::V,vara rädd,두려원하다
921,fürchten::V,frukta,두려원하다
922,fliehen::V,fly,도망치다
923,fliehen::V,rymma,도망치다
924,flüchten::V,fly,도주하다
925,sehen::V,se,보다
926,anschauen::V,se på,바라보다
927,anschauen::V,betrakta,바라보다
928,ansehen::V,åse,바라보다
929,hören::V,höra,듣다
930,zuhören::V,höra på,듣다
931,zuhören::V,lyssna till,듣다
932,probieren::V,smaka,시식하다
933,probieren::V,smaka på,시식하다
934,riechen::V,lukta,내새를맡다
935,fühlen::V,känna,느끼다
936,scheinen::V,verka,...것같다
937,scheinen::V,tyckas,...것같다
938,zu sehen sein::V,synas,보이는
939,zu sehen sein::V,kunna ses,보이는
940,vernehmen::V,få veta,듣다
941,vernehmen::V,få veta,들어서일다
942,vernehmen::V,förnimma,듣다
943,vernehmen::V,förnimma,들어서일다
944,frieren::V,frysa,춥다
945,tun::V,göra,하다
946,können::V,kunna,할주릴다
947,wollen::V,vilja,바라다
948,anfangen::V,börja,시작하다
949,beenden::V,avsluta,다하다
950,aufhören::V,sluta,그만두다
951,aufhören::V,upphöra,그만두다
952,gelingen::V,lyckas,성국하다
953,geraten::V,bli,잘되어가다
954,öffnen::V,öppna,열다
955,schließen::V,låsa,추측하다
956,schließen::V,stänga,추측하다
957,stellen::V,ställa,세우다
958,setzen::V,sätta,놓다
959,legen::V,lägga,눕히다
960,berühren::V,beröra,대다
961,verbinden::V,förbinda,옝열하다
962,bedecken::V,täcka,덮다
963,bedecken::V,betäcka,덮다
964,aufhängen::V,hänga,매달다
965,aufhängen::V,hänga upp,매달다
966,anzünden::V,tända,점화하다
967,anzünden::V,antända,점화하다
968,anzünden::V,tända på,점화하다
969,aufheben::V,lyfta,위로올리다
970,zurücklassen::V,lämna,튀에남기다
971,zurücklassen::V,efterlämna,튀에남기다
972,verlieren::V,mista,잃다
973,verlieren::V,förlora,잃다
974,fallen lassen::V,tappa,떨어뜨리다
975,fallen lassen::V,släppa,떨어뜨리다
976,machen::V,göra,하다
977,herstellen::V,tillverka,제조하다
978,herstellen::V,framställa,제조하다
979,bauen::V,bygga,짓다
980,reparieren::V,reparera,수셩자다
981,verbessern::V,rätta,정정하다
982,verbessern::V,förbättra,정정하다
983,ändern::V,ändra,바꾸다
984,ändern::V,förändra,바꾸다
985,graben::V,gräva,파다
986,beugen::V,böja,구부리다
987,biegen::V,böja,굽히다
988,biegen::V,kröka,굽히다
989,drehen::V,vrida,회전
990,wenden::V,vända,회전시키다
991,umdrehen::V,vrida om,회전시키다
992,heben::V,häva,일으아키다
993,hochheben::V,lyfta,틀어올리다
994,ergreifen::V,gripa,잡다
995,halten::V,hålla,잡다
996,drücken::V,trycka,누르다
997,schieben::V,skjuta,밀다
998,kratzen::V,riva,긁다
999,kratzen::V,skrapa,긁다
1000,lecken::V,slicka,핥다
1001,beißen::V,bita,물다
1002,abreißen::V,slita_av,
1003,abreißen::V,riva_av,
1004,abschneiden::V,skära av,귾어내다
1005,binden::V,binda,매다
1006,stecken::V,sticka,찌르다
1007,brechen::V,bryta,금
1008,brechen::V,brista,금
1009,klopfen::V,banka,치다
1010,klopfen::V,klappa,치다
1011,hauen::V,hugga,때리다
1012,kleben::V,klistra,들러붙다
1013,reiben::V,gnida,문지르다
1014,streichen::V,smörja,쓰다듬다
1015,schleifen::V,slipa,갈다
1016,schneiden::V,skära,베다
1017,schneiden::V,klippa,베다
1018,rütteln::V,skaka,흔들다
1019,schütteln::V,rista,흔들다
1020,schwenken::V,svänga,흔들다
1021,schütten::V,hälla,따르다
1022,füllen::V,fylla,담다
1023,einwickeln::V,slå in,싸다
1024,einwickeln::V,veckla in,싸다
1025,tragen::V,bära,지우다
1026,schleppen::V,släpa,끌다
1027,ziehen::V,dra,당기다
1028,aufbewahren::V,förvara,간직하다
1029,aufbewahren::V,ta vara på,간직하다
1030,werfen::V,kasta,던지다
1031,fangen::V,fånga,밥다
1032,packen::V,gripa,쥐다
1033,packen::V,gripa tag,쥐다
1034,verstecken::V,gömma,숨기다
1035,teilen::V,dela,나누다
1036,schicken::V,skicka,보내다
1037,bringen::V,bringa,가겨
1038,hinzufügen::V,tillägga,부가하다
1039,bekommen::V,få,얻다
1040,bekommen::V,erhålla,얻다
1041,erhalten::V,få,지니다
1042,erhalten::V,erhålla,지니다
1043,nehmen::V,ta,잡다
1044,nehmen::V,taga,잡다
1045,wählen::V,välja,선거하다
1046,auswählen::V,utvälja,선출하다
1047,bewahren::V,bevara,저장보종
1048,behindern::V,hindra,훼방하다
1049,behindern::V,förhindra,훼방하다
1050,verderben::V,förstöra,못쓰게 되다
1051,beschädigen::V,skada,상하게하다
1052,zerbrechen::V,bryta isär,깨뜨리다
1053,zerbrechen::V,bryta sönder,깨뜨리다
1054,zerreißen::V,riva sönder,잡아쫓다
1055,zerreißen::V,slita sönder,잡아쫓다
1056,zerstören::V,förstöra,파괴하다
1057,verbrennen::V,bränna,소실하다
1058,verbrennen::V,bränna upp,소실하다
1059,geben::V,ge,주다
1060,reichen::V,räcka,내일다
1061,schenken::V,skänka,주다
1062,versprechen::V,lova,약속하다
1063,wünschen::V,önska,바라다
1064,loben::V,lova,칭찬하다
1065,loben::V,beröma,칭찬하다
1066,küssen::V,pussa,키스하다
1067,wiegen::V,vagga,어르다
1068,zudecken::V,täcka,뚜꺼을하다
1069,wecken::V,väcka,깨우다
1070,zeigen::V,visa,보이다
1071,führen::V,föra,가게하다
1072,lehren::V,lära,가르치다
1073,unterrichten::V,undervisa,가르지다
1074,aufziehen::V,uppfostra,사육하다
1075,leiten::V,leda,이끌다
1076,antreiben::V,driva på,몰다
1077,lassen::V,få att,내버려두다
1078,einladen::V,bjuda,초청하다
1079,einladen::V,inbjuda,초청하다
1080,vereinigen::V,förena,하나로하다
1081,besuchen::V,besöka,방문하다
1082,treffen::V,möta,만나다
1083,treffen::V,träffa,만나다
1084,sich versammeln::V,församla sig,조립하다
1085,spielen::V,leka,눌다
1086,spielen::V,spela,눌다
1087,singen::V,sjunga,노래하다
1088,tanzen::V,dansa,춤추하다
1089,sich trennen::V,skiljas,가르다
1090,verlassen::V,lämna,버림받은
1091,verlassen::V,överge,버림받은
1092,retten::V,rädda,구조하다
1093,bewachen::V,bevaka,치키다
1094,schützen::V,skydda,보호하다
1095,schützen::V,beskydda,보호하다
1096,verteidigen::V,försvara,막다
1097,sich schlagen::V,slåss,치다
1098,schießen::V,skjuta,쏘다
1099,siegen::V,segra,이기다
1100,ärgern::V,förarga,성을내게하다
1101,schlagen::V,slå,치다
1102,treten::V,sparka,디디다
1103,stechen::V,sticka,찌르다
1104,stoßen::V,stöta,찌르다
1105,stehlen::V,stjäla,훔치다
1106,stören::V,störa,움직이다
1107,belästigen::V,genera,괴롭히다
1108,belästigen::V,besvära,괴롭히다
1109,verbergen::V,dölja,숨기다
1110,täuschen::V,vilseleda,속이다
1111,betrügen::V,bedra,속이다
1112,töten::V,döda,죽이다
1113,wohnen::V,bo,실다
1114,arbeiten::V,arbeta,일하다
1115,sammeln::V,samla,모으다
1116,pflücken::V,plocka,꿔다
1117,jagen::V,jaga,사냥하다
1118,fischen::V,fiska,고기를잡다
1119,fassen::V,fånga,움켜쥐다
1120,hüten::V,vakta,망보다
1121,treiben::V,driva,몰아세우다
1122,anbinden::V,binda fast,묶다
1123,füttern::V,fodra,사료를주다
1124,melken::V,mjölka,젖을짜다
1125,hacken::V,hacka,자르다
1126,gießen::V,hälla,물을대다
1127,gießen::V,vattna,물을대다
1128,reifen::V,mogna,성숙하다
1129,zubereiten::V,tillaga,조제하다
1130,zubereiten::V,tillreda,조제하다
1131,kochen::V,koka,요리하다
1132,backen::V,baka,쿱다
1133,braten::V,steka,굽다
1134,umrühren::V,röra om,교반하다
1135,stricken::V,sticka,뜨개질하다
1136,nähen::V,sy,꿰매다
1137,färben::V,färga,채색하다
1138,reinigen::V,rensa,청소하다
1139,reinigen::V,rengöra,청소하다
1140,waschen::V,tvätta,씻다
1141,abwischen::V,torka av,닦다
1142,spülen::V,spola,씻다
1143,spülen::V,skölja,씻다
1144,fegen::V,feja,소체하다
1145,kehren::V,sopa,청소하다
1146,baden::V,bada,감다
1147,sich waschen::V,tvätta sig,모믈 씻다
1148,ausziehen::V,ta av,벗다
1149,anziehen::V,ta på,끌어움직이다
1150,sich anziehen::V,klä på sig,
1151,kämmen::V,kamma,빗다
1152,schmücken::V,pynta,치레하다
1153,schmücken::V,smycka,치레하다
1154,sagen::V,säga,말하다
1155,sprechen::V,tala,말하다
1156,reden::V,tala,이야기하다
1157,reden::V,prata,이야기하다
1158,sich unterhalten::V,prata,
1159,fragen::V,fråga,질문하다
1160,fragen::V,spörja,질문하다
1161,bitten::V,be,원하다
1162,erzählen::V,berätta,이야기하다
1163,mitteilen::V,meddela,이야기하다
1164,nennen::V,kalla,부르다
1165,rufen::V,ropa,불러내다
1166,prahlen::V,pråla,자랑하다
1167,prahlen::V,skryta,자랑하다
1168,übersetzen::V,tolka,번역하다
1169,übersetzen::V,översätta,번역하다
1170,denken::V,tänka,생각하다
1171,glauben::V,tro,믿다
1172,bemerken::V,uppmärksamma,인자하다
1173,bemerken::V,lägga märke till,인자하다
1174,erkennen::V,känna igen,인식하다
1175,begreifen::V,begripa,파악하다
1176,verstehen::V,förstå,이해하다
1177,lernen::V,lära sig,배우다
1178,wissen::V,veta,알다
1179,sich erinnern an::V,minnas,상기하다
1180,sich erinnern an::V,komma ihåg,상기하다
1181,vergessen::V,glömma,잊다
1182,messen::V,mäta,측정하다
1183,zählen::V,räkna,세다
1184,rechnen::V,räkna,게산하다
1185,lesen::V,läsa,읽다
1186,malen::V,måla,그리다
1187,zeichnen::V,teckna,소묘하다
1188,schreiben::V,skriva,쓰다
1189,besitzen::V,äga,소유하다
1190,besitzen::V,besitta,소유하다
1191,kaufen::V,köpa,사다
1192,verkaufen::V,sälja,팔다
1193,bezahlen::V,betala,지불하다
1194,zahlen::V,betala,치르다
1195,beherrschen::V,behärska,지배하다
1196,ertragen::V,tåla,참다
1197,ertragen::V,uthärda,참다
