,Concept_ID,ce,sk
798,fünf::NUM,пхиъ,päť
799,sechs::NUM,ялх,šesť
800,sieben::NUM,ворхӏ,sedem
801,acht::NUM,бархӏ,osem
802,neun::NUM,исс,deväť
803,zehn::NUM,итт,desať
804,elf::NUM,цхьайтта,jedenásť
805,zwölf::NUM,шийтта,dvanásť
806,zwanzig::NUM,ткъа,dvadsať
807,dreißig::NUM,ткъе итт,tridsať
808,vierzig::NUM,шовзткъа,štyridsať
809,fünfzig::NUM,шовзткъе итт,päťdesiat
810,sechzig::NUM,кхузткъа,šesťdesiat
811,siebzig::NUM,кхузткъе итт,sedemdesiat
812,achtzig::NUM,дезткъа,osemdesiat
813,neunzig::NUM,дезткъе итт,deväťdesiat
814,hundert::NUM,бӏе,sto
815,tausend::NUM,эзар,tisíc
816,und::CNJ,a,i
817,oder::CNJ,я,alebo
818,stehen::V,латта,stáť
819,sitzen::V,хиъна ӏан,sedieť
820,liegen::V,ӏилла,ležať
821,hängen::V,кхаза,visieť
822,werden::V,хила,stať sa
823,passieren::V,хила,stať sa
824,beginnen::V,доло,začať sa
825,enden::V,дӏадерза,končiť sa
826,wechseln::V,хийца,meniť sa
827,aufgehen[Sonne]::V,кхета,vychádzať
828,untergehen[Sonne]::V,чубуза,zapadnúť
829,scheinen[Sonne]::V,серло яла,svietiť
830,donnern::V,къекъа,hrmieť
831,wehen::V,хьекха,viať
832,strömen::V,эха,prúdiť
833,fließen::V,охьаэха,tiecť
834,sich drehen::V,хьийза,točiť sa
835,sich drehen::V,хьийза,krútiť sa
836,schwanken::V,леста,kolísať
837,schwanken::V,леста,klátiť sa
838,schwingen::V,лесто,kývať sa
839,schwingen::V,лесто,chvieť sa
840,fallen::V,охьакхета,padať
841,brennen::V,дага,páliť
842,brennen::V,дага,horieť
843,rauchen::V,оза,dymiť sa
844,regnen::V,догlа догlу,pršať
845,gefrieren::V,гӏоро,zamrznút
846,tauen::V,даша,taviť sa
847,schmelzen::V,лала,taviť sa
848,trocknen::V,дакъо,schnúť
849,sieden::V,кхехка,vrieť
850,faulen::V,дахкадала,hniť
851,verfaulen::V,дахкадала,zhniť
852,reißen::V,хеда,pretrhnúť sa
853,versinken::V,хичудаха,zapadnúť
854,versinken::V,хичудаха,potopiť sa
855,vergehen::V,дlаэха,plynúť
856,erscheinen::V,схьадала,objaviť sa
857,erscheinen::V,ӏоттадала,objaviť sa
858,verschwinden::V,къайладала,zmiznúť
859,sinken::V,лахдала,klesať
860,zunehmen::V,лакхадала,pribúdať
861,steigen::V,хьаладала,stúpať
862,wachsen::V,кхиа,rásť
863,glänzen::V,лепа,jagať sa
864,glänzen::V,лепа,lesknúť sa
865,funkeln::V,къега,iskriť sa
866,lärmen::V,гӏовгӏаян,lomoziť
867,läuten::V,детта,cengať
868,klingeln::V,дека,zvoniť
869,klirren::V,дека,rinčať
870,brausen::V,хьаьдда даха,hučať
871,rauschen::V,леста,šumieť
872,klingen::V,дека,znieť
873,klingen::V,дека,zvoniť
874,bellen::V,лета,štekať
875,bellen::V,лета,brechať
876,heulen::V,угӏа,vyť
877,blasen::V,хӏуп баха,duť
878,blasen::V,хӏуп баха,fúkať
879,pfeifen::V,шок етта,pískať
880,pfeifen::V,шок етта,hvízdať
881,schreien::V,мохь бетта,kričať
882,stöhnen::V,узарш дан,stenať
883,zittern::V,дега,triasť sa
884,leben::V,даха,žiť
885,geboren werden::V,хила,narodiť sa
886,atmen::V,садеӏа,dýchať
887,trinken::V,мала,piť
888,essen::V,кхалла,jesť
889,schlucken::V,къурдбан,zhltnuť
890,müde werden::V,кӏаддала,unaviť sa
891,einschlafen::V,наб кхета,usnúť
892,einschlafen::V,наб кхета,zaspať
893,schlafen::V,вижа,spať
894,schlafen::V,наб ян,spať
895,schlafen::V,дижина хила,spať
896,aufwachen::V,самадала,zobudiť sa
897,aufstehen::V,гӏатта,vstať
898,sich erholen::V,садаӏа,zotavovať sa
899,sich erholen::V,садаӏа,oddýchovať si
900,krank werden::V,цомгуш хила,ochorieť
901,krank sein::V,цомгуш хила,chorieť
902,krank sein::V,цомгуш хила,byť chorý
903,schmerzen::V,лаза,bolieť
904,schmerzen::V,ӏийжа,bolieť
905,husten::V,йовхарш етта,kašľať
906,genesen::V,тадала,uzdraviť sa
907,sterben::V,дала,umrieť
908,sterben::V,дала,zomrieť
909,umkommen::V,хӏаллакхила,zahynúť
910,sich bewegen::V,лела,pohybovať sa
911,sich rühren::V,меттахъхьен,hnúť sa
912,sich erheben::V,хьалагlатта,zdvihnúť sa
913,sich setzen::V,хаа,sadnúť si
914,hinfallen::V,дожа,spadnúť
915,hinfallen::V,охьакхета,spadnúť
916,laufen::V,вада,bežať
917,laufen::V,хьада,bežať
918,schreiten::V,болар дан,kráčať
919,schreiten::V,ког баккха,kráčať
920,spazierengehen::V,доладала,prechádzať sa
921,eilen::V,сихдала,súriť
922,sich beeilen::V,сихдала,ponáhľať sa
923,rennen::V,дада,bežať
924,springen::V,ирхкхийсадала,skákať
925,klettern::V,тӏедийла,liezť
926,schaukeln::V,техко,húpať
927,schaukeln::V,техко,hojdať
928,kriechen::V,такха,liezť
929,kriechen::V,такха,plaziť sa
930,schwimmen::V,некадан,plávať
931,tauchen::V,чулелха,ponoriť sa
932,rudern::V,дига лело,veslovať
933,rudern::V,кема лело,veslovať
934,fahren::V,хахка,ísť
935,fahren::V,хахка,jazdiť
936,fliegen::V,тӏемадала,letieť
937,gehen::V,лeла,ísť
938,weggehen::V,дӏадаха,odísť
939,weggehen::V,дӏадаха,odchádzať
940,abfahren::V,дӏадаха,odcestovať
941,anhalten::V,саца,zadržať sa
942,anhalten::V,саца,zastaviť sa
943,hineingehen::V,чудала,vchádzať
944,eintreten::V,чудала,vojsť
945,eintreten::V,чудала,vstúpiť
946,kommen::V,кхача,prísť
947,kommen::V,дӏакхача,prísť
948,kommen::V,схьакхача,prísť
949,ankommen::V,кхача,prísť
950,ankommen::V,кхача,doraziť
951,ankommen::V,схьакхача,prísť
952,ankommen::V,схьакхача,doraziť
953,zurückkommen::V,юхада,vrátiť sa
954,bleiben::V,диса,ostať
955,bleiben::V,диса,zostať
956,warten::V,хьежа,čakať
957,warten::V,cобар дан,čakať
958,erwarten::V,хьоьжуш ӏан,očakávať
959,suchen::V,леха,hľadať
960,finden::V,каро,nájsť
961,versuchen::V,дан хьажа,skúsiť
962,versuchen::V,дан хьажа,pokúsiť sa
963,vorbereiten::V,кечъян,pripraviť
964,lieben::V,деза,ľúbiť
965,lieben::V,деза,milovať
966,mögen::V,безамхила,mať rád
967,lachen::V,дела,smiať sa
968,rühren::V,хьедан,dojať
969,weinen::V,делха,plakať
970,schimpfen::V,чехо,nadávať
971,sich ärgern::V,оьгӏазъэха,hnevať sa
972,sich ärgern::V,оьгӏазъэха,zlostiť sa
973,sich fürchten::V,кхера,báť sa
974,fürchten::V,кхера,báť sa
975,fliehen::V,дӏадада,utekať
976,flüchten::V,дӏадада,utiecť
977,sehen::V,ган,vidieť
978,anschauen::V,хьажа,pozrieť sa na
979,anschauen::V,хьежа,pozrieť sa na
980,ansehen::V,хьовса,pozrieť
981,hören::V,хаза,počúvať
982,zuhören::V,ладогӏа,počúvať
983,probieren::V,хьажа,ochutnať
984,riechen::V,хьожа яха,ňuchať
985,fühlen::V,хаадала,cítiť
986,fühlen::V,хаадала,pociťovať
987,scheinen::V,мотта,zdať sa
988,zu sehen sein::V,гуш хила,byť vidieť
989,vernehmen::V,бартхатта,počuť
990,frieren::V,гӏоро,mrznúť
991,frieren::V,гӏоро,oziabať
992,tun::V,дан,robiť
993,können::V,дадала,môcť
994,wollen::V,тӏергӏа,chcieť
995,anfangen::V,доло,začať
996,beenden::V,довла,skončiť
997,aufhören::V,саца,prestať
998,gelingen::V,кадала,podariť sa
999,geraten::V,хила,dariť sa
1000,öffnen::V,дӏаделла,otvoriť
1001,öffnen::V,схьаделла,otvoriť
1002,schließen::V,къовла,zavrieť
1003,schließen::V,дӏачӏагӏа,zavrieť
1004,stellen::V,хlотто,postaviť
1005,setzen::V,дийгӏа,posadiť
1006,legen::V,охьадилла,klásť
1007,legen::V,охьадилла,položiť
1008,berühren::V,хьедан,dotykať sa
1009,verbinden::V,вовшахтаса,spojiť
1010,bedecken::V,тилла,pokryť
1011,bedecken::V,тӏетаса,pokryť
1012,aufhängen::V,хьалаолла,zavesiť
1013,anzünden::V,лато,zapáliť
1014,aufheben::V,айа,zdvihnúť
1015,zurücklassen::V,дита,zanechať
1016,verlieren::V,дайа,stratiť
1017,fallen lassen::V,охьадожо,pustiť
1018,machen::V,дан,robiť
1019,herstellen::V,дан,vyrobiť
1020,bauen::V,гӏишлоян,stavať
1021,bauen::V,гӏишлоян,budovať
1022,reparieren::V,тадан,opraviť
1023,verbessern::V,нисдан,zlepšiť
1024,ändern::V,хийца,zmeniť
1025,ändern::V,хийца,preinačiť
1026,graben::V,ахка,ryť
1027,graben::V,ахка,kopať
1028,beugen::V,сатто,ohnúť
1029,biegen::V,сатто,ohnúť
1030,drehen::V,хьовзо,točiť
1031,drehen::V,хьовзо,krútiť
1032,umdrehen::V,хьовзo,otočiť
1033,umdrehen::V,хьовзo,obrátiť
1034,heben::V,айа,dvíhať
1035,heben::V,айа,povzniesť
1036,heben::V,хьалаайа,dvíhať
1037,heben::V,хьалаайа,povzniesť
1038,hochheben::V,хьалаайа,zdvihnúť
1039,ergreifen::V,дӏалаца,uchopiť sa
1040,halten::V,латто,držať
1041,drücken::V,тӏетаӏо,tisnúť
1042,schieben::V,татта,posunovať
1043,kratzen::V,мӏараш тийса,škrabať
1044,lecken::V,мотт хьекха,lízať
1045,beißen::V,катoха,kúsať
1046,abreißen::V,схьадаккха,odtrhnúť
1047,abschneiden::V,кхада,odrezať
1048,abschneiden::V,кхада,odkrojiť
1049,binden::V,дӏадехка,zaviazať
1050,binden::V,дӏадехка,priviazať
1051,binden::V,вовшахтаса,zaviazať
1052,binden::V,вовшахтаса,priviazať
1053,stecken::V,чудахийта,strčiť
1054,brechen::V,кагдан,zlomiť
1055,klopfen::V,детта,tĺcť
1056,klopfen::V,детта,klopať
1057,hauen::V,етта,nabiť
1058,kleben::V,тӏелато,lepiť
1059,kleben::V,тӏелато,nalepiť
1060,reiben::V,хьекхо,trieť
1061,streichen::V,тlехьакха,namazať
1062,schleifen::V,ирдан,ostríť
1063,schneiden::V,ларга,rezať
1064,schneiden::V,ларга,strihať
1065,rütteln::V,лесто,triasť
1066,rütteln::V,лесто,lomcovať
1067,schütteln::V,лесто,triasť
1068,schütteln::V,лесто,potriasť
1069,schwenken::V,лесто,mávať
1070,schütten::V,дотта,sypať
1071,füllen::V,дуза,plniť
1072,einwickeln::V,хьарчо,zabaliť
1073,tragen::V,дахьа,niesť
1074,schleppen::V,ийзо,vliecť
1075,ziehen::V,озо,ťahať
1076,aufbewahren::V,ӏалашдан,uložiť
1077,aufbewahren::V,ӏалашдан,uschovať
1078,werfen::V,кхосса,hodiť
1079,werfen::V,кхосса,vrhnúť
1080,fangen::V,леца,chytať
1081,packen::V,леца,baliť
1082,packen::V,леца,chytiť
1083,verstecken::V,къайладаккха,skryť
1084,verstecken::V,къайладаккха,schovať
1085,teilen::V,декъа,podeliť
1086,teilen::V,декъа,rozdeliť
1087,schicken::V,дӏадахьийта,posielať
1088,bringen::V,дан,priniesť
1089,hinzufügen::V,тӏетоха,pripojiť
1090,bekommen::V,даккха,dostať
1091,erhalten::V,даккха,prijať
1092,nehmen::V,схьаэца,vziať
1093,wählen::V,харжа,voliť
1094,auswählen::V,харжа,vybrať
1095,auswählen::V,харжа,vyvoliť
1096,bewahren::V,lалашдан,zachovať
1097,behindern::V,новкъарло ян,zavadzať
1098,behindern::V,новкъарло ян,byť v ceste
1099,verderben::V,талхо,skaziť
1100,beschädigen::V,дохо,ublížiť
1101,beschädigen::V,дохо,poškodiť
1102,zerbrechen::V,дохо,rozbiť
1103,zerbrechen::V,дохо,prelomiť
1104,zerbrechen::V,кагдан,rozbiť
1105,zerbrechen::V,кагдан,prelomiť
1106,zerreißen::V,хадо,pretrhnúť
1107,zerstören::V,дохо,zničiť
1108,zerstören::V,кагдан,zničiť
1109,verbrennen::V,даго,spáliť
1110,geben::V,яла,dať
1111,reichen::V,дӏадала,podať
1112,reichen::V,дӏакховдо,podať
1113,schenken::V,совгӏат дан,darovať
1114,versprechen::V,ваӏда дан,sľúbiť
1115,wünschen::V,лаа,želať
1116,loben::V,хасто,chváliť
1117,küssen::V,оба яккха,bozkať
1118,wiegen::V,тахка,kolísať
1119,zudecken::V,тӏетаса,prikryť
1120,wecken::V,самадаккха,zobudiť
1121,zeigen::V,гайта,ukázať
1122,führen::V,дига,viesť
1123,lehren::V,ӏамо,učiť
1124,unterrichten::V,хьеха,vyučovať
1125,aufziehen::V,кхио,vychovať
1126,leiten::V,урхалла дан,viesť
1127,antreiben::V,сихдан,popudiť
1128,lassen::V,-йта,dať
1129,einladen::V,кхайкха,pozvať
1130,einladen::V,кхайкха,povolať
1131,vereinigen::V,цхьаьнатоха,spojiť
1132,vereinigen::V,цхьаьнатоха,zjednotiť
1133,besuchen::V,хьажахIотта,navštíviť
1134,treffen::V,дуьхьалкхета,stretnúť
1135,sich versammeln::V,гулдан,zhromaždiť sa
1136,spielen::V,ловза,hrať
1137,singen::V,лакха,spievať
1138,tanzen::V,хелхадала,tancovať
1139,sich trennen::V,къаста,rozísť sa
1140,verlassen::V,дита,opustiť
1141,retten::V,кӏелхьардаккха,zachrániť
1142,bewachen::V,ха дан,strážiť
1143,schützen::V,лардан,chrániť
1144,verteidigen::V,лардан,brániť
1145,sich schlagen::V,етта,biť sa
1146,schießen::V,детта,streliť
1147,schießen::V,детта,strieľať
1148,siegen::V,тола,zvíťaziť
1149,ärgern::V,оьгӏаздахийта,hnevať
1150,ärgern::V,оьгӏаздахийта,zlostiť
1151,schlagen::V,тоха,biť
1152,schlagen::V,тоха,udrieť
1153,treten::V,мийра тоха,kopnúť
1154,stechen::V,ӏотта,bodnúť
1155,stechen::V,ӏотта,pichnúť
1156,stechen::V,къовзо,bodnúť
1157,stechen::V,къовзо,pichnúť
1158,stoßen::V,татта,udrieť
1159,stehlen::V,лачкъо,kradnúť
1160,stören::V,новкъарло ян,vyrušiť
1161,belästigen::V,сагатдан,obťažovať
1162,verbergen::V,къайладаккха,skryť
1163,täuschen::V,ӏexo,sklamať
1164,betrügen::V,ледан,klamať
1165,betrügen::V,ледан,podvádzať
1166,töten::V,ден,zabiť
1167,töten::V,ден,usmrtiť
1168,wohnen::V,даха,bývať
1169,arbeiten::V,къахьега,pracovať
1170,sammeln::V,гулдан,zbierať
1171,pflücken::V,даха,trhať
1172,pflücken::V,даха,oberať
1173,jagen::V,талла,poľovať
1174,fischen::V,чӏерий леца,loviť ryby
1175,fischen::V,чӏерий леца,chytať ryby
1176,fassen::V,лаца,uloviť
1177,fassen::V,схьалаца,uloviť
1178,hüten::V,лардан,pásť
1179,treiben::V,лахка,hnať
1180,anbinden::V,дӏадехка,priviazať
1181,füttern::V,хӏума яла,kŕmiť
1182,melken::V,оза,dojiť
1183,gießen::V,хи тоха,polievať
1184,reifen::V,хьекъа,dozrieť
1185,zubereiten::V,кечъян,pripraviť
1186,zubereiten::V,кхача бан,pripraviť
1187,kochen::V,кхача бан,variť
1188,backen::V,датта,piecť
1189,backen::V,датта,smažiť
1190,braten::V,кхарза,piecť
1191,braten::V,кхарза,pražiť
1192,umrühren::V,кего,pomiešať
1193,nähen::V,тега,šiť
1194,färben::V,басардан,zafarbiť
1195,reinigen::V,цӏандан,čistiť
1196,waschen::V,йила,myť
1197,waschen::V,йитта,myť
1198,waschen::V,дӏадайа,myť
1199,abwischen::V,дӏадайа,utrieť
1200,spülen::V,хи кхарза,vyplachovať
1201,fegen::V,нуй хьакха,zametať
1202,kehren::V,нуй хьакха,zametať
1203,baden::V,лийча,kúpať sa
1204,sich waschen::V,юьхь йила,umývať sa
1205,ausziehen::V,духар дӏадаккха,zobliecť
1206,sich anziehen::V,духа,obliecť sa
1207,kämmen::V,ехк хьакха,česať
1208,schmücken::V,хаздан,ozdobiť
1209,sagen::V,ала,povedať
1210,sprechen::V,баха,hovoriť
1211,sprechen::V,мотт бийца,hovoriť
1212,reden::V,къамел дан,rozprávať
1213,sich unterhalten::V,къамел дан,rozprávať sa
1214,fragen::V,хатта,spýtať sa
1215,bitten::V,деха,prosiť
1216,erzählen::V,дийца,rozprávať
1217,mitteilen::V,хаам бан,oznámiť
1218,nennen::V,цӏе яккха,nazvať
1219,nennen::V,цӏе яккха,menovať
1220,rufen::V,кхайкха,volať
1221,rufen::V,кхайкха,zavolať
1222,prahlen::V,куралла ян,vystatovať sa
1223,prahlen::V,дозалла дан,vystatovať sa
1224,übersetzen::V,гоч дан,preložiť
1225,denken::V,ойла ян,myslieť
1226,glauben::V,теша,veriť
1227,bemerken::V,ган,podotknuť
1228,bemerken::V,ган,spozorovať
1229,erkennen::V,довза,poznať
1230,begreifen::V,кхета,pochopiť
1231,begreifen::V,кхета,porozumieť
1232,verstehen::V,кхета,rozumieť
1233,lernen::V,деша,učiť sa
1234,wissen::V,хаа,vedieť
1235,sich erinnern an::V,дагадан,pamätať si na
1236,vergessen::V,дицдала,zabudnuť
1237,messen::V,дуста,merať
1238,zählen::V,дагардан,počítať
1239,rechnen::V,лара,rátať
1240,rechnen::V,лара,počítať
1241,lesen::V,еша,čítať
1242,malen::V,сурт дилла,maľovať
1243,zeichnen::V,сурт дилла,kresliť
1244,schreiben::V,яздан,písať
1245,besitzen::V,доладан,mať
1246,besitzen::V,доладан,vlastniť
1247,kaufen::V,эца,kúpiť
1248,verkaufen::V,дохка,predať
1249,bezahlen::V,мах бала,zaplatiť
1250,zahlen::V,мах бала,platiť
1251,beherrschen::V,собаре хила,ovládať
1252,ertragen::V,лан,znášať
1253,ertragen::V,лан,vydržať
1254,ertragen::V,сатоха,znášať
1255,ertragen::V,сатоха,vydržať
1256,ertragen::V,садетта,znášať
1257,ertragen::V,садетта,vydržať
1258,Schwarm::N,,roj
1259,Schlinge::N,,slučka
1260,Art::N,,druh
1261,Entfernung::N,,vzdialenosť
1262,Griff::N,,rukoväť
1263,Figur::N,,figúra
1264,Bogen[Waffe]::N,,luk
1265,so::ADV,,tak
1266,so::ADV,,takto
1267,abnehmen::V,,ubúdať
1268,sausen::V,,hučať
1269,wenden::V,,obrátiť
1270,wenden::V,,prevrátiť
1271,hacken::V,,seknúť
1272,stricken::V,,pliesť
1273,anziehen::V,,obliecť
