,Concept_ID,cs,vep
830,dreißig::NUM,třicet,koumekümne
831,vierzig::NUM,čtyřicet,nel'l'kümne
832,fünfzig::NUM,padesát,vižkümne
833,sechzig::NUM,šedesát,kuz'kümne
834,siebzig::NUM,sedmdesát,seičemekümne
835,achtzig::NUM,osmdesát,kahesakümne
836,neunzig::NUM,devadesát,ühesakümne
837,hundert::NUM,sto,sada
838,tausend::NUM,tisíc,tuha
839,und::CNJ,a,i
840,und::CNJ,a,da
841,oder::CNJ,nebo,vai
842,stehen::V,stát,seišta
843,sitzen::V,sedět,ištta
844,liegen::V,ležet,venuda
845,hängen::V,viset,ripta
846,werden::V,stát se,lindä
847,werden::V,stát se,tehtas
848,passieren::V,stát se,ozaitas
849,beginnen::V,počít,augotadas
850,enden::V,končit,loptas
851,enden::V,skončit,loptas
852,wechseln::V,měnit se,vajehtadas
853,aufgehen[Sonne]::V,vyjít,nousta
854,untergehen[Sonne]::V,zapadnout,lasktas
855,scheinen[Sonne]::V,svítit,paštta
856,donnern::V,hřmět,juraita
857,wehen::V,vát,dölta
858,wehen::V,vát,puhuda
859,wehen::V,vanout,dölta
860,wehen::V,vanout,puhuda
861,strömen::V,proudit,valadas
862,fließen::V,téct,valuda
863,sich drehen::V,točit se,punotas
864,schwanken::V,kolísat,čibuda
865,schwanken::V,houpat se,čibuda
866,schwingen::V,kývat se,čibuda
867,fallen::V,padat,langeta
868,brennen::V,hořet,pallada
869,rauchen::V,kouřit,savustada
870,regnen::V,pršet,vihmda
871,gefrieren::V,zamrznout,jäduda
872,gefrieren::V,zamrznout,kül'mdä
873,tauen::V,tát,sulada
874,schmelzen::V,tavit,sulada
875,trocknen::V,schnout,kuida
876,trocknen::V,schnout,kuivehtuda
877,sieden::V,vřít,kehuda
878,faulen::V,hnít,hapata
879,faulen::V,hnít,traudäs
880,verfaulen::V,shnít,hapata
881,reißen::V,roztrhat se,rebita
882,versinken::V,topit se,upota
883,versinken::V,ponořit se,upota
884,vergehen::V,plynout,mända
885,erscheinen::V,objevit se,ozutadas
886,verschwinden::V,zmizet,hajeta
887,sinken::V,klesat,väheta
888,sinken::V,klesat,lasktas
889,abnehmen::V,ubýt,peneta
890,zunehmen::V,přibýt,ližaduda
891,steigen::V,stoupat,nousta
892,wachsen::V,růst,kazda
893,glänzen::V,lesknout se,loštta
894,funkeln::V,jiskřit se,hoštta
895,lärmen::V,dělat hluk,robaita
896,läuten::V,zvonit,judaita
897,klingeln::V,zvonit,kelotada
898,klirren::V,řinčet,biraita
899,brausen::V,hučet,bruncta
900,rauschen::V,šumět,šobaita
901,klingen::V,znít,heläita
902,bellen::V,štěkat,nutta
903,heulen::V,výt,ulaita
904,blasen::V,foukat,puhuda
905,pfeifen::V,pískat,pistta
906,pfeifen::V,pískat,vihelta
907,schreien::V,křičet,kirkta
908,schreien::V,křičet,kidastada
909,stöhnen::V,sténat,ohkta
910,stöhnen::V,sténat,voivotada
911,zittern::V,třást se,säraita
912,leben::V,žít,eläda
913,geboren werden::V,rodit se,sünduda
914,atmen::V,dýchat,henktä
915,trinken::V,pít,joda
916,essen::V,jíst,söda
917,schlucken::V,polykat,lainata
918,müde werden::V,unavit se,väzuda
919,müde werden::V,unavit se,šuštuda
920,einschlafen::V,usnout,uinota
921,schlafen::V,spát,magata
922,schlafen::V,spát,nukkuda
923,aufwachen::V,probudit se,heraštuda
924,aufstehen::V,vstát,nousta
925,sich erholen::V,zotavovat se,lebaitas
926,krank werden::V,onemocnět,läžegata
927,krank sein::V,být nemocný,läžuda
928,schmerzen::V,bolet,kibištada
929,husten::V,kašlat,rügda
930,genesen::V,uzdravit se,tervehtuda
931,sterben::V,umřít,kolda
932,umkommen::V,zahynout,kolda
933,sich bewegen::V,pohnout se,likkuda
934,sich rühren::V,hnout se,likahtada
935,sich rühren::V,hnout se,kubahtada
936,sich erheben::V,zdvihnout se,nousta
937,sich setzen::V,posadit se,išttas
938,hinfallen::V,upadnout,langeta
939,laufen::V,běžet,kävuda
940,schreiten::V,kráčet,astta
941,schreiten::V,kráčet,haškta
942,spazierengehen::V,procházet se,kävelta
943,eilen::V,spěchat,kiruhtada
944,sich beeilen::V,pospíšit si,kiruhtada
945,sausen::V,fičet,fun'urta
946,rennen::V,pádit,joksta
947,springen::V,skákat,hüptä
948,klettern::V,lézt,libuda
949,klettern::V,šplhat,libuda
950,schaukeln::V,houpat,čibuda
951,kriechen::V,lézt,ličtas
952,kriechen::V,plazit se,ličtas
953,schwimmen::V,plavat,ujuda
954,tauchen::V,nořit se,čukautas
955,rudern::V,veslovat,souta
956,fahren::V,jet,ajada
957,fahren::V,jet,ajelda
958,fahren::V,jezdit,ajada
959,fahren::V,jezdit,ajelda
960,fliegen::V,létat,leta
961,gehen::V,jít,mända
962,gehen::V,jít,kävuda
963,weggehen::V,odejít,päzda
964,weggehen::V,odejít,lähtta
965,abfahren::V,odjet,tönduda
966,anhalten::V,zastavit se,seižutadas
967,hineingehen::V,vcházet se,mända südäimehe
968,eintreten::V,vstoupit,tulda
969,kommen::V,přijít,tulda
970,ankommen::V,dojít,tulda
971,zurückkommen::V,vrátit se,pörtas
972,bleiben::V,zůstat,jäda
973,warten::V,čekat,varastada
974,erwarten::V,čekat na,varastada
975,suchen::V,hledat,ectä
976,finden::V,najít,löuta
977,versuchen::V,zkoušet,ladida
978,versuchen::V,zkoušet,rohkaita
979,vorbereiten::V,připravit,vaumita
980,lieben::V,milovat,armastada
981,mögen::V,mít rád,navedida
982,lachen::V,smát se,nagrda
983,rühren::V,dojmout,likutada
984,weinen::V,plakat,itkta
985,schimpfen::V,nadávat,laidas
986,schimpfen::V,nadávat,pačatada
987,sich ärgern::V,pohoršit se,rändüda
988,sich fürchten::V,bát se,varaita
989,fürchten::V,bát se,varaita
990,fliehen::V,utéct,pageta
991,flüchten::V,prchnout,pageta
992,flüchten::V,prchnout,joksta
993,sehen::V,vidět,nähta
994,anschauen::V,podívat se na,kacta
995,ansehen::V,sledovat,kacta
996,hören::V,slyšet,kulda
997,zuhören::V,poslouchat,kundeltas
998,probieren::V,ochutnávat,mujada
999,riechen::V,cítit,rižada
1000,fühlen::V,cítit,mujada
1001,scheinen::V,zdát se,näguda
1002,zu sehen sein::V,moci být viděn,näguda
1003,vernehmen::V,uslyšet,kulištada
1004,frieren::V,mrznout,kül'mdä
1005,tun::V,dělat,tehta
1006,können::V,moct,voida
1007,können::V,moct,mahtta
1008,wollen::V,chtít,himoita
1009,wollen::V,chtít,tahtoida
1010,anfangen::V,začít,zavottä
1011,anfangen::V,začít,augotada
1012,beenden::V,ukončit,loptä
1013,aufhören::V,přestat,loptas
1014,gelingen::V,podařit se,lähtta
1015,gelingen::V,podařit se,tehtas
1016,geraten::V,dařit se,tulda
1017,öffnen::V,otevřít,avaita
1018,schließen::V,zavřít,saubata
1019,stellen::V,postavit,panda
1020,stellen::V,postavit,seižutada
1021,setzen::V,posadit,ištutada
1022,legen::V,klást,panda
1023,legen::V,položit,panda
1024,berühren::V,dotýkat se,koskta
1025,berühren::V,dotýkat se,käziduda
1026,verbinden::V,spojit,ühtenzoitta
1027,bedecken::V,pokrýt,katta
1028,bedecken::V,pokrýt,peitta
1029,aufhängen::V,oběsit,riputada
1030,aufhängen::V,pověsit,riputada
1031,anzünden::V,zapálit,sütutada
1032,anzünden::V,podpálit,sütutada
1033,aufheben::V,zvednout,leta
1034,aufheben::V,zdvihnout,leta
1035,zurücklassen::V,zanechat,jätta
1036,verlieren::V,ztratit,kadotada
1037,fallen lassen::V,upustit,kirbotada
1038,machen::V,udělat,säta
1039,machen::V,udělat,tehta
1040,herstellen::V,vyrobit,tehta
1041,bauen::V,stavět,leta
1042,bauen::V,stavět,sauda
1043,bauen::V,budovat,leta
1044,bauen::V,budovat,sauda
1045,reparieren::V,opravit,koheta
1046,verbessern::V,zlepšit,paremboita
1047,ändern::V,změnit,vajehtada
1048,graben::V,rýt,kaida
1049,graben::V,rýt,čongoida
1050,graben::V,kopat,kaida
1051,graben::V,kopat,čongoida
1052,beugen::V,ohnout,koverta
1053,biegen::V,ohnout,painda
1054,drehen::V,točit,punotada
1055,wenden::V,obrátit,käta
1056,wenden::V,obrátit,kärauta
1057,umdrehen::V,obrátit,käta
1058,heben::V,zdvihnout,leta
1059,hochheben::V,zvednout,libutada
1060,ergreifen::V,chopit se,tabata
1061,halten::V,držet,pidada
1062,drücken::V,stisknout,painda
1063,schieben::V,posouvat,žigutada
1064,kratzen::V,škrábat,künstä
1065,lecken::V,lízat,nolda
1066,beißen::V,kousat,purda
1067,beißen::V,kousat,hambastada
1068,abreißen::V,utrhat,ratketa
1069,abreißen::V,odtrhat,ratketa
1070,abschneiden::V,uřezat,čapata
1071,abschneiden::V,uřezat,leikata
1072,abschneiden::V,ukrojit,čapata
1073,abschneiden::V,ukrojit,leikata
1074,binden::V,přivázat,sidoda
1075,stecken::V,strčit,čokaita
1076,brechen::V,lomit,katkaita
1077,klopfen::V,ťukat,kolkotada
1078,klopfen::V,klepat,kolkotada
1079,hauen::V,bít,löda
1080,kleben::V,lepit,klejata
1081,reiben::V,třít,hosta
1082,reiben::V,třít,törkita
1083,reiben::V,třít,jorotada
1084,streichen::V,mazat,voita
1085,schleifen::V,brousit,hijoida
1086,schleifen::V,brousit,teravzoitta
1087,schneiden::V,řezat,leikata
1088,schneiden::V,střihat,leikata
1089,rütteln::V,třást,heilutada
1090,rütteln::V,otřást,heilutada
1091,schütteln::V,třást,pudištada
1092,schütteln::V,zatřást,pudištada
1093,schwenken::V,mávat,maihutada
1094,schütten::V,nasypat,valada
1095,füllen::V,naplnit,täutta
1096,einwickeln::V,zavinout,kärdä
1097,tragen::V,nést,kantta
1098,tragen::V,nést,kandišta
1099,schleppen::V,vléct,vedätada
1100,ziehen::V,tahat,vedada
1101,ziehen::V,táhnout,vedada
1102,aufbewahren::V,schovat,kaita
1103,werfen::V,házet,čuta
1104,werfen::V,házet,tactä
1105,fangen::V,chytat,püta
1106,packen::V,uchvátit,tabata
1107,verstecken::V,schovat,peitta
1108,teilen::V,rozdělit,jagada
1109,schicken::V,posílat,oigeta
1110,bringen::V,přinést,veda
1111,hinzufügen::V,připojit,ližata
1112,bekommen::V,dostat,sada
1113,erhalten::V,uchovat,sada
1114,nehmen::V,vzít,otta
1115,wählen::V,zvolit,valita
1116,auswählen::V,vybrat,valita
1117,bewahren::V,uchránit,kaita
1118,behindern::V,překážet,telustada
1119,verderben::V,zkazit,travida
1120,beschädigen::V,porušit,satatada
1121,beschädigen::V,poškodit,satatada
1122,zerbrechen::V,rozlámat,mureta
1123,zerreißen::V,roztrhnout,rebitada
1124,zerstören::V,zničit,mureta
1125,verbrennen::V,spálit,poltta
1126,geben::V,dát,antta
1127,reichen::V,podat,antta
1128,schenken::V,darovat,lahjoita
1129,versprechen::V,slíbit,toivotada
1130,wünschen::V,přát,toivotada
1131,loben::V,chválit,kitta
1132,küssen::V,líbat,tervehtada
1133,wiegen::V,chovat,likutada
1134,wiegen::V,kolébat,likutada
1135,zudecken::V,přikrýt,katta
1136,zudecken::V,přiklopit,katta
1137,wecken::V,vzbudit,noustatada
1138,zeigen::V,ukázat,ozutada
1139,führen::V,vést,astutada
1140,lehren::V,učit,opeta
1141,unterrichten::V,vyučovat,opeta
1142,aufziehen::V,vychovat,kazvatada
1143,leiten::V,vodit,ohjata
1144,antreiben::V,nutit,rigehtoitta
1145,lassen::V,dát,käskta
1146,einladen::V,pozvat,kucta
1147,vereinigen::V,spojit,ühtenzoitta
1148,besuchen::V,návštívit,rižada
1149,treffen::V,potkat,vastata
1150,sich versammeln::V,shromáždit se,kägeta
1151,sich versammeln::V,shromáždit se,sätas
1152,spielen::V,hrát,väta
1153,singen::V,zpívat,pajatada
1154,tanzen::V,tančit,kargaita
1155,sich trennen::V,rozejít se,erigata
1156,verlassen::V,opustit,jätta
1157,retten::V,zachránit,päzutada
1158,bewachen::V,hlídat,varjoita
1159,schützen::V,chránit,kaita
1160,verteidigen::V,obhájit,kaita
1161,sich schlagen::V,bít se,torata
1162,schießen::V,střílet,ampta
1163,siegen::V,zvítězit,vägestada
1164,ärgern::V,zlobit,verdutada
1165,ärgern::V,zlobit,rändütada
1166,ärgern::V,pohoršit,verdutada
1167,ärgern::V,pohoršit,rändütada
1168,schlagen::V,udeřit,löda
1169,schlagen::V,udeřit,iškta
1170,schlagen::V,praštit,löda
1171,schlagen::V,praštit,iškta
1172,treten::V,kopnout,peksta
1173,treten::V,kopnout,topsta
1174,stechen::V,bodnout,pystiä
1175,stechen::V,píchnout,pystiä
1176,stoßen::V,strčit,iškta
1177,stoßen::V,strčit,pudištada
1178,stehlen::V,ukrást,vargastada
1179,stören::V,vyrušit,keskustada
1180,belästigen::V,obtěžovat,tartuteldas
1181,verbergen::V,skrýt,katelda
1182,täuschen::V,klamat,manitada
1183,betrügen::V,podvést,manitada
1184,töten::V,zabít,rikta
1185,töten::V,zabít,surmita
1186,wohnen::V,bydlit,eläda
1187,arbeiten::V,pracovat,rata
1188,sammeln::V,sebrat,kogota
1189,pflücken::V,česat,poimda
1190,jagen::V,uhonit,mecata
1191,fischen::V,chytat ryby,kalatada
1192,fassen::V,ulovit,tabata
1193,hüten::V,pást,paimeta
1194,treiben::V,hnát,ajada
1195,anbinden::V,přivázat,küttestada
1196,anbinden::V,přivázat,sidoda
1197,füttern::V,krmit,sötta
1198,melken::V,dojit,lüpsta
1199,hacken::V,seknout,sauda
1200,gießen::V,zalít,valada
1201,reifen::V,uzrát,küpseta
1202,zubereiten::V,připravit,vaumištada
1203,kochen::V,vařit,keitta
1204,backen::V,péct,paštta
1205,braten::V,smažit,žarda
1206,umrühren::V,zamíchat,segoitada
1207,stricken::V,plést,kudoda
1208,nähen::V,šít,ombelta
1209,färben::V,nabarvit,mujutada
1210,reinigen::V,očistit,puhtastada
1211,waschen::V,mýt,pesta
1212,abwischen::V,utřít,pühktä
1213,spülen::V,spláchnout,huhtoida
1214,fegen::V,zamést,pühkta
1215,kehren::V,mést,uhoita
1216,baden::V,koupat se,kül'ptäs
1217,sich waschen::V,mýt se,pestas
1218,ausziehen::V,svléct,riičta
1219,ausziehen::V,svléct,rušta
1220,anziehen::V,obléct,panda päle
1221,anziehen::V,obléct,panda kädehe
1222,anziehen::V,obléct,panda jaugha
1223,sich anziehen::V,oblékat se,sobdas
1224,kämmen::V,učesat,harjata
1225,schmücken::V,ozdobit,čomitada
1226,sagen::V,říct,sanuda
1227,sprechen::V,mluvit,pagišta
1228,reden::V,hovořit,pagišta
1229,sich unterhalten::V,povídat se,lodaita
1230,fragen::V,zeptat se,küzuda
1231,bitten::V,prosit,pakita
1232,erzählen::V,povídat,sanuda
1233,erzählen::V,povídat,starinoita
1234,mitteilen::V,sdělit,tedotada
1235,mitteilen::V,oznámit,tedotada
1236,nennen::V,nazvat,nimitada
1237,rufen::V,volat,kucta
1238,rufen::V,zavolat,kucta
1239,prahlen::V,chlubit se,kittäs
1240,übersetzen::V,přeložit,käta
1241,denken::V,myslit,meletada
1242,glauben::V,věřit,uskta
1243,bemerken::V,zpozorovat,homaita
1244,erkennen::V,poznat,tundištada
1245,begreifen::V,pochopit,tabata
1246,verstehen::V,porozumět,el'geta
1247,verstehen::V,porozumět,toimetada
1248,lernen::V,učit se,opetas
1249,wissen::V,vědět,teta
1250,sich erinnern an::V,vzpomínat si na,johtutada
1251,vergessen::V,zapomínat,unohtada
1252,messen::V,měřit,märita
1253,zählen::V,spočítat,lugeda
1254,rechnen::V,počítat,lugeda
1255,lesen::V,číst,lugeda
1256,malen::V,malovat,pirta
1257,zeichnen::V,rýsovat,pirta
1258,schreiben::V,psát,kirjutada
1259,besitzen::V,mít,omištada
1260,besitzen::V,vlastnit,omištada
1261,kaufen::V,koupit,ostta
1262,verkaufen::V,prodat,möda
1263,bezahlen::V,zaplatit,maksta
1264,zahlen::V,platit,maksta
1265,beherrschen::V,ovládat,valdoita
1266,ertragen::V,snést,tirpta
