,Concept_ID,ba,ga
765,richtig::A,дөрөҫ,ceart
766,schlimm::A,хөрт,gránna
767,schlimm::A,хөрт,tubaisteach
768,schlimm::A,алама,gránna
769,schlimm::A,алама,tubaisteach
770,wahr::A,дөрөҫ,fíor
771,alt::A,иҫке,sean
772,alt::A,боронғо,sean
773,neu::A,яңы,úr
774,neu::A,яңы,nua
775,ehemalig::A,элекке,iar-
776,ehemalig::A,элекке,sean-
777,alt[Lebewesen]::A,ҡарт,sean
778,alt[Lebewesen]::A,ҡарт,aosta
779,jung::A,йәш,óg
780,arm::A,фәҡир,bocht
781,reich::A,бай,saibhir
782,reich::A,бай,rachmasach
783,bekannt::A,таныш,atá eolas air
784,berühmt::A,атаҡлы,cailiúil
785,berühmt::A,атаҡлы,clúiteach
786,berühmt::A,данлыҡлы,cailiúil
787,berühmt::A,данлыҡлы,clúiteach
788,fremd::A,ят,coimhthíoch
789,fremd::A,сит,coimhthíoch
790,verschieden::A,төрлө,éagsúil
791,verschieden::A,төрлө,difriúil
792,nah::A,яҡын,gar
793,nah::A,яҡын,deas
794,fern::A,алыҫ,i bhfad uainn
795,fern::A,алыҫ,i bhfad i gcéin
796,fern::A,йыраҡ,i bhfad uainn
797,fern::A,йыраҡ,i bhfad i gcéin
798,linker::A,һул,clé
799,rechter::A,уң,deas
800,anderer::A,бутән,eile
801,erster::A,тәүге,céad
802,zweiter::A,икенсе,dóú
803,zweiter::A,икенсе,dara
804,dritter::A,өсөнсө,tríú
805,dritter::A,өсөнсө,treas
806,letzter::A,һуңғы,déanach
807,letzter::A,һуңғы,deireanach
808,allein::ADV,бер үҙе,i d'aonar
809,allein::ADV,яңғыҙ,i d'aonar
810,auf einmal::ADV,бер юлы,ag an am céanna
811,zusammen::ADV,бергә,le chéile
812,zusammen::ADV,бергә,in eineacht
813,lange::ADV,оҙаҡ,fada
814,plötzlich::ADV,ҡапыл,go tobann
815,plötzlich::ADV,ҡапыл,i dtobainne
816,sofort::ADV,шунда уҡ,ar an toirt
817,sofort::ADV,шунда уҡ,ar an bpointe
818,später::ADV,һуңыраҡ,níos déanaí
819,jetzt::ADV,хәҙер,anois
820,heute::ADV,бөгөн,inniu
821,morgen::ADV,иртәгә,amárach
822,bald::ADV,тиҙҙән,go luath
823,bald::ADV,тиҙҙән,gan mhoill
824,dann::ADV,һуңынан,ansin
825,gestern::ADV,кисә,inné
826,einst::ADV,ҡасандыр,tráth
827,einst::ADV,ҡасандыр,uair amháin
828,einst::ADV,бер баҡыт,tráth
829,einst::ADV,бер баҡыт,uair amháin
830,damals::ADV,ул саҡта,ag an am
831,damals::ADV,ул саҡта,an t-am sin
832,danach::ADV,һуңынан,ina dhiaidh sin
833,vorher::ADV,элек,cheana
834,vorher::ADV,элек,roimhe sin
835,zuerst::ADV,башта,ar dtús
836,einmal::ADV,бер,uair amháin
837,manchmal::ADV,ҡайһы берҙә,uaireanta
838,oft::ADV,йыш,minic
839,immer::ADV,һәр ҡасан,i gcónaí
840,niemals::ADV,бер ҡасан да,riamh
841,niemals::ADV,бер ваҡытта ла,riamh
842,hier::ADV,бында,anseo
843,hierhin::ADV,бында,anseo
844,von hier::ADV,бынан,an áit seo
845,von hier::ADV,ошонан,an áit seo
846,dort::ADV,шунда,ann
847,dort::ADV,шунда,ansin
848,dort::ADV,тегендә,ann
849,dort::ADV,тегендә,ansin
850,dorthin::ADV,шунда,ann
851,dorthin::ADV,шунда,ansin
852,dorthin::ADV,тегеләй,ann
853,dorthin::ADV,тегеләй,ansin
854,geradeaus::ADV,тура,ar aghaidh
855,vorwärts::ADV,алға,
856,rückwärts::ADV,кирегә,siar
857,zurück::ADV,кирегә,ar ais
858,unten::ADV,түбәндә,thíos
859,hinab::ADV,түбәнгә,síos
860,oben::ADV,юғарыла,thuas
861,hinauf::ADV,юғарыға,suas
862,überall::ADV,бөтә урында,i ngach áit
863,überall::ADV,бөтә урында,ar fud na háite
864,nicht::ADV,тугел,ní
865,nicht::ADV,тугел,cha
866,ein wenig::ADV,аҙ,beagán
867,kaum::ADV,көскә,ar éigean
868,kaum::ADV,саҡ-саҡ,ar éigean
869,sehr::ADV,ифат,an-
870,so::ADV,шулай,chomh
871,so::ADV,шулай,mar sin
872,noch::ADV,йәнә,fós
873,noch::ADV,йәнә,go fóill
874,nur::ADV,бары,amháin
875,nur::ADV,бары,níl ach
876,schon::ADV,инде,cheana
877,schon::ADV,инде,cheana féin
878,wieder::ADV,тағы,arís
879,wieder::ADV,тағы,athuair
880,vergebens::ADV,бушҡа,amú
881,vergebens::ADV,бушҡа,in aisce
882,vor::PRP,алдында,ar thosach
883,hinter::PRP,артында,laistiar de
884,hinter::PRP,артында,taobh thiar de
885,unter::PRP,аҫтында,faoi
886,durch::PRP,үтә,trí
887,neben::PRP,эргәһендә,taobh le
888,neben::PRP,эргәһендә,in aice le
889,zwischen::PRP,араһында,idir
890,wegen::PRP,өсөн,de bharr
891,wegen::PRP,өсөн,mar gheall ar
892,wegen::PRP,сәбәпле,de bharr
893,wegen::PRP,сәбәпле,mar gheall ar
894,dies::PRN,был,seo
895,dies::PRN,ошо,seo
896,das::PRN,ул,sin
897,alles::PRN,бөтә,gach rud
898,ich::PRN,мин,mé
899,ich::PRN,мин,mise
900,du::PRN,һин,tú
901,du::PRN,һин,tusa
902,er::PRN,ул,sé
903,er::PRN,ул,seisean
904,wir::PRN,беҙ,sinn
905,ihr::PRN,һеҙ,sibh
906,ihr::PRN,һеҙ,sibhse
907,sie::PRN,улар,siad
908,sie::PRN,улар,siadsan
909,was::FPRN,ә,cad
910,was::FPRN,ә,céard
911,was::FPRN,ни,cad
912,was::FPRN,ни,céard
913,was::FPRN,нәмә,cad
914,was::FPRN,нәмә,céard
915,wer::FPRN,ҡем,cé
916,wo::FADV,ҡайҙа,cá
917,wo::FADV,ҡайҙа,cén áit
918,wohin::FADV,ҡайҙа,cá
919,wohin::FADV,ҡайҙа,cén áit
920,wie::FADV,инидәй,conas
921,wie::FADV,инидәй,cén chaoi
922,warum::FADV,ин өсөн,cén fáth
923,warum::FADV,ин өсөн,cad chuige
924,wieviel::FNUM,күпме,cá mhéad
925,eins::NUM,бер,aon
926,zwei::NUM,ике,dhá
927,zwei::NUM,икәү,dhá
928,drei::NUM,өс,trí
929,vier::NUM,дүрт,ceathair
930,fünf::NUM,биш,cúig
931,sechs::NUM,алты,sé
932,sieben::NUM,ете,seacht
933,acht::NUM,һигеҙ,ocht
934,neun::NUM,туғыҙ,naoi
935,zehn::NUM,ун,deich
936,elf::NUM,ун бер,aon déag
937,zwölf::NUM,ун ике,dó dhéag
938,zwanzig::NUM,егерме,fiche
939,dreißig::NUM,утыҙ,tríocha
940,vierzig::NUM,ҡырҡ,daichead
941,vierzig::NUM,ҡырҡ,ceathracha
942,fünfzig::NUM,илле,caoga
943,sechzig::NUM,алтмыш,seasca
944,siebzig::NUM,етмеш,seachtó
945,achtzig::NUM,һикһән,ochtó
946,neunzig::NUM,туҡһан,nócha
947,hundert::NUM,йөҙ,céad
948,tausend::NUM,мең,míle
949,und::CNJ,да,agus
950,oder::CNJ,йәки,nó
951,stehen::V,тороу,seas
952,sitzen::V,ултырыу,suigh
953,liegen::V,ятыу,luigh
954,hängen::V,аҫылынып тороу,tá crochta
955,werden::V,булыу,éirigh
956,passieren::V,булыу,tarlaigh
957,beginnen::V,башлау,tosaigh
958,enden::V,бөтөү,críochnaigh
959,enden::V,тамамланыү,críochnaigh
960,wechseln::V,үҙгәреү,athraigh
961,aufgehen[Sonne]::V,ҡалҡыу,éirigh
962,untergehen[Sonne]::V,байыу,fuin
963,untergehen[Sonne]::V,байыу,téigh faoi
964,scheinen[Sonne]::V,яҡтыртып тороу,taitin
965,scheinen[Sonne]::V,яҡтыртып тороу,soilsigh
966,donnern::V,күкрәү,tá toirneach ann
967,wehen::V,иҫеү,séid
968,strömen::V,ташыу,sil
969,fließen::V,ағыу,rith
970,fließen::V,ағыу,snigh
971,sich drehen::V,әйләнеү,cas
972,sich drehen::V,әйләнеү,imrothlaigh
973,schwanken::V,тирбәлеү,luasc
974,schwingen::V,бәүетеү,luasc
975,fallen::V,йығылыу,tit
976,brennen::V,яныу,dóigh
977,rauchen::V,төтәү,plúch toite
978,regnen::V,ямғыр яуа,báistigh
979,regnen::V,ямғыр яуа,tá ag cur báistí
980,gefrieren::V,туңыү,sioc
981,gefrieren::V,туңыү,reoigh
982,tauen::V,иреү,leáigh
983,tauen::V,иреү,coscair
984,schmelzen::V,иреү,leáigh
985,trocknen::V,кибеү,triomaigh
986,sieden::V,ҡайнау,fiuch
987,sieden::V,ҡайнау,beirigh
988,faulen::V,сереу,lobh
989,faulen::V,сереу,dreoigh
990,verfaulen::V,сереу,lobh
991,verfaulen::V,сереу,feoigh
992,reißen::V,өҙөү,bris
993,reißen::V,йыртылыу,bris
994,versinken::V,батыу,téigh síos
995,vergehen::V,үтеү,téigh thart
996,erscheinen::V,килеп сығыу,tar
997,verschwinden::V,юғалыу,imigh
998,sinken::V,түбәнәйеү,tit
999,sinken::V,түбәнәйеү,ísligh
1000,abnehmen::V,кәметеү,maolaigh
1001,abnehmen::V,кәметеү,laghdaigh
1002,zunehmen::V,артыу,méadaigh
1003,steigen::V,күтәрелеү,éirigh
1004,wachsen::V,үҫеү,fás
1005,glänzen::V,ялтырау,lonraigh
1006,funkeln::V,баҙлау,drithligh
1007,lärmen::V,шаулау,tóg callán
1008,läuten::V,ҡағыу,buail
1009,klingeln::V,ҡағыу,buail
1010,klingeln::V,шылтыратыу,buail
1011,klirren::V,шылтыратыу,cling
1012,brausen::V,ҡотороноу,búir
1013,rauschen::V,шыптырлау,tá ag siosarnach
1014,klingen::V,яңғырау,tá glór ag
1015,bellen::V,өрөү,amhastraigh
1016,heulen::V,олоу,glam
1017,blasen::V,өрөү,séid
1018,pfeifen::V,һызғырып ебәреү,lig fead
1019,schreien::V,ҡысҡырыу,béic
1020,schreien::V,ҡысҡырыу,glaoigh
1021,stöhnen::V,уңғырашыу,lig cnead
1022,zittern::V,ҡалтырау,crith
1023,zittern::V,ҡалтырау,creathnaigh
1024,leben::V,йәшәү,mair
1025,geboren werden::V,тыуыу,rugadh
1026,atmen::V,тын алыү,análaigh
1027,trinken::V,эсеү,ól
1028,essen::V,ашау,ith
1029,schlucken::V,йотоу,slog
1030,müde werden::V,арыу,tuirsigh
1031,einschlafen::V,йоҡлап китеү,tit ina chodladh
1032,schlafen::V,йоҡлау,codail
1033,aufwachen::V,уяныу,múscail
1034,aufstehen::V,тороу,éirigh
1035,sich erholen::V,ял итеү,lig scíth
1036,krank werden::V,сирләү,éirigh tinn
1037,krank sein::V,сирләү,tá tinn
1038,schmerzen::V,ауыртыу,tá pian i
1039,husten::V,йүтәлләү,déan casacht
1040,genesen::V,һауығыу,téarnaigh
1041,sterben::V,үлеү,éag
1042,sterben::V,үлеү,faigh bás
1043,umkommen::V,һәләк булыу,caill
1044,sich bewegen::V,хәрәкәт итеү,bog
1045,sich bewegen::V,хәрәкәт итеү,gluais
1046,sich rühren::V,ҡуҙғалыу,corraigh
1047,sich erheben::V,тороу,seas suas
1048,sich setzen::V,ултырыу,suigh
1049,hinfallen::V,ҡолау,tit
1050,laufen::V,йөрөү,siúil
1051,schreiten::V,атлау,siúil
1052,spazierengehen::V,ял итеп йороү,téigh ag spaisteoireacht
1053,eilen::V,ашығыу,deifrigh
1054,eilen::V,ашығыу,brostaigh
1055,eilen::V,ҡабаланыу,deifrigh
1056,eilen::V,ҡабаланыу,brostaigh
1057,sich beeilen::V,ашығыу,deifrigh
1058,sich beeilen::V,ашығыу,déan deifir
1059,sich beeilen::V,ҡабаланыу,deifrigh
1060,sich beeilen::V,ҡабаланыу,déan deifir
1061,sausen::V,елеү,luathaigh
1062,rennen::V,йүгеп йөрөү,rith
1063,springen::V,һикереү,léim
1064,klettern::V,үрмәләү,dreap
1065,klettern::V,үрмәләп менеү,dreap
1066,schaukeln::V,сайҡалыу,téigh ar an maide corrach
1067,kriechen::V,шыуышыу,snámh
1068,schwimmen::V,йоҙөү,snámh
1069,tauchen::V,сумыу,tum
1070,rudern::V,ишеү,iomair
1071,rudern::V,ишеү,rámhaigh
1072,fahren::V,йөрөү,tiomáin
1073,fliegen::V,осоу,eitil
1074,gehen::V,барыу,téigh
1075,weggehen::V,китеү,imigh
1076,abfahren::V,сығыу,imigh
1077,anhalten::V,тукталыу,stad
1078,hineingehen::V,инеү,téigh isteach
1079,eintreten::V,инеү,téigh isteach
1080,kommen::V,килеү,tar
1081,ankommen::V,килеү,tar
1082,zurückkommen::V,ҡайтыу,fill
1083,bleiben::V,ҡалыу,fan
1084,warten::V,көтөп тороу,fan
1085,erwarten::V,көтөү,tá ag súil le
1086,erwarten::V,көтөү,tá ag dréim le
1087,suchen::V,эҙләү,lorg
1088,finden::V,табыу,faigh
1089,finden::V,табыу,aimsigh
1090,versuchen::V,тырышып ҡарау,triail
1091,vorbereiten::V,әҙерләү,réitigh
1092,lieben::V,яратыу,gráigh
1093,mögen::V,һөйөү,taitin le
1094,mögen::V,һөйөү,is maith le
1095,mögen::V,яратыу,taitin le
1096,mögen::V,яратыу,is maith le
1097,lachen::V,көлөү,gáir
1098,rühren::V,ҡағылыу,téigh i bhfeidhm ar
1099,weinen::V,илау,goil
1100,weinen::V,илау,caoin
1101,schimpfen::V,һүгенеү,tá ag clamhsán
1102,schimpfen::V,тиргәнеү,tá ag clamhsán
1103,schimpfen::V,һуҡраныу,tá ag clamhsán
1104,sich ärgern::V,асыуланыу,tá corraithe
1105,sich fürchten::V,ҡурҡыу,tá eagla ar
1106,fürchten::V,ҡурҡыу,tá eagla ar
1107,fliehen::V,ҡасыу,teith
1108,flüchten::V,ҡасыу,éalaigh
1109,sehen::V,күреү,feic
1110,anschauen::V,ҡарау,dearc
1111,anschauen::V,ҡарау,féach ar
1112,ansehen::V,ҡарау,breathnaigh
1113,ansehen::V,тикшереү,breathnaigh
1114,hören::V,ишетеү,cluin
1115,zuhören::V,тыңлау,éist
1116,probieren::V,татыу,bliais
1117,riechen::V,еҫкәү,bolaigh
1118,fühlen::V,тойоу,braith
1119,fühlen::V,тойоу,mothaigh
1120,scheinen::V,кеүек күренеү,tá an chuma ar
1121,scheinen::V,тойолоу,tá an chuma ar
1122,zu sehen sein::V,күренеү,tá le feiceáil
1123,vernehmen::V,ишетеү,clois
1124,frieren::V,туңыү,tá fuar
1125,tun::V,яһау,déan
1126,tun::V,әшләү,déan
1127,können::V,алыу,féad
1128,können::V,алыу,is féidir le
1129,können::V,мөмкин булыу,féad
1130,können::V,мөмкин булыу,is féidir le
1131,wollen::V,теләү,tá ag iarraidh
1132,anfangen::V,башлау,tosaigh
1133,anfangen::V,башлау,cuir tús le
1134,beenden::V,бөтөрөү,críochnaigh
1135,beenden::V,бөтөрөү,cuir deireadh le
1136,beenden::V,тамамлау,críochnaigh
1137,beenden::V,тамамлау,cuir deireadh le
1138,aufhören::V,туктау,stad
1139,gelingen::V,уңышлы булыу,éirigh le
1140,geraten::V,булып сығыу,tá deireadh ar
1141,öffnen::V,асыу,oscail
1142,schließen::V,йомоу,dún
1143,schließen::V,йомоу,iaigh
1144,stellen::V,ҡуйыу,cuir
1145,setzen::V,урынлаштырыу,cuir
1146,setzen::V,урынлаштырыу,socraigh
1147,legen::V,һалыу,cuir
1148,berühren::V,тейеү,teagmhaigh le
1149,berühren::V,ҡағылыу,teagmhaigh le
1150,verbinden::V,ҡушыу,ceangail
1151,verbinden::V,бәйләү,ceangail
1152,bedecken::V,ҡаплау,clúdaigh
1153,bedecken::V,ҡаплау,cumhdaigh
1154,aufhängen::V,элеү,croch
1155,anzünden::V,тоҡандырыу,las
1156,anzünden::V,тоҡандырыу,adhain
1157,aufheben::V,мендереү,tóg
1158,aufheben::V,мендереү,ardaigh
1159,zurücklassen::V,ҡалдырыу,fág
1160,verlieren::V,юғалтыу,caill
1161,fallen lassen::V,төшөрөп ебәреү,lig uait
1162,fallen lassen::V,төшөрөп ебәреү,caith uait
1163,machen::V,яһау,déan
1164,machen::V,яһау,réitigh
1165,machen::V,эшләү,déan
1166,machen::V,эшләү,réitigh
1167,herstellen::V,эшләп сығарыу,táirg
1168,bauen::V,төҙөү,tóg
1169,reparieren::V,төҙәтеү,deisigh
1170,verbessern::V,яҡшыртыу,feabhsaigh
1171,ändern::V,үҙгәртеү,athraigh
1172,graben::V,ҡаҙыу,tochail
1173,beugen::V,бөгөү,crom
1174,biegen::V,бөгөү,lúb
1175,drehen::V,өйрөлтөү,cas
1176,drehen::V,әйләндереү,cas
1177,wenden::V,әйләндереү,tiontaigh
1178,umdrehen::V,түңкәреү,iompaigh
1179,umdrehen::V,түңкәреү,tiontaigh
1180,heben::V,күтәреү,ardaigh
1181,heben::V,мендереү,ardaigh
1182,hochheben::V,күтәреү,tóg
1183,ergreifen::V,тотоп алыу,beir ar
1184,halten::V,тотоу,coimeád
1185,halten::V,тотоу,coinnigh
1186,drücken::V,ҡыҫыу,brúigh
1187,schieben::V,этеү,brúigh
1188,schieben::V,төртөү,brúigh
1189,kratzen::V,ҡырыу,scríob
1190,lecken::V,ялау,ligh
1191,lecken::V,ялау,leadhb
1192,beißen::V,тешләү,bain greim as
1193,abreißen::V,өҙөү,stróic
1194,abreißen::V,өҙөү,tarraing
1195,abschneiden::V,ҡырҡыу,scoith
1196,binden::V,бәйләү,ceangail
1197,stecken::V,ҡаҙау,sáigh
1198,brechen::V,боҙоу,bris
1199,klopfen::V,шаҡылдау,cnag
1200,hauen::V,туҡмау,buail
1201,kleben::V,йәбештереү,gliúáil
1202,reiben::V,ыуыу,cuimil
1203,reiben::V,ышҡыу,cuimil
1204,streichen::V,яғыу,leath
1205,schleifen::V,үткерләү,líomh
1206,schneiden::V,ҡырҡыу,gearr
1207,rütteln::V,һелкетеү,croith
1208,schütteln::V,һелкетеү,croith
1209,schwenken::V,болғау,luasc
1210,schütten::V,ҡойоу,doirt
1211,füllen::V,тултырыу,líon
1212,einwickeln::V,төрөү,cuach
1213,einwickeln::V,төрөү,clúdaigh
1214,tragen::V,алып барыу,iompair
1215,schleppen::V,һөйрәү,tarraing
1216,ziehen::V,тартыу,tarraing
1217,aufbewahren::V,һаҡлау,coinnigh
1218,werfen::V,ырғытыу,caith
1219,fangen::V,тотоу,ceap
1220,packen::V,етеү,beir ar
1221,packen::V,тотоп алыу,beir ar
1222,verstecken::V,йәшереү,folaigh
1223,verstecken::V,йәшереү,cuir i bhfolach
1224,teilen::V,бүлеү,roinn
1225,schicken::V,ебәреү,seol
1226,bringen::V,килтереү,beir
1227,bringen::V,килтереү,tabhair
1228,hinzufügen::V,өтәү,cuir le
1229,bekommen::V,алыу,faigh
1230,erhalten::V,алыу,faigh
1231,nehmen::V,алыу,tóg
1232,nehmen::V,алыу,glac
1233,wählen::V,һайлаү,pioc
1234,wählen::V,һайлаү,roghnaigh
1235,auswählen::V,һайлап алыу,roghnaigh
1236,bewahren::V,һаҡлау,caomhnaigh
1237,behindern::V,тотҡарлыҡ яһау,cuir bac ar
1238,verderben::V,боҙоу,mill
1239,beschädigen::V,боҙоу,loit
1240,beschädigen::V,боҙоу,déan damáiste do
1241,zerbrechen::V,ҡыйратыу,bris
1242,zerreißen::V,йыртыу,stiall
1243,zerstören::V,емереү,mill
1244,zerstören::V,емереү,scrios
1245,verbrennen::V,үртәү,las
1246,verbrennen::V,үртәү,dóigh
1247,geben::V,биреү,tabhair
1248,reichen::V,биреү,sín
1249,reichen::V,биреү,cuir
1250,schenken::V,бүләк итеү,bronn
1251,schenken::V,бүләк итеү,tabhair
1252,versprechen::V,вәғәҙә биреү,geall
1253,wünschen::V,теләу,guigh
1254,loben::V,маҡтау,mol
1255,küssen::V,үбеү,póg
1256,wiegen::V,бәүетеү,bog
1257,wiegen::V,бәүетеү,luasc
1258,wiegen::V,тирбәтеү,bog
1259,wiegen::V,тирбәтеү,luasc
1260,zudecken::V,ҡаплау,clúdaigh
1261,wecken::V,уятыу,dúisigh
1262,zeigen::V,күрһәтеү,taispeáin
1263,führen::V,етәкләү,treoraigh
1264,lehren::V,уҡытыу,múin
1265,lehren::V,уҡытыу,teagasc
1266,lehren::V,өйрәтеү,múin
1267,lehren::V,өйрәтеү,teagasc
1268,unterrichten::V,уҡытыу,múin
1269,unterrichten::V,уҡытыу,teagasc
1270,aufziehen::V,тәрбиәле,tóg
1271,leiten::V,етәкләү,tá i gceannas ar
1272,leiten::V,етәкселек итеү,tá i gceannas ar
1273,antreiben::V,ашыҡтырыу,gríosaigh
1274,lassen::V,мәжбүр итеү,cuir ag
1275,einladen::V,саҡырыу,cuir cuireadh ar
1276,vereinigen::V,берләштереү,aontaigh
1277,besuchen::V,килеп сығыу,tabhair cuairt ar
1278,treffen::V,тойоү,cas ar
1279,treffen::V,тойоү,buail le
1280,treffen::V,осратыу,cas ar
1281,treffen::V,осратыу,buail le
1282,treffen::V,ҡаршылау,cas ar
1283,treffen::V,ҡаршылау,buail le
1284,sich versammeln::V,йыйылыу,bailigh
1285,sich versammeln::V,йыйылыу,cruinnigh
1286,spielen::V,тартыу,imir
1287,spielen::V,тартыу,tá ag spraoi
1288,singen::V,йырлау,can
1289,tanzen::V,бейеү,rinc
1290,tanzen::V,бейеү,damhsaigh
1291,sich trennen::V,айырылышыу,scar
1292,verlassen::V,ташлау,fág
1293,verlassen::V,ташлап китеү,fág
1294,retten::V,ҡотҡарыу,tarrtháil
1295,bewachen::V,һаҡлау,cosain
1296,bewachen::V,һаҡлау,gardáil
1297,schützen::V,һаҡлау,cosain
1298,verteidigen::V,яҡлау,cosain
1299,sich schlagen::V,һуғышыу,tá ag bruíon
1300,schießen::V,атыу,caith
1301,schießen::V,атыу,scaoil
1302,siegen::V,еңеү,bain
1303,siegen::V,еңеү,buaigh
1304,ärgern::V,асыуландырыу,cuir isteach ar
1305,schlagen::V,бәреү,buail
1306,schlagen::V,туҡмау,buail
1307,treten::V,тибеү,ciceáil
1308,treten::V,типкеләү,ciceáil
1309,stechen::V,сәнсеү,sáigh
1310,stoßen::V,этеү,brúigh
1311,stoßen::V,этеү,soncáil
1312,stoßen::V,төртөү,brúigh
1313,stoßen::V,төртөү,soncáil
1314,stehlen::V,урлау,goid
1315,stören::V,ҡамасаулау,cuir isteach ar
1316,belästigen::V,бимазалау,cuir as do
1317,belästigen::V,ҡамасаулау,cuir as do
1318,verbergen::V,йәшереү,ceil
1319,täuschen::V,ултыртыу,cuir dallamullóg ar
1320,betrügen::V,алдау,déan calaois ar
1321,töten::V,үлтереү,maraigh
1322,wohnen::V,йәшәү,cuir faoi
1323,wohnen::V,йәшәү,tá ina chónaí
1324,arbeiten::V,эшләү,oibrigh
1325,sammeln::V,йыйыу,bailigh
1326,sammeln::V,йыйыу,cruinnigh
1327,pflücken::V,өҙөү,pioc
1328,jagen::V,аулау,seilg
1329,fischen::V,аулау,iasc
1330,fassen::V,тотоу,beir ar
1331,hüten::V,көтөү,aoirigh
1332,treiben::V,ҡыуыу,seol
1333,treiben::V,ҡыуыу,tiomáin
1334,anbinden::V,бәйләү,ceangail
1335,füttern::V,ашатыу,cothaigh
1336,füttern::V,ашатыу,beathaigh
1337,melken::V,һауыү,bligh
1338,melken::V,һауыү,crúigh
1339,hacken::V,турау,gearr
1340,hacken::V,тапау,gearr
1341,gießen::V,ҡойоу,uiscigh
1342,reifen::V,өлғөрөү,aibigh
1343,zubereiten::V,бешереү,cócaráil
1344,kochen::V,бешереү,bruith
1345,kochen::V,бешереү,beirigh
1346,backen::V,бешереү,bácáil
1347,braten::V,ҡурыу,róst
1348,braten::V,ҡурыу,frioch
1349,umrühren::V,ҡатнаштырыу,measc
1350,stricken::V,бәйләү,cniotáil
1351,nähen::V,тегеү,fuaigh
1352,färben::V,буяу,dathaigh
1353,reinigen::V,таҙартыу,glan
1354,waschen::V,йыуыу,nigh
1355,abwischen::V,һөртөү,glan
1356,spülen::V,сайҡау,sruthlaigh
1357,fegen::V,һепереү,scuab
1358,kehren::V,һепереү,scuab
1359,baden::V,һыу инеү,folc
1360,sich waschen::V,йыуыныу,nigh é féin
1361,ausziehen::V,сисеү,bain de
1362,anziehen::V,кейеү,cuir ar
1363,sich anziehen::V,кейенеү,gléas é féin
1364,kämmen::V,тарау,cíor
1365,schmücken::V,биҙәү,maisigh
1366,sagen::V,әйтеү,abair
1367,sprechen::V,әйтеү,labhair
1368,sprechen::V,һөйләшеү,labhair
1369,reden::V,һөйләшеү,caintigh
1370,sich unterhalten::V,әңгәмәләшеү,caintigh
1371,sich unterhalten::V,әңгәмәләшеү,tá ag comhrá
1372,fragen::V,һорау,fiafraigh
1373,fragen::V,һорау,cuir ceist
1374,bitten::V,үтенеү,iarr
1375,erzählen::V,һөйләү,inis
1376,erzählen::V,һөйләү,eachtraigh
1377,mitteilen::V,әйтеү,aithris
1378,mitteilen::V,әйтеү,cuir in iúl
1379,nennen::V,атау,ainmnigh
1380,nennen::V,исемләү,ainmnigh
1381,rufen::V,саҡырыу,glaoigh
1382,prahlen::V,маҡтаныу,maígh
1383,prahlen::V,шапырыныу,maígh
1384,übersetzen::V,тәржемә итеү,aistrigh
1385,denken::V,уйлау,síl
1386,denken::V,уйлау,ceap
1387,glauben::V,ышаныу,creid
1388,bemerken::V,күреү,tabhair faoi deara
1389,erkennen::V,таныу,aithin
1390,begreifen::V,аңлау,tuig
1391,verstehen::V,аңлау,tuig
1392,lernen::V,өйрәнеү,foghlaim
1393,wissen::V,белеү,tá a fhios ag
1394,sich erinnern an::V,хәтергә алыу,cuimhnigh ar
1395,sich erinnern an::V,хәтергә алыу,is cuimhne ar
1396,vergessen::V,онотоу,dearmad
1397,messen::V,үлсәү,tomhais
1398,zählen::V,һанау,cuntais
1399,rechnen::V,һанау,ríomh
1400,rechnen::V,һанау,áirigh
1401,lesen::V,уҡыу,léigh
1402,malen::V,һүрәт яһау,péinteáil
1403,malen::V,рәсем төшөрөү,péinteáil
1404,zeichnen::V,һүрәт яһау,línigh
1405,zeichnen::V,һүрәт яһау,tarraing
1406,zeichnen::V,рәсем төшөрөү,línigh
1407,zeichnen::V,рәсем төшөрөү,tarraing
1408,schreiben::V,яҙыу,scríobh
1409,besitzen::V,биләү,is le
1410,kaufen::V,һатып алыу,ceannaigh
1411,verkaufen::V,һатыу,díol
1412,bezahlen::V,түләү,íoc as
1413,zahlen::V,түләү,íoc
1414,beherrschen::V,биләү,rialaigh
1415,ertragen::V,түҙеү,seas
1416,ertragen::V,түҙеү,fulaing
1417,ertragen::V,түҙеү,foighnigh
