,Concept_ID,cv,ta
625,blau::A,кӑвак,நீல வண்ண
626,grün::A,симӗс,பச்சை வண்ண
627,grün::A,пиҫмен,பச்சை வண்ண
628,grün::A,ӑс пухман,பச்சை வண்ண
629,grau::A,кӑвак,சாம்பல் நிற
630,bunt::A,чӑпар,வண்ண மயமான
631,billig::A,йӳнӗ,மலிவான
632,teuer::A,хаклӑ,விலை அதிகமான
633,wertvoll::A,паха,மதிப்புள்ள
634,blind::A,суккӑр,பார்வையற்ற
635,taub::A,хӑлхасӑр,செவிடான
636,kräftig::A,хӑватлӑ,வலிமையான
637,stark::A,вирлӗ,பலமான
638,schwach::A,халсӑр,பலவீனமான
639,fett::A,самӑр,பருமனாக
640,fett::A,мӑнтӑр,பருமனாக
641,schlank::A,йӑрӑс,ஒல்லியான
642,schlank::A,яштака,ஒல்லியான
643,hübsch::A,хитре,அழகிய
644,böse::A,усал,கேடு விளைவிக்கும்
645,dumm::A,ухмах,முட்டாள்தனமான
646,faul::A,наян,சோம்பலான
647,faul::A,юлхав,சோம்பலான
648,faul::A,ӳркенчӗк,சோம்பலான
649,fleißig::A,хастар,ஊக்கந்தளராத
650,geizig::A,хытӑ,கஞேசத்தனமான
651,klug::A,ӑслӑ,சாதுரியமான
652,geschickt::A,ӑста,திறமையள்ள
653,lieb::A,савнӑ,அன்புக்குரிய
654,lustig::A,хаваслӑ,களிப்புமிக்க
655,sanft::A,ачаш,சாதுவான
656,hungrig::A,выҫӑ,பசியுடன்
657,krank::A,чирлӗ,நோயுற்று
658,nackt::A,ҫара,ஆடையற்ற
659,traurig::A,салхуллӑ,சோகமான
660,lebendig::A,чӗрӗ,பிழைப்பு
661,gut::A,аван,நல்ல
662,gut::A,лайӑх,நல்ல
663,schlecht::A,япӑх,கெட்ட
664,schlecht::A,начар,கெட்ட
665,richtig::A,тӗрӗс,சரியான
666,schlimm::A,йӗрӗнчӗк,அருவருப்பான
667,wahr::A,чӑн,உண்மையான
668,alt::A,кивӗ,பழைய
669,neu::A,ҫӗнӗ,புதிய
670,ehemalig::A,пулнӑ,முன்நாள்
671,alt[Lebewesen]::A,ватӑ,வயதான
672,jung::A,яш,இளமையான
673,jung::A,ҫамрӑк,இளமையான
674,arm::A,чухӑн,ஏழ்மையான
675,reich::A,пуян,செல்வம் படைத்த
676,bekannt::A,пӗлӗш,பழக்கப்பட்ட
677,berühmt::A,чаплӑ,புகழ்பெற்ற
678,fremd::A,ют,அயல் நாட்டு
679,verschieden::A,расна,வித்தியாசமான
680,nah::A,ҫывӑх,பக்கத்தில் உள்ள
681,nah::A,ҫывӑхри,பக்கத்தில் உள்ள
682,fern::A,инҫе,தொலை தூரத்தில்
683,fern::A,аякри,தொலை தூரத்தில்
684,linker::A,сулахай,மீந்திருக்கும்
685,rechter::A,сылтӑм,வலதுபக்கம்
686,anderer::A,урӑх,மற்ற
687,erster::A,пӗрремӗш,முதனமையான
688,zweiter::A,иккӗмӗш,இரண்டாவது
689,dritter::A,виҫҫӗмӗш,மூன்றாவது
690,letzter::A,юлашки,கடைசி
691,allein::ADV,пӗччен,தனியாக
692,auf einmal::ADV,кӗмӗрккен,தடீரென்று
693,zusammen::ADV,пӗрле,சேர்ந்து
694,lange::ADV,вӑрах,அதிக நோம்
695,plötzlich::ADV,сасартӑк,தடீரென்று
696,sofort::ADV,тӳрех,உடனடியாக
697,später::ADV,кайран,பிறகு
698,jetzt::ADV,халь,இப்பொழது
699,jetzt::ADV,халӗ,இப்பொழது
700,heute::ADV,паян,இன்று
701,morgen::ADV,ыран,நாளைக்கு
702,bald::ADV,халех,சீக்கிரம்
703,bald::ADV,кӗҫех,சீக்கிரம்
704,dann::ADV,унтан,அப்பொழுது
705,gestern::ADV,ӗнер,நேற்று
706,einst::ADV,пӗррехинче,ஒரே முறை
707,damals::ADV,ун чухне,அப்பொழுது
708,damals::ADV,апла пулсан,அப்பொழுது
709,danach::ADV,унтан,பிற்பாடு
710,vorher::ADV,малтан,முன்பாக
711,zuerst::ADV,пирвай,முதலில்
712,einmal::ADV,пӗррехинче,ஒரே முறை
713,manchmal::ADV,хӑш чухне,சில நேரங்களில்
714,oft::ADV,тӑтӑш,அடிக்கடி
715,immer::ADV,ялан,எப்பொழுதும்
716,niemals::ADV,нихӑҫан та,ஒருபோதும் இல்லை
717,hier::ADV,кунта,இங்கே
718,hierhin::ADV,кунта,இவ்விடத்திற்கு
719,von hier::ADV,кунтан,இனி
720,dort::ADV,унта,அங்கே
721,dort::ADV,ҫавӑнта,அங்கே
722,dorthin::ADV,унта,அவ்விடத்திற்கு
723,dorthin::ADV,ҫавӑнта,அவ்விடத்திற்கு
724,geradeaus::ADV,тикӗс,முன்னாலிருக்கும்
725,vorwärts::ADV,малалла,முன்புறமாக
726,rückwärts::ADV,хыҫала,பின்னோக்கி
727,zurück::ADV,каялла,பின்பக்கம்
728,unten::ADV,аялта,கீழாக
729,hinab::ADV,аялта,கீழ் நோக்கி
730,oben::ADV,ҫӳлте,மேலே
731,hinauf::ADV,ҫӳле,மேலே
732,überall::ADV,таҫта та,எல்லா இடத்திலும்
733,überall::ADV,пур ҫӗрте те,எல்லா இடத்திலும்
734,überall::ADV,кирек ӑҫта та,எல்லா இடத்திலும்
735,nicht::ADV,мар,இல்லை
736,ein wenig::ADV,пӑртак,கொஞ்சம்
737,kaum::ADV,аран,அரிதாக
738,sehr::ADV,питӗ,மிக்க
739,so::ADV,апла,மிகவும்
740,noch::ADV,татах,இப்பொழுதும்
741,nur::ADV,ҫех,மட்டும்
742,schon::ADV,ӗнтӗ,ஏற்கனவே
743,wieder::ADV,каллех,மறுபடியும்
744,vergebens::ADV,харам,வீண்
745,vor::PRP,умӗнче,முன்
746,hinter::PRP,кайра,பின்பக்கம்
747,unter::PRP,айне,கீழே
748,unter::PRP,айӗпе,கீழே
749,unter::PRP,айӗнче,கீழே
750,unter::PRP,ҫитеспе,கீழே
751,durch::PRP,витӗр,ஊடே
752,neben::PRP,патӗнче,அடுத்து
753,zwischen::PRP,хушшинче,இடையில்
754,wegen::PRP,пула,ஏனெனில்
755,wegen::PRP,пирки,ஏனெனில்
756,dies::PRN,ку,இது
757,dies::PRN,ҫак,இது
758,das::PRN,ҫав,அது
759,alles::PRN,пурте,ஒவ்வொன்றும்
760,alles::PRN,йӑлт,ஒவ்வொன்றும்
761,ich::PRN,эп,நான்
762,du::PRN,эс,நீ
763,er::PRN,вӑл,அவன்
764,wir::PRN,эпир,நாம்
765,wir::PRN,эпир,நாங்கள்
766,ihr::PRN,эсир,நீங்கள்
767,sie::PRN,вӗсем,அவர்கள்
768,was::FPRN,мӗн,என்ன
769,was::FPRN,мӗскер,என்ன
770,was::FPRN,мӗн те пулин,என்ன
771,wer::FPRN,кам,யார்
772,wo::FADV,ӑҫта,எங்கே
773,wohin::FADV,ӑҫта,எதற்கு
774,wie::FADV,епле,எப்படி
775,wie::FADV,мӗнле,எப்படி
776,warum::FADV,ма,ஏன்
777,warum::FADV,мӗншӗн,ஏன்
778,wieviel::FNUM,миҫе,எவ்வளவு
779,eins::NUM,пӗр,ஒன்று
780,eins::NUM,пӗрре,ஒன்று
781,zwei::NUM,ик,இரண்டு
782,zwei::NUM,икӗ,இரண்டு
783,zwei::NUM,иккӗ,இரண்டு
784,drei::NUM,виҫ,மூன்று
785,drei::NUM,виҫӗ,மூன்று
786,drei::NUM,виҫҫӗ,மூன்று
787,vier::NUM,тӑват,நான்கு
788,fünf::NUM,пилӗк,ஐந்து
789,fünf::NUM,пиллӗк,ஐந்து
790,sechs::NUM,улт,ஆறு
791,sechs::NUM,ултӑ,ஆறு
792,sechs::NUM,улттӑ,ஆறு
793,sieben::NUM,ҫич,ஏழு
794,sieben::NUM,ҫичӗ,ஏழு
795,sieben::NUM,ҫиччӗ,ஏழு
796,acht::NUM,сакӑр,எட்டு
797,acht::NUM,саккӑр,எட்டு
798,neun::NUM,тӑхӑр,ஒன்பது
799,neun::NUM,тӑххӑр,ஒன்பது
800,zehn::NUM,вунӑ,பத்து
801,zehn::NUM,вуннӑ,பத்து
802,elf::NUM,вун пӗр,பதினொன்று
803,zwölf::NUM,вун ик,பன்னிரண்டு
804,zwölf::NUM,вун икӗ,பன்னிரண்டு
805,zwölf::NUM,вун иккӗ,பன்னிரண்டு
806,zwanzig::NUM,ҫирӗм,இருபது
807,dreißig::NUM,вӑтӑр,முப்பது
808,vierzig::NUM,хӗрӗх,நாற்பது
809,fünfzig::NUM,аллӑ,ஐமபது
810,sechzig::NUM,утмӑл,அறுபது
811,siebzig::NUM,ҫитмӗл,எழுபது
812,achtzig::NUM,сакӑр вунӑ,எண்பது
813,achtzig::NUM,сакӑр вуннӑ,எண்பது
814,neunzig::NUM,тӑхӑр вун,தொன்னூறு
815,neunzig::NUM,тӑхӑр вунӑ,தொன்னூறு
816,neunzig::NUM,тӑхӑр вуннӑ,தொன்னூறு
817,hundert::NUM,ҫӗр,நூறு
818,tausend::NUM,пин,ஆயிரம்
819,und::CNJ,та,மற்றும்
820,oder::CNJ,е,அல்லது
821,stehen::V,тӑр,நில்
822,sitzen::V,лар,உட்கார்
823,liegen::V,вырт,படு
824,hängen::V,усӑнса тӑр,தொங்கச் செய்
825,hängen::V,ҫакӑнса тӑр,தொங்கச் செய்
826,werden::V,пул,ஆகு
827,passieren::V,пул,நிகழ்
828,beginnen::V,пуҫлан,ஆரம்பி
829,enden::V,пӗт,முடி
830,enden::V,вӗҫлен,முடி
831,wechseln::V,улшӑн,மாற்று
832,aufgehen[Sonne]::V,тух,உயர எழு
833,untergehen[Sonne]::V,анса лар,பொறுத்து
834,scheinen[Sonne]::V,пӑх,பிரகாசி
835,donnern::V,кӗмсӗртет,இடி
836,donnern::V,авӑт,இடி
837,wehen::V,варкӑш,வீசு
838,strömen::V,тӑкӑн,பாயதல்
839,fließen::V,юх,நீரோட்டம் போக்கில் போ
840,sich drehen::V,ҫаврӑн,சுழல்
841,schwanken::V,чӳхен,தள்ளாடு
842,schwingen::V,суллан,ஆடு
843,fallen::V,кип,விழு
844,fallen::V,тӳр кип,விழு
845,fallen::V,татӑлса ан,விழு
846,brennen::V,ҫун,எரி
847,rauchen::V,мӑкӑрлан,பகை பிடி
848,rauchen::V,тӗтӗм кӑлар,பகை பிடி
849,regnen::V,ҫумӑр ҫӑвать,மழை பெய்
850,gefrieren::V,шӑн,உறைந்துவிடு
851,tauen::V,ирӗл,உருகு
852,schmelzen::V,ирӗл,உருகு
853,trocknen::V,тип,உலர்த்து
854,sieden::V,вӗре,கொதிக்க வை
855,faulen::V,ҫӗр,அழுகச் செய்
856,verfaulen::V,ҫӗр,அழுகச் செய்
857,reißen::V,ҫурӑл,திடீரென அறு
858,versinken::V,пут,மூழ்கு
859,vergehen::V,ирт,கடந்துசெல்
860,erscheinen::V,курӑн,தோன்றச்
861,erscheinen::V,курӑнса кай,தோன்றச்
862,verschwinden::V,ҫухал,மறைந்து போ
863,sinken::V,чак,பதைவுறு
864,abnehmen::V,чак,குறை
865,zunehmen::V,пысӑклан,உயர்த்து
866,steigen::V,ҫӗклен,உயர எழு
867,wachsen::V,ӳс,வளர்
868,glänzen::V,ҫиҫ,மிளிர்
869,funkeln::V,ялкӑш,பிரகாசி
870,funkeln::V,йӑлтӑртат,பிரகாசி
871,lärmen::V,шавла,கொம்பு
872,läuten::V,шӑнкӑравла,மணியொலியிசை
873,klingeln::V,шӑнкӑравла,மணி அடி
874,klirren::V,калтлат,கிலுங்கு
875,klirren::V,шӑнкӑлтат,கிலுங்கு
876,brausen::V,ахӑр,இரைதல்
877,rauschen::V,вашӑлтат,சலசலப்பு
878,rauschen::V,чашӑлтат,சலசலப்பு
879,klingen::V,янӑра,சிலம்புதல்
880,bellen::V,вӗр,குரை
881,heulen::V,ула,ஊளையிடு
882,blasen::V,вӗр,ஊது
883,pfeifen::V,шӑхӑр,சீழ்க்கை எழப்பு
884,schreien::V,кӑшкӑр,கூச்சலிடு
885,stöhnen::V,йынӑш,வேதனை
886,zittern::V,чӗтре,நடுங்கு
887,leben::V,пурӑн,உயிருடனிரு
888,geboren werden::V,ҫурал,பிற
889,atmen::V,сывла,சுவாசி
890,trinken::V,ӗҫ,குடி
891,essen::V,ҫи,சாப்பிடு
892,schlucken::V,ҫӑт,முழுங்கு
893,müde werden::V,ӗшен,கையயர்தல்
894,einschlafen::V,ыйха пут,தூங்க
895,einschlafen::V,ҫывӑрса кай,தூங்க
896,schlafen::V,ҫывӑр,தூங்கு
897,aufwachen::V,вӑран,எழுப்பு
898,aufstehen::V,тӑр,எழுந்திரு
899,sich erholen::V,кан,இளைப்பாறு
900,krank werden::V,чирле,விழுதல்
901,krank sein::V,чирле,நருக்கலாயிருக்க
902,schmerzen::V,сур,நோவுறு
903,schmerzen::V,ырат,நோவுறு
904,husten::V,ӳсӗр,இருமு
905,genesen::V,сывал,குணம் அடை
906,genesen::V,тӳрлен,குணம் அடை
907,sterben::V,вил,மரணமடை
908,umkommen::V,вил,நசி
909,sich bewegen::V,куҫ,நகர்த்து
910,sich rühren::V,хускал,அசை
911,sich erheben::V,тӑр,எழுந்து நில்
912,sich setzen::V,лар,உட்கார்
913,hinfallen::V,ӳк,விழு
914,laufen::V,ут,நட
915,schreiten::V,ут,கவடுவைத்தல்
916,spazierengehen::V,уҫӑлса ҫӳре,உலவு
917,spazierengehen::V,уткаласа ҫӳре,உலவு
918,eilen::V,васка,விரைந்து
919,eilen::V,хыпалан,விரைந்து
920,sich beeilen::V,васка,அவசரப்படுத்து
921,sich beeilen::V,хыпалан,அவசரப்படுத்து
922,sausen::V,ыткӑн,விரைந்து செல்
923,sausen::V,вӗҫтер,விரைந்து செல்
924,rennen::V,чуп,ஓடு
925,springen::V,сик,குதி
926,klettern::V,улӑх,ஏறு
927,schaukeln::V,йӳрӗн,தள்ளாடு
928,kriechen::V,шу,மெதுவாக நடந்து செல்
929,kriechen::V,упален,மெதுவாக நடந்து செல்
930,schwimmen::V,иш,நீந்து
931,tauchen::V,чӑм,மூழ்கி நீச்சலடி
932,rudern::V,авӑс,துடுப்புப் போடு
933,fahren::V,пыр,ஓட்டு
934,fliegen::V,вӗҫ,பற
935,gehen::V,кай,போ
936,weggehen::V,кай,விலகிச் செல்
937,abfahren::V,тапран,புறப்பட்டுச் செல்
938,anhalten::V,чарӑн,நின்றுவிடு
939,hineingehen::V,кӗр,மறையச் செய்
940,eintreten::V,кӗр,நுழை
941,kommen::V,кил,வா
942,ankommen::V,ҫит,வநது சேர்
943,zurückkommen::V,таврӑн,திரும்பி வா
944,zurückkommen::V,каялла кил,திரும்பி வா
945,bleiben::V,юл,இரு
946,warten::V,кӗт,தாமதி
947,erwarten::V,кӗт,எதிர்நோக்கு
948,suchen::V,шыра,தேடு
949,finden::V,туп,கண்டுபிடி
950,versuchen::V,пикен,முயற்சி செய்
951,vorbereiten::V,хатӗрле,ஆயத்தம் செய்
952,lieben::V,юрат,அன்பு செலுத்து
953,mögen::V,кӑмӑлла,விரும்பு
954,mögen::V,килӗштер,விரும்பு
955,lachen::V,кул,சிரி
956,lachen::V,ахӑлтат,சிரி
957,rühren::V,ҫулӑх,இதயத்தைத் தொடு
958,weinen::V,йӗр,அழு
959,weinen::V,макӑр,அழு
960,schimpfen::V,вӑрҫ,சாபமிடு
961,schimpfen::V,ятлаҫ,சாபமிடு
962,sich ärgern::V,ҫиллен,கோப்பபடு
963,sich fürchten::V,шиклен,பயப்படு
964,fürchten::V,хӑра,பயப்படுத்து
965,fliehen::V,тар,ஓடு
966,flüchten::V,чупса тар,தப்பிவிடு
967,sehen::V,кур,பார்
968,anschauen::V,пӑхса ил,கூர்ந்து கவனி
969,ansehen::V,пӑх,கவனி
970,hören::V,илт,கேள்
971,zuhören::V,итле,சுவைத்துப் பார்
972,zuhören::V,тӑнла,சுவைத்துப் பார்
973,probieren::V,астив,ருசி
974,riechen::V,шӑршла,முகர்ந்து பார்
975,fühlen::V,туй,தொட்டுணர்
976,fühlen::V,сис,தொட்டுணர்
977,scheinen::V,туйӑн,காணப்படு
978,zu sehen sein::V,курӑн,தோன்றுதல்
979,vernehmen::V,пӑл,கேள்
980,frieren::V,йӳтен,குதுகுதுகு
981,tun::V,ту,செய்
982,können::V,пултар,இயல்வது
983,wollen::V,те,விரும்பு
984,anfangen::V,пуҫла,தொடங்கு
985,beenden::V,пӗтер,முடி
986,aufhören::V,пӑрах,நிறுத்து
987,gelingen::V,ӑн,வெற்றி
988,geraten::V,пул,ஏற்படுத்து
989,öffnen::V,уҫ,திற
990,schließen::V,хуп,மூடு
991,stellen::V,ларт,வை
992,stellen::V,тӑрат,வை
993,setzen::V,ларт,வை
994,legen::V,хур,பரப்பி வை
995,berühren::V,перӗн,பதி
996,verbinden::V,сып,சேர்
997,bedecken::V,вит,உறைபோடு
998,aufhängen::V,ҫак,தொங்கவிடு
999,anzünden::V,ҫут,எரியூட்டு
1000,aufheben::V,ҫӗкле,பொறுக்கி எடு
1001,zurücklassen::V,манса хӑвар,விட்டுச் செல்
1002,verlieren::V,ҫӗтер,இழ
1003,fallen lassen::V,ӳкер,அளவில் குறைவு
1004,machen::V,ту,தயார்செய்
1005,herstellen::V,ӑстала,உற்பத்தி செய்
1006,bauen::V,ту,கட்டு
1007,reparieren::V,юса,பழுது பார்
1008,verbessern::V,лайӑхлат,மேம்படுத்து
1009,ändern::V,улӑштар,மாற்றி அமை
1010,graben::V,чав,குழி வெட்டு
1011,graben::V,чакала,குழி வெட்டு
1012,beugen::V,кукӑрт,வனை
1013,biegen::V,ав,வனை
1014,biegen::V,кукӑрт,வனை
1015,drehen::V,ҫавӑр,சுழல்
1016,wenden::V,ӳпӗнтер,குடைகவிழு
1017,umdrehen::V,ҫавӑр,சுற்றும் முற்றும் பார்
1018,heben::V,хӑпарт,தூக்கு
1019,hochheben::V,йӑт,தூக்கு
1020,ergreifen::V,тыт,பறி
1021,halten::V,тыт,பிடித்துக் கொள்
1022,drücken::V,пус,அழுத்து
1023,schieben::V,тӗк,தள்ளு
1024,schieben::V,тӗрт,தள்ளு
1025,kratzen::V,хыр,கீறு
1026,lecken::V,ҫула,நக்கு
1027,beißen::V,ҫырт,கடி
1028,beißen::V,хып,கடி
1029,abreißen::V,тат,கிழி
1030,abschneiden::V,кас,வெட்டி எடு
1031,binden::V,ҫых,கட்டு
1032,stecken::V,чик,பதிய வை
1033,brechen::V,хуҫ,உடை
1034,klopfen::V,такка,தட்டு
1035,hauen::V,шакка,அடி
1036,kleben::V,ҫыпӑҫтар,ஒட்டு
1037,reiben::V,сӑтӑр,தேய்
1038,streichen::V,сӗр,பரவச்செய்
1039,schleifen::V,хӑйра,அரை
1040,schneiden::V,кас,துண்டாக்கு
1041,rütteln::V,лӑка,மெல்ல தள்ளு
1042,rütteln::V,силлентер,மெல்ல தள்ளு
1043,schütteln::V,лӑка,குலுக்கு
1044,schütteln::V,силлентер,குலுக்கு
1045,schwenken::V,сулла,ஊஞ்சலாடு
1046,schütten::V,тултар,ஊற்று
1047,füllen::V,тултар,நிரப்பு
1048,einwickeln::V,чӗрке,சுற்று
1049,tragen::V,ҫӗкле,எடுத்துச் செல்
1050,schleppen::V,сӗтӗр,இழுத்துச் செல்
1051,ziehen::V,тӑс,இழு
1052,aufbewahren::V,усра,வைத்துக் கொள்
1053,werfen::V,пӑрах,வீசி எறி
1054,fangen::V,тыт,பிடி
1055,packen::V,тыт,பிடித்துக்கொள்
1056,verstecken::V,пытарса хур,மறை
1057,teilen::V,уйӑр,பாகங்களாகப் பிரி
1058,teilen::V,пайла,பாகங்களாகப் பிரி
1059,schicken::V,яр,அனுப்பு
1060,bringen::V,кӳр,கொண்டு வா
1061,hinzufügen::V,хуш,சேர்
1062,bekommen::V,ил,பெறு
1063,bekommen::V,туян,பெறு
1064,erhalten::V,ил,பெறு
1065,erhalten::V,туян,பெறு
1066,nehmen::V,ил,எடு
1067,wählen::V,суйла,தேர்ந்தெடு
1068,auswählen::V,суйла,தேர்ல்தெடு
1069,bewahren::V,упра,கெடாது பேணு
1070,behindern::V,кансӗрле,தடங்கல் செய்
1071,behindern::V,чӑрмантар,தடங்கல் செய்
1072,verderben::V,пӑс,நாசமாக்கு
1073,beschädigen::V,пӑс,சேதப்படுத்து
1074,zerbrechen::V,ват,உடை
1075,zerbrechen::V,ҫӗмӗр,உடை
1076,zerreißen::V,ҫур,கிழி
1077,zerstören::V,иш,அழி
1078,verbrennen::V,ҫунтар,எரியூட்டு
1079,geben::V,пар,கொடு
1080,reichen::V,пар,வழங்கு
1081,schenken::V,парнеле,மொயத்தல்
1082,versprechen::V,тума пул,உறுதியளி
1083,versprechen::V,сӑмах пар,உறுதியளி
1084,wünschen::V,сун,ஆசைப்படு
1085,loben::V,ырла,புகழ்ச்சி கூறு
1086,küssen::V,чуп ту,முத்தமிடு
1087,wiegen::V,сиктер,ஆட்டுத்தல்
1088,wiegen::V,силле,ஆட்டுத்தல்
1089,zudecken::V,вит,உறைபோடு
1090,wecken::V,вӑрат,எழுப்பு
1091,zeigen::V,кӑтарт,காட்டு
1092,führen::V,илсе пыр,வழிகாட்டி
1093,führen::V,ҫавӑтса пыр,வழிகாட்டி
1094,lehren::V,вёрент,சொல்லிக் கொடு
1095,unterrichten::V,вёрент,அறிவுரை கூறு
1096,aufziehen::V,вӗрент,வளர்
1097,leiten::V,тытса пыр,அழைத்துச் செல்
1098,antreiben::V,васкат,தூண்டு
1099,lassen::V,пусахла,விடு
1100,lassen::V,хуш,விடு
1101,einladen::V,чӗн,அழை
1102,vereinigen::V,пӗрлештер,ஒன்றாகச் சேர்
1103,besuchen::V,ҫит,வருகை புரி
1104,besuchen::V,кӗрсе кур,வருகை புரி
1105,treffen::V,тӗл пул,சந்தி
1106,sich versammeln::V,пуҫтарӑн,தொகுப்பு
1107,spielen::V,выля,விளையாடு
1108,singen::V,юрла,பாடு
1109,tanzen::V,ташла,நடனமாடு
1110,sich trennen::V,уйрӑл,தனிப்படடுத்து
1111,verlassen::V,хӑвар,கைவிடு
1112,retten::V,ҫӑл,காப்பாற்று
1113,bewachen::V,хуралла,காவல் செய்
1114,schützen::V,сыхла,பாதுகாப்பு செய்
1115,verteidigen::V,хӳтӗле,எதிர்த்து நில்
1116,sich schlagen::V,ҫапӑҫ,பூசலிடு
1117,schießen::V,пер,சுட்டுக் கொல்
1118,siegen::V,ҫӗн,வெற்றி பெறு
1119,siegen::V,ҫӗнтер,வெற்றி பெறு
1120,ärgern::V,тарӑхтар,எரிச்சலூட்டு
1121,ärgern::V,ҫиллентер,எரிச்சலூட்டு
1122,schlagen::V,ҫап,அடி
1123,treten::V,тап,உதை
1124,stechen::V,чик,கொட்டு
1125,stoßen::V,чыш,நெருக்கு
1126,stehlen::V,вӑрла,திருடு
1127,stören::V,кансӗрле,தொல்லைகொடு
1128,belästigen::V,аптӑрат,தொல்லை கொடு
1129,belästigen::V,хупла,தொல்லை கொடு
1130,verbergen::V,пытар,மறை
1131,täuschen::V,суй,ஏமாற்று
1132,betrügen::V,ултала,ஏமாற்று
1133,töten::V,вӗлер,கொல்
1134,wohnen::V,чуна пар,தங்கியிரு
1135,wohnen::V,парӑнса тӑр,தங்கியிரு
1136,arbeiten::V,ӗҫле,வேலை செய்
1137,sammeln::V,пух,ஒன்றுசேர்
1138,pflücken::V,тат,கொய்து எடு
1139,jagen::V,сунара ҫӳре,வேட்டையாடு
1140,fischen::V,пулӑ тыт,மீன் பிடி
1141,fassen::V,тыт,பிடி
1142,hüten::V,кӗт,காவல் செய்
1143,treiben::V,хӑвала,ஓட்டு
1144,anbinden::V,кӑкар,கட்டு
1145,füttern::V,ҫитер,உணவளி
1146,melken::V,су,பால் கற
1147,hacken::V,вакла,வெட்டி எடு
1148,gießen::V,шӑвар,நீர்ப் பாய்ச்சு
1149,reifen::V,пиҫ,பழு
1150,zubereiten::V,пӗҫер,சமையல் செய்
1151,kochen::V,пӗҫер,வேகவை
1152,backen::V,пӗҫер,வெப்பத்தில் வாட்டு
1153,braten::V,ӑшала,பொரியச் செய்
1154,umrühren::V,хутӑштар,கலக்கு
1155,stricken::V,ҫых,பின்னியிழை
1156,nähen::V,ҫӗле,தையல் வேலை செய்
1157,färben::V,пӗвет,வண்ணம் பெறச் செய்
1158,reinigen::V,тасат,சுத்தம் செய்
1159,waschen::V,ҫу,கழுவு
1160,abwischen::V,шӑл,துடை
1161,spülen::V,чӳхе,அலசு
1162,fegen::V,шӑл,பெறுக்கு
1163,kehren::V,шӑл,பெறுக்கு
1164,baden::V,шыва кӗр,குளி
1165,sich waschen::V,ҫӑвӑн,கழுவு
1166,ausziehen::V,салан,கழற்று
1167,anziehen::V,тӑхӑн,புனைதல்
1168,sich anziehen::V,тӑхӑн,உடுத்துதல்
1169,kämmen::V,тура,தலை வாரிக் கொள்
1170,schmücken::V,илемлет,அழகுபடுத்து
1171,sagen::V,те,சொல்
1172,sprechen::V,кала,பேசு
1173,reden::V,сӑмахла,பெசு
1174,reden::V,калаҫ,பெசு
1175,sich unterhalten::V,пупле,இயல்பாக பேசிக்கொண்டிரு
1176,fragen::V,ыйт,கேள்
1177,bitten::V,ыйт,வேண்டு
1178,erzählen::V,каласа пар,சொல்
1179,mitteilen::V,пӗлтер,சொல்
1180,mitteilen::V,хыпарла,சொல்
1181,nennen::V,те,பெயரிடுதல்
1182,nennen::V,чӗн,பெயரிடுதல்
1183,rufen::V,чӗн,கூச்சலிடு
1184,prahlen::V,мухтан,தற்பெருமை பேசு
1185,prahlen::V,вӗҫкӗнлен,தற்பெருமை பேசு
1186,übersetzen::V,куҫар,மொழிபெயர்ப்பு செய்
1187,denken::V,шухӑшла,யோசி
1188,glauben::V,ӗнен,நம்பு
1189,bemerken::V,асӑрха,கவனி
1190,erkennen::V,палла,அடையாளம் கண்டுகொள்
1191,begreifen::V,ӑнлан,பற்றிக்கொள்
1192,verstehen::V,пӗл,புரிந்து கொள்
1193,lernen::V,вӗрен,கற்றுக்கொள்
1194,wissen::V,пӗл,தெரிந்திரு
1195,wissen::V,ӑнкар,தெரிந்திரு
1196,sich erinnern an::V,аса ил,நினைவு கூர்
1197,vergessen::V,ман,மற
1198,vergessen::V,манса кай,மற
1199,messen::V,виҫ,அளவிடு
1200,zählen::V,шутла,எண்ணு
1201,rechnen::V,шутла,கணக்கிடு
1202,lesen::V,вула,படி
1203,malen::V,ӳкер,வண்ணச்சித்திரம்
1204,zeichnen::V,ӳкер,வரை
1205,schreiben::V,ҫыр,எழுது
1206,besitzen::V,тыт,உடைமையாகக் கொண்டிரு
1207,kaufen::V,ил,வாங்கு
1208,kaufen::V,туян,வாங்கு
1209,verkaufen::V,сут,விற்பனை செய்
1210,bezahlen::V,тӳле,இறுத்தல்
1211,zahlen::V,тӳле,பணம் செலுத்து
1212,beherrschen::V,тыт,ஆட்சிசெய்
1213,ertragen::V,тӳс,தாங்கு
1214,Bauch::N,,வயிறு
