,Concept_ID,en,ru
125,Rinde::N,bark,кора
126,Ast::N,limb,сук
127,Zweig::N,branch,ветвь
128,Blatt::N,leaf,лист
129,Birke::N,birch,береза
130,Kiefer[Baum]::N,pine,сосна
131,Weide[Baum]::N,willow,ива
132,Tanne::N,fir,ель
133,Horn::N,horn,рог
134,Feder::N,feather,перо
135,Fell::N,fur,шкура
136,Flügel::N,wing,крыло
137,Klaue::N,claw,коготь
138,Kralle::N,claw,лапа
139,Schwanz::N,tail,хвост
140,Ei::N,egg,яйцо
141,Nest::N,nest,гнездо
142,Bau::N,lair,нора
143,Tier::N,animal,животное
144,Herde::N,flock,стадо
145,Kuh::N,cow,корова
146,Bulle::N,bull,бык
147,Pferd::N,horse,лошадь
148,Schaf::N,sheep,овца
149,Schwein::N,pig,свинья
150,Hund::N,dog,собака
151,Katze::N,cat,кошка
152,Bär::N,bear,медведь
153,Eichhörnchen::N,squirrel,белка
154,Elch::N,elk,лось
155,Fuchs::N,fox,лиса
156,Hase::N,hare,заяц
157,Maus::N,mouse,мышь
158,Wolf::N,wolf,волк
159,Vogel::N,bird,птица
160,Schwarm::N,swarm,стая
161,Huhn::N,chicken,курица
162,Hahn::N,cock,петух
163,Gans::N,goose,гусь
164,Adler::N,eagle,орел
165,Ente::N,duck,утка
166,Eule::N,owl,сова
167,Kranich::N,crane,журавль
168,Krähe::N,crow,ворона
169,Kuckuck::N,cuckoo,кукушка
170,Schwan::N,swan,лебедь
171,Fisch::N,fish,рыба
172,Barsch::N,perch,окунь
173,Hecht::N,pike,щука
174,Schlange[Tier]::N,snake,змея
175,Wurm::N,worm,червяк
176,Spinne::N,spider,паук
177,Ameise::N,ant,муравей
178,Laus::N,louse,вошь
179,Mücke::N,midge,комар
180,Fliege::N,fly,муха
181,Schmetterling::N,butterfly,бабочка
182,Beere::N,berry,ягода
183,Apfel::N,apple,яблоко
184,Pilz::N,mushroom,гриб
185,Zwiebel::N,onion,луковица
186,Saat::N,seed,семя
187,Korn::N,grain,зерно
188,Heu::N,hay,сено
189,Schale::N,husk,шелуха
190,Grube::N,pit,яма
191,Falle::N,trap,ловушка
192,Schlinge::N,noose,силок
193,Spur::N,track,след
194,Asche::N,ashes,зола
195,Asche::N,ashes,пепел
196,Dreck::N,filth,грязь
197,Eisen::N,iron,железо
198,Gold::N,gold,золото
199,Silber::N,silver,серебро
200,Kohle::N,coal,уголь
201,Glas::N,glass,стекло
202,Lehm::N,clay,глина
203,Sand::N,sand,песок
204,Mensch::N,human,человек
205,Mann::N,man,мужчина
206,Frau::N,woman,женщина
207,Kind::N,child,ребенок
208,Junge::N,boy,мальчик
209,Mädchen::N,girl,девочка
210,Familie::N,family,семья
211,Großvater::N,grandfather,дедушка
212,Großmutter::N,grandmother,бабушка
213,Eltern::N,parents,родители
214,Vater::N,father,отец
215,Mutter::N,mother,мать
216,Sohn::N,son,сын
217,Tochter::N,daughter,дочь
218,Bruder::N,brother,брат
219,Schwester::N,sister,сестра
220,Onkel::N,uncle,дядя
221,Tante::N,aunt,тетя
222,Ehemann::N,husband,муж
223,Ehefrau::N,wife,жена
224,Freude::N,joy,радость
225,Gelächter::N,laughter,смех
226,Glück::N,happiness,счастье
227,Kummer::N,grief,горе
228,Wunsch::N,wish,желание
229,Lust::N,desire,влечение
230,Geist::N,spirit,дух
231,Gedanke::N,thought,мысль
232,Gedächtnis::N,memory,память
233,Verstand::N,mind,ум
234,Sinn::N,meaning,смысл
235,Grund::N,reason,повод
236,Wahrheit::N,truth,правда
237,Gespräch::N,talk,беседа
238,Märchen::N,fairy tale,сказка
239,Erzählung::N,story,рассказ
240,Nachricht::N,message,сообщение
241,Neuigkeit::N,news,новость
242,Name::N,name,имя
243,Rätsel::N,puzzle,загадка
244,Rede::N,speech,речь
245,Sprache::N,language,язык
246,Stimme::N,voice,голос
247,Wort::N,word,слово
248,Zeichen::N,sign,знак
249,Ruf::N,call,зов
250,Lärm::N,noise,шум
251,Laut::N,sound,звук
252,Ton::N,tone,звучание
253,Lied::N,song,песня
254,Ruhe::N,calm,покой
255,Leute::N,people,люди
256,Volk::N,nation,народ
257,Arbeit::N,work,работа
258,Gast::N,guest,гость
259,Geschenk::N,gift,подарок
260,Spiel::N,game,игра
261,Gesellschaft::N,company,общество
262,Hilfe::N,help,помощь
263,Freund::N,friend,друг
264,Kamerad::N,companion,приятель
265,Angelegenheit::N,matter,дело
266,Anzahl::N,count,количество
267,Art::N,sort,вид
268,Stück::N,piece,кусок
269,Teil::N,part,часть
270,Hälfte::N,half,половина
271,Kreis::N,circle,круг
272,Kreuz::N,cross,крест
273,Linie::N,line,линия
274,Strich::N,stroke,черта
275,Abstand::N,gap,промежуток
276,Entfernung::N,distance,расстояние
277,Gegend::N,area,местность
278,Platz::N,space,пространство
279,Ort::N,place,место
280,Seite::N,side,сторона
281,Mitte::N,middle,середина
282,Gegenstand::N,item,предмет
283,Sache::N,thing,вещь
284,Rand::N,fringe,край
285,Kante::N,edge,ребро
286,Ecke::N,corner,угол
287,Spitze::N,tip,кончик
288,Ende::N,end,конец
289,Loch::N,hole,дыра
290,Winkel::N,angle,угол
291,Muster::N,pattern,узор
292,Größe::N,size,размер
293,Länge::N,length,длина
294,Höhe::N,height,высота
295,Gewicht::N,weight,вес
296,Menge::N,amount,количество
297,Haufen::N,heap,куча
298,Reihe::N,row,ряд
299,Boot::N,boat,лодка
300,Ruder::N,oar,весло
301,Schlitten::N,sleigh,сани
302,Ski::N,ski,лыжа
303,Lagerfeuer::N,campfire,костер
304,Last::N,load,тяжесть
305,Gang::N,walk,ход
306,Schritt::N,step,шаг
307,Norden::N,north,север
308,Süden::N,south,юг
309,Westen::N,west,запад
310,Osten::N,east,восток
311,Holz::N,wood,древесина
312,Brett::N,board,доска
313,Platte::N,slab,плита
314,Stütze::N,bracket,подпорка
315,Stange::N,pole,жердь
316,Stock::N,stick,палка
317,Stab::N,staff,шест
318,Rohr::N,pipe,труба
319,Haus::N,house,дом
320,Heim::N,home,дом
321,Ofen::N,stove,печь
322,Fußboden::N,floor,пол
323,Tisch::N,table,стол
324,Stuhl::N,chair,стул
325,Wiege::N,cradle,колыбель
326,Bett::N,bed,постель
327,Regal::N,shelf,полка
328,Kiste::N,box,ящик
329,Fenster::N,window,окно
330,Tür::N,door,дверь
331,Tor::N,gate,ворота
332,Zaun::N,fence,забор
333,Dach::N,roof,крыша
334,Leiter::N,ladder,лестница
335,Besen::N,broom,метла
336,Spaten::N,spade,лопата
337,Schaufel::N,shovel,совок
338,Gabel::N,fork,вилка
339,Löffel::N,spoon,ложка
340,Messer::N,knife,нож
341,Nagel::N,nail,гвоздь
342,Netz::N,net,сеть
343,Haken::N,hook,крюк
344,Griff::N,handle,ручка
345,Schloss::N,lock,замок
346,Bild::N,picture,картина
347,Figur::N,figure,фигура
348,Puppe::N,doll,кукла
349,Beutel::N,pouch,мешок
350,Bündel::N,bundle,связка
351,Tasche::N,bag,сумка
352,Eimer::N,bucket,ведро
353,Deckel::N,cover,крышка
354,Geschirr::N,dishes,посуда
355,Sack::N,sack,мешок
356,Tasse::N,cup,чашка
357,Topf::N,pot,кастрюля
358,Kessel::N,kettle,котел
359,Essen::N,meal,еда
360,Nahrung::N,food,пища
361,Speise::N,dish,блюдо
362,Speise::N,dish,кушанье
363,Fleisch::N,meat,мясо
364,Getreide::N,corn,хлеб
365,Brei::N,mush,каша
366,Brot::N,bread,хлеб
367,Scheibe::N,slice,ломоть
368,Fett::N,fat,жир
369,Butter::N,butter,масло
370,Öl::N,oil,масло
371,Salz::N,salt,соль
372,Suppe::N,soup,суп
373,Honig::N,honey,мед
374,Milch::N,milk,молоко
375,Tee::N,tea,чай
376,Leder::N,leather,кожа
377,Wolle::N,wool,шерсть
378,Stoff::N,cloth,ткань
379,Nadel::N,needle,игла
380,Faden::N,thread,нитка
381,Knopf::N,button,пуговица
382,Knoten::N,knot,узел
383,Farbe::N,paint,краска
384,Kleidung::N,clothes,одежда
385,Hemd::N,shirt,рубашка
386,Kragen::N,collar,воротник
387,Ärmel::N,sleeve,рукав
388,Hose::N,trousers,брюки
389,Gürtel::N,belt,пояс
390,Mütze::N,cap,шапка
391,Schuh::N,shoe,ботинок
392,Stiefel::N,boot,сапог
393,Ring::N,ring,кольцо
394,Band::N,ribbon,лента
395,Kamm::N,comb,расческа
396,Spiegel::N,mirror,зеркало
397,Riemen::N,strap,ремень
398,Schnur::N,string,веревка
399,Leine::N,leash,поводок
400,Decke::N,blanket,одеяло
401,Kissen::N,pillow,подушка
402,Tuch::N,scarf,платок
403,Handtuch::N,towel,полотенце
404,Kraft::N,force,сила
405,Stärke::N,strength,крепость
406,Gesundheit::N,health,здоровье
407,Krankheit::N,illness,болезнь
408,Schmerz::N,pain,боль
409,Wunde::N,wound,рана
410,Fieber::N,fever,лихорадка
411,Fieber::N,fever,температура
412,Arznei::N,medicine,лекарство
413,Brücke::N,bridge,мост
414,Brunnen::N,well,колодец
415,Weide::N,pasture,пастбище
416,Pfad::N,path,тропа
417,Weg::N,way,путь
418,Weg::N,way,дорога
419,Straße::N,road,улица
420,Straße::N,road,дорога
421,Dorf::N,village,деревня
422,Stadt::N,town,город
423,Brief::N,letter,письмо
424,Buch::N,book,книга
425,Buchstabe::N,character,буква
426,Zeitung::N,newspaper,газета
427,Leben::N,life,жизнь
428,Tod::N,death,смерть
429,Grab::N,grave,могила
430,Kirche::N,church,церковь
431,Sünde::N,sin,грех
432,Gott::N,god,бог
433,Arbeiter::N,worker,рабочий
434,Chef::N,boss,начальник
435,Meister::N,master,мастер
436,Arzt::N,doctor,врач
437,Lehrer::N,teacher,учитель
438,Geld::N,money,деньги
439,Geschäft::N,business,занятие
440,Laden::N,shop,магазин
441,Preis::N,price,цена
442,Ware::N,ware,товар
443,Nutzen::N,profit,выгода
444,Reichtum::N,wealth,богатство
445,Welt::N,world,мир
446,Land::N,country,страна
447,Staat::N,state,государство
448,König::N,king,король
449,Macht::N,power,власть
450,Grenze::N,border,граница
451,Krieg::N,war,война
452,Feind::N,enemy,враг
453,Gewalt::N,violence,насилие
454,Kampf::N,fight,борьба
455,Bogen[Waffe]::N,bow,лук
456,Pfeil::N,arrow,стрела
457,Gewehr::N,gun,ружье
458,Fehler::N,mistake,ошибка
459,Lüge::N,lie,ложь
460,Schaden::N,damage,вред
461,Unglück::N,misfortune,беда
462,Schuld::N,fault,вина
463,Alter::N,age,возраст
464,Schluss::N,conclusion,окончание
465,Zeit::N,time,время
466,Tag::N,day,день
467,Morgen::N,morning,утро
468,Mittag::N,noon,полдень
469,Abend::N,evening,вечер
470,Nacht::N,night,ночь
471,Woche::N,week,неделя
472,Monat::N,month,месяц
473,Jahr::N,year,год
474,Frühling::N,spring,весна
475,Sommer::N,summer,лето
476,Herbst::N,autumn,осень
477,Winter::N,winter,зима
478,Januar::N,January,январь
479,Februar::N,February,февраль
480,März::N,March,март
481,April::N,April,апрель
482,Mai::N,May,май
483,Juni::N,June,июнь
484,Juli::N,July,июль
485,August::N,August,август
486,September::N,September,сентябрь
487,Oktober::N,October,октябрь
488,November::N,November,ноябрь
489,Dezember::N,December,декабрь
490,Montag::N,Monday,понедельник
491,Dienstag::N,Tuesday,вторник
492,Mittwoch::N,Wednesday,среда
493,Donnerstag::N,Thursday,четверг
494,Freitag::N,Friday,пятница
495,Samstag::N,Saturday,суббота
496,Sonntag::N,Sunday,воскресенье
497,groß::A,big,большой
498,klein::A,little,маленький
499,lang::A,long,длинный
500,kurz::A,short,короткий
501,breit::A,wide,широкий
502,schmal::A,narrow,узкий
503,dicht::A,dense,густой
504,dick[Gegenstand]::A,thick,толстый
505,dünn::A,thin,тонкий
506,fein::A,delicate,тонкий
507,fest::A,firm,крепкий
508,flach::A,flat,плоский
509,glatt::A,smooth,гладкий
510,hart::A,hard,твердый
511,weich::A,soft,мягкий
512,rund::A,round,круглый
513,spitz::A,pointed,остроконечный
514,scharf::A,sharp,острый
515,stumpf::A,blunt,тупой
516,schwer::A,heavy,тяжелый
517,schön::A,beautiful,красивый
518,heiß::A,hot,жаркий
519,warm::A,warm,теплый
520,kalt::A,cold,холодный
521,kühl::A,cool,прохладный
522,frisch::A,fresh,свежий
523,feucht::A,damp,влажный
524,nass::A,wet,мокрый
525,trocken::A,dry,сухой
526,voll::A,full,полный
527,voll::A,full,наполненный
528,leer::A,empty,пустой
529,offen::A,open,открытый
530,geschlossen::A,closed,закрытый
531,sauber::A,clean,чистый
532,schmutzig::A,dirty,грязный
533,roh::A,raw,сырой
534,reif::A,ripe,зрелый
535,lecker::A,delicious,вкусный
536,süß::A,sweet,сладкий
537,bitter::A,bitter,горький
538,sauer::A,sour,кислый
539,hell::A,bright,светлый
540,dunkel::A,dark,темный
541,schwarz::A,black,черный
542,weiß::A,white,белый
543,rot::A,red,красный
544,gelb::A,yellow,желтый
545,blau::A,blue,синий
546,grün::A,green,зеленый
547,grau::A,grey,серый
548,bunt::A,colourful,пестрый
549,bunt::A,colorful,пестрый
550,billig::A,cheap,дешевый
551,teuer::A,dear,дорогой
552,wertvoll::A,precious,ценный
553,blind::A,blind,слепой
554,taub::A,deaf,глухой
555,kräftig::A,powerful,могучий
556,stark::A,strong,сильный
557,schwach::A,weak,слабый
558,fett::A,fat,жирный
559,schlank::A,slim,стройный
560,hübsch::A,pretty,прелестный
561,böse::A,evil,злой
562,dumm::A,stupid,глупый
563,faul::A,lazy,ленивый
564,fleißig::A,diligent,прилежный
565,geizig::A,stingy,жадный
566,klug::A,clever,умный
567,geschickt::A,skilful,искусный
568,geschickt::A,skillful,искусный
569,lieb::A,dear,милый
570,lustig::A,merry,веселый
571,sanft::A,gentle,нежный
572,hungrig::A,hungry,голодный
573,krank::A,sick,больной
574,nackt::A,naked,голый
575,traurig::A,sad,грустный
576,lebendig::A,living,живой
577,gut::A,good,хороший
578,schlecht::A,bad,плохой
579,richtig::A,correct,правильный
580,schlimm::A,nasty,отвратительный
581,schlimm::A,nasty,мерзкий
582,wahr::A,true,настоящий
583,alt::A,old,старый
584,neu::A,new,новый
585,ehemalig::A,former,бывший
586,alt[Lebewesen]::A,aged,пожилой
587,jung::A,young,молодой
588,arm::A,poor,бедный
589,reich::A,rich,богатый
590,bekannt::A,familiar,знакомый
591,berühmt::A,famous,знаменитый
592,fremd::A,foreign,чужой
593,verschieden::A,different,разный
594,nah::A,near,близкий
595,fern::A,far,далекий
596,linker::A,left,левый
597,rechter::A,right,правый
598,anderer::A,other,другой
599,erster::A,first,первый
600,zweiter::A,second,второй
601,dritter::A,third,третий
602,letzter::A,last,последний
603,allein::ADV,alone,один
604,auf einmal::ADV,at once,сразу
605,zusammen::ADV,together,вместе
606,lange::ADV,long,долго
607,plötzlich::ADV,suddenly,вдруг
608,sofort::ADV,instantly,тотчас
609,später::ADV,later,позже
610,jetzt::ADV,now,сейчас
611,heute::ADV,today,сегодня
612,morgen::ADV,tomorrow,завтра
613,bald::ADV,soon,скоро
614,dann::ADV,then,потом
615,gestern::ADV,yesterday,вчера
616,einst::ADV,once,однажды
617,damals::ADV,at that time,тогда
618,danach::ADV,afterwards,затем
619,vorher::ADV,before,раньше
620,zuerst::ADV,at first,сперва
621,einmal::ADV,once,раз
622,manchmal::ADV,sometimes,иногда
623,oft::ADV,often,часто
624,immer::ADV,always,всегда
625,niemals::ADV,never,никогда
626,hier::ADV,here,здесь
627,hierhin::ADV,hither,сюда
628,hierhin::ADV,to here,сюда
629,hierhin::ADV,here,сюда
630,von hier::ADV,hence,отсюда
631,dort::ADV,there,там
632,dorthin::ADV,thither,туда
633,dorthin::ADV,there,туда
634,dorthin::ADV,to there,туда
635,geradeaus::ADV,ahead,прямо
636,vorwärts::ADV,forward,вперед
637,rückwärts::ADV,backward,назад
638,zurück::ADV,back,обратно
639,unten::ADV,below,внизу
640,hinab::ADV,down,вниз
641,oben::ADV,above,наверху
642,hinauf::ADV,up,вверх
643,überall::ADV,everywhere,везде
644,nicht::ADV,not,не
645,ein wenig::ADV,a little,немного
646,kaum::ADV,hardly,едва
647,sehr::ADV,very,очень
648,so::ADV,so,так
649,noch::ADV,still,еще
650,nur::ADV,only,только
651,schon::ADV,already,уже
652,wieder::ADV,again,опять
653,vergebens::ADV,in vain,напрасно
654,vor::PRP,in front of,перед
655,hinter::PRP,behind,за
656,hinter::PRP,behind,позади
657,unter::PRP,under,под
658,durch::PRP,through,сквозь
659,neben::PRP,next to,возле
660,zwischen::PRP,between,между
661,wegen::PRP,because of,из-за
662,dies::PRN,this,это
663,das::PRN,that,то
664,alles::PRN,everything,все
665,ich::PRN,I,я
666,du::PRN,you,ты
667,du::PRN,thou,ты
668,er::PRN,he,он
669,wir::PRN,we,мы
670,ihr::PRN,you,вы
671,sie::PRN,they,они
672,was::FPRN,what,что
673,wer::FPRN,who,кто
674,wo::FADV,where,где
675,wohin::FADV,where ... to,куда
676,wohin::FADV,where to,куда
677,wohin::FADV,where,куда
678,wie::FADV,how,как
679,warum::FADV,why,почему
680,wieviel::FNUM,how much,сколько
681,eins::NUM,one,один
682,zwei::NUM,two,два
683,drei::NUM,three,три
684,vier::NUM,four,четыре
685,fünf::NUM,five,пять
686,sechs::NUM,six,шесть
687,sieben::NUM,seven,семь
688,acht::NUM,eight,восемь
689,neun::NUM,nine,девять
690,zehn::NUM,ten,десять
691,elf::NUM,eleven,одиннадцать
692,zwölf::NUM,twelve,двенадцать
693,zwanzig::NUM,twenty,двадцать
694,dreißig::NUM,thirty,тридцать
695,vierzig::NUM,forty,сорок
696,fünfzig::NUM,fifty,пятьдесят
697,sechzig::NUM,sixty,шестьдесят
698,siebzig::NUM,seventy,семьдесят
699,achtzig::NUM,eighty,восемьдесят
700,neunzig::NUM,ninety,девяносто
701,hundert::NUM,a hundred,сто
702,tausend::NUM,a thousand,тысяча
703,und::CNJ,and,и
704,oder::CNJ,or,или
705,oder::CNJ,or,либо
706,stehen::V,stand,стоять
707,sitzen::V,sit,сидеть
708,liegen::V,lie,лежать
709,hängen::V,hang,висеть
710,werden::V,become,стать
711,passieren::V,happen,случиться
712,beginnen::V,begin,начаться
713,enden::V,end,кончиться
714,wechseln::V,change,меняться
715,aufgehen[Sonne]::V,rise,взойти
716,untergehen[Sonne]::V,set,зайти
717,scheinen[Sonne]::V,shine,светить
718,donnern::V,thunder,греметь
719,wehen::V,blow,дуть
720,strömen::V,stream,литься
721,fließen::V,flow,течь
722,sich drehen::V,revolve,вращаться
723,schwanken::V,sway,колебаться
724,schwingen::V,swing,качаться
725,fallen::V,fall,падать
726,brennen::V,burn,гореть
727,rauchen::V,smoke,дымить
728,regnen::V,rain,дождить
729,gefrieren::V,freeze,замерзнуть
730,tauen::V,thaw,таять
731,schmelzen::V,melt,плавиться
732,trocknen::V,dry,сохнуть
733,sieden::V,boil,кипеть
734,faulen::V,rot,гнить
735,verfaulen::V,decay,сгнить
736,reißen::V,snap,рваться
737,versinken::V,sink,тонуть
738,vergehen::V,pass,проходить
739,erscheinen::V,appear,появиться
740,verschwinden::V,disappear,исчезнуть
741,sinken::V,drop,спадать
742,abnehmen::V,decrease,уменьшиться
743,zunehmen::V,increase,увеличиваться
744,steigen::V,rise,подниматься
745,wachsen::V,grow,расти
746,glänzen::V,shine,блестеть
747,funkeln::V,sparkle,сверкать
748,lärmen::V,be noisy,шуметь
749,läuten::V,chime,звонить
750,klingeln::V,ring,звонить
751,klirren::V,tinkle,звякать
752,brausen::V,roar,бушевать
753,rauschen::V,rustle,шелестеть
754,klingen::V,sound,звучать
755,bellen::V,bark,лаять
756,heulen::V,howl,выть
757,blasen::V,blow,дунуть
758,pfeifen::V,whistle,свистеть
759,schreien::V,shout,кричать
760,stöhnen::V,groan,стонать
761,zittern::V,tremble,дрожать
762,leben::V,be alive,жить
763,geboren werden::V,be born,родиться
764,atmen::V,breathe,дышать
765,trinken::V,drink,пить
766,essen::V,eat,есть
767,essen::V,eat,кушать
768,schlucken::V,swallow,глотать
769,müde werden::V,get tired,устать
770,einschlafen::V,fall asleep,заснуть
771,schlafen::V,sleep,спать
772,aufwachen::V,wake up,проснуться
773,aufstehen::V,get up,встать
774,sich erholen::V,relax,отдыхать
775,krank werden::V,fall ill,заболеть
776,krank sein::V,be ill,болеть
777,schmerzen::V,ache,болеть
778,husten::V,cough,кашлять
779,genesen::V,recover,поправиться
780,sterben::V,die,умереть
781,umkommen::V,perish,погибнуть
782,sich bewegen::V,move,двигаться
783,sich rühren::V,budge,шевельнуться
784,sich erheben::V,stand up,встать
785,sich setzen::V,sit down,сесть
786,hinfallen::V,tumble,упасть
787,laufen::V,walk,ходить
788,schreiten::V,pace,шагать
789,spazierengehen::V,go for a walk,гулять
790,eilen::V,rush,спешить
791,sich beeilen::V,hurry,торопиться
792,sausen::V,dash,мчаться
793,rennen::V,run,бегать
794,springen::V,jump,прыгать
795,klettern::V,climb,лазать
796,schaukeln::V,seesaw,раскачиваться
797,kriechen::V,creep,ползать
798,schwimmen::V,swim,плавать
799,tauchen::V,dive,нырять
800,rudern::V,row,грести
801,fahren::V,drive,ехать
802,fliegen::V,fly,летать
803,gehen::V,go,идти
804,weggehen::V,go away,уйти
805,abfahren::V,depart,отправиться
806,anhalten::V,stop,остановиться
807,hineingehen::V,go in,входить
808,eintreten::V,enter,войти
809,kommen::V,come,прийти
810,ankommen::V,arrive,прибыть
811,zurückkommen::V,come back,возвратиться
812,bleiben::V,stay,остаться
813,warten::V,wait,ждать
814,erwarten::V,wait for,ожидать
815,suchen::V,seek,искать
816,suchen::V,look for,искать
817,finden::V,find,найти
818,versuchen::V,try,пытаться
819,vorbereiten::V,prepare,подготовить
820,lieben::V,love,любить
821,mögen::V,like,любить
822,lachen::V,laugh,смеяться
823,rühren::V,move,растрогать
824,weinen::V,weep,плакать
825,schimpfen::V,grumble,ругаться
826,sich ärgern::V,be annoyed,сердиться
827,sich fürchten::V,be afraid,бояться
828,fürchten::V,be afraid of,бояться
829,fliehen::V,flee,убегать
830,flüchten::V,escape,убежать
831,sehen::V,see,видеть
832,anschauen::V,look at,посмотреть
833,ansehen::V,watch,смотреть
834,hören::V,hear,слышать
835,zuhören::V,listen,слушать
836,probieren::V,taste,пробовать
837,riechen::V,smell,нюхать
838,fühlen::V,feel,чувствовать
839,scheinen::V,seem,казаться
840,zu sehen sein::V,show,виднеться
841,vernehmen::V,hear,услышать
842,frieren::V,be cold,мерзнуть
843,tun::V,do,делать
844,können::V,can,мочь
845,können::V,can,уметь
846,wollen::V,want,хотеть
847,anfangen::V,start,начать
848,beenden::V,finish,закончить
849,aufhören::V,stop,перестать
850,gelingen::V,succeed,удаться
851,geraten::V,turn out,оказаться
852,öffnen::V,open,открыть
853,schließen::V,close,закрыть
854,stellen::V,put,поставить
855,setzen::V,place,посадить
856,legen::V,lay,класть
857,berühren::V,touch,трогать
858,verbinden::V,connect,связать
859,bedecken::V,cover,покрыть
860,aufhängen::V,hang up,повесить
861,anzünden::V,light,зажечь
862,aufheben::V,pick up,поднять
863,zurücklassen::V,leave,оставить
864,verlieren::V,lose,потерять
865,fallen lassen::V,drop,уронить
866,machen::V,make,сделать
867,herstellen::V,produce,изготовить
868,bauen::V,build,строить
869,reparieren::V,mend,чинить
870,verbessern::V,improve,улучшить
871,ändern::V,alter,изменить
872,graben::V,dig,копать
873,beugen::V,bow,согнуть
874,biegen::V,bend,погнуть
875,drehen::V,spin,вертеть
876,wenden::V,turn,повернуть
877,umdrehen::V,turn around,перевернуть
878,heben::V,raise,поднимать
879,hochheben::V,lift,поднять
880,ergreifen::V,seize,схватить
881,halten::V,hold,держать
882,drücken::V,press,нажимать
883,schieben::V,push,толкать
884,kratzen::V,scrape,скрести
885,lecken::V,lick,лизать
886,beißen::V,bite,кусать
887,abreißen::V,tear off,оторвать
888,abschneiden::V,cut off,отрезать
889,binden::V,tie,вязать
890,stecken::V,stick,воткнуть
