,Concept_ID,te,ar
681,hier::ADV,ఇక్కడ,هنا
682,hierhin::ADV,ఇక్కడకు,إلى هنا
683,von hier::ADV,ఇక్కడనుండి,من هنا
684,dort::ADV,అక్కడ,هناك
685,dorthin::ADV,అక్కడికి,إلى هناك
686,geradeaus::ADV,సూటిగా,إلى الأمام
687,vorwärts::ADV,ముందుకు,إلى الأمام
688,rückwärts::ADV,వెనుకకు,إلى الوراء
689,zurück::ADV,వెనుకభాగము,عودا
690,zurück::ADV,వెనుకభాగము,إلى الخلف
691,unten::ADV,క్రింద,تحت
692,unten::ADV,క్రింద,في الأسفل
693,hinab::ADV,కిందికి,إلى تحت
694,oben::ADV,మీద,فوق
695,oben::ADV,మీద,في الأعلى
696,hinauf::ADV,పైకి,إلى فوق
697,hinauf::ADV,పైకి,إلى الأعلى
698,überall::ADV,అంతటా,في كل مكان
699,nicht::ADV,కాదు,لا
700,nicht::ADV,కాదు,لم
701,ein wenig::ADV,కొంచెము,قليلا
702,kaum::ADV,చాలిచాలక,كاد لا
703,sehr::ADV,చాల,جدا
704,sehr::ADV,చాల,كثيرا
705,so::ADV,ఆలాగున,كذا
706,so::ADV,ఆలాగున,كذلك
707,noch::ADV,ఇప్పటికిని,ما زال
708,nur::ADV,మాత్రము,فقط
709,schon::ADV,ఇదివఱకే,قد
710,wieder::ADV,తిరిగి,من جديد
711,wieder::ADV,తిరిగి,مرة أخرى
712,vergebens::ADV,నిష్ఫలముగా,عبثا
713,vor::PRP,ముందు,أمام
714,hinter::PRP,వెనుక,خلف
715,hinter::PRP,వెనుక,وراء
716,unter::PRP,క్రింద,تحت
717,durch::PRP,ద్వారా,عبر
718,durch::PRP,ద్వారా,خلال
719,neben::PRP,దగ్గెర,جنب
720,neben::PRP,దగ్గెర,بجانب
721,zwischen::PRP,మధ్య,بين
722,wegen::PRP,కారణంగా,بسبب
723,dies::PRN,ఇది,هذا
724,das::PRN,అది,ذلك
725,alles::PRN,సకలము,الكل
726,ich::PRN,నేను,أنا
727,du::PRN,నీవు,أنت
728,er::PRN,అతడు,هو
729,wir::PRN,మనము,نحن
730,ihr::PRN,మీరు,أنتم
731,ihr::PRN,మీరు,أنتن
732,sie::PRN,వారు,هم
733,sie::PRN,వారు,هن
734,was::FPRN,ఏమి,ما
735,wer::FPRN,ఎవడు,من
736,wo::FADV,ఎక్కడ,أين
737,wohin::FADV,ఎందుకు,إلى أين
738,wie::FADV,ఎట్టు,كيف
739,warum::FADV,ఏల,لماذا
740,wieviel::FNUM,ఎంత,كم
741,eins::NUM,ఒకటి,واحد
742,zwei::NUM,రెండు,اثنين
743,drei::NUM,మూడు,ثلاثة
744,vier::NUM,నాలుగు,أربعة
745,fünf::NUM,అయిదు,خمسة
746,sechs::NUM,ఆఱు,ستة
747,sieben::NUM,ఏరు,سبعة
748,acht::NUM,ఎనిమదు,ثمانية
749,neun::NUM,తొమ్మిది,تسعة
750,zehn::NUM,పది,عشرة
751,elf::NUM,పదునొకొండు,أحد عشر
752,zwölf::NUM,పండ్రండు,اثنا عشر
753,zwanzig::NUM,ఇరుపది,عشرون
754,dreißig::NUM,ముప్పది,ثلاثون
755,vierzig::NUM,నలువది,أربعون
756,fünfzig::NUM,ఏబది,خمسون
757,sechzig::NUM,అరుపది,ستون
758,siebzig::NUM,డెబ్బది,سبعون
759,achtzig::NUM,ఎనుబది,ثمانون
760,neunzig::NUM,తొంబది,تسعون
761,hundert::NUM,నూఱు,مئة
762,tausend::NUM,వేయి,ألف
763,und::CNJ,మఱియు,و
764,oder::CNJ,లేక,أو
765,stehen::V,నిలుచు,وقف
766,sitzen::V,కూర్చుండు,جلس
767,liegen::V,పండుకొనుట,رقد
768,hängen::V,వ్రేలాడదీయు,تعلق
769,werden::V,అగు,صار
770,werden::V,అగు,أصبح
771,passieren::V,సంభవించు,حدث
772,beginnen::V,ఆరంభించు,ابتدأ
773,enden::V,తీరుట,انتهى
774,wechseln::V,మార్చు,تغير
775,aufgehen[Sonne]::V,ఉదయించు,شرق
776,untergehen[Sonne]::V,అస్తమించు,غرب
777,scheinen[Sonne]::V,ప్రకాశించు,أضاء
778,donnern::V,ఉరుముట,رعد
779,wehen::V,దురద్పప్టము,هب
780,strömen::V,పారుట,جرى
781,fließen::V,ప్రవహించు,سال
782,sich drehen::V,తిరుగు,دار
783,schwanken::V,ఆడించుట,ترنح
784,schwingen::V,ఊగుట,ترجح
785,fallen::V,పడు,سقط
786,brennen::V,కాలుట,احترق
787,rauchen::V,పొగసుట,دخن
788,regnen::V,కురిపించుట,أمطر
789,gefrieren::V,గడ్డకట్టు,تجمد
790,tauen::V,కరగు,ذاب
791,schmelzen::V,కరగు,ذاب
792,trocknen::V,యెండుట,نشف
793,sieden::V,ఉడుకు,غلى
794,faulen::V,క్రుళ్లు,فسد
795,verfaulen::V,క్షిణించు,تعفن
796,reißen::V,చించు,انقطع
797,versinken::V,మునుగు,غرق
798,vergehen::V,సంభవించు,مضى
799,erscheinen::V,కనబడు,لاح
800,erscheinen::V,కనబడు,ظهر
801,verschwinden::V,అదృశ్యమగు,غاب
802,sinken::V,ముణుగుట,هبط
803,abnehmen::V,తగ్గు,نقص
804,zunehmen::V,పెరుగుట,ازداد
805,steigen::V,లేచు,صعد
806,steigen::V,లేచు,ارتفع
807,wachsen::V,పెరుగు,نما
808,wachsen::V,పెరుగు,نبت
809,glänzen::V,ప్రకాశించు,لمع
810,funkeln::V,ప్రకాశించు,تلألأ
811,lärmen::V,అరుచుట,ضج
812,lärmen::V,అరుచుట,صخب
813,läuten::V,మేళవించుట,قرع
814,klingeln::V,వాయించుట,دق
815,klirren::V,ఘంటానాదము,قعقع
816,brausen::V,గర్జించు,عج
817,rauschen::V,చటచటమనుట,حف
818,klingen::V,ధ్వనించుట,رن
819,bellen::V,అఱచు,نبح
820,heulen::V,కూయు,عوى
821,blasen::V,దురద్పప్టము,نفخ
822,pfeifen::V,ఈలవేయు,صفر
823,schreien::V,అఱచు,صرخ
824,stöhnen::V,మూలుగు,أن
825,zittern::V,వణకు,ارتعش
826,leben::V,జీవించుట,عاش
827,geboren werden::V,పుట్టుట,ولد
828,atmen::V,ఉపిరి తీయు,تنفس
829,trinken::V,త్రాగు,شرب
830,essen::V,తిను,أكل
831,schlucken::V,మ్రింగు,جرع
832,müde werden::V,అలయు,تعب
833,einschlafen::V,నిద్రించు,نام
834,schlafen::V,నిద్రురించు,نام
835,aufwachen::V,మేలుకొను,استيقظ
836,aufstehen::V,లేచు,قام
837,sich erholen::V,నడ్డి వాల్చు,استجم
838,krank werden::V,జబ్బుపడు,مرض
839,krank sein::V,జబ్బు చేయు,مرض
840,schmerzen::V,నొచ్చుట,آلم
841,husten::V,దగ్గుట,كح
842,husten::V,దగ్గుట,سعل
843,genesen::V,కుదురుట,نقه
844,sterben::V,మరణించు,مات
845,umkommen::V,నశించు,هلك
846,sich bewegen::V,కదలు,تحرك
847,sich rühren::V,కదలు,تحرك
848,sich erheben::V,లేచు,قام
849,sich setzen::V,కూర్చుణ్డు,جلس
850,hinfallen::V,దొర్లు,وقع
851,laufen::V,నడచు,مشى
852,schreiten::V,అడుగుపెట్టుట,خطا
853,spazierengehen::V,పచారు చేయు,تنزه
854,eilen::V,తొందరపడు,عجل
855,sich beeilen::V,త్వరపెట్టు,استعجل
856,sausen::V,విసరికొట్టు,أسرع
857,rennen::V,పరుగెత్తు,عدا
858,rennen::V,పరుగెత్తు,ركض
859,springen::V,దుముకు,قفز
860,klettern::V,ఎక్కు,تسلق
861,schaukeln::V,ఉయ్యాల ఊగు ,تأرجح
862,kriechen::V,ప్రాకు,دب
863,kriechen::V,ప్రాకు,زحف
864,schwimmen::V,ఈదు,سبح
865,tauchen::V,మునుగు,غطس
866,rudern::V,తెడ్లతోఁగడపు,جذف
867,fahren::V,నడపు,ركب
868,fahren::V,నడపు,سافر
869,fliegen::V,ఎగురు,طار
870,gehen::V,పోవు,سار
871,gehen::V,పోవు,ذهب
872,weggehen::V,బయలుదేరు,ذهب
873,weggehen::V,బయలుదేరు,انصرف
874,abfahren::V,విడిచిపోవు,رحل
875,anhalten::V,నిలుపు,توقف
876,hineingehen::V,ప్రవేశించు,دخل
877,eintreten::V,ప్రవేశించు,دخل
878,kommen::V,వచ్చు,أتى
879,kommen::V,వచ్చు,جاء
880,ankommen::V,వచ్చి చేరు,وصل
881,zurückkommen::V,తిరిగీవచ్చుట,عاد
882,zurückkommen::V,తిరిగీవచ్చుట,رجع
883,bleiben::V,ఉండు,مكث
884,warten::V,కనిపెట్టు,انتظر
885,erwarten::V,నిరిక్షించు,ترقب
886,erwarten::V,నిరిక్షించు,انتظر
887,suchen::V,వెదకు,بحث
888,finden::V,కనుగొను,وجد
889,versuchen::V,ప్రయత్నించు,حاول
890,vorbereiten::V,తయారుచేయు,أعد
891,vorbereiten::V,తయారుచేయు,حضر
892,lieben::V,ప్రేమించు,أحب
893,mögen::V,ఇష్టపడు,أحب
894,lachen::V,నవ్వు,ضحك
895,rühren::V,గుండె తాకు,أثر
896,weinen::V,వీడ్చు,بكى
897,schimpfen::V,గొణుగు,سب
898,schimpfen::V,గొణుగు,شتم
899,sich ärgern::V,అలుగు,زعل
900,sich fürchten::V,భయపడు,هاب
901,fürchten::V,భయపడు,خاف
902,fürchten::V,భయపడు,خشي
903,fliehen::V,పాఱిపోపు,هرب
904,flüchten::V,తప్పించుకొను,فر
905,sehen::V,చూచు,رأى
906,anschauen::V,చూచు,نظر
907,ansehen::V,కాచియుండు,نظر
908,hören::V,విను,سمع
909,zuhören::V,విను,أصغى
910,probieren::V,చవిచూచుట,ذاق
911,riechen::V,వాసనచూచు,شم
912,riechen::V,వాసనచూచు,استنشق
913,fühlen::V,స్పర్శించుట,شعر
914,scheinen::V,కనబడు,ظهر
915,zu sehen sein::V,చూవు,ظهر
916,vernehmen::V,విను,سمع
917,frieren::V,చలికి వడకు,بردان
918,tun::V,చేయు,فعل
919,können::V,గల,قدر
920,können::V,గల,استطاع
921,wollen::V,కోరు,شاء
922,wollen::V,కోరు,أراد
923,anfangen::V,ఆరంభించు,بدأ
924,beenden::V,ముగించు,أنهى
925,aufhören::V,నిలుపు,توقف
926,aufhören::V,నిలుపు,انقطع
927,gelingen::V,గెలుపాందు,نجح
928,geraten::V,వెలువడు,طلع
929,öffnen::V,తెఱచు,فتح
930,schließen::V,మూయు,أغلق
931,stellen::V,ఉంచు,وضع
932,stellen::V,ఉంచు,أقام
933,setzen::V,ఉంచు,أجلس
934,legen::V,పెట్టు,وضع
935,berühren::V,తాకు,مس
936,berühren::V,తాకు,لمس
937,verbinden::V,చేర్చుట,ربط
938,verbinden::V,చేర్చుట,وصل
939,bedecken::V,మూయు,غطى
940,aufhängen::V,వ్రేలాడదీయు,علق
941,anzünden::V,వెలిగించు,أوقد
942,aufheben::V,సేకరించు,لقط
943,zurücklassen::V,విడుచు,ترك
944,verlieren::V,పోగొట్టుకొను,فقد
945,fallen lassen::V,జాఱవిడుచు,أسقط
946,machen::V,చేయు,فعل
947,herstellen::V,ఉత్పత్తిచేయు,صنع
948,herstellen::V,ఉత్పత్తిచేయు,أنتج
949,bauen::V,నిర్మించు,بنى
950,bauen::V,నిర్మించు,شيد
951,reparieren::V,సరిచేయు,صلح
952,verbessern::V,వృద్ధి చేయు,صحح
953,ändern::V,మార్చు,غير
954,graben::V,త్రవ్వు,حفر
955,beugen::V,వంచు,ثنى
956,beugen::V,వంచు,أحنى
957,biegen::V,వంచు,لوى
958,drehen::V,నూలువడుకు,أدار
959,drehen::V,నూలువడుకు,دور
960,wenden::V,త్రిప్పు,قلب
961,umdrehen::V,త్రిప్పు,قلب
962,heben::V,ఎత్తు,رفع
963,hochheben::V,ఎత్తు,رفع
964,ergreifen::V,వశపఱచుకొను,مسك
965,halten::V,ఉంచు,مسك
966,drücken::V,అణచు,ضغط
967,schieben::V,నొక్కు,حرك
968,kratzen::V,గోకు,خدش
969,lecken::V,నాకు,لعق
970,beißen::V,కఱచు,عض
971,abreißen::V,తెగతెంచు,قلع
972,abschneiden::V,తెగకొట్టు,قطع
973,binden::V,కట్టు,ربط
974,stecken::V,తగులుకొనివుండుట,دس
975,brechen::V,పగులగొట్టు,كسر
976,klopfen::V,కొట్టు,طرق
977,hauen::V,కొట్టు,ضرب
978,kleben::V,అంటుకొను,ألصق
979,reiben::V,రాచు,حك
980,streichen::V,వ్యాపింపజేయు,نشر
981,schleifen::V,రాచు,سن
982,schneiden::V,కోయు,قطع
983,rütteln::V,కుదిలించుట,رج
984,schütteln::V,కదల్చు,هز
985,schwenken::V,ఊచుట,لوح
986,schütten::V,పోయు,صب
987,füllen::V,నింపు,ملأ
988,einwickeln::V,చుట్టు,لف
989,tragen::V,మోయు,حمل
990,schleppen::V,ఈడ్చు,سحب
991,ziehen::V,ఈడ్చు,سحب
992,aufbewahren::V,కాపాడు,حفظ
993,werfen::V,విసరు,رمى
994,werfen::V,విసరు,ألقى
995,fangen::V,పట్టుకొను,التقط
996,packen::V,పట్టుకొను,مسك
997,verstecken::V,దాచు,خبأ
998,teilen::V,భాగించు,قسم
999,schicken::V,పంపు,بعث
1000,schicken::V,పంపు,أرسل
1001,bringen::V,తెచ్చు,جلب
1002,hinzufügen::V,చేర్చు,أضاف
1003,bekommen::V,సంపాదించు,حصل
1004,erhalten::V,పుచ్చుకొను,استلم
1005,nehmen::V,తీసికొను,أخذ
1006,wählen::V,ఇష్టపడు,اختار
1007,auswählen::V,ఏరుకొను,انتقى
1008,bewahren::V,భద్రపఱుచు,حافظ
1009,behindern::V,అడ్డగించుట,عاق
1010,verderben::V,చెఱచు,أفسد
1011,beschädigen::V,చెరుపుట,أضر
1012,zerbrechen::V,పగులగొట్టు,كسر
1013,zerreißen::V,చించు,مزق
1014,zerstören::V,వాశనము చేయు,دمر
1015,verbrennen::V,కాల్చు,حرق
1016,geben::V,ఇచ్చు,أعطى
1017,reichen::V,అందుకొనుట,ناول
1018,schenken::V,అర్పించు,وهب
1019,versprechen::V,వాగ్దత్తము చేయు,وعد
1020,wünschen::V,కోరు,تمنى
1021,loben::V,స్తుతించు,مدح
1022,küssen::V,ముద్దుపెట్టుకొను,قبل
1023,wiegen::V,ఊచుట,هدهد
1024,zudecken::V,మూయు,غطى
1025,wecken::V,నిద్రపలేపుట,أيقظ
1026,zeigen::V,చూవు,أرى
1027,führen::V,దారిచూపు,دل
1028,lehren::V,బోధించు,علم
1029,unterrichten::V,నేర్పు,علم
1030,aufziehen::V,పెంచు,ربى
1031,leiten::V,తీసుకపోవుట,دل
1032,leiten::V,తీసుకపోవుట,أدار
1033,antreiben::V,ప్రేరేపించు,حث
1034,lassen::V,అనుమతించు,حدا
1035,einladen::V,ఆహ్వానించు,دعا
1036,vereinigen::V,కూడుట,وحد
1037,besuchen::V,పోయి చూచు,زار
1038,treffen::V,కలియు,قابل
1039,sich versammeln::V,కూర్చు,اجتمع
1040,spielen::V,ఆట లాడు,لعب
1041,singen::V,పాడు,غنى
1042,tanzen::V,నృత్యముచేయు,رقص
1043,sich trennen::V,ఎడబాయుట,افترق
1044,verlassen::V,విడుచు,ترك
1045,retten::V,తప్పించుట,نجى
1046,retten::V,తప్పించుట,أنقذ
1047,bewachen::V,కాపాడు,حرس
1048,schützen::V,రక్షించు,حمى
1049,verteidigen::V,రక్షించు,دافع
1050,sich schlagen::V,జగడమాడు,تضارب
1051,schießen::V,కాల్చు,أطلق
1052,siegen::V,గెలుచు,انتصر
1053,ärgern::V,పీడించుట,أزعل
1054,schlagen::V,కొట్టు,ضرب
1055,treten::V,తన్ను,رفس
1056,stechen::V,కుట్టు,شك
1057,stoßen::V,గెంటు,دفع
1058,stehlen::V,దొంగిలించు,سرق
1059,stören::V,కలతపఱచు,ضايق
1060,belästigen::V,పీడించు,أزعج
1061,verbergen::V,దాచు,كتم
1062,täuschen::V,మోసము చేయు,خدع
1063,betrügen::V,మోసపుచ్చు,غش
1064,töten::V,చంపు,قتل
1065,wohnen::V,నివసించు,سكن
1066,arbeiten::V,పనిచేయు,عمل
1067,arbeiten::V,పనిచేయు,اشتغل
1068,sammeln::V,ప్రోగుచేయు,جمع
1069,pflücken::V,యేరుట,جنى
1070,pflücken::V,యేరుట,قطف
1071,jagen::V,వేటాడు,صاد
1072,fischen::V,వెదకు,اصطاد
1073,fassen::V,పట్టుకొమ,قبض
1074,hüten::V,మందచేరుట,رعى
1075,treiben::V,నడపు,ساق
1076,anbinden::V,కట్టు,ربط
1077,füttern::V,భోజనము పెట్టు,علف
1078,melken::V,పాలు పితుకు,حلب
1079,hacken::V,నఱకు,فرم
1080,gießen::V,నీళ్ళుకట్టుట,سقى
1081,reifen::V,పండుట,نضج
1082,zubereiten::V,వండు,حضر
1083,kochen::V,వండు,طبخ
1084,backen::V,రొట్టెకాల్చు,خبز
1085,braten::V,వేపు,قلى
1086,braten::V,వేపు,حمر
1087,umrühren::V,కదులుట,قلب
1088,stricken::V,అల్లు,حاك
1089,nähen::V,కుట్టు,خاط
1090,färben::V,రంగు వేయు,صبغ
1091,färben::V,రంగు వేయు,لون
1092,reinigen::V,శుభ్రము చేయు,نظف
1093,waschen::V,కడుగు,غسل
1094,abwischen::V,తుడుచు,مسح
1095,spülen::V,నీటిలో జడించు,شطف
1096,fegen::V,ఊడ్చు,كنس
1097,kehren::V,ఊడ్చు,كنس
1098,baden::V,స్నానము చేయు,استحم
1099,sich waschen::V,కడుగు,اغتسل
1100,ausziehen::V,విప్పు,خلع
1101,anziehen::V,ధరించు,لبس
1102,sich anziehen::V,బట్టలు వేసుకొను,اكتسى
1103,sich anziehen::V,తొడుగుకొను,اكتسى
1104,kämmen::V,దువ్వుట,مشط
1105,schmücken::V,అలంకరించు,زين
1106,sagen::V,చెప్పు,قال
1107,sprechen::V,చెప్పు,تكلم
1108,reden::V,మాటలాడు,تكلم
1109,sich unterhalten::V,ముచ్చటలాడు,تحادث
1110,fragen::V,ప్రశ్నించు,سأل
1111,bitten::V,కోరు,رجا
1112,erzählen::V,చెప్పు,حكي
1113,mitteilen::V,తెలియజేయు,بلغ
1114,nennen::V,పేరు వెట్టు,سمى
1115,rufen::V,పిలుచు,نادى
1116,prahlen::V,జల్లి,فشر
1117,prahlen::V,జల్లి,تفاخر
1118,übersetzen::V,తర్జుమాచేయు,ترجم
1119,denken::V,ఆలోచించు,فكر
1120,glauben::V,నమ్ము,اعتقد
1121,bemerken::V,గుర్తించు,لاحظ
1122,erkennen::V,గుర్తించు,عرف
1123,begreifen::V,గ్రహించు,فهم
1124,begreifen::V,గ్రహించు,أدرك
1125,verstehen::V,గ్రహించు,فهم
1126,lernen::V,నేర్చు కొను,درس
1127,wissen::V,తెలిసికొను,علم
1128,sich erinnern an::V,జ్ఞాపకముంచుకొను,تذكر
1129,vergessen::V,మఱచిపోవు,نسي
1130,messen::V,కొలుచుట,قاس
1131,zählen::V,లెక్కపెట్టు,عد
1132,zählen::V,లెక్కపెట్టు,أحصى
1133,rechnen::V,లెక్కపెట్టు,حسب
1134,lesen::V,చదువు,قرأ
1135,malen::V,పూనుట,صور
1136,zeichnen::V,వ్రాసుట,رسم
1137,schreiben::V,వ్రాయు,كتب
1138,besitzen::V,కలిగియుండు,حاز
1139,besitzen::V,కలిగియుండు,ملك
1140,kaufen::V,కొను,اشترى
1141,verkaufen::V,అమ్ము,باع
1142,bezahlen::V,చెల్లించు,دفع
1143,zahlen::V,చెల్లించు,سدد
1144,beherrschen::V,ఏలు,حكم
1145,ertragen::V,భరించు,أطاق
1146,ertragen::V,భరించు,تحمل
