,Concept_ID,ca,sv
871,strömen::V,afluir,strömma
872,fließen::V,fluir,flyta
873,sich drehen::V,girar,snurra
874,schwanken::V,vacil·lar,vackla
875,schwingen::V,oscil·lar,svinga
876,fallen::V,caure,falla
877,fallen::V,tombar,falla
878,brennen::V,cremar,brinna
879,rauchen::V,fumejar,ryka
880,regnen::V,ploure,regna
881,gefrieren::V,gelar-se,frysa
882,tauen::V,fondre's,töa
883,schmelzen::V,fondre's,smälta
884,trocknen::V,assecar-se,torka
885,sieden::V,bullir,koka
886,sieden::V,bullir,sjuda
887,faulen::V,podrir-se,ruttna
888,verfaulen::V,podrir-se,ruttna
889,reißen::V,trencar-se,brista
890,versinken::V,enfonsar-se,sjunka
891,vergehen::V,passar,förgå
892,erscheinen::V,aparèixer,synas
893,erscheinen::V,aparèixer,visa sig
894,verschwinden::V,desaparèixer,försvinna
895,sinken::V,baixar,sjunka
896,sinken::V,descendir,sjunka
897,abnehmen::V,decréixer,avta
898,abnehmen::V,decréixer,minskas
899,zunehmen::V,augmentar,tilltaga
900,steigen::V,pujar,stiga
901,wachsen::V,créixer,växa
902,glänzen::V,brillar,glimma
903,glänzen::V,resplendir,glimma
904,funkeln::V,espurnejar,tindra
905,funkeln::V,espurnejar,gnistra
906,lärmen::V,fer soroll,bråka
907,lärmen::V,fer soroll,väsnas
908,läuten::V,sonar,ringa
909,klingeln::V,trucar,ringa
910,klirren::V,dringar,klirra
911,brausen::V,rugir,brusa
912,rauschen::V,murmurar,susa
913,klingen::V,sonar,låta
914,klingen::V,sonar,klinga
915,bellen::V,lladrar,skälla
916,heulen::V,udolar,yla
917,heulen::V,udolar,tjuta
918,blasen::V,bufar,blåsa
919,pfeifen::V,xiular,vissla
920,schreien::V,cridar,skrika
921,stöhnen::V,gemegar,stöna
922,zittern::V,tremolar,darra
923,zittern::V,tremolar,skälva
924,leben::V,vīure,leva
925,geboren werden::V,néixer,födas
926,atmen::V,respirar,andas
927,trinken::V,beure,dricka
928,essen::V,menjar,äta
929,schlucken::V,empassar-se,svälja
930,müde werden::V,cansar-se,tröttna
931,einschlafen::V,adormir-se,somna
932,schlafen::V,dormir,sova
933,aufwachen::V,despertar-se,vakna
934,aufstehen::V,llevar-se,stiga upp
935,sich erholen::V,descansar,repa sig
936,sich erholen::V,descansar,hämta sig
937,krank werden::V,posar-se malalt,insjukna
938,krank sein::V,estar malalt,vara sjuk
939,schmerzen::V,doldre,smärta
940,schmerzen::V,doldre,göra ont
941,husten::V,tossir,hosta
942,genesen::V,recuperar-se,tillfriskna
943,sterben::V,morir,dö
944,umkommen::V,perir,omkomma
945,sich bewegen::V,moure's,röra sig
946,sich rühren::V,moure's,röra på sig
947,sich erheben::V,aixecar-se,resa sig
948,sich setzen::V,asseure's,sätta sig
949,hinfallen::V,caure's,falla omkull
950,laufen::V,caminar,löpa
951,schreiten::V,procedir,skrida
952,spazierengehen::V,passejar,promenera
953,eilen::V,anar corrent,ila
954,sich beeilen::V,afanyar-se,skynda sig
955,sausen::V,córrer,susa
956,rennen::V,córrer,löpa
957,rennen::V,córrer,springa
958,springen::V,saltar,hoppa
959,klettern::V,escalar,klättra
960,schaukeln::V,gronxar-se,gunga
961,schaukeln::V,balancejar-se,gunga
962,kriechen::V,reptar,kräla
963,kriechen::V,arrossegar-se,kräla
964,schwimmen::V,nadar,simma
965,tauchen::V,bussejar,dyka
966,tauchen::V,submergir-se,dyka
967,rudern::V,remar,ro
968,fahren::V,anar,köra
969,fliegen::V,volar,flyga
970,gehen::V,caminar,gå
971,weggehen::V,anar-se'n,gå bort
972,abfahren::V,partir,resa
973,abfahren::V,partir,avresa
974,anhalten::V,aturar-se,stanna
975,hineingehen::V,entrar,gå in
976,eintreten::V,entrar,träda in
977,kommen::V,venir,komma
978,ankommen::V,arribar,ankomma
979,zurückkommen::V,tornar,återkomma
980,bleiben::V,quedar-se,bli
981,bleiben::V,quedar-se,förbli
982,warten::V,esperar,vänta
983,erwarten::V,esperar,vänta
984,suchen::V,buscar,leta
985,finden::V,trobar,finna
986,versuchen::V,intentar,försöka
987,vorbereiten::V,preparar,förbereda
988,lieben::V,estimar,älska
989,mögen::V,agradar a,tycka om
990,lachen::V,riure,skratta
991,rühren::V,commoure,röra
992,rühren::V,emocionar,röra
993,weinen::V,plorar,gråta
994,schimpfen::V,renyar,skälla
995,sich ärgern::V,enfadar-se,förargas
996,sich fürchten::V,tenir por,vara rädd
997,fürchten::V,témer,frukta
998,fliehen::V,fugir,fly
999,fliehen::V,fugir,rymma
1000,flüchten::V,refugiar-se,fly
1001,sehen::V,veure,se
1002,anschauen::V,mirar,se på
1003,anschauen::V,mirar,betrakta
1004,ansehen::V,mirar,åse
1005,hören::V,oir,höra
1006,zuhören::V,escoltar,höra på
1007,zuhören::V,escoltar,lyssna till
1008,probieren::V,provar,smaka
1009,probieren::V,provar,smaka på
1010,riechen::V,olorar,lukta
1011,fühlen::V,sentīr,känna
1012,scheinen::V,semblar,verka
1013,scheinen::V,semblar,tyckas
1014,zu sehen sein::V,poder-se veure,synas
1015,zu sehen sein::V,poder-se veure,kunna ses
1016,vernehmen::V,percebre,få veta
1017,vernehmen::V,percebre,förnimma
1018,frieren::V,tenir fred,frysa
1019,tun::V,fer,göra
1020,können::V,poder,kunna
1021,wollen::V,voler,vilja
1022,anfangen::V,iniciar,börja
1023,beenden::V,acabar,avsluta
1024,aufhören::V,deixar,sluta
1025,aufhören::V,deixar,upphöra
1026,gelingen::V,sortir bé,lyckas
1027,geraten::V,sortir,bli
1028,öffnen::V,obrir,öppna
1029,schließen::V,tancar,låsa
1030,schließen::V,tancar,stänga
1031,stellen::V,posar,ställa
1032,stellen::V,col·locar,ställa
1033,setzen::V,assentar,sätta
1034,legen::V,posar,lägga
1035,berühren::V,tocar,beröra
1036,verbinden::V,unir,förbinda
1037,verbinden::V,connectar,förbinda
1038,bedecken::V,tapar,täcka
1039,bedecken::V,tapar,betäcka
1040,bedecken::V,cobrir,täcka
1041,bedecken::V,cobrir,betäcka
1042,aufhängen::V,penjar,hänga
1043,aufhängen::V,penjar,hänga upp
1044,anzünden::V,encendre,tända
1045,anzünden::V,encendre,antända
1046,anzünden::V,encendre,tända på
1047,aufheben::V,aixecar,lyfta
1048,zurücklassen::V,deixar,lämna
1049,zurücklassen::V,deixar,efterlämna
1050,verlieren::V,pērdre,mista
1051,verlieren::V,pērdre,förlora
1052,fallen lassen::V,deixar caure,tappa
1053,fallen lassen::V,deixar caure,släppa
1054,machen::V,fer,göra
1055,herstellen::V,producir,tillverka
1056,herstellen::V,producir,framställa
1057,bauen::V,construir,bygga
1058,reparieren::V,reparar,reparera
1059,verbessern::V,millorar,rätta
1060,verbessern::V,millorar,förbättra
1061,ändern::V,canviar,ändra
1062,ändern::V,canviar,förändra
1063,graben::V,cavar,gräva
1064,beugen::V,doblegar,böja
1065,biegen::V,corbar,böja
1066,biegen::V,corbar,kröka
1067,biegen::V,arquejar,böja
1068,biegen::V,arquejar,kröka
1069,drehen::V,girar,vrida
1070,wenden::V,girar,vända
1071,umdrehen::V,voltar,vrida om
1072,heben::V,pujar,häva
1073,heben::V,aixecar,häva
1074,hochheben::V,aixecar,lyfta
1075,ergreifen::V,agafar,gripa
1076,halten::V,mantenir,hålla
1077,drücken::V,prémer,trycka
1078,drücken::V,estrènyer,trycka
1079,schieben::V,empènyer,skjuta
1080,kratzen::V,raspar,riva
1081,kratzen::V,raspar,skrapa
1082,lecken::V,llepar,slicka
1083,beißen::V,mossegar,bita
1084,abreißen::V,arrencar,slita_av
1085,abreißen::V,arrencar,riva_av
1086,abschneiden::V,tallar,skära av
1087,binden::V,lligar,binda
1088,stecken::V,ficar,sticka
1089,brechen::V,trencar,bryta
1090,brechen::V,trencar,brista
1091,klopfen::V,trucar,banka
1092,klopfen::V,trucar,klappa
1093,hauen::V,picar,hugga
1094,hauen::V,colpejar,hugga
1095,kleben::V,enganxar,klistra
1096,reiben::V,fregar,gnida
1097,streichen::V,untar,smörja
1098,schleifen::V,afilar,slipa
1099,schleifen::V,esmolar,slipa
1100,schneiden::V,tallar,skära
1101,schneiden::V,tallar,klippa
1102,rütteln::V,sacsejar,skaka
1103,schütteln::V,agitar,rista
1104,schütteln::V,sacsejar,rista
1105,schwenken::V,agitar,svänga
1106,schütten::V,abocar,hälla
1107,füllen::V,omplir,fylla
1108,einwickeln::V,embolicar,slå in
1109,einwickeln::V,embolicar,veckla in
1110,tragen::V,dur,bära
1111,tragen::V,portar,bära
1112,schleppen::V,arrossegar,släpa
1113,ziehen::V,tirar,dra
1114,ziehen::V,estirar,dra
1115,aufbewahren::V,conservar,förvara
1116,aufbewahren::V,conservar,ta vara på
1117,werfen::V,llançar,kasta
1118,fangen::V,agafar,fånga
1119,fangen::V,atrapar,fånga
1120,packen::V,engrapar,gripa
1121,packen::V,engrapar,gripa tag
1122,verstecken::V,amagar,gömma
1123,teilen::V,dividir,dela
1124,schicken::V,enviar,skicka
1125,bringen::V,portar,bringa
1126,hinzufügen::V,afegir,tillägga
1127,bekommen::V,obtenir,få
1128,bekommen::V,obtenir,erhålla
1129,erhalten::V,rebre,få
1130,erhalten::V,rebre,erhålla
1131,nehmen::V,prendre,ta
1132,nehmen::V,prendre,taga
1133,wählen::V,triar,välja
1134,wählen::V,elegir,välja
1135,auswählen::V,escollir,utvälja
1136,auswählen::V,seleccionar,utvälja
1137,bewahren::V,conservar,bevara
1138,behindern::V,impedir,hindra
1139,behindern::V,impedir,förhindra
1140,behindern::V,obstaculitzar,hindra
1141,behindern::V,obstaculitzar,förhindra
1142,verderben::V,espatllar,förstöra
1143,beschädigen::V,danyar,skada
1144,beschädigen::V,destrossar,skada
1145,zerbrechen::V,trencar,bryta isär
1146,zerbrechen::V,trencar,bryta sönder
1147,zerreißen::V,estripar,riva sönder
1148,zerreißen::V,estripar,slita sönder
1149,zerstören::V,destruir,förstöra
1150,verbrennen::V,cremar,bränna
1151,verbrennen::V,cremar,bränna upp
1152,geben::V,donar,ge
1153,reichen::V,passar,räcka
1154,schenken::V,regalar,skänka
1155,versprechen::V,prometre,lova
1156,wünschen::V,desitjar,önska
1157,loben::V,elogiar,lova
1158,loben::V,elogiar,beröma
1159,küssen::V,fer un petó a,pussa
1160,wiegen::V,bressolar,vagga
1161,zudecken::V,tapar,täcka
1162,zudecken::V,cobrir,täcka
1163,wecken::V,despertar,väcka
1164,zeigen::V,mostrar,visa
1165,zeigen::V,ensenyar,visa
1166,führen::V,guiar,föra
1167,führen::V,conduir,föra
1168,lehren::V,ensenyar,lära
1169,unterrichten::V,ensenyar,undervisa
1170,aufziehen::V,criar,uppfostra
1171,leiten::V,dirigir,leda
1172,antreiben::V,impel·lir,driva på
1173,lassen::V,fer,få att
1174,einladen::V,invitar,bjuda
1175,einladen::V,invitar,inbjuda
1176,einladen::V,convidar,bjuda
1177,einladen::V,convidar,inbjuda
1178,vereinigen::V,unir,förena
1179,besuchen::V,visitar,besöka
1180,besuchen::V,anar a veure,besöka
1181,treffen::V,trobar,möta
1182,treffen::V,trobar,träffa
1183,sich versammeln::V,reunir-se,församla sig
1184,spielen::V,jugar,leka
1185,spielen::V,jugar,spela
1186,singen::V,cantār,sjunga
1187,tanzen::V,ballar,dansa
1188,sich trennen::V,separar-se,skiljas
1189,verlassen::V,deixar,lämna
1190,verlassen::V,deixar,överge
1191,verlassen::V,abandonar,lämna
1192,verlassen::V,abandonar,överge
1193,retten::V,salvar,rädda
1194,bewachen::V,vigilar,bevaka
1195,schützen::V,protegir,skydda
1196,schützen::V,protegir,beskydda
1197,verteidigen::V,defensar,försvara
1198,sich schlagen::V,barallar-se,slåss
1199,schießen::V,tirar,skjuta
1200,schießen::V,disparar,skjuta
1201,siegen::V,vèncer,segra
1202,ärgern::V,enfadar,förarga
1203,schlagen::V,pegar,slå
1204,schlagen::V,colpejar,slå
1205,treten::V,donar un cop de peu a,sparka
1206,stechen::V,punxar,sticka
1207,stechen::V,apunyalar,sticka
1208,stoßen::V,empènyer,stöta
1209,stehlen::V,robar,stjäla
1210,stören::V,molestar,störa
1211,belästigen::V,importunar,genera
1212,belästigen::V,importunar,besvära
1213,verbergen::V,amagar,dölja
1214,verbergen::V,ocultar,dölja
1215,täuschen::V,enganyar,vilseleda
1216,betrügen::V,estafar,bedra
1217,töten::V,matar,döda
1218,wohnen::V,vīure,bo
1219,wohnen::V,habitar,bo
1220,arbeiten::V,treballar,arbeta
1221,sammeln::V,col·leccionar,samla
1222,pflücken::V,collir,plocka
1223,jagen::V,caçar,jaga
1224,fischen::V,pescar,fiska
1225,fassen::V,atrapar,fånga
1226,hüten::V,pasturar,vakta
1227,treiben::V,arriar,driva
1228,anbinden::V,lligar,binda fast
1229,füttern::V,donar menjar a,fodra
1230,melken::V,munyir,mjölka
1231,hacken::V,picar,hacka
1232,hacken::V,tallar,hacka
1233,gießen::V,regar,hälla
1234,gießen::V,regar,vattna
1235,reifen::V,madurar,mogna
1236,zubereiten::V,preparar,tillaga
1237,zubereiten::V,preparar,tillreda
1238,kochen::V,coure,koka
1239,backen::V,coure al forn,baka
1240,braten::V,rostir,steka
1241,umrühren::V,remenar,röra om
1242,stricken::V,tricotar,sticka
1243,stricken::V,fer punt de mitja,sticka
1244,nähen::V,cosir,sy
1245,färben::V,tenyir,färga
1246,reinigen::V,netejar,rensa
1247,reinigen::V,netejar,rengöra
1248,waschen::V,rentār,tvätta
1249,abwischen::V,eixugar,torka av
1250,spülen::V,esbandir,spola
1251,spülen::V,esbandir,skölja
1252,fegen::V,escombrar,feja
1253,kehren::V,escombrar,sopa
1254,baden::V,banyar-se,bada
1255,sich waschen::V,rentār-se,tvätta sig
1256,ausziehen::V,treure's,ta av
1257,anziehen::V,posar-se,ta på
1258,sich anziehen::V,vestir-se,klä på sig
1259,kämmen::V,pentinar,kamma
1260,schmücken::V,adornar,pynta
1261,schmücken::V,adornar,smycka
1262,sagen::V,dir,säga
1263,sprechen::V,parlar,tala
1264,reden::V,parlar,tala
1265,reden::V,parlar,prata
1266,sich unterhalten::V,conversar,prata
1267,fragen::V,preguntar,fråga
1268,fragen::V,preguntar,spörja
1269,bitten::V,demanar,be
1270,erzählen::V,contar,berätta
1271,erzählen::V,explicar,berätta
1272,mitteilen::V,comunicar,meddela
1273,nennen::V,nomenar,kalla
1274,rufen::V,cridar,ropa
1275,prahlen::V,lloar-se,pråla
1276,prahlen::V,lloar-se,skryta
1277,prahlen::V,jactar-se,pråla
1278,prahlen::V,jactar-se,skryta
1279,übersetzen::V,traduir,tolka
1280,übersetzen::V,traduir,översätta
1281,denken::V,pensar,tänka
1282,glauben::V,creure,tro
1283,bemerken::V,notar,uppmärksamma
1284,bemerken::V,notar,lägga märke till
1285,erkennen::V,reconèixer,känna igen
1286,begreifen::V,comprendre,begripa
1287,verstehen::V,entendre,förstå
1288,lernen::V,aprendre,lära sig
1289,wissen::V,saber,veta
1290,sich erinnern an::V,recordar,minnas
1291,sich erinnern an::V,recordar,komma ihåg
1292,vergessen::V,oblidar,glömma
1293,messen::V,mesurar,mäta
1294,zählen::V,comptar,räkna
1295,rechnen::V,calcular,räkna
1296,lesen::V,llegir,läsa
1297,malen::V,pintar,måla
1298,zeichnen::V,dibuixar,teckna
1299,schreiben::V,escrīure,skriva
1300,besitzen::V,posseir,äga
1301,besitzen::V,posseir,besitta
1302,kaufen::V,comprar,köpa
1303,verkaufen::V,vendre,sälja
1304,bezahlen::V,pagar,betala
1305,zahlen::V,pagar per,betala
1306,beherrschen::V,dominar,behärska
1307,ertragen::V,aguantar,tåla
1308,ertragen::V,aguantar,uthärda
