,Concept_ID,ko,ba
783,tauen::V,녹다,иреү
784,schmelzen::V,녹다,иреү
785,trocknen::V,홈치다,кибеү
786,sieden::V,끓다,ҡайнау
787,faulen::V,부패하다,сереу
788,verfaulen::V,썩다,сереу
789,reißen::V,지바찢다,өҙөү
790,reißen::V,지바찢다,йыртылыу
791,versinken::V,가라앉다,батыу
792,vergehen::V,지나가다,үтеү
793,erscheinen::V,나타나다,килеп сығыу
794,verschwinden::V,사라지다,юғалыу
795,sinken::V,가라앉다,түбәнәйеү
796,abnehmen::V,떼어내다,кәметеү
797,zunehmen::V,증가하다,артыу
798,steigen::V,상승하다,күтәрелеү
799,wachsen::V,생기하다,үҫеү
800,glänzen::V,뛰오나다,ялтырау
801,funkeln::V,불티가잍어나다,баҙлау
802,lärmen::V,떠들다,шаулау
803,läuten::V,울시다,ҡағыу
804,klingeln::V,초닌총을울리다,ҡағыу
805,klingeln::V,초닌총을울리다,шылтыратыу
806,klirren::V,탁탁울리다,шылтыратыу
807,brausen::V,쏴쏴소리내다,ҡотороноу
808,rauschen::V,솨솨,шыптырлау
809,klingen::V,반향하다,яңғырау
810,bellen::V,짖다,өрөү
811,heulen::V,포효하다,олоу
812,blasen::V,불다,өрөү
813,pfeifen::V,피리를불다,һызғырып ебәреү
814,schreien::V,절규하다,ҡысҡырыу
815,stöhnen::V,신음하다,уңғырашыу
816,zittern::V,저뉼하다,ҡалтырау
817,leben::V,살다,йәшәү
818,geboren werden::V,태어난,тыуыу
819,atmen::V,숨쉬다,тын алыү
820,trinken::V,마시다,эсеү
821,essen::V,먹다,ашау
822,schlucken::V,들이켜다,йотоу
823,einschlafen::V,잠들다,йоҡлап китеү
824,schlafen::V,자다,йоҡлау
825,aufwachen::V,눈트다,уяныу
826,aufstehen::V,서다,тороу
827,sich erholen::V,회복하다,ял итеү
828,schmerzen::V,아프다,ауыртыу
829,husten::V,잔기침하다,йүтәлләү
830,genesen::V,낫다,һауығыу
831,sterben::V,죽다,үлеү
832,umkommen::V,못쓰게되다,һәләк булыу
833,sich bewegen::V,움직이다,хәрәкәт итеү
834,sich rühren::V,움직이다,ҡуҙғалыу
835,sich erheben::V,이러서다,тороу
836,sich setzen::V,앉히다,ултырыу
837,hinfallen::V,넘어지다,ҡолау
838,laufen::V,걷다,йөрөү
839,schreiten::V,보행하다,атлау
840,spazierengehen::V,산보하다,ял итеп йороү
841,eilen::V,서둘다,ашығыу
842,eilen::V,서둘다,ҡабаланыу
843,sich beeilen::V,서둘게하다,ашығыу
844,sich beeilen::V,서둘게하다,ҡабаланыу
845,sausen::V,서들러 떠나다,елеү
846,rennen::V,달리다,йүгеп йөрөү
847,springen::V,도약하다,һикереү
848,klettern::V,갑겨오르다,үрмәләү
849,klettern::V,갑겨오르다,үрмәләп менеү
850,schaukeln::V,흔들리게하다,сайҡалыу
851,kriechen::V,기다,шыуышыу
852,schwimmen::V,헤엄치다,йоҙөү
853,tauchen::V,잠기다,сумыу
854,rudern::V,물을헤치다,ишеү
855,fahren::V,가다,йөрөү
856,fahren::V,나르다,йөрөү
857,fliegen::V,날다,осоу
858,gehen::V,가다,барыу
859,weggehen::V,팔리다,китеү
860,abfahren::V,출발하다,сығыу
861,anhalten::V,멈추다,тукталыу
862,hineingehen::V,(그리로)가다,инеү
863,eintreten::V,들러가다,инеү
864,kommen::V,오다,килеү
865,ankommen::V,고챀하다,килеү
866,zurückkommen::V,보기,ҡайтыу
867,bleiben::V,체류,ҡалыу
868,warten::V,기다리다,көтөп тороу
869,erwarten::V,기대하다,көтөү
870,suchen::V,찾다,эҙләү
871,suchen::V,구하다,эҙләү
872,finden::V,찾아내다,табыу
873,versuchen::V,시험하다,тырышып ҡарау
874,vorbereiten::V,재비하다,әҙерләү
875,lieben::V,사랑하다,яратыу
876,mögen::V,줗아하다,һөйөү
877,mögen::V,줗아하다,яратыу
878,lachen::V,웃다,көлөү
879,rühren::V,건드리다,ҡағылыу
880,weinen::V,울다,илау
881,schimpfen::V,꾸짖다,һүгенеү
882,schimpfen::V,꾸짖다,тиргәнеү
883,schimpfen::V,꾸짖다,һуҡраныу
884,sich ärgern::V,화를내게 하다,асыуланыу
885,sich fürchten::V,두려원하다,ҡурҡыу
886,fürchten::V,두려원하다,ҡурҡыу
887,fliehen::V,도망치다,ҡасыу
888,flüchten::V,도주하다,ҡасыу
889,sehen::V,보다,күреү
890,anschauen::V,바라보다,ҡарау
891,ansehen::V,바라보다,ҡарау
892,ansehen::V,바라보다,тикшереү
893,hören::V,듣다,ишетеү
894,zuhören::V,듣다,тыңлау
895,probieren::V,시식하다,татыу
896,riechen::V,내새를맡다,еҫкәү
897,fühlen::V,느끼다,тойоу
898,scheinen::V,...것같다,кеүек күренеү
899,scheinen::V,...것같다,тойолоу
900,zu sehen sein::V,보이는,күренеү
901,vernehmen::V,듣다,ишетеү
902,vernehmen::V,들어서일다,ишетеү
903,frieren::V,춥다,туңыү
904,tun::V,하다,яһау
905,tun::V,하다,әшләү
906,können::V,할주릴다,алыу
907,können::V,할주릴다,мөмкин булыу
908,wollen::V,바라다,теләү
909,anfangen::V,시작하다,башлау
910,beenden::V,다하다,бөтөрөү
911,beenden::V,다하다,тамамлау
912,aufhören::V,그만두다,туктау
913,gelingen::V,성국하다,уңышлы булыу
914,geraten::V,잘되어가다,булып сығыу
915,öffnen::V,열다,асыу
916,schließen::V,추측하다,йомоу
917,stellen::V,세우다,ҡуйыу
918,setzen::V,놓다,урынлаштырыу
919,legen::V,눕히다,һалыу
920,berühren::V,대다,тейеү
921,berühren::V,대다,ҡағылыу
922,verbinden::V,옝열하다,ҡушыу
923,verbinden::V,옝열하다,бәйләү
924,bedecken::V,덮다,ҡаплау
925,aufhängen::V,매달다,элеү
926,anzünden::V,점화하다,тоҡандырыу
927,aufheben::V,위로올리다,мендереү
928,zurücklassen::V,튀에남기다,ҡалдырыу
929,verlieren::V,잃다,юғалтыу
930,fallen lassen::V,떨어뜨리다,төшөрөп ебәреү
931,machen::V,하다,яһау
932,machen::V,하다,эшләү
933,herstellen::V,제조하다,эшләп сығарыу
934,bauen::V,짓다,төҙөү
935,reparieren::V,수셩자다,төҙәтеү
936,verbessern::V,정정하다,яҡшыртыу
937,ändern::V,바꾸다,үҙгәртеү
938,graben::V,파다,ҡаҙыу
939,beugen::V,구부리다,бөгөү
940,biegen::V,굽히다,бөгөү
941,drehen::V,회전,өйрөлтөү
942,drehen::V,회전,әйләндереү
943,wenden::V,회전시키다,әйләндереү
944,umdrehen::V,회전시키다,түңкәреү
945,heben::V,일으아키다,күтәреү
946,heben::V,일으아키다,мендереү
947,hochheben::V,틀어올리다,күтәреү
948,ergreifen::V,잡다,тотоп алыу
949,halten::V,잡다,тотоу
950,drücken::V,누르다,ҡыҫыу
951,schieben::V,밀다,этеү
952,schieben::V,밀다,төртөү
953,kratzen::V,긁다,ҡырыу
954,lecken::V,핥다,ялау
955,beißen::V,물다,тешләү
956,abschneiden::V,귾어내다,ҡырҡыу
957,binden::V,매다,бәйләү
958,stecken::V,찌르다,ҡаҙау
959,brechen::V,금,боҙоу
960,klopfen::V,치다,шаҡылдау
961,hauen::V,때리다,туҡмау
962,kleben::V,들러붙다,йәбештереү
963,reiben::V,문지르다,ыуыу
964,reiben::V,문지르다,ышҡыу
965,streichen::V,쓰다듬다,яғыу
966,schleifen::V,갈다,үткерләү
967,schneiden::V,베다,ҡырҡыу
968,rütteln::V,흔들다,һелкетеү
969,schütteln::V,흔들다,һелкетеү
970,schwenken::V,흔들다,болғау
971,schütten::V,따르다,ҡойоу
972,füllen::V,담다,тултырыу
973,einwickeln::V,싸다,төрөү
974,tragen::V,지우다,алып барыу
975,schleppen::V,끌다,һөйрәү
976,ziehen::V,당기다,тартыу
977,aufbewahren::V,간직하다,һаҡлау
978,werfen::V,던지다,ырғытыу
979,fangen::V,밥다,тотоу
980,packen::V,쥐다,етеү
981,packen::V,쥐다,тотоп алыу
982,verstecken::V,숨기다,йәшереү
983,teilen::V,나누다,бүлеү
984,schicken::V,보내다,ебәреү
985,bringen::V,가겨,килтереү
986,hinzufügen::V,부가하다,өтәү
987,bekommen::V,얻다,алыу
988,erhalten::V,지니다,алыу
989,nehmen::V,잡다,алыу
990,wählen::V,선거하다,һайлаү
991,auswählen::V,선출하다,һайлап алыу
992,bewahren::V,저장보종,һаҡлау
993,behindern::V,훼방하다,тотҡарлыҡ яһау
994,verderben::V,못쓰게 되다,боҙоу
995,beschädigen::V,상하게하다,боҙоу
996,zerbrechen::V,깨뜨리다,ҡыйратыу
997,zerreißen::V,잡아쫓다,йыртыу
998,zerstören::V,파괴하다,емереү
999,verbrennen::V,소실하다,үртәү
1000,geben::V,주다,биреү
1001,reichen::V,내일다,биреү
1002,schenken::V,주다,бүләк итеү
1003,versprechen::V,약속하다,вәғәҙә биреү
1004,wünschen::V,바라다,теләу
1005,loben::V,칭찬하다,маҡтау
1006,küssen::V,키스하다,үбеү
1007,wiegen::V,어르다,бәүетеү
1008,wiegen::V,어르다,тирбәтеү
1009,zudecken::V,뚜꺼을하다,ҡаплау
1010,wecken::V,깨우다,уятыу
1011,zeigen::V,보이다,күрһәтеү
1012,führen::V,가게하다,етәкләү
1013,lehren::V,가르치다,уҡытыу
1014,lehren::V,가르치다,өйрәтеү
1015,unterrichten::V,가르지다,уҡытыу
1016,aufziehen::V,사육하다,тәрбиәле
1017,leiten::V,이끌다,етәкләү
1018,leiten::V,이끌다,етәкселек итеү
1019,antreiben::V,몰다,ашыҡтырыу
1020,lassen::V,내버려두다,мәжбүр итеү
1021,einladen::V,초청하다,саҡырыу
1022,vereinigen::V,하나로하다,берләштереү
1023,besuchen::V,방문하다,килеп сығыу
1024,treffen::V,만나다,тойоү
1025,treffen::V,만나다,осратыу
1026,treffen::V,만나다,ҡаршылау
1027,sich versammeln::V,조립하다,йыйылыу
1028,spielen::V,눌다,тартыу
1029,singen::V,노래하다,йырлау
1030,tanzen::V,춤추하다,бейеү
1031,sich trennen::V,가르다,айырылышыу
1032,verlassen::V,버림받은,ташлау
1033,verlassen::V,버림받은,ташлап китеү
1034,retten::V,구조하다,ҡотҡарыу
1035,bewachen::V,치키다,һаҡлау
1036,schützen::V,보호하다,һаҡлау
1037,verteidigen::V,막다,яҡлау
1038,sich schlagen::V,치다,һуғышыу
1039,schießen::V,쏘다,атыу
1040,siegen::V,이기다,еңеү
1041,ärgern::V,성을내게하다,асыуландырыу
1042,schlagen::V,치다,бәреү
1043,schlagen::V,치다,туҡмау
1044,treten::V,디디다,тибеү
1045,treten::V,디디다,типкеләү
1046,stechen::V,찌르다,сәнсеү
1047,stoßen::V,찌르다,этеү
1048,stoßen::V,찌르다,төртөү
1049,stehlen::V,훔치다,урлау
1050,stören::V,움직이다,ҡамасаулау
1051,belästigen::V,괴롭히다,бимазалау
1052,belästigen::V,괴롭히다,ҡамасаулау
1053,verbergen::V,숨기다,йәшереү
1054,täuschen::V,속이다,ултыртыу
1055,betrügen::V,속이다,алдау
1056,töten::V,죽이다,үлтереү
1057,wohnen::V,실다,йәшәү
1058,arbeiten::V,일하다,эшләү
1059,sammeln::V,모으다,йыйыу
1060,pflücken::V,꿔다,өҙөү
1061,jagen::V,사냥하다,аулау
1062,fischen::V,고기를잡다,аулау
1063,fassen::V,움켜쥐다,тотоу
1064,hüten::V,망보다,көтөү
1065,treiben::V,몰아세우다,ҡыуыу
1066,anbinden::V,묶다,бәйләү
1067,füttern::V,사료를주다,ашатыу
1068,melken::V,젖을짜다,һауыү
1069,hacken::V,자르다,турау
1070,hacken::V,자르다,тапау
1071,gießen::V,물을대다,ҡойоу
1072,reifen::V,성숙하다,өлғөрөү
1073,zubereiten::V,조제하다,бешереү
1074,kochen::V,요리하다,бешереү
1075,backen::V,쿱다,бешереү
1076,braten::V,굽다,ҡурыу
1077,umrühren::V,교반하다,ҡатнаштырыу
1078,stricken::V,뜨개질하다,бәйләү
1079,nähen::V,꿰매다,тегеү
1080,färben::V,채색하다,буяу
1081,reinigen::V,청소하다,таҙартыу
1082,waschen::V,씻다,йыуыу
1083,abwischen::V,닦다,һөртөү
1084,spülen::V,씻다,сайҡау
1085,fegen::V,소체하다,һепереү
1086,kehren::V,청소하다,һепереү
1087,baden::V,감다,һыу инеү
1088,sich waschen::V,모믈 씻다,йыуыныу
1089,ausziehen::V,벗다,сисеү
1090,anziehen::V,끌어움직이다,кейеү
1091,kämmen::V,빗다,тарау
1092,schmücken::V,치레하다,биҙәү
1093,sagen::V,말하다,әйтеү
1094,sprechen::V,말하다,әйтеү
1095,sprechen::V,말하다,һөйләшеү
1096,reden::V,이야기하다,һөйләшеү
1097,fragen::V,질문하다,һорау
1098,bitten::V,원하다,үтенеү
1099,erzählen::V,이야기하다,һөйләү
1100,mitteilen::V,이야기하다,әйтеү
1101,nennen::V,부르다,атау
1102,nennen::V,부르다,исемләү
1103,rufen::V,불러내다,саҡырыу
1104,prahlen::V,자랑하다,маҡтаныу
1105,prahlen::V,자랑하다,шапырыныу
1106,übersetzen::V,번역하다,тәржемә итеү
1107,denken::V,생각하다,уйлау
1108,glauben::V,믿다,ышаныу
1109,bemerken::V,인자하다,күреү
1110,erkennen::V,인식하다,таныу
1111,begreifen::V,파악하다,аңлау
1112,verstehen::V,이해하다,аңлау
1113,lernen::V,배우다,өйрәнеү
1114,wissen::V,알다,белеү
1115,sich erinnern an::V,상기하다,хәтергә алыу
1116,vergessen::V,잊다,онотоу
1117,messen::V,측정하다,үлсәү
1118,zählen::V,세다,һанау
1119,rechnen::V,게산하다,һанау
1120,lesen::V,읽다,уҡыу
1121,malen::V,그리다,һүрәт яһау
1122,malen::V,그리다,рәсем төшөрөү
1123,zeichnen::V,소묘하다,һүрәт яһау
1124,zeichnen::V,소묘하다,рәсем төшөрөү
1125,schreiben::V,쓰다,яҙыу
1126,besitzen::V,소유하다,биләү
1127,kaufen::V,사다,һатып алыу
1128,verkaufen::V,팔다,һатыу
1129,bezahlen::V,지불하다,түләү
1130,zahlen::V,치르다,түләү
1131,beherrschen::V,지배하다,биләү
1132,ertragen::V,참다,түҙеү
1133,Raureif::N,,ҡырау
1134,Grube::N,,соҡор
1135,Lust::N,,әүәҫлек
1136,Nachricht::N,,хәбәр
1137,klug::A,,аҡыллы
1138,von hier::ADV,,бынан
1139,von hier::ADV,,ошонан
1140,müde werden::V,,арыу
1141,krank werden::V,,сирләү
1142,krank sein::V,,сирләү
1143,abreißen::V,,өҙөү
1144,sich anziehen::V,,кейенеү
1145,sich unterhalten::V,,әңгәмәләшеү
