,Concept_ID,ps,fr
121,Gipfel::N,څوکه,cime
122,Gipfel::N,څوکه,sommet
123,Höhle::N,کاز,caverne
124,Abhang::N,لمن,pente
125,Abhang::N,لمن,versant
126,Quelle::N,چینه,source
127,Quelle::N,چینه,fontaine
128,Bach::N,واله,ruisseau
129,Fluss::N,سیند,fleuve
130,Fluss::N,سیند,rivière
131,Ufer::N,غاړه,bord
132,Ufer::N,غاړه,rivage
133,Küste::N,ساحل,côte
134,Festland::N,وچه,terre ferme
135,Meer::N,بحر,mer
136,Meer::N,سمندر,mer
137,Bucht::N,کارۍ,baie
138,Insel::N,ټاپو,île
139,Insel::N,جزيره,île
140,Blume::N,ګل,fleur
141,Gras::N,واښه,herbe
142,Wurzel::N,ریښه,racine
143,Baum::N,ونه,arbre
144,Stamm::N,ډډ,tronc
145,Rinde::N,پوستکی,écorce
146,Ast::N,ښاخ,branche
147,Zweig::N,څانګه,rameau
148,Blatt::N,پاڼه,feuille
149,Birke::N,توس,bouleau
150,Kiefer[Baum]::N,نښتر,pin
151,Weide[Baum]::N,وله,saule
152,Tanne::N,ناجو,sapin
153,Horn::N,ښکر,corne
154,Feder::N,بڼکه,plume
155,Fell::N,پوستکی,peau
156,Flügel::N,وزر,aile
157,Klaue::N,پنجه,serre
158,Klaue::N,منګول,serre
159,Kralle::N,پنجه,ongle
160,Kralle::N,پنجه,griffe
161,Kralle::N,منګول,ongle
162,Kralle::N,منګول,griffe
163,Schwanz::N,لکۍ,queue
164,Ei::N,وۍ,œuf
165,Ei::N,هګۍ,œuf
166,Nest::N,جاله,nid
167,Bau::N,کاز,terrier
168,Tier::N,ژوی,animal
169,Tier::N,حیوان,animal
170,Herde::N,رمه,troupeau
171,Herde::N,غېله,troupeau
172,Kuh::N,غوا,vache
173,Bulle::N,غوئی,taureau
174,Pferd::N,آس,cheval
175,Schaf::N,پسه,mouton
176,Schwein::N,سرکوزی,porc
177,Schwein::N,سرکوزی,cochon
178,Hund::N,سپی,chien
179,Katze::N,پشه,chat
180,Bär::N,خرس,ours
181,Eichhörnchen::N,خړ لمی,écureuil
182,Elch::N,ګوزن,élan
183,Fuchs::N,سپلم,renard
184,Hase::N,سوی,lièvre
185,Maus::N,مږک,souris
186,Wolf::N,لېوه,loup
187,Vogel::N,مرغه,oiseau
188,Schwarm::N,سېل,nuée
189,Schwarm::N,سېل,volée
190,Huhn::N,چرګه,poule
191,Hahn::N,چرګ,coq
192,Gans::N,بته,oie
193,Adler::N,عقاب,aigle
194,Ente::N,ایلۍ,canard
195,Eule::N,ګونګی,hibou
196,Kranich::N,کلنګ,grue
197,Krähe::N,کارغه,corneille
198,Kuckuck::N,فاخته,coucou
199,Schwan::N,قو,cygne
200,Fisch::N,کب,poisson
201,Fisch::N,ماهی,poisson
202,Schlange[Tier]::N,مار,serpent
203,Wurm::N,چینجی,ver
204,Spinne::N,غڼه,araignée
205,Spinne::N,تارکښ,araignée
206,Ameise::N,مېږی,fourmi
207,Laus::N,سپږه,pou
208,Mücke::N,ماشی,moucheron
209,Fliege::N,مچ,mouche
210,Schmetterling::N,پتنګ,papillon
211,Beere::N,مېوۍ,baie
212,Apfel::N,مڼه,pomme
213,Pilz::N,خرېړی,champignon
214,Zwiebel::N,پیاز,oignon
215,Saat::N,تخم,semence
216,Korn::N,تخم,grain
217,Korn::N,دانه,grain
218,Heu::N,بوس,foin
219,Heu::N,پروړه,foin
220,Schale::N,پوستکی,pelure
221,Grube::N,کنده,fosse
222,Falle::N,دام,piège
223,Falle::N,لومه,piège
224,Schlinge::N,کړۍ,lacs
225,Spur::N,نښه,trace
226,Asche::N,آس,cendre
227,Asche::N,ایره,cendre
228,Dreck::N,ناپاکي,crotte
229,Eisen::N,اوسپنه,fer
230,Gold::N,سره زر,or
231,Silber::N,نقره,argent
232,Silber::N,سپین زر,argent
233,Kohle::N,سکور,charbon
234,Kohle::N,سکاره,charbon
235,Glas::N,ښيښه,verre
236,Lehm::N,خټه,glaise
237,Sand::N,شګه,sable
238,Mensch::N,انسان,homme
239,Mann::N,سړی,homme
240,Mann::N,نارینه,homme
241,Frau::N,ښځه,femme
242,Kind::N,بچی,enfant
243,Kind::N,ماشوم,enfant
244,Junge::N,هلک,garçon
245,Mädchen::N,نجلۍ,fille
246,Mädchen::N,نجلۍ,jeune fille
247,Familie::N,کورنۍ,famille
248,Großvater::N,بابا,grand-père
249,Großmutter::N,انا,grand-mère
250,Eltern::N,مور او پلار,parents
251,Vater::N,پلار,père
252,Mutter::N,مور,mère
253,Sohn::N,زوی,fils
254,Tochter::N,لور,fille
255,Bruder::N,ورور,frère
256,Schwester::N,خور,sœur
257,Onkel::N,تره,oncle
258,Onkel::N,ماما,oncle
259,Tante::N,خاله,tante
260,Ehemann::N,مېړه,mari
261,Ehemann::N,مېړه,époux
262,Ehefrau::N,مېرمن,femme
263,Ehefrau::N,مېرمن,épouse
264,Freude::N,خوشحالي,joie
265,Freude::N,خوشحالي,plaisir
266,Gelächter::N,خندا,rires
267,Glück::N,بخت,bonheur
268,Kummer::N,غم,peine
269,Kummer::N,غم,chagrin
270,Wunsch::N,هيله,désir
271,Wunsch::N,غوښتنه,désir
272,Lust::N,شوق,envie
273,Lust::N,مینه,envie
274,Geist::N,روح,esprit
275,Gedanke::N,فکر,idée
276,Gedanke::N,فکر,pensée
277,Gedächtnis::N,یاد,mémoire
278,Gedächtnis::N,حافظه,mémoire
279,Verstand::N,عقل,raison
280,Verstand::N,شعور,raison
281,Sinn::N,معنی,sens
282,Grund::N,علت,cause
283,Grund::N,علت,raison
284,Grund::N,اساس,cause
285,Grund::N,اساس,raison
286,Wahrheit::N,حقیقت,vérité
287,Gespräch::N,مرکه,conversation
288,Gespräch::N,خبرې اترې,conversation
289,Märchen::N,افسانه,conte
290,Märchen::N,افسانه,conte de fées
291,Erzählung::N,قصه,conte
292,Erzählung::N,قصه,narration
293,Erzählung::N,کیسه,conte
294,Erzählung::N,کیسه,narration
295,Nachricht::N,خبر,message
296,Neuigkeit::N,نوی خبر,nouvelle
297,Name::N,نوم,nom
298,Rätsel::N,کیسۍ,énigme
299,Rätsel::N,کیسۍ,devinette
300,Rätsel::N,چیستان,énigme
301,Rätsel::N,چیستان,devinette
302,Rede::N,وینا,parole
303,Rede::N,وینا,discours
304,Sprache::N,ژبه,langue
305,Sprache::N,ژبه,langage
306,Stimme::N,غږ,voix
307,Stimme::N,اواز,voix
308,Wort::N,لغت,mot
309,Wort::N,کلمه,mot
310,Zeichen::N,نښه,signe
311,Zeichen::N,اشاره,signe
312,Ruf::N,ږغ,cri
313,Ruf::N,ږغ,appel
314,Ruf::N,بلنه,cri
315,Ruf::N,بلنه,appel
316,Lärm::N,غالمغال,bruit
317,Laut::N,ږغ,son
318,Ton::N,اواز,ton
319,Lied::N,غزله,chant
320,Lied::N,غزله,chanson
321,Lied::N,سندره,chant
322,Lied::N,سندره,chanson
323,Ruhe::N,ارامي,calme
324,Ruhe::N,ارامي,tranquillité
325,Leute::N,خلک,gens
326,Volk::N,ولس,peuple
327,Arbeit::N,کار,travail
328,Gast::N,مېلمه,hôte
329,Gast::N,مېلمه,invité
330,Geschenk::N,تحفه,cadeau
331,Geschenk::N,تحفه,présent
332,Geschenk::N,سوغات,cadeau
333,Geschenk::N,سوغات,présent
334,Spiel::N,لوبه,jeu
335,Gesellschaft::N,ډله,compagnie
336,Hilfe::N,کومک,aide
337,Hilfe::N,کومک,secours
338,Hilfe::N,مرسته,aide
339,Hilfe::N,مرسته,secours
340,Freund::N,ملګری,ami
341,Kamerad::N,انډيوال,copain
342,Kamerad::N,انډيوال,camarade
343,Angelegenheit::N,موضوع,affaire
344,Anzahl::N,شمېر,nombre
345,Anzahl::N,تعداد,nombre
346,Art::N,ډول,sorte
347,Art::N,ډول,espèce
348,Stück::N,ټوټه,morceau
349,Teil::N,برخه,part
350,Teil::N,برخه,partie
351,Hälfte::N,نیم,moitié
352,Kreis::N,دایره,cercle
353,Kreuz::N,صلیب,croix
354,Linie::N,خط,ligne
355,Linie::N,لیکه,ligne
356,Strich::N,کرښه,trait
357,Abstand::N,فاصله,écart
358,Entfernung::N,واټن,distance
359,Gegend::N,سیمه,région
360,Gegend::N,سیمه,contrée
361,Gegend::N,منطقه,région
362,Gegend::N,منطقه,contrée
363,Platz::N,ځای,place
364,Ort::N,ځای,lieu
365,Ort::N,ځای,endroit
366,Seite::N,مخ,côté
367,Seite::N,اړخ,côté
368,Mitte::N,وسط,milieu
369,Mitte::N,مینځ,milieu
370,Gegenstand::N,شی,objet
371,Sache::N,شی,chose
372,Sache::N,څيز,chose
373,Rand::N,څنډه,bord
374,Rand::N,کناره,bord
375,Kante::N,اړخ,arête
376,Ecke::N,ګوټ,coin
377,Ecke::N,ګوټ,tournant
378,Spitze::N,څوکه,cime
379,Spitze::N,څوکه,pointe
380,Ende::N,څوکه,bout
381,Loch::N,سوری,trou
382,Winkel::N,کنج,coin
383,Winkel::N,کنج,réduit
384,Winkel::N,کوتی,coin
385,Winkel::N,کوتی,réduit
386,Muster::N,نمونه,dessin
387,Größe::N,قد,grandeur
388,Größe::N,لويوالی,grandeur
389,Länge::N,طول,longueur
390,Länge::N,اوږد والی,longueur
391,Höhe::N,جګوالی,hauteur
392,Höhe::N,جګوالی,altitude
393,Gewicht::N,وزن,poids
394,Menge::N,اندازه,quantité
395,Haufen::N,کوټه,tas
396,Reihe::N,صف,file
397,Reihe::N,صف,rangée
398,Reihe::N,کتار,file
399,Reihe::N,کتار,rangée
400,Boot::N,قايق,canot
401,Boot::N,قايق,bateau
402,Ruder::N,چپه,rame
403,Ruder::N,چپه,aviron
404,Schlitten::N,ښویېدونی,traîneau
405,Ski::N,سکي,ski
406,Lagerfeuer::N,اور,feu de camp
407,Last::N,بار,charge
408,Last::N,بار,fardeau
409,Last::N,پېټی,charge
410,Last::N,پېټی,fardeau
411,Gang::N,تګ,tour
412,Gang::N,تګ,marche
413,Schritt::N,ګام,pas
414,Norden::N,شمال,nord
415,Süden::N,سوېل,sud
416,Westen::N,لوېدېځ,ouest
417,Westen::N,لوېدېځ,occident
418,Osten::N,شرق,est
419,Osten::N,شرق,orient
420,Osten::N,ختیځ,est
421,Osten::N,ختیځ,orient
422,Holz::N,لرګی,bois
423,Brett::N,تخته,planche
424,Platte::N,تخته,plaque
425,Stütze::N,تکیوان,appui
426,Stütze::N,تکیوان,soutien
427,Stange::N,ډاګه,barre
428,Stange::N,ډاګه,perche
429,Stock::N,لرګی,canne
430,Stab::N,چيخله,bâton
431,Rohr::N,نل,tube
432,Rohr::N,نل,tuyau
433,Haus::N,کور,maison
434,Heim::N,کور,maison
435,Ofen::N,تودنۍ,poêle
436,Fußboden::N,غولی,plancher
437,Tisch::N,مېز,table
438,Stuhl::N,چوکۍ,chaise
439,Wiege::N,زانګو,berceau
440,Bett::N,کټ,lit
441,Bett::N,چپرکټ,lit
442,Regal::N,تاخچۍ,étagère
443,Kiste::N,صندوق,caisse
444,Fenster::N,کړکۍ,fenêtre
445,Tür::N,دروازه,porte
446,Tor::N,دروازه,porte
447,Tor::N,دروازه,portail
448,Zaun::N,کټاره,clôture
449,Dach::N,بام,toit
450,Leiter::N,زينه,échelle
451,Besen::N,جارو,balai
452,Spaten::N,یوم,bêche
453,Schaufel::N,بېلچه,pelle
454,Gabel::N,پنجه,fourchette
455,Löffel::N,کاشوغه,cuiller
456,Messer::N,چاقو,couteau
457,Nagel::N,ميخ,clou
458,Netz::N,جال,filet
459,Haken::N,څنګک,croc
460,Haken::N,څنګک,crochet
461,Griff::N,لاستی,prise
462,Griff::N,لاستی,manche
463,Schloss::N,کلپ,serrure
464,Bild::N,رسم,image
465,Bild::N,رسم,tableau
466,Figur::N,قدوقامت,figure
467,Puppe::N,ګوډۍ,poupée
468,Beutel::N,کڅوړه,sac
469,Beutel::N,کڅوړه,petit sac
470,Bündel::N,دسته,paquet
471,Bündel::N,دسته,faisceau
472,Tasche::N,بکس,sac
473,Tasche::N,توبره,sac
474,Eimer::N,سطل,seau
475,Deckel::N,سرپوښ,couvercle
476,Geschirr::N,لوښی,vaisselle
477,Sack::N,جوال,sac
478,Tasse::N,پیاله,tasse
479,Topf::N,دېګی,pot
480,Topf::N,دېګی,marmite
481,Kessel::N,دېګ,chaudron
482,Essen::N,خوراک,repas
483,Essen::N,خوراک,manger
484,Nahrung::N,خوراک,nourriture
485,Speise::N,خواړه,plat
486,Fleisch::N,غوښه,viande
487,Getreide::N,غله,blé
488,Getreide::N,غله,céréales
489,Brei::N,اوګره,purée
490,Brei::N,اوګره,bouillie
491,Brot::N,ډوډۍ,pain
492,Scheibe::N,مړۍ,tranche
493,Fett::N,غوړي,graisse
494,Butter::N,کوچ,beurre
495,Öl::N,تېل,huile
496,Salz::N,مالګه,sel
497,Suppe::N,شوربا,soupe
498,Suppe::N,شوربا,potage
499,Honig::N,شات,miel
500,Milch::N,شوده,lait
501,Tee::N,چای,thé
502,Leder::N,څرمن,cuir
503,Wolle::N,پشم,laine
504,Stoff::N,ټوټه,tissu
505,Stoff::N,ټوټه,étoffe
506,Nadel::N,ستن,aiguille
507,Faden::N,تار,fil
508,Knopf::N,تڼۍ,bouton
509,Knopf::N,تکمه,bouton
510,Knoten::N,غوټه,nœud
511,Farbe::N,رنګ,peinture
512,Kleidung::N,کالي,vêtements
513,Kleidung::N,کالي,habillement
514,Hemd::N,کميس,chemise
515,Kragen::N,غاړه,col
516,Ärmel::N,لستوڼی,manche
517,Hose::N,پطلون,pantalon
518,Gürtel::N,کمربند,ceinture
519,Mütze::N,خولۍ,bonnet
520,Mütze::N,خولۍ,casquette
521,Schuh::N,بوټ,soulier
522,Schuh::N,بوټ,chaussure
523,Stiefel::N,موزه,botte
524,Ring::N,ګوته,bague
525,Band::N,فيته,ruban
526,Kamm::N,ګمنځ,peigne
527,Spiegel::N,ایینه,glace
528,Spiegel::N,ایینه,miroir
529,Spiegel::N,هنداره,glace
530,Spiegel::N,هنداره,miroir
531,Riemen::N,تسمه,lanière
532,Riemen::N,تسمه,courroie
533,Schnur::N,مزی,corde
534,Schnur::N,مزی,ficelle
535,Leine::N,رسۍ,laisse
536,Decke::N,بړستن,couverture
537,Kissen::N,بالښت,oreiller
538,Tuch::N,ټیکری,drap
539,Tuch::N,ټیکری,fichu
540,Handtuch::N,دسمال,serviette
541,Handtuch::N,دسمال,essuie-mains
542,Kraft::N,زور,force
543,Kraft::N,توان,force
544,Stärke::N,قوت,vigueur
545,Gesundheit::N,صحت,santé
546,Gesundheit::N,روغتیا,santé
547,Krankheit::N,مرض,maladie
548,Krankheit::N,ناروغي,maladie
549,Schmerz::N,درد,douleur
550,Wunde::N,ټپ,plaie
551,Wunde::N,ټپ,blessure
552,Wunde::N,زخم,plaie
553,Wunde::N,زخم,blessure
554,Fieber::N,تبه,fièvre
555,Arznei::N,دوا,remède
556,Arznei::N,دوا,médecine
557,Arznei::N,دارو,remède
558,Arznei::N,دارو,médecine
559,Brücke::N,پول,pont
560,Brunnen::N,څاه,puits
561,Brunnen::N,کوهی,puits
562,Weide::N,وله,pâturage
563,Pfad::N,تړه,sentier
564,Weg::N,لیار,voie
565,Weg::N,لیار,chemin
566,Straße::N,سړک,route
567,Dorf::N,کلی,village
568,Stadt::N,ښار,cité
569,Stadt::N,ښار,ville
570,Brief::N,لیک,lettre
571,Brief::N,مکتوب,lettre
572,Buch::N,کتاب,livre
573,Buchstabe::N,حرف,lettre
574,Buchstabe::N,حرف,caractère
575,Buchstabe::N,توری,lettre
576,Buchstabe::N,توری,caractère
577,Zeitung::N,اخبار,journal
578,Leben::N,ژوند,vie
579,Tod::N,مرګ,mort
580,Tod::N,مړینه,mort
581,Grab::N,قبر,tombe
582,Grab::N,ډورۍ,tombe
583,Kirche::N,کلیسا,église
584,Sünde::N,ګناه,péché
585,Gott::N,خدای,dieu
586,Arbeiter::N,کاریګر,ouvrier
587,Arbeiter::N,کاریګر,travailleur
588,Chef::N,آمر,chef
589,Chef::N,آمر,patron
590,Meister::N,استاد,maître
591,Arzt::N,طبیب,médecin
592,Arzt::N,ډاکټر,médecin
593,Lehrer::N,معلم,professeur
594,Lehrer::N,معلم,instituteur
595,Lehrer::N,ښوونکی,professeur
596,Lehrer::N,ښوونکی,instituteur
597,Geld::N,پیسې,argent
598,Geschäft::N,سوداګري,affaire
599,Geschäft::N,سوداګري,commerce
600,Laden::N,دکان,magasin
601,Laden::N,دکان,boutique
602,Laden::N,مغازه,magasin
603,Laden::N,مغازه,boutique
604,Preis::N,بیه,prix
605,Ware::N,مال,marchandise
606,Nutzen::N,ګټه,profit
607,Reichtum::N,شتمني,richesse
608,Welt::N,نړۍ,monde
609,Welt::N,دنیا,monde
610,Land::N,هېواد,pays
611,Staat::N,دولت,État
612,König::N,باچا,roi
613,König::N,پادشاه,roi
614,Macht::N,قدرت,pouvoir
615,Macht::N,قدرت,puissance
616,Grenze::N,حد,frontière
617,Grenze::N,سرحد,frontière
618,Krieg::N,جګړه,guerre
619,Feind::N,دښمن,ennemi
620,Gewalt::N,زور,violence
621,Gewalt::N,تشدد,violence
622,Kampf::N,جنګ,lutte
623,Kampf::N,جنګ,combat
624,Kampf::N,مبارزه,lutte
625,Kampf::N,مبارزه,combat
626,Bogen[Waffe]::N,لیندۍ,arc
627,Pfeil::N,غشی,flèche
628,Gewehr::N,ټوپک,fusil
629,Fehler::N,خطا,faute
630,Fehler::N,خطا,erreur
631,Fehler::N,غلطي,faute
632,Fehler::N,غلطي,erreur
633,Lüge::N,دروغ,mensonge
634,Schaden::N,زیان,dégât
635,Schaden::N,زیان,dommage
636,Schaden::N,تاوان,dégât
637,Schaden::N,تاوان,dommage
638,Unglück::N,بدبختي,malheur
639,Schuld::N,ګناه,faute
640,Schuld::N,ګناه,culpabilité
641,Alter::N,منګ,âge
642,Schluss::N,اخر,fin
643,Zeit::N,وخت,temps
644,Tag::N,ورځ,jour
645,Tag::N,ورځ,journée
646,Morgen::N,سبا,matin
647,Morgen::N,سبا,matinée
648,Morgen::N,سهار,matin
649,Morgen::N,سهار,matinée
650,Mittag::N,غرمه,midi
651,Abend::N,ماښام,soir
652,Abend::N,ماښام,soirée
653,Nacht::N,شپه,nuit
654,Woche::N,اونۍ,semaine
655,Monat::N,مياشت,mois
656,Jahr::N,کال,an
657,Jahr::N,کال,année
658,Frühling::N,پسرلی,printemps
659,Sommer::N,دوبی,été
660,Herbst::N,منی,automne
661,Herbst::N,خزان,automne
662,Winter::N,ژمی,hiver
663,Januar::N,جنوري,janvier
664,Februar::N,فبروري,février
665,März::N,مارچ,mars
666,April::N,اپریل,avril
667,Mai::N,مې,mai
668,Juni::N,جون,juin
669,Juli::N,جولای,juillet
670,August::N,اګست,août
671,September::N,سپټامبر,septembre
672,Oktober::N,اکتوبر,octobre
673,November::N,نومبر,novembre
674,Dezember::N,دسمبر,décembre
675,Montag::N,دوشنبه,lundi
676,Dienstag::N,سه شنبه,mardi
677,Mittwoch::N,چارشنبه,mercredi
678,Donnerstag::N,پنجشنبه,jeudi
679,Freitag::N,جمعه,vendredi
680,Samstag::N,خالي,samedi
681,Sonntag::N,یکشنبه,dimanche
682,groß::A,لوی,grand
683,klein::A,وړوکی,petit
684,lang::A,اوړد,long
685,kurz::A,لنډ,court
686,breit::A,پراخه,large
687,schmal::A,تنګ,étroit
688,dicht::A,ګڼ,dense
689,dick[Gegenstand]::A,پنډ,épais
690,dünn::A,نری,mince
691,fein::A,نازک,fin
692,fein::A,نازک,menu
693,fest::A,کلک,ferme
694,fest::A,کلک,solide
695,fest::A,ټینګ,ferme
696,fest::A,ټینګ,solide
697,flach::A,هوار,plat
698,glatt::A,ښوی,poli
699,glatt::A,ښوی,lisse
700,hart::A,کلک,dur
701,weich::A,نرم,mou
702,weich::A,پوست,mou
703,rund::A,ګرد,rond
704,spitz::A,تېره,aigu
705,spitz::A,تېره,pointu
706,scharf::A,تېز,tranchant
707,scharf::A,تېره,tranchant
708,stumpf::A,پڅ,mousse
709,stumpf::A,پڅ,émoussé
710,schwer::A,دروند,lourd
711,schwer::A,دروند,pesant
712,schön::A,ښکلی,beau
713,heiß::A,تود,chaud
714,heiß::A,تود,très chaud
715,warm::A,تود,chaud
716,kalt::A,ېخ,froid
717,kalt::A,سوړ,froid
718,kühl::A,ېخ,frais
719,kühl::A,سوړ,frais
720,frisch::A,تازه,frais
721,feucht::A,مرطوب,humide
722,nass::A,لوند,mouillé
723,trocken::A,وچ,sec
724,voll::A,ډک,plein
725,voll::A,ډک,rempli
726,leer::A,خالی,vide
727,offen::A,خلاص,ouvert
728,offen::A,پرانیستی,ouvert
729,geschlossen::A,تړلی,clos
730,geschlossen::A,تړلی,fermé
731,sauber::A,پاک,net
732,sauber::A,پاک,propre
733,schmutzig::A,چټل,sale
734,schmutzig::A,چټل,crasseux
735,roh::A,خام,cru
736,roh::A,خام,brut
737,reif::A,پوخ,mûr
738,reif::A,رسېدلی,mûr
739,lecker::A,خوندور,délicieux
740,lecker::A,خوندور,appétissant
741,lecker::A,مزه دار,délicieux
742,lecker::A,مزه دار,appétissant
743,süß::A,خوږ,doux
744,süß::A,شیرین,doux
745,bitter::A,تریخ,amer
746,sauer::A,ټاک,aigre
747,sauer::A,تريو,aigre
748,hell::A,روڼ,clair
749,hell::A,روښان,clair
750,dunkel::A,تیاره,sombre
751,schwarz::A,تور,noir
752,weiß::A,سپين,blanc
753,rot::A,سور,rouge
754,gelb::A,زېړ,jaune
755,blau::A,شین,bleu
756,blau::A,اسماني رنګه,bleu
757,grün::A,زرغون,vert
758,grau::A,خړ,gris
759,bunt::A,رنګارنګ,multicolore
760,billig::A,ارزان,bon marché
761,teuer::A,ګران,cher
762,wertvoll::A,قیمتي,précieux
763,blind::A,ړوند,aveugle
764,taub::A,کوڼ,sourd
765,kräftig::A,قوی,fort
766,kräftig::A,قوی,vigoureux
767,stark::A,قوی,fort
768,stark::A,قوی,puissant
769,stark::A,تکړه,fort
770,stark::A,تکړه,puissant
771,schwach::A,ضعیف,faible
772,schwach::A,کمزوری,faible
773,fett::A,چاغ,gras
774,schlank::A,خوش اندام,svelte
775,hübsch::A,ښکلی,joli
776,hübsch::A,ښایسته,joli
777,böse::A,شریر,mauvais
778,böse::A,قهرناک,mauvais
779,dumm::A,احمق,sot
780,dumm::A,احمق,bête
781,faul::A,لټ,fainéant
782,faul::A,لټ,paresseux
783,faul::A,تنبل,fainéant
784,faul::A,تنبل,paresseux
785,fleißig::A,زحمت کښ,appliqué
786,geizig::A,بخیل,avare
787,klug::A,عاقل,intelligent
788,klug::A,هوښیار,intelligent
789,geschickt::A,ماهر,habile
790,lieb::A,عزیز,cher
791,lieb::A,عزیز,gentil
792,lieb::A,محبوب,cher
793,lieb::A,محبوب,gentil
794,lustig::A,خوشحال,gai
795,lustig::A,خوشحال,joyeux
796,sanft::A,پوست,doux
797,sanft::A,ملایم,doux
798,hungrig::A,وږی,affamé
799,krank::A,مريض,malade
800,krank::A,ناروغ,malade
801,nackt::A,لوڅ,nu
802,traurig::A,غمجن,triste
803,lebendig::A,ژوندی,vivant
804,gut::A,ښه,bon
805,schlecht::A,بد,mauvais
806,schlecht::A,خراب,mauvais
807,richtig::A,سم,juste
808,richtig::A,سم,correct
809,richtig::A,صحیح,juste
810,richtig::A,صحیح,correct
811,schlimm::A,بد,grave
812,schlimm::A,بد,mauvais
813,schlimm::A,مخوف,grave
814,schlimm::A,مخوف,mauvais
815,wahr::A,واقعي,vrai
