,Concept_ID,kn,uk
572,kräftig::A,ಪ್ರಬಲ,могутній
573,stark::A,ಶಕ್ತಿವಂತ,сильний
574,schwach::A,ದುರ್ಬಲ,слабкий
575,fett::A,ಕೊಬ್ಬಿದ,жирний
576,fett::A,ಕೊಬ್ಬಿದ,товстий
577,schlank::A,ತೆಳ್ಳಗಿನ,тонкий
578,schlank::A,ತೆಳ್ಳಗಿನ,стрункий
579,hübsch::A,ಅಂದವಾದ,чарівний
580,böse::A,ಕೆಟ್ಟ,злий
581,böse::A,ಕೆಟ್ಟ,лихий
582,dumm::A,ಮಂದ,дурний
583,faul::A,ಆಲಸ,ледачий
584,fleißig::A,ಕಡಗುವ,старанний
585,geizig::A,ಜುಗ್ಗ,скупий
586,klug::A,ಚತುರ,мудрий
587,klug::A,ಚತುರ,розумний
588,geschickt::A,ದಕ್ಷ,умілий
589,lieb::A,ಪ್ರಿಯ,милий
590,lustig::A,ಖುಷಿಯಾದ,веселий
591,sanft::A,ಸೌಮ್ಯ,лагідний
592,hungrig::A,ಹಸಿದ,голодний
593,krank::A,ಅಸ್ವಸ್ಥ,слабий
594,nackt::A,ನಗ್ನ,голий
595,traurig::A,ದುಃಖಿತ,сумний
596,lebendig::A,ಜೀವಂತ,живий
597,gut::A,ಒಳ್ಳೆಯ,добрий
598,schlecht::A,ದುಷ್ಟ,поганий
599,schlecht::A,ದುಷ್ಟ,кепський
600,richtig::A,ಸರಿ,правильний
601,schlimm::A,ಅಸಹ್ಯ,бридкий
602,wahr::A,ನಿಜ,справжній
603,alt::A,ಮುದಿ,старий
604,neu::A,ಹೊಸ,новий
605,ehemalig::A,ಮಾಜೀ,колишній
606,alt[Lebewesen]::A,ವೃದ್ಧ,старий
607,jung::A,ಎಳ,молодий
608,arm::A,ಬಡ,бідний
609,reich::A,ಶ್ರೀಮಂತ,багатий
610,bekannt::A,ಅಪ್ತ,знайомий
611,berühmt::A,ಪ್ರಸಿದ್ಧ,славетний
612,fremd::A,ಪರಕೀಯ,чужий
613,verschieden::A,ಬೇರೆ,різний
614,nah::A,ಹತ್ತಿರವಾದ,близький
615,fern::A,ದೂರದ,далекий
616,linker::A,ಎಡ,лівий
617,rechter::A,ಬಲ,правий
618,anderer::A,ಇತರ,інакший
619,erster::A,ಪ್ರಥಮ,перший
620,zweiter::A,ದ್ವಿತೀಯ,другий
621,dritter::A,ಮೂರನೆಯಜಗತ್ತು,третій
622,letzter::A,ಅಂತ್ಯ,останній
623,allein::ADV,ಒಬ್ಬನೇ,сам
624,allein::ADV,ಒಬ್ಬನೇ,один
625,auf einmal::ADV,ಒಡನೆ,відразу
626,zusammen::ADV,ಒಟ್ಟಿಗೆ,разом
627,zusammen::ADV,ಒಟ್ಟಿಗೆ,спільно
628,lange::ADV,ದೀರ್ಘ,довго
629,plötzlich::ADV,ಅನಾಮತ್ತು,раптом
630,sofort::ADV,ಜಾಗ್ರತೆ,зараз
631,später::ADV,ತರುವಾಯ,пізніше
632,jetzt::ADV,ಈಗ,тепер
633,heute::ADV,ಇಂದು,сьогодні
634,morgen::ADV,ನಾಳೆ,завтра
635,bald::ADV,ಬೇಗ,незабаром
636,dann::ADV,ಆಗ,потім
637,gestern::ADV,ನಿನ್ನೆ,вчора
638,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,колись
639,damals::ADV,ಆಗ,тоді
640,danach::ADV,ಆಮೇಲೆ,згодом
641,vorher::ADV,ಮುಂಚೆ,раніше
642,zuerst::ADV,ಮೊದಲಿಗೆ,спершу
643,zuerst::ADV,ಮೊದಲಿಗೆ,спочатку
644,einmal::ADV,ಒಮ್ಮೆ,один раз
645,manchmal::ADV,ಆಗಾಗ,іноді
646,manchmal::ADV,ಆಗಾಗ,інколи
647,oft::ADV,ಅನೇಕಸಲ,часто
648,immer::ADV,ಯಾವಾಗಲೂ,завжди
649,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,ніколи
650,hier::ADV,ಇಲ್ಲಿ,тут
651,hierhin::ADV,ಇತ್ತ,сюди
652,von hier::ADV,ಇಲ್ಲಿಂದ,звідси
653,dort::ADV,ಅಲ್ಲಿ,там
654,dorthin::ADV,ಅಲ್ಲಿಗೆ,туди
655,geradeaus::ADV,ಸೀದಾ,прямо
656,vorwärts::ADV,ಮುನ್ನೆಡೆವ,вперед
657,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,назад
658,zurück::ADV,ಹಿಂದಕ್ಕೆ,назад
659,unten::ADV,ಕೆಳಗೆ,внизу
660,hinab::ADV,ಕೆಳಕ್ಕೆ,вниз
661,oben::ADV,ಮೇಲೆ,вгорі
662,hinauf::ADV,ಮೇಲಕ್ಕೆ,вгору
663,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,скрізь
664,nicht::ADV,ಇಲ್ಲ,не
665,nicht::ADV,ಅಲ್ಲ,не
666,ein wenig::ADV,ತುಸು,трохи
667,ein wenig::ADV,ತುಸು,небагато
668,kaum::ADV,ಕಠಿನವಾಗಿ,ледве
669,sehr::ADV,ಬಹು,дуже
670,so::ADV,ಅಷ್ಟು,так
671,noch::ADV,ಇನ್ನು,ще
672,nur::ADV,ಕೇವಲ,лише
673,nur::ADV,ಕೇವಲ,тільки
674,schon::ADV,ಆಗಲೇ,вже
675,wieder::ADV,ಪುನಃ,знову
676,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,дарма
677,vor::PRP,ಮುಂದೆ,перед
678,hinter::PRP,ಹಿಂದ,ззаду
679,hinter::PRP,ಹಿಂದ,позаду
680,unter::PRP,ಕೆಳ,під
681,durch::PRP,ನೇರವಾಗಿ,крізь
682,neben::PRP,ಅಧರ ಬಲಿಕ,біля
683,zwischen::PRP,ನಡುವೆ,між
684,wegen::PRP,ಅಧಕ್ಕಗಿ,з-за
685,wegen::PRP,ಅಧಕ್ಕಗಿ,через
686,dies::PRN,ಈ,це
687,das::PRN,ಅದು,то
688,alles::PRN,ಎಲ್ಲ,все
689,ich::PRN,ನಾನು,я
690,du::PRN,ನೀನು,ти
691,er::PRN,ಅವನು,він
692,er::PRN,ಇವನು,він
693,wir::PRN,ನಾವು,ми
694,ihr::PRN,ನೀವು,ви
695,sie::PRN,ಅವರು,вони
696,was::FPRN,ಏನು,що
697,wer::FPRN,ಯಾರಿಗೆ,хто
698,wo::FADV,ಎಲ್ಲಿ,де
699,wohin::FADV,ಎಲ್ಲಿಗೆ,куди
700,wie::FADV,ಹೇಗೆ,як
701,warum::FADV,ಏಕೆ,чому
702,wieviel::FNUM,ಎಷ್ಟು,скільки
703,eins::NUM,ಒಂದು,один
704,zwei::NUM,ಎರಡು,два
705,drei::NUM,ಮೂರು,три
706,vier::NUM,ನಾಲ್ಕು,чотири
707,fünf::NUM,ಅಯ್ದು,п’ять
708,sechs::NUM,ಆರು,шість
709,sieben::NUM,ಏಳು,сім
710,acht::NUM,ಎಂಟು,вісім
711,neun::NUM,ಒಂಭಬತ್ತು,дев’ять
712,zehn::NUM,ಹತ್ತು,десять
713,elf::NUM,ಹನ್ನೊಂದು,одинадцять
714,zwölf::NUM,ಹನ್ನೆರಡು,дванадцять
715,zwanzig::NUM,ಇಪ್ಪತ್ತು,двадцять
716,dreißig::NUM,ಮೂವತ್ತು,тридцять
717,vierzig::NUM,ನಲವತ್ತು,сорок
718,fünfzig::NUM,ಐವತ್ತು,п’ятдесят
719,sechzig::NUM,ಅರುವತ್ತು,шістдесят
720,siebzig::NUM,ಎಪ್ಪತ್ತು,сімдесят
721,achtzig::NUM,ಎಂಬತ್ತು,вісімдесят
722,neunzig::NUM,ತೊಂಬತ್ತು,дев’яносто
723,hundert::NUM,ನೂರು,сто
724,tausend::NUM,ಸಾವಿರ,тисяча
725,und::CNJ,ಮತ್ತು,і
726,oder::CNJ,ಅಥವಾ,або
727,stehen::V,ನಿಲ್ಲು,стояти
728,sitzen::V,ಕುಳ್ಳಿರು,сидіти
729,liegen::V,ಮಲಗಿಕೊ,лежати
730,hängen::V,ಇಳಿಯಬಿಡು,висіти
731,werden::V,ಆಗು,стати
732,werden::V,ಆಗು,робитися
733,passieren::V,ಆಗು,трапитися
734,beginnen::V,ಆರಂಭಿಸು,початися
735,enden::V,ಕೊನೆಗಾಣು,кінчитися
736,wechseln::V,ಮಾರ್ಪಡಿಸು,мінятися
737,aufgehen[Sonne]::V,ಮೂಡು,зійти
738,untergehen[Sonne]::V,ಮುಳುಗು,зайти
739,scheinen[Sonne]::V,ಹೊಳೆ,світити
740,donnern::V,ಗುಡುಗಾಗು,гриміти
741,wehen::V,ತೀಡು,віяти
742,strömen::V,ಹರಿ,литися
743,fließen::V,ಹರಿ,текти
744,sich drehen::V,ಸುತ್ತು,обертатися
745,schwanken::V,ಓಲಾಡು,коливатися
746,schwingen::V,ತೂಗು,хитатися
747,schwingen::V,ತೂಗು,гойдатися
748,fallen::V,ಉದುರು,падати
749,brennen::V,ಉರಿ,горіти
750,rauchen::V,ಹೊಗೆಬಿಡು,диміти
751,regnen::V,ಸುರಿ,дощити
752,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,змерзнути
753,tauen::V,ಬೆಚ್ಚಗಾಗು,танути
754,schmelzen::V,ಕರಗು,плавитися
755,trocknen::V,ಒಣಗು,сохнути
756,sieden::V,ಕುದಿ,кипіти
757,faulen::V,ಕೊಳೆ,гнити
758,verfaulen::V,ನಶಿಸು,згнити
759,reißen::V,ಒಡೆ,рватися
760,versinken::V,ಮುಳುಗು,тонути
761,vergehen::V,ಸಾಗು,проходити
762,erscheinen::V,ತೋರು,з’явитися
763,verschwinden::V,ಮಾಯವಾಗು,щезнути
764,verschwinden::V,ಮಾಯವಾಗು,зникнути
765,sinken::V,ಕುಸಿ,спадати
766,abnehmen::V,ತಗ್ಗು,поменшитися
767,zunehmen::V,ಬೆಳೆ,збільшуватися
768,steigen::V,ಉಬ್ಬು,підніматися
769,wachsen::V,ಬೆಳೆ,рости
770,glänzen::V,ಮಿರುಗು,блищати
771,funkeln::V,ಮಿನುಗು,блискати
772,lärmen::V,ಶಬ್ದ ಮಾಡಲು,шуміти
773,läuten::V,ಬಾರಿಸು,дзвонити
774,klingeln::V,ಅನುರಣಿಸು,дзвонити
775,klirren::V,ಕಿಣಿಕಿಣಿಸು,дзвякати
776,brausen::V,ಅಬ್ಬರಿಸು,бушувати
777,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,шелестіти
778,klingen::V,ಉಸಿರು,лунати
779,klingen::V,ಉಸಿರು,звучати
780,bellen::V,ಬಗುಳು,гавкати
781,heulen::V,ಅರಚು,вити
782,blasen::V,ಗಾಳಿ ಊದು,дунути
783,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,свистіти
784,schreien::V,ಕರೆ,кричати
785,stöhnen::V,ನರಳು,стогнати
786,zittern::V,ನಡುಗು,тремтіти
787,leben::V,ಇರು,жити
788,geboren werden::V,ಉಂಟಾಗು,народитися
789,atmen::V,ಉಸಿರು,дихати
790,trinken::V,ಕುಡಿ,пити
791,essen::V,ತಿನ್ನು,їсти
792,schlucken::V,ನುಂಗು,ковтати
793,müde werden::V,ಬಳಲು,втомитися
794,einschlafen::V,ನಿದ್ಧೆಹೋಗು,заснути
795,schlafen::V,ನಿದ್ರಿಸು,спати
796,aufwachen::V,ಏಳು,прокинутися
797,aufstehen::V,ಏಳು,встати
798,sich erholen::V,ಸುಧಾರಿಸು,відпочивати
799,krank werden::V,ಬೇನೆಬೀಳು,захворіти
800,krank sein::V,ಕೆಟ್ಟ ಎಂದು,хворіти
801,schmerzen::V,ಕಚ್ಚು,боліти
802,husten::V,ಕೆಮ್ಮು,кашляти
803,genesen::V,ಮತ್ತೆಹೊದಿಸು,одужати
804,genesen::V,ಮತ್ತೆಹೊದಿಸು,видужати
805,sterben::V,ಮೃತಪಡು,померти
806,umkommen::V,ಹಾಳಾಗು,згинути
807,sich bewegen::V,ಚಲಿಸು,рухатися
808,sich rühren::V,ಕದಲು,ворушитися
809,sich erheben::V,ಏಳು,встати
810,sich setzen::V,ಕೂರು,сісти
811,hinfallen::V,ಬೀಳು,упасти
812,laufen::V,ನಡೆ,ходити
813,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,крокувати
814,spazierengehen::V,ವಿಹರಿಸು,гуляти
815,eilen::V,ಮುನ್ನುಗ್ಗು,спішити
816,sich beeilen::V,ಆತುರಪಡು,поспішати
817,sausen::V,ಒಗೆ,мчатися
818,rennen::V,ಓಡು,бігати
819,springen::V,ಜಿಗಿ,скакати
820,springen::V,ಜಿಗಿ,стрибати
821,klettern::V,ಏರು,лазити
822,schaukeln::V,ತೂಗು,гойдатися
823,kriechen::V,ತೆವಳು,повзати
824,schwimmen::V,ಈಜು,пливти
825,schwimmen::V,ಈಜು,плавати
826,tauchen::V,ಕೆಳಗಿಳಿ,пірнати
827,rudern::V,ಸಾಗಿಸು,гребти
828,rudern::V,ಸಾಗಿಸು,веслувати
829,fahren::V,ನಡೆಸು,їхати
830,fliegen::V,ಹಾರು,літати
831,gehen::V,ಹೋಗು,іти
832,weggehen::V,ಹೊರಡು,піти
833,abfahren::V,ತೆರಳು,від’їхати
834,abfahren::V,ತೆರಳು,відправитися
835,anhalten::V,ನಿಲ್ಲು,зупинитися
836,hineingehen::V,ಒಳಹೊಗು,входити
837,eintreten::V,ಒಳಹೊಗು,увійти
838,kommen::V,ಬರು,прийти
839,ankommen::V,ಬರು,прибути
840,zurückkommen::V,ಹಿಂದಿರುಗು,повернутися
841,bleiben::V,ಇರು,залишитися
842,warten::V,ಇರು,чекати
843,erwarten::V,ನಿರೀಕ್ಷಿಸು,чекати
844,suchen::V,ಹುಡುಕು,шукати
845,finden::V,ಕಂಡುಕೊ,знайти
846,versuchen::V,ಪ್ರಯತ್ನಿಸು,випробовувати
847,vorbereiten::V,ಸಿದ್ಧವಾಗು,підготувати
848,lieben::V,ಪ್ರೀತಿಸು,любити
849,mögen::V,ಇಷ್ಟಪಡು,любити
850,mögen::V,ಇಷ್ಟಪಡು,подобатися
851,lachen::V,ನಗು,сміятися
852,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,розчулити
853,weinen::V,ಅಳು,плакати
854,schimpfen::V,ಗೊಣಗು,лаятися
855,sich ärgern::V,ಗಣಗಾಡು,сердитися
856,sich fürchten::V,ನಡುಗು,боятися
857,fürchten::V,ಹೆದರು,боятися
858,fliehen::V,ಓಡಿಹೋಗು,тікати
859,flüchten::V,ಪಾರಾಗು,утекти
860,sehen::V,ಕಾಣು,бачити
861,anschauen::V,ನೋಡು,поглянути
862,ansehen::V,ನಿರೀಕ್ಷಿಸು,дивитися на
863,hören::V,ಕೇಳು,чути
864,zuhören::V,ಆಲಿಸು,слухати
865,probieren::V,ರುಚಿ ನೋಡು,покуштувати
866,riechen::V,ಮೂಸು,нюхати
867,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,відчувати
868,scheinen::V,ತೋರು,здаватися
869,zu sehen sein::V,ಕಾಣಿಸು,виднітися
870,vernehmen::V,ಕೇಳು,почути
871,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,мерзнути
872,tun::V,ಮಾಡು,робити
873,können::V,ಮಾಡಬಲ್ಲ,могти
874,wollen::V,ಬಯಸು,хотіти
875,anfangen::V,ಪ್ರಾರಂಭಿಸು,почати
876,beenden::V,ನಿಲ್ಲಿಸು,закінчити
877,aufhören::V,ಮುಗಿಸು,перестати
878,gelingen::V,ಯಶಸ್ವಿಯಾಗು,вдатися
879,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,опинитися
880,öffnen::V,ತೆರೆ,відкрити
881,schließen::V,ಮುಚ್ಚು,закрити
882,stellen::V,ಇಕ್ಕು,поставити
883,setzen::V,ಇಡು,посадити
884,legen::V,ಇಡು,класти
885,berühren::V,ತಾಕು,чіпати
886,verbinden::V,ಕೂಡಿಸು,зв’язати
887,bedecken::V,ಮುಚ್ಚು,покрити
888,aufhängen::V,ತೂಗುಹಾಕು,повісити
889,anzünden::V,ಹತ್ತಿಸು,запалити
890,aufheben::V,ಆಯಿ,підняти
891,zurücklassen::V,ಬಿಡು,залишити
892,verlieren::V,ಕಳೆ,загубити
893,fallen lassen::V,ಬೀಳಿಸು,упустити
894,machen::V,ಮಾಡು,зробити
895,herstellen::V,ತಯಾರಿಸು,виготовити
896,bauen::V,ಕಟ್ಟು,будувати
897,reparieren::V,ಸರಿಪಡಿಸು,лагодити
898,verbessern::V,ತಿದ್ದು,поліпшити
899,ändern::V,ಬದಲಾಯಿಸು,змінити
900,graben::V,ಅಗೆ,копати
901,beugen::V,ಬಗ್ಗಿಸು,зігнути
902,biegen::V,ಬಗ್ಗಿಸು,погнути
903,drehen::V,ತಿರುಗು,вертіти
904,wenden::V,ತಿರುಗು,повернути
905,umdrehen::V,ತಿರುಗಿಸು,перевернути
906,heben::V,ಎತ್ತು,піднімати
907,hochheben::V,ಎತ್ತು,підняти
908,ergreifen::V,ಆಕ್ರಮಿಸು,схопити
909,halten::V,ಹಿಡಿ,тримати
910,drücken::V,ಒತ್ತು,натискати
911,schieben::V,ನೂಕು,пхати
912,schieben::V,ನೂಕು,штовхати
913,kratzen::V,ತರಚಿಕೊಳ್ಳು,шкребти
914,lecken::V,ನೆಕ್ಕು,лизати
915,beißen::V,ಕಚ್ಚು,кусати
916,abreißen::V,ಹರಿ,відірвати
917,abschneiden::V,ಕತ್ತರಿಸು,відрізати
918,binden::V,ಕಟ್ಟು,в’язати
919,stecken::V,ಸಿಕ್ಕಿಸು,увіткнути
920,brechen::V,ಮುರಿ,зламати
921,klopfen::V,ತಟ್ಟು,стукати
922,hauen::V,ಹೊಡೆ,бити
923,kleben::V,ಅಂಟಿಸು,клеїти
924,reiben::V,ಉಜ್ಜು,терти
925,streichen::V,ಹರಡು,намазати
926,schleifen::V,ಮಸೆ,точити
927,schneiden::V,ಕತ್ತರಿಸು,різати
928,rütteln::V,ಕುಲುಕಿಸು,хитати
929,schütteln::V,ಅಲುಗಿಸು,трясти
930,schwenken::V,ತೂಗಾಡು,махати
931,schütten::V,ಎರೆ,налити
932,füllen::V,ತುಂಬಿಸು,наповнити
933,einwickeln::V,ಹೊದಿಸು,загорнути
934,tragen::V,ಹೊರು,нести
935,schleppen::V,ಜಗ್ಗು,тягти
936,ziehen::V,ಎಳೆ,тягнути
937,aufbewahren::V,ಇಟ್ಟುಕೊ,зберігати
938,werfen::V,ಎಸೆ,кидати
939,fangen::V,ಹಿಡಿ,ловити
940,packen::V,ಸೆಳೆ,схопити
941,verstecken::V,ಮುಚ್ಚಿಡು,сховати
942,teilen::V,ವಿಭಜಿಸು,розділити
943,schicken::V,ಕಳುಹಿಸು,посилати
944,bringen::V,ತರು,принести
945,hinzufügen::V,ಕೂಡಿಸು,додати
946,bekommen::V,ಸಂಪಾದಿಸು,дістати
947,erhalten::V,ಪಡೆ,одержати
948,nehmen::V,ಹಿಡಿ,взяти
949,wählen::V,ಆರಿಸು,вибрати
950,auswählen::V,ಆಯಿ,відібрати
951,bewahren::V,ರಕ್ಷಿಸಿಡು,зберегти
952,behindern::V,ಅಡ್ಡಿಮಾಡು,перешкоджати
953,verderben::V,ಕೆಡಿಸು,зіпсувати
954,beschädigen::V,ಹಾಳುಮಾಡು,зашкодити
955,zerbrechen::V,ಮುರಿ,розбити
956,zerreißen::V,ಸೀಳು,розірвати
957,zerstören::V,ಅಳಿಸು,зруйнувати
958,verbrennen::V,ಸುಡು,спалити
959,geben::V,ಕೊಡು,дати
960,reichen::V,ಕೊಡು,передати
961,schenken::V,ಅರ್ಪಿಸು,дарувати
962,versprechen::V,ವಾಗ್ದಾನಮಾಡು,обіцяти
963,wünschen::V,ಬಯಸು,бажати
964,loben::V,ಹೊಗಳು,хвалити
965,küssen::V,ಚುಂಬಿಸು,цілувати
966,wiegen::V,ತೂಗು,качати
967,zudecken::V,ಹಾಸು,накрити
968,wecken::V,ಎಬ್ಬಿಸು,розбудити
969,zeigen::V,ತೋರಿಸು,показати
970,führen::V,ದಾರಿತೋರಿಸು,вести
971,lehren::V,ಕಲಿಸು,вчити
972,unterrichten::V,ಬೋಧಿಸು,викладати
973,aufziehen::V,ಸಲಹು,виховати
974,leiten::V,ಮುಂದಾಳಾಗಿರು ,керувати
975,antreiben::V,ಓಡಿಸು,підганяти
976,lassen::V,ಮಾಡಲುಬಿಡು,змусити
977,einladen::V,ಆಹ್ವಾನಿಸು,запросити
978,vereinigen::V,ಒಂದಾಗು,об’єднати
979,besuchen::V,ಭೇಟಿಯಾಗು,завітати
980,besuchen::V,ಭೇಟಿಯಾಗು,відвідати
981,treffen::V,ಸಂಧಿಸು,зустріти
982,sich versammeln::V,ನೆರೆ,зібратися
983,spielen::V,ಆಡು,грати
984,singen::V,ಹಾಡು,співати
985,tanzen::V,ಕುಣಿ,танцювати
986,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,розлучитися
987,verlassen::V,ಕಳೆ,покинути
988,retten::V,ರಕ್ಷಿಸು,врятувати
989,bewachen::V,ಕಾಪಾಡು,охороняти
990,schützen::V,ಸಂರಕ್ಷಿಸು,уберігати
991,verteidigen::V,ಕಾಪಿಡು,захистити
992,sich schlagen::V,ಕಿತ್ತಾಟ,битися
993,sich schlagen::V,ಕಿತ್ತಾಟ,дратися
994,schießen::V,ಎಸೆ,стріляти
995,siegen::V,ಗೆಲ್ಲು,перемогти
996,ärgern::V,ರೇಗಿಸು,сердити
997,schlagen::V,ಹೊಡೆ,ударити
998,treten::V,ಒದೆ,штовхати
999,stechen::V,ಚುಚ್ಚು,вколоти
1000,stoßen::V,ತಳ್ಳು,штовхнути
1001,stehlen::V,ಕದಿ,украсти
1002,stören::V,ಕತಕು,перешкодити
1003,belästigen::V,ತೊಂದರೆ,докучати
1004,verbergen::V,ಮರೆಮಾಜು,сховати
1005,täuschen::V,ಠಕ್ಕಿಸು,обдурити
1006,betrügen::V,ವಂಚಿಸು,зшахраювати
1007,töten::V,ಕೊಲ್ಲು,убити
1008,wohnen::V,ವಾಸಿಸು,жити
1009,wohnen::V,ವಾಸಿಸು,мешкати
1010,arbeiten::V,ಕೆಲಸ ಮಾಡು,працювати
1011,sammeln::V,ಸಂಚಯಿಸು,зібрати
1012,pflücken::V,ಬಿಡಿಸು,зривати
1013,jagen::V,ಬೇಟೆಯಾಡು,полювати
1014,fischen::V,ಮೀನು ಹಿಡಿ,рибалити
1015,fassen::V,ಹಿಡಿ,піймати
1016,hüten::V,ಗುಂಪುಸೇರಿಸು,пасти
1017,treiben::V,ದಬ್ಬು,гнати
1018,anbinden::V,ಬಿಗಿ,прив’язати
1019,füttern::V,ಮೇಯಿಸು,годувати
1020,füttern::V,ಮೇಯಿಸು,харчувати
1021,melken::V,ಹಾಲು ಕರೆ,доїти
1022,hacken::V,ತುಂಡರಿಸು,рубати
1023,gießen::V,ನೀರುಹಾಕು,полити
1024,reifen::V,ಕಳಿ,дозріти
1025,zubereiten::V,ಅಡಿಗೆಮಾಡು,зготовити
1026,zubereiten::V,ಅಡಿಗೆಮಾಡು,приготувати
1027,kochen::V,ಅಡು,варити
1028,kochen::V,ಅಡು,готувати
1029,backen::V,ಬೇಯಿಸು,пекти
1030,braten::V,ಕರಿ,смажити
1031,umrühren::V,ಕಲಕು,переміщати
1032,stricken::V,ಹೆಣೆ,в’язати
1033,nähen::V,ಹೊಲಿ,шити
1034,färben::V,ಬಣ್ಣ ಹತ್ತು,пофарбувати
1035,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,очистити
1036,waschen::V,ತೊಳೆ,мити
1037,abwischen::V,ಒರಸು,витерти
1038,spülen::V,ಗಲಬರಿಸು,полоскати
1039,fegen::V,ಗುಡಿಸು,підмітати
1040,kehren::V,ಗುಡಿಸು,мести
1041,baden::V,ಸ್ನಾನಮಾಡು,купатися
1042,sich waschen::V,ತೊಳೆ,митися
1043,ausziehen::V,ಬಿಚ್ಚು,зняти
1044,anziehen::V,ಹಾಕು,надіти
1045,sich anziehen::V,ಹಾಕು,одягтися
1046,sich anziehen::V,ಹಾಕು,одягнутися
1047,kämmen::V,ಬಾಚು,зачесати
1048,schmücken::V,ಅಲಂಕರಿಸು,оздобити
1049,sagen::V,ಹೇಳು,сказати
1050,sprechen::V,ನುಡಿ,говорити
1051,reden::V,ನುಡಿ,розмовляти
1052,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,бесідувати
1053,fragen::V,ವಿಚಾರಿಸು,запитати
1054,bitten::V,ಬೇಡು,просити
1055,erzählen::V,ಹೇಳು,розповісти
1056,mitteilen::V,ತಿಳಿಸು,повідомити
1057,nennen::V,ಹೆಸರಿಡು,назвати
1058,rufen::V,ಕರೆ,кликати
1059,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,хвалитися
1060,übersetzen::V,ಭಾಷಾಂತರಿಸು,перекласти
1061,denken::V,ಯೋಚಿಸು,думати
1062,denken::V,ಯೋಚಿಸು,мислити
1063,glauben::V,ನಂಬು,вірити
1064,bemerken::V,ಗಮನಿಸು,помітити
1065,erkennen::V,ಗುರುತುಹಿಡಿ,пізнати
1066,begreifen::V,ಗ್ರಹಿಸು,осягнути
1067,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,почути
1068,lernen::V,ಕಲಿ,навчатися
1069,wissen::V,ಅರಿ,знати
1070,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,пам’ятати
1071,vergessen::V,ಮರೆತುವಿಡು,забути
1072,messen::V,ಅಳೆ,міряти
1073,zählen::V,ಗಣಿಸು,лічити
1074,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,рахувати
1075,lesen::V,ಓದು,читати
1076,malen::V,ಬಿಡಿಸು,малювати
1077,zeichnen::V,ಬಿಡಿಸು,рисувати
1078,schreiben::V,ಬರೆ,писати
1079,besitzen::V,ಒಡೆಯನಾಗಿರು,мати
1080,kaufen::V,ಕೊಳ್ಳು,купити
1081,verkaufen::V,ಕೊಡು,продати
1082,bezahlen::V,ಬೆಲೆತೆರು,заплатити
1083,zahlen::V,ಹಣವನ್ನುಕೊಡು,платити
1084,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,володіти
1085,ertragen::V,ಸಹಿಸು,витерпіти
