,Concept_ID,cv,mdf
714,grau::A,кӑвак,уле
715,bunt::A,чӑпар,сёрмав
716,billig::A,йӳнӗ,у́цез
717,billig::A,йӳнӗ,аф пи́тни
718,teuer::A,хаклӑ,пи́тни
719,wertvoll::A,паха,питни
720,blind::A,суккӑр,сокор
721,taub::A,хӑлхасӑр,пярав
722,kräftig::A,хӑватлӑ,пяк вии
723,stark::A,вирлӗ,вии
724,schwach::A,халсӑр,лафча
725,fett::A,самӑр,куя́
726,fett::A,мӑнтӑр,куя́
727,schlank::A,йӑрӑс,виде ронга
728,schlank::A,яштака,виде ронга
729,hübsch::A,хитре,мазы
730,böse::A,усал,кяжи
731,dumm::A,ухмах,аф ёню
732,dumm::A,ухмах,шава пря
733,faul::A,наян,нола
734,faul::A,юлхав,нола
735,faul::A,ӳркенчӗк,нола
736,fleißig::A,хастар,ку́лхцонды
737,geizig::A,хытӑ,кирьжя
738,geizig::A,хытӑ,жаднай
739,klug::A,ӑслӑ,ёню
740,klug::A,ӑслӑ,пря́ви
741,geschickt::A,ӑста,маштозь тиф
742,lieb::A,савнӑ,цебярь
743,lustig::A,хаваслӑ,ра́хси
744,sanft::A,ачаш,сетьме
745,hungrig::A,выҫӑ,вача
746,hungrig::A,выҫӑ,вачеда
747,krank::A,чирлӗ,сяряди
748,nackt::A,ҫара,штада
749,nackt::A,ҫара,кърхтапа
750,traurig::A,салхуллӑ,ла́жнай
751,lebendig::A,чӗрӗ,эряй
752,gut::A,аван,пара
753,gut::A,аван,цебярь
754,gut::A,лайӑх,пара
755,gut::A,лайӑх,цебярь
756,schlecht::A,япӑх,кальдяв
757,schlecht::A,начар,кальдяв
758,richtig::A,тӗрӗс,виде
759,schlimm::A,йӗрӗнчӗк,кальдяв
760,wahr::A,чӑн,афкуксонь
761,alt::A,кивӗ,ташта
762,neu::A,ҫӗнӗ,од
763,ehemalig::A,пулнӑ,и́нгольдень
764,alt[Lebewesen]::A,ватӑ,сире
765,jung::A,яш,од
766,jung::A,ҫамрӑк,од
767,arm::A,чухӑн,а́шу
768,reich::A,пуян,козя
769,bekannt::A,пӗлӗш,содаф
770,berühmt::A,чаплӑ,содавикс
771,fremd::A,ют,лия
772,fremd::A,ют,аф содаф
773,verschieden::A,расна,аф фкя ла́цонь
774,nah::A,ҫывӑх,мала
775,nah::A,ҫывӑх,аф ичкоздень
776,nah::A,ҫывӑхри,мала
777,nah::A,ҫывӑхри,аф ичкоздень
778,fern::A,инҫе,и́чкоздень
779,fern::A,инҫе,куна́рдонь
780,fern::A,аякри,и́чкоздень
781,fern::A,аякри,куна́рдонь
782,linker::A,сулахай,кержи
783,rechter::A,сылтӑм,види
784,anderer::A,урӑх,лия
785,erster::A,пӗрремӗш,васенце
786,zweiter::A,иккӗмӗш,омбоце
787,dritter::A,виҫҫӗмӗш,колмоце
788,letzter::A,юлашки,ме́кольце
789,allein::ADV,пӗччен,ськамонза
790,auf einmal::ADV,кӗмӗрккен,вихцок
791,zusammen::ADV,пӗрле,марс
792,zusammen::ADV,пӗрле,ма́рса
793,lange::ADV,вӑрах,кува́тьс
794,plötzlich::ADV,сасартӑк,а́пак учт
795,sofort::ADV,тӳрех,тяникиге
796,später::ADV,кайран,ме́ле
797,jetzt::ADV,халь,тяни
798,jetzt::ADV,халӗ,тяни
799,heute::ADV,паян,тячи
800,morgen::ADV,ыран,ва́нды
801,bald::ADV,халех,курок
802,bald::ADV,кӗҫех,курок
803,dann::ADV,унтан,меле
804,dann::ADV,унтан,сяда меле
805,gestern::ADV,ӗнер,ися́к
806,einst::ADV,пӗррехинче,весть
807,einst::ADV,пӗррехинче,мзя́рда-бди
808,damals::ADV,ун чухне,эста
809,damals::ADV,апла пулсан,эста
810,danach::ADV,унтан,меле
811,vorher::ADV,малтан,инголи
812,zuerst::ADV,пирвай,ва́сенда
813,einmal::ADV,пӗррехинче,весть
814,manchmal::ADV,хӑш чухне,лия́ста
815,manchmal::ADV,хӑш чухне,ко́ста-ко́ста
816,oft::ADV,тӑтӑш,си́деста
817,immer::ADV,ялан,фалу
818,immer::ADV,ялан,най
819,niemals::ADV,нихӑҫан та,аф мзя́рдонга
820,hier::ADV,кунта,тяса
821,hierhin::ADV,кунта,сей
822,hierhin::ADV,кунта,тяза
823,von hier::ADV,кунтан,тя́ста
824,dort::ADV,унта,тоса
825,dort::ADV,ҫавӑнта,тоса
826,dorthin::ADV,унта,тов
827,dorthin::ADV,унта,тоза
828,dorthin::ADV,ҫавӑнта,тов
829,dorthin::ADV,ҫавӑнта,тоза
830,geradeaus::ADV,тикӗс,ви́деста
831,vorwärts::ADV,малалла,и́нголи
832,rückwärts::ADV,хыҫала,ме́ки
833,zurück::ADV,каялла,ме́ки
834,unten::ADV,аялта,ала
835,hinab::ADV,аялта,алу
836,oben::ADV,ҫӳлте,вяре
837,hinauf::ADV,ҫӳле,вяри
838,überall::ADV,таҫта та,се́мбе ва́стова
839,überall::ADV,пур ҫӗрте те,се́мбе ва́стова
840,überall::ADV,кирек ӑҫта та,се́мбе ва́стова
841,nicht::ADV,мар,аф
842,ein wenig::ADV,пӑртак,аф лама
843,kaum::ADV,аран,а́ньцек
844,sehr::ADV,питӗ,пяк
845,so::ADV,апла,ста́не
846,noch::ADV,татах,нинге
847,nur::ADV,ҫех,аньцек
848,schon::ADV,ӗнтӗ,ни
849,wieder::ADV,каллех,та́га
850,vergebens::ADV,харам,стак
851,vor::PRP,умӗнче,инголе
852,hinter::PRP,кайра,фтала
853,hinter::PRP,кайра,мельге
854,unter::PRP,айне,ала
855,unter::PRP,айӗпе,ала
856,unter::PRP,айӗнче,ала
857,unter::PRP,ҫитеспе,ала
858,durch::PRP,витӗр,пачк
859,neben::PRP,патӗнче,ваксса
860,zwischen::PRP,хушшинче,ёткса
861,wegen::PRP,пула,сюнеда
862,wegen::PRP,пирки,сюнеда
863,dies::PRN,ку,тя
864,dies::PRN,ҫак,тя
865,das::PRN,ҫав,ся
866,das::PRN,ҫав,тона
867,alles::PRN,пурте,сембе
868,alles::PRN,йӑлт,сембе
869,ich::PRN,эп,мон
870,du::PRN,эс,тон
871,er::PRN,вӑл,сон
872,wir::PRN,эпир,минь
873,ihr::PRN,эсир,тинь
874,sie::PRN,вӗсем,синь
875,was::FPRN,мӗн,мезе
876,was::FPRN,мӗскер,мезе
877,was::FPRN,мӗн те пулин,мезе
878,wer::FPRN,кам,кие
879,wo::FADV,ӑҫта,коса
880,wohin::FADV,ӑҫта,ков
881,wohin::FADV,ӑҫта,коза
882,wie::FADV,епле,ко́да
883,wie::FADV,мӗнле,ко́да
884,warum::FADV,ма,мес
885,warum::FADV,мӗншӗн,мес
886,wieviel::FNUM,миҫе,мзя́ра
887,eins::NUM,пӗр,фкя
888,eins::NUM,пӗрре,фкя
889,zwei::NUM,ик,кафта
890,zwei::NUM,икӗ,кафта
891,zwei::NUM,иккӗ,кафта
892,drei::NUM,виҫ,колма
893,drei::NUM,виҫӗ,колма
894,drei::NUM,виҫҫӗ,колма
895,vier::NUM,тӑват,ниле
896,fünf::NUM,пилӗк,вете
897,fünf::NUM,пиллӗк,вете
898,sechs::NUM,улт,кота
899,sechs::NUM,ултӑ,кота
900,sechs::NUM,улттӑ,кота
901,sieben::NUM,ҫич,сисем
902,sieben::NUM,ҫичӗ,сисем
903,sieben::NUM,ҫиччӗ,сисем
904,acht::NUM,сакӑр,кафкса
905,acht::NUM,саккӑр,кафкса
906,neun::NUM,тӑхӑр,ве́йхкса
907,neun::NUM,тӑххӑр,ве́йхкса
908,zehn::NUM,вунӑ,кемонь
909,zehn::NUM,вуннӑ,кемонь
910,elf::NUM,вун пӗр,кефкие
911,zwölf::NUM,вун ик,кемгафтува
912,zwölf::NUM,вун икӗ,кемгафтува
913,zwölf::NUM,вун иккӗ,кемгафтува
914,zwanzig::NUM,ҫирӗм,комсь
915,dreißig::NUM,вӑтӑр,колмогемонь
916,vierzig::NUM,хӗрӗх,нильге́монь
917,fünfzig::NUM,аллӑ,ве́дьгемонь
918,sechzig::NUM,утмӑл,ко́дгемонь
919,siebzig::NUM,ҫитмӗл,сизьге́монь
920,achtzig::NUM,сакӑр вунӑ,ка́фксогемонь
921,achtzig::NUM,сакӑр вуннӑ,ка́фксогемонь
922,neunzig::NUM,тӑхӑр вун,ве́йхксогемонь
923,neunzig::NUM,тӑхӑр вунӑ,ве́йхксогемонь
924,neunzig::NUM,тӑхӑр вуннӑ,ве́йхксогемонь
925,hundert::NUM,ҫӗр,сяда
926,tausend::NUM,пин,тёжянь
927,und::CNJ,та,и
928,und::CNJ,та,дъ
929,oder::CNJ,е,или
930,oder::CNJ,е,али
931,stehen::V,тӑр,а́щемс стя́да
932,sitzen::V,лар,ащемс озада
933,liegen::V,вырт,ма́дозь а́щемс
934,hängen::V,усӑнса тӑр,нюрьгомс
935,hängen::V,ҫакӑнса тӑр,нюрьгомс
936,werden::V,пул,арамс
937,werden::V,пул,тиевомс
938,passieren::V,пул,лисэмс
939,passieren::V,пул,эвондамс
940,beginnen::V,пуҫлан,ушедомс
941,enden::V,пӗт,лоткамс
942,enden::V,вӗҫлен,лоткамс
943,wechseln::V,улшӑн,по́лафнемс
944,aufgehen[Sonne]::V,тух,стямс
945,aufgehen[Sonne]::V,тух,лисемс
946,untergehen[Sonne]::V,анса лар,валгомс
947,scheinen[Sonne]::V,пӑх,ва́лдоптомс
948,donnern::V,кӗмсӗртет,торамс
949,donnern::V,авӑт,торамс
950,wehen::V,варкӑш,уфа́мс
951,strömen::V,тӑкӑн,шудемс
952,fließen::V,юх,шудемс
953,sich drehen::V,ҫаврӑн,шаромс
954,schwanken::V,чӳхен,якамс
955,schwingen::V,суллан,люксемс
956,schwingen::V,суллан,нюрьсемс
957,fallen::V,кип,прамс
958,fallen::V,кип,прашендомс
959,fallen::V,тӳр кип,прамс
960,fallen::V,тӳр кип,прашендомс
961,fallen::V,татӑлса ан,прамс
962,fallen::V,татӑлса ан,прашендомс
963,brennen::V,ҫун,паломс
964,rauchen::V,мӑкӑрлан,качадомс
965,rauchen::V,тӗтӗм кӑлар,качадомс
966,regnen::V,ҫумӑр ҫӑвать,пиземс
967,gefrieren::V,шӑн,эйндамс
968,gefrieren::V,шӑн,кельмомс
969,tauen::V,ирӗл,соламс
970,schmelzen::V,ирӗл,соламс
971,trocknen::V,тип,коськомс
972,sieden::V,вӗре,лакамс
973,faulen::V,ҫӗр,наксадомс
974,verfaulen::V,ҫӗр,наксадомс
975,reißen::V,ҫурӑл,сязевомс
976,versinken::V,пут,ваямс
977,vergehen::V,ирт,ётамс
978,erscheinen::V,курӑн,эвондамс
979,erscheinen::V,курӑнса кай,эвондамс
980,verschwinden::V,ҫухал,юма́мс
981,sinken::V,чак,валгомс
982,abnehmen::V,чак,киремс
983,zunehmen::V,пысӑклан,ламокстомс
984,zunehmen::V,пысӑклан,рашнемс
985,steigen::V,ҫӗклен,кеподемс
986,wachsen::V,ӳс,касомс
987,glänzen::V,ҫиҫ,цинзелдомс
988,glänzen::V,ҫиҫ,цифордомс
989,funkeln::V,ялкӑш,ци́фтордомс
990,funkeln::V,йӑлтӑртат,ци́фтордомс
991,lärmen::V,шавла,жалнамс
992,läuten::V,шӑнкӑравла,гайфтемс
993,klingeln::V,шӑнкӑравла,гайфтемс
994,klirren::V,калтлат,ка́нзеркшнемс
995,klirren::V,шӑнкӑлтат,ка́нзеркшнемс
996,brausen::V,ахӑр,жоледемс
997,rauschen::V,вашӑлтат,вжнамс
998,rauschen::V,вашӑлтат,гамнамс
999,rauschen::V,чашӑлтат,вжнамс
1000,rauschen::V,чашӑлтат,гамнамс
1001,klingen::V,янӑра,кайгомс
1002,bellen::V,вӗр,ува́мс
1003,heulen::V,ула,сувомс
1004,heulen::V,ула,урнамс
1005,blasen::V,вӗр,уфа́мс
1006,pfeifen::V,шӑхӑр,вяшкомс
1007,schreien::V,кӑшкӑр,пешкодомс
1008,stöhnen::V,йынӑш,куфцемс
1009,zittern::V,чӗтре,таромс
1010,leben::V,пурӑн,эрямс
1011,geboren werden::V,ҫурал,шачемс
1012,atmen::V,сывла,ажнамс
1013,trinken::V,ӗҫ,симомс
1014,essen::V,ҫи,ярхцамс
1015,schlucken::V,ҫӑт,нилемс
1016,müde werden::V,ӗшен,сиземс
1017,einschlafen::V,ыйха пут,матодовомс
1018,einschlafen::V,ҫывӑрса кай,матодовомс
1019,schlafen::V,ҫывӑр,удомс
1020,aufwachen::V,вӑран,съргоземс
1021,aufstehen::V,тӑр,стямс
1022,sich erholen::V,кан,ваймосемс
1023,krank werden::V,чирле,сярядькстомс
1024,krank sein::V,чирле,сярядемс
1025,schmerzen::V,сур,сярядемс
1026,schmerzen::V,ырат,сярядемс
1027,husten::V,ӳсӗр,козомс
1028,genesen::V,сывал,пъ́чкамс
1029,genesen::V,тӳрлен,пъ́чкамс
1030,sterben::V,вил,куломс
1031,umkommen::V,вил,юма́мс
1032,sich bewegen::V,куҫ,шаштомс
1033,sich rühren::V,хускал,сърхка́мс
1034,sich erheben::V,тӑр,стямс
1035,sich setzen::V,лар,озамс
1036,hinfallen::V,ӳк,прамс
1037,hinfallen::V,ӳк,сяворемс
1038,laufen::V,ут,якамс
1039,schreiten::V,ут,молемс
1040,schreiten::V,ут,аськолямс
1041,spazierengehen::V,уҫӑлса ҫӳре,якамс
1042,spazierengehen::V,уткаласа ҫӳре,якамс
1043,eilen::V,васка,эряскодомс
1044,eilen::V,хыпалан,эряскодомс
1045,sich beeilen::V,васка,эряскодомс
1046,sich beeilen::V,хыпалан,эряскодомс
1047,sausen::V,ыткӑн,лиемс
1048,sausen::V,вӗҫтер,лиемс
1049,rennen::V,чуп,арнемс
1050,springen::V,сик,комотнемс
1051,klettern::V,улӑх,ку́цемс
1052,schaukeln::V,йӳрӗн,нюрямс
1053,kriechen::V,шу,шаштомс комада
1054,kriechen::V,упален,шаштомс комада
1055,schwimmen::V,иш,уемс
1056,tauchen::V,чӑм,юпиемс
1057,tauchen::V,чӑм,чёпафнемс
1058,rudern::V,авӑс,па́немс ве́неж
1059,fahren::V,пыр,ардомс
1060,fliegen::V,вӗҫ,лиемс
1061,gehen::V,кай,молемс
1062,weggehen::V,кай,тумс
1063,abfahren::V,тапран,тумс
1064,anhalten::V,чарӑн,лоткамс
1065,hineingehen::V,кӗр,сува́мс
1066,eintreten::V,кӗр,сува́мс
1067,kommen::V,кил,самс
1068,ankommen::V,ҫит,самс
1069,ankommen::V,ҫит,пачкодемс
1070,zurückkommen::V,таврӑн,мърдамс
1071,zurückkommen::V,каялла кил,мърдамс
1072,bleiben::V,юл,иля́домс
1073,warten::V,кӗт,учемс
1074,erwarten::V,кӗт,учемс
1075,suchen::V,шыра,вешемс
1076,finden::V,туп,мумс
1077,versuchen::V,пикен,варчсемс
1078,vorbereiten::V,хатӗрле,анокламс
1079,lieben::V,юрат,кельгомс
1080,mögen::V,кӑмӑлла,кельгомс
1081,mögen::V,килӗштер,кельгомс
1082,lachen::V,кул,рахамс
1083,lachen::V,кул,рахсемс
1084,lachen::V,ахӑлтат,рахамс
1085,lachen::V,ахӑлтат,рахсемс
1086,rühren::V,ҫулӑх,токамс седи
1087,weinen::V,йӗр,авардемс
1088,weinen::V,макӑр,авардемс
1089,schimpfen::V,вӑрҫ,сюцемс
1090,schimpfen::V,ятлаҫ,сюцемс
1091,sich ärgern::V,ҫиллен,кяжиямс
1092,sich fürchten::V,шиклен,пелемс
1093,fürchten::V,хӑра,пелемс
1094,fliehen::V,тар,ворьгодемс
1095,flüchten::V,чупса тар,ша́домс
1096,flüchten::V,чупса тар,во́рьгодемс
1097,sehen::V,кур,няемс
1098,anschauen::V,пӑхса ил,ваномс
1099,ansehen::V,пӑх,ваномс
1100,hören::V,илт,марямс
1101,zuhören::V,итле,ку́лхдоньомс
1102,zuhören::V,тӑнла,ку́лхдоньомс
1103,probieren::V,астив,варжамс
1104,riechen::V,шӑршла,никса́мс
1105,fühlen::V,туй,марямс
1106,fühlen::V,сис,марямс
1107,scheinen::V,туйӑн,ня́евомс
1108,zu sehen sein::V,курӑн,ня́евомс
1109,vernehmen::V,пӑл,марямс
1110,frieren::V,йӳтен,паломс
1111,frieren::V,йӳтен,кельмомс
1112,tun::V,ту,тиемс
1113,können::V,пултар,маштомс
1114,wollen::V,те,-не-
1115,anfangen::V,пуҫла,ушедомс
1116,beenden::V,пӗтер,аде́ламс
1117,aufhören::V,пӑрах,лоткамс
1118,gelingen::V,ӑн,удалакшнемс
1119,geraten::V,пул,лисемс
1120,öffnen::V,уҫ,панжемс
1121,schließen::V,хуп,сёлгомс
1122,stellen::V,ларт,путомс
1123,stellen::V,тӑрат,путомс
1124,setzen::V,ларт,озафнемс
1125,setzen::V,ларт,озавтнемс
1126,legen::V,хур,путомс
1127,berühren::V,перӗн,токамс
1128,verbinden::V,сып,сотомс
1129,bedecken::V,вит,комачамс
1130,bedecken::V,вит,вельхтямс
1131,aufhängen::V,ҫак,повфтамс
1132,anzünden::V,ҫут,крьвя́стемс
1133,aufheben::V,ҫӗкле,кеподемс
1134,aufheben::V,ҫӗкле,касфтомс
1135,zurücklassen::V,манса хӑвар,ка́домс
1136,verlieren::V,ҫӗтер,юма́фтомс
1137,fallen lassen::V,ӳкер,прафтомс
1138,machen::V,ту,тиемс
1139,herstellen::V,ӑстала,анокламс
1140,bauen::V,ту,путомс
1141,reparieren::V,юса,петемс
1142,verbessern::V,лайӑхлат,цебярьгофтомс
1143,ändern::V,улӑштар,полафтомс
1144,graben::V,чав,шу́вомс
1145,graben::V,чав,та́ргамс
1146,graben::V,чакала,шу́вомс
1147,graben::V,чакала,та́ргамс
1148,beugen::V,кукӑрт,мяндемс
1149,biegen::V,ав,комафтомс
1150,biegen::V,кукӑрт,комафтомс
1151,drehen::V,ҫавӑр,шо́вамс
1152,drehen::V,ҫавӑр,ша́рфнемс
1153,wenden::V,ӳпӗнтер,ша́рфтомс
1154,umdrehen::V,ҫавӑр,шарфтомс
1155,heben::V,хӑпарт,ке́подемс
1156,hochheben::V,йӑт,ке́подемс
1157,hochheben::V,йӑт,ка́сфтомс
1158,ergreifen::V,тыт,фатямс
1159,halten::V,тыт,кирдемс
1160,drücken::V,пус,люпшта́мс
1161,schieben::V,тӗк,шашфтомс
1162,schieben::V,тӗрт,шашфтомс
1163,kratzen::V,хыр,а́нгорямс
1164,kratzen::V,хыр,киськоря́мс
1165,lecken::V,ҫула,нолсемс
1166,beißen::V,ҫырт,сускомс
1167,beißen::V,хып,сускомс
1168,abreißen::V,тат,сяземс
1169,abschneiden::V,кас,керомс
1170,binden::V,ҫых,сотомс
1171,stecken::V,чик,сялгомс
1172,brechen::V,хуҫ,си́ннемс
1173,brechen::V,хуҫ,ка́лафтомс
1174,klopfen::V,такка,чакамс
1175,klopfen::V,такка,чакиемс
1176,hauen::V,шакка,шавомс
1177,hauen::V,шакка,пиксомс
1178,kleben::V,ҫыпӑҫтар,пе́тфнемс
1179,reiben::V,сӑтӑр,шо́вамс
1180,streichen::V,сӗр,вадемс
1181,schleifen::V,хӑйра,шо́вамс
1182,schneiden::V,кас,керомс
1183,rütteln::V,лӑка,та́рфтомс
1184,rütteln::V,силлентер,та́рфтомс
1185,schütteln::V,лӑка,шука́демс
1186,schütteln::V,силлентер,шука́демс
1187,schwenken::V,сулла,яфодемс
1188,schütten::V,тултар,каямс
1189,schütten::V,тултар,нюрьхтя́мс
1190,füllen::V,тултар,пяшкодемс
1191,einwickeln::V,чӗрке,тапардамс
1192,tragen::V,ҫӗкле,кандомс
1193,schleppen::V,сӗтӗр,ускомс
1194,ziehen::V,тӑс,ускомс
1195,aufbewahren::V,усра,ванфтомс
1196,werfen::V,пӑрах,ёрямс
1197,fangen::V,тыт,кунда́мс
1198,packen::V,тыт,фатямс
1199,verstecken::V,пытарса хур,кяшемс
1200,teilen::V,уйӑр,явомс
1201,teilen::V,пайла,явомс
1202,schicken::V,яр,кучемс
1203,bringen::V,кӳр,кандомс
1204,bringen::V,кӳр,пачфтемс
1205,hinzufügen::V,хуш,пу́томс та́га
1206,hinzufügen::V,хуш,ма́ксомс та́га
1207,bekommen::V,ил,сявомс
1208,bekommen::V,туян,сявомс
1209,erhalten::V,ил,сявомс
1210,erhalten::V,туян,сявомс
1211,nehmen::V,ил,сявомс
1212,wählen::V,суйла,ко́чкамс
1213,auswählen::V,суйла,кочкамс
1214,bewahren::V,упра,ванфтомс
1215,behindern::V,кансӗрле,шорямс
1216,behindern::V,чӑрмантар,шорямс
1217,verderben::V,пӑс,коламс
1218,verderben::V,пӑс,гастямс
1219,beschädigen::V,пӑс,тиендемс зиян
1220,zerbrechen::V,ват,тапамс
1221,zerbrechen::V,ҫӗмӗр,тапамс
1222,zerreißen::V,ҫур,сяземс
1223,zerstören::V,иш,ка́лафтомс
1224,verbrennen::V,ҫунтар,пълхта́мс
1225,geben::V,пар,ма́ксомс
1226,reichen::V,пар,максомс
1227,schenken::V,парнеле,каземс
1228,versprechen::V,тума пул,ма́ксомс вал
1229,versprechen::V,сӑмах пар,ма́ксомс вал
1230,wünschen::V,сун,арьсемс
1231,loben::V,ырла,шна́мс
1232,küssen::V,чуп ту,палсемс
1233,wiegen::V,сиктер,нюря́фтомс
1234,wiegen::V,силле,нюря́фтомс
1235,zudecken::V,вит,вельхтямс
1236,wecken::V,вӑрат,стя́фтомс
1237,wecken::V,вӑрат,съ́ргозьфтемс
1238,zeigen::V,кӑтарт,няфтемс
1239,führen::V,илсе пыр,вятемс
1240,führen::V,ҫавӑтса пыр,вятемс
1241,lehren::V,вёрент,тонафтомс
1242,unterrichten::V,вёрент,тонафтомс
1243,aufziehen::V,вӗрент,касфтомс
1244,leiten::V,тытса пыр,вятемс
1245,antreiben::V,васкат,вятемс
1246,lassen::V,пусахла,кошардомс
1247,lassen::V,хуш,кошардомс
1248,einladen::V,чӗн,тердемс
1249,einladen::V,чӗн,серьгядемс
1250,vereinigen::V,пӗрлештер,пуроптомс
1251,vereinigen::V,пӗрлештер,кочкамс марса
1252,besuchen::V,ҫит,варжамс
1253,besuchen::V,кӗрсе кур,варжамс
1254,treffen::V,тӗл пул,васьфтомс
1255,sich versammeln::V,пуҫтарӑн,кочкавомс
1256,spielen::V,выля,налхксемс
1257,singen::V,юрла,морамс
1258,tanzen::V,ташла,кштимс
1259,sich trennen::V,уйрӑл,явомс
1260,verlassen::V,хӑвар,кадондомс
1261,retten::V,ҫӑл,идемс
1262,retten::V,ҫӑл,араламс
1263,bewachen::V,хуралла,ваномс
1264,schützen::V,сыхла,а́раламс
1265,verteidigen::V,хӳтӗле,а́раламс
1266,sich schlagen::V,ҫапӑҫ,тюремс
1267,schießen::V,пер,ляцемс
1268,siegen::V,ҫӗн,сяськомс
1269,siegen::V,ҫӗнтер,сяськомс
1270,ärgern::V,тарӑхтар,кяжияфтомс
1271,ärgern::V,ҫиллентер,кяжияфтомс
1272,schlagen::V,ҫап,токамс
1273,treten::V,тап,тапамс
1274,stechen::V,чик,пупамс
1275,stechen::V,чик,сялгомс
1276,stoßen::V,чыш,тостядемс
1277,stehlen::V,вӑрла,саламс
1278,stören::V,кансӗрле,шорсемс
1279,belästigen::V,аптӑрат,токсамс
1280,belästigen::V,аптӑрат,аф кадомс ваймама
1281,belästigen::V,хупла,токсамс
1282,belästigen::V,хупла,аф кадомс ваймама
1283,verbergen::V,пытар,кяшемс
1284,täuschen::V,суй,васькафтомс
1285,täuschen::V,суй,кяльготнемс
1286,betrügen::V,ултала,васькафнемс
1287,töten::V,вӗлер,шавомс
1288,töten::V,вӗлер,аде́ламс
1289,wohnen::V,чуна пар,эрямс
1290,wohnen::V,парӑнса тӑр,эрямс
1291,arbeiten::V,ӗҫле,покодемс
1292,sammeln::V,пух,кочкамс
1293,sammeln::V,пух,пу́роптомс
1294,pflücken::V,тат,фатнемс
1295,pflücken::V,тат,нотфнемс
1296,jagen::V,сунара ҫӳре,кунда́мс
1297,fischen::V,пулӑ тыт,калонь кунда́мс
1298,fassen::V,тыт,кунда́мс
1299,hüten::V,кӗт,ваномс
1300,treiben::V,хӑвала,панемс
1301,anbinden::V,кӑкар,сотомс
1302,füttern::V,ҫитер,трямс
1303,füttern::V,ҫитер,а́ндомс
1304,melken::V,су,потямс
1305,hacken::V,вакла,лазондомс
1306,gießen::V,шӑвар,валомс
1307,reifen::V,пиҫ,кенеремс
1308,zubereiten::V,пӗҫер,анокламс
1309,kochen::V,пӗҫер,пидемс
1310,backen::V,пӗҫер,пидемс
1311,braten::V,ӑшала,пуштомс
1312,umrühren::V,хутӑштар,шорямс
1313,stricken::V,ҫых,кодамс
1314,nähen::V,ҫӗле,стамс
1315,färben::V,пӗвет,а́рхтомс
1316,reinigen::V,тасат,ва́ткамс
1317,reinigen::V,тасат,а́роптомс
1318,waschen::V,ҫу,муськомс
1319,abwischen::V,шӑл,нардамс
1320,spülen::V,чӳхе,оргалдомс
1321,fegen::V,шӑл,тяемс
1322,kehren::V,шӑл,тяемс
1323,baden::V,шыва кӗр,э́шелямс
1324,sich waschen::V,ҫӑвӑн,штамс
1325,ausziehen::V,салан,кайсефтемс
1326,anziehen::V,тӑхӑн,ща́фтомс
1327,sich anziehen::V,тӑхӑн,щамс
1328,kämmen::V,тура,се́ендемс
1329,schmücken::V,илемлет,на́ряжамс
1330,schmücken::V,илемлет,ма́зоптомс
1331,sagen::V,те,азомс
1332,sagen::V,те,мярьгомс
1333,sprechen::V,кала,корхтамс
1334,reden::V,сӑмахла,корхнемс
1335,reden::V,калаҫ,корхнемс
1336,sich unterhalten::V,пупле,корхнемс
1337,fragen::V,ыйт,ки́зефтемс
1338,bitten::V,ыйт,а́намс
1339,bitten::V,ыйт,ве́шемс
1340,erzählen::V,каласа пар,а́зондомс
1341,mitteilen::V,пӗлтер,азомс
1342,mitteilen::V,хыпарла,азомс
1343,nennen::V,те,лемдемс
1344,nennen::V,те,путомс лем
1345,nennen::V,чӗн,лемдемс
1346,nennen::V,чӗн,путомс лем
1347,rufen::V,чӗн,серьгядемс
1348,prahlen::V,мухтан,шна́фтомс пря́
1349,prahlen::V,вӗҫкӗнлен,шна́фтомс пря́
1350,übersetzen::V,куҫар,ётафтомс
1351,denken::V,шухӑшла,арьсемс
1352,glauben::V,ӗнен,кемамс
1353,bemerken::V,асӑрха,ня́емс
1354,erkennen::V,палла,содамс
1355,begreifen::V,ӑнлан,сатомс
1356,verstehen::V,пӗл,шарьхкодемс
1357,lernen::V,вӗрен,тонафнемс
1358,wissen::V,пӗл,со́дамс
1359,wissen::V,ӑнкар,со́дамс
1360,sich erinnern an::V,аса ил,лятфтамс
1361,vergessen::V,ман,юкстамс
1362,vergessen::V,манса кай,юкстамс
1363,messen::V,виҫ,ункснемс
1364,zählen::V,шутла,лу́вомс
1365,zählen::V,шутла,а́рьсемс
1366,rechnen::V,шутла,лувомс
1367,lesen::V,вула,лувомс
1368,lesen::V,вула,морафтомс
1369,malen::V,ӳкер,рисова́ндамс
1370,zeichnen::V,ӳкер,рисова́ндамс
1371,schreiben::V,ҫыр,сёрмадомс
1372,besitzen::V,тыт,улемс азоркс
1373,kaufen::V,ил,рамамс
1374,kaufen::V,туян,рамамс
1375,verkaufen::V,сут,мимс
1376,bezahlen::V,тӳле,пандомс
1377,zahlen::V,тӳле,па́ндомс
1378,beherrschen::V,тыт,азорондамс
1379,ertragen::V,тӳс,кирдемс
1380,Bauch::N,,пеке
