,Concept_ID,lez,he
779,beginnen::V,башламиш хьун,התחיל
780,enden::V,куьтягь хьун,הסתים
781,wechseln::V,дегиш хьун,השתנה
782,aufgehen[Sonne]::V,экъечӏун,זרח
783,untergehen[Sonne]::V,акӏун,שקע
784,scheinen[Sonne]::V,ишигь гун,בהק
785,donnern::V,къукърумар авун,רעם
786,strömen::V,авахьун,זרם
787,fließen::V,авахьун,זרם
788,sich drehen::V,элкъуьн,הסתובב
789,schwanken::V,юзун,התנודד
790,schwingen::V,галтад хьун,התנענע
791,fallen::V,аватун,נפל
792,brennen::V,кун,בער
793,brennen::V,ккун,בער
794,regnen::V,къун,ירד גשם
795,gefrieren::V,муркӏади кьун,קפא
796,tauen::V,цӏурун,נמס
797,schmelzen::V,цӏурун,התיך
798,trocknen::V,кьурун,התיבש
799,sieden::V,ругун,רתח
800,faulen::V,кутӏун,רקב
801,verfaulen::V,чуьруьтмиш хьун,רקב
802,verfaulen::V,кутӏун,רקב
803,reißen::V,атӏун,נקרע
804,reißen::V,къазунун,נקרע
805,versinken::V,батмиш хьун,טבע
806,vergehen::V,алатун,עבר
807,erscheinen::V,майдандиз акъатун,נגלה
808,erscheinen::V,майдандиз акъатун,הופיע
809,verschwinden::V,квахьун,נעלם
810,sinken::V,элекьун,ירד
811,abnehmen::V,тӏимил хьун,הפחית
812,abnehmen::V,гъвечӏи хьун,הפחית
813,zunehmen::V,артух хьун,רבה
814,steigen::V,хкаж хьун,עלה
815,wachsen::V,экъечӏун,גדל
816,glänzen::V,цӏарцӏар гун,נצץ
817,glänzen::V,цӏарцӏар гун,בהק
818,funkeln::V,нур гун,נצנץ
819,lärmen::V,ван авун,רעש
820,läuten::V,зенг ягъун,צלצל
821,klingeln::V,зенг ягъун,צלצל
822,klirren::V,зигринг авун,קרקש
823,brausen::V,къати хьун,געש
824,rauschen::V,вишриш авун,רשרש
825,klingen::V,ван авун,נשמע
826,bellen::V,элуькьун,נבח
827,heulen::V,къув ягъун,ילל
828,blasen::V,уф гун,נשף
829,pfeifen::V,уьфт ягъун,שרק
830,schreien::V,гьараюн,צעק
831,stöhnen::V,суза авун,נאנק
832,zittern::V,зурзун,רעד
833,leben::V,яшамиш хьун,חי
834,geboren werden::V,хьун,נולד
835,atmen::V,нефес чӏугун,נשם
836,trinken::V,хъун,שתה
837,essen::V,тӏуьн,אכל
838,schlucken::V,туькьуьнун,בלע
839,müde werden::V,галатун,התעיף
840,müde werden::V,юргъун хьун,התעיף
841,einschlafen::V,ксун,נרדם
842,schlafen::V,ксун,ישן
843,aufwachen::V,ахварай аватун,התעורר
844,aufstehen::V,къарагъун,קם
845,sich erholen::V,ял ягъун,נפש
846,krank werden::V,кефсуз хьун,חלה
847,krank sein::V,тӏа хьун,היה חולה
848,schmerzen::V,тӏа хьун,כאב
849,husten::V,уьгьуь ягъун,השתעל
850,genesen::V,сагъ хъхьун,הבריא
851,sterben::V,кьин,מת
852,umkommen::V,терг хьун,נספה
853,sich bewegen::V,юзун,נע
854,sich rühren::V,юзун,זז
855,sich erheben::V,къарагъун,קם
856,sich setzen::V,ацукьун,התישב
857,hinfallen::V,алукьун,נפל
858,laufen::V,къекъуьн,הלך ברגל
859,schreiten::V,ккамар къачун,פסע
860,spazierengehen::V,сейр авун,טיל
861,eilen::V,тади авун,אץ
862,eilen::V,тади авун,מהר
863,sich beeilen::V,гьерекатун,מהר
864,sausen::V,чкурун,אץ
865,rennen::V,катун,רץ
866,rennen::V,зверун,רץ
867,springen::V,хкадарун,קפץ
868,klettern::V,акьахун,טפס
869,kriechen::V,капаралди фин,זחל
870,schwimmen::V,сирнав авун,שחה
871,tauchen::V,кьилихъди циз вегьин,צלל
872,rudern::V,кьусуйралди лодка гьалун,חתר
873,rudern::V,цуьруьгъуьлдалди кӏватӏун,חתר
874,fahren::V,фин,נסע
875,fliegen::V,лув гун,עף
876,fliegen::V,цавай фин,עף
877,gehen::V,фин,הלך
878,weggehen::V,хъфин,עזב
879,abfahren::V,фин,יצא
880,abfahren::V,рекье гьатун,יצא
881,anhalten::V,акъвазун,עצר
882,hineingehen::V,гьахьун,נכנס
883,eintreten::V,гьахьун,נכנס
884,kommen::V,атун,בא
885,ankommen::V,атун,הגיע
886,zurückkommen::V,хтун,שב
887,zurückkommen::V,хтун,חזר
888,bleiben::V,амукьун,נשאר
889,warten::V,гуьзлемишун,חכה
890,warten::V,гуьзлемишун,המתין
891,erwarten::V,вил алаз акъвазун,צפה
892,suchen::V,къекъуьн,חפש
893,finden::V,жугъун,מצא
894,versuchen::V,алахъун,נסה
895,vorbereiten::V,гьазурун,הכין
896,lieben::V,кӏан хьун,אהב
897,mögen::V,рикӏ ацукьун,אהב
898,lachen::V,хъуьруьн,צחק
899,weinen::V,шехьун,בכה
900,schimpfen::V,сеперар гун,גער
901,schimpfen::V,экъуьгъунар авун,גער
902,sich ärgern::V,хъел акатун,זעם
903,sich ärgern::V,хъел акатун,כעס
904,sich fürchten::V,кичӏе хьун,פחד
905,sich fürchten::V,кичӏе хьун,חשש
906,fürchten::V,къурхутмиш хьун,פחד מ
907,fürchten::V,къурхутмиш хьун,חשש מ
908,fliehen::V,катун,ברח
909,flüchten::V,катун,נמלט
910,sehen::V,акун,ראה
911,anschauen::V,вил вегьин,הביט
912,ansehen::V,килигун,התבונן
913,hören::V,ван хьун,שמע
914,zuhören::V,яб гун,הקשיב
915,probieren::V,дад акун,נסה
916,riechen::V,ни чӏугун,הריח
917,fühlen::V,гьисс авун,חש
918,frieren::V,кьун,קר ל
919,frieren::V,мекьи хьун,קר ל
920,tun::V,авун,פעל
921,können::V,хьун,יכל
922,können::V,акъакьун,יכל
923,wollen::V,кӏан хьун,רצה
924,anfangen::V,башламишун,התחיל
925,beenden::V,куьтягьун,גמר
926,aufhören::V,акъвазун,סים
927,gelingen::V,арадал атун,הצליח
928,geraten::V,акъатун,עלה
929,öffnen::V,ахъаюн,פתח
930,schließen::V,акьалун,סגר
931,stellen::V,эцигун,העמיד
932,setzen::V,ацукьарун,הושיב
933,legen::V,эцигун,שם
934,berühren::V,хкӏурун,נגע
935,verbinden::V,гилигун,קשר
936,bedecken::V,кӏевун,כסה
937,aufhängen::V,куьрсарун,תלה
938,anzünden::V,куькӏуьрун,הצית
939,aufheben::V,хкажун,אסף
940,zurücklassen::V,тун,השאיר
941,verlieren::V,квадарун,אבד
942,fallen lassen::V,авадрун,שמט
943,fallen lassen::V,авадрун,הפיל
944,machen::V,авун,עשה
945,machen::V,кар авун,עשה
946,herstellen::V,расун,יצר
947,bauen::V,туькӏуьрун,בנה
948,reparieren::V,расун,תקן
949,verbessern::V,хъсанрун,שפר
950,ändern::V,табдил авун,שנה
951,graben::V,эгъуьнун,חפר
952,beugen::V,акӏажарун,כפף
953,beugen::V,кангур авун,כפף
954,biegen::V,патахъарун,כופף
955,drehen::V,алчударун,סובב
956,umdrehen::V,элкъуьрун,סובב
957,heben::V,хкажун,הרים
958,hochheben::V,хкажун,הרים
959,ergreifen::V,агалчна кьун,אחז
960,halten::V,кьун,החזיק
961,drücken::V,чуькьуьн,לחץ
962,schieben::V,хуртӏ гун,הזיז
963,kratzen::V,къадгъунун,שרט
964,kratzen::V,къадгъунун,שפשף
965,lecken::V,мез гун,לקק
966,beißen::V,кӏасун,נשך
967,abreißen::V,галудун,קרע
968,abschneiden::V,атӏун,חתך
969,stecken::V,сухун,תקע
970,brechen::V,хун,שבר
971,brechen::V,кукӏварун,שבר
972,klopfen::V,тахъ-тахъ авун,נקש
973,hauen::V,ягъун,הכה
974,kleben::V,алкӏурун,הדביק
975,kleben::V,кукӏурун,הדביק
976,reiben::V,тӏушунун,שפשף
977,streichen::V,алтадун,מרח
978,schleifen::V,кӏвенкӏв авун,השחיז
979,schneiden::V,атӏун,גזר
980,rütteln::V,къарсурун,נענע
981,schütteln::V,къарсурун,נער
982,schwenken::V,элягъун,נופף
983,schwenken::V,элягъун,טלטל
984,schwenken::V,галтадун,נופף
985,schwenken::V,галтадун,טלטל
986,schütten::V,цун,שפך
987,füllen::V,ацӏурун,מלא
988,einwickeln::V,кутун,עטף
989,einwickeln::V,элкъуьрун,עטף
990,tragen::V,тухун,נשא
991,schleppen::V,галчӏурун,סחב
992,ziehen::V,ялун,משך
993,ziehen::V,чӏугун,משך
994,aufbewahren::V,хуьн,שמר
995,werfen::V,гадрун,זרק
996,fangen::V,кьун,תפס
997,packen::V,кьун,אחז
998,verstecken::V,кӏевун,החביא
999,teilen::V,паюн,חלק
1000,schicken::V,ракъурун,שלח
1001,bringen::V,гъун,הביא
1002,hinzufügen::V,алава авун,הוסיף
1003,bekommen::V,къачун,תפס
1004,bekommen::V,жугъурун,תפס
1005,erhalten::V,къачун,קבל
1006,nehmen::V,къачун,אחז
1007,wählen::V,хкягъун,בחר
1008,auswählen::V,хкягъун,בחר ב
1009,bewahren::V,хуьн,קים
1010,behindern::V,манийвал авун,מנע
1011,verderben::V,чӏурун,מנע
1012,beschädigen::V,нукьсанвал гун,הזיק
1013,zerbrechen::V,хун,נשבר
1014,zerreißen::V,къазунун,קרע
1015,zerstören::V,чӏурун,הרס
1016,zerstören::V,чӏурун,השמיד
1017,zerstören::V,барбатӏун,הרס
1018,zerstören::V,барбатӏун,השמיד
1019,verbrennen::V,ккун,שרף
1020,geben::V,гун,נתן
1021,reichen::V,вугун,העביר
1022,reichen::V,гун,העביר
1023,schenken::V,пишкеш авун,נתן במתנה
1024,versprechen::V,гаф гун,הבטיח
1025,wünschen::V,дуьа авун,אחל
1026,loben::V,тариф авун,שבח
1027,küssen::V,темен гун,נשק
1028,wiegen::V,эчӏягъун,נדנד
1029,zudecken::V,гьалдун,כסה
1030,wecken::V,ахварай авудун,עורר
1031,zeigen::V,къалурун,הראה
1032,führen::V,тухун,הביא
1033,führen::V,тухун,הוביל
1034,lehren::V,кӏелиз тун,למד
1035,unterrichten::V,тарс гун,למד
1036,aufziehen::V,тербия гун,רומם
1037,aufziehen::V,тербияламишун,רומם
1038,leiten::V,идара авун,נהל
1039,antreiben::V,тади кутун,המרץ
1040,einladen::V,теклиф авун,הזמין
1041,vereinigen::V,сад авун,אחד
1042,vereinigen::V,сад авун,לכד
1043,besuchen::V,кьилив атун,בקר
1044,treffen::V,гьалтун,פגש
1045,sich versammeln::V,алтӏушун,התאסף
1046,spielen::V,къугъун,שחק
1047,singen::V,лугьун,שר
1048,singen::V,мани лугьун,שר
1049,tanzen::V,кьуьл авун,רקד
1050,sich trennen::V,къакъатун,נפרד
1051,verlassen::V,гъил къачун,עזב
1052,retten::V,къутармишун,הציל
1053,bewachen::V,хуьн,שמר
1054,schützen::V,хуьн,אבטח
1055,verteidigen::V,хуьн,הגן
1056,sich schlagen::V,кукӏун,התכתש
1057,schießen::V,акъатун,ירה
1058,siegen::V,гъалиб хьун,גבר
1059,siegen::V,гъалиб хьун,נצח
1060,ärgern::V,хъел гъун,עצבן
1061,ärgern::V,хъел кутун,עצבן
1062,schlagen::V,ягъун,הכה
1063,schlagen::V,ягъун,הלקה
1064,schlagen::V,галукьарун,הכה
1065,schlagen::V,галукьарун,הלקה
1066,treten::V,кьуьл къекъягъун,בעט
1067,treten::V,кьуьл эцягъун,בעט
1068,stechen::V,акьадарун,דקר
1069,stoßen::V,эцягъун,דחק
1070,stehlen::V,чуьнуьхун,גנב
1071,stören::V,хкуьрун,קטע
1072,stören::V,хкуьрун,הפריע
1073,belästigen::V,хкуьрун,הציק
1074,belästigen::V,хкуьрун,הטריד
1075,belästigen::V,азият гун,הציק
1076,belästigen::V,азият гун,הטריד
1077,verbergen::V,далдаламишун,הצניע
1078,täuschen::V,алцурарун,שגע
1079,täuschen::V,алцуррун,שגע
1080,betrügen::V,алцурарун,הונה
1081,betrügen::V,гьарамзадавал авун,הונה
1082,töten::V,яна кьин,הרג
1083,wohnen::V,дуланмиш хьун,גר
1084,arbeiten::V,кӏвалахун,עבד
1085,arbeiten::V,кӏвалах авун,עבד
1086,sammeln::V,кӏватӏун,אסף
1087,pflücken::V,атӏун,קטף
1088,jagen::V,гъуьрч авун,צד
1089,fischen::V,гъетер кьун,דג
1090,fassen::V,кьун,תפס
1091,hüten::V,чӏура хуьн,רעה
1092,treiben::V,гьалун,הוציא
1093,anbinden::V,акалун,קשר
1094,füttern::V,ем гун,הלעיט
1095,melken::V,ацун,חלב
1096,hacken::V,куьткуьнун,קצץ
1097,gießen::V,яд гун,השקה
1098,reifen::V,чурун,בשל
1099,reifen::V,агакьун,בשל
1100,zubereiten::V,гьазурун,הכין
1101,kochen::V,ругун,בשל
1102,backen::V,чурун,אפה
1103,braten::V,чурун,צלה
1104,braten::V,чурун,טגן
1105,umrühren::V,какадарун,ערבב
1106,stricken::V,хурун,סרג
1107,nähen::V,цун,תפר
1108,färben::V,шир ягъун,צבע
1109,reinigen::V,михьун,נקה
1110,waschen::V,чуьхуьн,רחץ
1111,waschen::V,чуьхуьн,כבס
1112,abwischen::V,гуьцӏун,נגב
1113,spülen::V,экъуьрун,שטף
1114,fegen::V,шуткун,טאטא
1115,kehren::V,кул алтадун,טאטא
1116,baden::V,эхъуьн,טבל
1117,baden::V,эхъуьн,שחה
1118,sich waschen::V,жендек чуьхуьн,התרחץ
1119,ausziehen::V,хутӏунун,הוריד
1120,ausziehen::V,галудун,הוריד
1121,anziehen::V,алукӏун,לבש
1122,sich anziehen::V,алукӏун,התלבש
1123,sich anziehen::V,парталар алукӏун,התלבש
1124,kämmen::V,эвягъун,סרק
1125,schmücken::V,безетмишун,קשט
1126,schmücken::V,гуьрчегарун,קשט
1127,sagen::V,лугьун,אמר
1128,sprechen::V,рахун,דבר
1129,reden::V,рахун,דבר
1130,sich unterhalten::V,ихтилат авун,שוחח
1131,fragen::V,жузун,שאל
1132,bitten::V,тӏалабун,בקש
1133,erzählen::V,ахъаюн,ספר
1134,mitteilen::V,хабар гун,מסר
1135,mitteilen::V,хабар гун,הודיע
1136,nennen::V,тӏвар гун,קרא בשם
1137,rufen::V,эверун,גיס
1138,rufen::V,эверун,הזמין לבוא
1139,prahlen::V,яцӏу гафар авун,התרברב
1140,übersetzen::V,таржума авун,תרגם
1141,übersetzen::V,гафладун,תרגם
1142,denken::V,фикир авун,חשב
1143,glauben::V,агъун,האמין
1144,bemerken::V,фикир гун,הבחין
1145,begreifen::V,гъавурда акьун,קלט
1146,begreifen::V,гъавурда акьун,הבין
1147,lernen::V,кӏелун,למד
1148,wissen::V,чир хьун,ידע
1149,wissen::V,чирхьун,ידע
1150,sich erinnern an::V,рикӏел хуьн,זכר
1151,vergessen::V,рикӏелай фин,שכח
1152,vergessen::V,рикӏелай алатун,שכח
1153,messen::V,алцумун,מדד
1154,zählen::V,гьисабун,ספר
1155,rechnen::V,гьисабун,חשב
1156,lesen::V,кӏелун,קרא
1157,malen::V,кхьин,ציר
1158,malen::V,шикилар чӏугун,ציר
1159,zeichnen::V,чӏугун,שרטט
1160,schreiben::V,кхьин,כתב
1161,besitzen::V,иеси хьун,היה בעל של
1162,kaufen::V,къачун,קנה
1163,kaufen::V,къачун,רכש
1164,kaufen::V,маса къачун,קנה
1165,kaufen::V,маса къачун,רכש
1166,verkaufen::V,гун,מכר
1167,verkaufen::V,маса гун,מכר
1168,bezahlen::V,къимет гун,שלם
1169,bezahlen::V,эвезда авун,שלם
1170,bezahlen::V,гьакъи агакьрун,שלם
1171,zahlen::V,къимет гун,שלם
1172,zahlen::V,эвезда авун,שלם
1173,zahlen::V,гьакъи агакьрун,שלם
1174,beherrschen::V,иеси хьун,שלט
1175,ertragen::V,таб гун,סבל
1176,Oberschenkel::N,,ירך
1177,Strömung::N,,זרימה
1178,Moor::N,,בצה
1179,Gedächtnis::N,,זכרון
1180,Ski::N,,מגלשים
1181,Platte::N,,לוח
1182,Leine::N,,מושכות
1183,Geschäft::N,,עסקה
1184,dick[Gegenstand]::A,,עבה
1185,auf einmal::ADV,,בו-זמנית
1186,zurück::ADV,,בחזרה
1187,zurück::ADV,,אחורנית
1188,wieder::ADV,,שוב
1189,wehen::V,,נשב
1190,rauchen::V,,עשן
1191,schaukeln::V,,התנדנד
1192,rühren::V,,נגע ללב
1193,scheinen::V,,נדמה
1194,zu sehen sein::V,,נראה
1195,vernehmen::V,,נודע ל
1196,wenden::V,,הפך
1197,binden::V,,קשר
1198,lassen::V,,נתן
1199,erkennen::V,,זהה
1200,verstehen::V,,הבין
