,Concept_ID,ca,cs
196,Barsch::N,perca,okoun
197,Hecht::N,lluç,štika
198,Schlange[Tier]::N,serp,had
199,Wurm::N,cuc,červ
200,Spinne::N,aranya,pavouk
201,Ameise::N,formiga,mravenec
202,Laus::N,poll,veš
203,Mücke::N,mosquit,komár
204,Fliege::N,mosca,moucha
205,Schmetterling::N,papallona,motýl
206,Beere::N,baia,bobule
207,Apfel::N,poma,jablko
208,Pilz::N,bolet,houba
209,Zwiebel::N,ceba,cibule
210,Saat::N,sembra,osivo
211,Korn::N,gra,zrno
212,Heu::N,fenc,seno
213,Schale::N,closca,slupka
214,Schale::N,closca,skořápka
215,Grube::N,sot,jáma
216,Grube::N,clot,jáma
217,Falle::N,trampa,past
218,Falle::N,trampa,léčka
219,Schlinge::N,baga,smyčka
220,Spur::N,traça,stopa
221,Asche::N,cendra,popel
222,Dreck::N,llot,špína
223,Eisen::N,ferro,železo
224,Gold::N,or,zlato
225,Silber::N,plata,stříbro
226,Kohle::N,carbó,uhlí
227,Glas::N,vidre,sklo
228,Lehm::N,fang,jíl
229,Lehm::N,fang,hlína
230,Lehm::N,argila,jíl
231,Lehm::N,argila,hlína
232,Sand::N,arena,písek
233,Mensch::N,humà,člověk
234,Mensch::N,persona,člověk
235,Mann::N,home,muž
236,Frau::N,dona,žena
237,Kind::N,nen,dítě
238,Junge::N,noi,hoch
239,Junge::N,noi,chlapec
240,Mädchen::N,noia,děvče
241,Familie::N,família,rodina
242,Großvater::N,avi,děd
243,Großvater::N,avi,dědeček
244,Großmutter::N,àvia,babička
245,Eltern::N,pares,rodiče
246,Vater::N,pare,otec
247,Mutter::N,mare,matka
248,Sohn::N,fill,syn
249,Tochter::N,filla,dcera
250,Bruder::N,germà,bratr
251,Schwester::N,germana,sestra
252,Onkel::N,oncle,strýc
253,Tante::N,tia,teta
254,Ehemann::N,espòs,choť
255,Ehemann::N,espòs,manžel
256,Ehefrau::N,muller,choť
257,Ehefrau::N,muller,manželka
258,Freude::N,goig,radost
259,Freude::N,alegria,radost
260,Gelächter::N,riallada,smích
261,Glück::N,felicitat,štěstí
262,Kummer::N,pena,žal
263,Kummer::N,pena,trápení
264,Wunsch::N,desig,přání
265,Lust::N,ganes,chuť
266,Geist::N,ment,duch
267,Geist::N,esperit,duch
268,Gedanke::N,pensament,myšlenka
269,Gedächtnis::N,memòria,paměť
270,Verstand::N,raó,rozum
271,Verstand::N,seny,rozum
272,Sinn::N,solta,smysl
273,Sinn::N,sentit,smysl
274,Grund::N,raó,důvod
275,Grund::N,causa,důvod
276,Wahrheit::N,veritāt,pravda
277,Gespräch::N,conversa,rozhovor
278,Märchen::N,conte,pohádka
279,Erzählung::N,narració,povídka
280,Nachricht::N,missatge,zpráva
281,Neuigkeit::N,novetat,novina
282,Neuigkeit::N,novetat,novinka
283,Name::N,nom,jméno
284,Rätsel::N,endevinalla,hádanka
285,Rede::N,discurs,řeč
286,Rede::N,discurs,proslov
287,Sprache::N,llēngua,řeč
288,Sprache::N,llēngua,jazyk
289,Stimme::N,veu,hlas
290,Wort::N,mot,slovo
291,Wort::N,paraula,slovo
292,Zeichen::N,signe,znamení
293,Zeichen::N,senyal,znamení
294,Ruf::N,crida,zavolání
295,Lärm::N,sorōll,hluk
296,Laut::N,so,zvuk
297,Ton::N,to,tón
298,Lied::N,cançó,píseň
299,Ruhe::N,calma,klid
300,Ruhe::N,calma,pokoj
301,Ruhe::N,silenci,klid
302,Ruhe::N,silenci,pokoj
303,Leute::N,gent,lidé
304,Volk::N,poble,národ
305,Arbeit::N,labor,práce
306,Arbeit::N,treball,práce
307,Gast::N,hoste,host
308,Geschenk::N,regal,dar
309,Geschenk::N,obsequi,dar
310,Spiel::N,joc,hra
311,Gesellschaft::N,companyia,společnost
312,Hilfe::N,ajut,pomoc
313,Freund::N,amīc,přítel
314,Kamerad::N,company,kamarád
315,Kamerad::N,camarada,kamarád
316,Angelegenheit::N,afer,záležitost
317,Angelegenheit::N,assumpte,záležitost
318,Anzahl::N,nombre,počet
319,Anzahl::N,quantitat,počet
320,Art::N,tipus,druh
321,Art::N,classe,druh
322,Stück::N,peça,kus
323,Stück::N,peça,kousek
324,Teil::N,part,díl
325,Teil::N,part,část
326,Hälfte::N,meitat,půl
327,Kreis::N,cercle,kruh
328,Kreuz::N,creu,kříž
329,Linie::N,línia,linka
330,Strich::N,traç,čára
331,Strich::N,traç,čárka
332,Strich::N,ratlla,čára
333,Strich::N,ratlla,čárka
334,Abstand::N,distància,vzdálenost
335,Entfernung::N,distància,vzdálenost
336,Gegend::N,regió,krajina
337,Gegend::N,contrada,krajina
338,Platz::N,cabuda,prostor
339,Ort::N,lloc,místo
340,Seite::N,banda,strana
341,Seite::N,costāt,strana
342,Mitte::N,mig,střed
343,Mitte::N,mig,prostředek
344,Mitte::N,centre,střed
345,Mitte::N,centre,prostředek
346,Gegenstand::N,objecte,předmět
347,Sache::N,cosa,věc
348,Rand::N,vora,kraj
349,Rand::N,vora,okraj
350,Rand::N,marge,kraj
351,Rand::N,marge,okraj
352,Kante::N,caire,hrana
353,Kante::N,cantell,hrana
354,Ecke::N,cantonada,roh
355,Spitze::N,punta,hrot
356,Spitze::N,punta,špička
357,Ende::N,cap,konec
358,Loch::N,forāt,díra
359,Winkel::N,racó,kout
360,Muster::N,dibuix,vzor
361,Muster::N,disseny,vzor
362,Größe::N,grandària,velikost
363,Länge::N,longitud,délka
364,Höhe::N,altura,výška
365,Höhe::N,altitud,výška
366,Gewicht::N,pes,váha
367,Menge::N,quantitat,množství
368,Haufen::N,pila,kupa
369,Haufen::N,pila,hromada
370,Reihe::N,fila,řada
371,Reihe::N,fila,řádek
372,Boot::N,bot,člun
373,Boot::N,barca,člun
374,Ruder::N,rem,veslo
375,Schlitten::N,trineu,sáně
376,Ski::N,esquí,lyže
377,Lagerfeuer::N,foc de campament,táborák
378,Last::N,càrrega,náklad
379,Last::N,càrrega,břemeno
380,Gang::N,marxa,chůze
381,Gang::N,marxa,chodba
382,Schritt::N,pas,krok
383,Norden::N,nord,sever
384,Süden::N,sud,jih
385,Westen::N,oest,západ
386,Westen::N,occident,západ
387,Osten::N,est,východ
388,Osten::N,orient,východ
389,Holz::N,fusta,dřevo
390,Brett::N,taula,prkno
391,Platte::N,placa,deska
392,Stütze::N,suport,opěra
393,Stange::N,vara,tyč
394,Stange::N,vara,tyčka
395,Stock::N,pal,hůlka
396,Stab::N,bastó,hůl
397,Rohr::N,tub,trubka
398,Haus::N,casa,dům
399,Heim::N,llar,domov
400,Ofen::N,estufa,kamna
401,Fußboden::N,terra,podlaha
402,Tisch::N,taula,stůl
403,Stuhl::N,cadira,židle
404,Wiege::N,bressol,kolébka
405,Bett::N,llit,postel
406,Regal::N,prestatgeria,regál
407,Regal::N,prestatgeria,police
408,Kiste::N,caixa,bedna
409,Fenster::N,finestra,okno
410,Tür::N,porta,dveře
411,Tor::N,portal,vrata
412,Zaun::N,tanca,plot
413,Dach::N,teulada,střecha
414,Leiter::N,escala,žebřík
415,Leiter::N,escala de mà,žebřík
416,Besen::N,escombra,koště
417,Besen::N,escombra,smeták
418,Spaten::N,pala,rýč
419,Schaufel::N,pala,lopata
420,Gabel::N,forquilla,vidlička
421,Löffel::N,cullera,lžíce
422,Messer::N,coltell,nůž
423,Nagel::N,clau,hřebík
424,Netz::N,filat,síť
425,Haken::N,ganxo,hák
426,Griff::N,puny,držadlo
427,Griff::N,mànec,držadlo
428,Schloss::N,pany,zámek
429,Bild::N,imatge,obraz
430,Figur::N,figura,figura
431,Puppe::N,nina,panenka
432,Beutel::N,bossa,pytlík
433,Bündel::N,feix,svazek
434,Bündel::N,paquet,svazek
435,Tasche::N,bossa,taška
436,Tasche::N,bossa,brašna
437,Eimer::N,galleda,kýbl
438,Eimer::N,galleda,vědro
439,Deckel::N,tapa,víko
440,Deckel::N,tapa,příklop
441,Deckel::N,tapadora,víko
442,Deckel::N,tapadora,příklop
443,Geschirr::N,vaixella,nádobí
444,Sack::N,sac,pytel
445,Sack::N,saca,pytel
446,Tasse::N,tassa,šálek
447,Topf::N,pot,hrnec
448,Topf::N,olla,hrnec
449,Kessel::N,caldera,kotel
450,Essen::N,àpat,jídlo
451,Essen::N,menjada,jídlo
452,Nahrung::N,aliment,strava
453,Nahrung::N,aliment,potrava
454,Speise::N,plat,jídlo
455,Fleisch::N,carn,maso
456,Getreide::N,cereals,obilí
457,Brei::N,puré,kaše
458,Brot::N,pa,chléb
459,Scheibe::N,tall,krajíc
460,Scheibe::N,llesca,krajíc
461,Fett::N,greix,tuk
462,Fett::N,greix,omastek
463,Butter::N,mantega,máslo
464,Öl::N,oli,olej
465,Salz::N,sal,sůl
466,Suppe::N,sopa,polévka
467,Honig::N,mel,med
468,Milch::N,llet,mléko
469,Tee::N,te,čaj
470,Leder::N,cuir,kůže
471,Wolle::N,llana,vlna
472,Stoff::N,tela,látka
473,Nadel::N,agulla,jehla
474,Faden::N,fil,nit
475,Knopf::N,botó,knoflík
476,Knoten::N,nus,uzel
477,Farbe::N,pintura,barva
478,Kleidung::N,roba,šaty
479,Kleidung::N,roba,šatstvo
480,Kleidung::N,vestits,šaty
481,Kleidung::N,vestits,šatstvo
482,Hemd::N,camisa,košile
483,Kragen::N,coll,límec
484,Ärmel::N,màniga,rukáv
485,Hose::N,pantalōns,kalhoty
486,Gürtel::N,cinturó,pás
487,Gürtel::N,cinturó,opasek
488,Mütze::N,gorra,čepice
489,Schuh::N,sabata,bota
490,Stiefel::N,bota,holínka
491,Ring::N,anell,prsten
492,Band::N,veta,pásek
493,Band::N,cinta,pásek
494,Kamm::N,pinta,hřeben
495,Spiegel::N,mirāll,zrcadlo
496,Riemen::N,corretja,řemen
497,Schnur::N,corda,šňůra
498,Leine::N,corretja,vodítko
499,Decke::N,manta,pokrývka
500,Decke::N,manta,přikrývka
501,Decke::N,flassada,pokrývka
502,Decke::N,flassada,přikrývka
503,Kissen::N,coixí,polštář
504,Tuch::N,mocador,šátek
505,Handtuch::N,tovallola,ručník
506,Kraft::N,força,síla
507,Stärke::N,vigor,síla
508,Gesundheit::N,salut,zdraví
509,Krankheit::N,malaltia,nemoc
510,Krankheit::N,malaltia,choroba
511,Schmerz::N,dolor,bolest
512,Wunde::N,ferida,rána
513,Fieber::N,febre,horečka
514,Arznei::N,medicament,lék
515,Brücke::N,pont,most
516,Brunnen::N,pou,studna
517,Weide::N,pastura,pastva
518,Weide::N,pastura,pastvina
519,Pfad::N,senda,pěšina
520,Pfad::N,sender,pěšina
521,Weg::N,camí,cesta
522,Straße::N,carretera,silnice
523,Dorf::N,poble,vesnice
524,Stadt::N,ciutāt,město
525,Brief::N,carta,dopis
526,Buch::N,llibre,kniha
527,Buchstabe::N,lletra,písmeno
528,Zeitung::N,diāri,noviny
529,Leben::N,vida,život
530,Tod::N,mort,smrt
531,Grab::N,tomba,hrob
532,Kirche::N,església,kostel
533,Sünde::N,pecat,hřích
534,Gott::N,déu,bůh
535,Arbeiter::N,obrer,dělník
536,Arbeiter::N,obrer,pracovník
537,Chef::N,cap,šéf
538,Chef::N,cap,vedoucí
539,Meister::N,mestre,mistr
540,Arzt::N,metge,lékař
541,Lehrer::N,mestre,učitel
542,Geld::N,dinērs,peníze
543,Geschäft::N,negoci,obchod
544,Laden::N,tenda,krám
545,Laden::N,botiga,krám
546,Preis::N,preu,cena
547,Ware::N,mercaderia,zboží
548,Nutzen::N,profit,užitek
549,Reichtum::N,riquesa,bohatství
550,Welt::N,món,svět
551,Land::N,país,země
552,Staat::N,estat,stát
553,König::N,rei,král
554,Macht::N,poder,moc
555,Macht::N,poder,mocnost
556,Macht::N,potència,moc
557,Macht::N,potència,mocnost
558,Grenze::N,frontera,hranice
559,Krieg::N,guerra,válka
560,Feind::N,enemic,nepřítel
561,Gewalt::N,violència,násilí
562,Kampf::N,lluita,boj
563,Bogen[Waffe]::N,arc,luk
564,Pfeil::N,fletxa,šíp
565,Gewehr::N,fusell,puška
566,Gewehr::N,fusell,ručnice
567,Gewehr::N,escopeta,puška
568,Gewehr::N,escopeta,ručnice
569,Fehler::N,falta,chyba
570,Lüge::N,mentida,lež
571,Schaden::N,dany,škoda
572,Unglück::N,desgràcia,neštěstí
573,Schuld::N,culpa,vina
574,Alter::N,edat,věk
575,Schluss::N,fi,konec
576,Schluss::N,final,konec
577,Zeit::N,temps,čas
578,Tag::N,dia,den
579,Morgen::N,matí,ráno
580,Morgen::N,matí,jitro
581,Mittag::N,migdia,poledne
582,Abend::N,vespre,večer
583,Nacht::N,nit,noc
584,Woche::N,setmana,týden
585,Monat::N,mes,měsíc
586,Jahr::N,any,rok
587,Frühling::N,primavera,jaro
588,Sommer::N,estīu,léto
589,Herbst::N,tardor,podzim
590,Winter::N,hivērn,zima
591,Januar::N,gener,leden
592,Februar::N,febrer,únor
593,März::N,març,březen
594,April::N,abril,duben
595,Mai::N,maig,květen
596,Juni::N,juny,červen
597,Juli::N,juliol,červenec
598,August::N,agost,srpen
599,September::N,setembre,září
600,Oktober::N,octubre,říjen
601,November::N,novembre,listopad
602,Dezember::N,desembre,prosinec
603,Montag::N,dilluns,pondělí
604,Montag::N,dilluns,pondělek
605,Dienstag::N,dimarts,úterý
606,Mittwoch::N,dimecres,středa
607,Donnerstag::N,dijous,čtvrtek
608,Freitag::N,divendres,pátek
609,Samstag::N,dissabte,sobota
610,Sonntag::N,diumenge,neděle
611,groß::A,gros,velký
612,klein::A,petīt,malý
613,lang::A,llarg,dlouhý
614,kurz::A,curt,krátký
615,breit::A,ample,široký
616,schmal::A,estret,úzký
617,dicht::A,dens,hustý
618,dick[Gegenstand]::A,gruixūt,tlustý
619,dünn::A,prim,tenký
620,fein::A,fi,jemný
621,fest::A,ferm,pevný
622,fest::A,sòlid,pevný
623,flach::A,pla,plochý
624,flach::A,pla,placatý
625,glatt::A,llis,hladký
626,hart::A,dur,tvrdý
627,weich::A,tou,měkký
628,rund::A,rodó,kulatý
629,rund::A,rodó,okrouhlý
630,spitz::A,punxegut,špičatý
631,scharf::A,agut,ostrý
632,stumpf::A,rom,tupý
633,stumpf::A,esmussat,tupý
634,schwer::A,pesāt,těžký
635,schön::A,bonīc,pěkný
636,schön::A,bonīc,krásný
637,heiß::A,calēnt,horký
638,warm::A,càlid,teplý
639,kalt::A,fred,studený
640,kühl::A,fresc,chladný
641,frisch::A,fresc,svěží
642,feucht::A,humit,vlhký
643,nass::A,mullat,mokrý
644,trocken::A,sec,suchý
645,voll::A,ple,plný
646,leer::A,buit,prázdný
647,offen::A,obert,otevřený
648,geschlossen::A,tancat,zavřený
649,sauber::A,net,čistý
650,schmutzig::A,brut,špinavý
651,roh::A,cru,syrový
652,reif::A,madur,zralý
653,lecker::A,deliciós,chutný
654,süß::A,dolç,sladký
655,bitter::A,amarg,hořký
656,sauer::A,agre,kyselý
657,hell::A,clar,světlý
658,dunkel::A,fosc,temný
659,schwarz::A,negre,černý
660,weiß::A,blanc,bílý
661,rot::A,vermēll,rudý
662,rot::A,vermēll,červený
663,gelb::A,groc,žlutý
664,blau::A,blau,modrý
665,grün::A,verd,zelený
666,grau::A,gris,šedý
667,grau::A,gris,šedivý
668,bunt::A,multicolor,pestrý
669,billig::A,barat,levný
670,billig::A,barat,laciný
671,teuer::A,car,drahý
672,wertvoll::A,preciós,cenný
673,blind::A,cec,slepý
674,taub::A,sord,hluchý
675,kräftig::A,fort,silný
676,kräftig::A,vigorós,silný
677,stark::A,fort,silný
678,schwach::A,feble,slabý
679,fett::A,gras,tučný
680,fett::A,gras,tlustý
681,schlank::A,esvelt,štíhlý
682,hübsch::A,maco,hezký
683,böse::A,dolent,zlý
684,dumm::A,ximple,hloupý
685,dumm::A,estúpid,hloupý
686,faul::A,gandūl,líný
687,faul::A,mandrós,líný
688,fleißig::A,diligēnt,pilný
689,geizig::A,avar,lakomý
690,klug::A,intel·ligent,chytrý
691,geschickt::A,hàbil,šikovný
692,lieb::A,amat,milý
693,lieb::A,estimat,milý
694,lustig::A,alegre,veselý
695,sanft::A,suau,mírný
696,hungrig::A,afamat,hladový
697,krank::A,malālt,nemocný
698,nackt::A,nu,nahý
699,traurig::A,trist,smutný
700,traurig::A,trist,truchlivý
701,lebendig::A,viu,živý
702,gut::A,bo,dobrý
703,schlecht::A,dolēnt,špatný
704,richtig::A,just,pravý
705,richtig::A,just,správný
706,richtig::A,correcte,pravý
707,richtig::A,correcte,správný
708,schlimm::A,greu,zlý
709,wahr::A,vertader,pravdivý
710,wahr::A,veritable,pravdivý
711,alt::A,vell,starý
712,neu::A,nou,nový
713,ehemalig::A,antic,bývalý
714,alt[Lebewesen]::A,vell,starý
715,jung::A,jove,mladý
716,arm::A,pobre,chudý
717,reich::A,ric,bohatý
718,bekannt::A,conegut,známý
719,berühmt::A,famós,slavný
720,fremd::A,estrany,cizí
721,verschieden::A,diferent,různý
722,verschieden::A,diferent,rozličný
723,nah::A,pròxim,blízký
724,fern::A,llunyà,daleký
725,fern::A,distant,daleký
726,linker::A,esquerre,levý
727,rechter::A,dret,pravý
728,anderer::A,altre,jiný
729,erster::A,primer,první
730,zweiter::A,segon,druhý
731,dritter::A,tercer,třetí
732,letzter::A,últim,poslední
733,allein::ADV,sol,sám
734,auf einmal::ADV,d'una vegada,najednou
735,zusammen::ADV,junt,spolu
736,zusammen::ADV,junt,dohromady
737,lange::ADV,molt de temps,dlouho
738,plötzlich::ADV,de cop,vtom
739,plötzlich::ADV,de cop,náhle
740,plötzlich::ADV,de sobte,vtom
741,plötzlich::ADV,de sobte,náhle
742,sofort::ADV,de seguida,hned
743,sofort::ADV,de seguida,ihned
744,später::ADV,més tard,později
745,jetzt::ADV,ara,teď
746,jetzt::ADV,ara,nyní
747,heute::ADV,avūi,dnes
748,heute::ADV,avūi,dneska
749,morgen::ADV,demà,zítra
750,bald::ADV,aviāt,brzo
751,dann::ADV,després,pak
752,dann::ADV,després,potom
753,gestern::ADV,ahir,včera
754,einst::ADV,anteriorment,kdysi
755,damals::ADV,llavōrs,tehdy
756,damals::ADV,llavōrs,tenkrát
757,damals::ADV,aleshores,tehdy
758,damals::ADV,aleshores,tenkrát
759,danach::ADV,després,podle toho
760,vorher::ADV,abāns,dříve
761,vorher::ADV,abāns,napřed
762,zuerst::ADV,primer,nejprve
763,zuerst::ADV,primer,nejdříve
764,einmal::ADV,una vegada,jednou
765,manchmal::ADV,de vegades,někdy
766,oft::ADV,sovint,často
767,immer::ADV,sempre,vždy
768,immer::ADV,sempre,stále
769,niemals::ADV,no ... mai,nikdy
770,hier::ADV,aquí,zde
771,hier::ADV,aquí,tady
772,hierhin::ADV,per aquí,sem
773,von hier::ADV,des d'aquí,odtud
774,dort::ADV,allí,tam
775,dorthin::ADV,hi,tam
776,geradeaus::ADV,tot dret,rovně
777,vorwärts::ADV,endavānt,kupředu
778,rückwärts::ADV,endarrera,zpět
779,zurück::ADV,darrere,zpět
780,zurück::ADV,darrere,nazpět
781,unten::ADV,a baix,dole
782,hinab::ADV,cap avall,dolů
783,oben::ADV,dalt,nahoře
784,oben::ADV,dalt,navrchu
785,hinauf::ADV,cap amunt,nahoru
786,überall::ADV,pertot,všude
787,überall::ADV,per tot arreu,všude
788,nicht::ADV,no,ne
789,ein wenig::ADV,una mica,trochu
790,kaum::ADV,a penes,sotva
791,sehr::ADV,molt,velmi
792,sehr::ADV,molt,velice
793,so::ADV,així,tak
794,so::ADV,així,takto
795,noch::ADV,encara,ještě
796,nur::ADV,només,jen
797,nur::ADV,només,jenom
798,schon::ADV,ja,už
799,schon::ADV,ja,již
800,wieder::ADV,de nou,zase
801,vergebens::ADV,en va,marně
802,vor::PRP,davānt,před
803,vor::PRP,enfront de,před
804,hinter::PRP,darrera,za
805,unter::PRP,sota,pod
806,durch::PRP,per,skrz
807,neben::PRP,al costāt de,vedle
808,zwischen::PRP,entre,mezi
809,wegen::PRP,a causa de,pro
810,dies::PRN,aquest,toto
811,dies::PRN,aquest,tohle
812,das::PRN,això,to
813,alles::PRN,tot,všechno
814,ich::PRN,jo,já
815,du::PRN,tu,ty
816,er::PRN,ell,on
817,wir::PRN,nosaltres,my
818,ihr::PRN,vosaltres,vy
819,sie::PRN,ells,oni
820,sie::PRN,elles,oni
821,was::FPRN,què,co
822,wer::FPRN,qui,kdo
823,wo::FADV,on,kde
824,wohin::FADV,cap a on,kam
825,wie::FADV,com,jak
826,warum::FADV,per què,proč
827,wieviel::FNUM,quant,kolik
828,eins::NUM,u,jeden
829,zwei::NUM,dos,dva
830,drei::NUM,tres,tři
831,vier::NUM,quatre,čtyři
832,fünf::NUM,cinc,pět
833,sechs::NUM,sis,šest
834,sieben::NUM,set,sedm
835,acht::NUM,vuit,osm
836,neun::NUM,nou,devět
837,zehn::NUM,deu,deset
838,elf::NUM,onze,jedenáct
839,zwölf::NUM,dotze,dvanáct
840,zwanzig::NUM,vint,dvacet
841,dreißig::NUM,trenta,třicet
842,vierzig::NUM,quaranta,čtyřicet
843,fünfzig::NUM,cinquanta,padesát
844,sechzig::NUM,seixanta,šedesát
845,siebzig::NUM,setanta,sedmdesát
846,achtzig::NUM,vuitanta,osmdesát
847,neunzig::NUM,noranta,devadesát
848,hundert::NUM,cent,sto
849,tausend::NUM,mil,tisíc
850,und::CNJ,i,a
851,oder::CNJ,o,nebo
852,stehen::V,estar de peu,stát
