,Concept_ID,fr,ga
0,Auge::N,œil,súil
1,Ohr::N,oreille,cluas
2,Nase::N,nez,soc
3,Mund::N,bouche,béal
4,Zahn::N,dent,fiacail
5,Zunge::N,langue,teanga
6,Lippe::N,lèvre,liopa
7,Wange::N,joue,grua
8,Wange::N,joue,leiceann
9,Gesicht::N,face,éadan
10,Gesicht::N,face,aghaidh
11,Gesicht::N,visage,éadan
12,Gesicht::N,visage,aghaidh
13,Stirn::N,front,baithis
14,Stirn::N,front,clár éadain
15,Haar::N,cheveu,gruaig
16,Schnurrbart::N,moustache,croiméal
17,Bart::N,barbe,féasóg
18,Kinn::N,menton,smig
19,Kiefer[Anatomie]::N,mâchoire,giall
20,Kehle::N,gorge,scornach
21,Hals::N,cou,muinéal
22,Genick::N,nuque,baic
23,Kopf::N,tête,ceann
24,Rücken::N,dos,droim
25,Bauch::N,ventre,bolg
26,Nabel::N,nombril,imleacán
27,Busen::N,sein,cíoch
28,Brust::N,poitrine,brollach
29,Schulter::N,épaule,gualainn
30,Arm::N,bras,lámh
31,Ellenbogen::N,coude,uillinn
32,Hand::N,main,lámh
33,Handfläche::N,paume,bos
34,Finger::N,doigt,méar
35,Fingernagel::N,ongle,ionga
36,Nagel[Anatomie]::N,ongle,ionga
37,Zeh::N,orteil,ladhar
38,Zeh::N,doigt de pied,ladhar
39,Fuß::N,pied,cos
40,Fuß::N,pied,troigh
41,Ferse::N,talon,sáil
42,Knie::N,genou,glúin
43,Oberschenkel::N,cuisse,ceathrú
44,Bein::N,jambe,cos
45,Körper::N,corps,corp
46,Körper::N,corps,colainn
47,Haut::N,peau,cneas
48,Haut::N,peau,craiceann
49,Blut::N,sang,fuil
50,Ader::N,veine,
51,Sehne::N,tendon,teannán
52,Sehne::N,tendon,féitheog
53,Knochen::N,os,cnámh
54,Gehirn::N,cerveau,inchinn
55,Herz::N,cœur,croí
56,Magen::N,estomac,bolg
57,Magen::N,estomac,goile
58,Leber::N,foie,ae
59,Atem::N,haleine,anáil
60,Hunger::N,faim,ocras
61,Träne::N,larme,deoir
62,Geschmack::N,goût,blas
63,Geschmack::N,saveur,blas
64,Geruch::N,odeur,boladh
65,Schlaf::N,sommeil,suan
66,Schlaf::N,sommeil,codladh
67,Traum::N,songe,taibhreamh
68,Himmel::N,ciel,spéir
69,Sonne::N,soleil,grian
70,Mond::N,lune,ré
71,Mond::N,lune,gealach
72,Stern::N,étoile,rinn
73,Stern::N,étoile,réalta
74,Luft::N,air,aer
75,Wind::N,vent,gaoth
76,Welle::N,vague,tonn
77,Wasser::N,eau,uisce
78,Stein::N,pierre,cloch
79,Boden::N,sol,talamh
80,Boden::N,terrain,talamh
81,Erde::N,terre,cré
82,Erde::N,terre,ithir
83,Staub::N,poussière,dusta
84,Staub::N,poussière,deannach
85,Rauch::N,fumée,toit
86,Rauch::N,fumée,deatach
87,Funke::N,étincelle,drithle
88,Feuer::N,feu,tine
89,Licht::N,lumière,solas
90,Schatten::N,ombre,scáth
91,Wetter::N,temps,aimsir
92,Nebel::N,brume,ceo
93,Nebel::N,brouillard,ceo
94,Wolke::N,nuage,néal
95,Wolke::N,nuage,scamall
96,Regen::N,pluie,báisteach
97,Regen::N,pluie,fearthainn
98,Schnee::N,neige,sneachta
99,Eis::N,glace,oighear
100,Frost::N,gel,sioc
101,Frost::N,gelée,sioc
102,Kälte::N,froid,fuacht
103,Hitze::N,chaleur,teas
104,Hitze::N,chaleur,teocht
105,Raureif::N,givre,sioc bán
106,Regenbogen::N,arc-en-ciel,stua ceatha
107,Regenbogen::N,arc-en-ciel,bogha báistí
108,Donner::N,tonnerre,toirneach
109,Strömung::N,courant,sruth
110,Tropfen::N,goutte,deoir
111,Schaum::N,écume,cúr
112,Schaum::N,mousse,cúr
113,Schmutz::N,boue,salachar
114,Schmutz::N,saleté,salachar
115,See::N,lac,loch
116,Sumpf::N,marais,portach
117,Sumpf::N,marécage,portach
118,Moor::N,tourbière,caorán
119,Moor::N,tourbière,móinteán
120,Wiese::N,pré,cluain
121,Wiese::N,pré,móinéar
122,Wald::N,bois,coill
123,Wald::N,bois,foraois
124,Wald::N,forêt,coill
125,Wald::N,forêt,foraois
126,Hügel::N,coteau,ard
127,Hügel::N,colline,ard
128,Anhöhe::N,éminence,ard
129,Anhöhe::N,éminence,ardán
130,Anhöhe::N,élévation,ard
131,Anhöhe::N,élévation,ardán
132,Berg::N,mont,sliabh
133,Berg::N,montagne,sliabh
134,Gipfel::N,cime,barr
135,Gipfel::N,cime,mullach
136,Gipfel::N,sommet,barr
137,Gipfel::N,sommet,mullach
138,Höhle::N,caverne,uaimh
139,Höhle::N,caverne,pluais
140,Abhang::N,pente,fána
141,Abhang::N,versant,fána
142,Quelle::N,source,foinse
143,Quelle::N,fontaine,foinse
144,Bach::N,ruisseau,sruthán
145,Fluss::N,fleuve,abhainn
146,Fluss::N,rivière,abhainn
147,Ufer::N,bord,bruach
148,Ufer::N,rivage,bruach
149,Küste::N,côte,cósta
150,Küste::N,côte,cladach
151,Festland::N,terre ferme,míntír
152,Meer::N,mer,muir
153,Meer::N,mer,farraige
154,Bucht::N,baie,bá
155,Bucht::N,baie,cuan
156,Insel::N,île,inis
157,Insel::N,île,oileán
158,Blume::N,fleur,bláth
159,Gras::N,herbe,féar
160,Wurzel::N,racine,rúta
161,Wurzel::N,racine,fréamh
162,Baum::N,arbre,crann
163,Stamm::N,tronc,stoc
164,Stamm::N,tronc,tamhan
165,Rinde::N,écorce,coirt
166,Rinde::N,écorce,craiceann
167,Ast::N,branche,géag
168,Zweig::N,rameau,géag
169,Zweig::N,rameau,craobh
170,Blatt::N,feuille,duille
171,Blatt::N,feuille,duilleog
172,Birke::N,bouleau,beith
173,Birke::N,bouleau,crann beithe
174,Kiefer[Baum]::N,pin,péine
175,Weide[Baum]::N,saule,saileach
176,Tanne::N,sapin,giúis
177,Horn::N,corne,adharc
178,Feder::N,plume,cleite
179,Fell::N,peau,clúmh
180,Flügel::N,aile,eite
181,Flügel::N,aile,sciathán
182,Klaue::N,serre,crúb
183,Klaue::N,serre,crobh
184,Kralle::N,ongle,crobh
185,Kralle::N,griffe,crobh
186,Schwanz::N,queue,eireaball
187,Ei::N,œuf,ubh
188,Nest::N,nid,nead
189,Bau::N,terrier,brocais
190,Tier::N,animal,ainmhí
191,Tier::N,animal,beithíoch
192,Herde::N,troupeau,tréad
193,Kuh::N,vache,bó
194,Bulle::N,taureau,tarbh
195,Pferd::N,cheval,each
196,Pferd::N,cheval,capall
197,Schaf::N,mouton,caora
198,Schwein::N,porc,muc
199,Schwein::N,cochon,muc
200,Hund::N,chien,madra
201,Katze::N,chat,cat
202,Bär::N,ours,béar
203,Eichhörnchen::N,écureuil,iora
204,Elch::N,élan,eilc
205,Fuchs::N,renard,sionnach
206,Fuchs::N,renard,madra rua
207,Hase::N,lièvre,giorria
208,Maus::N,souris,luch
209,Wolf::N,loup,mac tíre
210,Vogel::N,oiseau,éan
211,Schwarm::N,nuée,saithe
212,Schwarm::N,volée,saithe
213,Huhn::N,poule,cearc
214,Hahn::N,coq,coileach
215,Gans::N,oie,gé
216,Adler::N,aigle,iolar
217,Ente::N,canard,lacha
218,Eule::N,hibou,ulchabhán
219,Kranich::N,grue,grús
220,Krähe::N,corneille,caróg
221,Krähe::N,corneille,préachán
222,Kuckuck::N,coucou,cuach
223,Schwan::N,cygne,eala
224,Fisch::N,poisson,iasc
225,Barsch::N,perche,péirse
226,Hecht::N,brochet,liús
227,Schlange[Tier]::N,serpent,nathair
228,Wurm::N,ver,péist
229,Spinne::N,araignée,damhán alla
230,Ameise::N,fourmi,seangán
231,Laus::N,pou,míol
232,Mücke::N,moucheron,muiscít
233,Mücke::N,moucheron,corrmhíol
234,Fliege::N,mouche,cuil
235,Fliege::N,mouche,cuileog
236,Schmetterling::N,papillon,féileacán
237,Beere::N,baie,caor
238,Apfel::N,pomme,úll
239,Pilz::N,champignon,beacán
240,Pilz::N,champignon,muisiriún
241,Zwiebel::N,oignon,oinniún
242,Saat::N,semence,síol
243,Korn::N,grain,gráinne
244,Heu::N,foin,féar
245,Schale::N,pelure,scaimh
246,Grube::N,fosse,poll
247,Falle::N,piège,gaiste
248,Schlinge::N,lacs,sealán
249,Spur::N,trace,rian
250,Asche::N,cendre,luaith
251,Dreck::N,crotte,salachar
252,Eisen::N,fer,iarann
253,Gold::N,or,ór
254,Silber::N,argent,airgead
255,Kohle::N,charbon,gual
256,Glas::N,verre,gloine
257,Lehm::N,glaise,cré
258,Sand::N,sable,gaineamh
259,Mensch::N,homme,duine
260,Mann::N,homme,fear
261,Frau::N,femme,bean
262,Kind::N,enfant,gasúr
263,Kind::N,enfant,páiste
264,Junge::N,garçon,buachaill
265,Mädchen::N,fille,cailín
266,Mädchen::N,jeune fille,cailín
267,Familie::N,famille,teaghlach
268,Familie::N,famille,comhluadar
269,Großvater::N,grand-père,seanathair
270,Großmutter::N,grand-mère,seanmháthair
271,Eltern::N,parents,tuismitheoirí
272,Vater::N,père,athair
273,Mutter::N,mère,máthair
274,Sohn::N,fils,mac
275,Tochter::N,fille,iníon
276,Bruder::N,frère,deartháir
277,Schwester::N,sœur,deirfiúr
278,Onkel::N,oncle,uncail
279,Tante::N,tante,aintín
280,Ehemann::N,mari,fear céile
281,Ehemann::N,époux,fear céile
282,Ehefrau::N,femme,bean chéile
283,Ehefrau::N,épouse,bean chéile
284,Freude::N,joie,áthas
285,Freude::N,plaisir,áthas
286,Gelächter::N,rires,gáire
287,Glück::N,bonheur,séan
288,Glück::N,bonheur,sonas
289,Kummer::N,peine,brón
290,Kummer::N,peine,buairt
291,Kummer::N,chagrin,brón
292,Kummer::N,chagrin,buairt
293,Wunsch::N,désir,guí
294,Wunsch::N,désir,achainí
295,Lust::N,envie,fonn
296,Geist::N,esprit,meon
297,Geist::N,esprit,spiorad
298,Gedanke::N,idée,smaoineamh
299,Gedanke::N,pensée,smaoineamh
300,Gedächtnis::N,mémoire,cuimhne
301,Verstand::N,raison,ciall
302,Verstand::N,raison,intinn
303,Sinn::N,sens,brí
304,Sinn::N,sens,ciall
305,Grund::N,cause,fáth
306,Grund::N,raison,fáth
307,Wahrheit::N,vérité,fírinne
308,Gespräch::N,conversation,comhrá
309,Märchen::N,conte,scéal
310,Märchen::N,conte de fées,scéal
311,Erzählung::N,conte,scéal
312,Erzählung::N,narration,scéal
313,Nachricht::N,message,teachtaireacht
314,Neuigkeit::N,nouvelle,scéala
315,Name::N,nom,ainm
316,Rätsel::N,énigme,tomhas
317,Rätsel::N,devinette,tomhas
318,Rede::N,parole,óráid
319,Rede::N,parole,aitheasc
320,Rede::N,discours,óráid
321,Rede::N,discours,aitheasc
322,Sprache::N,langue,teanga
323,Sprache::N,langage,teanga
324,Stimme::N,voix,guth
325,Wort::N,mot,focal
326,Zeichen::N,signe,comhartha
327,Ruf::N,cri,glaoch
328,Ruf::N,appel,glaoch
329,Lärm::N,bruit,torann
330,Laut::N,son,fuaim
331,Ton::N,ton,ton
332,Lied::N,chant,amhrán
333,Lied::N,chanson,amhrán
334,Ruhe::N,calme,suaimhneas
335,Ruhe::N,tranquillité,suaimhneas
336,Leute::N,gens,muintir
337,Volk::N,peuple,pobal
338,Arbeit::N,travail,obair
339,Gast::N,hôte,aoi
340,Gast::N,invité,aoi
341,Geschenk::N,cadeau,féirín
342,Geschenk::N,cadeau,bronntanas
343,Geschenk::N,présent,féirín
344,Geschenk::N,présent,bronntanas
345,Spiel::N,jeu,cluiche
346,Gesellschaft::N,compagnie,comhluadar
347,Hilfe::N,aide,cúnamh
348,Hilfe::N,aide,cabhair
349,Hilfe::N,secours,cúnamh
350,Hilfe::N,secours,cabhair
351,Freund::N,ami,cara
352,Kamerad::N,copain,comrádaí
353,Kamerad::N,camarade,comrádaí
354,Angelegenheit::N,affaire,ábhar
355,Anzahl::N,nombre,líon
356,Art::N,sorte,sórt
357,Art::N,sorte,saghas
358,Art::N,espèce,sórt
359,Art::N,espèce,saghas
360,Stück::N,morceau,píosa
361,Teil::N,part,cuid
362,Teil::N,part,páirt
363,Teil::N,partie,cuid
364,Teil::N,partie,páirt
365,Hälfte::N,moitié,leath
366,Kreis::N,cercle,ciorcal
367,Kreuz::N,croix,cros
368,Linie::N,ligne,líne
369,Strich::N,trait,stríoc
370,Abstand::N,écart,achar
371,Entfernung::N,distance,fad
372,Gegend::N,région,ceantar
373,Gegend::N,contrée,ceantar
374,Platz::N,place,áit
375,Platz::N,place,spás
376,Ort::N,lieu,áit
377,Ort::N,endroit,áit
378,Seite::N,côté,taobh
379,Mitte::N,milieu,lár
380,Gegenstand::N,objet,ball
381,Gegenstand::N,objet,ábhar
382,Sache::N,chose,ní
383,Sache::N,chose,rud
384,Rand::N,bord,imeall
385,Rand::N,bord,ciumhais
386,Kante::N,arête,corr
387,Kante::N,arête,colbha
388,Ecke::N,coin,coirnéal
389,Ecke::N,tournant,coirnéal
390,Spitze::N,cime,gob
391,Spitze::N,cime,barr
392,Spitze::N,pointe,gob
393,Spitze::N,pointe,barr
394,Ende::N,bout,ceann
395,Ende::N,bout,foirceann
396,Loch::N,trou,poll
397,Winkel::N,coin,cúinne
398,Winkel::N,coin,uillinn
399,Winkel::N,réduit,cúinne
400,Winkel::N,réduit,uillinn
401,Muster::N,dessin,patrún
402,Größe::N,grandeur,méid
403,Größe::N,grandeur,toise
404,Länge::N,longueur,fad
405,Höhe::N,hauteur,airde
406,Höhe::N,altitude,airde
407,Gewicht::N,poids,meáchan
408,Menge::N,quantité,méid
409,Haufen::N,tas,cnap
410,Reihe::N,file,líne
411,Reihe::N,file,sraith
412,Reihe::N,rangée,líne
413,Reihe::N,rangée,sraith
414,Boot::N,canot,bád
415,Boot::N,bateau,bád
416,Ruder::N,rame,rámh
417,Ruder::N,rame,maide rámha
418,Ruder::N,aviron,rámh
419,Ruder::N,aviron,maide rámha
420,Schlitten::N,traîneau,carr sleamhnáin
421,Ski::N,ski,scí
422,Lagerfeuer::N,feu de camp,tine champa
423,Last::N,charge,ualach
424,Last::N,fardeau,ualach
425,Gang::N,tour,siúlóid
426,Gang::N,marche,siúlóid
427,Schritt::N,pas,céim
428,Schritt::N,pas,coiscéim
429,Norden::N,nord,tuaisceart
430,Süden::N,sud,deisceart
431,Westen::N,ouest,iarthar
432,Westen::N,occident,iarthar
433,Osten::N,est,oirthear
434,Osten::N,orient,oirthear
435,Holz::N,bois,adhmad
436,Brett::N,planche,clár
437,Platte::N,plaque,leac
438,Stütze::N,appui,taca
439,Stütze::N,soutien,taca
440,Stange::N,barre,polla
441,Stange::N,barre,cuaille
442,Stange::N,perche,polla
443,Stange::N,perche,cuaille
444,Stock::N,canne,bata
445,Stock::N,canne,maide
446,Stab::N,bâton,maide
447,Stab::N,bâton,bachall
448,Rohr::N,tube,píopa
449,Rohr::N,tuyau,píopa
450,Haus::N,maison,teach
451,Heim::N,maison,baile
452,Ofen::N,poêle,sornóg
453,Fußboden::N,plancher,urlár
454,Tisch::N,table,bord
455,Tisch::N,table,tábla
456,Stuhl::N,chaise,cathaoir
457,Wiege::N,berceau,cliabhán
458,Bett::N,lit,leaba
459,Regal::N,étagère,seilf
460,Kiste::N,caisse,bosca
461,Fenster::N,fenêtre,fuinneoig
462,Tür::N,porte,doras
463,Tor::N,porte,geata
464,Tor::N,portail,geata
465,Zaun::N,clôture,fál
466,Zaun::N,clôture,claí
467,Dach::N,toit,díon
468,Leiter::N,échelle,dréimire
469,Besen::N,balai,scuab
470,Spaten::N,bêche,spád
471,Spaten::N,bêche,rámhainn
472,Schaufel::N,pelle,sluasaid
473,Gabel::N,fourchette,forc
474,Gabel::N,fourchette,gabhlóg
475,Löffel::N,cuiller,spúnóg
476,Messer::N,couteau,scian
477,Nagel::N,clou,tairne
478,Netz::N,filet,líon
479,Netz::N,filet,eangach
480,Haken::N,croc,croch
481,Haken::N,crochet,croch
482,Griff::N,prise,cos
483,Griff::N,prise,hanla
484,Griff::N,manche,cos
485,Griff::N,manche,hanla
486,Schloss::N,serrure,glas
487,Bild::N,image,pictiúr
488,Bild::N,tableau,pictiúr
489,Figur::N,figure,fíor
490,Puppe::N,poupée,bábóg
491,Beutel::N,sac,mála
492,Beutel::N,sac,mealbhóg
493,Beutel::N,petit sac,mála
494,Beutel::N,petit sac,mealbhóg
495,Bündel::N,paquet,beart
496,Bündel::N,faisceau,beart
497,Tasche::N,sac,mála
498,Eimer::N,seau,buicéad
499,Deckel::N,couvercle,clár
500,Deckel::N,couvercle,claibín
501,Geschirr::N,vaisselle,soithí
502,Geschirr::N,vaisselle,gréithe
503,Sack::N,sac,sac
504,Sack::N,sac,mála
505,Tasse::N,tasse,cupán
506,Topf::N,pot,pota
507,Topf::N,marmite,pota
508,Kessel::N,chaudron,citeal
509,Essen::N,repas,béile
510,Essen::N,manger,béile
511,Nahrung::N,nourriture,bia
512,Speise::N,plat,mias
513,Fleisch::N,viande,feoil
514,Getreide::N,blé,grán
515,Getreide::N,blé,arbhar
516,Getreide::N,céréales,grán
517,Getreide::N,céréales,arbhar
518,Brei::N,purée,brúitín
519,Brei::N,bouillie,brúitín
520,Brot::N,pain,arán
521,Scheibe::N,tranche,píosa
522,Scheibe::N,tranche,slisne
523,Fett::N,graisse,saill
524,Fett::N,graisse,méathras
525,Butter::N,beurre,im
526,Öl::N,huile,ola
527,Salz::N,sel,salann
528,Suppe::N,soupe,sú
529,Suppe::N,soupe,anraith
530,Suppe::N,potage,sú
531,Suppe::N,potage,anraith
532,Honig::N,miel,mil
533,Milch::N,lait,bainne
534,Tee::N,thé,tae
535,Leder::N,cuir,leathar
536,Wolle::N,laine,olann
537,Stoff::N,tissu,éadach
538,Stoff::N,étoffe,éadach
539,Nadel::N,aiguille,snáthaid
540,Faden::N,fil,snáth
541,Knopf::N,bouton,cnaipe
542,Knoten::N,nœud,snaidhm
543,Farbe::N,peinture,péint
544,Kleidung::N,vêtements,éadaí
545,Kleidung::N,habillement,éadaí
546,Hemd::N,chemise,léine
547,Kragen::N,col,bóna
548,Ärmel::N,manche,muinchille
549,Hose::N,pantalon,bríste
550,Hose::N,pantalon,treabhsar
551,Gürtel::N,ceinture,crios
552,Mütze::N,bonnet,caipín
553,Mütze::N,casquette,caipín
554,Schuh::N,soulier,bróg
555,Schuh::N,chaussure,bróg
556,Stiefel::N,botte,buatais
557,Ring::N,bague,fáinne
558,Band::N,ruban,ribín
559,Kamm::N,peigne,cíor
560,Spiegel::N,glace,scáthán
561,Spiegel::N,miroir,scáthán
562,Riemen::N,lanière,iall
563,Riemen::N,lanière,strapa
564,Riemen::N,courroie,iall
565,Riemen::N,courroie,strapa
566,Schnur::N,corde,téad
567,Schnur::N,corde,sreangán
568,Schnur::N,ficelle,téad
569,Schnur::N,ficelle,sreangán
570,Leine::N,laisse,iall
571,Decke::N,couverture,pluid
572,Decke::N,couverture,blaincéad
573,Kissen::N,oreiller,piliúr
574,Kissen::N,oreiller,adhartán
575,Tuch::N,drap,scaif
576,Tuch::N,fichu,scaif
577,Handtuch::N,serviette,tuáille
578,Handtuch::N,essuie-mains,tuáille
579,Kraft::N,force,fórsa
580,Stärke::N,vigueur,neart
581,Gesundheit::N,santé,sláinte
582,Krankheit::N,maladie,tinneas
583,Krankheit::N,maladie,breoiteacht
584,Schmerz::N,douleur,pian
585,Wunde::N,plaie,goin
586,Wunde::N,blessure,goin
587,Fieber::N,fièvre,fiabhras
588,Arznei::N,remède,cógas
589,Arznei::N,médecine,cógas
590,Brücke::N,pont,droichead
591,Brunnen::N,puits,tobar
592,Weide::N,pâturage,féarach
593,Pfad::N,sentier,cosán
594,Pfad::N,sentier,conair
595,Weg::N,voie,slí
596,Weg::N,voie,bealach
597,Weg::N,chemin,slí
598,Weg::N,chemin,bealach
599,Straße::N,route,bóthar
600,Dorf::N,village,sráidbhaile
601,Stadt::N,cité,baile
602,Stadt::N,cité,cathair
603,Stadt::N,ville,baile
604,Stadt::N,ville,cathair
605,Brief::N,lettre,litir
606,Buch::N,livre,cín
607,Buch::N,livre,leabhar
608,Buchstabe::N,lettre,litir
609,Buchstabe::N,caractère,litir
610,Zeitung::N,journal,nuachtán
611,Leben::N,vie,saol
612,Leben::N,vie,beatha
613,Tod::N,mort,bás
614,Grab::N,tombe,uaigh
615,Kirche::N,église,eaglais
616,Sünde::N,péché,peaca
617,Gott::N,dieu,dia
618,Arbeiter::N,ouvrier,oibrí
619,Arbeiter::N,travailleur,oibrí
620,Chef::N,chef,saoiste
621,Chef::N,chef,ceannasaí
622,Chef::N,patron,saoiste
623,Chef::N,patron,ceannasaí
624,Meister::N,maître,máistir
625,Arzt::N,médecin,lia
626,Arzt::N,médecin,dochtúir
627,Lehrer::N,professeur,oide
628,Lehrer::N,professeur,múinteoir
629,Lehrer::N,instituteur,oide
630,Lehrer::N,instituteur,múinteoir
631,Geld::N,argent,airgead
632,Geschäft::N,affaire,gnó
633,Geschäft::N,commerce,gnó
634,Laden::N,magasin,siopa
635,Laden::N,boutique,siopa
636,Preis::N,prix,praghas
637,Ware::N,marchandise,earra
638,Nutzen::N,profit,tairbhe
639,Reichtum::N,richesse,rachmas
640,Reichtum::N,richesse,saibhreas
641,Welt::N,monde,domhan
642,Land::N,pays,tír
643,Staat::N,État,stát
644,König::N,roi,rí
645,Macht::N,pouvoir,cumhacht
646,Macht::N,puissance,cumhacht
647,Grenze::N,frontière,críoch
648,Grenze::N,frontière,teorainn
649,Krieg::N,guerre,cogadh
650,Feind::N,ennemi,namhaid
651,Gewalt::N,violence,foréigean
652,Kampf::N,lutte,troid
653,Kampf::N,combat,troid
654,Bogen[Waffe]::N,arc,bogha
655,Pfeil::N,flèche,saighead
656,Gewehr::N,fusil,gunna
657,Fehler::N,faute,botún
658,Fehler::N,faute,meancóg
659,Fehler::N,erreur,botún
660,Fehler::N,erreur,meancóg
661,Lüge::N,mensonge,bréag
662,Lüge::N,mensonge,éitheach
663,Schaden::N,dégât,dochar
664,Schaden::N,dégât,damáiste
665,Schaden::N,dommage,dochar
666,Schaden::N,dommage,damáiste
667,Unglück::N,malheur,drochrath
668,Schuld::N,faute,locht
669,Schuld::N,faute,milleán
670,Schuld::N,culpabilité,locht
671,Schuld::N,culpabilité,milleán
672,Alter::N,âge,aois
673,Schluss::N,fin,deireadh
674,Zeit::N,temps,am
675,Zeit::N,temps,aimsir
676,Tag::N,jour,lá
677,Tag::N,journée,lá
678,Morgen::N,matin,maidin
679,Morgen::N,matinée,maidin
680,Mittag::N,midi,nóin
681,Abend::N,soir,tráthnóna
682,Abend::N,soirée,tráthnóna
683,Nacht::N,nuit,oíche
684,Woche::N,semaine,seachtain
685,Monat::N,mois,mí
686,Jahr::N,an,bliain
687,Jahr::N,année,bliain
688,Frühling::N,printemps,earrach
689,Sommer::N,été,samhradh
690,Herbst::N,automne,fómhar
691,Winter::N,hiver,geimhreadh
692,Januar::N,janvier,Eanáir
693,Februar::N,février,Feabhra
694,März::N,mars,Márta
695,April::N,avril,Aibreán
696,Mai::N,mai,Bealtaine
697,Juni::N,juin,Meitheamh
698,Juli::N,juillet,Iúil
699,August::N,août,Lúnasa
700,September::N,septembre,Meán Fómhair
701,Oktober::N,octobre,Deireadh Fómhair
702,November::N,novembre,Samhain
703,November::N,novembre,Mí na Samhna
704,Dezember::N,décembre,Mí na Nollag
705,Montag::N,lundi,Luan
706,Montag::N,lundi,Dé Luain
707,Dienstag::N,mardi,Máirt
708,Dienstag::N,mardi,Dé Máirt
709,Mittwoch::N,mercredi,Céadaoin
710,Mittwoch::N,mercredi,Dé Céadaoin
711,Donnerstag::N,jeudi,Déardaoin
712,Freitag::N,vendredi,Aoine
713,Freitag::N,vendredi,Dé hAoine
714,Samstag::N,samedi,Satharn
715,Samstag::N,samedi,Dé Sathairn
716,Sonntag::N,dimanche,Domhnach
717,Sonntag::N,dimanche,Dé Domhnaigh
718,groß::A,grand,mór
719,klein::A,petit,beag
720,lang::A,long,fada
721,kurz::A,court,gearr
722,kurz::A,court,gairid
723,breit::A,large,leathan
724,breit::A,large,fairsing
