,Concept_ID,fr,ga
725,schmal::A,étroit,cúng
726,dicht::A,dense,dlúth
727,dick[Gegenstand]::A,épais,tiubh
728,dünn::A,mince,caol
729,dünn::A,mince,tanaí
730,fein::A,fin,scáinte
731,fein::A,fin,fíneálta
732,fein::A,menu,scáinte
733,fein::A,menu,fíneálta
734,fest::A,ferme,daingean
735,fest::A,solide,daingean
736,flach::A,plat,cothrom
737,glatt::A,poli,mín
738,glatt::A,poli,sleamhain
739,glatt::A,lisse,mín
740,glatt::A,lisse,sleamhain
741,hart::A,dur,crua
742,weich::A,mou,bog
743,rund::A,rond,cruinn
744,spitz::A,aigu,gobach
745,spitz::A,aigu,biorach
746,spitz::A,pointu,gobach
747,spitz::A,pointu,biorach
748,scharf::A,tranchant,géar
749,scharf::A,tranchant,faobhrach
750,stumpf::A,mousse,maol
751,stumpf::A,émoussé,maol
752,schwer::A,lourd,trom
753,schwer::A,pesant,trom
754,schön::A,beau,álainn
755,heiß::A,chaud,te
756,heiß::A,très chaud,te
757,warm::A,chaud,te
758,kalt::A,froid,fuar
759,kühl::A,frais,fionnuar
760,frisch::A,frais,úr
761,frisch::A,frais,friseáilte
762,feucht::A,humide,tais
763,nass::A,mouillé,fliuch
764,trocken::A,sec,tirim
765,voll::A,plein,lán
766,voll::A,rempli,lán
767,leer::A,vide,folamh
768,offen::A,ouvert,oscailte
769,geschlossen::A,clos,dúnta
770,geschlossen::A,clos,druidte
771,geschlossen::A,fermé,dúnta
772,geschlossen::A,fermé,druidte
773,sauber::A,net,glan
774,sauber::A,propre,glan
775,schmutzig::A,sale,salach
776,schmutzig::A,crasseux,salach
777,roh::A,cru,amh
778,roh::A,brut,amh
779,reif::A,mûr,aibí
780,lecker::A,délicieux,blasta
781,lecker::A,appétissant,blasta
782,süß::A,doux,milis
783,bitter::A,amer,searbh
784,sauer::A,aigre,géar
785,sauer::A,aigre,searbh
786,hell::A,clair,geal
787,hell::A,clair,soilseach
788,dunkel::A,sombre,dorcha
789,schwarz::A,noir,dubh
790,weiß::A,blanc,bán
791,rot::A,rouge,dearg
792,gelb::A,jaune,buí
793,blau::A,bleu,gorm
794,grün::A,vert,glas
795,grün::A,vert,uaine
796,grau::A,gris,liath
797,bunt::A,multicolore,ildathach
798,bunt::A,multicolore,dathannach
799,billig::A,bon marché,saor
800,teuer::A,cher,daor
801,teuer::A,cher,costasach
802,wertvoll::A,précieux,luachmhar
803,blind::A,aveugle,dall
804,blind::A,aveugle,caoch
805,taub::A,sourd,bodhar
806,kräftig::A,fort,cumhachtach
807,kräftig::A,vigoureux,cumhachtach
808,stark::A,fort,tréan
809,stark::A,fort,láidir
810,stark::A,puissant,tréan
811,stark::A,puissant,láidir
812,schwach::A,faible,lag
813,schwach::A,faible,fann
814,fett::A,gras,ramhar
815,schlank::A,svelte,caol
816,schlank::A,svelte,seang
817,hübsch::A,joli,álainn
818,hübsch::A,joli,dathúil
819,böse::A,mauvais,olc
820,dumm::A,sot,dúr
821,dumm::A,sot,amaideach
822,dumm::A,bête,dúr
823,dumm::A,bête,amaideach
824,faul::A,fainéant,falsa
825,faul::A,fainéant,leisciúil
826,faul::A,paresseux,falsa
827,faul::A,paresseux,leisciúil
828,fleißig::A,appliqué,dícheallach
829,geizig::A,avare,barainneach
830,geizig::A,avare,sprionlaithe
831,klug::A,intelligent,cliste
832,geschickt::A,habile,oilte
833,geschickt::A,habile,ealaíonta
834,lieb::A,cher,dil
835,lieb::A,cher,dílis
836,lieb::A,gentil,dil
837,lieb::A,gentil,dílis
838,lustig::A,gai,aerach
839,lustig::A,gai,meidhreach
840,lustig::A,joyeux,aerach
841,lustig::A,joyeux,meidhreach
842,sanft::A,doux,bog
