,Concept_ID,tr,it
68,Traum::N,düş,sogno
69,Traum::N,rüya,sogno
70,Himmel::N,gök,cielo
71,Sonne::N,güneş,sole
72,Mond::N,ay,luna
73,Stern::N,yıldız,stella
74,Luft::N,hava,aria
75,Wind::N,yel,vento
76,Wind::N,rüzgâr,vento
77,Welle::N,dalga,onda
78,Wasser::N,su,acqua
79,Stein::N,taş,sasso
80,Stein::N,taş,pietra
81,Boden::N,yer,suolo
82,Boden::N,yer,terreno
83,Boden::N,zemin,suolo
84,Boden::N,zemin,terreno
85,Erde::N,toprak,terra
86,Staub::N,toz,polvere
87,Rauch::N,duman,fumo
88,Funke::N,kıvılcım,scintilla
89,Feuer::N,ateş,fuoco
90,Licht::N,ışık,luce
91,Schatten::N,gölge,ombra
92,Wetter::N,hava,tempo
93,Nebel::N,pus,nebbia
94,Wolke::N,bulut,nube
95,Wolke::N,bulut,nùvola
96,Regen::N,yağmur,pioggia
97,Schnee::N,kar,neve
98,Eis::N,buz,ghiaccio
99,Frost::N,don,gelo
100,Kälte::N,soğukluk,freddo
101,Hitze::N,sıcaklık,caldo
102,Hitze::N,sıcaklık,calura
103,Raureif::N,kırç,brina
104,Regenbogen::N,gökkuşağı,arcobaleno
105,Donner::N,gök gürlemesi,tuono
106,Strömung::N,akıntı,corrente
107,Strömung::N,cereyan,corrente
108,Tropfen::N,damla,goccia
109,Schaum::N,köpük,spuma
110,Schaum::N,köpük,schiuma
111,Schmutz::N,çamur,sudiciume
112,Schmutz::N,pislik,sudiciume
113,See::N,göl,lago
114,Sumpf::N,batak,palude
115,Moor::N,cılgıt,torbiera
116,Wiese::N,çimen,prato
117,Wald::N,koru,bosco
118,Wald::N,koru,foresta
119,Wald::N,orman,bosco
120,Wald::N,orman,foresta
121,Hügel::N,tepe,colle
122,Hügel::N,tepe,collina
123,Anhöhe::N,tümsek,altura
124,Anhöhe::N,yükseklik,altura
125,Berg::N,dağ,monte
126,Berg::N,dağ,montagna
127,Gipfel::N,zirve,cima
128,Höhle::N,in,grotta
129,Höhle::N,in,caverna
130,Höhle::N,mağara,grotta
131,Höhle::N,mağara,caverna
132,Abhang::N,bayır,pendìo
133,Quelle::N,pınar,sorgente
134,Quelle::N,kaynak,sorgente
135,Bach::N,çay,ruscello
136,Bach::N,dere,ruscello
137,Fluss::N,nehir,fiume
138,Ufer::N,kıyı,riva
139,Ufer::N,sahil,riva
140,Küste::N,kıyı,costa
141,Küste::N,sahil,costa
142,Festland::N,kara,terraferma
143,Meer::N,deniz,mare
144,Bucht::N,koy,cala
145,Bucht::N,körfez,cala
146,Insel::N,ada,ìsola
147,Blume::N,çiçek,fiore
148,Gras::N,ot,erba
149,Gras::N,çim,erba
150,Wurzel::N,kök,radice
151,Baum::N,ağaç,àlbero
152,Stamm::N,gövde,tronco
153,Rinde::N,kabuk,corteccia
154,Ast::N,dal,ramo
155,Ast::N,budak,ramo
156,Zweig::N,dal,ramo
157,Blatt::N,yaprak,foglia
158,Birke::N,huş,betulla
159,Kiefer[Baum]::N,çam,pino
160,Weide[Baum]::N,söğüt,sàlice
161,Tanne::N,çam,abete
162,Tanne::N,köknar,abete
163,Horn::N,boynuz,corno
164,Feder::N,tüy,penna
165,Fell::N,post,manto
166,Fell::N,post,pelame
167,Flügel::N,kanat,ala
168,Klaue::N,pençe,grinfia
169,Kralle::N,tırnak,unghia
170,Kralle::N,tırnak,artiglio
171,Schwanz::N,kuyruk,coda
172,Ei::N,yumurta,uovo
173,Nest::N,yuva,nido
174,Bau::N,in,covo
175,Tier::N,hayvan,bestia
176,Tier::N,hayvan,animale
177,Herde::N,sürü,gregge
178,Kuh::N,inek,vacca
179,Bulle::N,boğa,toro
180,Pferd::N,at,cavallo
181,Pferd::N,beygir,cavallo
182,Schaf::N,koyun,pècora
183,Schwein::N,domuz,porco
184,Schwein::N,domuz,maiale
185,Hund::N,it,cane
186,Hund::N,köpek,cane
187,Katze::N,kedi,gatta
188,Bär::N,ayı,orso
189,Eichhörnchen::N,sincap,scoiàttolo
190,Elch::N,büyük kuzey geyiği,alce
191,Fuchs::N,tilki,volpe
192,Hase::N,tavşan,lepre
193,Maus::N,fare,topo
194,Maus::N,fare,sorcio
195,Maus::N,sıçan,topo
196,Maus::N,sıçan,sorcio
197,Wolf::N,kurt,lupo
198,Vogel::N,kuş,uccello
199,Schwarm::N,sürü,stormo
200,Huhn::N,tavuk,gallina
201,Hahn::N,horoz,gallo
202,Gans::N,kaz,oca
203,Adler::N,kartal,àquila
204,Adler::N,karakuş,àquila
205,Ente::N,ördek,ànatra
206,Eule::N,baykuş,gufo
207,Eule::N,baykuş,civetta
208,Kranich::N,turna,gru
209,Krähe::N,karga,cornacchia
210,Kuckuck::N,guguk,cuccù
211,Kuckuck::N,guguk,cùculo
212,Schwan::N,kuğu,cigno
213,Fisch::N,balık,pesce
214,Barsch::N,hani,pèrsico
215,Barsch::N,levrek,pèrsico
216,Hecht::N,turnabalığı,luccio
217,Schlange[Tier]::N,yılan,serpente
218,Wurm::N,kurt,baco
219,Wurm::N,kurt,verme
220,Wurm::N,solucan,baco
221,Wurm::N,solucan,verme
222,Spinne::N,örümcek,ragno
223,Ameise::N,karınca,formica
224,Laus::N,bit,pidocchio
225,Mücke::N,sivrisinek,zanzara
226,Fliege::N,sinek,mosca
227,Schmetterling::N,kelebek,farfalla
228,Beere::N,tane,bacca
229,Apfel::N,elma,mela
230,Pilz::N,mantar,fungo
231,Zwiebel::N,soğan,cipolla
232,Saat::N,ekin,semente
233,Korn::N,tane,grano
234,Heu::N,kuru ot,fieno
235,Schale::N,kabuk,buccia
236,Grube::N,çukur,cava
237,Grube::N,çukur,fossa
238,Falle::N,tuzak,tràppola
239,Schlinge::N,ilmik,laccio
240,Spur::N,iz,traccia
241,Asche::N,kül,cenere
242,Dreck::N,pislik,fango
243,Eisen::N,demir,ferro
244,Gold::N,altın,oro
245,Silber::N,gümüş,argento
246,Kohle::N,kömür,carbone
247,Glas::N,cam,vetro
248,Lehm::N,balçık,argilla
249,Sand::N,kum,arena
250,Sand::N,kum,sabbia
251,Mensch::N,insan,uomo
252,Mensch::N,insan,èssere umano
253,Mann::N,adam,uomo
254,Mann::N,erkek,uomo
255,Frau::N,bayan,donna
256,Kind::N,çocuk,bambino
257,Junge::N,erkek çocuk,ragazzo
258,Mädchen::N,kız,ragazza
259,Familie::N,aile,famiglia
260,Großvater::N,dede,nonno
261,Großvater::N,büyükbaba,nonno
262,Großmutter::N,nine,nonna
263,Großmutter::N,büyükanne,nonna
264,Eltern::N,ebeveyn,genitori
265,Eltern::N,ana baba,genitori
266,Vater::N,ata,padre
267,Vater::N,baba,padre
268,Mutter::N,ana,madre
269,Mutter::N,anne,madre
270,Sohn::N,oğul,figlio
271,Tochter::N,kız,figlia
272,Tochter::N,kız evlât,figlia
273,Bruder::N,abi,fratello
274,Bruder::N,erkek kardeş,fratello
275,Schwester::N,abla,sorella
276,Schwester::N,kız kardeş,sorella
277,Onkel::N,dayı,zio
278,Tante::N,hala,zia
279,Tante::N,teyze,zia
280,Ehemann::N,koca,marito
281,Ehefrau::N,karı,moglie
282,Freude::N,neşe,gioia
283,Freude::N,neşe,piacere
284,Freude::N,sevinç,gioia
285,Freude::N,sevinç,piacere
286,Gelächter::N,gülme,risata
287,Gelächter::N,kahkaha,risata
288,Glück::N,mutluluk,felicità
289,Kummer::N,dert,afflizione
290,Kummer::N,keder,afflizione
291,Wunsch::N,arzu,desiderio
292,Wunsch::N,istek,desiderio
293,Lust::N,arzu,voglia
294,Lust::N,heves,voglia
295,Geist::N,tin,mente
296,Geist::N,tin,spìrito
297,Gedanke::N,fikir,idea
298,Gedanke::N,fikir,pensiero
299,Gedanke::N,düşünce,idea
300,Gedanke::N,düşünce,pensiero
301,Gedächtnis::N,bellek,memoria
302,Verstand::N,zekâ,intelletto
303,Sinn::N,anlam,senso
304,Sinn::N,anlam,significato
305,Grund::N,sebep,causa
306,Grund::N,sebep,motivo
307,Grund::N,sebep,ragione
308,Wahrheit::N,doğruluk,verità
309,Wahrheit::N,gerçeklik,verità
310,Gespräch::N,görüşme,discorso
311,Gespräch::N,görüşme,conversazione
312,Märchen::N,masal,fiaba
313,Märchen::N,masal,fàvola
314,Erzählung::N,öykü,racconto
315,Erzählung::N,öykü,narrazione
316,Erzählung::N,hikâye,racconto
317,Erzählung::N,hikâye,narrazione
318,Nachricht::N,haber,messaggio
319,Neuigkeit::N,haber,notizia
320,Name::N,ad,nome
321,Name::N,isim,nome
322,Rätsel::N,bilmece,indovinello
323,Rede::N,söylev,discorso
324,Rede::N,konuşma,discorso
325,Sprache::N,dil,lingua
326,Sprache::N,dil,linguaggio
327,Sprache::N,lisan,lingua
328,Sprache::N,lisan,linguaggio
329,Stimme::N,ses,voce
330,Wort::N,kelime,parola
331,Zeichen::N,işaret,segno
332,Zeichen::N,işaret,segnale
333,Ruf::N,çağırma,chiamata
334,Lärm::N,şamata,chiasso
335,Lärm::N,şamata,strèpito
336,Lärm::N,gürültü,chiasso
337,Lärm::N,gürültü,strèpito
338,Laut::N,ses,suono
339,Ton::N,ses,tono
340,Lied::N,türkü,canto
341,Lied::N,türkü,canzone
342,Ruhe::N,sakinlik,calma
343,Ruhe::N,sakinlik,tranquillità
344,Leute::N,halk,gente
345,Leute::N,insanlar,gente
346,Volk::N,ulus,pòpolo
347,Volk::N,millet,pòpolo
348,Arbeit::N,iş,lavoro
349,Arbeit::N,çalışma,lavoro
350,Gast::N,konuk,òspite
351,Gast::N,konuk,invitato
352,Gast::N,misafir,òspite
353,Gast::N,misafir,invitato
354,Geschenk::N,hediye,regalo
355,Geschenk::N,armağan,regalo
356,Spiel::N,oyun,gioco
357,Gesellschaft::N,çevre,compagnìa
358,Gesellschaft::N,arkadaşlık,compagnìa
359,Hilfe::N,yardım,aiuto
360,Hilfe::N,yardım,soccorso
361,Freund::N,dost,amico
362,Freund::N,arkadaş,amico
363,Kamerad::N,arkadaş,camerata
364,Angelegenheit::N,iş,affare
365,Angelegenheit::N,iş,faccenda
366,Angelegenheit::N,husus,affare
367,Angelegenheit::N,husus,faccenda
368,Anzahl::N,sayı,nùmero
369,Anzahl::N,sayı,quantità
370,Art::N,çeşit,tipo
371,Art::N,çeşit,specie
372,Stück::N,tane,pezzo
373,Stück::N,parça,pezzo
374,Teil::N,kısım,parte
375,Hälfte::N,yarı,metà
376,Kreis::N,daire,cìrcolo
377,Kreuz::N,haç,croce
378,Linie::N,hat,lìnea
379,Linie::N,çizgi,lìnea
380,Strich::N,çizgi,tratto
381,Abstand::N,aralık,distanza
382,Entfernung::N,mesafe,distanza
383,Entfernung::N,mesafe,lontananza
384,Entfernung::N,uzaklık,distanza
385,Entfernung::N,uzaklık,lontananza
386,Gegend::N,yöre,regione
387,Platz::N,yer,posto
388,Platz::N,yer,spazio
389,Ort::N,yer,luogo
390,Ort::N,yer,località
391,Seite::N,yan,lato
392,Seite::N,yan,parte
393,Seite::N,taraf,lato
394,Seite::N,taraf,parte
395,Mitte::N,orta,mezzo
396,Mitte::N,orta,centro
397,Mitte::N,merkez,mezzo
398,Mitte::N,merkez,centro
399,Gegenstand::N,şey,oggetto
400,Sache::N,iş,cosa
401,Sache::N,şey,cosa
402,Rand::N,kenar,orlo
403,Rand::N,kenar,bordo
404,Kante::N,kenar,spìgolo
405,Ecke::N,köşe,canto
406,Spitze::N,uç,punta
407,Spitze::N,baş,punta
408,Ende::N,uç,capo
409,Ende::N,uç,estremità
410,Loch::N,oyuk,buco
411,Loch::N,delik,buco
412,Winkel::N,köşe,àngolo
413,Muster::N,örnek,disegno
414,Größe::N,büyüklük,taglia
415,Größe::N,büyüklük,grandezza
416,Länge::N,uzunluk,lunghezza
417,Höhe::N,yükseklik,altezza
418,Gewicht::N,ağırlık,peso
419,Menge::N,miktar,quantità
420,Haufen::N,küme,cùmulo
421,Haufen::N,küme,mucchio
422,Haufen::N,yığın,cùmulo
423,Haufen::N,yığın,mucchio
424,Reihe::N,sıra,fila
425,Boot::N,kayık,barca
426,Boot::N,kayık,battello
427,Boot::N,sandal,barca
428,Boot::N,sandal,battello
429,Ruder::N,kürek,remo
430,Schlitten::N,kızak,slitta
431,Ski::N,kayak,sci
432,Lagerfeuer::N,kamp ateşi,falò
433,Lagerfeuer::N,kamp ateşi,fuoco di bivacco
434,Last::N,yük,càrico
435,Gang::N,gidiş,andata
436,Gang::N,yürüyüş,andata
437,Schritt::N,adım,passo
438,Norden::N,kuzey,nord
439,Norden::N,kuzey,settentrione
440,Süden::N,güney,sud
441,Süden::N,güney,meridione
442,Westen::N,batı,òvest
443,Westen::N,batı,occidente
444,Osten::N,doğu,est
445,Osten::N,doğu,oriente
446,Holz::N,ağaç,legno
447,Holz::N,tahta,legno
448,Brett::N,tahta,asse
449,Brett::N,tahta,tàvola
450,Platte::N,levha,lastra
451,Platte::N,levha,piastra
452,Stütze::N,dayak,supporto
453,Stütze::N,destek,supporto
454,Stange::N,çubuk,sbarra
455,Stange::N,çubuk,pèrtica
456,Stock::N,sopa,verga
457,Stock::N,sopa,bastone
458,Stock::N,sopa,bacchetta
459,Stock::N,değnek,verga
460,Stock::N,değnek,bastone
461,Stock::N,değnek,bacchetta
462,Stab::N,sırık,asta
463,Stab::N,baston,asta
464,Rohr::N,boru,tubo
465,Haus::N,ev,casa
466,Heim::N,ev,casa
467,Heim::N,yurt,casa
468,Ofen::N,soba,stufa
469,Fußboden::N,taban,pavimento
470,Fußboden::N,döşeme,pavimento
471,Tisch::N,masa,tàvolo
472,Stuhl::N,iskemle,sedia
473,Stuhl::N,sandalye,sedia
474,Wiege::N,beşik,culla
475,Bett::N,yatak,letto
476,Regal::N,raf,scaffale
477,Kiste::N,sandık,cassa
478,Fenster::N,pencere,finestra
479,Tür::N,kapı,porta
480,Tor::N,kapı,portone
481,Zaun::N,çit,recinto
482,Dach::N,dam,tetto
483,Dach::N,çatı,tetto
484,Leiter::N,merdiven,scala
485,Leiter::N,merdiven,scala a pioli
486,Besen::N,süpürge,scopa
487,Spaten::N,bel,vanga
488,Schaufel::N,kürek,pala
489,Gabel::N,çatal,forchetta
490,Löffel::N,kaşık,cucchiaio
491,Messer::N,bıçak,coltello
492,Nagel::N,çivi,chiodo
493,Netz::N,ağ,rete
494,Haken::N,çengel,uncino
495,Griff::N,kulp,mànico
496,Griff::N,kulp,maniglia
497,Griff::N,tutamak,mànico
498,Griff::N,tutamak,maniglia
499,Schloss::N,kilit,serratura
500,Bild::N,imaj,quadro
501,Bild::N,imaj,immàgine
502,Bild::N,resim,quadro
503,Bild::N,resim,immàgine
504,Figur::N,şekil,figura
505,Figur::N,heykel,figura
506,Puppe::N,kukla,bàmbola
507,Beutel::N,kese,borsa
508,Beutel::N,kese,sacchetto
509,Beutel::N,torba,borsa
510,Beutel::N,torba,sacchetto
511,Bündel::N,deste,fascio
512,Bündel::N,deste,fagotto
513,Tasche::N,çanta,borsa
514,Eimer::N,kova,secchio
515,Deckel::N,kapak,coperchio
516,Geschirr::N,kap kacak,stoviglie
517,Sack::N,torba,sacco
518,Tasse::N,fincan,tazza
519,Topf::N,tencere,pèntola
520,Kessel::N,kazan,paiolo
521,Kessel::N,kazan,calderone
522,Essen::N,yemek,pasto
523,Essen::N,yemek,mangiare
524,Nahrung::N,gıda,cibo
525,Nahrung::N,gıda,alimento
526,Nahrung::N,besin,cibo
527,Nahrung::N,besin,alimento
528,Speise::N,yemek,piatto
529,Fleisch::N,et,carne
530,Getreide::N,tahıl,cereali
531,Getreide::N,hububat,cereali
532,Brei::N,ezme,purè
533,Brei::N,ezme,pappa
534,Brot::N,ekmek,pane
535,Scheibe::N,dilim,fetta
536,Scheibe::N,dilim,trancia
537,Fett::N,yağ,grasso
538,Butter::N,tereyağı,burro
539,Öl::N,yağ,olio
540,Öl::N,akar yağ,olio
541,Salz::N,tuz,sale
542,Suppe::N,çorba,zuppa
543,Suppe::N,çorba,minestra
544,Honig::N,bal,miele
545,Milch::N,süt,latte
546,Tee::N,çay,tè
547,Leder::N,deri,pelle
548,Leder::N,meşin,pelle
549,Wolle::N,yün,lana
550,Stoff::N,kumaş,panno
551,Stoff::N,kumaş,tessuto
552,Nadel::N,iğne,ago
553,Faden::N,tire,filo
554,Faden::N,iplik,filo
555,Knopf::N,düğme,bottone
556,Knoten::N,düğüm,nodo
557,Farbe::N,boya,pittura
558,Kleidung::N,giyim,vestiti
559,Kleidung::N,giyim,vestiario
560,Hemd::N,gömlek,camicia
561,Kragen::N,yaka,bàvero
562,Kragen::N,yaka,colletto
563,Ärmel::N,yen,mànica
564,Ärmel::N,elbise kolu,mànica
565,Hose::N,pantolon,calzoni
566,Gürtel::N,kuşak,cintura
567,Mütze::N,bere,berretto
568,Mütze::N,kasket,berretto
569,Schuh::N,kundura,scarpa
570,Schuh::N,ayakkabı,scarpa
571,Stiefel::N,çizme,stivale
572,Ring::N,yüzük,anello
573,Band::N,bağ,nastro
574,Band::N,bağ,fettuccia
575,Band::N,şerit,nastro
576,Band::N,şerit,fettuccia
577,Kamm::N,tarak,pèttine
578,Spiegel::N,ayna,specchio
579,Riemen::N,kayış,cinghia
580,Schnur::N,ip,corda
581,Schnur::N,sicim,corda
582,Leine::N,kayış,guinzaglio
583,Decke::N,örtü,coperta
584,Decke::N,yorgan,coperta
585,Kissen::N,yastık,cuscino
586,Kissen::N,yastık,guanciale
587,Tuch::N,bez,fazzoletto
588,Handtuch::N,havlu,asciugamano
589,Kraft::N,güç,forza
590,Kraft::N,kuvvet,forza
591,Stärke::N,kuvvet,forza
592,Stärke::N,kuvvet,vigore
593,Stärke::N,kuvvet,fortezza
594,Gesundheit::N,sağlık,salute
595,Krankheit::N,hastalık,malattìa
596,Schmerz::N,ağrı,dolore
597,Schmerz::N,sancı,dolore
598,Wunde::N,yara,piaga
599,Wunde::N,yara,ferita
600,Fieber::N,ateş,febbre
601,Arznei::N,ilâç,fàrmaco
602,Arznei::N,ilâç,medicina
603,Brücke::N,köprü,ponte
604,Brunnen::N,kuyu,pozzo
605,Brunnen::N,çeşme,pozzo
606,Weide::N,otlak,pàscolo
607,Pfad::N,patika,sentiero
608,Pfad::N,keçiyolu,sentiero
609,Weg::N,yol,via
610,Weg::N,yol,cammino
611,Straße::N,yol,strada
612,Straße::N,cadde,strada
613,Dorf::N,köy,paese
614,Dorf::N,köy,villaggio
615,Stadt::N,kent,città
616,Stadt::N,şehir,città
617,Brief::N,mektup,lèttera
618,Buch::N,kitap,libro
619,Buchstabe::N,harf,lèttera
620,Zeitung::N,gazete,giornale
621,Leben::N,hayat,vita
622,Tod::N,ölüm,morte
623,Grab::N,kabir,tomba
624,Grab::N,kabir,sepolcro
625,Kirche::N,kilise,chiesa
626,Sünde::N,günah,peccato
627,Gott::N,tanrı,dio
628,Arbeiter::N,işçi,operaio
629,Arbeiter::N,işçi,lavoratore
630,Chef::N,şef,capo
631,Chef::N,şef,padrone
632,Chef::N,müdür,capo
633,Chef::N,müdür,padrone
634,Meister::N,usta,mastro
635,Meister::N,usta,maestro
636,Arzt::N,hekim,mèdico
637,Arzt::N,hekim,dottore
638,Arzt::N,doktor,mèdico
639,Arzt::N,doktor,dottore
640,Lehrer::N,hoca,professore
641,Lehrer::N,öğretmen,professore
642,Geld::N,para,soldi
643,Geld::N,para,denaro
644,Geschäft::N,ticaret,affare
645,Geschäft::N,ticaret,negozio
646,Laden::N,dükkân,negozio
647,Preis::N,fiyat,prezzo
648,Ware::N,mal,merce
649,Nutzen::N,fayda,ùtile
650,Nutzen::N,fayda,profitto
651,Reichtum::N,servet,ricchezza
652,Reichtum::N,zenginlik,ricchezza
653,Welt::N,dünya,mondo
654,Land::N,ülke,paese
655,Staat::N,devlet,Stato
656,König::N,kral,re
657,Macht::N,kudret,potere
658,Macht::N,iktidar,potere
659,Grenze::N,had,confine
660,Grenze::N,had,frontiera
661,Grenze::N,sınır,confine
662,Grenze::N,sınır,frontiera
663,Krieg::N,savaş,guerra
664,Feind::N,düşman,nemico
665,Gewalt::N,zor,violenza
666,Gewalt::N,cebir,violenza
667,Kampf::N,savaş,lotta
668,Bogen[Waffe]::N,yay,arco
669,Pfeil::N,ok,freccia
670,Gewehr::N,tüfek,fucile
671,Fehler::N,hata,errore
672,Fehler::N,hata,sbaglio
673,Fehler::N,yanlış,errore
674,Fehler::N,yanlış,sbaglio
675,Lüge::N,yalan,bugìa
676,Lüge::N,yalan,menzogna
677,Schaden::N,zarar,danno
678,Unglück::N,felâket,sfortuna
679,Unglück::N,talihsizlik,sfortuna
680,Schuld::N,suç,colpa
681,Schuld::N,kabahat,colpa
682,Alter::N,yaş,età
683,Schluss::N,son,fine
684,Zeit::N,zaman,tempo
685,Tag::N,gün,giorno
686,Tag::N,gün,giornata
687,Morgen::N,sabah,mattina
688,Mittag::N,öğle,mezzogiorno
689,Abend::N,akşam,sera
690,Abend::N,akşam,serata
691,Nacht::N,gece,notte
692,Woche::N,hafta,settimana
693,Monat::N,ay,mese
694,Jahr::N,yıl,anno
695,Jahr::N,sene,anno
696,Frühling::N,ilkbahar,primavera
697,Sommer::N,yaz,estate
698,Herbst::N,güz,autunno
699,Herbst::N,sonbahar,autunno
700,Winter::N,kış,inverno
701,Januar::N,ocak,gennaio
702,Februar::N,şubat,febbraio
703,März::N,mart,marzo
704,April::N,nisan,aprile
705,Mai::N,mayıs,maggio
706,Juni::N,haziran,giugno
707,Juli::N,temmuz,luglio
708,August::N,ağustos,agosto
709,September::N,eylül,settembre
710,Oktober::N,ekim,ottobre
711,November::N,kasım,novembre
712,Dezember::N,aralık,dicembre
713,Montag::N,pazartesi,lunedì
714,Dienstag::N,salı,martedì
715,Mittwoch::N,çarşamba,mercoledì
716,Donnerstag::N,perşembe,giovedì
717,Freitag::N,cuma,venerdì
718,Samstag::N,cumartesi,sàbato
719,Sonntag::N,pazar,domenica
720,groß::A,büyük,grande
721,klein::A,ufak,pìccolo
722,klein::A,küçük,pìccolo
723,lang::A,uzun,lungo
724,kurz::A,kısa,corto
725,breit::A,enli,largo
726,breit::A,geniş,largo
727,schmal::A,dar,stretto
728,dicht::A,sık,denso
729,dicht::A,yoğun,denso
730,dick[Gegenstand]::A,kalın,spesso
731,dick[Gegenstand]::A,iri,spesso
732,dünn::A,ince,sottile
733,fein::A,ince,fine
734,fein::A,ince,delicato
735,fein::A,narin,fine
736,fein::A,narin,delicato
737,fest::A,sabit,sodo
738,fest::A,sabit,fisso
739,fest::A,sağlam,sodo
740,fest::A,sağlam,fisso
741,flach::A,düz,piano
742,flach::A,düz,piatto
743,flach::A,yassı,piano
744,flach::A,yassı,piatto
745,glatt::A,düz,liscio
746,hart::A,katı,duro
747,weich::A,yumuşak,molle
748,rund::A,yuvarlak,rotondo
749,spitz::A,sivri,aguzzo
750,spitz::A,sivri,appuntito
751,scharf::A,keskin,affilato
752,scharf::A,keskin,tagliente
753,stumpf::A,kör,smussato
754,schwer::A,ağır,pesante
755,schön::A,güzel,bello
756,heiß::A,kızgın,caldo
757,heiß::A,kızgın,bollente
758,warm::A,sıcak,caldo
759,kalt::A,soğuk,freddo
760,kühl::A,serin,fresco
761,frisch::A,taze,fresco
762,feucht::A,nemli,ùmido
763,feucht::A,rutubetli,ùmido
764,nass::A,yaş,bagnato
765,nass::A,ıslak,bagnato
766,trocken::A,kuru,secco
767,voll::A,dolu,pieno
768,voll::A,dolmuş,pieno
769,leer::A,boş,vuoto
770,offen::A,açık,aperto
771,geschlossen::A,kapalı,chiuso
772,sauber::A,pak,netto
773,sauber::A,pak,pulito
774,sauber::A,temiz,netto
775,sauber::A,temiz,pulito
776,schmutzig::A,pis,sporco
777,schmutzig::A,pis,sùdicio
778,schmutzig::A,kirli,sporco
779,schmutzig::A,kirli,sùdicio
780,roh::A,çiğ,crudo
781,reif::A,olgun,maturo
782,lecker::A,lezzetli,ghiotto
783,lecker::A,lezzetli,squisito
784,süß::A,tatlı,dolce
785,süß::A,şekerli,dolce
786,bitter::A,acı,amaro
787,sauer::A,ekşi,aspro
788,sauer::A,ekşi,acerbo
789,hell::A,aydınlık,chiaro
790,dunkel::A,karanlık,buio
791,dunkel::A,karanlık,oscuro
792,schwarz::A,kara,nero
793,schwarz::A,siyah,nero
794,weiß::A,ak,bianco
795,weiß::A,beyaz,bianco
796,rot::A,kırmızı,rosso
797,gelb::A,sarı,giallo
798,blau::A,mavi,blu
799,blau::A,mavi,azzurro
800,grün::A,yeşil,verde
801,grau::A,boz,grigio
802,bunt::A,renkli,variopinto
803,billig::A,ucuz,a buon prezzo
804,billig::A,ucuz,a buon mercato
805,teuer::A,pahalı,caro
806,wertvoll::A,değerli,prezioso
807,blind::A,kör,cieco
808,taub::A,sağır,sordo
809,kräftig::A,dinç,forte
810,kräftig::A,dinç,robusto
811,kräftig::A,kuvvetli,forte
812,kräftig::A,kuvvetli,robusto
813,stark::A,güçlü,forte
814,stark::A,güçlü,vigoroso
815,stark::A,kuvvetli,forte
816,stark::A,kuvvetli,vigoroso
817,schwach::A,zayıf,dèbole
818,schwach::A,güçsüz,dèbole
819,fett::A,şişman,grasso
820,schlank::A,narin,snello
821,schlank::A,narin,slanciato
822,hübsch::A,güzel,bello
823,hübsch::A,güzel,carino
824,hübsch::A,sevimli,bello
825,hübsch::A,sevimli,carino
826,böse::A,kötü,cattivo
827,dumm::A,aptal,stùpido
828,faul::A,tembel,pigro
829,fleißig::A,çalışkan,diligente
