,Concept_ID,de,sah
256,Ruf::N,Ruf,ыҥырыы
257,Lärm::N,Lärm,айдаан
258,Laut::N,Laut,тыас
259,Ton::N,Ton,дорҕоон
260,Lied::N,Lied,ырыа
261,Ruhe::N,Ruhe,уу чуумпу
262,Leute::N,Leute,дьон
263,Volk::N,Volk,дьон
264,Volk::N,Volk,норуот
265,Arbeit::N,Arbeit,үлэ
266,Gast::N,Gast,ыалдьыт
267,Geschenk::N,Geschenk,бэлэх
268,Spiel::N,Spiel,оонньуу
269,Gesellschaft::N,Gesellschaft,общество
270,Hilfe::N,Hilfe,көмө
271,Freund::N,Freund,доҕор
272,Kamerad::N,Kamerad,атас
273,Angelegenheit::N,Angelegenheit,дьыала
274,Anzahl::N,Anzahl,ахсаан
275,Art::N,Art,биис
276,Stück::N,Stück,кырбас
277,Teil::N,Teil,ирээт
278,Hälfte::N,Hälfte,аҥар
279,Kreis::N,Kreis,төгүрүк
280,Kreis::N,Kreis,төгүрүмтэ
281,Kreuz::N,Kreuz,кириэс
282,Linie::N,Linie,сурааһын
283,Strich::N,Strich,сурааһын
284,Abstand::N,Abstand,арыт
285,Entfernung::N,Entfernung,ыраах
286,Gegend::N,Gegend,сир
287,Platz::N,Platz,арыт
288,Ort::N,Ort,сир
289,Seite::N,Seite,өрүт
290,Seite::N,Seite,сирэй
291,Mitte::N,Mitte,орто
292,Gegenstand::N,Gegenstand,предмет
293,Sache::N,Sache,мал
294,Rand::N,Rand,кытыы
295,Rand::N,Rand,ойоҕос
296,Kante::N,Kante,кырыы
297,Ecke::N,Ecke,муннук
298,Spitze::N,Spitze,чыпчаал
299,Ende::N,Ende,төбө
300,Loch::N,Loch,тэһэҕэс
301,Loch::N,Loch,дьөлөҕөс
302,Winkel::N,Winkel,муннук
303,Muster::N,Muster,оһуор
304,Größe::N,Größe,кээмэй
305,Länge::N,Länge,уста
306,Höhe::N,Höhe,үрдүк
307,Gewicht::N,Gewicht,ыйааһын
308,Menge::N,Menge,ахсаан
309,Haufen::N,Haufen,чөмчөх
310,Reihe::N,Reihe,кэккэ
311,Boot::N,Boot,оҥочо
312,Ruder::N,Ruder,эрдии
313,Schlitten::N,Schlitten,сыарҕа
314,Ski::N,Ski,хайыһар
315,Lagerfeuer::N,Lagerfeuer,кутаа
316,Last::N,Last,ыарахан
317,Gang::N,Gang,хаамыы
318,Schritt::N,Schritt,хардыы
319,Norden::N,Norden,хоту
320,Süden::N,Süden,соҕуруу
321,Westen::N,Westen,арҕаа
322,Osten::N,Osten,илин
323,Holz::N,Holz,мас
324,Brett::N,Brett,дуоска
325,Brett::N,Brett,хаптаһын
326,Platte::N,Platte,билиитэ
327,Stütze::N,Stütze,тулааһын
328,Stange::N,Stange,ураҕас
329,Stock::N,Stock,мас
330,Stock::N,Stock,баалкы
331,Stab::N,Stab,ураҕас
332,Rohr::N,Rohr,турба
333,Haus::N,Haus,дьиэ
334,Heim::N,Heim,дьиэ
335,Ofen::N,Ofen,оһох
336,Fußboden::N,Fußboden,муоста
337,Tisch::N,Tisch,остуол
338,Stuhl::N,Stuhl,устуул
339,Wiege::N,Wiege,биһик
340,Bett::N,Bett,кырабаат
341,Regal::N,Regal,долбуур
342,Kiste::N,Kiste,дьааһык
343,Fenster::N,Fenster,түннүк
344,Tür::N,Tür,аан
345,Tor::N,Tor,аан
346,Zaun::N,Zaun,соппулуот
347,Dach::N,Dach,кырыыса
348,Leiter::N,Leiter,кирилиэс
349,Besen::N,Besen,миинньик
350,Spaten::N,Spaten,күрдьэх
351,Schaufel::N,Schaufel,күрдьэх
352,Gabel::N,Gabel,биилкэ
353,Löffel::N,Löffel,луоска
354,Messer::N,Messer,быһах
355,Nagel::N,Nagel,тоһоҕо
356,Netz::N,Netz,илим
357,Haken::N,Haken,көхө
358,Griff::N,Griff,ук
359,Griff::N,Griff,тутаах
360,Schloss::N,Schloss,күлүүс
361,Bild::N,Bild,хартыына
362,Figur::N,Figur,фигура
363,Puppe::N,Puppe,куукула
364,Beutel::N,Beutel,мөһөөччук
365,Bündel::N,Bündel,баайыы
366,Tasche::N,Tasche,суумка
367,Eimer::N,Eimer,биэдэрэ
368,Deckel::N,Deckel,хаппах
369,Geschirr::N,Geschirr,иһит
370,Sack::N,Sack,куул
371,Tasse::N,Tasse,сэлиэнэй
372,Topf::N,Topf,көстүрүүҥкэ
373,Kessel::N,Kessel,хочуол
374,Essen::N,Essen,аһылык
375,Nahrung::N,Nahrung,ас
376,Speise::N,Speise,аһылык
377,Fleisch::N,Fleisch,эт
378,Getreide::N,Getreide,злактар
379,Brei::N,Brei,хааһы
380,Brot::N,Brot,килиэп
381,Scheibe::N,Scheibe,куһуок
382,Fett::N,Fett,сыа
383,Butter::N,Butter,арыы
384,Öl::N,Öl,арыы
385,Salz::N,Salz,туус
386,Suppe::N,Suppe,мин
387,Honig::N,Honig,мүөт
388,Milch::N,Milch,үүт
389,Tee::N,Tee,чэй
390,Leder::N,Leder,тирии
391,Wolle::N,Wolle,түү
392,Stoff::N,Stoff,таҥас
393,Nadel::N,Nadel,иннэ
394,Faden::N,Faden,сап
395,Knopf::N,Knopf,тимэх
396,Knoten::N,Knoten,түмүк
397,Farbe::N,Farbe,кырааска
398,Kleidung::N,Kleidung,таҥас
399,Hemd::N,Hemd,ырбаахы
400,Kragen::N,Kragen,саҕа
401,Ärmel::N,Ärmel,сиэх
402,Hose::N,Hose,ыстаан
403,Hose::N,Hose,бүрүүкэ
404,Gürtel::N,Gürtel,кур
405,Mütze::N,Mütze,бэргэһэ
406,Schuh::N,Schuh,бачыыҥка
407,Stiefel::N,Stiefel,саппыкы
408,Ring::N,Ring,биһилэх
409,Band::N,Band,лиэнтэ
410,Kamm::N,Kamm,тараах
411,Spiegel::N,Spiegel,сиэркилэ
412,Riemen::N,Riemen,кур
413,Schnur::N,Schnur,быа
414,Leine::N,Leine,тэһиин
415,Decke::N,Decke,суорҕан
416,Kissen::N,Kissen,сыттык
417,Tuch::N,Tuch,былаат
418,Handtuch::N,Handtuch,соттор
419,Kraft::N,Kraft,сыра
420,Stärke::N,Stärke,күүс
421,Gesundheit::N,Gesundheit,доруобуйа
422,Krankheit::N,Krankheit,ыарыы
423,Schmerz::N,Schmerz,ыарыы
424,Wunde::N,Wunde,баас
425,Fieber::N,Fieber,түрүлгэн
426,Fieber::N,Fieber,лихорадка
427,Fieber::N,Fieber,температура
428,Arznei::N,Arznei,эмп
429,Brücke::N,Brücke,күргэ
430,Brunnen::N,Brunnen,холуодьас
431,Weide::N,Weide,мэччирэҥ
432,Pfad::N,Pfad,ыллык
433,Weg::N,Weg,суол
434,Straße::N,Straße,суол
435,Dorf::N,Dorf,дэриэбинэ
436,Stadt::N,Stadt,куорат
437,Brief::N,Brief,сурук
438,Buch::N,Buch,кинигэ
439,Buchstabe::N,Buchstabe,буква
440,Zeitung::N,Zeitung,хаһыат
441,Leben::N,Leben,тыын
442,Tod::N,Tod,өлүү
443,Grab::N,Grab,иин
444,Kirche::N,Kirche,таҥара дьиэтэ
445,Sünde::N,Sünde,айыы
446,Gott::N,Gott,тангара
447,Arbeiter::N,Arbeiter,үлэһит
448,Chef::N,Chef,баһылык
449,Chef::N,Chef,начальник
450,Meister::N,Meister,уус
451,Meister::N,Meister,маастар
452,Arzt::N,Arzt,врач
453,Lehrer::N,Lehrer,учуутал
454,Geld::N,Geld,харчы
455,Geschäft::N,Geschäft,идэ
456,Laden::N,Laden,маҕаһыын
457,Preis::N,Preis,сыана
458,Ware::N,Ware,табаар
459,Nutzen::N,Nutzen,туһа
460,Reichtum::N,Reichtum,баай
461,Welt::N,Welt,аан дойду
462,Land::N,Land,дойду
463,Staat::N,Staat,государство
464,König::N,König,король
465,Macht::N,Macht,былаас
466,Grenze::N,Grenze,кыраныысса
467,Krieg::N,Krieg,сэрии
468,Feind::N,Feind,өстөөх
469,Gewalt::N,Gewalt,күүһүлээһин
470,Kampf::N,Kampf,охсуһуу
471,Bogen[Waffe]::N,Bogen,ох
472,Pfeil::N,Pfeil,ох
473,Gewehr::N,Gewehr,саа
474,Fehler::N,Fehler,сыыһа
475,Lüge::N,Lüge,сымыйа
476,Schaden::N,Schaden,хоромньу
477,Unglück::N,Unglück,алдьархай
478,Schuld::N,Schuld,буруй
479,Alter::N,Alter,саас
480,Schluss::N,Schluss,тиһэх
481,Zeit::N,Zeit,бириэмэ
482,Tag::N,Tag,күн
483,Morgen::N,Morgen,сарсыарда
484,Mittag::N,Mittag,күн ортото
485,Abend::N,Abend,киэһэ
486,Nacht::N,Nacht,түүн
487,Woche::N,Woche,нэдиэлэ
488,Monat::N,Monat,ый
489,Jahr::N,Jahr,сыл
490,Jahr::N,Jahr,дьыл
491,Frühling::N,Frühling,саас
492,Sommer::N,Sommer,сайын
493,Herbst::N,Herbst,күһүн
494,Winter::N,Winter,кыһын
495,Januar::N,Januar,тохсунньу
496,Februar::N,Februar,олунньу
497,März::N,März,кулун тутар
498,April::N,April,муус устар ый
499,Mai::N,Mai,ыам ыйа
500,Juni::N,Juni,бэс ыйа
501,Juli::N,Juli,от ыйа
502,August::N,August,атырдьах ыйа
503,September::N,September,балаҕан ыйа
504,Oktober::N,Oktober,алтынньы
505,November::N,November,сэтинньи
506,Dezember::N,Dezember,ахсынньы
507,Montag::N,Montag,бэнидиэнньик
508,Dienstag::N,Dienstag,оптуорунньук
509,Mittwoch::N,Mittwoch,сэрэдэ
510,Donnerstag::N,Donnerstag,чэппиэр
511,Freitag::N,Freitag,бээтинсэ
512,Samstag::N,Samstag,субуота
513,Sonntag::N,Sonntag,баскыһыанньа
514,groß::A,groß,бөдөҥ
515,groß::A,groß,улахан
516,klein::A,klein,кыр
517,lang::A,lang,уһун
518,kurz::A,kurz,кылгас
519,breit::A,breit,кэтит
520,schmal::A,schmal,кыараҕас
521,dicht::A,dicht,хойуу
522,dick[Gegenstand]::A,dick,суон
523,dick[Gegenstand]::A,dick,хойуу
524,dünn::A,dünn,чараас
525,fein::A,fein,бытархай
526,fein::A,fein,синньигес
527,fest::A,fest,бөҕө
528,fest::A,fest,кытаанах
529,flach::A,flach,хаптаҕай
530,glatt::A,glatt,кылааккай
531,hart::A,hart,хатан
532,hart::A,hart,кытаанах
533,weich::A,weich,сымнаҕас
534,rund::A,rund,төгүрүк
535,spitz::A,spitz,сытыы
536,spitz::A,spitz,уһуктаах
537,scharf::A,scharf,сытыы
538,stumpf::A,stumpf,сыппах
539,schwer::A,schwer,ыарахан
540,schön::A,schön,кыраһыабай
541,heiß::A,heiß,итии
542,warm::A,warm,ичигэс
543,kalt::A,kalt,тымныы
544,kühl::A,kühl,сөрүүн
545,frisch::A,frisch,ыраас
546,frisch::A,frisch,сөрүүн
547,frisch::A,frisch,тымныы
548,feucht::A,feucht,сииктээх
549,nass::A,nass,инчэҕэй
550,trocken::A,trocken,кураан
551,voll::A,voll,толору
552,leer::A,leer,иччитэх
553,offen::A,offen,аһаҕас
554,geschlossen::A,geschlossen,бүтэй
555,sauber::A,sauber,сэбэр
556,schmutzig::A,schmutzig,кирдээх
557,roh::A,roh,сиикэй
558,reif::A,reif,буспут
559,reif::A,reif,сиппит-хоппут
560,lecker::A,lecker,минньигэс
561,süß::A,süß,минньигэс
562,bitter::A,bitter,аһыы
563,sauer::A,sauer,аһыы
564,hell::A,hell,сырдык
565,dunkel::A,dunkel,хараҥа
566,schwarz::A,schwarz,хара
567,weiß::A,weiß,үрүҥ
568,weiß::A,weiß,маҥан
569,rot::A,rot,кыһыл
570,gelb::A,gelb,саһархай
571,blau::A,blau,күөх
572,grün::A,grün,күөх
573,grün::A,grün,от күөҕэ
574,grau::A,grau,сиэрэй
575,bunt::A,bunt,эриэн
576,billig::A,billig,чэпчэки
577,teuer::A,teuer,сыаналаах
578,wertvoll::A,wertvoll,сыаналаах
579,blind::A,blind,хараҕа суох
580,taub::A,taub,дьүлэй
581,kräftig::A,kräftig,модун
582,stark::A,stark,күүстээх
583,schwach::A,schwach,мөлтөх
584,fett::A,fett,эмис
585,schlank::A,schlank,дьылҕан
586,schlank::A,schlank,дьыпсаҕай
587,hübsch::A,hübsch,олус кэрэ
588,hübsch::A,hübsch,көрүөхтэн үчүгэй
589,böse::A,böse,өһүөннээх
590,dumm::A,dumm,акаары
591,faul::A,faul,нэс
592,fleißig::A,fleißig,кыһамньылаах
593,geizig::A,geizig,иҥсэлээх
594,klug::A,klug,өйдөөх
595,geschickt::A,geschickt,наһаа дьоҕурдаах
596,lieb::A,lieb,тапталлаах
597,lustig::A,lustig,көрдөөх
598,sanft::A,sanft,намчы
599,sanft::A,sanft,сымнаҕас
600,hungrig::A,hungrig,аччык
601,krank::A,krank,ыалдьар
602,nackt::A,nackt,сыгынньах
603,traurig::A,traurig,санаарҕабыллаах
604,lebendig::A,lebendig,тыыннаах
605,gut::A,gut,үтүө
606,gut::A,gut,үчүгэй
607,schlecht::A,schlecht,куһаҕан
608,richtig::A,richtig,сөп
609,schlimm::A,schlimm,сидьиҥ
610,schlimm::A,schlimm,быдьар
611,wahr::A,wahr,кырдьык
612,alt::A,alt,былыргы
613,neu::A,neu,саҥа
614,ehemalig::A,ehemalig,урукку
615,alt[Lebewesen]::A,alt,кырдьаҕас
616,jung::A,jung,эдэр
617,arm::A,arm,дьадаҥы
618,reich::A,reich,баай
619,bekannt::A,bekannt,билэр
620,berühmt::A,berühmt,аатырбыт
621,fremd::A,fremd,атын
622,verschieden::A,verschieden,араас
623,nah::A,nah,чугас
624,fern::A,fern,ыраах
625,linker::A,linker,хаҥас
626,rechter::A,rechter,уҥа
627,anderer::A,anderer,атын
628,erster::A,erster,маҥнайгы
629,zweiter::A,zweiter,иккис
630,dritter::A,dritter,үһүс
631,letzter::A,letzter,тиһэх
632,allein::ADV,allein,соҕотох
633,auf einmal::ADV,auf einmal,биирдэ
634,zusammen::ADV,zusammen,холбуу
635,lange::ADV,lange,уһуннук
636,plötzlich::ADV,plötzlich,эмискэ
637,sofort::ADV,sofort,тута
638,später::ADV,später,хойут
639,jetzt::ADV,jetzt,билигин
640,heute::ADV,heute,бүгүн
641,morgen::ADV,morgen,сарсын
642,bald::ADV,bald,өтөр
643,dann::ADV,dann,кэнна
644,gestern::ADV,gestern,бэҕэһээ
645,einst::ADV,einst,биир төгүл
646,einst::ADV,einst,арай биирдэ
647,damals::ADV,damals,оччоҕо
648,danach::ADV,danach,аары
649,danach::ADV,danach,ол кэнниттэн
650,vorher::ADV,vorher,урут
651,zuerst::ADV,zuerst,маҥнай
652,einmal::ADV,einmal,биирдэ
653,manchmal::ADV,manchmal,арыт
654,oft::ADV,oft,чаастатык
655,immer::ADV,immer,мэлдьи
656,niemals::ADV,niemals,хаһан да
657,hier::ADV,hier,маныаха
658,hierhin::ADV,hierhin,бэттэх
659,von hier::ADV,von hier,мантан
660,dort::ADV,dort,онно
661,dorthin::ADV,dorthin,онно
662,geradeaus::ADV,geradeaus,быһа
663,geradeaus::ADV,geradeaus,быһаччы
664,vorwärts::ADV,vorwärts,инники
665,rückwärts::ADV,rückwärts,төттөру
666,zurück::ADV,zurück,төттөрү
667,unten::ADV,unten,аллара
668,hinab::ADV,hinab,аллара
669,oben::ADV,oben,үөһэ
670,hinauf::ADV,hinauf,өрө
671,hinauf::ADV,hinauf,үөһэ
672,überall::ADV,überall,бэйдиэ
673,nicht::ADV,nicht,буолбатах
674,ein wenig::ADV,ein wenig,кыратык
675,kaum::ADV,kaum,нэһиилэ
676,sehr::ADV,sehr,бэрт
677,sehr::ADV,sehr,наһаа
678,so::ADV,so,оччо
679,so::ADV,so,оннук
680,noch::ADV,noch,өссө
681,nur::ADV,nur,эрэ
682,nur::ADV,nur,сыччах
683,schon::ADV,schon,бэлиэр
684,wieder::ADV,wieder,эмиэ
685,vergebens::ADV,vergebens,таак
686,vor::PRP,vor,иннигэр
687,hinter::PRP,hinter,кэлин
688,unter::PRP,unter,-ҕа
689,unter::PRP,unter,оһох түгэҕэ
690,durch::PRP,durch,курдары
691,neben::PRP,neben,аттыгар
692,zwischen::PRP,zwischen,ыккардынан
693,wegen::PRP,wegen,уҥуортан
694,dies::PRN,dies,ити
695,dies::PRN,dies,бу
696,das::PRN,das,били
697,alles::PRN,alles,барыта
698,ich::PRN,ich,мин
699,du::PRN,du,эн
700,er::PRN,er,кнни
701,wir::PRN,wir,биһиги
702,ihr::PRN,ihr,эһиги
703,sie::PRN,sie,кинилэр
704,was::FPRN,was,туох
705,wer::FPRN,wer,ким
706,wo::FADV,wo,ханна
707,wohin::FADV,wohin,ханна
708,wie::FADV,wie,хайдах
709,warum::FADV,warum,тоҕо
710,wieviel::FNUM,wieviel,төһө
711,eins::NUM,eins,биир
712,zwei::NUM,zwei,икки
713,drei::NUM,drei,үс
714,vier::NUM,vier,түөрт
715,fünf::NUM,fünf,биэс
716,sechs::NUM,sechs,алта
717,sieben::NUM,sieben,сэттэ
718,acht::NUM,acht,аҕыс
719,neun::NUM,neun,тоҕус
720,zehn::NUM,zehn,уон
721,elf::NUM,elf,уон биир
722,zwölf::NUM,zwölf,уон икки
723,zwanzig::NUM,zwanzig,сүүрбэ
724,dreißig::NUM,dreißig,отут
725,vierzig::NUM,vierzig,түөрт уон
726,fünfzig::NUM,fünfzig,биэс уон
727,sechzig::NUM,sechzig,алта уон
728,siebzig::NUM,siebzig,сэттэ уон
729,achtzig::NUM,achtzig,аҕыс уон
730,neunzig::NUM,neunzig,тоҕус уонус
731,hundert::NUM,hundert,сүүс
732,tausend::NUM,tausend,тыһыынча
733,und::CNJ,und,да
734,und::CNJ,und,уонна
735,und::CNJ,und,итиэннэ
736,oder::CNJ,oder,эбэтэр
737,stehen::V,stehen,тур
738,sitzen::V,sitzen,олор
739,liegen::V,liegen,сыт
740,hängen::V,hängen,санньылый
741,werden::V,werden,буол
742,passieren::V,passieren,буол
743,beginnen::V,beginnen,саҕалан
744,enden::V,enden,бүт
745,wechseln::V,wechseln,уларый
746,aufgehen[Sonne]::V,aufgehen,ой
747,untergehen[Sonne]::V,untergehen,киир
748,scheinen[Sonne]::V,scheinen,сырдат
749,donnern::V,donnern,эт
750,wehen::V,wehen,үр
751,strömen::V,strömen,кутулун
752,fließen::V,fließen,сүүр
