,Concept_ID,es,av
768,damals::ADV,entonces,гьебмехалъ
769,damals::ADV,entonces,гьебмехалда
770,danach::ADV,después,цинги
771,danach::ADV,después,хадуса
772,vorher::ADV,antes,цебе
773,zuerst::ADV,primero,тӏоцебе
774,einmal::ADV,una vez,цинцӏул
775,einmal::ADV,una vez,цихӏин
776,einmal::ADV,una vez,цоцӏул
777,manchmal::ADV,a veces,олоцӏул
778,oft::ADV,a menudo,гӏемерго
779,oft::ADV,con frecuencia,гӏемерго
780,immer::ADV,siempre,кидаго
781,niemals::ADV,jamás,киданиги
782,hier::ADV,aquí,аниб
783,hierhin::ADV,acá,анибехун
784,von hier::ADV,desde aquí,гьаниса
785,dort::ADV,ahí,гьениб
786,dort::ADV,allí,гьениб
787,dorthin::ADV,allí,гьадаба
788,dorthin::ADV,hacia allí,гьадаба
789,geradeaus::ADV,todo derecho,битӏутӏа
790,vorwärts::ADV,adelante,цебехун
791,rückwärts::ADV,hacia atrás,нахъ-нахъ
792,zurück::ADV,atrás,нахъе
793,unten::ADV,abajo,ахакь
794,unten::ADV,abajo,гъоркь
795,hinab::ADV,hacia abajo,эхебе
796,oben::ADV,arriba,тӏад
797,oben::ADV,arriba,тӏадехун
798,hinauf::ADV,hacia arriba,эхеде
799,überall::ADV,por todas partes,кибго
800,nicht::ADV,no,
801,ein wenig::ADV,un poco,дагьабго
802,kaum::ADV,apenas,хӏалалъ
803,sehr::ADV,muy,кутакалда
804,sehr::ADV,mucho,кутакалда
805,so::ADV,tan,гьедин
806,noch::ADV,aún,жеги
807,noch::ADV,todavía,жеги
808,nur::ADV,solamente,гӏӣцӏго
809,schon::ADV,ya,
810,wieder::ADV,de nuevo,на́хъеги
811,vergebens::ADV,en vano,чӏалгӏаде
812,vor::PRP,antes de,цебе
813,vor::PRP,delante de,цебе
814,hinter::PRP,tras,хадуса
815,hinter::PRP,detrás de,хадуса
816,unter::PRP,bajo,ахакь
817,unter::PRP,bajo,гъоркь
818,unter::PRP,debajo de,ахакь
819,unter::PRP,debajo de,гъоркь
820,durch::PRP,por,
821,durch::PRP,a través de,
822,neben::PRP,al lado de,аскӏо
823,zwischen::PRP,entre,гьоркьоб
824,wegen::PRP,por,гьелда
825,wegen::PRP,a causa de,гьелда
826,dies::PRN,esto,гьаб
827,dies::PRN,esto,гьеб
828,das::PRN,eso,доб
829,das::PRN,esto,доб
830,alles::PRN,todo,
831,ich::PRN,yo,дун
832,du::PRN,tú,дуца
833,er::PRN,él,доб
834,wir::PRN,nosotros,ниж
835,ihr::PRN,vosotros,нуж
836,sie::PRN,ellos,дол
837,sie::PRN,ellos,эл
838,was::FPRN,qué,щиб
839,wer::FPRN,quién,щиб
840,wo::FADV,dónde,киб
841,wo::FADV,dónde,кибехун
842,wohin::FADV,adónde,кибехун
843,wohin::FADV,hacia dónde,кибехун
844,wie::FADV,cómo,кин
845,warum::FADV,por qué,щай
846,wieviel::FNUM,cuánto,кигӏан
847,eins::NUM,uno,цо
848,zwei::NUM,dos,кӏиго
849,drei::NUM,tres,лъабго
850,vier::NUM,cuatro,ункъо
851,fünf::NUM,cinco,щуго
852,sechs::NUM,seis,анлъго
853,sieben::NUM,siete,анкьго
854,acht::NUM,ocho,микьго
855,neun::NUM,nueve,ичӏго
856,zehn::NUM,diez,анцӏго
857,elf::NUM,once,анцӏила цо
858,zwölf::NUM,doce,кӏиго-анцӏила
859,zwanzig::NUM,veinte,къого
860,dreißig::NUM,treinta,лъеберго
861,vierzig::NUM,cuarenta,кӏикъого
862,fünfzig::NUM,cincuenta,кӏикъо́ялда анцӏго
863,sechzig::NUM,sesenta,лъабкъого
864,siebzig::NUM,setenta,лъабкъо́ялда анцӏго
865,achtzig::NUM,ochenta,ункъого
866,neunzig::NUM,noventa,ункъоялда а́нцӏила
867,hundert::NUM,cien,нусго
868,hundert::NUM,ciento,нусго
869,tausend::NUM,mil,азарго
870,und::CNJ,y,ва
871,und::CNJ,y,-ги
872,oder::CNJ,o,ялъуни
873,stehen::V,estar de pie,бахъунчӏезе
874,sitzen::V,estar sentado,гӏодов чӏезе
875,liegen::V,yacer,бегизе
876,liegen::V,estar acostado,бегизе
877,hängen::V,pender,базе
878,werden::V,hacerse,бахъине
879,passieren::V,suceder,лъугьине
880,passieren::V,suceder,лъугьа-бахъине
881,beginnen::V,iniciarse,байбихьизе
882,beginnen::V,principiar,байбихьизе
883,enden::V,acabar,лъугӏизе
884,enden::V,terminar,лъугӏизе
885,wechseln::V,variar,хиса-басизе
886,wechseln::V,variar,хисизе
887,wechseln::V,alternar,хиса-басизе
888,wechseln::V,alternar,хисизе
889,aufgehen[Sonne]::V,salir,баккизе
890,untergehen[Sonne]::V,ponerse,щинкӏизе
891,untergehen[Sonne]::V,descender,щинкӏизе
892,scheinen[Sonne]::V,brillar,къалъ-къалъизе
893,donnern::V,tronar,гъугъазе
894,wehen::V,soplar,пуйзе
895,strömen::V,afluir,чвахизе
896,fließen::V,fluir,чвахизе
897,fließen::V,correr,чвахизе
898,sich drehen::V,girar,сверизе
899,schwanken::V,vacilar,хьвагӏезе
900,schwanken::V,vacilar,багъа-бачаризе
901,schwingen::V,oscilar,щвартӏезе
902,fallen::V,caer,бортизе
903,brennen::V,arder,рекӏине
904,brennen::V,quemar,рекӏине
905,rauchen::V,humear,кӏкӏуй буризе
906,rauchen::V,echar humo,кӏкӏуй буризе
907,regnen::V,llover,базе
908,gefrieren::V,helarse,гӏу́низе
909,tauen::V,deshelarse,биаризе
910,schmelzen::V,fundirse,биине
911,schmelzen::V,derretirse,биине
912,trocknen::V,secarse,бакъвазе
913,sieden::V,hervir,гьалдезе
914,faulen::V,pudrirse,махӏцине
915,verfaulen::V,pudrirse,туризе
916,reißen::V,romperse,бихъизе
917,versinken::V,hundirse,гъанкъизе
918,vergehen::V,pasar,базе
919,vergehen::V,pasar,бахъизе
920,vergehen::V,pasar,ине
921,erscheinen::V,aparecer,баккизе
922,verschwinden::V,desaparecer,къине
923,verschwinden::V,desaparecer,билизе
924,sinken::V,bajar,гӏодо́бе ккезе
925,abnehmen::V,decrecer,тӏаса камизе
926,abnehmen::V,disminuir,тӏаса камизе
927,zunehmen::V,crecer,гӏемерлъизе
928,zunehmen::V,aumentar,гӏемерлъизе
929,steigen::V,subir,бахине
930,steigen::V,ascender,бахине
931,wachsen::V,crecer,кӏодолъизе
932,glänzen::V,brillar,цӏвакизе
933,glänzen::V,resplandecer,цӏвакизе
934,funkeln::V,chispear,паркъезе
935,lärmen::V,hacer ruido,хъудизе
936,lärmen::V,hacer ruido,чӏиргъдизе
937,läuten::V,sonar,кьабизе
938,läuten::V,repicar,кьабизе
939,klingeln::V,tocar el timbre,кьабизе
940,klirren::V,tintinear,зваргъизе
941,brausen::V,zumbar,гьалаглъизе
942,rauschen::V,murmurar,шуршудизе
943,klingen::V,sonar,бахъине
944,bellen::V,ladrar,гъанчдезе
945,heulen::V,ulular,рурудизе
946,blasen::V,soplar,гьохьизе
947,pfeifen::V,silbar,гьещтӏезе
948,schreien::V,gritar,ахӏизе
949,schreien::V,gritar,ахӏдезе
950,stöhnen::V,gemir,зигардизе
951,zittern::V,temblar,дарран
952,zittern::V,temblar,гьаргьадизе
953,leben::V,vivir,бетӏербахъизе
954,geboren werden::V,nacer,лъугьине
955,atmen::V,respirar,хӏухьел биччазе
956,trinken::V,beber,гьекъезе
957,essen::V,comer,квине
958,essen::V,comer,кваназе
959,schlucken::V,tragar,кӏкӏвине
960,schlucken::V,tragar,къулчӏизе
961,müde werden::V,cansarse,сваказе
962,müde werden::V,fatigarse,сваказе
963,einschlafen::V,dormirse,кьижизе
964,einschlafen::V,dormirse,гъапуллъизе
965,schlafen::V,dormir,кьижизе
966,aufwachen::V,despertarse,бигьине
967,aufstehen::V,levantarse,бахъине
968,aufstehen::V,levantarse,тӏадебахъине
969,sich erholen::V,reposar,хьи бахъизе
970,sich erholen::V,reposar,хӏалхьи гьабизе
971,sich erholen::V,descansar,хьи бахъизе
972,sich erholen::V,descansar,хӏалхьи гьабизе
973,krank werden::V,caer enfermo,унтизе
974,krank sein::V,estar enfermo,унтизе
975,schmerzen::V,doler,унтизе
976,husten::V,toser,хъегӏизе
977,genesen::V,convalecer,лъилъизе
978,genesen::V,restablecerse,лъилъизе
979,sterben::V,morir,хвезе
980,umkommen::V,perecer,гьалаглъизе
981,sich bewegen::V,moverse,багъаризе
982,sich bewegen::V,moverse,багъаргъизе
983,sich rühren::V,rebullir,багъаризе
984,sich erheben::V,levantarse,тӏадебахъине
985,sich erheben::V,levantarse,бахъине
986,sich setzen::V,sentarse,гӏодов чӏезе
987,hinfallen::V,caerse,щапизе
988,laufen::V,andar,хьвадизе
989,schreiten::V,proceder,чӏезе
990,spazierengehen::V,pasear,тира-сверизе
991,spazierengehen::V,pasearse,тира-сверизе
992,eilen::V,correr prisa,ракӏхӏалакине
993,eilen::V,correr prisa,дуризе
994,sich beeilen::V,darse prisa,дуризе
995,sich beeilen::V,darse prisa,гӏедегӏизе
996,sausen::V,correr,тӏуризе
997,rennen::V,correr,бекеризе
998,springen::V,saltar,кӏанцӏизе
999,klettern::V,trepar,хархадизе
1000,klettern::V,escalar,хархадизе
1001,schaukeln::V,bambolearse,гьерщезе
1002,kriechen::V,reptar,хъурщизе
1003,kriechen::V,arrastrarse,хъурщизе
1004,schwimmen::V,nadar,лъедезе
1005,tauchen::V,bucear,букъардизе
1006,tauchen::V,sumergirse,букъардизе
1007,rudern::V,remar,хазе
1008,fahren::V,ir,ине
1009,fliegen::V,volar,боржине
1010,gehen::V,ir,ине
1011,gehen::V,andar,ине
1012,weggehen::V,irse,ине
1013,weggehen::V,marcharse,ине
1014,abfahren::V,salir,къокъине
1015,abfahren::V,partir,къокъине
1016,anhalten::V,parar,чӏезе
1017,anhalten::V,parar,тархъизе
1018,anhalten::V,parar,лъалхъизе
1019,anhalten::V,pararse,чӏезе
1020,anhalten::V,pararse,тархъизе
1021,anhalten::V,pararse,лъалхъизе
1022,hineingehen::V,entrar,тӏаделъугьине
1023,eintreten::V,entrar,лъугьине
1024,kommen::V,venir,бачӏине
1025,ankommen::V,llegar,щвезе
1026,ankommen::V,llegar,тӏадебачӏине
1027,zurückkommen::V,volver,тадбуссине
1028,zurückkommen::V,volver,тӏадбуссине
1029,zurückkommen::V,regresar,тадбуссине
1030,zurückkommen::V,regresar,тӏадбуссине
1031,bleiben::V,quedarse,чӏезе
1032,bleiben::V,quedarse,хутӏизе
1033,warten::V,esperar,чӏезе
1034,erwarten::V,esperar,балагьизе
1035,suchen::V,buscar,балагьизе
1036,finden::V,hallar,батизе
1037,finden::V,encontrar,батизе
1038,versuchen::V,intentar,хӏалбихьизе
1039,vorbereiten::V,preparar,хӏадурлъизабизе
1040,lieben::V,amar,балай бегьизе
1041,lieben::V,querer,балай бегьизе
1042,mögen::V,querer,бокьизе
1043,lachen::V,reír,белъизе
1044,rühren::V,conmover,
1045,weinen::V,llorar,гӏодизе
1046,schimpfen::V,regañar,гъанчдезе
1047,sich ärgern::V,enfadarse,вагъизе
1048,sich ärgern::V,enfadarse,ццида́хине
1049,sich fürchten::V,tener miedo,хӏинкъизе
1050,fürchten::V,temer,беркъазе
1051,fürchten::V,temer,хӏинкъа-къазе
1052,fürchten::V,tener miedo a,беркъазе
1053,fürchten::V,tener miedo a,хӏинкъа-къазе
1054,fliehen::V,huir,лъутизе
1055,flüchten::V,escaparse,лъутизе
1056,sehen::V,ver,бихьизе
1057,anschauen::V,mirar,бертӏамизе
1058,anschauen::V,mirar,балагьизе
1059,ansehen::V,mirar,бала-гъалагьизе
1060,hören::V,oír,рагӏизе
1061,zuhören::V,escuchar,гӏенеккизе
1062,probieren::V,probar,кӏалдиб хъва́зе
1063,probieren::V,probar,чӏамизе
1064,probieren::V,degustar,кӏалдиб хъва́зе
1065,probieren::V,degustar,чӏамизе
1066,riechen::V,oler,су́нтӏизе
1067,fühlen::V,sentir,чӏвазе
1068,scheinen::V,parecer,
1069,zu sehen sein::V,poder verse,бихьизе
1070,vernehmen::V,oír,рагӏизе
1071,vernehmen::V,percibir,рагӏизе
1072,frieren::V,tener frío,цӏорозе
1073,tun::V,hacer,гьабизе
1074,können::V,poder,кӏвезе
1075,können::V,poder,лъазе
1076,wollen::V,querer,бокьизе
1077,anfangen::V,iniciar,байбихьизе
1078,beenden::V,acabar,тӏубазабизе
1079,beenden::V,acabar,лъугӏизабизе
1080,beenden::V,terminar,тӏубазабизе
1081,beenden::V,terminar,лъугӏизабизе
1082,aufhören::V,cesar,бахъизе
1083,gelingen::V,salir bien,бахъизе
1084,geraten::V,salir,бахъизе
1085,geraten::V,dar resultado,бахъизе
1086,öffnen::V,abrir,рагьизе
1087,schließen::V,cerrar,къазе
1088,stellen::V,poner,чӏвазе
1089,stellen::V,colocar,чӏвазе
1090,setzen::V,poner,рекӏинабизе
1091,setzen::V,poner,гӏодор чӏезаризе
1092,setzen::V,colocar,рекӏинабизе
1093,setzen::V,colocar,гӏодор чӏезаризе
1094,legen::V,poner,лъезе
1095,berühren::V,tocar,хъвазе
1096,verbinden::V,unir,хьухьине
1097,verbinden::V,unir,бухьине
1098,verbinden::V,juntar,хьухьине
1099,verbinden::V,juntar,бухьине
1100,bedecken::V,tapar,кквезе
1101,bedecken::V,cubrir,кквезе
1102,aufhängen::V,colgar,базе
1103,anzünden::V,encender,бакизе
1104,anzünden::V,encender,рекӏинабизе
1105,aufheben::V,recoger,
1106,zurücklassen::V,dejar,тезе
1107,verlieren::V,perder,билизабизе
1108,fallen lassen::V,dejar caer,бортизабизе
1109,machen::V,hacer,гьабизе
1110,herstellen::V,fabricar,гьабизе
1111,herstellen::V,fabricar,хӏадурлъизабизе
1112,bauen::V,construir,базе
1113,bauen::V,construir,гьабизе
1114,reparieren::V,reparar,къачӏазе
1115,verbessern::V,mejorar,лъикӏлъизабизе
1116,ändern::V,mudar,хисизабизе
1117,ändern::V,modificar,хисизабизе
1118,graben::V,cavar,бухъизе
1119,beugen::V,doblar,хьетӏизабизе
1120,beugen::V,inclinar,хьетӏизабизе
1121,biegen::V,doblar,гьетӏизабизе
1122,drehen::V,volver,тиризабизе
1123,drehen::V,volver,свердизабизе
1124,drehen::V,hacer girar,тиризабизе
1125,drehen::V,hacer girar,свердизабизе
1126,wenden::V,volver,бегизе
1127,umdrehen::V,revolver,бегизе
1128,umdrehen::V,revolver,бега-битӏизе
1129,heben::V,levantar,борхизе
1130,hochheben::V,alzar,борхалъизабизе
1131,hochheben::V,alzar,борхизе
1132,ergreifen::V,coger,кквезе
1133,halten::V,tener,кквезе
1134,drücken::V,apretar,къазе
1135,drücken::V,apretar,къанцӏу́зе
1136,drücken::V,apretar,къвал ба́зе
1137,schieben::V,empujar,хъилдизе
1138,kratzen::V,rascar,хачазе
1139,lecken::V,lamer,чӏикӏизе
1140,beißen::V,morder,хӏанчӏизе
1141,beißen::V,morder,хӏанчӏизабизе
1142,abreißen::V,arrancar,тӏезе
1143,abreißen::V,arrancar,тӏезабизе
1144,abschneiden::V,cortar,къотӏизе
1145,binden::V,atar,бухьине
1146,stecken::V,meter,къазабизе
1147,brechen::V,romper,бекизе
1148,brechen::V,quebrar,бекизе
1149,klopfen::V,golpear,дванкезе
1150,hauen::V,pegar,базе
1151,kleben::V,pegar,бацӏцӏине
1152,kleben::V,encolar,бацӏцӏине
1153,reiben::V,frotar,хачазе
1154,streichen::V,untar,бахине
1155,streichen::V,untar,жужазе
1156,streichen::V,recubrir,бахине
1157,streichen::V,recubrir,жужазе
1158,schleifen::V,afilar,лъухьизе
1159,schneiden::V,cortar,къотӏизе
1160,rütteln::V,agitar,багъа-бачаризабизе
1161,schütteln::V,agitar,кӏобокӏизе
1162,schütteln::V,sacudir,кӏобокӏизе
1163,schwenken::V,menear,гьесадизе
1164,schwenken::V,menear,хьвагӏезабизе
1165,schütten::V,verter,тӏезе
1166,füllen::V,llenar,цӏезабизе
1167,einwickeln::V,envolver,жемизе
1168,tragen::V,llevar,баччизе
1169,schleppen::V,arrastrar,бехъерхъизе
1170,ziehen::V,tirar,цӏазе
1171,aufbewahren::V,conservar,цӏунизе
1172,werfen::V,echar,рехизе
1173,werfen::V,lanzar,рехизе
1174,fangen::V,coger,кквезе
1175,packen::V,agarrar,кквезе
1176,verstecken::V,esconder,бахчизе
1177,teilen::V,partir,бикьизе
1178,teilen::V,dividir,бикьизе
1179,schicken::V,enviar,битӏизе
1180,bringen::V,traer,баччизе
1181,hinzufügen::V,añadir,жубазе
1182,bekommen::V,obtener,щвезе
1183,bekommen::V,conseguir,щвезе
1184,erhalten::V,recibir,щвезе
1185,erhalten::V,recibir,босизе
1186,nehmen::V,tomar,босизе
1187,wählen::V,elegir,бищизе
1188,auswählen::V,escoger,тӏасабищизе
1189,auswählen::V,seleccionar,тӏасабищизе
1190,bewahren::V,guardar,цӏунизе
1191,bewahren::V,preservar,цӏунизе
1192,behindern::V,estorbar,квекӏен гьабизе
1193,behindern::V,obstaculizar,квекӏен гьабизе
1194,verderben::V,estropear,хвезабизе
1195,beschädigen::V,deteriorar,галгъазабизе
1196,zerbrechen::V,romper,щущазабизе
1197,zerbrechen::V,quebrar,щущазабизе
1198,zerreißen::V,desgarrar,бихъизе
1199,zerreißen::V,despedazar,бихъизе
1200,zerstören::V,destruir,биххизабизе
1201,zerstören::V,destrozar,биххизабизе
1202,verbrennen::V,quemar,бухӏизе
1203,geben::V,dar,кьезе
1204,reichen::V,pasar,кьезе
1205,schenken::V,regalar,кьезе
1206,versprechen::V,prometer,назру гьабизе
1207,wünschen::V,desear,бокьизе
1208,loben::V,alabar,беццизе
1209,loben::V,alabar,бецца-бекъизе
1210,küssen::V,besar,баизе
1211,wiegen::V,mecer,чӏучӏадизабизе
1212,zudecken::V,tapar,тӏадбигъине
1213,zudecken::V,cubrir,тӏадбигъине
1214,wecken::V,despertar,бигьинабизе
1215,zeigen::V,mostrar,бихьизабизе
1216,führen::V,guiar,бачине
1217,führen::V,conducir,бачине
1218,lehren::V,enseñar,малъизе
1219,lehren::V,enseñar,цӏализабизе
1220,lehren::V,instruir,малъизе
1221,lehren::V,instruir,цӏализабизе
1222,unterrichten::V,enseñar,цӏализабизе
1223,aufziehen::V,criar,гӏезабизе
1224,leiten::V,guiar,нухмалъи гьабизе
1225,leiten::V,dirigir,нухмалъи гьабизе
1226,antreiben::V,impeler,гӏедегӏизабизе
1227,antreiben::V,impulsar,гӏедегӏизабизе
1228,lassen::V,hacer,
1229,einladen::V,invitar,ахӏизе
1230,einladen::V,invitar,тӏадеахӏизе
1231,vereinigen::V,unir,цолъизабизе
1232,besuchen::V,visitar,баккизе
1233,besuchen::V,visitar,хьвадизе
1234,besuchen::V,ir a ver,баккизе
1235,besuchen::V,ir a ver,хьвадизе
1236,treffen::V,encontrar,дандчӏвазе
1237,sich versammeln::V,reunirse,данделъизе
1238,sich versammeln::V,reunirse,бакӏаризе
1239,sich versammeln::V,congregarse,данделъизе
1240,sich versammeln::V,congregarse,бакӏаризе
1241,spielen::V,jugar,басандизе
1242,singen::V,cantar,ахӏизе
1243,tanzen::V,bailar,кьурдизе
1244,sich trennen::V,separarse,батӏалъизе
1245,verlassen::V,dejar,тезе
1246,verlassen::V,dejar,рехунтезе
1247,verlassen::V,abandonar,тезе
1248,verlassen::V,abandonar,рехунтезе
1249,retten::V,salvar,хвасар гьабизе
1250,retten::V,salvar,хвасарлъизабизе
1251,bewachen::V,vigilar,цӏунизе
1252,schützen::V,proteger,цӏунизе
1253,verteidigen::V,defender,цӏунизе
1254,sich schlagen::V,batirse,багъизе
1255,schießen::V,tirar,речӏчӏизе
1256,schießen::V,disparar,речӏчӏизе
1257,siegen::V,vencer,бергьине
1258,ärgern::V,enojar,вагъизавизе
1259,ärgern::V,enfadar,вагъизавизе
1260,schlagen::V,pegar,кьабизе
1261,schlagen::V,golpear,кьабизе
1262,treten::V,dar una patada a,мал тункизе
1263,stechen::V,pinchar,къазабизе
1264,stoßen::V,empujar,тункизе
1265,stoßen::V,empujar,хъилдизе
1266,stehlen::V,robar,щинкӏизабизе
1267,stehlen::V,hurtar,щинкӏизабизе
1268,stören::V,molestar,квекӏен гьабизе
1269,stören::V,molestar,татубахъи гьабизе
1270,belästigen::V,molestar,рахӏатхвезабизе
1271,belästigen::V,importunar,рахӏатхвезабизе
1272,verbergen::V,ocultar,бахчизе
1273,verbergen::V,ocultar,балъго тезе
1274,verbergen::V,esconder,бахчизе
1275,verbergen::V,esconder,балъго тезе
1276,täuschen::V,engañar,божуда рекӏкӏ гьабизе
1277,täuschen::V,engañar,гуккизе
1278,betrügen::V,engañar,хӏилла гьабизе
1279,betrügen::V,engañar,сандирахълъи гьабизе
1280,töten::V,matar,чӏвазе
1281,wohnen::V,vivir,яшав гьабизе
1282,wohnen::V,habitar,яшав гьабизе
1283,arbeiten::V,trabajar,хӏалтӏизе
1284,sammeln::V,recoger,бакӏаризе
1285,sammeln::V,coleccionar,бакӏаризе
1286,pflücken::V,coger,бетӏизе
1287,jagen::V,cazar,чан гьабизе
1288,fischen::V,pescar,ччугӏа кквезе
1289,fassen::V,atrapar,кквезе
1290,fassen::V,capturar,кквезе
1291,hüten::V,guardar,кваназабизе
1292,treiben::V,aballar,гъезе
1293,anbinden::V,atar,бухьине
1294,füttern::V,echar de comer,кваназабизе
1295,melken::V,ordeñar,бечӏчӏизе
1296,hacken::V,picar,чӏвазе
1297,hacken::V,cortar,чӏвазе
1298,gießen::V,regar,лъалъазе
1299,reifen::V,madurar,барщизе
1300,zubereiten::V,preparar,бежа-белъине
1301,kochen::V,cocer,белъине
1302,kochen::V,guisar,белъине
1303,backen::V,hornear,базе
1304,backen::V,cocer al horno,базе
1305,braten::V,asar,бежизе
1306,braten::V,freír,бежизе
1307,umrühren::V,remover,багъаризе
1308,stricken::V,hacer punto,хьухьине
1309,stricken::V,hacer calceta,хьухьине
1310,nähen::V,coser,букъизе
1311,färben::V,teñir,кьер гьабизе
1312,färben::V,colorear,кьер гьабизе
1313,reinigen::V,limpiar,бацӏцӏине
1314,waschen::V,lavar,чуризе
1315,abwischen::V,fregar,бацӏцӏине
1316,abwischen::V,limpiar,бацӏцӏине
1317,spülen::V,aclarar,хулизе
1318,spülen::V,enjuagar,хулизе
1319,fegen::V,barrer,лъухьизе
1320,fegen::V,pasar la escoba,лъухьизе
1321,kehren::V,barrer,лъухьизе
1322,baden::V,bañarse,чордезе
1323,sich waschen::V,lavarse,
1324,ausziehen::V,quitar,бахъизе
1325,ausziehen::V,quitarse,бахъизе
1326,anziehen::V,ponerse,ретӏине
1327,sich anziehen::V,vestirse,ретӏине
1328,kämmen::V,peinar,хазе
1329,schmücken::V,adornar,чӏухӏизабизе
1330,sagen::V,decir,бицине
1331,sprechen::V,hablar,бицине
1332,reden::V,hablar,гаргадизе
1333,reden::V,conversar,гаргадизе
1334,sich unterhalten::V,charlar,гаргадизе
1335,sich unterhalten::V,conversar,гаргадизе
1336,fragen::V,preguntar,цӏехезе
1337,fragen::V,preguntar,гьикъизе
1338,bitten::V,rogar,гьаризе
1339,erzählen::V,contar,бицине
1340,mitteilen::V,comunicar,лъазабизе
1341,mitteilen::V,participar,лъазабизе
1342,nennen::V,llamar,цӏар лъезе
1343,nennen::V,nombrar,цӏар лъезе
1344,rufen::V,llamar,ахӏизе
1345,prahlen::V,jactarse,беццаризе
1346,übersetzen::V,traducir,буссинабизе
1347,denken::V,pensar,ургъизе
1348,glauben::V,creer,божизе
1349,bemerken::V,notar,берречӏчӏизе
1350,erkennen::V,reconocer,лъазе
1351,erkennen::V,reconocer,батӏаго бахъизе
1352,begreifen::V,concebir,бичӏчӏизе
1353,verstehen::V,entender,
1354,verstehen::V,comprender,
1355,lernen::V,aprender,цӏализе
1356,wissen::V,saber,лъазе
1357,sich erinnern an::V,recordar,ракӏалде щвезе
1358,sich erinnern an::V,acordarse de,ракӏалде щвезе
1359,vergessen::V,olvidar,кӏочене
1360,messen::V,medir,борцине
1361,zählen::V,contar,рикӏкӏине
1362,rechnen::V,contar,рикӏкӏине
1363,rechnen::V,calcular,рикӏкӏине
1364,lesen::V,leer,цӏализе
1365,malen::V,pintar,бахъизе
1366,zeichnen::V,dibujar,бахъизе
1367,schreiben::V,escribir,хъвазе
1368,besitzen::V,poseer,щвезе
1369,besitzen::V,poseer,бу́кӏине
1370,kaufen::V,comprar,босизе
1371,verkaufen::V,vender,бичизе
1372,bezahlen::V,pagar,кьезе
1373,zahlen::V,pagar,кьезе
1374,beherrschen::V,dominar,
1375,ertragen::V,soportar,баччизе
