,Concept_ID,kv,kk
144,Flügel::N,борд,қанат
145,Klaue::N,гыж,тырнақ
146,Kralle::N,кабыр,аяқ
147,Schwanz::N,бӧж,құйрық
148,Ei::N,кольть,жұмыртқа
149,Nest::N,поз,ұя
150,Bau::N,осьта,жатақ
151,Bau::N,нора,жатақ
152,Tier::N,зверь,айуан
153,Tier::N,зверь,жануар
154,Herde::N,гурт,пада
155,Kuh::N,мӧс,сиыр
156,Bulle::N,ӧшка,өгіз
157,Pferd::N,вӧв,жылқы
158,Schaf::N,баля,қой
159,Schwein::N,порсь,шошқа
160,Hund::N,пон,ит
161,Katze::N,кань,мысық
162,Bär::N,ош,аю
163,Eichhörnchen::N,ур,тиін
164,Elch::N,вӧр мӧс,бұғы
165,Fuchs::N,руч,түлкі
166,Hase::N,кӧч,қоян
167,Maus::N,шыр,қаптесер
168,Wolf::N,кӧин,бөрі
169,Wolf::N,кӧин,қасқыр
170,Vogel::N,кай,құс
171,Schwarm::N,стая,топ
172,Schwarm::N,стая,үйір
173,Schwarm::N,чукӧр,топ
174,Schwarm::N,чукӧр,үйір
175,Huhn::N,курӧг,тауық
176,Huhn::N,курӧг,мекиен
177,Hahn::N,петух,әтеш
178,Hahn::N,петух,қораз
179,Hahn::N,ай курӧг,әтеш
180,Hahn::N,ай курӧг,қораз
181,Gans::N,дзодзог,қаз
182,Adler::N,куч,бүркіт
183,Adler::N,кутш,бүркіт
184,Ente::N,утка,үйрек
185,Eule::N,тупка,жапалақ
186,Kranich::N,тури,тырна
187,Krähe::N,рака,қарға
188,Kuckuck::N,кӧк,көкек
189,Schwan::N,юсь,аққу
190,Fisch::N,чери,балық
191,Barsch::N,ёкыш,алабұға
192,Hecht::N,сирпинь,шортан
193,Schlange[Tier]::N,змей,жылан
194,Wurm::N,номыр,шұбалшаң
195,Spinne::N,черань,өрмекші
196,Ameise::N,кӧдзывкар,қүмырска
197,Laus::N,ляпа той,бит
198,Mücke::N,ном,маса
199,Fliege::N,гут,шыбын
200,Schmetterling::N,бабыв,көбелек
201,Beere::N,ягӧд,жидек
202,Apfel::N,яблоко,алма
203,Pilz::N,тшак,қозықұйрық
204,Pilz::N,тшак,саңыраукулақ
205,Zwiebel::N,грез,жуа
206,Saat::N,кӧдзыс,тұқым
207,Korn::N,сю,дән
208,Heu::N,турун,шөп
209,Schale::N,кыш,қабық
210,Schale::N,кыш,қабығы
211,Schale::N,киль,қабық
212,Schale::N,киль,қабығы
213,Grube::N,яма,ор
214,Falle::N,нальк,дұзақ
215,Falle::N,нальк,қақпан
216,Falle::N,кляпча,дұзақ
217,Falle::N,кляпча,қақпан
218,Schlinge::N,лӧч,ілмек
219,Spur::N,туй,із
220,Asche::N,пӧим,күл
221,Dreck::N,нять,былғаныш
222,Eisen::N,кӧрт,темір
223,Gold::N,зарни,алтын
224,Silber::N,язісь,күміс
225,Kohle::N,шом,көмір
226,Kohle::N,уголь,көмір
227,Glas::N,стекло,шыны
228,Lehm::N,сёй,балшық
229,Sand::N,лыа,құм
230,Mensch::N,морт,адам
231,Mann::N,мужик,еркек
232,Mann::N,мужик,ер адам
233,Frau::N,инька,бике
234,Frau::N,инька,қатын
235,Kind::N,кага,бала
236,Kind::N,кага,перзент
237,Junge::N,зонка,бала
238,Junge::N,зонка,ер бала
239,Mädchen::N,нывкаок,қыз
240,Familie::N,семья,жанұя
241,Großvater::N,дед,ата
242,Großmutter::N,баб,әже
243,Großmutter::N,баб,әжей
244,Eltern::N,ай-мам,ата-аналар
245,Vater::N,ай,әке
246,Mutter::N,мам,ана
247,Sohn::N,зон,ұл
248,Tochter::N,ныв,қызым
249,Bruder::N,вон,бауырым
250,Schwester::N,сой,әпке
251,Onkel::N,дядь,көке
252,Tante::N,айӧлӧн сой,тәте
253,Tante::N,ичинь,тәте
254,Ehemann::N,жӧник,ер
255,Ehefrau::N,инь,зайып
256,Freude::N,гаж,қуаныш
257,Freude::N,гаж,сүйініш
258,Freude::N,гаж,шат-думан
259,Freude::N,гаж,қуаныштылық
260,Freude::N,радъялӧм,қуаныш
261,Freude::N,радъялӧм,сүйініш
262,Freude::N,радъялӧм,шат-думан
263,Freude::N,радъялӧм,қуаныштылық
264,Gelächter::N,сералӧм,күлу
265,Glück::N,мичлун,бақыт
266,Glück::N,мичлун,бақыттылық
267,Kummer::N,шог,аза
268,Kummer::N,шог,қайғы
269,Kummer::N,шог,қасырет
270,Wunsch::N,мӧдӧм,мүдде
271,Wunsch::N,охотитӧм,мүдде
272,Lust::N,охота,тәбет
273,Lust::N,охота,ынтызар
274,Lust::N,охота,құштарлық
275,Geist::N,лов,рух
276,Gedanke::N,дума,ой
277,Gedächtnis::N,тӧдвыв,ес
278,Gedächtnis::N,тӧдвыв,жады
279,Gedächtnis::N,тӧдвыв,ақыл-ес
280,Verstand::N,вежӧр,ақыл
281,Verstand::N,вежӧр,парасат
282,Sinn::N,ылӧс,мән
283,Sinn::N,ылӧс,маныз
284,Sinn::N,ылӧс,мағына
285,Sinn::N,ылӧс,мән-мағына
286,Grund::N,мог,себеп
287,Wahrheit::N,правда,рас
288,Gespräch::N,сёрни,әңгіме
289,Märchen::N,сказка,ертеп
290,Märchen::N,сказка,ертек
291,Erzählung::N,висьт,әңгіме
292,Nachricht::N,юӧр,хабар
293,Nachricht::N,висьталӧм,хабар
294,Neuigkeit::N,новость,жаңалық
295,Name::N,ним,ат
296,Name::N,ним,атау
297,Rätsel::N,загадка,жұмбақ
298,Rede::N,сёрни,сөз
299,Sprache::N,кыв,тіл
300,Stimme::N,голос,үн
301,Stimme::N,голос,әуен
302,Stimme::N,голос,дауыс
303,Wort::N,кыв,сөз
304,Zeichen::N,пас,ишара
305,Ruf::N,чуксӧм,айғай
306,Ruf::N,чукӧстӧм,айғай
307,Lärm::N,шум,айғай-шу
308,Lärm::N,шум,айғай-ұйғай
309,Laut::N,шы,дыбыс
310,Laut::N,шы,дауыс
311,Ton::N,гор,әуен
312,Lied::N,сьыланкыв,ән
313,Lied::N,сьыланкыв,жыр
314,Lied::N,сьыланкыв,ән-жыр
315,Ruhe::N,спокой,тыныштық
316,Leute::N,йӧз,кісілер
317,Volk::N,йӧз,халық
318,Volk::N,народ,халық
319,Arbeit::N,удж,еңбек
320,Gast::N,гӧсь,қонақ
321,Gast::N,гӧсь,мейман
322,Geschenk::N,гӧснеч,қадия
323,Geschenk::N,подарок,қадия
324,Spiel::N,орсӧм,ойын
325,Gesellschaft::N,компания,қауым
326,Gesellschaft::N,компания,жұртшылық
327,Hilfe::N,отсӧт,жэрдем
328,Freund::N,модз,дос
329,Freund::N,дружок,дос
330,Kamerad::N,тӧдса,дос-жар
331,Angelegenheit::N,дело,жұмыс
332,Anzahl::N,лыд,сан
333,Anzahl::N,лыд,саны
334,Art::N,пӧлӧс,түр
335,Stück::N,тор,тілім
336,Teil::N,юкӧм,үлес
337,Teil::N,юкӧм,бөлшек
338,Hälfte::N,джын,жарты
339,Kreis::N,круг,шеңбер
340,Kreuz::N,перна,крест
341,Linie::N,визь,сызық
342,Strich::N,кырӧв,сызық
343,Abstand::N,колас,ара
344,Abstand::N,колас,аралық
345,Entfernung::N,ылына,аралық
346,Gegend::N,места,өңір
347,Platz::N,места,орны
348,Ort::N,места,орын
349,Seite::N,ладор,жақ
350,Seite::N,ладор,бүйір
351,Mitte::N,шӧр,ортасы
352,Gegenstand::N,тор,зат
353,Gegenstand::N,тор,нәрсе
354,Sache::N,тор,бұйым
355,Rand::N,дор,шет
356,Rand::N,дор,шеті
357,Kante::N,ордлы,қыр
358,Kante::N,ордлы,қыры
359,Ecke::N,пельӧс,қыры
360,Ecke::N,пельӧс,бұрыш
361,Spitze::N,йыв,ұшы
362,Ende::N,йыв,аяқ
363,Ende::N,йыв,соңы
364,Loch::N,осьта,тесік
365,Winkel::N,пельӧс,мүйіс
366,Muster::N,сер,мәнер
367,Größe::N,ыжда,ауқым
368,Größe::N,ыжда,көлемдік
369,Länge::N,кузя,бой
370,Länge::N,кузя,ұзындық
371,Höhe::N,сувда,жоғарылық
372,Höhe::N,сувда,биіктік
373,Höhe::N,вылына,жоғарылық
374,Höhe::N,вылына,биіктік
375,Gewicht::N,сьӧкта,салмақ
376,Haufen::N,куча,үйме
377,Haufen::N,куча,үйінді
378,Reihe::N,лёдз,сап
379,Boot::N,пыж,қайық
380,Ruder::N,пелыс,ескек
381,Schlitten::N,додь,шана
382,Ski::N,лямпа,шаңғы
383,Lagerfeuer::N,бипур,алау
384,Last::N,тягота,ауырлық
385,Last::N,тягота,ауыр зат
386,Gang::N,мунӧм,жүріс
387,Schritt::N,вожмӧв,адым
388,Norden::N,ой,солтүстік
389,Norden::N,ой,терістік
390,Süden::N,лун,оңтүстік
391,Westen::N,рытвыв,батыс
392,Osten::N,асыв,күншығыс
393,Holz::N,пу,ағаш
394,Holz::N,пу,сүрек
395,Brett::N,пӧв,тақта
396,Platte::N,плита,тақта
397,Stütze::N,пика,тіреу
398,Stange::N,зор,қада
399,Stange::N,потш,қада
400,Stock::N,бедь,сойыл
401,Stab::N,шест,сырық
402,Rohr::N,труба,құбыр
403,Haus::N,керку,үй
404,Heim::N,керку,үйлі
405,Heim::N,керку,шаңырақ
406,Ofen::N,пӧжавны,ошақ
407,Ofen::N,пӧжавны,пеш
408,Fußboden::N,джодж,еден
409,Tisch::N,пызан,үстел
410,Stuhl::N,стул,орындық
411,Wiege::N,зыбка,бесік
412,Bett::N,кровать,кереует
413,Regal::N,джадж,сөре
414,Kiste::N,ящик,жәшік
415,Fenster::N,ӧшын,терезе
416,Tür::N,ыбӧс,есік
417,Tor::N,ворота,дарбаза
418,Zaun::N,забор,дуал
419,Dach::N,крыша,шатыр
420,Leiter::N,лиснич,саты
421,Leiter::N,лиснич,басқыш
422,Besen::N,рос,сыпырғыш
423,Spaten::N,зыр,күрек
424,Schaufel::N,зыр,қалақ
425,Gabel::N,вила,аша
426,Gabel::N,вила,шанышқы
427,Löffel::N,пань,қасық
428,Messer::N,пурт,пышақ
429,Nagel::N,кӧрттув,мық
430,Nagel::N,кӧрттув,шеге
431,Netz::N,кыйӧт,керегекөз
432,Haken::N,ем,ілмек
433,Griff::N,пу,сап
434,Griff::N,пу,тұтқа
435,Schloss::N,замок,құлып
436,Schloss::N,замок,бекіткіш
437,Bild::N,картина,сурет
438,Figur::N,мыгӧр,тұлға
439,Puppe::N,акань,қуыршақ
440,Beutel::N,мешӧк,қапшық
441,Bündel::N,нин,байлам
442,Tasche::N,сумка,дорба
443,Eimer::N,ведра,шелек
444,Deckel::N,вевт,жапқыш
445,Geschirr::N,доз,ыдыс
446,Geschirr::N,бекӧрпань,ыдыс
447,Sack::N,мешӧк,қап
448,Tasse::N,бекӧр,шыныаяқ
449,Topf::N,кастрюля,кәстрөл
450,Kessel::N,пӧрт,қазан
451,Essen::N,сёйӧм,ас
452,Nahrung::N,вердан,ас
453,Nahrung::N,вердан,тамақ
454,Speise::N,сёян,тағам
455,Fleisch::N,яй,ет
456,Getreide::N,сю,дәнді
457,Brei::N,каша,ботқа
458,Brot::N,нянь,күлше
459,Scheibe::N,шӧрӧм,тілім
460,Fett::N,гос,май
461,Butter::N,ви,май
462,Öl::N,ви,май
463,Salz::N,сов,тұз
464,Suppe::N,шыд,көже
465,Honig::N,ма,бал
466,Milch::N,йӧв,сүт
467,Tee::N,чай,шай
468,Leder::N,кучик,көн
469,Wolle::N,гӧн,жүн
470,Stoff::N,дӧра,мата
471,Stoff::N,дӧра,кездеме
472,Nadel::N,ем,ине
473,Faden::N,сунис,жіп
474,Knopf::N,кизь,түйме
475,Knoten::N,узӧв,түйін
476,Knoten::N,гӧрӧд,түйін
477,Farbe::N,краска,рең
478,Kleidung::N,паськӧм,киім
479,Hemd::N,йӧрнӧс,жейде
480,Kragen::N,воротник,жаға
481,Ärmel::N,сос,жең
482,Hose::N,вешьян,шалбар
483,Gürtel::N,йи,белбеу
484,Mütze::N,шапка,қалпақ
485,Schuh::N,ботинки,кебіс
486,Stiefel::N,сапог,етік
487,Ring::N,чунькытш,жүзік
488,Band::N,ленточка,таспа
489,Kamm::N,сынан,тарақ
490,Spiegel::N,зеркало,айна
491,Riemen::N,ремень,қайыс
492,Schnur::N,гез,жіп
493,Leine::N,повод,тізгін
494,Decke::N,одеяло,көрпе
495,Kissen::N,подушка,жастық
496,Tuch::N,чышьян,орамал
497,Handtuch::N,чышкӧт,сүлгі
498,Kraft::N,прак,қуат
499,Kraft::N,прак,қарқын
500,Kraft::N,прак,әл-шама
501,Kraft::N,прак,әл-дәрмен
502,Stärke::N,вын,әл
503,Stärke::N,вын,күш
504,Gesundheit::N,здоровье,денсаулык
505,Krankheit::N,шог,ауру
506,Schmerz::N,зубыт,ауру
507,Wunde::N,рана,зақым
508,Wunde::N,рана,жарақат
509,Fieber::N,лёк тресся,безгек
510,Fieber::N,лёк тресся,қалтырау
511,Fieber::N,лёк тресся,қызу көтерілуі
512,Fieber::N,кынтан шогӧт,безгек
513,Fieber::N,кынтан шогӧт,қалтырау
514,Fieber::N,кынтан шогӧт,қызу көтерілуі
515,Arznei::N,лекарство,дәрі
516,Arznei::N,лекарство,дәрі-дәрмек
517,Brücke::N,пос,көпір
518,Brunnen::N,колодец ,құдық
519,Weide::N,пода йирсян,өріс
520,Weide::N,пода йирсян,жайылым
521,Pfad::N,туй,жол
522,Weg::N,туй,жол
523,Straße::N,туй,жол
524,Dorf::N,деревня,ауыл
525,Stadt::N,город,қала
526,Stadt::N,город,шаһар
527,Brief::N,гижӧт,хат
528,Brief::N,гижӧт,жазу
529,Buch::N,книга,кітап
530,Buchstabe::N,буква,әріп
531,Buchstabe::N,буква,қаріп
532,Zeitung::N,газета,газет
533,Leben::N,олан,өмір
534,Leben::N,олан,тіршілік
535,Tod::N,кулӧм,опат
536,Grab::N,гу,мола
537,Grab::N,гу,мазар
538,Kirche::N,вичку,шіркеу
539,Sünde::N,грек,күнә
540,Gott::N,ен,алла
541,Gott::N,ен,құдай
542,Gott::N,ен,тәңірі
543,Gott::N,ен,пәруардігер
544,Gott::N,ен,жаратқан тәңірі
545,Arbeiter::N,уджалiсь,жүмысшы
546,Chef::N,начальник,басшы
547,Chef::N,начальник,жұмыс басқарушысы
548,Meister::N,мастер,шебер
549,Meister::N,мастер,өнерпаз
550,Arzt::N,врач,дәрігер
551,Lehrer::N,велӧтісь,мұғалім
552,Geld::N,деньга,пұл
553,Geschäft::N,удж,бизнес
554,Laden::N,магазин,дүкен
555,Preis::N,дон,ақы
556,Preis::N,дон,құны
557,Preis::N,дон,нарық
558,Ware::N,товар,тауар
559,Nutzen::N,путь,пайда
560,Reichtum::N,богатство,бақ-дәулет
561,Welt::N,му,әлем
562,Welt::N,му,жиһан
563,Land::N,страна,аймақ
564,Staat::N,государство,мемлекет
565,König::N,кан,патша
566,Macht::N,власть,өкімет
567,Macht::N,власть,қожалық
568,Grenze::N,граница,шек
569,Krieg::N,война,соғыс
570,Feind::N,враг,жау
571,Feind::N,враг,дұшпан
572,Kampf::N,нярасьӧм,күрес
573,Kampf::N,нярасьӧм,алыспақ
574,Kampf::N,вермасьӧм,күрес
575,Kampf::N,вермасьӧм,алыспақ
576,Bogen[Waffe]::N,лук,саржа
577,Pfeil::N,ньӧв,жебе
578,Gewehr::N,ружьё,қару
579,Fehler::N,ошибка,әбес
580,Fehler::N,ошибка,қаталық
581,Lüge::N,ылӧтӧм,өтірік
582,Lüge::N,пӧрьялӧм,өтірік
583,Schaden::N,лёк,зиян
584,Schaden::N,лёк,зарар
585,Unglück::N,пик,пәле
586,Unglück::N,пик,қасырет
587,Unglück::N,пик,ауыртпалық
588,Unglück::N,оказзё,пәле
589,Unglück::N,оказзё,қасырет
590,Unglück::N,оказзё,ауыртпалық
591,Schuld::N,вина,айыптылық
592,Schluss::N,ком,ада
593,Schluss::N,ком,бітуі
594,Zeit::N,кад,уақыт
595,Tag::N,лун,күн
596,Morgen::N,асыв,таң
597,Morgen::N,асыв,таңертең
598,Mittag::N,луншӧр кад,талтүс
599,Abend::N,рыт,кеш
600,Nacht::N,ой,түн
601,Woche::N,неделя,апта
602,Monat::N,тӧлicь,ай
603,Jahr::N,год,жыл
604,Frühling::N,тулыс,көктем
605,Sommer::N,гожум,жаз
606,Herbst::N,ар,күз
607,Winter::N,тӧв,қыс
608,Januar::N,январ,каңтар
609,Februar::N,февраль,ақпан
610,März::N,март,наурыз
611,April::N,апрель,сәуір
612,Mai::N,май,мамыр
613,Juni::N,юнь,маусым
614,Juli::N,юль,шілде
615,August::N,август,сүмбіле
616,August::N,август,тамыз
617,September::N,сентяб,қыркүйек
618,Oktober::N,октяб,ақырап
619,November::N,нояб,қараша
620,Dezember::N,декаб,желтоқсан
621,Montag::N,вильлун,дүйсенбі
622,Dienstag::N,мӧдӧдзлун,сейсенбі
623,Mittwoch::N,шӧрлун,сәрсенбі
624,Donnerstag::N,нёльӧдзлун,бейсенбі
625,Freitag::N,витӧдзлун,жұма
626,Samstag::N,пывсянлун,сенбі
627,Sonntag::N,кресення,жексембі
628,groß::A,ыджыт,алпамсадай
629,klein::A,учӧтик,кішкене
630,klein::A,учӧтик,қарғадай
631,lang::A,кузь,сопақ
632,lang::A,кузь,сорайған
633,kurz::A,дженыт,кеспелтек
634,breit::A,ота,айдынды
635,schmal::A,векнит,қысық
636,dicht::A,тшӧк,жиі
637,dick[Gegenstand]::A,кыз,шомбал
638,dünn::A,вӧснит,жұқа
639,dünn::A,вӧснит,жіңішке
640,fein::A,вӧснит,қаңылтақ
641,fest::A,крепыт,берік
642,fest::A,крепыт,мызғымас
643,flach::A,лапкӧса,жалпак
644,glatt::A,волькыт,типыл
645,hart::A,чӧрыт,қатты
646,weich::A,небыт,жұмсақ
647,rund::A,гӧгрӧса,домалақ
648,spitz::A,ёся,үшкір
649,scharf::A,лэчыт,сүйрік
650,stumpf::A,ныж,доғал
651,stumpf::A,ныж,өтпейтін
652,schwer::A,сьӧкыт,салмақты
653,schön::A,басӧк,сұлу
654,heiß::A,жар,ыссы
655,warm::A,шоныт,жылы
656,kalt::A,кӧдзыт,аязды
657,kühl::A,сайкыт,салқын
658,frisch::A,виль,таза
659,frisch::A,виль,жаңа
660,feucht::A,вакодь,нам
661,feucht::A,вакодь,дымқылды
662,nass::A,ва,сулы
663,trocken::A,кӧс,құрғақ
664,voll::A,тыра,толы
665,leer::A,тыртӧм,бос
666,offen::A,оссьӧм,ашып қойылған
667,geschlossen::A,игана,жабулы
668,geschlossen::A,пӧдана,жабулы
669,sauber::A,сӧдз,дақсыз
670,sauber::A,сӧдз,мұнтаздай
671,sauber::A,сӧстӧм,дақсыз
672,sauber::A,сӧстӧм,мұнтаздай
673,schmutzig::A,нятьӧсь,айғыз
674,schmutzig::A,нятьӧсь,сатпақ
675,schmutzig::A,нятьӧсь,сатал-сатал
676,roh::A,путӧм,шикі
677,reif::A,кисьмалӧм,піскен
678,lecker::A,кӧра ,дәмді
679,süß::A,чӧскыт,тәтті
680,bitter::A,курыт,ащы
681,sauer::A,шӧма ,қышқыл
682,hell::A,югыт,жарық
683,hell::A,югыт,жарқын
684,dunkel::A,пемыт,қараңғы
685,schwarz::A,сьӧд,қара
686,weiß::A,чочком,ақ
687,rot::A,гӧрд,қызыл
688,gelb::A,веж,сары
689,blau::A,лӧз,көк
690,grün::A,веж,жасыл
691,grau::A,руд,бозамық
692,grau::A,бусӧй,бозамық
693,bunt::A,быдрӧма,алабажак
694,billig::A,донтӧм,арзан
695,teuer::A,дона,бағалы
696,wertvoll::A,дона,құнды
697,wertvoll::A,дона,қымбат
698,blind::A,синтӧм,көзсіз
699,blind::A,синтӧм,көр
700,blind::A,синтӧм,көр_соқыр
701,taub::A,пельтӧм,керең
702,taub::A,пельтӧм,саңырау
703,kräftig::A,вына,қуатты
704,kräftig::A,вына,қарымды
705,stark::A,вына,білекті
706,schwach::A,некодя,әлсіз
707,schwach::A,некодя,күшсіз
708,schwach::A,некодя,қайратсыз
709,fett::A,госа,семіз
710,schlank::A,статя,ашаң
711,hübsch::A,басӧк,ажарлы
712,hübsch::A,басӧк,шырайлы
713,böse::A,лёк,өш
714,böse::A,лёк,сұм
715,böse::A,лёк,жауыз
716,dumm::A,бӧбӧв,көкми
717,dumm::A,бӧбӧв,ақымақ
718,dumm::A,бӧбӧв,миы жоқ
719,dumm::A,вежӧртӧм,көкми
720,dumm::A,вежӧртӧм,ақымақ
721,dumm::A,вежӧртӧм,миы жоқ
722,faul::A,дыш,жалқау
723,faul::A,дыш,еріншек
724,fleißig::A,уджалicь,ұқыпты
725,geizig::A,жикмӧра,сараң
726,geizig::A,горшаліcь,сараң
727,klug::A,авья,жетік
728,klug::A,авья,ақылды
729,klug::A,вежӧра,жетік
730,klug::A,вежӧра,ақылды
731,geschickt::A,кипода,шебер
732,lieb::A,муса,абзал
733,lieb::A,муса,айналайын
734,lieb::A,дзулиньӧй,абзал
735,lieb::A,дзулиньӧй,айналайын
736,lustig::A,гажа,көңілді
737,sanft::A,лебезнӧй,жуас
738,hungrig::A,тшыг,аш
739,krank::A,шогалiсь,кеселді
740,nackt::A,куш,жалаңаш
741,traurig::A,жугыль,қапа
742,lebendig::A,ловья,тірі
743,lebendig::A,ловья,жанды
744,gut::A,бур,жақсы
745,schlecht::A,умӧль,жаман
746,schlimm::A,нештӧм,жаман
747,alt::A,важ,ескі
748,neu::A,виль,жаңа
749,ehemalig::A,вӧвлӧм,өткен
750,ehemalig::A,вӧвлӧм,бұрынғы
751,alt[Lebewesen]::A,года,кексе
752,alt[Lebewesen]::A,годдэза,кексе
753,jung::A,том,науша
754,arm::A,гов,кедей
755,arm::A,гов,дәулетсіз
756,arm::A,беднӧй,кедей
757,arm::A,беднӧй,дәулетсіз
758,reich::A,эма,малды
759,bekannt::A,тӧдса,таныс
760,bekannt::A,тӧдса,көзтаныс
761,fremd::A,чужӧй,бөтен
762,verschieden::A,быдкодь,түрлі
763,nah::A,матiсь,жуық
764,nah::A,матiсь,етене
765,fern::A,ылicь,алыс
766,fern::A,ылicь,алыстағы
767,linker::A,шульга,сол
768,linker::A,шульга,солшыл
769,rechter::A,веськытланись,оң
770,anderer::A,мукӧд,өзге
771,anderer::A,мукӧд,былайғы
772,erster::A,медодзза,алғашқы
773,zweiter::A,кыкӧт,екінші
774,dritter::A,куимӧт,үшінші
775,dritter::A,куимӧдз,үшінші
776,letzter::A,бӧрья,артқы
777,letzter::A,бӧрья,кейінгі
778,letzter::A,мёдбӧрья,артқы
779,letzter::A,мёдбӧрья,кейінгі
780,auf einmal::ADV,тшӧтш,бірден
781,zusammen::ADV,ӧтлаын,бірлесіп
782,lange::ADV,дыр,ұзақ
