,Concept_ID,cy,tr
60,Schlaf::N,cwsg,uyku
61,Traum::N,breuddwyd,düş
62,Traum::N,breuddwyd,rüya
63,Himmel::N,awyr,gök
64,Sonne::N,haul,güneş
65,Mond::N,lleuad,ay
66,Stern::N,seren,yıldız
67,Luft::N,awyr,hava
68,Wind::N,gwynt,yel
69,Wind::N,gwynt,rüzgâr
70,Welle::N,ton,dalga
71,Wasser::N,dŵr,su
72,Stein::N,carreg,taş
73,Boden::N,llawr,yer
74,Boden::N,llawr,zemin
75,Erde::N,pridd,toprak
76,Staub::N,llwch,toz
77,Rauch::N,mwg,duman
78,Funke::N,gwreichioni,kıvılcım
79,Feuer::N,tân,ateş
80,Licht::N,golau,ışık
81,Schatten::N,cysgod,gölge
82,Wetter::N,tywydd,hava
83,Nebel::N,niwl,pus
84,Wolke::N,cwmwl,bulut
85,Regen::N,glaw,yağmur
86,Schnee::N,ôd,kar
87,Schnee::N,eira,kar
88,Eis::N,iâ,buz
89,Frost::N,rhew,don
90,Kälte::N,oerni,soğukluk
91,Kälte::N,annwyd,soğukluk
92,Hitze::N,gwres,sıcaklık
93,Raureif::N,barrug,kırç
94,Regenbogen::N,enfys,gökkuşağı
95,Donner::N,tyrfau,gök gürlemesi
96,Strömung::N,cerrynt,akıntı
97,Strömung::N,cerrynt,cereyan
98,Tropfen::N,dafn,damla
99,Tropfen::N,diferyn,damla
100,Schaum::N,ewyn,köpük
101,Schmutz::N,baw,çamur
102,Schmutz::N,baw,pislik
103,Schmutz::N,budreddi,çamur
104,Schmutz::N,budreddi,pislik
105,See::N,llyn,göl
106,Sumpf::N,cors,batak
107,Moor::N,rhos,cılgıt
108,Wiese::N,dôl,çimen
109,Wald::N,coedwig,koru
110,Wald::N,coedwig,orman
111,Hügel::N,bryn,tepe
112,Anhöhe::N,bryn,tümsek
113,Anhöhe::N,bryn,yükseklik
114,Berg::N,mynydd,dağ
115,Gipfel::N,copa,zirve
116,Höhle::N,ogof,in
117,Höhle::N,ogof,mağara
118,Abhang::N,llethr,bayır
119,Quelle::N,tarddiad,pınar
120,Quelle::N,tarddiad,kaynak
121,Quelle::N,ffynhonnell,pınar
122,Quelle::N,ffynhonnell,kaynak
123,Bach::N,nant,çay
124,Bach::N,nant,dere
125,Bach::N,afonig,çay
126,Bach::N,afonig,dere
127,Bach::N,cornant,çay
128,Bach::N,cornant,dere
129,Fluss::N,afon,nehir
130,Ufer::N,glan,kıyı
131,Ufer::N,glan,sahil
132,Küste::N,traeth,kıyı
133,Küste::N,traeth,sahil
134,Küste::N,arfordir,kıyı
135,Küste::N,arfordir,sahil
136,Festland::N,tir,kara
137,Meer::N,môr,deniz
138,Bucht::N,bae,koy
139,Bucht::N,bae,körfez
140,Insel::N,ynys,ada
141,Blume::N,blodyn,çiçek
142,Gras::N,glaswellt,ot
143,Gras::N,glaswellt,çim
144,Wurzel::N,gwreiddyn,kök
145,Baum::N,coeden,ağaç
146,Stamm::N,colfen,gövde
147,Stamm::N,boncyff,gövde
148,Rinde::N,rhisgl,kabuk
149,Ast::N,cangen,dal
150,Ast::N,cangen,budak
151,Zweig::N,cainc,dal
152,Zweig::N,cangen,dal
153,Blatt::N,deilen,yaprak
154,Birke::N,bedwen,huş
155,Kiefer[Baum]::N,pinwydden,çam
156,Weide[Baum]::N,helygen,söğüt
157,Tanne::N,ffynidwydden,çam
158,Tanne::N,ffynidwydden,köknar
159,Horn::N,corn,boynuz
160,Feder::N,plufyn,tüy
161,Fell::N,ffwr,post
162,Flügel::N,adain,kanat
163,Klaue::N,crafanc,pençe
164,Kralle::N,ewin,tırnak
165,Schwanz::N,cwt,kuyruk
166,Schwanz::N,cynffon,kuyruk
167,Ei::N,wy,yumurta
168,Nest::N,nyth,yuva
169,Bau::N,ffau,in
170,Tier::N,anifail,hayvan
171,Herde::N,praidd,sürü
172,Herde::N,diadell,sürü
173,Kuh::N,buwch,inek
174,Bulle::N,tarw,boğa
175,Pferd::N,ceffyl,at
176,Pferd::N,ceffyl,beygir
177,Schaf::N,dafad,koyun
178,Schwein::N,mochyn,domuz
179,Hund::N,ci,it
180,Hund::N,ci,köpek
181,Katze::N,cath,kedi
182,Bär::N,arth,ayı
183,Eichhörnchen::N,gwiwer,sincap
184,Elch::N,elc,büyük kuzey geyiği
185,Fuchs::N,cadno,tilki
186,Hase::N,ysgyfarnog,tavşan
187,Maus::N,llygoden,fare
188,Maus::N,llygoden,sıçan
189,Wolf::N,blaidd,kurt
190,Vogel::N,aderyn,kuş
191,Schwarm::N,haid,sürü
192,Huhn::N,cyw,tavuk
193,Hahn::N,ceiliog,horoz
194,Gans::N,gŵydd,kaz
195,Adler::N,eryr,kartal
196,Adler::N,eryr,karakuş
197,Ente::N,hwyad,ördek
198,Eule::N,tylluan,baykuş
199,Kranich::N,garan,turna
200,Kranich::N,crychydd,turna
201,Krähe::N,brân,karga
202,Kuckuck::N,cog,guguk
203,Kuckuck::N,cwcw,guguk
204,Schwan::N,alarch,kuğu
205,Fisch::N,pysgod,balık
206,Barsch::N,draenog,hani
207,Barsch::N,draenog,levrek
208,Hecht::N,penhwyad,turnabalığı
209,Schlange[Tier]::N,neidr,yılan
210,Wurm::N,abwydyn,kurt
211,Wurm::N,abwydyn,solucan
212,Wurm::N,pryf genwair,kurt
213,Wurm::N,pryf genwair,solucan
214,Spinne::N,cor,örümcek
215,Spinne::N,pryf copyn,örümcek
216,Ameise::N,morgrugyn,karınca
217,Laus::N,lleuen,bit
218,Mücke::N,gwybedyn,sivrisinek
219,Fliege::N,cleren,sinek
220,Schmetterling::N,glöyn byw,kelebek
221,Schmetterling::N,iâr fach yr haf,kelebek
222,Beere::N,aeronen,tane
223,Apfel::N,afal,elma
224,Pilz::N,madarch,mantar
225,Zwiebel::N,nionyn,soğan
226,Zwiebel::N,winwnsyn,soğan
227,Saat::N,had,ekin
228,Korn::N,grawn,tane
229,Heu::N,gwair,kuru ot
230,Schale::N,croen,kabuk
231,Schale::N,plisgyn,kabuk
232,Grube::N,pwll,çukur
233,Grube::N,pydew,çukur
234,Falle::N,magl,tuzak
235,Schlinge::N,cwlwm rhedeg,ilmik
236,Spur::N,ôl,iz
237,Asche::N,lludw,kül
238,Dreck::N,baw,pislik
239,Dreck::N,budreddi,pislik
240,Eisen::N,haearn,demir
241,Gold::N,aur,altın
242,Silber::N,arian,gümüş
243,Kohle::N,glo,kömür
244,Glas::N,gwydr,cam
245,Lehm::N,clai,balçık
246,Sand::N,tywod,kum
247,Mensch::N,dyn,insan
248,Mann::N,dyn,adam
249,Mann::N,dyn,erkek
250,Frau::N,merch,bayan
251,Frau::N,gwraig,bayan
252,Kind::N,plentyn,çocuk
253,Junge::N,hogyn,erkek çocuk
254,Junge::N,bachgen,erkek çocuk
255,Mädchen::N,merch,kız
256,Mädchen::N,geneth,kız
257,Familie::N,teulu,aile
258,Familie::N,tylwyth,aile
259,Großvater::N,taid,dede
260,Großvater::N,taid,büyükbaba
261,Großvater::N,tad-cu,dede
262,Großvater::N,tad-cu,büyükbaba
263,Großmutter::N,nain,nine
264,Großmutter::N,nain,büyükanne
265,Großmutter::N,mam-gu,nine
266,Großmutter::N,mam-gu,büyükanne
267,Eltern::N,rhieni,ebeveyn
268,Eltern::N,rhieni,ana baba
269,Vater::N,tad,ata
270,Vater::N,tad,baba
271,Mutter::N,mam,ana
272,Mutter::N,mam,anne
273,Sohn::N,mab,oğul
274,Tochter::N,merch,kız
275,Tochter::N,merch,kız evlât
276,Bruder::N,brawd,abi
277,Bruder::N,brawd,erkek kardeş
278,Schwester::N,chwaer,abla
279,Schwester::N,chwaer,kız kardeş
280,Onkel::N,ewythr,dayı
281,Tante::N,modryb,hala
282,Tante::N,modryb,teyze
283,Ehemann::N,gŵr,koca
284,Ehefrau::N,gwraig,karı
285,Freude::N,gorfoledd,neşe
286,Freude::N,gorfoledd,sevinç
287,Gelächter::N,chwerthin,gülme
288,Gelächter::N,chwerthin,kahkaha
289,Glück::N,hapusrwydd,mutluluk
290,Kummer::N,galar,dert
291,Kummer::N,galar,keder
292,Wunsch::N,dymuniad,arzu
293,Wunsch::N,dymuniad,istek
294,Lust::N,chwant,arzu
295,Lust::N,chwant,heves
296,Geist::N,ysbryd,tin
297,Gedanke::N,meddwl,fikir
298,Gedanke::N,meddwl,düşünce
299,Gedächtnis::N,cof,bellek
300,Verstand::N,meddwl,zekâ
301,Sinn::N,ystyr,anlam
302,Grund::N,achos,sebep
303,Grund::N,rheswm,sebep
304,Wahrheit::N,gwir,doğruluk
305,Wahrheit::N,gwir,gerçeklik
306,Wahrheit::N,gwirionedd,doğruluk
307,Wahrheit::N,gwirionedd,gerçeklik
308,Gespräch::N,sgwrs,görüşme
309,Märchen::N,chwedl werin,masal
310,Erzählung::N,stori,öykü
311,Erzählung::N,stori,hikâye
312,Nachricht::N,neges,haber
313,Neuigkeit::N,newydd,haber
314,Name::N,enw,ad
315,Name::N,enw,isim
316,Rätsel::N,pos,bilmece
317,Rede::N,araith,söylev
318,Rede::N,araith,konuşma
319,Sprache::N,iaith,dil
320,Sprache::N,iaith,lisan
321,Stimme::N,llais,ses
322,Wort::N,gair,kelime
323,Zeichen::N,arwydd,işaret
324,Ruf::N,galwad,çağırma
325,Lärm::N,trwst,şamata
326,Lärm::N,trwst,gürültü
327,Laut::N,sain,ses
328,Ton::N,tôn,ses
329,Lied::N,cân,türkü
330,Ruhe::N,tawelwch,sakinlik
331,Leute::N,pobl,halk
332,Leute::N,pobl,insanlar
333,Volk::N,pobl,ulus
334,Volk::N,pobl,millet
335,Arbeit::N,gwaith,iş
336,Arbeit::N,gwaith,çalışma
337,Gast::N,gwestai,konuk
338,Gast::N,gwestai,misafir
339,Geschenk::N,rhodd,hediye
340,Geschenk::N,rhodd,armağan
341,Geschenk::N,anrheg,hediye
342,Geschenk::N,anrheg,armağan
343,Spiel::N,chwarae,oyun
344,Gesellschaft::N,cwmni,çevre
345,Gesellschaft::N,cwmni,arkadaşlık
346,Hilfe::N,cymorth,yardım
347,Freund::N,cyfaill,dost
348,Freund::N,cyfaill,arkadaş
349,Kamerad::N,cydymaith,arkadaş
350,Angelegenheit::N,pwnc,iş
351,Angelegenheit::N,pwnc,husus
352,Anzahl::N,cyfrif,sayı
353,Art::N,bath,çeşit
354,Stück::N,darn,tane
355,Stück::N,darn,parça
356,Teil::N,rhan,kısım
357,Hälfte::N,hanner,yarı
358,Kreis::N,cylch,daire
359,Kreuz::N,croes,haç
360,Linie::N,llinell,hat
361,Linie::N,llinell,çizgi
362,Strich::N,strôc,çizgi
363,Strich::N,trawiad,çizgi
364,Abstand::N,bwlch,aralık
365,Abstand::N,pellter,aralık
366,Entfernung::N,pellter,mesafe
367,Entfernung::N,pellter,uzaklık
368,Gegend::N,cylch,yöre
369,Platz::N,lle,yer
370,Ort::N,lle,yer
371,Seite::N,ochr,yan
372,Seite::N,ochr,taraf
373,Mitte::N,canol,orta
374,Mitte::N,canol,merkez
375,Gegenstand::N,eitem,şey
376,Sache::N,peth,iş
377,Sache::N,peth,şey
378,Rand::N,cwr,kenar
379,Rand::N,ymyl,kenar
380,Kante::N,min,kenar
381,Kante::N,ymyl,kenar
382,Ecke::N,cornel,köşe
383,Spitze::N,blaen,uç
384,Spitze::N,blaen,baş
385,Ende::N,pen,uç
386,Loch::N,twll,oyuk
387,Loch::N,twll,delik
388,Winkel::N,congl,köşe
389,Muster::N,patrwm,örnek
390,Größe::N,maint,büyüklük
391,Größe::N,maintioli,büyüklük
392,Länge::N,hyd,uzunluk
393,Höhe::N,uchder,yükseklik
394,Gewicht::N,pwysau,ağırlık
395,Menge::N,swm,miktar
396,Menge::N,maint,miktar
397,Haufen::N,pentwr,küme
398,Haufen::N,pentwr,yığın
399,Reihe::N,rhes,sıra
400,Boot::N,cwch,kayık
401,Boot::N,cwch,sandal
402,Ruder::N,rhwyf,kürek
403,Schlitten::N,sled,kızak
404,Schlitten::N,car llusg,kızak
405,Ski::N,sgi,kayak
406,Lagerfeuer::N,coelcerth,kamp ateşi
407,Last::N,llwyth,yük
408,Gang::N,tro,gidiş
409,Gang::N,tro,yürüyüş
410,Schritt::N,cam,adım
411,Norden::N,gogledd,kuzey
412,Süden::N,de,güney
413,Westen::N,gorllewin,batı
414,Osten::N,dwyrain,doğu
415,Holz::N,pren,ağaç
416,Holz::N,pren,tahta
417,Brett::N,bwrdd,tahta
418,Brett::N,astell,tahta
419,Platte::N,llech,levha
420,Stütze::N,ateg,dayak
421,Stütze::N,ateg,destek
422,Stütze::N,cynhalydd,dayak
423,Stütze::N,cynhalydd,destek
424,Stange::N,polyn,çubuk
425,Stock::N,ffon,sopa
426,Stock::N,ffon,değnek
427,Stock::N,brigyn,sopa
428,Stock::N,brigyn,değnek
429,Stab::N,ffon,sırık
430,Stab::N,ffon,baston
431,Rohr::N,pibell,boru
432,Haus::N,tŷ,ev
433,Heim::N,cartref,ev
434,Heim::N,cartref,yurt
435,Ofen::N,stof,soba
436,Fußboden::N,llawr,taban
437,Fußboden::N,llawr,döşeme
438,Tisch::N,bwrdd,masa
439,Stuhl::N,cadair,iskemle
440,Stuhl::N,cadair,sandalye
441,Wiege::N,crud,beşik
442,Bett::N,gwely,yatak
443,Regal::N,silff,raf
444,Kiste::N,bocs,sandık
445,Kiste::N,blwch,sandık
446,Fenster::N,ffenestr,pencere
447,Tür::N,drws,kapı
448,Tor::N,porth,kapı
449,Zaun::N,ffens,çit
450,Dach::N,to,dam
451,Dach::N,to,çatı
452,Leiter::N,ysgol,merdiven
453,Besen::N,ysgub,süpürge
454,Spaten::N,rhaw,bel
455,Schaufel::N,rhaw,kürek
456,Gabel::N,fforc,çatal
457,Löffel::N,llwy,kaşık
458,Messer::N,cyllell,bıçak
459,Nagel::N,hoel,çivi
460,Netz::N,gwe,ağ
461,Netz::N,rhwyd,ağ
462,Haken::N,bach,çengel
463,Griff::N,carn,kulp
464,Griff::N,carn,tutamak
465,Schloss::N,clo,kilit
466,Bild::N,llun,imaj
467,Bild::N,llun,resim
468,Bild::N,pictiwr,imaj
469,Bild::N,pictiwr,resim
470,Figur::N,ffigur,şekil
471,Figur::N,ffigur,heykel
472,Puppe::N,dol,kukla
473,Beutel::N,cwd,kese
474,Beutel::N,cwd,torba
475,Bündel::N,bwndel,deste
476,Bündel::N,coflaid,deste
477,Tasche::N,cod,çanta
478,Eimer::N,bwced,kova
479,Eimer::N,cunnog,kova
480,Deckel::N,caead,kapak
481,Geschirr::N,llestri,kap kacak
482,Sack::N,sach,torba
483,Tasse::N,cwpan,fincan
484,Topf::N,pot,tencere
485,Topf::N,crochan,tencere
486,Kessel::N,tegell,kazan
487,Essen::N,pryd o fwyd,yemek
488,Nahrung::N,bwyd,gıda
489,Nahrung::N,bwyd,besin
490,Speise::N,saig,yemek
491,Fleisch::N,cig,et
492,Getreide::N,ŷd,tahıl
493,Getreide::N,ŷd,hububat
494,Getreide::N,llafur,tahıl
495,Getreide::N,llafur,hububat
496,Brei::N,uwd,ezme
497,Brot::N,bara,ekmek
498,Scheibe::N,tafell,dilim
499,Fett::N,saim,yağ
500,Fett::N,braster,yağ
501,Butter::N,ymenyn,tereyağı
502,Öl::N,olew,yağ
503,Öl::N,olew,akar yağ
504,Salz::N,halen,tuz
505,Suppe::N,cawl,çorba
506,Honig::N,mêl,bal
507,Milch::N,llaeth,süt
508,Milch::N,llefrith,süt
509,Tee::N,te,çay
510,Leder::N,lledr,deri
511,Leder::N,lledr,meşin
512,Wolle::N,gwlân,yün
513,Stoff::N,lliain,kumaş
514,Stoff::N,brethyn,kumaş
515,Nadel::N,nodwydd,iğne
516,Faden::N,edau,tire
517,Faden::N,edau,iplik
518,Faden::N,edefyn,tire
519,Faden::N,edefyn,iplik
520,Knopf::N,botwm,düğme
521,Knoten::N,cwlwm,düğüm
522,Farbe::N,paent,boya
523,Kleidung::N,dillad,giyim
524,Kleidung::N,gwisgoedd,giyim
525,Hemd::N,crys,gömlek
526,Kragen::N,coler,yaka
527,Ärmel::N,llawes,yen
528,Ärmel::N,llawes,elbise kolu
529,Hose::N,trowsus,pantolon
530,Gürtel::N,gwregys,kuşak
531,Mütze::N,cap,bere
532,Mütze::N,cap,kasket
533,Schuh::N,esgid,kundura
534,Schuh::N,esgid,ayakkabı
535,Stiefel::N,botasen,çizme
536,Ring::N,modrwy,yüzük
537,Band::N,rhuban,bağ
538,Band::N,rhuban,şerit
539,Kamm::N,crib,tarak
540,Spiegel::N,drych,ayna
541,Riemen::N,strap,kayış
542,Schnur::N,llinyn,ip
543,Schnur::N,llinyn,sicim
544,Leine::N,tennyn,kayış
545,Decke::N,blanced,örtü
546,Decke::N,blanced,yorgan
547,Decke::N,gwrthban,örtü
548,Decke::N,gwrthban,yorgan
549,Kissen::N,clustog,yastık
550,Kissen::N,gobennydd,yastık
551,Tuch::N,sgarff,bez
552,Handtuch::N,tywel,havlu
553,Handtuch::N,lliain sychu,havlu
554,Kraft::N,grym,güç
555,Kraft::N,grym,kuvvet
556,Stärke::N,nerth,kuvvet
557,Stärke::N,cryfder,kuvvet
558,Gesundheit::N,iechyd,sağlık
559,Krankheit::N,afiechyd,hastalık
560,Krankheit::N,anhwylder,hastalık
561,Schmerz::N,poen,ağrı
562,Schmerz::N,poen,sancı
563,Schmerz::N,gwayw,ağrı
564,Schmerz::N,gwayw,sancı
565,Wunde::N,clwyf,yara
566,Fieber::N,twymyn,ateş
567,Arznei::N,meddyginiaeth,ilâç
568,Brücke::N,pont,köprü
569,Brunnen::N,ffynnon,kuyu
570,Brunnen::N,ffynnon,çeşme
571,Weide::N,porfa,otlak
572,Pfad::N,llwybr,patika
573,Pfad::N,llwybr,keçiyolu
574,Weg::N,ffordd,yol
575,Straße::N,heol,yol
576,Straße::N,heol,cadde
577,Straße::N,ffordd,yol
578,Straße::N,ffordd,cadde
579,Dorf::N,pentref,köy
580,Stadt::N,tref,kent
581,Stadt::N,tref,şehir
582,Brief::N,llythyr,mektup
583,Buch::N,llyfr,kitap
584,Buchstabe::N,llythyren,harf
585,Zeitung::N,papur newydd,gazete
586,Leben::N,bywyd,hayat
587,Tod::N,marwolaeth,ölüm
588,Grab::N,bedd,kabir
589,Kirche::N,eglwys,kilise
590,Sünde::N,pechod,günah
591,Gott::N,duw,tanrı
592,Arbeiter::N,gweithiwr,işçi
593,Chef::N,pennaeth,şef
594,Chef::N,pennaeth,müdür
595,Meister::N,meistr,usta
596,Arzt::N,meddyg,hekim
597,Arzt::N,meddyg,doktor
598,Lehrer::N,athro,hoca
599,Lehrer::N,athro,öğretmen
600,Geld::N,pres,para
601,Geld::N,arian,para
602,Geschäft::N,busnes,ticaret
603,Laden::N,siop,dükkân
604,Preis::N,pris,fiyat
605,Ware::N,nwydd,mal
606,Nutzen::N,elw,fayda
607,Nutzen::N,budd,fayda
608,Reichtum::N,cyfoeth,servet
609,Reichtum::N,cyfoeth,zenginlik
610,Welt::N,byd,dünya
611,Land::N,gwlad,ülke
612,Staat::N,gwladwriaeth,devlet
613,König::N,brenin,kral
614,Macht::N,grym,kudret
615,Macht::N,grym,iktidar
616,Macht::N,awdurdod,kudret
617,Macht::N,awdurdod,iktidar
618,Grenze::N,ffin,had
619,Grenze::N,ffin,sınır
620,Grenze::N,goror,had
621,Grenze::N,goror,sınır
622,Krieg::N,rhyfel,savaş
623,Feind::N,gelyn,düşman
624,Gewalt::N,ffyrnigrwydd,zor
625,Gewalt::N,ffyrnigrwydd,cebir
626,Kampf::N,brwydr,savaş
627,Bogen[Waffe]::N,bwa,yay
628,Pfeil::N,saeth,ok
629,Gewehr::N,dryll,tüfek
630,Fehler::N,gwall,hata
631,Fehler::N,gwall,yanlış
632,Fehler::N,camgymeriad,hata
633,Fehler::N,camgymeriad,yanlış
634,Lüge::N,celwydd,yalan
635,Lüge::N,anwiredd,yalan
636,Schaden::N,niwed,zarar
637,Schaden::N,difrod,zarar
638,Unglück::N,anffawd,felâket
639,Unglück::N,anffawd,talihsizlik
640,Schuld::N,bai,suç
641,Schuld::N,bai,kabahat
642,Alter::N,oed,yaş
643,Schluss::N,diwedd,son
644,Zeit::N,amser,zaman
645,Tag::N,dydd,gün
646,Tag::N,diwrnod,gün
647,Morgen::N,bore,sabah
648,Mittag::N,nawn,öğle
649,Abend::N,noswaith,akşam
650,Nacht::N,nos,gece
651,Woche::N,wythnos,hafta
652,Monat::N,mis,ay
653,Jahr::N,blwyddyn,yıl
654,Jahr::N,blwyddyn,sene
655,Frühling::N,gwanwyn,ilkbahar
656,Sommer::N,haf,yaz
657,Herbst::N,hydref,güz
658,Herbst::N,hydref,sonbahar
659,Winter::N,gaeaf,kış
660,Januar::N,Ionawr,ocak
661,Februar::N,Chwefror,şubat
662,März::N,Mawrth,mart
663,April::N,Ebrill,nisan
664,Mai::N,Mai,mayıs
665,Juni::N,Mehefin,haziran
666,Juli::N,Gorffennaf,temmuz
667,August::N,Awst,ağustos
668,September::N,Medi,eylül
669,Oktober::N,Hydref,ekim
670,November::N,Tachwedd,kasım
671,Dezember::N,Rhagfyr,aralık
672,Montag::N,dydd Llun,pazartesi
673,Dienstag::N,dydd Mawrth,salı
674,Mittwoch::N,dydd Mercher,çarşamba
675,Donnerstag::N,dydd Iau,perşembe
676,Freitag::N,dydd Gwener,cuma
677,Samstag::N,dydd Sadwrn,cumartesi
678,Sonntag::N,dydd Sul,pazar
679,groß::A,mawr,büyük
680,klein::A,bach,ufak
681,klein::A,bach,küçük
682,lang::A,hir,uzun
683,kurz::A,byr,kısa
684,kurz::A,cwta,kısa
685,breit::A,llydan,enli
686,breit::A,llydan,geniş
687,schmal::A,cul,dar
688,dicht::A,dwys,sık
689,dicht::A,dwys,yoğun
690,dick[Gegenstand]::A,trwchus,kalın
691,dick[Gegenstand]::A,trwchus,iri
692,dünn::A,tenau,ince
693,fein::A,main,ince
694,fein::A,main,narin
695,fest::A,cadarn,sabit
696,fest::A,cadarn,sağlam
697,flach::A,gwastad,düz
698,flach::A,gwastad,yassı
699,glatt::A,llyfn,düz
700,hart::A,caled,katı
701,weich::A,meddal,yumuşak
702,rund::A,crwn,yuvarlak
703,spitz::A,pigfain,sivri
704,scharf::A,miniog,keskin
705,stumpf::A,pŵl,kör
706,schwer::A,trwm,ağır
707,schön::A,teg,güzel
708,schön::A,hardd,güzel
709,schön::A,prydferth,güzel
710,heiß::A,poeth,kızgın
711,warm::A,twym,sıcak
712,warm::A,cynnes,sıcak
713,kalt::A,oer,soğuk
714,kühl::A,oeraidd,serin
715,frisch::A,iach,taze
716,feucht::A,llaith,nemli
717,feucht::A,llaith,rutubetli
718,nass::A,gwlyb,yaş
719,nass::A,gwlyb,ıslak
720,trocken::A,sych,kuru
721,voll::A,llawn,dolu
722,voll::A,llawn,dolmuş
723,leer::A,gwag,boş
724,offen::A,agored,açık
725,geschlossen::A,caead,kapalı
726,geschlossen::A,caeëdig,kapalı
727,sauber::A,glân,pak
728,sauber::A,glân,temiz
729,schmutzig::A,budr,pis
730,schmutzig::A,budr,kirli
731,schmutzig::A,brwnt,pis
732,schmutzig::A,brwnt,kirli
733,roh::A,amrwd,çiğ
734,reif::A,aeddfed,olgun
735,lecker::A,blasus,lezzetli
736,lecker::A,danteithiol,lezzetli
737,süß::A,melys,tatlı
738,süß::A,melys,şekerli
739,bitter::A,chwerw,acı
740,sauer::A,sur,ekşi
741,hell::A,disglair,aydınlık
742,dunkel::A,tywyll,karanlık
743,schwarz::A,du,kara
744,schwarz::A,du,siyah
745,weiß::A,gwyn,ak
746,weiß::A,gwyn,beyaz
747,rot::A,coch,kırmızı
748,gelb::A,melyn,sarı
749,blau::A,glas,mavi
750,grün::A,gwyrdd,yeşil
751,grau::A,llwyd,boz
752,bunt::A,lliwgar,renkli
753,billig::A,rhad,ucuz
754,teuer::A,drud,pahalı
755,wertvoll::A,gwerthfawr,değerli
756,blind::A,dall,kör
757,taub::A,byddar,sağır
758,kräftig::A,nerthol,dinç
759,kräftig::A,nerthol,kuvvetli
760,kräftig::A,grymus,dinç
761,kräftig::A,grymus,kuvvetli
762,stark::A,cryf,güçlü
763,stark::A,cryf,kuvvetli
764,stark::A,cadarn,güçlü
765,stark::A,cadarn,kuvvetli
766,schwach::A,gwan,zayıf
767,schwach::A,gwan,güçsüz
768,fett::A,tew,şişman
769,schlank::A,main,narin
770,hübsch::A,tlws,güzel
771,hübsch::A,tlws,sevimli
772,böse::A,drwg,kötü
773,dumm::A,twp,aptal
774,faul::A,diog,tembel
775,fleißig::A,dyfal,çalışkan
776,geizig::A,crintach,cimri
777,geizig::A,cybyddlyd,cimri
778,klug::A,deallus,zekî
779,klug::A,deallus,akıllı
780,geschickt::A,medrus,becerikli
781,geschickt::A,deheuig,becerikli
782,lieb::A,hoff,sevimli
783,lieb::A,annwyl,sevimli
784,lustig::A,llon,neşeli
785,sanft::A,mwyn,nazik
786,hungrig::A,newynog,aç
787,krank::A,sâl,hasta
788,krank::A,sâl,rahatsız
789,krank::A,gwael,hasta
790,krank::A,gwael,rahatsız
791,nackt::A,noeth,çıplak
792,traurig::A,trist,kederli
793,traurig::A,trist,üzüntülü
794,lebendig::A,yn fyw,canlı
795,gut::A,da,iyi
796,schlecht::A,drwg,kötü
797,schlecht::A,gwael,kötü
798,richtig::A,cywir,doğru
799,schlimm::A,enbyd,kötü
800,wahr::A,gwir,doğru
801,wahr::A,gwir,gerçek
802,alt::A,hen,eski
803,neu::A,newydd,yeni
804,ehemalig::A,blaenorol,önceki
805,alt[Lebewesen]::A,oedrannus,yaşlı
806,jung::A,ifanc,genç
807,arm::A,tlawd,fakir
808,reich::A,cyfoethog,zengin
809,bekannt::A,cynefin,bilinen
