,Concept_ID,ab,bg
752,auf einmal::ADV,зныкала,същевременно
753,auf einmal::ADV,зныкҟьара,същевременно
754,zusammen::ADV,аиц...,заедно
755,lange::ADV,акыраамҭа,дълго
756,plötzlich::ADV,иаалырҟьаны,изведнъж
757,sofort::ADV,иаразнакҵәҟьа,веднага
758,später::ADV,уажəшьҭаншəа,по-късно
759,jetzt::ADV,уажәы,сега
760,heute::ADV,иахьа,днес
761,morgen::ADV,уаҵәы,утре
762,bald::ADV,иласны,скоро
763,dann::ADV,нас,после
764,dann::ADV,нас,тогава
765,gestern::ADV,иацы,вчера
766,einst::ADV,зны,някога
767,damals::ADV,усҟан,тогава
768,danach::ADV,нас,после
769,danach::ADV,нас,след това
770,vorher::ADV,уаанӡа,преди
771,vorher::ADV,уаанӡа,преди това
772,zuerst::ADV,азнаказы,най-напред
773,zuerst::ADV,аҧхьа,най-напред
774,einmal::ADV,зны,веднъж
775,einmal::ADV,зны,един път
776,manchmal::ADV,зны-зынла,понякога
777,oft::ADV,лассы-лассы,често
778,immer::ADV,енагь,винаги
779,immer::ADV,еснагь,винаги
780,niemals::ADV,ианакəызаалак,никога
781,hier::ADV,ара,тук
782,hier::ADV,ара,тука
783,hier::ADV,абра,тук
784,hier::ADV,абра,тука
785,hier::ADV,араҟа,тук
786,hier::ADV,араҟа,тука
787,hierhin::ADV,ара,насам
788,hierhin::ADV,араҟа,насам
789,von hier::ADV,арантә,оттук
790,von hier::ADV,арантә,оттука
791,dort::ADV,уа,там
792,dorthin::ADV,уахь,натам
793,dorthin::ADV,уахь,нататък
794,dorthin::ADV,анахь,натам
795,dorthin::ADV,анахь,нататък
796,geradeaus::ADV,ишиашоу,направо
797,vorwärts::ADV,ҕхьаҟа,напред
798,rückwärts::ADV,шьҭахьла,назад
799,zurück::ADV,шьҭахьҟа,обратно
800,unten::ADV,лбаа,долу
801,hinab::ADV,алада,надолу
802,oben::ADV,хыхь,горе
803,hinauf::ADV,аҩада,нагоре
804,überall::ADV,зегьынцьара,навсякъде
805,nicht::ADV,-м,не
806,ein wenig::ADV,ҕыҭк,малко
807,kaum::ADV,аарлаҳәа,едва
808,kaum::ADV,аарлаҳәа,едвам
809,kaum::ADV,афергьҳәа,едва
810,kaum::ADV,афергьҳәа,едвам
811,sehr::ADV,даара,много
812,sehr::ADV,даара,твърде
813,so::ADV,ас,тъй
814,so::ADV,ас,така
815,so::ADV,абас,тъй
816,so::ADV,абас,така
817,noch::ADV,макьана,още
818,nur::ADV,заҵәык,само
819,schon::ADV,уажәшьҭа,вече
820,schon::ADV,аиҳа ипоу,вече
821,wieder::ADV,ҿыц,пак
822,wieder::ADV,ҿыц,отново
823,wieder::ADV,дырҩегь,пак
824,wieder::ADV,дырҩегь,отново
825,wieder::ADV,дырҩегьых,пак
826,wieder::ADV,дырҩегьых,отново
827,vergebens::ADV,баша,напразно
828,vor::PRP,аҕхьа,пред
829,hinter::PRP,нхыҵ,зад
830,unter::PRP,амҵа,под
831,unter::PRP,амҵан,под
832,neben::PRP,ааигуара,до
833,neben::PRP,ааигуара,при
834,zwischen::PRP,абжьара,между
835,zwischen::PRP,абжьара,помежду
836,wegen::PRP,-иззы,заради
837,wegen::PRP,-ҟнытә,заради
838,dies::PRN,ари,този
839,dies::PRN,абри,този
840,das::PRN,Абни,туй
841,das::PRN,Абни,това
842,das::PRN,убри,туй
843,das::PRN,убри,това
844,alles::PRN,зегьы,всичко
845,ich::PRN,са,аз
846,ich::PRN,сара,аз
847,du::PRN,бара,ти
848,er::PRN,иара,той
849,wir::PRN,ҳара,ние
850,ihr::PRN,шәара,вие
851,sie::PRN,дара,те
852,wer::FPRN,дарбан,кой
853,wo::FADV,иабыкуу,къде
854,wo::FADV,аба-,къде
855,wo::FADV,ахь-,къде
856,wohin::FADV,иабыкуу,накъде
857,wohin::FADV,иабыкуу,накъдето
858,wohin::FADV,аба-,накъде
859,wohin::FADV,аба-,накъдето
860,wohin::FADV,ахь-,накъде
861,wohin::FADV,ахь-,накъдето
862,wie::FADV,-шҕа,как
863,warum::FADV,избан,защо
864,wieviel::FNUM,заҟа,колко
865,eins::NUM,акы,един
866,eins::NUM,аӡәы,един
867,zwei::NUM,ҩба,два
868,drei::NUM,хҕа,три
869,vier::NUM,ҕшьба,четири
870,fünf::NUM,хəба,пет
871,sechs::NUM,фба,шест
872,sieben::NUM,Бжьба,седем
873,acht::NUM,ааба,осем
874,neun::NUM,жәба,девет
875,zehn::NUM,жәаба,десет
876,elf::NUM,жәеизатәи,единайсет
877,elf::NUM,жәеизатәи,единадесет
878,zwölf::NUM,жәаҩа,дванайсет
879,zwölf::NUM,жәаҩа,дванадесет
880,zwanzig::NUM,ҩажәа,двайсет
881,zwanzig::NUM,ҩажәа,двадесет
882,dreißig::NUM,ҩажәижәабатәи,тридесет
883,vierzig::NUM,ҩынҩажәа,четиридесет
884,fünfzig::NUM,ҩынҩажәеижәаба,петдесет
885,sechzig::NUM,хынҩажәа,шестдесет
886,siebzig::NUM,хынҩажәижәаба,седемдесет
887,achtzig::NUM,ҕшьынҩажәа,осемдесет
888,neunzig::NUM,ҕшьынҩажәижәаба,деветдесет
889,hundert::NUM,шәкы,сто
890,tausend::NUM,зқьы,хиляда
891,und::CNJ,-и,а
892,und::CNJ,-и,та
893,oder::CNJ,ма,или
894,stehen::V,агылазаара,стоя
895,sitzen::V,атəара,седя
896,sitzen::V,атəа(заа)ра,седя
897,liegen::V,аиара,лежа
898,hängen::V,акнаҳара,вися
899,werden::V,аҟалара,бъда
900,werden::V,аҟалара,стана
901,passieren::V,аҟалара,случа се
902,beginnen::V,алагара,започна
903,enden::V,алгара,свърша
904,wechseln::V,аҽыҧсахра,променям
905,aufgehen[Sonne]::V,агылара,изгрея
906,aufgehen[Sonne]::V,ахашлара,изгрея
907,aufgehen[Sonne]::V,аҩаҵхахара,изгрея
908,untergehen[Sonne]::V,аҭашəара,заляза
909,scheinen[Sonne]::V,акаҧхара,грея
910,scheinen[Sonne]::V,акаҧхара,светя
911,donnern::V,адыдра,гърмя
912,wehen::V,асра,вея
913,wehen::V,асра,духам
914,strömen::V,акаҭəара,тека
915,strömen::V,акаҭəара,лея се
916,fließen::V,ацара,тека
917,sich drehen::V,ахагьежьра,въртя се
918,schwanken::V,аҵысра,клатя се
919,schwingen::V,ахызазара,трептя
920,schwingen::V,акьаандара,трептя
921,fallen::V,акаҳара,падам
922,brennen::V,абылра,горя
923,rauchen::V,ахылҵра,димя
924,regnen::V,аура,вали дъжд
925,gefrieren::V,аҵаара,замръзна
926,tauen::V,аӡҭра,топя се
927,schmelzen::V,ақəӡыҭра,разтопя се
928,schmelzen::V,аҭəара,разтопя се
929,trocknen::V,абара,съхна
930,sieden::V,ашра,вря
931,sieden::V,ашра,кипя
932,faulen::V,абаара,гния
933,verfaulen::V,абаара,изгния
934,verfaulen::V,аилашра,изгния
935,reißen::V,аҧжəара,напукам се
936,versinken::V,аӡааҟəрылара,потъна
937,vergehen::V,ацара,минавам
938,erscheinen::V,ацəырҵра,явя се
939,verschwinden::V,аҵашəкəара,изчезна
940,sinken::V,атəара,падна
941,sinken::V,алаҟəра,падна
942,abnehmen::V,ацӡаара,отслабна
943,abnehmen::V,аиҵалара,отслабна
944,zunehmen::V,аҽырҭбаара,нарасна
945,zunehmen::V,аиҵыҵра,нарасна
946,zunehmen::V,арацəахара,нарасна
947,steigen::V,азҳара,увелича се
948,steigen::V,азҳара,покачвам се
949,steigen::V,ашьҭыҵра,увелича се
950,steigen::V,ашьҭыҵра,покачвам се
951,steigen::V,адухара,увелича се
952,steigen::V,адухара,покачвам се
953,steigen::V,ацлара,увелича се
954,steigen::V,ацлара,покачвам се
955,wachsen::V,азҳара,раста
956,glänzen::V,ацыр-цырра,лъщя
957,glänzen::V,ацыр-цырра,блестя
958,glänzen::V,ацыҩ-цыҩра,лъщя
959,glänzen::V,ацыҩ-цыҩра,блестя
960,glänzen::V,аказказра,лъщя
961,glänzen::V,аказказра,блестя
962,funkeln::V,ашап-шапра,искря
963,funkeln::V,ацым-цымра,искря
964,lärmen::V,ашьҭыбжьгара,шумя
965,lärmen::V,аҕьҕьаҳәа аилалара,шумя
966,läuten::V,аҵəҵəасра,звъня
967,klingeln::V,аҵəҵəасра,звъня
968,klirren::V,ахьархьарра,звънтя
969,klirren::V,ахьархьарра,дрънкам
970,klirren::V,архьархьарра,звънтя
971,klirren::V,архьархьарра,дрънкам
972,brausen::V,аилаҽҽара,буча
973,brausen::V,еилашуера,буча
974,klingen::V,агара,звуча
975,klingen::V,ашьҭыбжь гара,звуча
976,bellen::V,ашра,лая
977,heulen::V,ауура,вия
978,heulen::V,ауура,рева
979,blasen::V,аҭəҳəара,духна
980,pfeifen::V,ашəшəра,свиря
981,schreien::V,аҳəҳəара,крещя
982,schreien::V,ахəаара,крещя
983,schreien::V,аҟаара,крещя
984,stöhnen::V,ақьра,стена
985,stöhnen::V,ақьра,пъшкам
986,zittern::V,аҵыс-ҵысра,треперя
987,leben::V,аҟазаара,живея
988,geboren werden::V,Аира,родя се
989,atmen::V,аҕсыҕ лагаҩагара,дишам
990,trinken::V,ажəра,пия
991,essen::V,акрыфара,ям
992,schlucken::V,албаадара,гълтам
993,müde werden::V,ааҕсара,уморя се
994,einschlafen::V,ацəара,заспя
995,schlafen::V,ацəазаара,спя
996,aufwachen::V,аҿыхара,събудя се
997,aufstehen::V,Агəылҵра,стана
998,sich erholen::V,аҧсшьара,отдъхвам си
999,krank werden::V,ачмазаҩхара,заболея
1000,krank sein::V,аҳəарҧсарра,боледувам
1001,schmerzen::V,ахьра,боля
1002,husten::V,аимҳәара,кашлям
1003,genesen::V,абзиахара,оздравея
1004,genesen::V,аӷəӷəахара,оздравея
1005,sterben::V,аҧсра,умра
1006,umkommen::V,аҭахара,загина
1007,sich bewegen::V,аиҭаҵра,движа се
1008,sich bewegen::V,аиҭаҵра,мърдам се
1009,sich rühren::V,ақəацара,движа се
1010,sich erheben::V,аҩагылара,стана
1011,sich setzen::V,атəара,седна
1012,hinfallen::V,акаҳара,падна
1013,laufen::V,аныҟəара,ходя
1014,schreiten::V,ашьаҿа еихгара,крача
1015,spazierengehen::V,анеи-ааира,разхождам се
1016,eilen::V,аццакра,бързам
1017,sich beeilen::V,аццакра,побързам
1018,sausen::V,аҧырра,тичам
1019,sausen::V,иҭрысны,тичам
1020,sausen::V,ишьҭҟьаны ацара,тичам
1021,rennen::V,аҩра,бягам
1022,springen::V,аҧара,скачам
1023,klettern::V,ақəлара,катеря се
1024,schaukeln::V,аҟəараҟəанҽара,люлея се
1025,kriechen::V,аҳəазара,лазя
1026,kriechen::V,аҳəазара,пълзя
1027,schwimmen::V,аӡсара,плувам
1028,tauchen::V,ахəӡааҵəира,гмуркам се
1029,rudern::V,аҵшьра,греба
1030,fahren::V,акала,пътувам
1031,fliegen::V,аҧырра,летя
1032,fliegen::V,аҧырра,хвърча
1033,gehen::V,аиҭаҵра,ида
1034,gehen::V,аиҭаҵра,вървя
1035,weggehen::V,ацара,отида си
1036,abfahren::V,адəықəлара,отпътувам
1037,abfahren::V,ацара,отпътувам
1038,anhalten::V,ааныргылара,спра се
1039,hineingehen::V,аҭалара,влизам
1040,eintreten::V,аҩналара,вляза
1041,kommen::V,аара,ида
1042,kommen::V,аара,дойда
1043,kommen::V,ааира,ида
1044,kommen::V,ааира,дойда
1045,ankommen::V,ааира,пристигна
1046,ankommen::V,аара,пристигна
1047,ankommen::V,анеира,пристигна
1048,zurückkommen::V,азыхынҳəра,върна се
1049,bleiben::V,аанхара,остана
1050,bleiben::V,анхара,остана
1051,bleiben::V,аангылара,остана
1052,warten::V,азҧшзаара,чакам
1053,erwarten::V,азҧшра,очаквам
1054,suchen::V,ашьҭазаара,търся
1055,finden::V,аҧшаара,намеря
1056,versuchen::V,аҽазкра,опитам
1057,vorbereiten::V,армазеира,подготвя
1058,lieben::V,абзиабара,любя
1059,mögen::V,агəаҧхара,обичам
1060,lachen::V,аччара,смея се
1061,rühren::V,арҵəуара,трогна
1062,weinen::V,аҵəуара,плача
1063,schimpfen::V,ацəҳара,ругая
1064,schimpfen::V,ацəҳара,псувам
1065,sich ärgern::V,агəаара,ядосам се
1066,sich fürchten::V,аӡыӡара,боя се
1067,sich fürchten::V,аӡыӡара,страхувам се
1068,fürchten::V,ацəшəара,боя се от
1069,fürchten::V,ацəшəара,страхувам се от
1070,fliehen::V,абналара,бягам
1071,fliehen::V,ацəцара,бягам
1072,flüchten::V,абналара,бягам
1073,flüchten::V,абналара,избягам
1074,flüchten::V,ацəцара,бягам
1075,flüchten::V,ацəцара,избягам
1076,sehen::V,абара,видя
1077,anschauen::V,ахəаҧшра,гледам
1078,ansehen::V,ахəаҧшра,поглеждам
1079,hören::V,аҳара,чувам
1080,zuhören::V,азыӡырҩра,слушам
1081,probieren::V,аҧышəара,опитам
1082,riechen::V,афыҩра,подуша
1083,fühlen::V,анырра,усещам
1084,fühlen::V,анырра,чувствувам
1085,fühlen::V,ацәакырра,усещам
1086,fühlen::V,ацәакырра,чувствувам
1087,scheinen::V,шәа,изглеждам
1088,scheinen::V,аацәырҵа,изглеждам
1089,vernehmen::V,аҳара,доловя
1090,frieren::V,ашəра,мръзна
1091,frieren::V,аҵаара,мръзна
1092,tun::V,аҟаҵара,правя
1093,können::V,алшара,мога
1094,wollen::V,аҭахра,ща
1095,wollen::V,аҭахра,искам
1096,anfangen::V,алагара,започна
1097,beenden::V,алгара,свърша
1098,beenden::V,алгара,завърша
1099,aufhören::V,аҟəыҵра,престана
1100,gelingen::V,аура,успея
1101,gelingen::V,аура,сполуча
1102,gelingen::V,аманшəалахара,успея
1103,gelingen::V,аманшəалахара,сполуча
1104,gelingen::V,алҵра,успея
1105,gelingen::V,алҵра,сполуча
1106,geraten::V,нзаарын,удам се
1107,öffnen::V,аартра,отворя
1108,schließen::V,аркра,затворя
1109,stellen::V,аргылара,поставя
1110,setzen::V,артəара,туря
1111,legen::V,ақəҵара,сложа
1112,legen::V,ақəҵара,слагам
1113,berühren::V,акьысра,докосна
1114,berühren::V,алакьысра,докосна
1115,verbinden::V,аҿаҳəара,свържа
1116,bedecken::V,ақəршəра,покрия
1117,aufhängen::V,акнаҳара,закача
1118,anzünden::V,аркра,запаля
1119,aufheben::V,ашьҭыхра,вдигна
1120,aufheben::V,ашьҭыхра,повдигна
1121,zurücklassen::V,аныжьра,оставя
1122,verlieren::V,ацəыӡра,загубя
1123,fallen lassen::V,ацəкаҳара,изпусна
1124,machen::V,ачаҧара,направя
1125,herstellen::V,аиҵдара,произведа
1126,bauen::V,аргылара,строя
1127,reparieren::V,арҽеира,поправя
1128,verbessern::V,аиҕьтəра,подобря
1129,ändern::V,аҧсахра,променя
1130,graben::V,ажра,копая
1131,beugen::V,арҟəра,прегъна
1132,beugen::V,архəара,прегъна
1133,biegen::V,арҟəра,прегъна
1134,biegen::V,архəара,прегъна
1135,drehen::V,аргьежьра,въртя
1136,umdrehen::V,аарҳәра,обърна
1137,heben::V,аҩахара,вдигам
1138,heben::V,араҳара,вдигам
1139,hochheben::V,ахагалара,издигна
1140,hochheben::V,ашьҭҳəара,издигна
1141,halten::V,акра,държа
1142,drücken::V,ақəрӷəӷəара,натискам
1143,drücken::V,ақəрӷəӷəара,притискам
1144,schieben::V,аҵгəара,тикам
1145,schieben::V,агəара,тикам
1146,kratzen::V,ацəҟьара,одраскам
1147,lecken::V,арбзара,лижа
1148,lecken::V,арбзара,ближа
1149,beißen::V,ацҳара,хапя
1150,beißen::V,ацҳара,ухапя
1151,abreißen::V,амжəара,откъсна
1152,abschneiden::V,ахҵəара,отрежа
1153,abschneiden::V,аҿахҵəара,отрежа
1154,binden::V,аҿаҳəара,вържа
1155,stecken::V,алаҵара,пъхна
1156,brechen::V,аҧҵəара,троша
1157,klopfen::V,асра,чукам
1158,hauen::V,ақəкшара,бия
1159,kleben::V,аҷабра,лепя
1160,kleben::V,аҷабра,залепя
1161,reiben::V,арҟəыҷра,трия
1162,reiben::V,арҟəыҷра,търкам
1163,streichen::V,ахьшьра,намажа
1164,schleifen::V,ахра,остря
1165,schneiden::V,аҧҟара,режа
1166,rütteln::V,арҵысра,разтърсвам
1167,schütteln::V,аршəшəара,клатя
1168,schütteln::V,аршəшəара,друсам
1169,schwenken::V,аҟьара,размахам
1170,schütten::V,аҭаҭəара,сипя
1171,füllen::V,арҭəра,напълня
1172,einwickeln::V,алаҳəара,увия
1173,einwickeln::V,алаҳəара,завия
1174,tragen::V,аҩагара,нося
1175,schleppen::V,арҳəазара,влача
1176,ziehen::V,ахара,тегля
1177,ziehen::V,ахара,дръпна
1178,aufbewahren::V,аҵəахра,съхраня
1179,werfen::V,аршəра,хвърля
1180,fangen::V,акра,ловя
1181,fangen::V,акра,уловя
1182,packen::V,анкра,хвана
1183,packen::V,аҵкаара,хвана
1184,verstecken::V,аҵəахра,крия
1185,verstecken::V,аҵəахра,скрия
1186,teilen::V,ашара,разделя
1187,schicken::V,ашьҭра,изпращам
1188,bringen::V,аагара,донеса
1189,hinzufügen::V,ацҵара,прибавя
1190,bekommen::V,аҧшаара,сдобия се
1191,bekommen::V,архиара,сдобия се
1192,bekommen::V,аура,сдобия се
1193,erhalten::V,аиура,получа
1194,nehmen::V,агара,взема
1195,wählen::V,алҧшаара,избирам
1196,auswählen::V,алхра,избера
1197,behindern::V,аҧырхагахара,преча
1198,behindern::V,аҧырхагахара,спъвам
1199,verderben::V,алгара,разваля
1200,verderben::V,абжьыхра,разваля
1201,verderben::V,аҧхасҭатəра,разваля
1202,beschädigen::V,аҧхасҭатəра,повредя
1203,zerbrechen::V,аҧҽра,счупя
1204,zerreißen::V,аҧжəара,скъсам
1205,zerstören::V,аилаҧыххаара,разруша
1206,verbrennen::V,абылра,изгоря
1207,geben::V,аҭара,дам
1208,reichen::V,аҭара,подам
1209,schenken::V,аҩгара,подаря
1210,versprechen::V,ақəргəыӷра,обещая
1211,loben::V,арҽхəара,хваля
1212,küssen::V,агəӡра,целувам
1213,zudecken::V,аҵахҩара,покрия
1214,zudecken::V,ақəршəра,покрия
1215,wecken::V,арҿыхара,събудя
1216,zeigen::V,арбара,покажа
1217,führen::V,аныҟəгара,водя
1218,führen::V,аныҟəгара,заведа
1219,lehren::V,арҵара,уча
1220,unterrichten::V,арҧхьара,преподавам
1221,aufziehen::V,ааӡара,отгледам
1222,leiten::V,ахагылазаара,ръководя
1223,leiten::V,ахагылазаара,управлявам
1224,antreiben::V,арццакра,подкарвам
1225,lassen::V,арҟаҵара,накарам
1226,einladen::V,ааҕхьара,поканя
1227,einladen::V,анаҧхьара,поканя
1228,vereinigen::V,аилаҵара,съединя
1229,besuchen::V,абара,посетя
1230,treffen::V,аҧылара,срещна
1231,sich versammeln::V,аизара,събера се
1232,spielen::V,ахəмарра,играя
1233,singen::V,ашəаҳəара,пея
1234,tanzen::V,акəашара,танцувам
1235,sich trennen::V,аилыҵра,разделя се
1236,verlassen::V,акажьра,напусна
1237,retten::V,Аиқəрхара,спася
1238,bewachen::V,ахьчара,охранявам
1239,schützen::V,ацəыхьчара,запазя
1240,verteidigen::V,ахьчара,защитя
1241,sich schlagen::V,аисра,бия се
1242,schießen::V,ахысра,стрелям
1243,siegen::V,аиааира,победя
1244,ärgern::V,аргəаара,ядосам
1245,schlagen::V,асра,бия
1246,schlagen::V,асра,ударя
1247,schlagen::V,аҭасра,бия
1248,schlagen::V,аҭасра,ударя
1249,stechen::V,алакшара,бодна
1250,stoßen::V,агəҭасра,бутна
1251,stoßen::V,агəҭасра,блъсна
1252,stehlen::V,аӡара,
1253,stören::V,аҧырхагахара,смутя
1254,belästigen::V,аргəамҵра,отегча
1255,belästigen::V,аргəамҵра,безпокоя
1256,verbergen::V,аӡара,скрия
1257,täuschen::V,ажьара,измамя
1258,betrügen::V,ажьара,измамя
1259,töten::V,ашьра,убия
1260,töten::V,ашьра,умъртвя
1261,wohnen::V,анхара,живея
1262,arbeiten::V,аусура,работя
1263,sammeln::V,аҟəшəара,събера
1264,pflücken::V,аҿыршəара,бера
1265,pflücken::V,аҿыршəара,откъсна
1266,pflücken::V,аҿыхра,бера
1267,pflücken::V,аҿыхра,откъсна
1268,jagen::V,ашəарыцара,ловувам
1269,fischen::V,аҧсыӡ икуеит,ловя риба
1270,fassen::V,акра,хвана
1271,hüten::V,арҳəра,пазя
1272,hüten::V,ахьчара,пазя
1273,treiben::V,акацара,карам
1274,anbinden::V,адҳəалара,завържа
1275,füttern::V,акырҿаҵара,храня
1276,melken::V,ахьара,доя
1277,hacken::V,аҟəаҟəара,сека
1278,gießen::V,аҵаҭəара,полея
1279,reifen::V,ашəра,узрея
1280,reifen::V,аҟалара,узрея
1281,zubereiten::V,ацура,приготвя
1282,kochen::V,ажəра,варя
1283,backen::V,аӡра,пека
1284,braten::V,аӡра,пържа
1285,umrühren::V,аилрыхра,разбъркам
1286,stricken::V,аҧара,плета
1287,nähen::V,аӡахра,шия
1288,färben::V,ашəра,боядисам
1289,reinigen::V,арыцқьара,почистя
1290,waschen::V,аӡәӡәара,мия
1291,waschen::V,аӡәӡәара,пера
1292,abwischen::V,арбара,избърша
1293,spülen::V,аҭыршара,плакна
1294,fegen::V,аҧссара,измета
1295,baden::V,аҽыкəабара,къпя се
1296,sich waschen::V,аҽыӡəӡəара,мия се
1297,ausziehen::V,ашəыхра,съблека
1298,anziehen::V,ашəҵара,облека
1299,sich anziehen::V,аҽеилаҳəара,облека се
1300,kämmen::V,аҳəара,реша
1301,kämmen::V,аҳəара,вчеша
1302,schmücken::V,арҧшӡара,накича
1303,sagen::V,аҳəара,кажа
1304,sprechen::V,ацəажəара,говоря
1305,reden::V,ацəажəара,говоря
1306,reden::V,аицәажәара,говоря
1307,sich unterhalten::V,аицәажәара,разговарям
1308,fragen::V,азҵаара,запитам
1309,bitten::V,аҳəара,моля
1310,erzählen::V,аҳəара,разкажа
1311,mitteilen::V,азыцҳара,съобщя
1312,nennen::V,ахьӡҵара,нарека
1313,rufen::V,азҿыҭра,викам
1314,rufen::V,азҿыҭра,повикам
1315,prahlen::V,аҽхəара,хваля се
1316,übersetzen::V,аиҭагара,преведа
1317,denken::V,азхəыцра,мисля
1318,glauben::V,ахаҵара,вярвам
1319,bemerken::V,агəаҭара,забележа
1320,erkennen::V,адырра,позная
1321,begreifen::V,аилкаара,схвана
1322,verstehen::V,аҳара,разбера
1323,lernen::V,аҵара,уча се
1324,wissen::V,адырра,зная
1325,sich erinnern an::V,агəаларшəара,спомня си за
1326,vergessen::V,ахашҭра,забравя
1327,messen::V,ашəара,меря
1328,zählen::V,аҧхьаӡара,броя
1329,rechnen::V,аҳасабра,сметна
1330,lesen::V,аҧхьара,чета
1331,besitzen::V,амазаара,имам
1332,besitzen::V,амазаара,притежавам
1333,kaufen::V,Аахəара,купя
1334,kaufen::V,Аахəара,купувам
1335,verkaufen::V,аҭира,продам
1336,bezahlen::V,ахҭынҵара,заплатя
1337,bezahlen::V,ашəара,заплатя
1338,zahlen::V,ашəара,платя
1339,ertragen::V,ачҳара,понеса
1340,Moor::N,,мочурище
1341,Kralle::N,,нокът
1342,Schwarm::N,,рой
1343,Schwarm::N,,рояк
1344,Sache::N,,вещ
1345,Menge::N,,количество
1346,Essen::N,,ядене
1347,Geschäft::N,,сделка
1348,Monat::N,,месец
1349,Jahr::N,,година
1350,dünn::A,,тънък
1351,roh::A,,суров
1352,durch::PRP,,през
1353,was::FPRN,,що
1354,was::FPRN,,какво
1355,rauschen::V,,шумя
1356,zu sehen sein::V,,виждам се
1357,wenden::V,,обърна
1358,ergreifen::V,,хвана
1359,ergreifen::V,,обхвана
1360,bewahren::V,,пазя
1361,wünschen::V,,желая
1362,wiegen::V,,люлея
1363,treten::V,,ритам
1364,kehren::V,,мета
1365,malen::V,,рисувам
1366,zeichnen::V,,рисувам
1367,schreiben::V,,пиша
1368,beherrschen::V,,владея
