,Concept_ID,ps,mhr
0,Auge::N,سترګه,шинча́
1,Ohr::N,غوږ,пы́лыш
2,Nase::N,پوزه,нер
3,Mund::N,خوله,умша́
4,Zahn::N,غاښ,пӱй
5,Zunge::N,جبه,йы́лме
6,Lippe::N,شونډه,тӱ́рвӧ
7,Wange::N,باړخو,шӱ́ргӧ
8,Gesicht::N,مخ,чури́й
9,Stirn::N,تندی,саҥга́
10,Stirn::N,وچولی,саҥга́
11,Haar::N,وېښته,ӱп
12,Schnurrbart::N,برېت,ӧ́рыш
13,Bart::N,ږیره,понда́ш
14,Kinn::N,زنه,оҥыла́ш
15,Kiefer[Anatomie]::N,جامه,пӱйдӱ́ҥ
16,Kiefer[Anatomie]::N,جامه,пӱйората́
17,Kehle::N,غاړه,лога́р
18,Hals::N,غاړه,шӱй
19,Genick::N,ورمېږ,шӱйло́дыш
20,Kopf::N,سر,вуй
21,Rücken::N,شا,туп
22,Bauch::N,نس,мӱ́шкыр
23,Bauch::N,ګېډه,мӱ́шкыр
24,Nabel::N,نوم,кы́лымде
25,Busen::N,تی,чы́зе
26,Brust::N,سینه,оҥ
27,Schulter::N,اوږه,ва́че
28,Arm::N,لاس,кид
29,Ellenbogen::N,څنګل,кынерву́й
30,Hand::N,لاس,кид
31,Hand::N,لاس,копа́
32,Handfläche::N,ورغوی,со́во
33,Finger::N,ګوته,парня́
34,Fingernagel::N,نوک,кидкӱ́ч
35,Fingernagel::N,نوک,парнягӱ́ч
36,Nagel[Anatomie]::N,نوک,кӱч
37,Zeh::N,ګوته,йолварня́
38,Fuß::N,پښه,йол
39,Fuß::N,پښه,йолкопа́
40,Ferse::N,پونده,тага́н
41,Knie::N,زنګون,пулву́й
42,Oberschenkel::N,پتون,э́рде
43,Bein::N,پښه,йол
44,Körper::N,ځان,кап
45,Haut::N,پوټکی,кова́ште
46,Blut::N,وینه,вӱр
47,Ader::N,رګ,шӧн
48,Sehne::N,پله,шӧн
49,Sehne::N,پله,кӱсе́н
50,Knochen::N,هډوکی,лу
51,Gehirn::N,ماغزه,вем
52,Gehirn::N,ماغزه,вуйве́м
53,Herz::N,زړه,шӱм
54,Magen::N,معده,пага́р
55,Leber::N,ينه,мокш
56,Leber::N,ځیګر,мокш
57,Atem::N,نفس,шӱ́лыш
58,Hunger::N,ولږه,шужыма́ш
59,Träne::N,اوښکه,шинчавӱ́д
60,Geschmack::N,مزه,там
61,Geschmack::N,خوند,там
62,Geruch::N,بوی,пуш
63,Schlaf::N,خوب,о́мо
64,Traum::N,خوب,йӱдо́мо
65,Himmel::N,اسمان,кава́
66,Sonne::N,لمر,ке́че
67,Mond::N,سپوږمۍ,ты́лзе
68,Stern::N,ستوری,шӱ́дыр
69,Luft::N,هوا,юж
70,Wind::N,ورښ,марде́ж
71,Welle::N,موج,то́лкын
72,Wasser::N,اوبه,вӱд
73,Stein::N,ډبره,кӱ
74,Boden::N,مځکه,рок
75,Erde::N,خاوره,мла́нде
76,Staub::N,ګرد,пура́к
77,Staub::N,خاوره,пура́к
78,Rauch::N,دود,шикш
79,Rauch::N,لوګی,шикш
80,Funke::N,سپرغۍ,сеске́м
81,Funke::N,سپرغۍ,тулйы́п
82,Feuer::N,اور,тул
83,Licht::N,رڼا,со́то
84,Schatten::N,سیوری,ӱ́мыл
85,Wetter::N,هوا,иге́че
86,Nebel::N,لړه,тӱтыра́
87,Wolke::N,ورېځ,пыл
88,Regen::N,وریا,йӱр
89,Regen::N,باران,йӱр
90,Schnee::N,واوره,лум
91,Eis::N,یخ,ий
92,Eis::N,کنګل,ий
93,Frost::N,یخ,чатлама́
94,Kälte::N,ساړه,йӱ́штӧ
95,Hitze::N,تودوخي,шо́кшо
96,Raureif::N,سپینه پرخه,пӧрш
97,Raureif::N,سپینه پرخه,по́кшым
98,Regenbogen::N,بوډۍ ټال,шонанпы́л
99,Regenbogen::N,سره زرغونه,шонанпы́л
100,Donner::N,تالنده,кӱ́дырчӧ
101,Strömung::N,بهېدنه,йо́гын
102,Tropfen::N,قطره,чӱча́лтыш
103,Tropfen::N,څاڅکی,чӱча́лтыш
104,Schaum::N,ځګ,шоҥ
105,Schmutz::N,ناپاکي,лавыра́
106,See::N,جهیل,ер
107,Sumpf::N,جبه,лӱ́кӧ
108,Moor::N,جبه,куп
109,Wiese::N,چمن,о́лык
110,Wiese::N,شنېلی,о́лык
111,Wald::N,ځنګل,чодыра́
112,Hügel::N,تپه,арка́
113,Anhöhe::N,غونډۍ,тӧва́
114,Anhöhe::N,غونډۍ,кӱкшака́
115,Berg::N,غ‍‍‍‍‍ر,ку́рык
116,Gipfel::N,څوکه,чаҥга́
117,Gipfel::N,څوکه,курыкву́й
118,Höhle::N,کاز,пеще́р
119,Höhle::N,کاز,курыкпо́мыш
120,Abhang::N,لمن,та́йыл
121,Quelle::N,چینه,важ
122,Quelle::N,چینه,вӱдшинча́
123,Bach::N,واله,изэҥе́р
124,Fluss::N,سیند,эҥе́р
125,Ufer::N,غاړه,сер
126,Küste::N,ساحل,вӱдтӱ́р
127,Festland::N,وچه,мла́нде
128,Meer::N,بحر,те́ҥыз
129,Meer::N,سمندر,те́ҥыз
130,Bucht::N,کارۍ,икса́
131,Insel::N,ټاپو,отро́
132,Insel::N,جزيره,отро́
133,Blume::N,ګل,пеле́дыш
134,Gras::N,واښه,шу́до
135,Wurzel::N,ریښه,вож
136,Baum::N,ونه,пуше́ҥге
137,Stamm::N,ډډ,йы́тыр
138,Rinde::N,پوستکی,шӱм
139,Ast::N,ښاخ,укш
140,Zweig::N,څانګه,торма́к
141,Blatt::N,پاڼه,лышта́ш
142,Birke::N,توس,куэ́
143,Kiefer[Baum]::N,نښتر,пӱ́нчӧ
144,Weide[Baum]::N,وله,уа́
145,Tanne::N,ناجو,кож
146,Horn::N,ښکر,шур
147,Feder::N,بڼکه,пы́стыл
148,Fell::N,پوستکی,кова́ште
149,Flügel::N,وزر,шу́лдыр
150,Klaue::N,پنجه,кӱч
151,Klaue::N,منګول,кӱч
152,Kralle::N,پنجه,ла́па
153,Kralle::N,پنجه,копа́
154,Kralle::N,منګول,ла́па
155,Kralle::N,منګول,копа́
156,Schwanz::N,لکۍ,поч
157,Ei::N,وۍ,му́но
158,Ei::N,هګۍ,му́но
159,Nest::N,جاله,пыжа́ш
160,Bau::N,کاز,пыжа́ш
161,Tier::N,ژوی,я́нлык
162,Tier::N,ژوی,живо́тный
163,Tier::N,حیوان,я́нлык
164,Tier::N,حیوان,живо́тный
165,Herde::N,رمه,кӱ́тӱ
166,Herde::N,رمه,тӱшка́
167,Herde::N,غېله,кӱ́тӱ
168,Herde::N,غېله,тӱшка́
169,Kuh::N,غوا,ушка́л
170,Bulle::N,غوئی,ӱ́шкыж
171,Pferd::N,آس,и́мне
172,Schaf::N,پسه,шо́рык
173,Schwein::N,سرکوزی,сӧсна́
174,Hund::N,سپی,пий
175,Katze::N,پشه,пы́рыс
176,Bär::N,خرس,маска́
177,Eichhörnchen::N,خړ لمی,ур
178,Elch::N,ګوزن,шо́рдо
179,Fuchs::N,سپلم,ры́выж
180,Hase::N,سوی,мера́ҥ
181,Maus::N,مږک,коля́
182,Wolf::N,لېوه,пи́ре
183,Vogel::N,مرغه,ка́йык
184,Schwarm::N,سېل,каша́к
185,Huhn::N,چرګه,чы́ве
186,Hahn::N,چرګ,агыта́н
187,Gans::N,بته,ко́мбо
188,Adler::N,عقاب,карагу́ш
189,Ente::N,ایلۍ,лу́до
190,Eule::N,ګونګی,тумна́
191,Kranich::N,کلنګ,турня́
192,Krähe::N,کارغه,кора́к
193,Kuckuck::N,فاخته,куку́
194,Schwan::N,قو,йӱ́ксӧ
195,Fisch::N,کب,кол
196,Fisch::N,ماهی,кол
197,Schlange[Tier]::N,مار,ки́шке
198,Wurm::N,چینجی,шукш
199,Spinne::N,غڼه,эҥыре́мыш
200,Spinne::N,تارکښ,эҥыре́мыш
201,Ameise::N,مېږی,ку́тко
202,Laus::N,سپږه,тий
203,Mücke::N,ماشی,шыҥа́
204,Fliege::N,مچ,ка́рме
205,Schmetterling::N,پتنګ,лы́ве
206,Beere::N,مېوۍ,мӧр
207,Apfel::N,مڼه,олма́
208,Pilz::N,خرېړی,по́ҥго
209,Zwiebel::N,پیاز,шога́н
210,Saat::N,تخم,нӧ́шмӧ
211,Saat::N,تخم,туш
212,Korn::N,تخم,шу́рно
213,Korn::N,دانه,шу́рно
214,Heu::N,بوس,шу́до
215,Heu::N,پروړه,шу́до
216,Schale::N,پوستکی,шӱм
217,Grube::N,کنده,выне́м
218,Falle::N,دام,лӧ́дӧ
219,Falle::N,لومه,лӧ́дӧ
220,Schlinge::N,کړۍ,о́птыш
221,Schlinge::N,کړۍ,шӧрга́лтыш
222,Spur::N,نښه,кыша́
223,Asche::N,آس,ло́мыж
224,Asche::N,ایره,ло́мыж
225,Dreck::N,ناپاکي,лавыра́
226,Eisen::N,اوسپنه,кӱ́ртньӧ
227,Gold::N,سره زر,шӧ́ртньӧ
228,Silber::N,نقره,ший
229,Silber::N,سپین زر,ший
230,Kohle::N,سکور,мландышӱ́й
231,Kohle::N,سکاره,мландышӱ́й
232,Glas::N,ښيښه,янда́
233,Lehm::N,خټه,шун
234,Sand::N,شګه,ошма́
235,Mensch::N,انسان,еҥ
236,Mensch::N,انسان,айде́ме
237,Mann::N,سړی,пӧръе́ҥ
238,Mann::N,نارینه,пӧръе́ҥ
239,Frau::N,ښځه,ӱдырама́ш
240,Kind::N,بچی,аза́
241,Kind::N,ماشوم,аза́
242,Junge::N,هلک,рве́зе
243,Mädchen::N,نجلۍ,ӱдыра́ш
244,Familie::N,کورنۍ,еш
245,Großvater::N,بابا,коча́
246,Großmutter::N,انا,кова́
247,Eltern::N,مور او پلار,ача́-ава́
248,Vater::N,پلار,ача́
249,Mutter::N,مور,ава́
250,Sohn::N,زوی,э́рге
251,Tochter::N,لور,ӱ́дыр
252,Bruder::N,ورور,иза́
253,Bruder::N,ورور,шо́льо
254,Schwester::N,خور,ака́
255,Onkel::N,تره,иза́
256,Onkel::N,ماما,иза́
257,Tante::N,خاله,кока́
258,Ehemann::N,مېړه,мари́й
259,Ehefrau::N,مېرمن,ва́те
260,Freude::N,خوشحالي,куа́н
261,Freude::N,خوشحالي,куаныма́ш
262,Gelächter::N,خندا,во́штылтыш
263,Glück::N,بخت,пиа́л
264,Kummer::N,غم,о́йго
265,Wunsch::N,هيله,ку́мыл
266,Wunsch::N,غوښتنه,ку́мыл
267,Lust::N,شوق,ку́мыл
268,Lust::N,مینه,ку́мыл
269,Geist::N,روح,ӧрт
270,Geist::N,روح,чон
271,Gedanke::N,فکر,ой
272,Gedanke::N,فکر,шоныма́ш
273,Gedächtnis::N,یاد,шарныма́ш
274,Gedächtnis::N,حافظه,шарныма́ш
275,Verstand::N,عقل,уш
276,Verstand::N,شعور,уш
277,Sinn::N,معنی,смысл
278,Grund::N,علت,ама́л
279,Grund::N,اساس,ама́л
280,Wahrheit::N,حقیقت,чын
281,Gespräch::N,مرکه,мутланыма́ш
282,Gespräch::N,خبرې اترې,мутланыма́ш
283,Märchen::N,افسانه,йома́к
284,Erzählung::N,قصه,ойлыма́ш
285,Erzählung::N,کیسه,ойлыма́ш
286,Nachricht::N,خبر,увертарыма́ш
287,Neuigkeit::N,نوی خبر,уве́р
288,Name::N,نوم,лӱм
289,Rätsel::N,کیسۍ,ту́што
290,Rätsel::N,چیستان,ту́што
291,Rede::N,وینا,ойлыма́ш
292,Sprache::N,ژبه,йы́лме
293,Stimme::N,غږ,йӱк
294,Stimme::N,اواز,йӱк
295,Wort::N,لغت,ой
296,Wort::N,لغت,мут
297,Wort::N,کلمه,ой
298,Wort::N,کلمه,мут
299,Zeichen::N,نښه,ти́ште
300,Zeichen::N,نښه,знак
301,Zeichen::N,اشاره,ти́ште
302,Zeichen::N,اشاره,знак
303,Ruf::N,ږغ,ӱжма́ш
304,Ruf::N,بلنه,ӱжма́ш
305,Lärm::N,غالمغال,лӱшкыма́ш
306,Lärm::N,غالمغال,йӱк-йӱа́н
307,Laut::N,ږغ,йӱк
308,Ton::N,اواز,йӱксе́м
309,Lied::N,غزله,му́ро
310,Lied::N,سندره,му́ро
311,Ruhe::N,ارامي,ты́мык
312,Leute::N,خلک,еҥ-влак
313,Volk::N,ولس,ка́лык
314,Arbeit::N,کار,паша́
315,Gast::N,مېلمه,уна́
316,Geschenk::N,تحفه,пӧле́к
317,Geschenk::N,سوغات,пӧле́к
318,Spiel::N,لوبه,мо́дыш
319,Spiel::N,لوبه,модма́ш
320,Gesellschaft::N,ډله,тӱшка́
321,Hilfe::N,کومک,по́лыш
322,Hilfe::N,مرسته,по́лыш
323,Freund::N,ملګری,таҥ
324,Freund::N,ملګری,йолта́ш
325,Kamerad::N,انډيوال,таҥ
326,Angelegenheit::N,موضوع,паша́
327,Anzahl::N,شمېر,чот
328,Anzahl::N,تعداد,чот
329,Art::N,ډول,вид
330,Stück::N,ټوټه,ка́тыш
331,Stück::N,ټوټه,ла́стык
332,Teil::N,برخه,ужа́ш
333,Hälfte::N,نیم,пел
334,Hälfte::N,نیم,пе́ле
335,Kreis::N,دایره,ты́ртыш
336,Kreuz::N,صلیب,ыре́с
337,Linie::N,خط,ли́ний
338,Linie::N,لیکه,ли́ний
339,Strich::N,کرښه,коре́ш
340,Abstand::N,فاصله,кокла́
341,Entfernung::N,واټن,тора́
342,Entfernung::N,واټن,ку́жыт
343,Gegend::N,سیمه,кунде́м
344,Gegend::N,منطقه,кунде́м
345,Platz::N,ځای,ку́мдык
346,Ort::N,ځای,вер
347,Ort::N,ځای,о́лмо
348,Seite::N,مخ,ӧ́рдыж
349,Seite::N,اړخ,ӧ́рдыж
350,Mitte::N,وسط,покше́л
351,Mitte::N,مینځ,покше́л
352,Gegenstand::N,شی,наста́
353,Sache::N,شی,наста́
354,Sache::N,څيز,наста́
355,Rand::N,څنډه,тӱр
356,Rand::N,کناره,тӱр
357,Kante::N,اړخ,тӱр
358,Ecke::N,ګوټ,лук
359,Spitze::N,څوکه,вуй
360,Ende::N,څوکه,муча́ш
361,Loch::N,سوری,рож
362,Winkel::N,کنج,лук
363,Winkel::N,کوتی,лук
364,Muster::N,نمونه,пеза́к
365,Muster::N,نمونه,узо́р
366,Muster::N,نمونه,ӱ́лгӧ
367,Größe::N,قد,кӱ́кшыт
368,Größe::N,لويوالی,кӱ́кшыт
369,Länge::N,طول,ку́тыш
370,Länge::N,اوږد والی,ку́тыш
371,Höhe::N,جګوالی,кӱ́кшыт
372,Gewicht::N,وزن,не́лыт
373,Menge::N,اندازه,чот
374,Haufen::N,کوټه,кы́шыл
375,Reihe::N,صف,рада́м
376,Reihe::N,کتار,рада́м
377,Boot::N,قايق,пуш
378,Ruder::N,چپه,эшка́к
379,Schlitten::N,ښویېدونی,тер
380,Schlitten::N,ښویېدونی,изде́р
381,Ski::N,سکي,е́че
382,Lagerfeuer::N,اور,туло́то
383,Last::N,بار,нӧ́лтыш
384,Last::N,پېټی,нӧ́лтыш
385,Gang::N,تګ,ошкылма́ш
386,Schritt::N,ګام,о́шкыл
387,Norden::N,شمال,йӱдйыма́л
388,Süden::N,سوېل,кечывалве́л
389,Westen::N,لوېدېځ,касве́л
390,Osten::N,شرق,эрве́л
391,Osten::N,ختیځ,эрве́л
392,Holz::N,لرګی,пу
393,Brett::N,تخته,оҥа́
394,Platte::N,تخته,аста́р
395,Stütze::N,تکیوان,чара́к
396,Stange::N,ډاګه,лома́ш
397,Stock::N,لرګی,тоя́
398,Stab::N,چيخله,вара́
399,Stab::N,چيخله,кашта́
400,Rohr::N,نل,пуч
401,Haus::N,کور,пӧрт
402,Heim::N,کور,мӧ́ҥгӧ
403,Ofen::N,تودنۍ,комака́
404,Fußboden::N,غولی,кӱва́р
405,Tisch::N,مېز,ӱсте́л
406,Stuhl::N,چوکۍ,пӱке́н
407,Wiege::N,زانګو,шепка́
408,Bett::N,کټ,ва́кшыш
409,Bett::N,چپرکټ,ва́кшыш
410,Regal::N,تاخچۍ,шӧ́рлык
411,Kiste::N,صندوق,шо́ндык
412,Kiste::N,صندوق,я́шлык
413,Fenster::N,کړکۍ,окна́
414,Tür::N,دروازه,омса́
415,Tor::N,دروازه,капка́
416,Zaun::N,کټاره,сава́р
417,Dach::N,بام,леве́дыш
418,Leiter::N,زينه,тошка́лтыш
419,Besen::N,جارو,ӱштерво́штыр
420,Spaten::N,یوم,ко́льмо
421,Schaufel::N,بېلچه,сово́к
422,Schaufel::N,بېلچه,су́ско
423,Gabel::N,پنجه,ви́лке
424,Löffel::N,کاشوغه,па́не
425,Löffel::N,کاشوغه,совла́
426,Messer::N,چاقو,кӱ́зӧ
427,Nagel::N,ميخ,пуда́
428,Netz::N,جال,вапш
429,Haken::N,څنګک,са́гыле
430,Griff::N,لاستی,кыл
431,Schloss::N,کلپ,кӧгӧ́н
432,Bild::N,رسم,сӱре́т
433,Figur::N,قدوقامت,фигу́р
434,Puppe::N,ګوډۍ,курча́к
435,Beutel::N,کڅوړه,меша́к
436,Bündel::N,دسته,арша́ш
437,Tasche::N,بکس,сумка́
438,Tasche::N,توبره,сумка́
439,Eimer::N,سطل,ведра́
440,Deckel::N,سرپوښ,ко́мдыш
441,Geschirr::N,لوښی,а́те
442,Sack::N,جوال,куль
443,Sack::N,جوال,меша́к
444,Tasse::N,پیاله,чу́кыр
445,Tasse::N,پیاله,чашка́
446,Topf::N,دېګی,ми́ске
447,Kessel::N,دېګ,под
448,Essen::N,خوراک,ко́чкыш
449,Nahrung::N,خوراک,ку́рго
450,Speise::N,خواړه,ко́чкыш
451,Fleisch::N,غوښه,шыл
452,Getreide::N,غله,шу́рно
453,Brei::N,اوګره,пу́чымыш
454,Brot::N,ډوډۍ,ки́нде
455,Scheibe::N,مړۍ,ка́тыш
456,Fett::N,غوړي,коя́
457,Butter::N,کوچ,ӱй
458,Öl::N,تېل,ӱй
459,Salz::N,مالګه,шинча́л
460,Suppe::N,شوربا,шӱр
461,Honig::N,شات,мӱй
462,Milch::N,شوده,шӧр
463,Tee::N,چای,чай
464,Leder::N,څرمن,сура́н
465,Leder::N,څرمن,шӱ́штӧ
466,Wolle::N,پشم,пун
467,Stoff::N,ټوټه,куэ́м
468,Stoff::N,ټوټه,посто́
469,Nadel::N,ستن,и́ме
470,Faden::N,تار,шӱ́ртӧ
471,Knopf::N,تڼۍ,по́лдыш
472,Knopf::N,تکمه,по́лдыш
473,Knoten::N,غوټه,пышке́м
474,Farbe::N,رنګ,чия́
475,Kleidung::N,کالي,чие́м
476,Kleidung::N,کالي,вурге́м
477,Hemd::N,کميس,ту́выр
478,Kragen::N,غاړه,сога́
479,Ärmel::N,لستوڼی,шокш
480,Hose::N,پطلون,йола́ш
481,Gürtel::N,کمربند,ӱ́штӧ
482,Mütze::N,خولۍ,упш
