,Concept_ID,ps,mhr
483,Schuh::N,بوټ,боти́нке
484,Stiefel::N,موزه,кем
485,Ring::N,ګوته,шерга́ш
486,Band::N,فيته,тасма́
487,Band::N,فيته,ле́нте
488,Kamm::N,ګمنځ,шерге́
489,Spiegel::N,ایینه,вошто́нчыш
490,Spiegel::N,هنداره,вошто́нчыш
491,Riemen::N,تسمه,кӱзанӱ́штӧ
492,Schnur::N,مزی,кере́м
493,Schnur::N,مزی,кандыра́
494,Leine::N,رسۍ,вӱра́ҥ
495,Decke::N,بړستن,леве́дыш
496,Decke::N,بړستن,одея́л
497,Kissen::N,بالښت,кӱ́пчык
498,Tuch::N,ټیکری,шо́выч
499,Handtuch::N,دسمال,со́лык
500,Kraft::N,زور,вий
501,Kraft::N,زور,куа́т
502,Kraft::N,توان,вий
503,Kraft::N,توان,куа́т
504,Stärke::N,قوت,куа́т
505,Stärke::N,قوت,карма́н
506,Gesundheit::N,صحت,таза́лык
507,Gesundheit::N,روغتیا,таза́лык
508,Krankheit::N,مرض,чер
509,Krankheit::N,ناروغي,чер
510,Schmerz::N,درد,ко́рштыш
511,Wunde::N,ټپ,су́сыр
512,Wunde::N,زخم,су́сыр
513,Fieber::N,تبه,йӱштыму́ж
514,Fieber::N,تبه,лихора́дке
515,Arznei::N,دوا,эм
516,Arznei::N,دارو,эм
517,Brücke::N,پول,кӱва́р
518,Brunnen::N,څاه,вӱдвыне́м
519,Brunnen::N,کوهی,вӱдвыне́м
520,Weide::N,وله,нурше́р
521,Pfad::N,تړه,йолго́рно
522,Pfad::N,تړه,сокма́к
523,Weg::N,لیار,ко́рно
524,Straße::N,سړک,ко́рно
525,Dorf::N,کلی,ял
526,Stadt::N,ښار,ола́
527,Brief::N,لیک,се́рыш
528,Brief::N,مکتوب,се́рыш
529,Buch::N,کتاب,книга́
530,Buchstabe::N,حرف,буква́
531,Buchstabe::N,توری,буква́
532,Zeitung::N,اخبار,газе́т
533,Leben::N,ژوند,и́лыш
534,Tod::N,مرګ,колыма́ш
535,Tod::N,مړینه,колыма́ш
536,Grab::N,قبر,шӱга́р
537,Grab::N,ډورۍ,шӱга́р
538,Kirche::N,کلیسا,че́рке
539,Sünde::N,ګناه,су́лык
540,Gott::N,خدای,ю́мо
541,Arbeiter::N,کاریګر,паша́зе
542,Chef::N,آمر,тӧра́
543,Meister::N,استاد,маста́р
544,Arzt::N,طبیب,врач
545,Arzt::N,ډاکټر,врач
546,Lehrer::N,معلم,ту́ныктышо
547,Lehrer::N,ښوونکی,ту́ныктышо
548,Geld::N,پیسې,окса́
549,Geschäft::N,سوداګري,сатулыма́ш
550,Laden::N,دکان,ке́выт
551,Laden::N,مغازه,ке́выт
552,Preis::N,بیه,ак
553,Ware::N,مال,сату́
554,Nutzen::N,ګټه,пайда́
555,Reichtum::N,شتمني,поя́нлык
556,Welt::N,نړۍ,тӱня́
557,Welt::N,دنیا,тӱня́
558,Land::N,هېواد,эл
559,Staat::N,دولت,кугыжа́ныш
560,König::N,باچا,кугыжа́
561,König::N,پادشاه,кугыжа́
562,Macht::N,قدرت,власть
563,Grenze::N,حد,грани́ца
564,Grenze::N,سرحد,грани́ца
565,Krieg::N,جګړه,сар
566,Feind::N,دښمن,тушма́н
567,Gewalt::N,زور,виешлыма́ш
568,Gewalt::N,تشدد,виешлыма́ш
569,Kampf::N,جنګ,кредалма́ш
570,Kampf::N,مبارزه,кредалма́ш
571,Bogen[Waffe]::N,لیندۍ,юҥе́ж
572,Pfeil::N,غشی,пикш
573,Gewehr::N,ټوپک,пыча́л
574,Fehler::N,خطا,йо́ҥылыш
575,Fehler::N,غلطي,йо́ҥылыш
576,Lüge::N,دروغ,шоя́к
577,Schaden::N,زیان,зия́н
578,Schaden::N,تاوان,зия́н
579,Unglück::N,بدبختي,эҥге́к
580,Schuld::N,ګناه,тита́к
581,Schuld::N,ګناه,йола́
582,Alter::N,منګ,ийго́т
583,Schluss::N,اخر,муча́ш
584,Zeit::N,وخت,жап
585,Zeit::N,وخت,па́гыт
586,Tag::N,ورځ,ке́че
587,Morgen::N,سبا,эр
588,Morgen::N,سهار,эр
589,Mittag::N,غرمه,кечыва́л
590,Abend::N,ماښام,кас
591,Nacht::N,شپه,йӱд
592,Woche::N,اونۍ,арня́
593,Monat::N,مياشت,ты́лзе
594,Jahr::N,کال,ий
595,Frühling::N,پسرلی,шо́шо
596,Sommer::N,دوبی,кеҥе́ж
597,Herbst::N,منی,шы́же
598,Herbst::N,خزان,шы́же
599,Winter::N,ژمی,те́ле
600,Januar::N,جنوري,шоркыйол
601,Januar::N,جنوري,идалыкву́й
602,Januar::N,جنوري,янва́рь
603,Februar::N,فبروري,пургыж
604,Februar::N,فبروري,февра́ль
605,März::N,مارچ,ӱярня
606,März::N,مارچ,март
607,April::N,اپریل,апре́ль
608,Mai::N,مې,ага
609,Mai::N,مې,май
610,Juni::N,جون,пеледыш
611,Juni::N,جون,ию́нь
612,Juli::N,جولای,сӱрем
613,Juli::N,جولای,ию́ль
614,August::N,اګست,сорла
615,August::N,اګست,агарма́н
616,August::N,اګست,а́вгуст
617,September::N,سپټامبر,идым
618,September::N,سپټامبر,сентя́брь
619,Oktober::N,اکتوبر,шыжа
620,Oktober::N,اکتوبر,октя́брь
621,November::N,نومبر,кылме тылзе
622,November::N,نومبر,ноя́брь
623,Dezember::N,دسمبر,дека́брь
624,Montag::N,دوشنبه,шо́чмо
625,Dienstag::N,سه شنبه,ку́шкыжмо
626,Mittwoch::N,چارشنبه,вӱрге́че
627,Donnerstag::N,پنجشنبه,изарня́
628,Freitag::N,جمعه,кугарня́
629,Samstag::N,خالي,шуматке́че
630,Sonntag::N,یکشنبه,рушарня́
631,groß::A,لوی,кугу́
632,klein::A,وړوکی,изи́
633,lang::A,اوړد,кужу́
634,kurz::A,لنډ,кӱ́чык
635,breit::A,پراخه,кумда́
636,schmal::A,تنګ,а́ҥысыр
637,dicht::A,ګڼ,ну́гыдо
638,dick[Gegenstand]::A,پنډ,кӱ́жгӧ
639,dünn::A,نری,ви́чкыж
640,fein::A,نازک,ты́гыде
641,fest::A,کلک,чо́ткыдо
642,fest::A,ټینګ,чо́ткыдо
643,flach::A,هوار,лапка́
644,glatt::A,ښوی,яклака́
645,hart::A,کلک,пе́ҥгыде
646,weich::A,نرم,пу́шкыдо
647,weich::A,پوست,пу́шкыдо
648,rund::A,ګرد,йырге́шке
649,spitz::A,تېره,коша́р
650,scharf::A,تېز,пӱ́сӧ
651,scharf::A,تېره,пӱ́сӧ
652,stumpf::A,پڅ,токма́к
653,schwer::A,دروند,не́ле
654,schön::A,ښکلی,сы́лне
655,heiß::A,تود,шо́кшо
656,warm::A,تود,ле́ве
657,kalt::A,ېخ,йӱ́штӧ
658,kalt::A,سوړ,йӱ́штӧ
659,kühl::A,ېخ,юа́лге
660,kühl::A,ېخ,южгата́
661,kühl::A,سوړ,юа́лге
662,kühl::A,سوړ,южгата́
663,frisch::A,تازه,свежа́
664,feucht::A,مرطوب,вӱ́дыжгӧ
665,nass::A,لوند,нӧ́рӧ
666,trocken::A,وچ,ку́кшо
667,voll::A,ډک,тич
668,leer::A,خالی,яра́
669,offen::A,خلاص,виш
670,offen::A,پرانیستی,виш
671,geschlossen::A,تړلی,пе́тырыме
672,geschlossen::A,تړلی,тӱ́чмӧ
673,sauber::A,پاک,ару́
674,sauber::A,پاک,янда́р
675,schmutzig::A,چټل,лавыра́н
676,schmutzig::A,چټل,ла́выргыше
677,roh::A,خام,кӱ́чымӧ
678,reif::A,پوخ,лӧза́
679,reif::A,رسېدلی,лӧза́
680,lecker::A,خوندور,ту́тло
681,lecker::A,مزه دار,ту́тло
682,süß::A,خوږ,ше́ре
683,süß::A,شیرین,ше́ре
684,bitter::A,تریخ,ко́чо
685,sauer::A,ټاک,шо́по
686,sauer::A,تريو,шо́по
687,hell::A,روڼ,во́лгыдо
688,hell::A,روښان,во́лгыдо
689,dunkel::A,تیاره,пычке́мыш
690,schwarz::A,تور,шола́
691,weiß::A,سپين,ош
692,rot::A,سور,йошка́р
693,gelb::A,زېړ,сар
694,blau::A,شین,ка́нде
695,blau::A,اسماني رنګه,ка́нде
696,grün::A,زرغون,ужа́р
697,grau::A,خړ,сур
698,bunt::A,رنګارنګ,олача́
699,billig::A,ارزان,шу́лдо
700,teuer::A,ګران,ше́рге
701,wertvoll::A,قیمتي,шергака́н
702,blind::A,ړوند,со́кыр
703,taub::A,کوڼ,соҥгыра́
704,kräftig::A,قوی,куа́тле
705,stark::A,قوی,вия́н
706,stark::A,تکړه,вия́н
707,schwach::A,ضعیف,а́лдыме
708,schwach::A,کمزوری,а́лдыме
709,fett::A,چاغ,коя́
710,schlank::A,خوش اندام,йоштката́
711,schlank::A,خوش اندام,яжу́
712,hübsch::A,ښکلی,чеве́р
713,hübsch::A,ښایسته,чеве́р
714,böse::A,شریر,шы́де
715,böse::A,قهرناک,шы́де
