,Concept_ID,ru,mdf
811,schwingen::V,качаться,нюрьсемс
812,fallen::V,падать,прамс
813,fallen::V,падать,прашендомс
814,brennen::V,гореть,паломс
815,rauchen::V,дымить,качадомс
816,regnen::V,дождить,пиземс
817,gefrieren::V,замерзнуть,эйндамс
818,gefrieren::V,замерзнуть,кельмомс
819,tauen::V,таять,соламс
820,schmelzen::V,плавиться,соламс
821,trocknen::V,сохнуть,коськомс
822,sieden::V,кипеть,лакамс
823,faulen::V,гнить,наксадомс
824,verfaulen::V,сгнить,наксадомс
825,reißen::V,рваться,сязевомс
826,versinken::V,тонуть,ваямс
827,vergehen::V,проходить,ётамс
828,erscheinen::V,появиться,эвондамс
829,verschwinden::V,исчезнуть,юма́мс
830,sinken::V,спадать,валгомс
831,abnehmen::V,уменьшиться,киремс
832,zunehmen::V,увеличиваться,ламокстомс
833,zunehmen::V,увеличиваться,рашнемс
834,steigen::V,подниматься,кеподемс
835,wachsen::V,расти,касомс
836,glänzen::V,блестеть,цинзелдомс
837,glänzen::V,блестеть,цифордомс
838,funkeln::V,сверкать,ци́фтордомс
839,lärmen::V,шуметь,жалнамс
840,läuten::V,звонить,гайфтемс
841,klingeln::V,звонить,гайфтемс
842,klirren::V,звякать,ка́нзеркшнемс
843,brausen::V,бушевать,жоледемс
844,rauschen::V,шелестеть,вжнамс
845,rauschen::V,шелестеть,гамнамс
846,klingen::V,звучать,кайгомс
847,bellen::V,лаять,ува́мс
848,heulen::V,выть,сувомс
849,heulen::V,выть,урнамс
850,blasen::V,дунуть,уфа́мс
851,pfeifen::V,свистеть,вяшкомс
852,schreien::V,кричать,пешкодомс
853,stöhnen::V,стонать,куфцемс
854,zittern::V,дрожать,таромс
855,leben::V,жить,эрямс
856,geboren werden::V,родиться,шачемс
857,atmen::V,дышать,ажнамс
858,trinken::V,пить,симомс
859,essen::V,есть,ярхцамс
860,essen::V,кушать,ярхцамс
861,schlucken::V,глотать,нилемс
862,müde werden::V,устать,сиземс
863,einschlafen::V,заснуть,матодовомс
864,schlafen::V,спать,удомс
865,aufwachen::V,проснуться,съргоземс
866,aufstehen::V,встать,стямс
867,sich erholen::V,отдыхать,ваймосемс
868,krank werden::V,заболеть,сярядькстомс
869,krank sein::V,болеть,сярядемс
870,schmerzen::V,болеть,сярядемс
871,husten::V,кашлять,козомс
872,genesen::V,поправиться,пъ́чкамс
873,sterben::V,умереть,куломс
874,umkommen::V,погибнуть,юма́мс
875,sich bewegen::V,двигаться,шаштомс
876,sich rühren::V,шевельнуться,сърхка́мс
877,sich erheben::V,встать,стямс
878,sich setzen::V,сесть,озамс
879,hinfallen::V,упасть,прамс
880,hinfallen::V,упасть,сяворемс
881,laufen::V,ходить,якамс
882,schreiten::V,шагать,молемс
883,schreiten::V,шагать,аськолямс
884,spazierengehen::V,гулять,якамс
885,eilen::V,спешить,эряскодомс
886,sich beeilen::V,торопиться,эряскодомс
887,sausen::V,мчаться,лиемс
888,rennen::V,бегать,арнемс
889,springen::V,прыгать,комотнемс
890,klettern::V,лазать,ку́цемс
891,schaukeln::V,раскачиваться,нюрямс
892,kriechen::V,ползать,шаштомс комада
893,schwimmen::V,плавать,уемс
894,tauchen::V,нырять,юпиемс
895,tauchen::V,нырять,чёпафнемс
896,rudern::V,грести,па́немс ве́неж
897,fahren::V,ехать,ардомс
898,fliegen::V,летать,лиемс
899,gehen::V,идти,молемс
900,weggehen::V,уйти,тумс
901,abfahren::V,отправиться,тумс
902,anhalten::V,остановиться,лоткамс
903,hineingehen::V,входить,сува́мс
904,eintreten::V,войти,сува́мс
905,kommen::V,прийти,самс
906,ankommen::V,прибыть,самс
907,ankommen::V,прибыть,пачкодемс
908,zurückkommen::V,возвратиться,мърдамс
909,bleiben::V,остаться,иля́домс
910,warten::V,ждать,учемс
911,erwarten::V,ожидать,учемс
912,suchen::V,искать,вешемс
913,finden::V,найти,мумс
914,versuchen::V,пытаться,варчсемс
915,vorbereiten::V,подготовить,анокламс
916,lieben::V,любить,кельгомс
917,mögen::V,любить,кельгомс
918,lachen::V,смеяться,рахамс
919,lachen::V,смеяться,рахсемс
920,rühren::V,растрогать,токамс седи
921,weinen::V,плакать,авардемс
922,schimpfen::V,ругаться,сюцемс
923,sich ärgern::V,сердиться,кяжиямс
924,sich fürchten::V,бояться,пелемс
925,fürchten::V,бояться,пелемс
926,fliehen::V,убегать,ворьгодемс
927,flüchten::V,убежать,ша́домс
928,flüchten::V,убежать,во́рьгодемс
929,sehen::V,видеть,няемс
930,anschauen::V,посмотреть,ваномс
931,ansehen::V,смотреть,ваномс
932,hören::V,слышать,марямс
933,zuhören::V,слушать,ку́лхдоньомс
934,probieren::V,пробовать,варжамс
935,riechen::V,нюхать,никса́мс
936,fühlen::V,чувствовать,марямс
937,scheinen::V,казаться,ня́евомс
938,zu sehen sein::V,виднеться,ня́евомс
939,vernehmen::V,услышать,марямс
940,frieren::V,мерзнуть,паломс
941,frieren::V,мерзнуть,кельмомс
942,tun::V,делать,тиемс
943,können::V,мочь,маштомс
944,können::V,уметь,маштомс
945,wollen::V,хотеть,-не-
946,anfangen::V,начать,ушедомс
947,beenden::V,закончить,аде́ламс
948,aufhören::V,перестать,лоткамс
949,gelingen::V,удаться,удалакшнемс
950,geraten::V,оказаться,лисемс
951,öffnen::V,открыть,панжемс
952,schließen::V,закрыть,сёлгомс
953,stellen::V,поставить,путомс
954,setzen::V,посадить,озафнемс
955,setzen::V,посадить,озавтнемс
956,legen::V,класть,путомс
957,berühren::V,трогать,токамс
958,verbinden::V,связать,сотомс
959,bedecken::V,покрыть,комачамс
960,bedecken::V,покрыть,вельхтямс
961,aufhängen::V,повесить,повфтамс
962,anzünden::V,зажечь,крьвя́стемс
963,aufheben::V,поднять,кеподемс
964,aufheben::V,поднять,касфтомс
965,zurücklassen::V,оставить,ка́домс
966,verlieren::V,потерять,юма́фтомс
967,fallen lassen::V,уронить,прафтомс
968,machen::V,сделать,тиемс
969,herstellen::V,изготовить,анокламс
970,bauen::V,строить,путомс
971,reparieren::V,чинить,петемс
972,verbessern::V,улучшить,цебярьгофтомс
973,ändern::V,изменить,полафтомс
974,graben::V,копать,шу́вомс
975,graben::V,копать,та́ргамс
976,beugen::V,согнуть,мяндемс
977,biegen::V,погнуть,комафтомс
978,drehen::V,вертеть,шо́вамс
979,drehen::V,вертеть,ша́рфнемс
980,wenden::V,повернуть,ша́рфтомс
981,umdrehen::V,перевернуть,шарфтомс
982,heben::V,поднимать,ке́подемс
983,hochheben::V,поднять,ке́подемс
984,hochheben::V,поднять,ка́сфтомс
985,ergreifen::V,схватить,фатямс
986,halten::V,держать,кирдемс
987,drücken::V,нажимать,люпшта́мс
988,schieben::V,толкать,шашфтомс
989,kratzen::V,скрести,а́нгорямс
990,kratzen::V,скрести,киськоря́мс
991,lecken::V,лизать,нолсемс
992,beißen::V,кусать,сускомс
993,abreißen::V,оторвать,сяземс
994,abschneiden::V,отрезать,керомс
995,binden::V,вязать,сотомс
996,stecken::V,воткнуть,сялгомс
997,brechen::V,сломать,си́ннемс
998,brechen::V,сломать,ка́лафтомс
999,klopfen::V,стучать,чакамс
1000,klopfen::V,стучать,чакиемс
1001,hauen::V,бить,шавомс
1002,hauen::V,бить,пиксомс
1003,kleben::V,клеить,пе́тфнемс
1004,reiben::V,тереть,шо́вамс
1005,streichen::V,намазать,вадемс
1006,schleifen::V,точить,шо́вамс
1007,schneiden::V,резать,керомс
1008,rütteln::V,шатать,та́рфтомс
1009,schütteln::V,трясти,шука́демс
1010,schwenken::V,махать,яфодемс
1011,schütten::V,налить,каямс
1012,schütten::V,налить,нюрьхтя́мс
1013,füllen::V,наполнить,пяшкодемс
1014,einwickeln::V,завернуть,тапардамс
1015,tragen::V,нести,кандомс
1016,schleppen::V,тащить,ускомс
1017,ziehen::V,тянуть,ускомс
1018,aufbewahren::V,хранить,ванфтомс
1019,werfen::V,бросать,ёрямс
1020,fangen::V,ловить,кунда́мс
1021,packen::V,схватить,фатямс
1022,verstecken::V,спрятать,кяшемс
1023,teilen::V,разделить,явомс
1024,schicken::V,посылать,кучемс
1025,bringen::V,принести,кандомс
1026,bringen::V,принести,пачфтемс
1027,hinzufügen::V,добавить,пу́томс та́га
1028,hinzufügen::V,добавить,ма́ксомс та́га
1029,bekommen::V,достать,сявомс
1030,erhalten::V,получить,сявомс
1031,nehmen::V,взять,сявомс
1032,wählen::V,выбрать,ко́чкамс
1033,auswählen::V,отобрать,кочкамс
1034,bewahren::V,сохранить,ванфтомс
1035,behindern::V,препятствовать,шорямс
1036,verderben::V,испортить,коламс
1037,verderben::V,испортить,гастямс
1038,beschädigen::V,повредить,тиендемс зиян
1039,zerbrechen::V,разбить,тапамс
1040,zerreißen::V,разорвать,сяземс
1041,zerstören::V,разрушить,ка́лафтомс
1042,verbrennen::V,сжечь,пълхта́мс
1043,geben::V,дать,ма́ксомс
1044,reichen::V,передать,максомс
1045,schenken::V,дарить,каземс
1046,versprechen::V,обещать,ма́ксомс вал
1047,wünschen::V,желать,арьсемс
1048,loben::V,хвалить,шна́мс
1049,küssen::V,целовать,палсемс
1050,wiegen::V,качать,нюря́фтомс
1051,zudecken::V,накрыть,вельхтямс
1052,wecken::V,разбудить,стя́фтомс
1053,wecken::V,разбудить,съ́ргозьфтемс
1054,zeigen::V,показать,няфтемс
1055,führen::V,вести,вятемс
1056,lehren::V,учить,тонафтомс
1057,unterrichten::V,преподавать,тонафтомс
1058,aufziehen::V,воспитать,касфтомс
1059,leiten::V,руководить,вятемс
1060,antreiben::V,подгонять,вятемс
1061,lassen::V,заставить,кошардомс
1062,einladen::V,пригласить,тердемс
1063,einladen::V,пригласить,серьгядемс
1064,vereinigen::V,объединить,пуроптомс
1065,vereinigen::V,объединить,кочкамс марса
1066,besuchen::V,посетить,варжамс
1067,treffen::V,встретить,васьфтомс
1068,sich versammeln::V,собраться,кочкавомс
1069,spielen::V,играть,налхксемс
1070,singen::V,петь,морамс
1071,tanzen::V,плясать,кштимс
1072,tanzen::V,танцевать,кштимс
1073,sich trennen::V,расстаться,явомс
1074,verlassen::V,покинуть,кадондомс
1075,retten::V,спасти,идемс
1076,retten::V,спасти,араламс
1077,bewachen::V,охранять,ваномс
1078,schützen::V,уберегать,а́раламс
1079,verteidigen::V,защитить,а́раламс
1080,sich schlagen::V,драться,тюремс
1081,schießen::V,стрелять,ляцемс
1082,siegen::V,победить,сяськомс
1083,ärgern::V,сердить,кяжияфтомс
1084,schlagen::V,ударить,токамс
1085,treten::V,пинать,тапамс
1086,stechen::V,уколоть,пупамс
1087,stechen::V,уколоть,сялгомс
1088,stoßen::V,толкнуть,тостядемс
1089,stehlen::V,украсть,саламс
1090,stören::V,помешать,шорсемс
1091,belästigen::V,надоедать,токсамс
1092,belästigen::V,надоедать,аф кадомс ваймама
1093,verbergen::V,скрыть,кяшемс
1094,täuschen::V,обмануть,васькафтомс
1095,täuschen::V,обмануть,кяльготнемс
1096,betrügen::V,смошенничать,васькафнемс
1097,töten::V,убить,шавомс
1098,töten::V,убить,аде́ламс
1099,wohnen::V,проживать,эрямс
1100,arbeiten::V,работать,покодемс
1101,sammeln::V,собрать,кочкамс
1102,sammeln::V,собрать,пу́роптомс
1103,pflücken::V,рвать,фатнемс
1104,pflücken::V,рвать,нотфнемс
1105,pflücken::V,срывать,фатнемс
1106,pflücken::V,срывать,нотфнемс
1107,jagen::V,охотиться,кунда́мс
1108,fischen::V,рыбачить,калонь кунда́мс
1109,fassen::V,поймать,кунда́мс
1110,hüten::V,пасти,ваномс
1111,treiben::V,гнать,панемс
1112,anbinden::V,привязать,сотомс
1113,füttern::V,кормить,трямс
1114,füttern::V,кормить,а́ндомс
1115,melken::V,доить,потямс
1116,hacken::V,рубить,лазондомс
1117,gießen::V,полить,валомс
1118,reifen::V,созреть,кенеремс
1119,zubereiten::V,приготовить,анокламс
1120,kochen::V,варить,пидемс
1121,backen::V,печь,пидемс
1122,braten::V,жарить,пуштомс
1123,umrühren::V,перемешать,шорямс
1124,stricken::V,вязать,кодамс
1125,nähen::V,шить,стамс
1126,färben::V,покрасить,а́рхтомс
1127,reinigen::V,очистить,ва́ткамс
1128,reinigen::V,очистить,а́роптомс
1129,waschen::V,стирать,муськомс
1130,abwischen::V,вытереть,нардамс
1131,spülen::V,полоскать,оргалдомс
1132,fegen::V,подметать,тяемс
1133,kehren::V,мести,тяемс
1134,baden::V,купаться,э́шелямс
1135,sich waschen::V,мыться,штамс
1136,ausziehen::V,снять,кайсефтемс
1137,anziehen::V,надеть,ща́фтомс
1138,sich anziehen::V,одеться,щамс
1139,kämmen::V,причесать,се́ендемс
1140,schmücken::V,украсить,на́ряжамс
1141,schmücken::V,украсить,ма́зоптомс
1142,sagen::V,сказать,азомс
1143,sagen::V,сказать,мярьгомс
1144,sprechen::V,говорить,корхтамс
1145,reden::V,разговаривать,корхнемс
1146,sich unterhalten::V,беседовать,корхнемс
1147,fragen::V,спросить,ки́зефтемс
1148,bitten::V,просить,а́намс
1149,bitten::V,просить,ве́шемс
1150,erzählen::V,рассказать,а́зондомс
1151,mitteilen::V,сообщить,азомс
1152,nennen::V,назвать,лемдемс
1153,nennen::V,назвать,путомс лем
1154,rufen::V,звать,серьгядемс
1155,prahlen::V,хвастаться,шна́фтомс пря́
1156,übersetzen::V,перевести,ётафтомс
1157,denken::V,думать,арьсемс
1158,glauben::V,верить,кемамс
1159,bemerken::V,заметить,ня́емс
1160,erkennen::V,узнать,содамс
1161,begreifen::V,понять,сатомс
1162,begreifen::V,постичь,сатомс
1163,verstehen::V,услышать,шарьхкодемс
1164,lernen::V,учиться,тонафнемс
1165,wissen::V,знать,со́дамс
1166,sich erinnern an::V,вспомнить,лятфтамс
1167,vergessen::V,забыть,юкстамс
1168,messen::V,мерить,ункснемс
1169,zählen::V,считать,лу́вомс
1170,zählen::V,считать,а́рьсемс
1171,rechnen::V,считать,лувомс
1172,lesen::V,читать,лувомс
1173,lesen::V,читать,морафтомс
1174,malen::V,рисовать,рисова́ндамс
1175,zeichnen::V,рисовать,рисова́ндамс
1176,schreiben::V,писать,сёрмадомс
1177,besitzen::V,иметь,улемс азоркс
1178,kaufen::V,купить,рамамс
1179,verkaufen::V,продать,мимс
1180,bezahlen::V,заплатить,пандомс
1181,zahlen::V,платить,па́ндомс
1182,beherrschen::V,владеть,азорондамс
1183,ertragen::V,вытерпеть,кирдемс
