,Concept_ID,es,ja
856,untergehen[Sonne]::V,descender,沈む
857,scheinen[Sonne]::V,brillar,輝く
858,donnern::V,tronar,雷が鳴る
859,wehen::V,soplar,吹く
860,strömen::V,afluir,流れる
861,fließen::V,fluir,流れる
862,fließen::V,correr,流れる
863,sich drehen::V,girar,回転する
864,schwanken::V,vacilar,揺れる
865,schwingen::V,oscilar,振動する
866,fallen::V,caer,落ちる
867,brennen::V,arder,燃える
868,brennen::V,quemar,燃える
869,rauchen::V,humear,煙を出す
870,rauchen::V,echar humo,煙を出す
871,regnen::V,llover,雨が降る
872,gefrieren::V,helarse,凍る
873,tauen::V,deshelarse,溶ける
874,schmelzen::V,fundirse,溶ける
875,schmelzen::V,derretirse,溶ける
876,trocknen::V,secarse,乾く
877,sieden::V,hervir,沸く
878,faulen::V,pudrirse,腐る
879,verfaulen::V,pudrirse,朽ちる
880,reißen::V,romperse,切れる
881,versinken::V,hundirse,沈む
882,vergehen::V,pasar,経つ
883,erscheinen::V,aparecer,現れる
884,verschwinden::V,desaparecer,消える
885,sinken::V,bajar,下がる
886,abnehmen::V,decrecer,減る
887,abnehmen::V,disminuir,減る
888,zunehmen::V,crecer,増える
889,zunehmen::V,aumentar,増える
890,steigen::V,subir,上がる
891,steigen::V,ascender,上がる
892,wachsen::V,crecer,伸びる
893,glänzen::V,brillar,輝く
894,glänzen::V,resplandecer,輝く
895,funkeln::V,chispear,ぴかぴか光る
896,lärmen::V,hacer ruido,騒ぐ
897,läuten::V,sonar,鳴る
898,läuten::V,repicar,鳴る
899,klingeln::V,tocar el timbre,鳴る
900,klirren::V,tintinear,がらんがらんと鳴る
901,brausen::V,zumbar,逆巻く
902,rauschen::V,murmurar,戦ぐ
903,klingen::V,sonar,鳴る
904,bellen::V,ladrar,吠える
905,heulen::V,ulular,きゃんきゃん鳴く
906,blasen::V,soplar,吹く
907,pfeifen::V,silbar,口笛を吹く
908,schreien::V,gritar,叫ぶ
909,stöhnen::V,gemir,うめく
910,zittern::V,temblar,震える
911,leben::V,vivir,生きている
912,geboren werden::V,nacer,生まれる
913,atmen::V,respirar,呼吸する
914,trinken::V,beber,飲む
915,essen::V,comer,食べる
916,schlucken::V,tragar,飲み込む
917,müde werden::V,cansarse,眠くなる
918,müde werden::V,fatigarse,眠くなる
919,einschlafen::V,dormirse,寝付く
920,schlafen::V,dormir,眠る
921,aufwachen::V,despertarse,目が覚める
922,aufstehen::V,levantarse,起きる
923,sich erholen::V,reposar,休養する
924,sich erholen::V,descansar,休養する
925,krank werden::V,caer enfermo,病気になる
926,krank sein::V,estar enfermo,病気である
927,schmerzen::V,doler,痛む
928,husten::V,toser,咳をする
929,genesen::V,convalecer,元気になる
930,genesen::V,restablecerse,元気になる
931,sterben::V,morir,死ぬ
932,sterben::V,morir,亡くなる
933,umkommen::V,perecer,死亡する
934,sich bewegen::V,moverse,移動する
935,sich rühren::V,rebullir,動く
936,sich erheben::V,levantarse,立ち上がる
937,sich setzen::V,sentarse,座る
938,hinfallen::V,caerse,転ぶ
939,laufen::V,andar,歩く
940,schreiten::V,proceder,跨ぐ
941,spazierengehen::V,pasear,散歩する
942,spazierengehen::V,pasearse,散歩する
943,eilen::V,correr prisa,急ぐ
944,sich beeilen::V,darse prisa,焦る
945,sausen::V,correr,疾駆する
946,rennen::V,correr,走る
947,springen::V,saltar,跳ぶ
948,klettern::V,trepar,よじ登る
949,klettern::V,escalar,よじ登る
950,schaukeln::V,bambolearse,ぶらんこに乗る
951,kriechen::V,reptar,這う
952,kriechen::V,arrastrarse,這う
953,schwimmen::V,nadar,泳ぐ
954,tauchen::V,bucear,潜る
955,tauchen::V,sumergirse,潜る
956,rudern::V,remar,漕ぐ
957,fahren::V,ir,行く
958,fahren::V,ir,乗車する
959,fliegen::V,volar,飛ぶ
960,gehen::V,ir,行く
961,gehen::V,andar,行く
962,weggehen::V,irse,立ち去る
963,weggehen::V,marcharse,立ち去る
964,abfahren::V,salir,出発する
965,abfahren::V,partir,出発する
966,anhalten::V,parar,止まる
967,anhalten::V,pararse,止まる
968,hineingehen::V,entrar,入る
969,eintreten::V,entrar,中に入る
970,kommen::V,venir,来る
971,ankommen::V,llegar,着く
972,ankommen::V,llegar,到着する
973,zurückkommen::V,volver,帰る
974,zurückkommen::V,regresar,帰る
975,bleiben::V,quedarse,留まる
976,warten::V,esperar,待つ
977,erwarten::V,esperar,期待する
978,suchen::V,buscar,探る
979,finden::V,hallar,見つける
980,finden::V,encontrar,見つける
981,versuchen::V,intentar,試す
982,vorbereiten::V,preparar,準備する
983,lieben::V,amar,愛する
984,lieben::V,querer,愛する
985,mögen::V,querer,好きである
986,lachen::V,reír,笑う
987,rühren::V,conmover,感情を動かす
988,weinen::V,llorar,泣く
989,schimpfen::V,regañar,叱る
990,sich ärgern::V,enfadarse,怒る
991,sich ärgern::V,enfadarse,腹を立てる
992,sich fürchten::V,tener miedo,怖がる
993,fürchten::V,temer,恐れる
994,fürchten::V,tener miedo a,恐れる
995,fliehen::V,huir,逃げる
996,flüchten::V,escaparse,逃亡する
997,sehen::V,ver,見る
998,anschauen::V,mirar,眺める
999,ansehen::V,mirar,見る
1000,hören::V,oír,聞く
1001,zuhören::V,escuchar,聴く
1002,probieren::V,probar,食べてみる
1003,probieren::V,degustar,食べてみる
1004,riechen::V,oler,気取る
1005,fühlen::V,sentir,感じる
1006,scheinen::V,parecer,ように見える
1007,zu sehen sein::V,poder verse,見える
1008,vernehmen::V,oír,承る
1009,vernehmen::V,percibir,承る
1010,frieren::V,tener frío,寒気がする
1011,tun::V,hacer,する
1012,können::V,poder,出来る
1013,wollen::V,querer,-たい
1014,anfangen::V,iniciar,始める
1015,beenden::V,acabar,終える
1016,beenden::V,terminar,終える
1017,aufhören::V,cesar,止める
1018,gelingen::V,salir bien,成功する
1019,geraten::V,salir,当たる
1020,geraten::V,dar resultado,当たる
1021,öffnen::V,abrir,開く
1022,öffnen::V,abrir,開ける
1023,schließen::V,cerrar,閉める
1024,stellen::V,poner,置く
1025,stellen::V,poner,据える
1026,stellen::V,colocar,置く
1027,stellen::V,colocar,据える
1028,setzen::V,poner,座らせる
1029,setzen::V,colocar,座らせる
1030,legen::V,poner,置く
1031,berühren::V,tocar,触る
1032,berühren::V,tocar,触れる
1033,verbinden::V,unir,結びつける
1034,verbinden::V,juntar,結びつける
1035,bedecken::V,tapar,覆う
1036,bedecken::V,cubrir,覆う
1037,aufhängen::V,colgar,掛ける
1038,anzünden::V,encender,燃やす
1039,anzünden::V,encender,火をつける
1040,aufheben::V,recoger,拾う
1041,zurücklassen::V,dejar,残す
1042,verlieren::V,perder,無くす
1043,fallen lassen::V,dejar caer,落とす
1044,machen::V,hacer,作る
1045,herstellen::V,fabricar,製造する
1046,bauen::V,construir,建設する
1047,reparieren::V,reparar,直す
1048,reparieren::V,reparar,修理する
1049,verbessern::V,mejorar,改良する
1050,ändern::V,mudar,変える
1051,ändern::V,modificar,変える
1052,graben::V,cavar,掘る
1053,beugen::V,doblar,折る
1054,beugen::V,inclinar,折る
1055,biegen::V,doblar,曲げる
1056,drehen::V,volver,回す
1057,drehen::V,hacer girar,回す
1058,wenden::V,volver,裏返す
1059,umdrehen::V,revolver,裏返す
1060,heben::V,levantar,挙げる
1061,hochheben::V,alzar,持ち上げる
1062,ergreifen::V,coger,取り上げる
1063,halten::V,tener,持つ
1064,drücken::V,apretar,押す
1065,schieben::V,empujar,ずらす
1066,kratzen::V,rascar,引っ掻く
1067,lecken::V,lamer,なめる
1068,beißen::V,morder,噛む
1069,abreißen::V,arrancar,剝ぎ取る
1070,abschneiden::V,cortar,切り取る
1071,binden::V,atar,縛る
1072,stecken::V,meter,差し込む
1073,brechen::V,romper,破る
1074,brechen::V,quebrar,破る
1075,klopfen::V,golpear,とんとん叩く
1076,hauen::V,pegar,叩く
1077,kleben::V,pegar,貼る
1078,kleben::V,pegar,くっ付ける
1079,kleben::V,encolar,貼る
1080,kleben::V,encolar,くっ付ける
1081,reiben::V,frotar,擦る
1082,streichen::V,untar,塗る
1083,streichen::V,recubrir,塗る
1084,schleifen::V,afilar,研ぐ
1085,schneiden::V,cortar,切る
1086,rütteln::V,agitar,揺さぶる
1087,schütteln::V,agitar,振る
1088,schütteln::V,agitar,揺さぶる
1089,schütteln::V,sacudir,振る
1090,schütteln::V,sacudir,揺さぶる
1091,schwenken::V,menear,振る
1092,schütten::V,verter,注ぐ
1093,füllen::V,llenar,いっぱいにする
1094,einwickeln::V,envolver,包む
1095,tragen::V,llevar,運ぶ
1096,schleppen::V,arrastrar,引きずる
1097,ziehen::V,tirar,引く
1098,aufbewahren::V,conservar,預かる
1099,werfen::V,echar,投げる
1100,werfen::V,lanzar,投げる
1101,fangen::V,coger,受ける
1102,packen::V,agarrar,掴む
1103,verstecken::V,esconder,隠す
1104,teilen::V,partir,分ける
1105,teilen::V,dividir,分ける
1106,schicken::V,enviar,送る
1107,bringen::V,traer,持って行く
1108,hinzufügen::V,añadir,加える
1109,bekommen::V,obtener,得る
1110,bekommen::V,conseguir,得る
1111,erhalten::V,recibir,受ける
1112,nehmen::V,tomar,取る
1113,wählen::V,elegir,選ぶ
1114,auswählen::V,escoger,選ぶ
1115,auswählen::V,seleccionar,選ぶ
1116,bewahren::V,guardar,保存する
1117,bewahren::V,preservar,保存する
1118,behindern::V,estorbar,妨害する
1119,behindern::V,obstaculizar,妨害する
1120,verderben::V,estropear,台無しにする
1121,beschädigen::V,deteriorar,損傷する
1122,zerbrechen::V,romper,割る
1123,zerbrechen::V,quebrar,割る
1124,zerreißen::V,desgarrar,引き裂く
1125,zerreißen::V,despedazar,引き裂く
1126,zerstören::V,destruir,破壊する
1127,zerstören::V,destrozar,破壊する
1128,verbrennen::V,quemar,焼く
1129,geben::V,dar,上げる
1130,reichen::V,pasar,渡す
1131,schenken::V,regalar,贈る
1132,versprechen::V,prometer,約束する
1133,wünschen::V,desear,望む
1134,loben::V,alabar,褒める
1135,küssen::V,besar,キスする
1136,wiegen::V,mecer,揺する
1137,zudecken::V,tapar,覆う
1138,zudecken::V,cubrir,覆う
1139,wecken::V,despertar,起こす
1140,zeigen::V,mostrar,見せる
1141,führen::V,guiar,案内する
1142,führen::V,conducir,案内する
1143,lehren::V,enseñar,教える
1144,lehren::V,instruir,教える
1145,unterrichten::V,enseñar,通知する
1146,aufziehen::V,criar,育てる
1147,leiten::V,guiar,導く
1148,leiten::V,dirigir,導く
1149,antreiben::V,impeler,励ます
1150,antreiben::V,impulsar,励ます
1151,lassen::V,hacer,～させる
1152,einladen::V,invitar,誘う
1153,einladen::V,invitar,招待する
1154,vereinigen::V,unir,一つにする
1155,besuchen::V,visitar,訪ねる
1156,besuchen::V,ir a ver,訪ねる
1157,treffen::V,encontrar,出会う
1158,sich versammeln::V,reunirse,集まる
1159,sich versammeln::V,congregarse,集まる
1160,spielen::V,jugar,遊ぶ
1161,singen::V,cantar,歌う
1162,tanzen::V,bailar,踊る
1163,sich trennen::V,separarse,別れる
1164,verlassen::V,dejar,別れる
1165,verlassen::V,abandonar,別れる
1166,retten::V,salvar,救う
1167,retten::V,salvar,助ける
1168,bewachen::V,vigilar,見張る
1169,bewachen::V,vigilar,軽微する
1170,schützen::V,proteger,保護する
1171,verteidigen::V,defender,守る
1172,sich schlagen::V,batirse,殴る
1173,schießen::V,tirar,撃つ
1174,schießen::V,disparar,撃つ
1175,siegen::V,vencer,勝つ
1176,ärgern::V,enojar,怒らせる
1177,ärgern::V,enfadar,怒らせる
1178,schlagen::V,pegar,殴る
1179,schlagen::V,golpear,殴る
1180,treten::V,dar una patada a,蹴る
1181,stechen::V,pinchar,突く
1182,stoßen::V,empujar,突く
1183,stehlen::V,robar,盗る
1184,stehlen::V,hurtar,盗る
1185,stören::V,molestar,構う
1186,belästigen::V,molestar,邪魔する
1187,belästigen::V,importunar,邪魔する
1188,verbergen::V,ocultar,隠す
1189,verbergen::V,esconder,隠す
1190,täuschen::V,engañar,だます
1191,betrügen::V,engañar,だます
1192,töten::V,matar,殺す
1193,wohnen::V,vivir,住む
1194,wohnen::V,habitar,住む
1195,arbeiten::V,trabajar,働く
1196,sammeln::V,recoger,集める
1197,sammeln::V,recoger,収集する
1198,sammeln::V,coleccionar,集める
1199,sammeln::V,coleccionar,収集する
1200,pflücken::V,coger,摘む
1201,jagen::V,cazar,狩りをする
1202,fischen::V,pescar,釣る
1203,fassen::V,atrapar,捕る
1204,fassen::V,capturar,捕る
1205,hüten::V,guardar,放牧する
1206,treiben::V,aballar,追う
1207,anbinden::V,atar,繋ぐ
1208,füttern::V,echar de comer,餌をやる
1209,melken::V,ordeñar,搾乳する
1210,hacken::V,picar,刻む
1211,hacken::V,cortar,刻む
1212,gießen::V,regar,水をやる
1213,reifen::V,madurar,熟す
1214,zubereiten::V,preparar,調理する
1215,kochen::V,cocer,煮る
1216,kochen::V,guisar,煮る
1217,backen::V,hornear,焼く
1218,backen::V,cocer al horno,焼く
1219,braten::V,asar,焼く
1220,braten::V,asar,炒める
1221,braten::V,freír,焼く
1222,braten::V,freír,炒める
1223,umrühren::V,remover,混ぜる
1224,stricken::V,hacer punto,編む
1225,stricken::V,hacer calceta,編む
1226,nähen::V,coser,縫う
1227,färben::V,teñir,染める
1228,färben::V,colorear,染める
1229,reinigen::V,limpiar,掃除する
1230,waschen::V,lavar,洗う
1231,waschen::V,lavar,洗濯する
1232,abwischen::V,fregar,拭く
1233,abwischen::V,limpiar,拭く
1234,spülen::V,aclarar,洗う
1235,spülen::V,aclarar,すすぐ
1236,spülen::V,enjuagar,洗う
1237,spülen::V,enjuagar,すすぐ
1238,fegen::V,barrer,掃除する
1239,fegen::V,pasar la escoba,掃除する
1240,kehren::V,barrer,掃く
1241,baden::V,bañarse,入浴する
1242,sich waschen::V,lavarse,洗う
1243,ausziehen::V,quitar,脱ぐ
1244,ausziehen::V,quitarse,脱ぐ
1245,anziehen::V,ponerse,着る
1246,sich anziehen::V,vestirse,着る
1247,kämmen::V,peinar,梳く
1248,schmücken::V,adornar,飾る
1249,sagen::V,decir,言う
1250,sprechen::V,hablar,話す
1251,reden::V,hablar,話す
1252,reden::V,conversar,話す
1253,sich unterhalten::V,charlar,話をする
1254,sich unterhalten::V,conversar,話をする
1255,fragen::V,preguntar,聞く
1256,bitten::V,rogar,頼む
1257,bitten::V,rogar,お願いする
1258,erzählen::V,contar,物語る
1259,mitteilen::V,comunicar,伝える
1260,mitteilen::V,participar,伝える
1261,nennen::V,llamar,名づける
1262,nennen::V,nombrar,名づける
1263,rufen::V,llamar,呼ぶ
1264,prahlen::V,jactarse,自慢する
1265,übersetzen::V,traducir,訳す
1266,denken::V,pensar,考える
1267,glauben::V,creer,信じる
1268,bemerken::V,notar,気が付く
1269,erkennen::V,reconocer,認識する
1270,begreifen::V,concebir,分かる
1271,verstehen::V,entender,聞き取る
1272,verstehen::V,comprender,聞き取る
1273,lernen::V,aprender,学ぶ
1274,lernen::V,aprender,勉強する
1275,wissen::V,saber,知っている
1276,sich erinnern an::V,recordar,思い出す
1277,sich erinnern an::V,acordarse de,思い出す
1278,vergessen::V,olvidar,忘れる
1279,messen::V,medir,計る
1280,messen::V,medir,測定する
1281,zählen::V,contar,数える
1282,rechnen::V,contar,計算する
1283,rechnen::V,calcular,計算する
1284,lesen::V,leer,読む
1285,malen::V,pintar,描く
1286,zeichnen::V,dibujar,写生する
1287,schreiben::V,escribir,書く
1288,besitzen::V,poseer,所持する
1289,kaufen::V,comprar,買う
1290,verkaufen::V,vender,売る
1291,bezahlen::V,pagar,払う
1292,zahlen::V,pagar,支払う
1293,beherrschen::V,dominar,支配する
1294,ertragen::V,soportar,耐える
