,Concept_ID,sq,fr
203,Kranich::N,kurrillë,grue
204,Krähe::N,sorrë,corneille
205,Kuckuck::N,qyqe,coucou
206,Schwan::N,mjellmë,cygne
207,Fisch::N,peshk,poisson
208,Barsch::N,purtekë,perche
209,Hecht::N,mlysh,brochet
210,Schlange[Tier]::N,gjarpër,serpent
211,Wurm::N,krimb,ver
212,Spinne::N,marimangë,araignée
213,Ameise::N,thnegël,fourmi
214,Ameise::N,milingonë,fourmi
215,Laus::N,morr,pou
216,Mücke::N,kunup,moucheron
217,Mücke::N,mushkonjë,moucheron
218,Fliege::N,mizë,mouche
219,Schmetterling::N,flutur,papillon
220,Beere::N,frutë,baie
221,Beere::N,manaferrë,baie
222,Apfel::N,mollë,pomme
223,Pilz::N,kërpudhë,champignon
224,Zwiebel::N,qepë,oignon
225,Saat::N,farë,semence
226,Korn::N,grurë,grain
227,Korn::N,kokërr,grain
228,Heu::N,sanë,foin
229,Schale::N,lëkurë,pelure
230,Grube::N,gropë,fosse
231,Falle::N,kurth,piège
232,Falle::N,grackë,piège
233,Schlinge::N,nyjë,lacs
234,Spur::N,gjurmë,trace
235,Asche::N,hi,cendre
236,Dreck::N,baltë,crotte
237,Eisen::N,hekur,fer
238,Gold::N,ar,or
239,Gold::N,flori,or
240,Silber::N,argjend,argent
241,Kohle::N,qymyr,charbon
242,Glas::N,qelq,verre
243,Lehm::N,argjilë,glaise
244,Sand::N,rërë,sable
245,Mensch::N,njeri,homme
246,Mann::N,burrë,homme
247,Mann::N,mashkull,homme
248,Frau::N,grua,femme
249,Frau::N,femër,femme
250,Kind::N,kalama,enfant
251,Junge::N,djalë,garçon
252,Mädchen::N,gocë,fille
253,Mädchen::N,gocë,jeune fille
254,Mädchen::N,vajzë,fille
255,Mädchen::N,vajzë,jeune fille
256,Familie::N,familje,famille
257,Großvater::N,gjysh,grand-père
258,Großmutter::N,gjyshe,grand-mère
259,Eltern::N,prindër,parents
260,Vater::N,atë,père
261,Mutter::N,nënë,mère
262,Sohn::N,bir,fils
263,Tochter::N,bijë,fille
264,Bruder::N,vëlla,frère
265,Schwester::N,motër,sœur
266,Onkel::N,dajë,oncle
267,Onkel::N,xhaxha,oncle
268,Tante::N,teze,tante
269,Tante::N,hallë,tante
270,Ehemann::N,burrë,mari
271,Ehemann::N,burrë,époux
272,Ehemann::N,bashkëshort,mari
273,Ehemann::N,bashkëshort,époux
274,Ehefrau::N,grua,femme
275,Ehefrau::N,grua,épouse
276,Ehefrau::N,bashkëshorte,femme
277,Ehefrau::N,bashkëshorte,épouse
278,Freude::N,gaz,joie
279,Freude::N,gaz,plaisir
280,Freude::N,gëzim,joie
281,Freude::N,gëzim,plaisir
282,Gelächter::N,qeshje,rires
283,Glück::N,lumturi,bonheur
284,Kummer::N,brengë,peine
285,Kummer::N,brengë,chagrin
286,Kummer::N,pikëllim,peine
287,Kummer::N,pikëllim,chagrin
288,Wunsch::N,dëshirë,désir
289,Lust::N,epsh,envie
290,Lust::N,dashuri,envie
291,Geist::N,frymë,esprit
292,Geist::N,shpirt,esprit
293,Gedanke::N,ide,idée
294,Gedanke::N,ide,pensée
295,Gedanke::N,mendim,idée
296,Gedanke::N,mendim,pensée
297,Gedächtnis::N,kujtesë,mémoire
298,Verstand::N,mend,raison
299,Sinn::N,kuptim,sens
300,Grund::N,arsye,cause
301,Grund::N,arsye,raison
302,Wahrheit::N,vërtetë,vérité
303,Gespräch::N,bisedim,conversation
304,Märchen::N,përrallë,conte
305,Märchen::N,përrallë,conte de fées
306,Erzählung::N,tregim,conte
307,Erzählung::N,tregim,narration
308,Nachricht::N,lajm,message
309,Neuigkeit::N,risi,nouvelle
310,Name::N,emër,nom
311,Rätsel::N,gjëzë,énigme
312,Rätsel::N,gjëzë,devinette
313,Rätsel::N,gjëegjëzë,énigme
314,Rätsel::N,gjëegjëzë,devinette
315,Rede::N,fjalim,parole
316,Rede::N,fjalim,discours
317,Sprache::N,gjuhë,langue
318,Sprache::N,gjuhë,langage
319,Stimme::N,zë,voix
320,Wort::N,fjalë,mot
321,Zeichen::N,shenjë,signe
322,Ruf::N,thirrmë,cri
323,Ruf::N,thirrmë,appel
324,Lärm::N,zhurmë,bruit
325,Laut::N,tingull,son
326,Ton::N,ton,ton
327,Lied::N,këngë,chant
328,Lied::N,këngë,chanson
329,Ruhe::N,qetësi,calme
330,Ruhe::N,qetësi,tranquillité
331,Leute::N,botë,gens
332,Leute::N,njerëz,gens
333,Volk::N,popull,peuple
334,Arbeit::N,punë,travail
335,Gast::N,mik,hôte
336,Gast::N,mik,invité
337,Gast::N,mysafir,hôte
338,Gast::N,mysafir,invité
339,Geschenk::N,dhuratë,cadeau
340,Geschenk::N,dhuratë,présent
341,Geschenk::N,peshqesh,cadeau
342,Geschenk::N,peshqesh,présent
343,Spiel::N,lojë,jeu
344,Gesellschaft::N,shoqëri,compagnie
345,Hilfe::N,ndihmë,aide
346,Hilfe::N,ndihmë,secours
347,Freund::N,mik,ami
348,Kamerad::N,shok,copain
349,Kamerad::N,shok,camarade
350,Angelegenheit::N,punë,affaire
351,Anzahl::N,sasi,nombre
352,Art::N,lloj,sorte
353,Art::N,lloj,espèce
354,Stück::N,copë,morceau
355,Teil::N,pjesë,part
356,Teil::N,pjesë,partie
357,Hälfte::N,gjysmë,moitié
358,Kreis::N,qark,cercle
359,Kreis::N,rreth,cercle
360,Kreuz::N,kryq,croix
361,Linie::N,vijë,ligne
362,Strich::N,vizë,trait
363,Abstand::N,distancë,écart
364,Entfernung::N,largim,distance
365,Gegend::N,vise,région
366,Gegend::N,vise,contrée
367,Gegend::N,krahinë,région
368,Gegend::N,krahinë,contrée
369,Platz::N,shesh,place
370,Ort::N,vend,lieu
371,Ort::N,vend,endroit
372,Seite::N,anë,côté
373,Mitte::N,mes,milieu
374,Gegenstand::N,send,objet
375,Sache::N,gjë,chose
376,Sache::N,send,chose
377,Rand::N,qoshe,bord
378,Kante::N,teh,arête
379,Ecke::N,qoshe,coin
380,Ecke::N,qoshe,tournant
381,Spitze::N,majë,cime
382,Spitze::N,majë,pointe
383,Ende::N,skaj,bout
384,Ende::N,bisht,bout
385,Loch::N,vrimë,trou
386,Winkel::N,kënd,coin
387,Winkel::N,kënd,réduit
388,Muster::N,mostër,dessin
389,Größe::N,madhësi,grandeur
390,Länge::N,gjatësi,longueur
391,Höhe::N,lartësi,hauteur
392,Höhe::N,lartësi,altitude
393,Gewicht::N,peshë,poids
394,Menge::N,sasi,quantité
395,Haufen::N,grumbull,tas
396,Reihe::N,radhë,file
397,Reihe::N,radhë,rangée
398,Reihe::N,rresht,file
399,Reihe::N,rresht,rangée
400,Boot::N,barkë,canot
401,Boot::N,barkë,bateau
402,Boot::N,lundër,canot
403,Boot::N,lundër,bateau
404,Ruder::N,rrem,rame
405,Ruder::N,rrem,aviron
406,Schlitten::N,sajë,traîneau
407,Ski::N,ski,ski
408,Lagerfeuer::N,flakadan,feu de camp
409,Lagerfeuer::N,zjarr i madh,feu de camp
410,Last::N,barrë,charge
411,Last::N,barrë,fardeau
412,Gang::N,ecje,tour
413,Gang::N,ecje,marche
414,Schritt::N,hap,pas
415,Norden::N,veri,nord
416,Süden::N,jug,sud
417,Westen::N,perëndim,ouest
418,Westen::N,perëndim,occident
419,Osten::N,lindje,est
420,Osten::N,lindje,orient
421,Holz::N,dru,bois
422,Brett::N,dërrasë,planche
423,Platte::N,pllakë,plaque
424,Stütze::N,shtyllë,appui
425,Stütze::N,shtyllë,soutien
426,Stütze::N,mbështetesë,appui
427,Stütze::N,mbështetesë,soutien
428,Stange::N,shufër,barre
429,Stange::N,shufër,perche
430,Stock::N,dajak,canne
431,Stab::N,shkop,bâton
432,Rohr::N,tub,tube
433,Rohr::N,tub,tuyau
434,Haus::N,shtëpi,maison
435,Heim::N,konak,maison
436,Heim::N,shtëpi,maison
437,Ofen::N,sobë,poêle
438,Ofen::N,stufë,poêle
439,Fußboden::N,dysheme,plancher
440,Tisch::N,tryezë,table
441,Stuhl::N,karrige,chaise
442,Wiege::N,djep,berceau
443,Bett::N,shtrat,lit
444,Regal::N,raft,étagère
445,Kiste::N,kuti,caisse
446,Fenster::N,dritare,fenêtre
447,Tür::N,derë,porte
448,Tor::N,portë,porte
449,Tor::N,portë,portail
450,Zaun::N,gardh,clôture
451,Dach::N,çati,toit
452,Leiter::N,shkallë,échelle
453,Besen::N,fshesë,balai
454,Spaten::N,lopatë,bêche
455,Schaufel::N,qyrek,pelle
456,Gabel::N,pirun,fourchette
457,Löffel::N,lugë,cuiller
458,Messer::N,thikë,couteau
459,Nagel::N,gozhdë,clou
460,Netz::N,rrjetë,filet
461,Haken::N,grep,croc
462,Haken::N,grep,crochet
463,Haken::N,grremç,croc
464,Haken::N,grremç,crochet
465,Griff::N,dorak,prise
466,Griff::N,dorak,manche
467,Griff::N,dorezë,prise
468,Griff::N,dorezë,manche
469,Schloss::N,bravë,serrure
470,Bild::N,tablo,image
471,Bild::N,tablo,tableau
472,Bild::N,pikturë,image
473,Bild::N,pikturë,tableau
474,Figur::N,figurë,figure
475,Puppe::N,kukull,poupée
476,Beutel::N,qese,sac
477,Beutel::N,qese,petit sac
478,Beutel::N,trastë,sac
479,Beutel::N,trastë,petit sac
480,Bündel::N,deng,paquet
481,Bündel::N,deng,faisceau
482,Tasche::N,çantë,sac
483,Eimer::N,kovë,seau
484,Deckel::N,kapak,couvercle
485,Deckel::N,mbulesë,couvercle
486,Geschirr::N,enë,vaisselle
487,Sack::N,thes,sac
488,Sack::N,torbë,sac
489,Tasse::N,filxhan,tasse
490,Topf::N,kusi,pot
491,Topf::N,kusi,marmite
492,Topf::N,tenxhere,pot
493,Topf::N,tenxhere,marmite
494,Kessel::N,kazan,chaudron
495,Essen::N,ngrënie,repas
496,Essen::N,ngrënie,manger
497,Nahrung::N,ushqim,nourriture
498,Speise::N,gatesë,plat
499,Fleisch::N,mish,viande
500,Getreide::N,drithë,blé
501,Getreide::N,drithë,céréales
502,Brei::N,qull,purée
503,Brei::N,qull,bouillie
504,Brot::N,bukë,pain
505,Scheibe::N,fetë,tranche
506,Fett::N,lyrë,graisse
507,Fett::N,yndyrë,graisse
508,Butter::N,gjalpë,beurre
509,Öl::N,vaj,huile
510,Salz::N,kripë,sel
511,Suppe::N,supë,soupe
512,Suppe::N,supë,potage
513,Suppe::N,çorbë,soupe
514,Suppe::N,çorbë,potage
515,Honig::N,mjaltë,miel
516,Milch::N,qumësht,lait
517,Tee::N,çaj,thé
518,Leder::N,lëkurë,cuir
519,Wolle::N,lesh,laine
520,Stoff::N,pëlhurë,tissu
521,Stoff::N,pëlhurë,étoffe
522,Nadel::N,gjilpërë,aiguille
523,Faden::N,pe,fil
524,Faden::N,fije,fil
525,Knopf::N,kopsë,bouton
526,Knoten::N,komb,nœud
527,Farbe::N,bojë,peinture
528,Kleidung::N,veshje,vêtements
529,Kleidung::N,veshje,habillement
530,Hemd::N,këmishë,chemise
531,Kragen::N,jakë,col
532,Ärmel::N,mëngë,manche
533,Hose::N,brekë,pantalon
534,Gürtel::N,rrip,ceinture
535,Mütze::N,kësulë,bonnet
536,Mütze::N,kësulë,casquette
537,Schuh::N,këpucë,soulier
538,Schuh::N,këpucë,chaussure
539,Stiefel::N,çizme,botte
540,Ring::N,unazë,bague
541,Band::N,shirit,ruban
542,Kamm::N,krehër,peigne
543,Spiegel::N,pasqyrë,glace
544,Spiegel::N,pasqyrë,miroir
545,Riemen::N,rrip,lanière
546,Riemen::N,rrip,courroie
547,Schnur::N,litar,corde
548,Schnur::N,litar,ficelle
549,Schnur::N,cikomë,corde
550,Schnur::N,cikomë,ficelle
551,Leine::N,rrip,laisse
552,Decke::N,batanije,couverture
553,Kissen::N,jastëk,oreiller
554,Tuch::N,shami,drap
555,Tuch::N,shami,fichu
556,Handtuch::N,peshqir,serviette
557,Handtuch::N,peshqir,essuie-mains
558,Kraft::N,forcë,force
559,Stärke::N,koll,vigueur
560,Gesundheit::N,shëndet,santé
561,Krankheit::N,sëmundje,maladie
562,Schmerz::N,dhimbje,douleur
563,Wunde::N,plagë,plaie
564,Wunde::N,plagë,blessure
565,Fieber::N,ethe,fièvre
566,Arznei::N,ilaç,remède
567,Arznei::N,ilaç,médecine
568,Brücke::N,urë,pont
569,Brunnen::N,pus,puits
570,Weide::N,kullotë,pâturage
571,Pfad::N,ravë,sentier
572,Pfad::N,shteg,sentier
573,Weg::N,udhë,voie
574,Weg::N,udhë,chemin
575,Weg::N,shteg,voie
576,Weg::N,shteg,chemin
577,Straße::N,rrugë,route
578,Dorf::N,fshat,village
579,Dorf::N,katund,village
580,Stadt::N,qytet,cité
581,Stadt::N,qytet,ville
582,Brief::N,letër,lettre
583,Buch::N,libër,livre
584,Buchstabe::N,shkronjë,lettre
585,Buchstabe::N,shkronjë,caractère
586,Zeitung::N,gazetë,journal
587,Leben::N,jetë,vie
588,Tod::N,mortje,mort
589,Grab::N,varr,tombe
590,Kirche::N,kishë,église
591,Sünde::N,mëkat,péché
592,Sünde::N,gjynah,péché
593,Gott::N,hy,dieu
594,Gott::N,zot,dieu
595,Arbeiter::N,punëtor,ouvrier
596,Arbeiter::N,punëtor,travailleur
597,Chef::N,shef,chef
598,Chef::N,shef,patron
599,Chef::N,drejtues,chef
600,Chef::N,drejtues,patron
601,Meister::N,mjeshtër,maître
602,Arzt::N,mjek,médecin
603,Arzt::N,doktor,médecin
604,Lehrer::N,mësues,professeur
605,Lehrer::N,mësues,instituteur
606,Lehrer::N,arsimtar,professeur
607,Lehrer::N,arsimtar,instituteur
608,Geld::N,para,argent
609,Geld::N,holla,argent
610,Geschäft::N,ujdi,affaire
611,Geschäft::N,ujdi,commerce
612,Geschäft::N,biznes,affaire
613,Geschäft::N,biznes,commerce
614,Laden::N,dyqan,magasin
615,Laden::N,dyqan,boutique
616,Preis::N,çmim,prix
617,Ware::N,mall,marchandise
618,Nutzen::N,dobi,profit
619,Nutzen::N,leverdi,profit
620,Reichtum::N,kamje,richesse
621,Reichtum::N,pasuri,richesse
622,Welt::N,botë,monde
623,Land::N,vend,pays
624,Staat::N,shtet,État
625,König::N,mbret,roi
626,Macht::N,fuqi,pouvoir
627,Macht::N,fuqi,puissance
628,Macht::N,pushtet,pouvoir
629,Macht::N,pushtet,puissance
630,Grenze::N,kufi,frontière
631,Krieg::N,luftë,guerre
632,Feind::N,armik,ennemi
633,Gewalt::N,dhunë,violence
634,Kampf::N,luftim,lutte
635,Kampf::N,luftim,combat
636,Bogen[Waffe]::N,hark,arc
637,Pfeil::N,shigjetë,flèche
638,Gewehr::N,pushkë,fusil
639,Fehler::N,gafë,faute
640,Fehler::N,gafë,erreur
641,Fehler::N,gabim,faute
642,Fehler::N,gabim,erreur
643,Lüge::N,gënjeshtër,mensonge
644,Schaden::N,dëm,dégât
645,Schaden::N,dëm,dommage
646,Schaden::N,zarar,dégât
647,Schaden::N,zarar,dommage
648,Unglück::N,fatkeqësi,malheur
649,Schuld::N,faj,faute
650,Schuld::N,faj,culpabilité
651,Alter::N,moshë,âge
652,Schluss::N,fund,fin
653,Zeit::N,kohë,temps
654,Tag::N,ditë,jour
655,Tag::N,ditë,journée
656,Morgen::N,mëngjes,matin
657,Morgen::N,mëngjes,matinée
658,Mittag::N,mesditë,midi
659,Abend::N,mbrëmje,soir
660,Abend::N,mbrëmje,soirée
661,Nacht::N,natë,nuit
662,Woche::N,javë,semaine
663,Monat::N,muaj,mois
664,Jahr::N,vit,an
665,Jahr::N,vit,année
666,Frühling::N,pranverë,printemps
667,Sommer::N,verë,été
668,Herbst::N,vjeshtë,automne
669,Winter::N,dimër,hiver
670,Januar::N,janar,janvier
671,Februar::N,shkurt,février
672,März::N,mars,mars
673,April::N,prill,avril
674,Mai::N,maj,mai
675,Juni::N,qershor,juin
676,Juli::N,korrik,juillet
677,August::N,gusht,août
678,September::N,shtator,septembre
679,Oktober::N,tetor,octobre
680,November::N,nëntor,novembre
681,Dezember::N,dhjetor,décembre
682,Montag::N,hënë,lundi
683,Dienstag::N,martë,mardi
684,Mittwoch::N,mërkurë,mercredi
685,Donnerstag::N,enjte,jeudi
686,Freitag::N,premte,vendredi
687,Samstag::N,shtunë,samedi
688,Sonntag::N,diel,dimanche
689,groß::A,madh,grand
690,klein::A,vogël,petit
691,lang::A,gjatë,long
692,kurz::A,shkurtër,court
693,breit::A,gjerë,large
694,schmal::A,ngushtë,étroit
695,dicht::A,dendur,dense
696,dick[Gegenstand]::A,trashë,épais
697,dünn::A,hollë,mince
698,fein::A,imët,fin
699,fein::A,imët,menu
700,fest::A,fortë,ferme
701,fest::A,fortë,solide
702,flach::A,sheshtë,plat
703,glatt::A,rrafshët,poli
704,glatt::A,rrafshët,lisse
705,hart::A,fortë,dur
706,weich::A,butë,mou
707,rund::A,rrumbullakët,rond
708,spitz::A,majëmprehtë,aigu
709,spitz::A,majëmprehtë,pointu
710,scharf::A,mprehtë,tranchant
711,stumpf::A,topitur,mousse
712,stumpf::A,topitur,émoussé
713,schwer::A,rëndë,lourd
714,schwer::A,rëndë,pesant
715,schön::A,bukur,beau
716,heiß::A,nxehtë,chaud
717,heiß::A,nxehtë,très chaud
718,warm::A,ngrohtë,chaud
719,kalt::A,ftohtë,froid
720,kühl::A,freskët,frais
721,frisch::A,pastër,frais
722,feucht::A,lagësht,humide
723,nass::A,lagur,mouillé
724,trocken::A,thatë,sec
725,voll::A,plotë,plein
726,voll::A,plotë,rempli
727,leer::A,bosh,vide
728,leer::A,zbrazët,vide
729,offen::A,hapur,ouvert
730,geschlossen::A,mbyllur,clos
731,geschlossen::A,mbyllur,fermé
732,sauber::A,dëlirë,net
733,sauber::A,dëlirë,propre
734,schmutzig::A,ndyrë,sale
735,schmutzig::A,ndyrë,crasseux
736,roh::A,gjallë,cru
737,roh::A,gjallë,brut
738,reif::A,arrirë,mûr
739,lecker::A,shijshëm,délicieux
740,lecker::A,shijshëm,appétissant
741,süß::A,ëmbël,doux
742,bitter::A,hidhur,amer
743,sauer::A,thartë,aigre
744,hell::A,me dritë,clair
745,dunkel::A,errët,sombre
746,schwarz::A,i zi,noir
747,weiß::A,bardhë,blanc
748,rot::A,kuq,rouge
749,gelb::A,verdhë,jaune
750,blau::A,blu,bleu
751,blau::A,kaltër,bleu
752,grün::A,blertë,vert
753,grün::A,gjelbër,vert
754,grau::A,hirtë,gris
755,grau::A,bojë hiri,gris
756,bunt::A,shumëngjyrëshëm,multicolore
757,billig::A,lirë,bon marché
758,teuer::A,shtrenjtë,cher
759,wertvoll::A,çmuar,précieux
760,wertvoll::A,vlershëm,précieux
761,blind::A,qorr,aveugle
762,blind::A,verbër,aveugle
763,taub::A,shurdhër,sourd
764,kräftig::A,fuqishëm,fort
765,kräftig::A,fuqishëm,vigoureux
766,stark::A,fortë,fort
767,stark::A,fortë,puissant
768,schwach::A,dobët,faible
769,fett::A,dhjamur,gras
770,schlank::A,hollë,svelte
771,hübsch::A,bukur,joli
772,hübsch::A,hijshëm,joli
773,böse::A,keq,mauvais
774,dumm::A,teveqel,sot
775,dumm::A,teveqel,bête
776,faul::A,dembel,fainéant
777,faul::A,dembel,paresseux
778,fleißig::A,zellshëm,appliqué
779,geizig::A,kurnac,avare
780,geizig::A,dorështrënguar,avare
781,klug::A,mençur,intelligent
782,geschickt::A,aftë,habile
783,lieb::A,dashur,cher
784,lieb::A,dashur,gentil
785,lustig::A,gëzuar,gai
786,lustig::A,gëzuar,joyeux
787,sanft::A,butë,doux
788,hungrig::A,uritur,affamé
789,krank::A,sëmurë,malade
790,nackt::A,lakuriq,nu
791,nackt::A,zhveshur,nu
792,traurig::A,trishtuar,triste
793,lebendig::A,gjallë,vivant
794,gut::A,mirë,bon
795,schlecht::A,keq,mauvais
796,richtig::A,drejtë,juste
797,richtig::A,drejtë,correct
798,schlimm::A,keq,grave
799,schlimm::A,keq,mauvais
800,wahr::A,vërtetë,vrai
801,wahr::A,vërtetë,véritable
802,alt::A,vjetër,vieux
803,neu::A,i ri,neuf
804,neu::A,i ri,nouveau
805,ehemalig::A,dikurshëm,ancien
806,alt[Lebewesen]::A,plak,âgé
807,alt[Lebewesen]::A,plak,vieux
808,jung::A,i ri,jeune
809,arm::A,varfër,pauvre
810,arm::A,vobektë,pauvre
811,reich::A,pasur,riche
812,bekannt::A,njohur,connu
813,berühmt::A,famshëm,fameux
814,berühmt::A,famshëm,célèbre
815,fremd::A,huaj,étranger
816,verschieden::A,ndryshëm,différent
817,nah::A,afërt,lié
818,nah::A,afërt,proche
819,fern::A,largët,éloigné
820,fern::A,largët,lointain
821,linker::A,majtë,gauche
822,rechter::A,djathtë,droit
823,anderer::A,tjetër,autre
824,erster::A,parë,premier
825,zweiter::A,dytë,second
826,zweiter::A,dytë,deuxième
827,dritter::A,i tretë,troisième
828,letzter::A,fundit,dernier
829,allein::ADV,vetëm,seul
830,auf einmal::ADV,njëkohësisht,à la fois
831,zusammen::ADV,bashkë,ensemble
