,Concept_ID,ta,en
723,reißen::V,திடீரென அறு,snap
724,versinken::V,மூழ்கு,sink
725,vergehen::V,கடந்துசெல்,pass
726,erscheinen::V,தோன்றச்,appear
727,verschwinden::V,மறைந்து போ,disappear
728,sinken::V,பதைவுறு,drop
729,abnehmen::V,குறை,decrease
730,zunehmen::V,உயர்த்து,increase
731,steigen::V,உயர எழு,rise
732,wachsen::V,வளர்,grow
733,glänzen::V,மிளிர்,shine
734,funkeln::V,பிரகாசி,sparkle
735,lärmen::V,கொம்பு,be noisy
736,läuten::V,மணியொலியிசை,chime
737,klingeln::V,மணி அடி,ring
738,klirren::V,கிலுங்கு,tinkle
739,brausen::V,இரைதல்,roar
740,rauschen::V,சலசலப்பு,rustle
741,klingen::V,சிலம்புதல்,sound
742,bellen::V,குரை,bark
743,heulen::V,ஊளையிடு,howl
744,blasen::V,ஊது,blow
745,pfeifen::V,சீழ்க்கை எழப்பு,whistle
746,schreien::V,கூச்சலிடு,shout
747,stöhnen::V,வேதனை,groan
748,zittern::V,நடுங்கு,tremble
749,leben::V,உயிருடனிரு,be alive
750,geboren werden::V,பிற,be born
751,atmen::V,சுவாசி,breathe
752,trinken::V,குடி,drink
753,essen::V,சாப்பிடு,eat
754,schlucken::V,முழுங்கு,swallow
755,müde werden::V,கையயர்தல்,get tired
756,einschlafen::V,தூங்க,fall asleep
757,schlafen::V,தூங்கு,sleep
758,aufwachen::V,எழுப்பு,wake up
759,aufstehen::V,எழுந்திரு,get up
760,sich erholen::V,இளைப்பாறு,relax
761,krank werden::V,விழுதல்,fall ill
762,krank sein::V,நருக்கலாயிருக்க,be ill
763,schmerzen::V,நோவுறு,ache
764,husten::V,இருமு,cough
765,genesen::V,குணம் அடை,recover
766,sterben::V,மரணமடை,die
767,umkommen::V,நசி,perish
768,sich bewegen::V,நகர்த்து,move
769,sich rühren::V,அசை,budge
770,sich erheben::V,எழுந்து நில்,stand up
771,sich setzen::V,உட்கார்,sit down
772,hinfallen::V,விழு,tumble
773,laufen::V,நட,walk
774,schreiten::V,கவடுவைத்தல்,pace
775,spazierengehen::V,உலவு,go for a walk
776,eilen::V,விரைந்து,rush
777,sich beeilen::V,அவசரப்படுத்து,hurry
778,sausen::V,விரைந்து செல்,dash
779,rennen::V,ஓடு,run
780,springen::V,குதி,jump
781,klettern::V,ஏறு,climb
782,schaukeln::V,தள்ளாடு,seesaw
783,kriechen::V,மெதுவாக நடந்து செல்,creep
784,schwimmen::V,நீந்து,swim
785,tauchen::V,மூழ்கி நீச்சலடி,dive
786,rudern::V,துடுப்புப் போடு,row
787,fahren::V,ஓட்டு,drive
788,fliegen::V,பற,fly
789,gehen::V,போ,go
790,weggehen::V,விலகிச் செல்,go away
791,abfahren::V,புறப்பட்டுச் செல்,depart
792,anhalten::V,நின்றுவிடு,stop
793,hineingehen::V,மறையச் செய்,go in
794,eintreten::V,நுழை,enter
795,kommen::V,வா,come
796,ankommen::V,வநது சேர்,arrive
797,zurückkommen::V,திரும்பி வா,come back
798,bleiben::V,இரு,stay
799,warten::V,தாமதி,wait
800,erwarten::V,எதிர்நோக்கு,wait for
801,suchen::V,தேடு,seek
802,suchen::V,தேடு,look for
803,finden::V,கண்டுபிடி,find
804,versuchen::V,முயற்சி செய்,try
805,vorbereiten::V,ஆயத்தம் செய்,prepare
806,lieben::V,அன்பு செலுத்து,love
807,mögen::V,விரும்பு,like
808,lachen::V,சிரி,laugh
809,rühren::V,இதயத்தைத் தொடு,move
810,weinen::V,அழு,weep
811,schimpfen::V,சாபமிடு,grumble
812,sich ärgern::V,கோப்பபடு,be annoyed
813,sich fürchten::V,பயப்படு,be afraid
814,fürchten::V,பயப்படுத்து,be afraid of
815,fliehen::V,ஓடு,flee
816,flüchten::V,தப்பிவிடு,escape
817,sehen::V,பார்,see
818,anschauen::V,கூர்ந்து கவனி,look at
819,ansehen::V,கவனி,watch
820,hören::V,கேள்,hear
821,zuhören::V,சுவைத்துப் பார்,listen
822,probieren::V,ருசி,taste
823,riechen::V,முகர்ந்து பார்,smell
824,fühlen::V,தொட்டுணர்,feel
825,scheinen::V,காணப்படு,seem
826,zu sehen sein::V,தோன்றுதல்,show
827,vernehmen::V,கேள்,hear
828,frieren::V,குதுகுதுகு,be cold
829,tun::V,செய்,do
830,können::V,இயல்வது,can
831,wollen::V,விரும்பு,want
832,anfangen::V,தொடங்கு,start
833,beenden::V,முடி,finish
834,aufhören::V,நிறுத்து,stop
835,gelingen::V,வெற்றி,succeed
836,geraten::V,ஏற்படுத்து,turn out
837,öffnen::V,திற,open
838,schließen::V,மூடு,close
839,stellen::V,வை,put
840,setzen::V,வை,place
841,legen::V,பரப்பி வை,lay
842,berühren::V,பதி,touch
843,verbinden::V,சேர்,connect
844,bedecken::V,உறைபோடு,cover
845,aufhängen::V,தொங்கவிடு,hang up
846,anzünden::V,எரியூட்டு,light
847,aufheben::V,பொறுக்கி எடு,pick up
848,zurücklassen::V,விட்டுச் செல்,leave
849,verlieren::V,இழ,lose
850,fallen lassen::V,அளவில் குறைவு,drop
851,machen::V,தயார்செய்,make
852,herstellen::V,உற்பத்தி செய்,produce
853,bauen::V,கட்டு,build
854,reparieren::V,பழுது பார்,mend
855,verbessern::V,மேம்படுத்து,improve
856,ändern::V,மாற்றி அமை,alter
857,graben::V,குழி வெட்டு,dig
858,beugen::V,வனை,bow
859,biegen::V,வனை,bend
860,drehen::V,சுழல்,spin
861,wenden::V,குடைகவிழு,turn
862,umdrehen::V,சுற்றும் முற்றும் பார்,turn around
863,heben::V,தூக்கு,raise
864,hochheben::V,தூக்கு,lift
865,ergreifen::V,பறி,seize
866,halten::V,பிடித்துக் கொள்,hold
867,drücken::V,அழுத்து,press
868,schieben::V,தள்ளு,push
869,kratzen::V,கீறு,scrape
870,lecken::V,நக்கு,lick
871,beißen::V,கடி,bite
872,abreißen::V,கிழி,tear off
873,abschneiden::V,வெட்டி எடு,cut off
874,binden::V,கட்டு,tie
875,stecken::V,பதிய வை,stick
876,brechen::V,உடை,break
877,klopfen::V,தட்டு,knock
878,hauen::V,அடி,hit
879,kleben::V,ஒட்டு,glue
880,reiben::V,தேய்,rub
881,streichen::V,பரவச்செய்,spread
882,schleifen::V,அரை,grind
883,schneiden::V,துண்டாக்கு,cut
884,rütteln::V,மெல்ல தள்ளு,jolt
885,schütteln::V,குலுக்கு,shake
886,schwenken::V,ஊஞ்சலாடு,swing
887,schütten::V,ஊற்று,pour
888,füllen::V,நிரப்பு,fill
889,einwickeln::V,சுற்று,wrap
890,tragen::V,எடுத்துச் செல்,carry
891,schleppen::V,இழுத்துச் செல்,drag
892,ziehen::V,இழு,pull
893,aufbewahren::V,வைத்துக் கொள்,keep
894,werfen::V,வீசி எறி,throw
895,fangen::V,பிடி,catch
896,packen::V,பிடித்துக்கொள்,grab
897,verstecken::V,மறை,hide
898,teilen::V,பாகங்களாகப் பிரி,divide
899,schicken::V,அனுப்பு,send
900,bringen::V,கொண்டு வா,bring
901,hinzufügen::V,சேர்,add
902,bekommen::V,பெறு,get
903,erhalten::V,பெறு,receive
904,nehmen::V,எடு,take
905,wählen::V,தேர்ந்தெடு,choose
906,auswählen::V,தேர்ல்தெடு,select
907,bewahren::V,கெடாது பேணு,preserve
908,behindern::V,தடங்கல் செய்,hinder
909,verderben::V,நாசமாக்கு,spoil
910,beschädigen::V,சேதப்படுத்து,damage
911,zerbrechen::V,உடை,break
912,zerreißen::V,கிழி,tear
913,zerstören::V,அழி,destroy
914,verbrennen::V,எரியூட்டு,burn
915,geben::V,கொடு,give
916,reichen::V,வழங்கு,hand
917,schenken::V,மொயத்தல்,give
918,versprechen::V,உறுதியளி,promise
919,wünschen::V,ஆசைப்படு,wish
920,loben::V,புகழ்ச்சி கூறு,praise
921,küssen::V,முத்தமிடு,kiss
922,wiegen::V,ஆட்டுத்தல்,rock
923,zudecken::V,உறைபோடு,cover
924,wecken::V,எழுப்பு,wake
925,zeigen::V,காட்டு,show
926,führen::V,வழிகாட்டி,guide
927,lehren::V,சொல்லிக் கொடு,teach
928,unterrichten::V,அறிவுரை கூறு,instruct
929,aufziehen::V,வளர்,bring up
930,leiten::V,அழைத்துச் செல்,lead
931,antreiben::V,தூண்டு,urge
932,lassen::V,விடு,let
933,einladen::V,அழை,invite
934,vereinigen::V,ஒன்றாகச் சேர்,unite
935,besuchen::V,வருகை புரி,visit
936,treffen::V,சந்தி,meet
937,sich versammeln::V,தொகுப்பு,assemble
938,spielen::V,விளையாடு,play
939,singen::V,பாடு,sing
940,tanzen::V,நடனமாடு,dance
941,sich trennen::V,தனிப்படடுத்து,separate
942,verlassen::V,கைவிடு,leave
943,retten::V,காப்பாற்று,rescue
944,bewachen::V,காவல் செய்,guard
945,schützen::V,பாதுகாப்பு செய்,protect
946,verteidigen::V,எதிர்த்து நில்,defend
947,sich schlagen::V,பூசலிடு,brawl
948,schießen::V,சுட்டுக் கொல்,shoot
949,siegen::V,வெற்றி பெறு,win
950,ärgern::V,எரிச்சலூட்டு,annoy
951,schlagen::V,அடி,beat
952,treten::V,உதை,kick
953,stechen::V,கொட்டு,sting
954,stoßen::V,நெருக்கு,shove
955,stehlen::V,திருடு,steal
956,stören::V,தொல்லைகொடு,disturb
957,belästigen::V,தொல்லை கொடு,bother
958,verbergen::V,மறை,conceal
959,täuschen::V,ஏமாற்று,deceive
960,betrügen::V,ஏமாற்று,cheat
961,töten::V,கொல்,kill
962,wohnen::V,தங்கியிரு,dwell
963,arbeiten::V,வேலை செய்,work
964,sammeln::V,ஒன்றுசேர்,gather
965,pflücken::V,கொய்து எடு,pick
966,jagen::V,வேட்டையாடு,hunt
967,fischen::V,மீன் பிடி,fish
968,fassen::V,பிடி,catch
969,hüten::V,காவல் செய்,herd
970,treiben::V,ஓட்டு,drive
971,anbinden::V,கட்டு,tie up
972,füttern::V,உணவளி,feed
973,melken::V,பால் கற,milk
974,hacken::V,வெட்டி எடு,chop
975,gießen::V,நீர்ப் பாய்ச்சு,water
976,reifen::V,பழு,ripen
977,zubereiten::V,சமையல் செய்,cook
978,kochen::V,வேகவை,boil
979,backen::V,வெப்பத்தில் வாட்டு,bake
980,braten::V,பொரியச் செய்,fry
981,umrühren::V,கலக்கு,stir
982,stricken::V,பின்னியிழை,knit
983,nähen::V,தையல் வேலை செய்,sew
984,färben::V,வண்ணம் பெறச் செய்,dye
985,reinigen::V,சுத்தம் செய்,clean
986,waschen::V,கழுவு,wash
987,abwischen::V,துடை,wipe
988,spülen::V,அலசு,rinse
989,fegen::V,பெறுக்கு,sweep
990,kehren::V,பெறுக்கு,sweep
991,baden::V,குளி,bath
992,sich waschen::V,கழுவு,wash
993,ausziehen::V,கழற்று,take off
994,anziehen::V,புனைதல்,put on
995,sich anziehen::V,உடுத்துதல்,get dressed
996,kämmen::V,தலை வாரிக் கொள்,comb
997,schmücken::V,அழகுபடுத்து,decorate
998,sagen::V,சொல்,say
999,sprechen::V,பேசு,speak
1000,reden::V,பெசு,talk
1001,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,chat
1002,fragen::V,கேள்,ask
1003,bitten::V,வேண்டு,request
1004,erzählen::V,சொல்,tell
1005,mitteilen::V,சொல்,convey
1006,nennen::V,பெயரிடுதல்,name
1007,rufen::V,கூச்சலிடு,call
1008,prahlen::V,தற்பெருமை பேசு,brag
1009,übersetzen::V,மொழிபெயர்ப்பு செய்,translate
1010,denken::V,யோசி,think
1011,glauben::V,நம்பு,believe
1012,bemerken::V,கவனி,notice
1013,erkennen::V,அடையாளம் கண்டுகொள்,recognize
1014,begreifen::V,பற்றிக்கொள்,grasp
1015,verstehen::V,புரிந்து கொள்,understand
1016,lernen::V,கற்றுக்கொள்,learn
1017,wissen::V,தெரிந்திரு,know
1018,sich erinnern an::V,நினைவு கூர்,remember
1019,vergessen::V,மற,forget
1020,messen::V,அளவிடு,measure
1021,zählen::V,எண்ணு,count
1022,rechnen::V,கணக்கிடு,calculate
1023,lesen::V,படி,read
1024,malen::V,வண்ணச்சித்திரம்,paint
1025,zeichnen::V,வரை,draw
1026,schreiben::V,எழுது,write
1027,besitzen::V,உடைமையாகக் கொண்டிரு,own
1028,kaufen::V,வாங்கு,buy
1029,verkaufen::V,விற்பனை செய்,sell
1030,bezahlen::V,இறுத்தல்,pay for
1031,zahlen::V,பணம் செலுத்து,pay
1032,beherrschen::V,ஆட்சிசெய்,rule
1033,ertragen::V,தாங்கு,endure
