,Concept_ID,br,hr
825,nur::ADV,hepken,samo
826,schon::ADV,dija,već
827,wieder::ADV,adarre,opet
828,wieder::ADV,adarre,ponovo
829,vor::PRP,dirak,pred
830,vor::PRP,dirak,ispred
831,hinter::PRP,a-drek,za
832,hinter::PRP,a-drek,iza
833,hinter::PRP,a-dreñv,za
834,hinter::PRP,a-dreñv,iza
835,unter::PRP,dindan,pod
836,unter::PRP,dindan,ispod
837,durch::PRP,dre,po
838,durch::PRP,dre,kroz
839,neben::PRP,e-kichen,kraj
840,neben::PRP,e-kichen,pored
841,neben::PRP,e-kichen,pokraj
842,zwischen::PRP,etre,među
843,zwischen::PRP,etre,između
844,wegen::PRP,abalamour da,radi
845,wegen::PRP,abalamour da,zbog
846,dies::PRN,hemañ,ovo
847,das::PRN,se,to
848,das::PRN,se,ono
849,das::PRN,hennezh,to
850,das::PRN,hennezh,ono
851,alles::PRN,pep tra,sve
852,ich::PRN,me,ja
853,du::PRN,te,ti
854,er::PRN,eñ,on
855,wir::PRN,ni,mi
856,ihr::PRN,c'hwi,vi
857,sie::PRN,int,oni
858,was::FPRN,petra,što
859,wer::FPRN,piv,tko
860,wo::FADV,pelec'h,gdje
861,wohin::FADV,da belec'h,kuda
862,wohin::FADV,da belec'h,kamo
863,wie::FADV,penaos,kako
864,warum::FADV,perak,zašto
865,wieviel::FNUM,pet,koliko
866,eins::NUM,unan,jedan
867,zwei::NUM,daou,dva
868,drei::NUM,tri,tri
869,vier::NUM,pevar,četiri
870,fünf::NUM,pemp,pet
871,sechs::NUM,c'hwec'h,šest
872,sieben::NUM,seizh,sedam
873,acht::NUM,eizh,osam
874,neun::NUM,nav,devet
875,zehn::NUM,dek,deset
876,elf::NUM,unnek,jedanaest
877,zwölf::NUM,daouzek,dvanaest
878,zwanzig::NUM,ugent,dvadeset
879,dreißig::NUM,tregont,trideset
880,vierzig::NUM,daou-ugent,četrdeset
881,fünfzig::NUM,hanter-kant,pedeset
882,sechzig::NUM,tri-ugent,šezdeset
883,siebzig::NUM,dek ha tri-ugent,sedamdeset
884,achtzig::NUM,pevar-ugent,osamdeset
885,neunzig::NUM,dek ha pevar-ugent,devetdeset
886,hundert::NUM,kant,sto
887,tausend::NUM,mil,tisuća
888,und::CNJ,ha,i
889,und::CNJ,ha,te
890,oder::CNJ,pe,ili
891,stehen::V,bezañ a-sav,stajati
892,sitzen::V,azezañ,sjediti
893,sitzen::V,bezañ en e goazez,sjediti
894,liegen::V,bezañ en e c'hourvez,ležati
895,hängen::V,krougañ,visiti
896,werden::V,dazonet,postati
897,werden::V,dazonet,činiti se
898,passieren::V,c'hoarvezout,desiti se
899,passieren::V,c'hoarvezout,dogoditi se
900,beginnen::V,stagañ,početi
901,enden::V,achuiñ,prestati
902,enden::V,achuiñ,svršiti se
903,wechseln::V,cheñch,mijenjati se
904,aufgehen[Sonne]::V,dirouzañ,izići
905,scheinen[Sonne]::V,lugernañ,sijati
906,donnern::V,taranal,grmjeti
907,wehen::V,c'hwezhañ,duhati
908,strömen::V,deredek,strujati
909,fließen::V,redek,teći
910,sich drehen::V,troiñ,obrtati se
911,sich drehen::V,troiñ,vrtjeti se
912,schwanken::V,trantellat,teturati
913,schwanken::V,trantellat,kolebati se
914,schwingen::V,froumal,njihati
915,schwingen::V,froumal,titrati
916,fallen::V,kouezhañ,padati
917,brennen::V,deviñ,gorjeti
918,rauchen::V,divogedañ,dimiti se
919,regnen::V,glavañ,kišiti
920,regnen::V,glavañ,daždjeti
921,gefrieren::V,reviñ,smrznuti se
922,tauen::V,diskornañ,kopnjeti
923,tauen::V,diskornañ,kraviti se
924,schmelzen::V,teuziñ,topiti se
925,trocknen::V,sec'hañ,sušiti se
926,sieden::V,berviñ,kipjeti
927,sieden::V,berviñ,ključati
928,faulen::V,breinañ,gnjiti
929,verfaulen::V,breinañ,sagnjiti
930,reißen::V,darnaouiñ,otrgnuti se
931,versinken::V,sodellañ,tonuti
932,versinken::V,sodellañ,propasti
933,vergehen::V,tremen,prolaziti
934,erscheinen::V,donet war-wel,pojaviti se
935,verschwinden::V,monet diwar wel,nestati
936,verschwinden::V,monet diwar wel,izgubiti se
937,sinken::V,en em izelat,trgnuti
938,sinken::V,en em izelat,spustiti se
939,abnehmen::V,nebeutaat,opasti
940,zunehmen::V,kreskiñ,povećati se
941,steigen::V,sevel,uzići
942,steigen::V,sevel,nadoći
943,wachsen::V,kreskiñ,rasti
944,glänzen::V,lugernañ,blistati
945,glänzen::V,lugernañ,sjati se
946,funkeln::V,elieniñ,svjetlucati
947,lärmen::V,rabotat,bučati
948,lärmen::V,rabotat,galamiti
949,klirren::V,diridignat,zvečati
950,klirren::V,sterlinkañ,zvečati
951,brausen::V,gwegal,hujati
952,rauschen::V,trouzal,šumiti
953,rauschen::V,trouzal,šuškati
954,klingen::V,seniñ,zvučati
955,bellen::V,harzhal,lajati
956,heulen::V,yudal,zavijati
957,blasen::V,c'hwezhañ,puhati
958,pfeifen::V,c'hwitellat,fućkati
959,schreien::V,huchal,vikati
960,schreien::V,huchal,kričati
961,stöhnen::V,hirvoudiñ,stenjati
962,zittern::V,krenañ,drhtati
963,zittern::V,krenañ,trepetati
964,leben::V,bevañ,živjeti
965,geboren werden::V,genel,roditi se
966,atmen::V,tennañ e anal,disati
967,trinken::V,evañ,piti
968,essen::V,debriñ,jesti
969,schlucken::V,lonkañ,gutati
970,müde werden::V,skuizhañ,umoriti se
971,einschlafen::V,menel kousket,usnuti
972,einschlafen::V,menel kousket,zaspati
973,schlafen::V,kousket,spati
974,aufwachen::V,dihuniñ,probuditi se
975,aufstehen::V,sevel,ustati
976,sich erholen::V,diskuizhañ,odmoriti se
977,krank werden::V,klañviñ,oboljeti se
978,krank werden::V,klañviñ,razboljeti se
979,krank sein::V,bezañ klañv,bolovati
980,schmerzen::V,skourjezañ,boljeti
981,husten::V,pasaat,kašljati
982,husten::V,peudal,kašljati
983,genesen::V,pareañ,ozdraviti
984,genesen::V,pareañ,oporaviti se
985,sterben::V,mervel,umrijeti
986,umkommen::V,perisañ,skapati
987,sich bewegen::V,bouljal,gibati se
988,sich bewegen::V,bouljal,kretati se
989,sich rühren::V,fiñval,maknuti se
990,sich erheben::V,sevel,dići se
991,sich setzen::V,azezañ,sjesti
992,sich setzen::V,mont en e goazez,sjesti
993,hinfallen::V,kouezhañ,pasti
994,laufen::V,redek,hodati
995,schreiten::V,kerzhet,stupati
996,spazierengehen::V,pourmen,šetati se
997,eilen::V,hastañ,hitati
998,sich beeilen::V,hastañ,požuriti se
999,sausen::V,karzhañ,juriti
1000,rennen::V,redek,trčati
1001,springen::V,lammat,skakati
1002,klettern::V,krimpat,popeti se
1003,klettern::V,krimpat,penjati se
1004,schaukeln::V,brañsellat,ljuljati se
1005,kriechen::V,skrampañ,puzati
1006,kriechen::V,skrampañ,gmizati
1007,schwimmen::V,neuial,plivati
1008,tauchen::V,splujañ,roniti
1009,tauchen::V,splujañ,gnjuriti
1010,rudern::V,roeñvat,veslati
1011,fahren::V,kas,voziti se
1012,fahren::V,bleniañ,voziti se
1013,fliegen::V,nijal,letjeti
1014,fliegen::V,nijal,lijetati
1015,gehen::V,mont,ići
1016,weggehen::V,mont kuit,otići
1017,abfahren::V,mont kuit,krenuti
1018,abfahren::V,mont kuit,otputovati
1019,anhalten::V,chom a-sav,stati
1020,anhalten::V,chom a-sav,zaustaviti
1021,hineingehen::V,monet e-barzh,ulaziti
1022,eintreten::V,monet e-barzh,ući
1023,kommen::V,dont,doći
1024,ankommen::V,erruout,stići
1025,zurückkommen::V,addonet,vratiti se
1026,zurückkommen::V,addonet,povratiti se
1027,bleiben::V,chom,ostati
1028,warten::V,gortoz,čekati
1029,erwarten::V,gortoz,očekivati
1030,suchen::V,klask,tražiti
1031,finden::V,kavout,naći
1032,versuchen::V,klask,pokušati
1033,vorbereiten::V,aozañ,spremiti
1034,vorbereiten::V,aozañ,pripremiti
1035,lieben::V,karout,voljeti
1036,mögen::V,karout,voljeti
1037,lachen::V,c'hoarzin,smijati se
1038,rühren::V,tenerañ,taknuti
1039,weinen::V,gouelañ,plakati
1040,schimpfen::V,krozal,psovati
1041,sich ärgern::V,fachañ,ljutiti se
1042,sich ärgern::V,en em fachañ,ljutiti se
1043,fliehen::V,tec'het,pobjeći
1044,flüchten::V,tuzañ,utjeći
1045,sehen::V,gwelet,vidjeti
1046,anschauen::V,sellout ouzh,ogledati
1047,ansehen::V,sellout ouzh,gledati
1048,hören::V,klevet,čuti
1049,zuhören::V,selaou,slušati
1050,probieren::V,blasa,probati
1051,riechen::V,klevet,osjećati miris
1052,fühlen::V,santout,osjećati
1053,scheinen::V,diskouez bezañ,činiti se
1054,zu sehen sein::V,bezañ gwelus,biti vidljiv
1055,vernehmen::V,merzhañ,saznati
1056,frieren::V,anoued,zima je
1057,tun::V,ober,raditi
1058,können::V,gouzout,moći
1059,wollen::V,fellout da,htjeti
1060,wollen::V,kaout c'hoant da,htjeti
1061,anfangen::V,kregiñ,početi
1062,beenden::V,achuiñ,svršiti
1063,beenden::V,achuiñ,dovršiti
1064,aufhören::V,paouez,prestati
1065,öffnen::V,digeriñ,otvoriti
1066,schließen::V,serriñ,zatvoriti
1067,stellen::V,lakaat,metnuti
1068,stellen::V,lakaat,postaviti
1069,setzen::V,lakaat,posaditi
1070,legen::V,lakaat,polagati
1071,berühren::V,touch,doticati
1072,berühren::V,touch,dodirivati
1073,verbinden::V,eren,spojiti
1074,verbinden::V,eren,zavezati
1075,bedecken::V,goloiñ,pokriti
1076,aufhängen::V,istribilhañ,objesiti
1077,anzünden::V,alumiñ,upaliti
1078,anzünden::V,alumiñ,zapaliti
1079,anzünden::V,c'hwezzañ,upaliti
1080,anzünden::V,c'hwezzañ,zapaliti
1081,aufheben::V,dastum,podići
1082,aufheben::V,dastum,podignuti
1083,zurücklassen::V,lezel,ostaviti
1084,zurücklassen::V,lezel,pustiti natrag
1085,verlieren::V,koll,izgubiti
1086,fallen lassen::V,laoskel,ispustiti
1087,fallen lassen::V,lezel da gouezhel,ispustiti
1088,machen::V,ober,uraditi
1089,machen::V,ober,načiniti
1090,machen::V,ober,napraviti
1091,herstellen::V,fardañ,proizvesti
1092,bauen::V,sevel,graditi
1093,reparieren::V,adaozañ,popraviti
1094,verbessern::V,gwellaat,poboljšati
1095,ändern::V,cheñch,promijeniti
1096,graben::V,kleuzañ,kopati
1097,graben::V,kleuzañ,kopkati
1098,beugen::V,plegañ,saviti
1099,biegen::V,krommañ,saviti
1100,biegen::V,krommañ,sagnuti
1101,drehen::V,treiñ,vrtjeti
1102,wenden::V,treiñ,obrnuti
1103,umdrehen::V,treiñ,okrenuti
1104,umdrehen::V,treiñ,prevŕnuti
1105,heben::V,sevel,dizati
1106,hochheben::V,sevel,dignuti
1107,ergreifen::V,kemer,uhvatiti
1108,ergreifen::V,kemer,prihvatiti
1109,halten::V,dalc'hen,držati
1110,drücken::V,bountañ,pritiskivati
1111,schieben::V,poulzañ,gurati
1112,kratzen::V,skrabat,česati
1113,kratzen::V,skrabat,grepsti
1114,lecken::V,lipat,lizati
1115,beißen::V,kregiñ,ujesti
1116,beißen::V,kregiñ,gristi
1117,abreißen::V,diframmañ,otkinuti
1118,abschneiden::V,troc'hañ,odrezati
1119,binden::V,stagañ,vezati
1120,stecken::V,sankañ,turiti
1121,brechen::V,darnaouiñ,slomiti
1122,klopfen::V,skoiñ,lupati
1123,klopfen::V,skoiñ,kucati
1124,hauen::V,dornañ,tući
1125,hauen::V,dornañ,udarati
1126,kleben::V,pegañ,lijepiti
1127,reiben::V,taravat,trti
1128,reiben::V,trekiñ,trti
1129,streichen::V,toazañ,namazati
1130,schleifen::V,lemmañ,brusiti
1131,schneiden::V,troc'hañ,rezati
1132,rütteln::V,tordorosañ,drmati
1133,schütteln::V,hejañ,tresti
1134,schütten::V,diskargañ,sipati
1135,schütten::V,diskargañ,lijevati
1136,füllen::V,kargañ,napuniti
1137,einwickeln::V,gronnañ,umotati
1138,einwickeln::V,gronnañ,zamotati
1139,tragen::V,dougen,nositi
1140,schleppen::V,stlejal,tegliti
1141,ziehen::V,sachañ,vući
1142,aufbewahren::V,miret,čuvati
1143,werfen::V,teuler,bacati
1144,fangen::V,tapañ,loviti
1145,fangen::V,tapañ,hvatati
1146,packen::V,krapat,ščepati
1147,packen::V,krapat,zgrabiti
1148,verstecken::V,kuzhat,sakriti
1149,teilen::V,rannañ,podijeliti
1150,schicken::V,kas,slati
1151,bringen::V,degas,donijeti
1152,hinzufügen::V,lakat ouzhpenn,dodati
1153,hinzufügen::V,lakat ouzhpenn,pridati
1154,bekommen::V,kaout,dobiti
1155,erhalten::V,kaout,primiti
1156,nehmen::V,kemer,uzeti
1157,wählen::V,choaz,izabrati
1158,auswählen::V,dibab,odabrati
1159,bewahren::V,mirout,sačuvati
1160,behindern::V,diaezañ,smetati
1161,verderben::V,lovrañ,pokvariti
1162,beschädigen::V,gwallegañ,oštetiti
1163,zerbrechen::V,torriñ,razbiti
1164,zerbrechen::V,torriñ,prelomiti
1165,zerreißen::V,diroegiñ,poderati
1166,zerreißen::V,diroegiñ,rastrgnuti
1167,zerstören::V,distrujañ,razoriti
1168,zerstören::V,distrujañ,razrušiti
1169,verbrennen::V,deviñ,spaliti
1170,verbrennen::V,deviñ,sagorjeti
1171,geben::V,reiñ,dati
1172,schenken::V,donezonañ,darivati
1173,versprechen::V,prometiñ,obećati
1174,wünschen::V,hetiñ,željeti
1175,loben::V,feurmiñ,hvaliti
1176,küssen::V,pokat,ljubiti
1177,wiegen::V,pouezañ,njihati
1178,wiegen::V,pouezañ,ljuljati
1179,zudecken::V,goloiñ,pokriti
1180,wecken::V,dihuniñ,probuditi
1181,zeigen::V,diskouez,pokazati
1182,führen::V,kas,voditi
1183,lehren::V,deskiñ,učiti
1184,unterrichten::V,kelenn,poučiti
1185,leiten::V,bleinañ,upravljati
1186,antreiben::V,poulzañ,natjeravati
1187,lassen::V,leuskel,dati
1188,einladen::V,pediñ,pozvati
1189,vereinigen::V,unisañ,ujediniti
1190,besuchen::V,gweladenniñ,posjetiti
1191,treffen::V,kejal,sresti
1192,treffen::V,ankontrañ,sresti
1193,sich versammeln::V,bodennañ,okupiti se
1194,spielen::V,c'hoari,igrati se
1195,singen::V,kanañ,pjevati
1196,tanzen::V,dañsal,plesati
1197,sich trennen::V,dispartiañ,razići se
1198,verlassen::V,lezel,ostaviti
1199,verlassen::V,lezel,napustiti
1200,retten::V,saveteiñ,spasiti
1201,bewachen::V,mesa,čuvati
1202,bewachen::V,mesa,stražariti
1203,schützen::V,diwall,čuvati
1204,verteidigen::V,difenn,obraniti
1205,sich schlagen::V,lopañ,biti se
1206,sich schlagen::V,lopañ,udariti se
1207,siegen::V,trec'hiñ,pobijediti
1208,ärgern::V,hegasiñ,ljutiti
1209,schlagen::V,skeiñ,biti
1210,schlagen::V,skeiñ,udariti
1211,treten::V,botaouiñ,šutnuti
1212,stechen::V,pikat,ubosti
1213,stoßen::V,stokañ,gurnuti
1214,stehlen::V,laerezh,ukrasti
1215,stören::V,direnkañ,smetati
1216,belästigen::V,dregasiñ,smetati
1217,belästigen::V,dregasiñ,dosaditi
1218,verbergen::V,skoachañ,skriti
1219,täuschen::V,tromplañ,obmanuti
1220,betrügen::V,lorbañ,prevarati
1221,töten::V,lazhañ,ubiti
1222,wohnen::V,bezañ o chom,stanovati
1223,arbeiten::V,labourat,raditi
1224,sammeln::V,dastum,sabrati
1225,pflücken::V,kuntuilhañ,ubrati
1226,jagen::V,chaseal,loviti
1227,fischen::V,pesketa,ribati
1228,fischen::V,pesketa,loviti ribu
1229,fassen::V,pakañ,uloviti
1230,hüten::V,geota,pasti
1231,anbinden::V,stagañ,privezati
1232,füttern::V,boueta,hraniti
1233,melken::V,goro,musti
1234,hacken::V,difrakal,sjeckati
1235,gießen::V,dourañ,politi
1236,reifen::V,azviñ,sazreti
1237,zubereiten::V,keginañ,prigotoviti
1238,kochen::V,poazhañ,kuhati
1239,backen::V,fritañ,peći
1240,braten::V,rostañ,peći
1241,braten::V,rostañ,pržiti
1242,stricken::V,stammañ,plesti
1243,nähen::V,gwriat,šiti
1244,färben::V,livañ,obojiti
1245,reinigen::V,naetañ,očistiti
1246,reinigen::V,naetañ,počistiti
1247,waschen::V,gwalc'hiñ,prati
1248,abwischen::V,torchañ,otrti
1249,spülen::V,disgwalc'hiñ,isprati
1250,spülen::V,disgwalc'hiñ,oplakati
1251,fegen::V,skubañ,mesti
1252,fegen::V,skubañ,pomesti
1253,kehren::V,skubañ,mesti
1254,baden::V,kouronkañ,kupati se
1255,sich waschen::V,en em walc'hiñ,umiti se
1256,sich waschen::V,en em walc'hiñ,prati se
1257,sich anziehen::V,gwiskañ,obući se
1258,kämmen::V,kribat,češljati
1259,schmücken::V,kinklañ,uresiti
1260,schmücken::V,kinklañ,nakititi
1261,sagen::V,larêt,reći
1262,sagen::V,larêt,kazati
1263,sagen::V,lavaret,reći
1264,sagen::V,lavaret,kazati
1265,sprechen::V,komz,govoriti
1266,reden::V,kaozeal,govoriti
1267,reden::V,kaozeal,besjediti
1268,sich unterhalten::V,balbotal,razgovarati se
1269,fragen::V,goulenn,pitati
1270,bitten::V,goulenn,moliti
1271,erzählen::V,kontañ,ispričati
1272,erzählen::V,kontañ,pripovjediti
1273,mitteilen::V,kemenn,saopćiti
1274,nennen::V,anviñ,nazvati
1275,rufen::V,gelver,zvati
1276,rufen::V,gelver,dozvati
1277,prahlen::V,fougeal,hvalisati se
1278,übersetzen::V,treiñ,prevesti
1279,denken::V,soñjal,misliti
1280,glauben::V,krediñ,vjerovati
1281,bemerken::V,apresevañ,zapaziti
1282,bemerken::V,apresevañ,primijetiti
1283,erkennen::V,anavout,prepoznati
1284,begreifen::V,meizañ,pojmiti
1285,begreifen::V,meizañ,shvatiti
1286,verstehen::V,kompren,razabrati
1287,lernen::V,deskiñ,učiti se
1288,wissen::V,gouzout,znati
1289,sich erinnern an::V,kaout soñj e,sjetiti se
1290,vergessen::V,ankouaat,zaboraviti
1291,messen::V,muzuliañ,mjeriti
1292,zählen::V,kontañ,brojiti
1293,rechnen::V,jedañ,računati
1294,lesen::V,lenn,čitati
1295,malen::V,livañ,slikati
1296,zeichnen::V,tresañ,crtati
1297,schreiben::V,skrivañ,pisati
1298,besitzen::V,kaout,imati
1299,besitzen::V,kaout,posjedovati
1300,kaufen::V,prenañ,kupiti
1301,verkaufen::V,gwerzhañ,prodati
1302,verkaufen::V,gwerzhañ,raspačati
1303,bezahlen::V,paeañ,platiti
1304,zahlen::V,paeañ,plaćati
1305,beherrschen::V,mestroniañ,vladati
1306,beherrschen::V,mestroniañ,gospodariti
1307,ertragen::V,anduriñ,trpjeti
1308,ertragen::V,anduriñ,podnijeti
1309,Grube::N,,jama
1310,Spur::N,,trag
1311,Spur::N,,slijed
1312,Lehm::N,,glina
1313,Lehm::N,,ilovača
1314,Laut::N,,zvuk
1315,Winkel::N,,kut
1316,Winkel::N,,ugao
1317,Lagerfeuer::N,,logorska vatra
1318,vergebens::ADV,,uzalud
1319,vergebens::ADV,,zabadava
1320,untergehen[Sonne]::V,,zaći
1321,läuten::V,,zvoniti
1322,klingeln::V,,zvoniti
1323,sich fürchten::V,,bojati se
1324,fürchten::V,,bojati se
1325,gelingen::V,,uspjeti
1326,geraten::V,,desiti se
1327,schwenken::V,,mahati
1328,reichen::V,,pružiti
1329,aufziehen::V,,uzgajati
1330,schießen::V,,pucati
1331,schießen::V,,strijeljati
1332,treiben::V,,goniti
1333,umrühren::V,,promiješati
1334,ausziehen::V,,svući
1335,anziehen::V,,obući
