,Concept_ID,mhr,bn
655,bekannt::A,па́лыме,সুপরিচিত
656,berühmt::A,лӱ́млӧ,বিখ্যাত
657,fremd::A,йот,বিদেশি
658,verschieden::A,тӱ́рлӧ,বিসদৃশ
659,nah::A,ли́шыл,নিকটবতী
660,fern::A,тора́,দুরবতী
661,fern::A,мӱ́ндыр,দুরবতী
662,linker::A,шола́,বাম
663,rechter::A,пурла́,ডান
664,rechter::A,пурла́,ডাইন
665,anderer::A,вес,অন্যতর
666,anderer::A,мо́ло,অন্যতর
667,erster::A,и́кымше,প্রথম
668,zweiter::A,ко́кымшо,দ্বিতীয়
669,dritter::A,ку́мшо,তৃতীয়
670,letzter::A,пыта́ртыш,সর্বশেষ
671,allein::ADV,шкет,একক
672,auf einmal::ADV,икана́ште,জলদি
673,zusammen::ADV,пырля́,একসঙ্গে
674,lange::ADV,кужу́н,লম্বা
675,plötzlich::ADV,кенета́,হঠাৎ
676,sofort::ADV,кызыта́к,মুহ্ণর্তমধ্যে
677,später::ADV,варара́к,পশ্চাতে
678,jetzt::ADV,ы́нде,এখন
679,jetzt::ADV,кы́зыт,এখন
680,heute::ADV,та́че,আজ
681,morgen::ADV,эрла́,আগামিকাল
682,bald::ADV,вашке́,অস্পকালমধ্যে
683,dann::ADV,вара́,তখন
684,gestern::ADV,теҥге́че,গতকাল
685,einst::ADV,икана́,একবার মাত্র
686,damals::ADV,туна́м,তখন
687,danach::ADV,вара́,পরে
688,vorher::ADV,о́нчыч,আগে
689,zuerst::ADV,онда́к,আগে
690,einmal::ADV,икана́,একবার
691,manchmal::ADV,ка́шын,কখনও কখনও
692,manchmal::ADV,кокла́н,কখনও কখনও
693,oft::ADV,чӱ́чкыдын,ঘনঘন
694,immer::ADV,эре́,সর্বদা
695,immer::ADV,ту́тыш,সর্বদা
696,niemals::ADV,ок нигуна́м,কখলও নহে
697,hier::ADV,ты́ште,এখানে
698,hierhin::ADV,ты́шке,এখানে
699,hierhin::ADV,тыш,এখানে
700,von hier::ADV,тыше́ч,ত্রই স্তান হইতে
701,von hier::ADV,тыве́ч,ত্রই স্তান হইতে
702,dort::ADV,ту́што,ওখানে
703,dorthin::ADV,туш,ওখানে
704,dorthin::ADV,ту́шко,ওখানে
705,geradeaus::ADV,вик,অগ্রগামী
706,vorwärts::ADV,о́нчыко,সন্মুখিকে
707,rückwärts::ADV,шеҥге́к,খিরিয়া
708,zurück::ADV,мӧҥге́ш,পিঠ
709,unten::ADV,ӱ́лнӧ,নীচে
710,unten::ADV,йыма́лне,নীচে
711,hinab::ADV,йыма́к,নিম্নগামী
712,oben::ADV,кӱ́шнӧ,উপরে
713,oben::ADV,ӱмба́лне,উপরে
714,hinauf::ADV,кӱ́ш,উচ্চতর অংশে
715,hinauf::ADV,кӱ́шкӧ,উচ্চতর অংশে
716,überall::ADV,чыла́ вере́,সর্বত্র
717,nicht::ADV,ок,না
718,nicht::ADV,о́геш,না
719,ein wenig::ADV,изи́ш,অল্প
720,kaum::ADV,пыкше́,কষ্টসহকাবে
721,sehr::ADV,чот,খুব
722,so::ADV,тыге́,তত
723,noch::ADV,а́ле,এখন পর্যস্ত
724,nur::ADV,гына́,শুধু
725,schon::ADV,ы́нде,ইতঃপুর্বে
726,wieder::ADV,ада́к,আবার
727,vergebens::ADV,ара́м,বিফলে
728,vor::PRP,о́нчыч,সম্মুখে
729,hinter::PRP,шеҥге́лне,পশ্চাতে
730,unter::PRP,йыма́лне,নীচে
731,durch::PRP,вошт,দ্বারা
732,neben::PRP,вокте́н,কাছে
733,zwischen::PRP,кокла́ште,মধ্যে
734,wegen::PRP,верч,জন্য
735,dies::PRN,ти́де,এটা
736,das::PRN,са́де,ওটা
737,alles::PRN,чыла́,সব
738,ich::PRN,мый,আমি
739,du::PRN,тый,তুমি
740,er::PRN,ту́до,উনি
741,wir::PRN,ме,আমরা
742,ihr::PRN,те,তোমরা
743,sie::PRN,ну́но,তারা
744,was::FPRN,мо,কি
745,wer::FPRN,кӧ,কে
746,wo::FADV,куша́н,কোথায়
747,wohin::FADV,куш,কোথায়
748,wohin::FADV,ку́шко,কোথায়
749,wie::FADV,кузе́,কেমন
750,warum::FADV,мо,কেন
751,warum::FADV,мола́н,কেন
752,wieviel::FNUM,куна́р,কত
753,eins::NUM,ик,অক
754,zwei::NUM,ко́кыт,দুই
755,drei::NUM,кум,তিন
756,vier::NUM,ныл,চার
757,fünf::NUM,вич,পাঁচ
758,sechs::NUM,куд,ছয়
759,sieben::NUM,шым,সাত
760,acht::NUM,канда́ш,আট
761,neun::NUM,инде́ш,নয়
762,zehn::NUM,лу,দশ
763,elf::NUM,лати́к,এগারো
764,zwölf::NUM,латко́к,দ্বাদশ
765,zwanzig::NUM,ко́ло,বিশ
766,dreißig::NUM,ку́мло,ত্রিশ
767,vierzig::NUM,ны́лле,চল্লিশ
768,fünfzig::NUM,ви́тле,পঞ্চাশ
769,sechzig::NUM,ку́дло,ষাট
770,siebzig::NUM,шы́мле,সত্তর
771,achtzig::NUM,канда́шле,আশি
772,neunzig::NUM,инде́шле,নব্বুই
773,hundert::NUM,шӱ́дӧ,শত
774,tausend::NUM,тӱже́м,হাজার
775,und::CNJ,да,আর
776,und::CNJ,да,এবং
777,und::CNJ,ден,আর
778,und::CNJ,ден,এবং
779,oder::CNJ,я,বা
780,oder::CNJ,а́ле,বা
781,stehen::V,шога́ш,দাঁড়ানো
782,sitzen::V,шинча́ш,বসা
783,liegen::V,кия́ш,শোয়া
784,hängen::V,кеча́ш,ঝোলা
785,werden::V,лия́ш,হইয়া উঠা
786,passieren::V,лия́ш,ঘটা
787,beginnen::V,тӱҥгала́ш,আরম্ভ হওয়া
788,enden::V,пыта́ш,শেষ হওয়া
789,wechseln::V,вашталта́ш,রূপাস্তর করা
790,aufgehen[Sonne]::V,лекта́ш,উদিত হওয়া
791,untergehen[Sonne]::V,шинча́ш,অস্ত যাওয়া
792,scheinen[Sonne]::V,волгалта́ш,আলো দেওয়া
793,donnern::V,кӱдырта́ш,বজ্রধ্বনি করা
794,donnern::V,сургалта́ш,বজ্রধ্বনি করা
795,wehen::V,пуа́ш,প্রবাহিত হওয়া
796,strömen::V,шийалтара́ш,প্রবাহিত হওয়া
797,fließen::V,йога́ш,ছুটা
798,sich drehen::V,пӧрда́ш,পাক খাওয়া
799,schwanken::V,лӱҥга́ш,দোলা
800,schwanken::V,тайныла́ш,দোলা
801,schwingen::V,рӱпшалта́ш,দোলা
802,fallen::V,воза́ш,পড়া
803,fallen::V,йӧрла́ш,পড়া
804,brennen::V,йӱла́ш,সেঁকা
805,rauchen::V,шикша́ш,ধোঁয়া ছড়ান
806,regnen::V,йӱра́ш,বর্ষণ_করা
807,gefrieren::V,кылма́ш,হিমায়িত হওয়া
808,gefrieren::V,ияҥа́ш,হিমায়িত হওয়া
809,tauen::V,шула́ш,গলা
810,schmelzen::V,лева́ш,গলা
811,trocknen::V,кошка́ш,শুষ্ক করা
812,sieden::V,шола́ш,ফোঁড়া
813,faulen::V,шӱя́ш,ক্ষয় হওয়া
814,verfaulen::V,шӱйы́н шуа́ш,ক্ষয় হওয়া 
815,reißen::V,кӱрла́ш,ছিঁড়া
816,versinken::V,пуре́н кая́ш,ডুবা
817,vergehen::V,эрте́н кая́ш,যাওয়া
818,erscheinen::V,толы́н лекта́ш,আসা
819,verschwinden::V,йома́ш,অদৃশ্য হওয়া
820,sinken::V,пуча́ш,হ্রাস হওয়া
821,abnehmen::V,пуча́ш,হ্রাস হওয়া
822,zunehmen::V,шукема́ш,বৃদ্ধি পাওয়া
823,steigen::V,нӧлталта́ш,ওঠা
824,wachsen::V,кушка́ш,বড় হওয়া
825,glänzen::V,йылгыжа́ш,জ্বলা
826,funkeln::V,чолга́ш,জ্বল্জ্বল করা
827,lärmen::V,рӱшка́ш,
828,läuten::V,мура́ш,রুসুঝুসু করা
829,klingeln::V,йыҥгырта́ш,বাজা
830,klirren::V,чылдыртата́ш,টুংটাং-শব্দ করা
831,brausen::V,лӱшка́ш,গর্জন করা
832,rauschen::V,лыжга́ш,মর্মরধ্বনি করা
833,klingen::V,йоҥга́ш,শব্দ করা
834,bellen::V,опта́ш,ঘেউ ঘেউ করা
835,heulen::V,урмыжа́ш,গর্জন করা
836,blasen::V,пуала́ш,ফুঁ দেওয়া
837,pfeifen::V,шӱ́шкаш,শিস্ দেওয়া
838,schreien::V,кычкыра́ш,চিৎকার করা
839,stöhnen::V,йыҥыса́ш,গোঁ-গো করা
840,zittern::V,чытыра́ш,কাঁপা
841,leben::V,ила́ш,বাঁচা
842,geboren werden::V,шоча́ш,জন্মানো
843,atmen::V,шӱла́ш,শ্বাস ফেলা
844,trinken::V,йӱа́ш,পান করা
845,essen::V,кочка́ш,ভক্ষণ করা
846,schlucken::V,нела́ш,গেলা
847,müde werden::V,ноя́ш,পরিশ্রান্ত হওয়া
848,einschlafen::V,мале́н колта́ш,নিদ্রামগ্ন হওয়া
849,schlafen::V,мала́ш,নিদ্রা যাওয়া
850,aufwachen::V,помыжалта́ш,জাগা
851,aufstehen::V,кынела́ш,জাগা
852,sich erholen::V,кана́ш,আরাম করা
853,krank werden::V,черлане́н воза́ш,অসুস্থ হত্তয়া
854,krank sein::V,черлане́н кия́ш,রূগ্ণ হত্তয়া
855,schmerzen::V,коршта́ш,কন্কন করা
856,husten::V,кокыра́ш,কাশা
857,genesen::V,тӱрла́ш,আরোগ্য হওয়া
858,genesen::V,тазаҥа́ш,আরোগ্য হওয়া
859,sterben::V,кола́ш,মারা যাওয়া
860,umkommen::V,вуй йома́ш,মারা যাওয়া
861,sich bewegen::V,кошта́ш,চলা
862,sich rühren::V,тарвана́ш,নড়া
863,sich erheben::V,кынела́ш,উদিত হওয়া
864,sich setzen::V,шинча́ш,বসা
865,hinfallen::V,йӧрла́ш,পড়া
866,laufen::V,кошта́ш,হাঁটা
867,schreiten::V,ошкыла́ш,হাঁটা
868,spazierengehen::V,гуля́яш,পায়চারি করা
869,eilen::V,вашка́ш,ত্বরাম্বিত করা
870,sich beeilen::V,вашкешта́ш,ত্বরাম্বিত করা
871,sausen::V,юлтка́ш,ধেয়ে যাওয়া
872,rennen::V,куржтала́ш,চলা
873,springen::V,тӧршта́ш,লাফানো
874,klettern::V,кӱза́ш,আরোহণ করা
875,schaukeln::V,лӱҥгалта́ш,দোলা
876,kriechen::V,нушка́ш,হামাগুড়ি দেওয়া
877,schwimmen::V,ия́ш,সাঁতার কাটা
878,tauchen::V,шуҥгалта́ш,ডোবা
879,rudern::V,удыра́ш,দাঁড় টানা
880,fahren::V,кудала́ш,চালান
881,fliegen::V,чоҥешта́ш,ওড়া
882,gehen::V,кая́ш,যাওয়া
883,weggehen::V,кораҥа́ш,প্রস্থান করা
884,abfahren::V,лекта́ш,প্রস্থান করা
885,anhalten::V,чарна́ш,থামা
886,hineingehen::V,пура́ш,ঢোকা
887,eintreten::V,пура́ш,ঢোকা
888,kommen::V,тола́ш,আসা
889,ankommen::V,шуа́ш,আসা
890,zurückkommen::V,пӧртыла́ш,ফিরা
891,bleiben::V,кода́ш,থাকা
892,warten::V,вуча́ш,অপেক্ষা করা
893,erwarten::V,вуча́ш,অপেক্ষা করা
894,suchen::V,кычала́ш,খোঁজ করা
895,finden::V,муа́ш,পাওয়া
896,versuchen::V,толаша́ш,পরখ করা
897,vorbereiten::V,ямдыла́ш,প্রস্তুত করা
898,lieben::V,йӧрата́ш,ভালবাসা
899,mögen::V,йӧрата́ш,পছন্দ করা
900,lachen::V,воштыла́ш,হাসা
901,rühren::V,ку́мыл тарвата́ш,হৃদয়ম্পর্শ করা
902,weinen::V,шорта́ш,কাঁদা
903,schimpfen::V,каргаша́ш,নালিশ করা
904,sich ärgern::V,сыра́ш,রাগ হত্তয়া
905,sich fürchten::V,лӱда́ш,ভয় করা
906,fürchten::V,лӱда́ш,ডরা
907,fliehen::V,куржа́ш,পালানো
908,flüchten::V,куржа́ш,পালানো
909,sehen::V,ужа́ш,দেখা
910,anschauen::V,онча́ш,দেখা
911,ansehen::V,эскера́ш,দেখা
912,hören::V,кола́ш,শোনা
913,zuhören::V,колышта́ш,শোনা
914,probieren::V,тамла́ш,পরখ করা
915,riechen::V,ӱпшынча́ш,শুঁকা
916,fühlen::V,шижа́ш,অনুভব করা
917,scheinen::V,чуча́ш,মনে হত্তয়া
918,zu sehen sein::V,коя́ш,দেখা দেত্তয়া
919,vernehmen::V,кола́ш,শোনা
920,frieren::V,кылма́ш,শীত লাগা
921,tun::V,ышта́ш,করা
922,können::V,мошта́ш,পারা
923,wollen::V,тӱна́ш,ইচ্ছা করা
924,anfangen::V,тӱҥала́ш,আরম্ভ করা
925,beenden::V,пытара́ш,শেষ করা
926,aufhören::V,чарна́ш,থামা
927,gelingen::V,сай лекта́ш,সিদ্ধিলাভ করা
928,geraten::V,лекта́ш,পরিণত হত্তয়া
929,öffnen::V,поча́ш,খোলা
930,schließen::V,петыра́ш,বন্ধ করা
931,stellen::V,шында́ш,স্থাপন করা
932,setzen::V,шында́ш,স্থাপন করা
933,legen::V,опта́ш,স্থাপন করা
934,legen::V,пышта́ш,স্থাপন করা
935,berühren::V,тӱка́ш,স্পর্শ করা
936,verbinden::V,пида́ш,সংযুক্ত করা
937,bedecken::V,леведа́ш,ঢাকা
938,aufhängen::V,сака́ш,ঝুলানো
939,anzünden::V,чӱкта́ш,জ্বালান
940,aufheben::V,нӧлтала́ш,কুড়াইয়া তোলা
941,zurücklassen::V,кода́ш,পরিত্যাগ করা
942,verlieren::V,йомдара́ш,হারান
943,fallen lassen::V,воза́ш,ফেলা
944,machen::V,ышта́ш,গঠন করা
945,herstellen::V,ямдыла́ш,সৃষ্টি করা
946,bauen::V,чоҥа́ш,নির্মাণ করা
947,reparieren::V,ачала́ш,মেরামত করা
948,verbessern::V,саемда́ш,উন্নতিলাভ করা
949,ändern::V,весемда́ш,পরিবর্তিত করা
950,graben::V,кӱнча́ш,খনন করা
951,beugen::V,пӱгырта́ш,নোয়া
952,biegen::V,лывырта́ш,নোয়া
953,drehen::V,пӱтыра́ш,ঘোরান
954,wenden::V,ирала́ш,উলটাইয়া দেত্তয়া
955,umdrehen::V,савырала́ш,উলটানো
956,heben::V,нӧлта́ш,উত্তোলন করা
957,hochheben::V,нӧлта́ш,উঁচু করা
958,ergreifen::V,руалта́ш,দখল করা
959,halten::V,куча́ш,ধরা
960,drücken::V,иша́ш,টেপা
961,drücken::V,темда́ш,টেপা
962,schieben::V,шӱкала́ш,ঠেলা
963,kratzen::V,удыра́ш,চাঁচা
964,lecken::V,нула́ш,চাটা
965,beißen::V,пура́ш,দংশন করা
966,abreißen::V,кӱрла́ш,বিচ্ছিন্ন করা
967,abschneiden::V,пӱчка́ш,বিচ্ছিন্ন করা
968,binden::V,кылда́ш,বন্ধন করা
969,stecken::V,шуралта́ш,বিদ্ধ করা
970,brechen::V,тодышта́ш,ভাঙা
971,klopfen::V,кыра́ш,আঘাত করা
972,hauen::V,тӱя́ш,আঘাত করা
973,kleben::V,клеитла́ш,সাঁটা
974,reiben::V,йыга́ш,ঘষা
975,reiben::V,туржала́ш,ঘষা
976,streichen::V,шӱра́ш,ছড়াইয়া
977,schleifen::V,шума́ш,ধার দেওয়া
978,schleifen::V,яна́ш,ধার দেওয়া
979,schneiden::V,пӱчка́ш,কাটা
980,rütteln::V,рӱза́ш,নাড়ান
981,schütteln::V,почка́ш,নড়া
982,schwenken::V,рӱза́ш,দোলা
983,schütten::V,опта́ш,বর্ষণ করা
984,füllen::V,тема́ш,পরিপূর্ণ করা
985,einwickeln::V,вӱдыла́ш,মুড়া
986,tragen::V,нумала́ш,বহন করা
987,schleppen::V,шӱдыра́ш,টানা
988,ziehen::V,шупша́ш,টানা
989,aufbewahren::V,арала́ш,রাখা
990,werfen::V,шуа́ш,ছুড়া
991,werfen::V,кышка́ш,ছুড়া
992,fangen::V,куча́ш,লোফা
993,packen::V,руалта́ш,ধরা
994,verstecken::V,тоя́ш,গোপন করা
995,teilen::V,пӧла́ш,বিভক্ত করা
996,schicken::V,колта́ш,প্রেরণ করা
997,bringen::V,конда́ш,আনা
998,hinzufügen::V,ешара́ш,একত্র করা
999,bekommen::V,нала́ш,পাওয়া
1000,erhalten::V,нала́ш,পাওয়া
1001,nehmen::V,нала́ш,নেওয়া
1002,wählen::V,сайла́ш,বাছা
1003,auswählen::V,таҥгла́ш,বাছা
1004,bewahren::V,сакла́ш,বাঁচাইয়া রাখা
1005,behindern::V,чаракла́ш,বাধা দেওয়া
1006,verderben::V,пужа́ш,নষ্ট করা
1007,beschädigen::V,пужа́ш,ক্ষতি করা
1008,zerbrechen::V,пудырта́ш,ভাঙ্গিয়া যাওয়া
1009,zerreißen::V,кӱрла́ш,ছিঁড়া
1010,zerstören::V,шалата́ш,বিনাশ করা
1011,verbrennen::V,йӱлата́ш,দহন করা
1012,geben::V,пуа́ш,দেওয়া
1013,reichen::V,пуа́ш,দেওয়া
1014,schenken::V,пӧлекла́ш,উপহার দেত্তয়া
1015,versprechen::V,сӧра́ш,প্রতিশ্রুতি দেওয়া
1016,wünschen::V,тылана́ш,আকাঙ্ক্ষা করা
1017,loben::V,мокта́ш,প্রশংসা করা
1018,küssen::V,шупшала́ш,চুম্বন করা
1019,wiegen::V,рӱпша́ш,দুলানো
1020,zudecken::V,леведа́ш,ঢাকা
1021,wecken::V,помыжалтара́ш,জাগানো
1022,zeigen::V,ончыкта́ш,দেখানো
1023,führen::V,вӱда́ш,পথ দেখানো
1024,lehren::V,туныкта́ш,শেখানো
1025,unterrichten::V,туныкта́ш,শিক্ষা দেওয়া
1026,aufziehen::V,орышта́ш,পালন করা
1027,leiten::V,вӱда́ш,পরিচালনা করা
1028,leiten::V,вуйлата́ш,পরিচালনা করা
1029,antreiben::V,поктыла́ш,চালনা করা
1030,lassen::V,-та́ш,অনুমতি দেওয়া
1031,einladen::V,ӱжа́ш,নিমন্ত্রণ করা
1032,vereinigen::V,иктешла́ш,এক করা
1033,besuchen::V,то́лын кая́ш,দেখিতে যাওয়া
1034,treffen::V,вашлия́ш,সন্মুখীন হওয়া
1035,sich versammeln::V,погына́ш,জড়ো হওয়া
1036,sich versammeln::V,чумырга́ш,জড়ো হওয়া
1037,spielen::V,мода́ш,খেলা
1038,singen::V,мура́ш,গাওয়া
1039,tanzen::V,кушта́ш,নাচা
1040,sich trennen::V,ойырла́ш,পৃথক করা
1041,verlassen::V,кудалта́ш,পরিত্যাগ করা
1042,retten::V,утара́ш,উদ্ধার করা
1043,bewachen::V,орола́ш,পাহারা দেওয়া
1044,schützen::V,арала́ш,রক্ষা করা
1045,verteidigen::V,арала́ш,রক্ষা করা
1046,sich schlagen::V,кредала́ш,লড়াই করা
1047,schießen::V,лӱя́ш,তীরবেগে ছোটা
1048,siegen::V,сеҥа́ш,জেতা
1049,ärgern::V,сырыкта́ш,বিরক্ত করা
1050,schlagen::V,пера́ш,আঘাত করা
1051,treten::V,тошка́ш,লাথি মারা
1052,stechen::V,кера́ш,দংশন করা
1053,stoßen::V,шӱкала́ш,ঠেলা
1054,stehlen::V,шолышта́ш,অপহরণ করা
1055,stören::V,мешая́ш,ঘাঁটান
1056,belästigen::V,толаштара́ш,বিরক্ত করা
1057,verbergen::V,шылта́ш,গোপন করা
1058,täuschen::V,ондала́ш,প্রবঞ্চনা করা
1059,betrügen::V,ондала́ш,প্রতারণা করা
1060,töten::V,пушта́ш,হত্যা করা
1061,wohnen::V,ила́ш,বাস করা
1062,arbeiten::V,пашалана́ш,কাজ করা
1063,arbeiten::V,паша́м ышта́ш,কাজ করা
1064,sammeln::V,пога́ш,সংগ্রহ করা
1065,pflücken::V,кӱра́ш,চয়ন করা
1066,jagen::V,сонарла́ш,শিকার করা
1067,fischen::V,кол куча́ш,মাছ ধরা
1068,fassen::V,куча́ш,ধরা
1069,hüten::V,кӱта́ш,যুথভুক্ত করা
1070,treiben::V,покта́ш,চালনা করা
1071,anbinden::V,йолышта́ш,বন্ধন করা
1072,füttern::V,пукша́ш,ভোজন করানো
1073,melken::V,лӱшта́ш,দুগ্ধ দোহন করা
1074,hacken::V,руа́ш,কাটা
1075,gießen::V,шава́ш,বর্ষণ করা
1076,reifen::V,кӱа́ш,পাকা
1077,zubereiten::V,ямдыла́ш,রন্ধন করা
1078,kochen::V,шолта́ш,রন্ধন করা
1079,backen::V,кӱкташ,সেকা
1080,braten::V,пуштыла́ш,ভাজা
1081,braten::V,жаритла́ш,ভাজা
1082,umrühren::V,луга́ш,নড়ানো
1083,stricken::V,пида́ш,বোনা
1084,nähen::V,урга́ш,সেলাই করা
1085,färben::V,чиялта́ш,রঞ্জিত করা
1086,reinigen::V,эрыкта́ш,পরিষ্কার করা
1087,waschen::V,мушка́ш,পরিষ্কার করা
1088,abwischen::V,ӱшта́ш,মুছা
1089,spülen::V,шӱалта́ш,পরিষ্কার করা
1090,fegen::V,ӱшта́ш,ঝাঁট দেওয়া
1091,kehren::V,ӱшта́ш,ঝাঁট দেওয়া
1092,baden::V,йӱштыла́ш,অবগাহন করা
1093,sich waschen::V,мушкылта́ш,ধোয়া
1094,ausziehen::V,кудаша́ш,খুলা
1095,anziehen::V,чия́ш,গায়ে দেত্তয়া
1096,sich anziehen::V,чия́ш,পোশাক পরা
1097,kämmen::V,шера́ш,আঁচড়ানো
1098,schmücken::V,тӱзата́ш,সাজান করা
1099,schmücken::V,чеверта́ш,সাজান করা
1100,sagen::V,ойла́ш,উচ্চারণ করা
1101,sagen::V,каласа́ш,উচ্চারণ করা
1102,sprechen::V,кутыра́ш,বলা
1103,reden::V,мутлана́ш,আলাপ করা
1104,sich unterhalten::V,кутыра́ш,আড্ডা দেওয়া
1105,fragen::V,йода́ш,জিজ্ঞাসা করা
1106,bitten::V,йода́ш,প্রার্থনা করা
1107,erzählen::V,ойла́ш,বর্ণনা করা
1108,mitteilen::V,увертара́ш,বলা
1109,nennen::V,лӱмда́ш,নাম দেওয়া
1110,rufen::V,ӱжа́ш,আমন্ত্রণ করা
1111,prahlen::V,моктана́ш,বড়াই করা
1112,übersetzen::V,кусара́ш,ভাষাস্তরিত করা
1113,denken::V,шона́ш,ভাবা
1114,glauben::V,ӱшана́ш,বিশ্বাস করা
1115,bemerken::V,шижа́ш,লক্ষ্য করা
1116,erkennen::V,пала́ш,চিনিতে পারা
1117,begreifen::V,ыҥла́ш,উপলব্ধি করা
1118,verstehen::V,умыла́ш,উপলব্ধি করা
1119,lernen::V,тунема́ш,শেখা
1120,wissen::V,шинча́ш,জানা
1121,sich erinnern an::V,шарна́ш,মনে করা
1122,vergessen::V,монда́ш,বিস্মৃত হওয়া
1123,messen::V,виса́ш,মাপা
1124,zählen::V,шотла́ш,গণনা করা
1125,rechnen::V,шотла́ш,হিসাব করা
1126,lesen::V,луда́ш,পাঠ করা
1127,malen::V,сӱретла́ш,আঁকা
1128,zeichnen::V,сӱретла́ш,ছকা
1129,schreiben::V,воза́ш,লেখা
1130,besitzen::V,лия́ш,অধিকার করা
1131,kaufen::V,нала́ш,ক্রয় করা
1132,verkaufen::V,ужала́ш,বেচা
1133,bezahlen::V,тӱла́ш,প্রদান করা
1134,zahlen::V,тӱла́ш,প্রদান করা
1135,beherrschen::V,куча́ш,শাসন করা
1136,ertragen::V,турка́ш,বহন করা
