,Concept_ID,ba,uk
781,zwanzig::NUM,егерме,двадцять
782,dreißig::NUM,утыҙ,тридцять
783,vierzig::NUM,ҡырҡ,сорок
784,fünfzig::NUM,илле,п’ятдесят
785,sechzig::NUM,алтмыш,шістдесят
786,siebzig::NUM,етмеш,сімдесят
787,achtzig::NUM,һикһән,вісімдесят
788,neunzig::NUM,туҡһан,дев’яносто
789,hundert::NUM,йөҙ,сто
790,tausend::NUM,мең,тисяча
791,und::CNJ,да,і
792,oder::CNJ,йәки,або
793,stehen::V,тороу,стояти
794,sitzen::V,ултырыу,сидіти
795,liegen::V,ятыу,лежати
796,hängen::V,аҫылынып тороу,висіти
797,werden::V,булыу,стати
798,werden::V,булыу,робитися
799,passieren::V,булыу,трапитися
800,beginnen::V,башлау,початися
801,enden::V,бөтөү,кінчитися
802,enden::V,тамамланыү,кінчитися
803,wechseln::V,үҙгәреү,мінятися
804,aufgehen[Sonne]::V,ҡалҡыу,зійти
805,untergehen[Sonne]::V,байыу,зайти
806,scheinen[Sonne]::V,яҡтыртып тороу,світити
807,donnern::V,күкрәү,гриміти
808,wehen::V,иҫеү,віяти
809,strömen::V,ташыу,литися
810,fließen::V,ағыу,текти
811,sich drehen::V,әйләнеү,обертатися
812,schwanken::V,тирбәлеү,коливатися
813,schwingen::V,бәүетеү,хитатися
814,schwingen::V,бәүетеү,гойдатися
815,fallen::V,йығылыу,падати
816,brennen::V,яныу,горіти
817,rauchen::V,төтәү,диміти
818,regnen::V,ямғыр яуа,дощити
819,gefrieren::V,туңыү,змерзнути
820,tauen::V,иреү,танути
821,schmelzen::V,иреү,плавитися
822,trocknen::V,кибеү,сохнути
823,sieden::V,ҡайнау,кипіти
824,faulen::V,сереу,гнити
825,verfaulen::V,сереу,згнити
826,reißen::V,өҙөү,рватися
827,reißen::V,йыртылыу,рватися
828,versinken::V,батыу,тонути
829,vergehen::V,үтеү,проходити
830,erscheinen::V,килеп сығыу,з’явитися
831,verschwinden::V,юғалыу,щезнути
832,verschwinden::V,юғалыу,зникнути
833,sinken::V,түбәнәйеү,спадати
834,abnehmen::V,кәметеү,поменшитися
835,zunehmen::V,артыу,збільшуватися
836,steigen::V,күтәрелеү,підніматися
837,wachsen::V,үҫеү,рости
838,glänzen::V,ялтырау,блищати
839,funkeln::V,баҙлау,блискати
840,lärmen::V,шаулау,шуміти
841,läuten::V,ҡағыу,дзвонити
842,klingeln::V,ҡағыу,дзвонити
843,klingeln::V,шылтыратыу,дзвонити
844,klirren::V,шылтыратыу,дзвякати
845,brausen::V,ҡотороноу,бушувати
846,rauschen::V,шыптырлау,шелестіти
847,klingen::V,яңғырау,лунати
848,klingen::V,яңғырау,звучати
849,bellen::V,өрөү,гавкати
850,heulen::V,олоу,вити
851,blasen::V,өрөү,дунути
852,pfeifen::V,һызғырып ебәреү,свистіти
853,schreien::V,ҡысҡырыу,кричати
854,stöhnen::V,уңғырашыу,стогнати
855,zittern::V,ҡалтырау,тремтіти
856,leben::V,йәшәү,жити
857,geboren werden::V,тыуыу,народитися
858,atmen::V,тын алыү,дихати
859,trinken::V,эсеү,пити
860,essen::V,ашау,їсти
861,schlucken::V,йотоу,ковтати
862,müde werden::V,арыу,втомитися
863,einschlafen::V,йоҡлап китеү,заснути
864,schlafen::V,йоҡлау,спати
865,aufwachen::V,уяныу,прокинутися
866,aufstehen::V,тороу,встати
867,sich erholen::V,ял итеү,відпочивати
868,krank werden::V,сирләү,захворіти
869,krank sein::V,сирләү,хворіти
870,schmerzen::V,ауыртыу,боліти
871,husten::V,йүтәлләү,кашляти
872,genesen::V,һауығыу,одужати
873,genesen::V,һауығыу,видужати
874,sterben::V,үлеү,померти
875,umkommen::V,һәләк булыу,згинути
876,sich bewegen::V,хәрәкәт итеү,рухатися
877,sich rühren::V,ҡуҙғалыу,ворушитися
878,sich erheben::V,тороу,встати
879,sich setzen::V,ултырыу,сісти
880,hinfallen::V,ҡолау,упасти
881,laufen::V,йөрөү,ходити
882,schreiten::V,атлау,крокувати
883,spazierengehen::V,ял итеп йороү,гуляти
884,eilen::V,ашығыу,спішити
885,eilen::V,ҡабаланыу,спішити
886,sich beeilen::V,ашығыу,поспішати
887,sich beeilen::V,ҡабаланыу,поспішати
888,sausen::V,елеү,мчатися
889,rennen::V,йүгеп йөрөү,бігати
890,springen::V,һикереү,скакати
891,springen::V,һикереү,стрибати
892,klettern::V,үрмәләү,лазити
893,klettern::V,үрмәләп менеү,лазити
894,schaukeln::V,сайҡалыу,гойдатися
895,kriechen::V,шыуышыу,повзати
896,schwimmen::V,йоҙөү,пливти
897,schwimmen::V,йоҙөү,плавати
898,tauchen::V,сумыу,пірнати
899,rudern::V,ишеү,гребти
900,rudern::V,ишеү,веслувати
901,fahren::V,йөрөү,їхати
902,fliegen::V,осоу,літати
903,gehen::V,барыу,іти
904,weggehen::V,китеү,піти
905,abfahren::V,сығыу,від’їхати
906,abfahren::V,сығыу,відправитися
907,anhalten::V,тукталыу,зупинитися
908,hineingehen::V,инеү,входити
909,eintreten::V,инеү,увійти
910,kommen::V,килеү,прийти
911,ankommen::V,килеү,прибути
912,zurückkommen::V,ҡайтыу,повернутися
913,bleiben::V,ҡалыу,залишитися
914,warten::V,көтөп тороу,чекати
915,erwarten::V,көтөү,чекати
916,suchen::V,эҙләү,шукати
917,finden::V,табыу,знайти
918,versuchen::V,тырышып ҡарау,випробовувати
919,vorbereiten::V,әҙерләү,підготувати
920,lieben::V,яратыу,любити
921,mögen::V,һөйөү,любити
922,mögen::V,һөйөү,подобатися
923,mögen::V,яратыу,любити
924,mögen::V,яратыу,подобатися
925,lachen::V,көлөү,сміятися
926,rühren::V,ҡағылыу,розчулити
927,weinen::V,илау,плакати
928,schimpfen::V,һүгенеү,лаятися
929,schimpfen::V,тиргәнеү,лаятися
930,schimpfen::V,һуҡраныу,лаятися
931,sich ärgern::V,асыуланыу,сердитися
932,sich fürchten::V,ҡурҡыу,боятися
933,fürchten::V,ҡурҡыу,боятися
934,fliehen::V,ҡасыу,тікати
935,flüchten::V,ҡасыу,утекти
936,sehen::V,күреү,бачити
937,anschauen::V,ҡарау,поглянути
938,ansehen::V,ҡарау,дивитися на
939,ansehen::V,тикшереү,дивитися на
940,hören::V,ишетеү,чути
941,zuhören::V,тыңлау,слухати
942,probieren::V,татыу,покуштувати
943,riechen::V,еҫкәү,нюхати
944,fühlen::V,тойоу,відчувати
945,scheinen::V,кеүек күренеү,здаватися
946,scheinen::V,тойолоу,здаватися
947,zu sehen sein::V,күренеү,виднітися
948,vernehmen::V,ишетеү,почути
949,frieren::V,туңыү,мерзнути
950,tun::V,яһау,робити
951,tun::V,әшләү,робити
952,können::V,алыу,могти
953,können::V,мөмкин булыу,могти
954,wollen::V,теләү,хотіти
955,anfangen::V,башлау,почати
956,beenden::V,бөтөрөү,закінчити
957,beenden::V,тамамлау,закінчити
958,aufhören::V,туктау,перестати
959,gelingen::V,уңышлы булыу,вдатися
960,geraten::V,булып сығыу,опинитися
961,öffnen::V,асыу,відкрити
962,schließen::V,йомоу,закрити
963,stellen::V,ҡуйыу,поставити
964,setzen::V,урынлаштырыу,посадити
965,legen::V,һалыу,класти
966,berühren::V,тейеү,чіпати
967,berühren::V,ҡағылыу,чіпати
968,verbinden::V,ҡушыу,зв’язати
969,verbinden::V,бәйләү,зв’язати
970,bedecken::V,ҡаплау,покрити
971,aufhängen::V,элеү,повісити
972,anzünden::V,тоҡандырыу,запалити
973,aufheben::V,мендереү,підняти
974,zurücklassen::V,ҡалдырыу,залишити
975,verlieren::V,юғалтыу,загубити
976,fallen lassen::V,төшөрөп ебәреү,упустити
977,machen::V,яһау,зробити
978,machen::V,эшләү,зробити
979,herstellen::V,эшләп сығарыу,виготовити
980,bauen::V,төҙөү,будувати
981,reparieren::V,төҙәтеү,лагодити
982,verbessern::V,яҡшыртыу,поліпшити
983,ändern::V,үҙгәртеү,змінити
984,graben::V,ҡаҙыу,копати
985,beugen::V,бөгөү,зігнути
986,biegen::V,бөгөү,погнути
987,drehen::V,өйрөлтөү,вертіти
988,drehen::V,әйләндереү,вертіти
989,wenden::V,әйләндереү,повернути
990,umdrehen::V,түңкәреү,перевернути
991,heben::V,күтәреү,піднімати
992,heben::V,мендереү,піднімати
993,hochheben::V,күтәреү,підняти
994,ergreifen::V,тотоп алыу,схопити
995,halten::V,тотоу,тримати
996,drücken::V,ҡыҫыу,натискати
997,schieben::V,этеү,пхати
998,schieben::V,этеү,штовхати
999,schieben::V,төртөү,пхати
1000,schieben::V,төртөү,штовхати
1001,kratzen::V,ҡырыу,шкребти
1002,lecken::V,ялау,лизати
1003,beißen::V,тешләү,кусати
1004,abreißen::V,өҙөү,відірвати
1005,abschneiden::V,ҡырҡыу,відрізати
1006,binden::V,бәйләү,в’язати
1007,stecken::V,ҡаҙау,увіткнути
1008,brechen::V,боҙоу,зламати
1009,klopfen::V,шаҡылдау,стукати
1010,hauen::V,туҡмау,бити
1011,kleben::V,йәбештереү,клеїти
1012,reiben::V,ыуыу,терти
1013,reiben::V,ышҡыу,терти
1014,streichen::V,яғыу,намазати
1015,schleifen::V,үткерләү,точити
1016,schneiden::V,ҡырҡыу,різати
1017,rütteln::V,һелкетеү,хитати
1018,schütteln::V,һелкетеү,трясти
1019,schwenken::V,болғау,махати
1020,schütten::V,ҡойоу,налити
1021,füllen::V,тултырыу,наповнити
1022,einwickeln::V,төрөү,загорнути
1023,tragen::V,алып барыу,нести
1024,schleppen::V,һөйрәү,тягти
1025,ziehen::V,тартыу,тягнути
1026,aufbewahren::V,һаҡлау,зберігати
1027,werfen::V,ырғытыу,кидати
1028,fangen::V,тотоу,ловити
1029,packen::V,етеү,схопити
1030,packen::V,тотоп алыу,схопити
1031,verstecken::V,йәшереү,сховати
1032,teilen::V,бүлеү,розділити
1033,schicken::V,ебәреү,посилати
1034,bringen::V,килтереү,принести
1035,hinzufügen::V,өтәү,додати
1036,bekommen::V,алыу,дістати
1037,erhalten::V,алыу,одержати
1038,nehmen::V,алыу,взяти
1039,wählen::V,һайлаү,вибрати
1040,auswählen::V,һайлап алыу,відібрати
1041,bewahren::V,һаҡлау,зберегти
1042,behindern::V,тотҡарлыҡ яһау,перешкоджати
1043,verderben::V,боҙоу,зіпсувати
1044,beschädigen::V,боҙоу,зашкодити
1045,zerbrechen::V,ҡыйратыу,розбити
1046,zerreißen::V,йыртыу,розірвати
1047,zerstören::V,емереү,зруйнувати
1048,verbrennen::V,үртәү,спалити
1049,geben::V,биреү,дати
1050,reichen::V,биреү,передати
1051,schenken::V,бүләк итеү,дарувати
1052,versprechen::V,вәғәҙә биреү,обіцяти
1053,wünschen::V,теләу,бажати
1054,loben::V,маҡтау,хвалити
1055,küssen::V,үбеү,цілувати
1056,wiegen::V,бәүетеү,качати
1057,wiegen::V,тирбәтеү,качати
1058,zudecken::V,ҡаплау,накрити
1059,wecken::V,уятыу,розбудити
1060,zeigen::V,күрһәтеү,показати
1061,führen::V,етәкләү,вести
1062,lehren::V,уҡытыу,вчити
1063,lehren::V,өйрәтеү,вчити
1064,unterrichten::V,уҡытыу,викладати
1065,aufziehen::V,тәрбиәле,виховати
1066,leiten::V,етәкләү,керувати
1067,leiten::V,етәкселек итеү,керувати
1068,antreiben::V,ашыҡтырыу,підганяти
1069,lassen::V,мәжбүр итеү,змусити
1070,einladen::V,саҡырыу,запросити
1071,vereinigen::V,берләштереү,об’єднати
1072,besuchen::V,килеп сығыу,завітати
1073,besuchen::V,килеп сығыу,відвідати
1074,treffen::V,тойоү,зустріти
1075,treffen::V,осратыу,зустріти
1076,treffen::V,ҡаршылау,зустріти
1077,sich versammeln::V,йыйылыу,зібратися
1078,spielen::V,тартыу,грати
1079,singen::V,йырлау,співати
1080,tanzen::V,бейеү,танцювати
1081,sich trennen::V,айырылышыу,розлучитися
1082,verlassen::V,ташлау,покинути
1083,verlassen::V,ташлап китеү,покинути
1084,retten::V,ҡотҡарыу,врятувати
1085,bewachen::V,һаҡлау,охороняти
1086,schützen::V,һаҡлау,уберігати
1087,verteidigen::V,яҡлау,захистити
1088,sich schlagen::V,һуғышыу,битися
1089,sich schlagen::V,һуғышыу,дратися
1090,schießen::V,атыу,стріляти
1091,siegen::V,еңеү,перемогти
1092,ärgern::V,асыуландырыу,сердити
1093,schlagen::V,бәреү,ударити
1094,schlagen::V,туҡмау,ударити
1095,treten::V,тибеү,штовхати
1096,treten::V,типкеләү,штовхати
1097,stechen::V,сәнсеү,вколоти
1098,stoßen::V,этеү,штовхнути
1099,stoßen::V,төртөү,штовхнути
1100,stehlen::V,урлау,украсти
1101,stören::V,ҡамасаулау,перешкодити
1102,belästigen::V,бимазалау,докучати
1103,belästigen::V,ҡамасаулау,докучати
1104,verbergen::V,йәшереү,сховати
1105,täuschen::V,ултыртыу,обдурити
1106,betrügen::V,алдау,зшахраювати
1107,töten::V,үлтереү,убити
1108,wohnen::V,йәшәү,жити
1109,wohnen::V,йәшәү,мешкати
1110,arbeiten::V,эшләү,працювати
1111,sammeln::V,йыйыу,зібрати
1112,pflücken::V,өҙөү,зривати
1113,jagen::V,аулау,полювати
1114,fischen::V,аулау,рибалити
1115,fassen::V,тотоу,піймати
1116,hüten::V,көтөү,пасти
1117,treiben::V,ҡыуыу,гнати
1118,anbinden::V,бәйләү,прив’язати
1119,füttern::V,ашатыу,годувати
1120,füttern::V,ашатыу,харчувати
1121,melken::V,һауыү,доїти
1122,hacken::V,турау,рубати
1123,hacken::V,тапау,рубати
1124,gießen::V,ҡойоу,полити
1125,reifen::V,өлғөрөү,дозріти
1126,zubereiten::V,бешереү,зготовити
1127,zubereiten::V,бешереү,приготувати
1128,kochen::V,бешереү,варити
1129,kochen::V,бешереү,готувати
1130,backen::V,бешереү,пекти
1131,braten::V,ҡурыу,смажити
1132,umrühren::V,ҡатнаштырыу,переміщати
1133,stricken::V,бәйләү,в’язати
1134,nähen::V,тегеү,шити
1135,färben::V,буяу,пофарбувати
1136,reinigen::V,таҙартыу,очистити
1137,waschen::V,йыуыу,мити
1138,abwischen::V,һөртөү,витерти
1139,spülen::V,сайҡау,полоскати
1140,fegen::V,һепереү,підмітати
1141,kehren::V,һепереү,мести
1142,baden::V,һыу инеү,купатися
1143,sich waschen::V,йыуыныу,митися
1144,ausziehen::V,сисеү,зняти
1145,anziehen::V,кейеү,надіти
1146,sich anziehen::V,кейенеү,одягтися
1147,sich anziehen::V,кейенеү,одягнутися
1148,kämmen::V,тарау,зачесати
1149,schmücken::V,биҙәү,оздобити
1150,sagen::V,әйтеү,сказати
1151,sprechen::V,әйтеү,говорити
1152,sprechen::V,һөйләшеү,говорити
1153,reden::V,һөйләшеү,розмовляти
1154,sich unterhalten::V,әңгәмәләшеү,бесідувати
1155,fragen::V,һорау,запитати
1156,bitten::V,үтенеү,просити
1157,erzählen::V,һөйләү,розповісти
1158,mitteilen::V,әйтеү,повідомити
1159,nennen::V,атау,назвати
1160,nennen::V,исемләү,назвати
1161,rufen::V,саҡырыу,кликати
1162,prahlen::V,маҡтаныу,хвалитися
1163,prahlen::V,шапырыныу,хвалитися
1164,übersetzen::V,тәржемә итеү,перекласти
1165,denken::V,уйлау,думати
1166,denken::V,уйлау,мислити
1167,glauben::V,ышаныу,вірити
1168,bemerken::V,күреү,помітити
1169,erkennen::V,таныу,пізнати
1170,begreifen::V,аңлау,осягнути
1171,verstehen::V,аңлау,почути
1172,lernen::V,өйрәнеү,навчатися
1173,wissen::V,белеү,знати
1174,sich erinnern an::V,хәтергә алыу,пам’ятати
1175,vergessen::V,онотоу,забути
1176,messen::V,үлсәү,міряти
1177,zählen::V,һанау,лічити
1178,rechnen::V,һанау,рахувати
1179,lesen::V,уҡыу,читати
1180,malen::V,һүрәт яһау,малювати
1181,malen::V,рәсем төшөрөү,малювати
1182,zeichnen::V,һүрәт яһау,рисувати
1183,zeichnen::V,рәсем төшөрөү,рисувати
1184,schreiben::V,яҙыу,писати
1185,besitzen::V,биләү,мати
1186,kaufen::V,һатып алыу,купити
1187,verkaufen::V,һатыу,продати
1188,bezahlen::V,түләү,заплатити
1189,zahlen::V,түләү,платити
1190,beherrschen::V,биләү,володіти
1191,ertragen::V,түҙеү,витерпіти
