,Concept_ID,ba,mhr
326,Seite::N,яҡ,ӧ́рдыж
327,Mitte::N,урталыҡ,покше́л
328,Gegenstand::N,нәмә,наста́
329,Sache::N,нәмә,наста́
330,Sache::N,әйбер,наста́
331,Rand::N,сит,тӱр
332,Kante::N,ҡабырға,тӱр
333,Kante::N,ян,тӱр
334,Ecke::N,мөйөш,лук
335,Spitze::N,ос,вуй
336,Ende::N,аҙаҡ,муча́ш
337,Loch::N,тишек,рож
338,Winkel::N,мөйөш,лук
339,Muster::N,биҙәк,пеза́к
340,Muster::N,биҙәк,узо́р
341,Muster::N,биҙәк,ӱ́лгӧ
342,Größe::N,ҙурлыҡ,кӱ́кшыт
343,Länge::N,оҙонлоҡ,ку́тыш
344,Höhe::N,бейеклек,кӱ́кшыт
345,Gewicht::N,үлсәү,не́лыт
346,Menge::N,һан,чот
347,Haufen::N,өйөм,кы́шыл
348,Reihe::N,рәт,рада́м
349,Boot::N,кәмә,пуш
350,Ruder::N,ишкәк,эшка́к
351,Schlitten::N,сана,тер
352,Schlitten::N,сана,изде́р
353,Ski::N,саңгы,е́че
354,Lagerfeuer::N,костер,туло́то
355,Last::N,ауырлыҡ,нӧ́лтыш
356,Gang::N,барыу,ошкылма́ш
357,Schritt::N,аҙым,о́шкыл
358,Norden::N,төньяҡ,йӱдйыма́л
359,Süden::N,көньяҡ,кечывалве́л
360,Westen::N,көнбайыш,касве́л
361,Osten::N,көнсығыш,эрве́л
362,Holz::N,үағас,пу
363,Brett::N,таҡта,оҥа́
364,Platte::N,плита,аста́р
365,Stütze::N,терәк,чара́к
366,Stange::N,кәртә,лома́ш
367,Stock::N,таяҡ,тоя́
368,Stab::N,ҡолға,вара́
369,Stab::N,ҡолға,кашта́
370,Rohr::N,торба,пуч
371,Haus::N,өй,пӧрт
372,Haus::N,йорт,пӧрт
373,Heim::N,өй,мӧ́ҥгӧ
374,Ofen::N,мейес,комака́
375,Fußboden::N,енес,кӱва́р
376,Tisch::N,өҫтәл,ӱсте́л
377,Stuhl::N,ултырғыс,пӱке́н
378,Wiege::N,бишек,шепка́
379,Bett::N,карауат,ва́кшыш
380,Regal::N,кәштә,шӧ́рлык
381,Kiste::N,йәшинк,шо́ндык
382,Kiste::N,йәшинк,я́шлык
383,Fenster::N,тәҙрә,окна́
384,Tür::N,ишек,омса́
385,Tor::N,ҡапҡа,капка́
386,Zaun::N,ҡойма,сава́р
387,Dach::N,түбә,леве́дыш
388,Dach::N,ҡыйыҡ,леве́дыш
389,Leiter::N,баҫҡыс,тошка́лтыш
390,Besen::N,һепертке,ӱштерво́штыр
391,Spaten::N,көрәк,ко́льмо
392,Schaufel::N,көрәк,сово́к
393,Schaufel::N,көрәк,су́ско
394,Gabel::N,сәнске,ви́лке
395,Löffel::N,ҡалаҡ,па́не
396,Löffel::N,ҡалаҡ,совла́
397,Messer::N,бысаҡ,кӱ́зӧ
398,Nagel::N,сөй,пуда́
399,Netz::N,ау,вапш
400,Haken::N,ыргаҡ,са́гыле
401,Griff::N,тотҡа,кыл
402,Schloss::N,йоҙаҡ,кӧгӧ́н
403,Bild::N,картина,сӱре́т
404,Figur::N,һын,фигу́р
405,Puppe::N,ҡурсаҡ,курча́к
406,Beutel::N,тоҡ,меша́к
407,Bündel::N,төргәк,арша́ш
408,Tasche::N,сумка,сумка́
409,Eimer::N,биҙрә,ведра́
410,Deckel::N,ҡапҡас,ко́мдыш
411,Geschirr::N,һауыт-һаба,а́те
412,Sack::N,тоҡ,куль
413,Sack::N,тоҡ,меша́к
414,Tasse::N,сынаяҡ,чу́кыр
415,Tasse::N,сынаяҡ,чашка́
416,Topf::N,кәстрүл,ми́ске
417,Kessel::N,ҡаҙан,под
418,Essen::N,ашау,ко́чкыш
419,Nahrung::N,аҙыҡ,ку́рго
420,Speise::N,аш,ко́чкыш
421,Fleisch::N,ит,шыл
422,Getreide::N,иген,шу́рно
423,Getreide::N,ашлыҡ,шу́рно
424,Brei::N,бутҡа,пу́чымыш
425,Brot::N,икмәк,ки́нде
426,Scheibe::N,телем,ка́тыш
427,Fett::N,май,коя́
428,Butter::N,май,ӱй
429,Öl::N,май буяуы,ӱй
430,Salz::N,тоҙ,шинча́л
431,Suppe::N,һурпа,шӱр
432,Honig::N,бал,мӱй
433,Milch::N,һөт,шӧр
434,Tee::N,сәй,чай
435,Leder::N,күн,сура́н
436,Leder::N,күн,шӱ́штӧ
437,Wolle::N,йөн,пун
438,Stoff::N,туҡыма,куэ́м
439,Stoff::N,туҡыма,посто́
440,Nadel::N,энә,и́ме
441,Faden::N,еп,шӱ́ртӧ
442,Knopf::N,төймә,по́лдыш
443,Knoten::N,төйөн,пышке́м
444,Farbe::N,буяу,чия́
445,Kleidung::N,кейем,чие́м
446,Kleidung::N,кейем,вурге́м
447,Hemd::N,күлдәк,ту́выр
448,Kragen::N,яға,сога́
449,Ärmel::N,ең,шокш
450,Hose::N,салбар,йола́ш
451,Gürtel::N,ҡайыш,ӱ́штӧ
452,Mütze::N,бүрк,упш
453,Schuh::N,туфли,боти́нке
454,Stiefel::N,итек,кем
455,Ring::N,йөҙөк,шерга́ш
456,Ring::N,балдаҡ,шерга́ш
457,Band::N,таҫма,тасма́
458,Band::N,таҫма,ле́нте
459,Kamm::N,тараҡ,шерге́
460,Spiegel::N,көзгө,вошто́нчыш
461,Riemen::N,ҡайыш,кӱзанӱ́штӧ
462,Schnur::N,бау,кере́м
463,Schnur::N,бау,кандыра́
464,Leine::N,бау,вӱра́ҥ
465,Decke::N,одеяд,леве́дыш
466,Decke::N,одеяд,одея́л
467,Kissen::N,мендәр,кӱ́пчык
468,Tuch::N,яулыҡ,шо́выч
469,Handtuch::N,таҫтамал,со́лык
470,Kraft::N,көс,вий
471,Kraft::N,көс,куа́т
472,Stärke::N,көс,куа́т
473,Stärke::N,көс,карма́н
474,Gesundheit::N,һаулыҡ,таза́лык
475,Krankheit::N,сир,чер
476,Krankheit::N,ауырыу,чер
477,Schmerz::N,һыҙлау,ко́рштыш
478,Schmerz::N,әрнеү,ко́рштыш
479,Wunde::N,йәрәхәт,су́сыр
480,Fieber::N,тапма,йӱштыму́ж
481,Fieber::N,тапма,лихора́дке
482,Fieber::N,биҙгәк,йӱштыму́ж
483,Fieber::N,биҙгәк,лихора́дке
484,Arznei::N,дарыу,эм
485,Brücke::N,күпер,кӱва́р
486,Brunnen::N,ҡоҙоҡ,вӱдвыне́м
487,Weide::N,көтөүлек,нурше́р
488,Pfad::N,һуҡмаҡ,йолго́рно
489,Pfad::N,һуҡмаҡ,сокма́к
490,Weg::N,юл,ко́рно
491,Straße::N,урам,ко́рно
492,Dorf::N,ауыл,ял
493,Stadt::N,ҡала,ола́
494,Brief::N,хат,се́рыш
495,Buch::N,китап,книга́
496,Buch::N,кенәгә,книга́
497,Buchstabe::N,хәреф,буква́
498,Zeitung::N,гәзит,газе́т
499,Leben::N,йәшәү,и́лыш
500,Tod::N,үлем,колыма́ш
501,Grab::N,ҡәбер,шӱга́р
502,Kirche::N,сиркәү,че́рке
503,Sünde::N,гөнаһ,су́лык
504,Gott::N,алла,ю́мо
505,Gott::N,хоҙай,ю́мо
506,Arbeiter::N,эшсе,паша́зе
507,Chef::N,башлыҡ,тӧра́
508,Meister::N,оҫта,маста́р
509,Arzt::N,врач,врач
510,Lehrer::N,уҡытыусы,ту́ныктышо
511,Geld::N,аҡса,окса́
512,Geschäft::N,эш,сатулыма́ш
513,Laden::N,магазин,ке́выт
514,Preis::N,хаҡ,ак
515,Ware::N,тауар,сату́
516,Nutzen::N,файҙа,пайда́
517,Reichtum::N,байлыҡ,поя́нлык
518,Welt::N,донъя,тӱня́
519,Land::N,ил,эл
520,Staat::N,дәүләт,кугыжа́ныш
521,König::N,король,кугыжа́
522,Macht::N,власть,власть
523,Grenze::N,сик,грани́ца
524,Krieg::N,һуғыш,сар
525,Feind::N,йылан,тушма́н
526,Gewalt::N,көслөк,виешлыма́ш
527,Kampf::N,көрәш,кредалма́ш
528,Bogen[Waffe]::N,йәйә,юҥе́ж
529,Pfeil::N,уҡ,пикш
530,Gewehr::N,мылтыҡ,пыча́л
531,Fehler::N,хата,йо́ҥылыш
532,Lüge::N,ялған,шоя́к
533,Schaden::N,зыян,зия́н
534,Schaden::N,зарар,зия́н
535,Unglück::N,ҡаза,эҥге́к
536,Schuld::N,ғәйеп,тита́к
537,Schuld::N,ғәйеп,йола́
538,Alter::N,йәш,ийго́т
539,Schluss::N,һуң,муча́ш
540,Schluss::N,аҙаҡ,муча́ш
541,Zeit::N,мәл,жап
542,Zeit::N,мәл,па́гыт
543,Zeit::N,заман,жап
544,Zeit::N,заман,па́гыт
545,Tag::N,көн,ке́че
546,Morgen::N,иртә,эр
547,Morgen::N,иртәнсәк,эр
548,Mittag::N,төш,кечыва́л
549,Abend::N,кис,кас
550,Nacht::N,төн,йӱд
551,Woche::N,аҙна,арня́
552,Monat::N,ай,ты́лзе
553,Jahr::N,йыл,ий
554,Frühling::N,яҙ,шо́шо
555,Sommer::N,йәй,кеҥе́ж
556,Herbst::N,көз,шы́же
557,Winter::N,ҡыш,те́ле
558,Januar::N,ғинуар,шоркыйол
559,Januar::N,ғинуар,идалыкву́й
560,Januar::N,ғинуар,янва́рь
561,Februar::N,февраль,пургыж
562,Februar::N,февраль,февра́ль
563,März::N,март,ӱярня
564,März::N,март,март
565,April::N,апрель,апре́ль
566,Mai::N,май,ага
567,Mai::N,май,май
568,Juni::N,июнь,пеледыш
569,Juni::N,июнь,ию́нь
570,Juli::N,июль,сӱрем
571,Juli::N,июль,ию́ль
572,August::N,август,сорла
573,August::N,август,агарма́н
574,August::N,август,а́вгуст
575,September::N,сентябрь,идым
576,September::N,сентябрь,сентя́брь
577,Oktober::N,октябрь,шыжа
578,Oktober::N,октябрь,октя́брь
579,November::N,ноябрь,кылме тылзе
580,November::N,ноябрь,ноя́брь
581,Dezember::N,декабрь,дека́брь
582,Montag::N,дүшәмбе,шо́чмо
583,Dienstag::N,шишәмбе,ку́шкыжмо
584,Mittwoch::N,шаршамбы,вӱрге́че
585,Donnerstag::N,кесаҙна,изарня́
586,Freitag::N,йома,кугарня́
587,Samstag::N,шәмбе,шуматке́че
588,Sonntag::N,йәкшәмбе,рушарня́
589,groß::A,ҙур,кугу́
590,klein::A,бәләкәс,изи́
591,lang::A,оҙон,кужу́
592,kurz::A,ҡыҫҡа,кӱ́чык
593,breit::A,киң,кумда́
594,schmal::A,тар,а́ҥысыр
595,dicht::A,йыш,ну́гыдо
596,dicht::A,ҡуйы,ну́гыдо
597,dick[Gegenstand]::A,ҡалын,кӱ́жгӧ
598,dünn::A,йоҡа,ви́чкыж
599,dünn::A,нәҙек,ви́чкыж
600,fein::A,нескә,ты́гыде
601,fest::A,ныҡ,чо́ткыдо
602,flach::A,яҫы,лапка́
603,flach::A,ялпаҡ,лапка́
604,glatt::A,шыма,яклака́
605,hart::A,ҡаты,пе́ҥгыде
606,weich::A,йомшаҡ,пу́шкыдо
607,rund::A,түңәрәк,йырге́шке
608,spitz::A,осло түбәле,коша́р
609,scharf::A,үткер,пӱ́сӧ
610,stumpf::A,утмәҫ,токма́к
611,schwer::A,ауыр,не́ле
612,schön::A,матур,сы́лне
613,heiß::A,эҫе,шо́кшо
614,warm::A,йылы,ле́ве
615,kalt::A,һыуыҡ,йӱ́штӧ
616,kühl::A,һалҡынса,юа́лге
617,kühl::A,һалҡынса,южгата́
618,frisch::A,һалҡынса,свежа́
619,feucht::A,еүеш,вӱ́дыжгӧ
620,feucht::A,дымлы,вӱ́дыжгӧ
621,nass::A,еүеш,нӧ́рӧ
622,trocken::A,кипкән,ку́кшо
623,voll::A,тулы,тич
624,leer::A,буш,яра́
625,offen::A,асыҡ,виш
626,geschlossen::A,ябыҡ,пе́тырыме
627,geschlossen::A,ябыҡ,тӱ́чмӧ
628,sauber::A,таҙа,ару́
629,sauber::A,таҙа,янда́р
630,schmutzig::A,бысраҡ,лавыра́н
631,schmutzig::A,бысраҡ,ла́выргыше
632,roh::A,сей,кӱ́чымӧ
633,reif::A,өлгөрғән,лӧза́
634,lecker::A,тәмле,ту́тло
635,süß::A,тямле,ше́ре
636,süß::A,тәм-том,ше́ре
637,bitter::A,әсе,ко́чо
638,sauer::A,әсе,шо́по
639,hell::A,яҡты,во́лгыдо
640,dunkel::A,ҡараңғы,пычке́мыш
641,schwarz::A,ҡара,шола́
642,weiß::A,аҡ,ош
643,rot::A,матур,йошка́р
644,rot::A,һылыу,йошка́р
645,rot::A,сибәр,йошка́р
646,gelb::A,һары,сар
647,blau::A,күк,ка́нде
648,grün::A,йәшел,ужа́р
649,grau::A,буҙ,сур
650,bunt::A,сыбар,олача́
651,bunt::A,ала-ҡола,олача́
652,billig::A,арзан,шу́лдо
653,teuer::A,ҡыйбатлы,ше́рге
654,wertvoll::A,ҡиммәтле,шергака́н
655,blind::A,һуҡыр,со́кыр
656,taub::A,һаңғырау,соҥгыра́
657,kräftig::A,көслө,куа́тле
658,kräftig::A,ҡеүәтле,куа́тле
659,stark::A,көслө,вия́н
660,stark::A,ҡеүәтле,вия́н
661,schwach::A,көсһөҙ,а́лдыме
662,fett::A,һимеҙ,коя́
663,schlank::A,зифа,йоштката́
664,schlank::A,зифа,яжу́
665,hübsch::A,матур,чеве́р
666,böse::A,асыулы,шы́де
667,dumm::A,иҫәр,аҥыра́
668,faul::A,иренсәк,його
669,fleißig::A,тырыш,ты́ршыше
670,geizig::A,һаран,чаҥга́
671,klug::A,аҡыллы,уша́н
672,geschickt::A,оҫта,уста́
673,lieb::A,яғымлы,ала́л
674,lustig::A,күңелле,весела́
675,sanft::A,йыуаш,ны́жылге
676,hungrig::A,ас,шу́жышо
677,krank::A,сирле,че́рле
678,krank::A,ауырыу,че́рле
679,nackt::A,яланғас,чарама́т
680,traurig::A,яманһыу,ойга́н
681,lebendig::A,тере,и́лыше
682,lebendig::A,йәнле,и́лыше
683,gut::A,яҡшы,сай
684,schlecht::A,хөрт,уда́
685,schlecht::A,хөрт,шӱ́кшӧ
686,schlecht::A,алама,уда́
687,schlecht::A,алама,шӱ́кшӧ
688,richtig::A,дөрөҫ,чы́нле
689,schlimm::A,хөрт,аля́к
690,schlimm::A,хөрт,тыра́н
691,schlimm::A,алама,аля́к
692,schlimm::A,алама,тыра́н
693,wahr::A,дөрөҫ,чы́нле
694,wahr::A,дөрөҫ,настоя́щий
695,alt::A,иҫке,то́што
696,alt::A,боронғо,то́што
697,neu::A,яңы,у
698,ehemalig::A,элекке,о́нчычсо
