,Concept_ID,vep,da
843,funkeln::V,hoštta,tindre
844,lärmen::V,robaita,larme
845,läuten::V,judaita,ringe
846,klingeln::V,kelotada,ringe
847,klirren::V,biraita,klirre
848,brausen::V,bruncta,bruse
849,rauschen::V,šobaita,suse
850,klingen::V,heläita,lyde
851,klingen::V,heläita,klinge
852,bellen::V,nutta,gø
853,heulen::V,ulaita,hyle
854,blasen::V,puhuda,blæse
855,pfeifen::V,pistta,fløjte
856,pfeifen::V,vihelta,fløjte
857,schreien::V,kirkta,skrige
858,schreien::V,kidastada,skrige
859,stöhnen::V,ohkta,stønne
860,stöhnen::V,voivotada,stønne
861,zittern::V,säraita,dirre
862,zittern::V,säraita,skælve
863,leben::V,eläda,leve
864,geboren werden::V,sünduda,fødes
865,atmen::V,henktä,ånde
866,trinken::V,joda,drikke
867,essen::V,söda,spise
868,schlucken::V,lainata,synke
869,müde werden::V,väzuda,blive træt
870,müde werden::V,šuštuda,blive træt
871,einschlafen::V,uinota,falde i søvn
872,schlafen::V,magata,sove
873,schlafen::V,nukkuda,sove
874,aufwachen::V,heraštuda,vågne
875,aufstehen::V,nousta,stå op
876,sich erholen::V,lebaitas,komme sig
877,krank werden::V,läžegata,blive syg
878,krank sein::V,läžuda,være syg
879,schmerzen::V,kibištada,smerte
880,husten::V,rügda,hoste
881,genesen::V,tervehtuda,komme sig
882,sterben::V,kolda,dø
883,umkommen::V,kolda,omkomme
884,sich bewegen::V,likkuda,bevæge sig
885,sich rühren::V,likahtada,røre på sig
886,sich rühren::V,kubahtada,røre på sig
887,sich erheben::V,nousta,rejse sig
888,sich setzen::V,išttas,sætte sig
889,hinfallen::V,langeta,
890,laufen::V,kävuda,løbe
891,schreiten::V,astta,skride
892,schreiten::V,haškta,skride
893,spazierengehen::V,kävelta,gå en tur
894,eilen::V,kiruhtada,ile
895,sich beeilen::V,kiruhtada,skynde sig
896,sausen::V,fun'urta,suse
897,rennen::V,joksta,løbe
898,rennen::V,joksta,rende
899,springen::V,hüptä,hoppe
900,springen::V,hüptä,springe
901,klettern::V,libuda,klatre
902,schaukeln::V,čibuda,gynge
903,kriechen::V,ličtas,krybe
904,schwimmen::V,ujuda,svømme
905,tauchen::V,čukautas,dykke
906,rudern::V,souta,ro
907,fahren::V,ajada,køre
908,fahren::V,ajelda,køre
909,fliegen::V,leta,flyve
910,gehen::V,mända,gå
911,gehen::V,kävuda,gå
912,weggehen::V,päzda,gå bort
913,weggehen::V,lähtta,gå bort
914,abfahren::V,tönduda,køre bort
915,anhalten::V,seižutadas,standse
916,hineingehen::V,mända südäimehe,gå ind
917,eintreten::V,tulda,træde ind
918,kommen::V,tulda,komme
919,ankommen::V,tulda,ankomme
920,zurückkommen::V,pörtas,komme tilbage
921,bleiben::V,jäda,blive
922,bleiben::V,jäda,forblive
923,warten::V,varastada,vente
924,erwarten::V,varastada,vente
925,erwarten::V,varastada,afvente
926,suchen::V,ectä,søge
927,finden::V,löuta,finde
928,versuchen::V,ladida,forsøge
929,versuchen::V,rohkaita,forsøge
930,vorbereiten::V,vaumita,forberede
931,lieben::V,armastada,elske
932,mögen::V,navedida,holde af
933,mögen::V,navedida,kunne lide
934,lachen::V,nagrda,le
935,rühren::V,likutada,røre
936,weinen::V,itkta,græde
937,schimpfen::V,laidas,skænde
938,schimpfen::V,pačatada,skænde
939,sich ärgern::V,rändüda,ærgre sig
940,sich fürchten::V,varaita,være bange
941,fürchten::V,varaita,være bange for
942,fliehen::V,pageta,flygte
943,flüchten::V,pageta,flygte
944,flüchten::V,joksta,flygte
945,sehen::V,nähta,se
946,anschauen::V,kacta,se på
947,anschauen::V,kacta,betragte
948,ansehen::V,kacta,anse
949,hören::V,kulda,høre
950,zuhören::V,kundeltas,høre til
951,probieren::V,mujada,smage
952,probieren::V,mujada,smage på
953,riechen::V,rižada,lugte
954,fühlen::V,mujada,føle
955,scheinen::V,näguda,synes
956,zu sehen sein::V,näguda,synes
957,vernehmen::V,kulištada,erfare
958,frieren::V,kül'mdä,fryse
959,tun::V,tehta,gøre
960,können::V,voida,kunne
961,können::V,mahtta,kunne
962,wollen::V,himoita,ville
963,wollen::V,tahtoida,ville
964,anfangen::V,zavottä,begynde
965,anfangen::V,augotada,begynde
966,beenden::V,loptä,afslutte
967,aufhören::V,loptas,ophøre
968,aufhören::V,loptas,holde op
969,gelingen::V,lähtta,lykkes
970,gelingen::V,tehtas,lykkes
971,geraten::V,tulda,blive
972,öffnen::V,avaita,åbne
973,schließen::V,saubata,lukke
974,stellen::V,panda,stille
975,stellen::V,seižutada,stille
976,setzen::V,ištutada,sætte
977,legen::V,panda,lægge
978,berühren::V,koskta,berøre
979,berühren::V,käziduda,berøre
980,verbinden::V,ühtenzoitta,forbinde
981,bedecken::V,katta,dække
982,bedecken::V,katta,bedække
983,bedecken::V,peitta,dække
984,bedecken::V,peitta,bedække
985,aufhängen::V,riputada,hænge
986,aufhängen::V,riputada,hænge op
987,anzünden::V,sütutada,tænde
988,anzünden::V,sütutada,antænde
989,aufheben::V,leta,løfte
990,aufheben::V,leta,tage op
991,zurücklassen::V,jätta,lade tilbage
992,verlieren::V,kadotada,miste
993,fallen lassen::V,kirbotada,tabe
994,fallen lassen::V,kirbotada,droppe
995,machen::V,säta,gøre
996,machen::V,tehta,gøre
997,herstellen::V,tehta,fremstille
998,bauen::V,leta,bygge
999,bauen::V,sauda,bygge
1000,reparieren::V,koheta,reparere
1001,verbessern::V,paremboita,rette
1002,verbessern::V,paremboita,forbedre
1003,ändern::V,vajehtada,ændre
1004,graben::V,kaida,grave
1005,graben::V,čongoida,grave
1006,beugen::V,koverta,bøje
1007,biegen::V,painda,bøje
1008,drehen::V,punotada,dreje
1009,wenden::V,käta,vende
1010,wenden::V,kärauta,vende
1011,umdrehen::V,käta,dreje om
1012,heben::V,leta,hæve
1013,hochheben::V,libutada,løfte
1014,ergreifen::V,tabata,gribe fat i
1015,halten::V,pidada,holde
1016,drücken::V,painda,trykke
1017,schieben::V,žigutada,skyde
1018,schieben::V,žigutada,skubbe
1019,kratzen::V,künstä,klø
1020,kratzen::V,künstä,kradse
1021,lecken::V,nolda,slikke
1022,beißen::V,purda,bide
1023,beißen::V,hambastada,bide
1024,abreißen::V,ratketa,rive af
1025,abschneiden::V,čapata,skære af
1026,abschneiden::V,leikata,skære af
1027,binden::V,sidoda,binde
1028,stecken::V,čokaita,stikke
1029,brechen::V,katkaita,brække
1030,klopfen::V,kolkotada,banke
1031,hauen::V,löda,hugge
1032,kleben::V,klejata,klistre
1033,reiben::V,hosta,gnide
1034,reiben::V,törkita,gnide
1035,reiben::V,jorotada,gnide
1036,streichen::V,voita,smøre
1037,schleifen::V,hijoida,slibe
1038,schleifen::V,teravzoitta,slibe
1039,schneiden::V,leikata,skære
1040,schneiden::V,leikata,klippe
1041,rütteln::V,heilutada,ruske
1042,schütteln::V,pudištada,ryste
1043,schwenken::V,maihutada,svinge
1044,schütten::V,valada,hælde
1045,füllen::V,täutta,fylde
1046,einwickeln::V,kärdä,pakke ind
1047,tragen::V,kantta,bære
1048,tragen::V,kandišta,bære
1049,schleppen::V,vedätada,slæbe
1050,ziehen::V,vedada,trække
1051,aufbewahren::V,kaita,opbevare
1052,werfen::V,čuta,kaste
1053,werfen::V,tactä,kaste
1054,fangen::V,püta,fange
1055,packen::V,tabata,gribe
1056,verstecken::V,peitta,gemme
1057,teilen::V,jagada,dele
1058,schicken::V,oigeta,sende
1059,bringen::V,veda,bringe
1060,hinzufügen::V,ližata,tilføje
1061,bekommen::V,sada,få
1062,erhalten::V,sada,få
1063,nehmen::V,otta,tage
1064,wählen::V,valita,vælge
1065,auswählen::V,valita,udvælge
1066,bewahren::V,kaita,bevare
1067,behindern::V,telustada,hindre
1068,behindern::V,telustada,forhindre
1069,verderben::V,travida,ødelægge
1070,beschädigen::V,satatada,beskadige
1071,zerbrechen::V,mureta,brække itu
1072,zerreißen::V,rebitada,rive itu
1073,zerstören::V,mureta,ødelægge
1074,verbrennen::V,poltta,brænde
1075,geben::V,antta,give
1076,reichen::V,antta,række
1077,schenken::V,lahjoita,forære
1078,versprechen::V,toivotada,love
1079,wünschen::V,toivotada,ønske
1080,loben::V,kitta,rose
1081,küssen::V,tervehtada,kysse
1082,wiegen::V,likutada,vugge
1083,zudecken::V,katta,dække til
1084,wecken::V,noustatada,vække
1085,zeigen::V,ozutada,vise
1086,führen::V,astutada,føre
1087,lehren::V,opeta,lære
1088,unterrichten::V,opeta,undervise
1089,aufziehen::V,kazvatada,opdrage
1090,leiten::V,ohjata,lede
1091,antreiben::V,rigehtoitta,skynde på
1092,lassen::V,käskta,få til at
1093,einladen::V,kucta,indbyde
1094,einladen::V,kucta,invitere
1095,vereinigen::V,ühtenzoitta,forene
1096,besuchen::V,rižada,besøge
1097,treffen::V,vastata,møde
1098,sich versammeln::V,kägeta,forsamles
1099,sich versammeln::V,sätas,forsamles
1100,spielen::V,väta,lege
1101,spielen::V,väta,spille
1102,singen::V,pajatada,synge
1103,tanzen::V,kargaita,danse
1104,sich trennen::V,erigata,skilles
1105,verlassen::V,jätta,forlade
1106,retten::V,päzutada,redde
1107,bewachen::V,varjoita,bevogte
1108,schützen::V,kaita,skærme
1109,schützen::V,kaita,beskytte
1110,verteidigen::V,kaita,forsvare
1111,sich schlagen::V,torata,slås
1112,schießen::V,ampta,skyde
1113,siegen::V,vägestada,sejre
1114,ärgern::V,verdutada,ærgre
1115,ärgern::V,rändütada,ærgre
1116,schlagen::V,löda,slå
1117,schlagen::V,iškta,slå
1118,treten::V,peksta,sparke
1119,treten::V,topsta,sparke
1120,stechen::V,pystiä,stikke
1121,stoßen::V,iškta,støde
1122,stoßen::V,pudištada,støde
1123,stehlen::V,vargastada,stjæle
1124,stören::V,keskustada,forstyrre
1125,belästigen::V,tartuteldas,genere
1126,belästigen::V,tartuteldas,ulejlige
1127,verbergen::V,katelda,skjule
1128,täuschen::V,manitada,villede
1129,betrügen::V,manitada,bedrage
1130,töten::V,rikta,dræbe
1131,töten::V,surmita,dræbe
1132,wohnen::V,eläda,bo
1133,arbeiten::V,rata,arbejde
1134,sammeln::V,kogota,samle
1135,pflücken::V,poimda,plukke
1136,jagen::V,mecata,jage
1137,fischen::V,kalatada,fiske
1138,fassen::V,tabata,fange
1139,hüten::V,paimeta,vogte
1140,treiben::V,ajada,drive
1141,anbinden::V,küttestada,binde fast
1142,anbinden::V,sidoda,binde fast
1143,füttern::V,sötta,fodre
1144,melken::V,lüpsta,malke
1145,hacken::V,sauda,hakke
1146,gießen::V,valada,hælde
1147,reifen::V,küpseta,modne
1148,zubereiten::V,vaumištada,tilberede
1149,kochen::V,keitta,koge
1150,backen::V,paštta,bage
1151,braten::V,žarda,stege
1152,umrühren::V,segoitada,røre om
1153,stricken::V,kudoda,strikke
1154,nähen::V,ombelta,sy
1155,färben::V,mujutada,farve
1156,reinigen::V,puhtastada,rense
1157,reinigen::V,puhtastada,gøre ren
1158,waschen::V,pesta,vaske
1159,abwischen::V,pühktä,tørre af
1160,spülen::V,huhtoida,skylle
1161,fegen::V,pühkta,feje
1162,kehren::V,uhoita,feje
1163,baden::V,kül'ptäs,bade
1164,sich waschen::V,pestas,vaske sig
1165,ausziehen::V,riičta,tage af
1166,ausziehen::V,rušta,tage af
1167,anziehen::V,panda päle,tage på
1168,anziehen::V,panda kädehe,tage på
1169,anziehen::V,panda jaugha,tage på
1170,sich anziehen::V,sobdas,klæde sig på
1171,kämmen::V,harjata,rede
1172,kämmen::V,harjata,frisere
1173,schmücken::V,čomitada,pynte
1174,schmücken::V,čomitada,smykke
1175,sagen::V,sanuda,sige
1176,sprechen::V,pagišta,snakke
1177,reden::V,pagišta,tale
1178,reden::V,pagišta,snakke
1179,sich unterhalten::V,lodaita,snakke sammen
1180,fragen::V,küzuda,spørge
1181,bitten::V,pakita,bede
1182,erzählen::V,sanuda,berette
1183,erzählen::V,sanuda,fortælle
1184,erzählen::V,starinoita,berette
1185,erzählen::V,starinoita,fortælle
1186,mitteilen::V,tedotada,meddele
1187,nennen::V,nimitada,nævne
1188,rufen::V,kucta,råbe
1189,prahlen::V,kittäs,prale
1190,übersetzen::V,käta,oversætte
1191,denken::V,meletada,tænke
1192,glauben::V,uskta,tro
1193,bemerken::V,homaita,bemærke
1194,bemerken::V,homaita,lægge mærke til
1195,erkennen::V,tundištada,genkende
1196,begreifen::V,tabata,begribe
1197,verstehen::V,el'geta,forstå
1198,verstehen::V,toimetada,forstå
1199,lernen::V,opetas,lære
1200,wissen::V,teta,vide
1201,sich erinnern an::V,johtutada,mindes
1202,sich erinnern an::V,johtutada,huske på
1203,vergessen::V,unohtada,glemme
1204,messen::V,märita,måle
1205,zählen::V,lugeda,tælle
1206,rechnen::V,lugeda,regne
1207,lesen::V,lugeda,læse
1208,malen::V,pirta,male
1209,zeichnen::V,pirta,tegne
1210,schreiben::V,kirjutada,skrive
1211,besitzen::V,omištada,eje
1212,besitzen::V,omištada,besidde
1213,kaufen::V,ostta,købe
1214,verkaufen::V,möda,sælge
1215,bezahlen::V,maksta,betale
1216,zahlen::V,maksta,betale
1217,beherrschen::V,valdoita,beherske
1218,ertragen::V,tirpta,tåle
1219,ertragen::V,tirpta,udholde
