,Concept_ID,fa,ps
175,Kuh::N,گاو,غوا
176,Bulle::N,گاو نر,غوئی
177,Pferd::N,اسب,آس
178,Schaf::N,گوسفند,پسه
179,Schwein::N,خوک,سرکوزی
180,Hund::N,سگ,سپی
181,Katze::N,گربه,پشه
182,Bär::N,خرس,خرس
183,Eichhörnchen::N,سنجاب,خړ لمی
184,Elch::N,گوزن شمالی,ګوزن
185,Fuchs::N,روباه,سپلم
186,Hase::N,خرگوش,سوی
187,Maus::N,موش,مږک
188,Wolf::N,گرگ,لېوه
189,Vogel::N,پرنده,مرغه
190,Schwarm::N,دسته,سېل
191,Huhn::N,مرغ,چرګه
192,Hahn::N,خروس,چرګ
193,Gans::N,غاز,بته
194,Adler::N,عقاب,عقاب
195,Ente::N,اردک,ایلۍ
196,Ente::N,مرغابی,ایلۍ
197,Eule::N,جغد,ګونګی
198,Kranich::N,درنا,کلنګ
199,Krähe::N,زاغ,کارغه
200,Krähe::N,کلاغ,کارغه
201,Kuckuck::N,فاخته,فاخته
202,Schwan::N,قو,قو
203,Fisch::N,ماهی,کب
204,Fisch::N,ماهی,ماهی
205,Barsch::N,ماهی خاردار,
206,Hecht::N,اردک ماهی,
207,Schlange[Tier]::N,مار,مار
208,Wurm::N,کرم,چینجی
209,Spinne::N,عنکبوت,غڼه
210,Spinne::N,عنکبوت,تارکښ
211,Ameise::N,مورچه,مېږی
212,Laus::N,شپش,سپږه
213,Mücke::N,پشه,ماشی
214,Fliege::N,مگس,مچ
215,Schmetterling::N,پروانه,پتنګ
216,Beere::N,گیله,مېوۍ
217,Apfel::N,سیب,مڼه
218,Pilz::N,قارچ,خرېړی
219,Zwiebel::N,پیاز,پیاز
220,Saat::N,بذر,تخم
221,Korn::N,تخم,تخم
222,Korn::N,تخم,دانه
223,Korn::N,دانه,تخم
224,Korn::N,دانه,دانه
225,Heu::N,علف خشک,بوس
226,Heu::N,علف خشک,پروړه
227,Schale::N,پوست,پوستکی
228,Grube::N,گودال,کنده
229,Falle::N,دام,دام
230,Falle::N,دام,لومه
231,Schlinge::N,حلقه,کړۍ
232,Spur::N,رد,نښه
233,Asche::N,خاکستر,آس
234,Asche::N,خاکستر,ایره
235,Dreck::N,کثافت,ناپاکي
236,Eisen::N,آهن,اوسپنه
237,Gold::N,زر,سره زر
238,Gold::N,طلا,سره زر
239,Silber::N,نقره,نقره
240,Silber::N,نقره,سپین زر
241,Kohle::N,زغال,سکور
242,Kohle::N,زغال,سکاره
243,Glas::N,شیشه,ښيښه
244,Lehm::N,گل,خټه
245,Sand::N,شن,شګه
246,Sand::N,ماسه,شګه
247,Mensch::N,آدم,انسان
248,Mensch::N,انسان,انسان
249,Mann::N,مرد,سړی
250,Mann::N,مرد,نارینه
251,Frau::N,زن,ښځه
252,Kind::N,بچه,بچی
253,Kind::N,بچه,ماشوم
254,Kind::N,کودک,بچی
255,Kind::N,کودک,ماشوم
256,Junge::N,پسر,هلک
257,Mädchen::N,دختر,نجلۍ
258,Familie::N,فامیل,کورنۍ
259,Familie::N,خانواده,کورنۍ
260,Großvater::N,پدربزرگ,بابا
261,Großmutter::N,مادر‌بزرگ,انا
262,Eltern::N,والدین,مور او پلار
263,Eltern::N,پدر‌و‌مادر,مور او پلار
264,Vater::N,پدر,پلار
265,Mutter::N,مادر,مور
266,Sohn::N,پسر,زوی
267,Tochter::N,دختر,لور
268,Bruder::N,برادر,ورور
269,Schwester::N,خواهر,خور
270,Onkel::N,عمو,تره
271,Onkel::N,عمو,ماما
272,Onkel::N,دایی,تره
273,Onkel::N,دایی,ماما
274,Tante::N,عمه,خاله
275,Tante::N,خاله,خاله
276,Ehemann::N,همسر,مېړه
277,Ehefrau::N,همسر,مېرمن
278,Freude::N,شادی,خوشحالي
279,Gelächter::N,خنده,خندا
280,Gelächter::N,قاه‌قاه,خندا
281,Glück::N,اقبال,بخت
282,Kummer::N,غم,غم
283,Kummer::N,غصه,غم
284,Wunsch::N,آرزو,هيله
285,Wunsch::N,آرزو,غوښتنه
286,Lust::N,هوس,شوق
287,Lust::N,هوس,مینه
288,Geist::N,روح,روح
289,Gedanke::N,فکر,فکر
290,Gedächtnis::N,حافظه,یاد
291,Gedächtnis::N,حافظه,حافظه
292,Verstand::N,هوش,عقل
293,Verstand::N,هوش,شعور
294,Sinn::N,معنا,معنی
295,Sinn::N,مفهوم,معنی
296,Grund::N,سبب,علت
297,Grund::N,سبب,اساس
298,Grund::N,دلیل,علت
299,Grund::N,دلیل,اساس
300,Wahrheit::N,حقیقت,حقیقت
301,Gespräch::N,صحبت,مرکه
302,Gespräch::N,صحبت,خبرې اترې
303,Gespräch::N,گفتگو,مرکه
304,Gespräch::N,گفتگو,خبرې اترې
305,Märchen::N,قصه,افسانه
306,Märchen::N,افسانه,افسانه
307,Erzählung::N,داستان,قصه
308,Erzählung::N,داستان,کیسه
309,Nachricht::N,خبر,خبر
310,Neuigkeit::N,خبر تازه,نوی خبر
311,Name::N,اسم,نوم
312,Rätsel::N,معما,کیسۍ
313,Rätsel::N,معما,چیستان
314,Rede::N,سخن,وینا
315,Sprache::N,زبان,ژبه
316,Stimme::N,صدا,غږ
317,Stimme::N,صدا,اواز
318,Wort::N,کلمه,لغت
319,Wort::N,کلمه,کلمه
320,Zeichen::N,نشان,نښه
321,Zeichen::N,نشان,اشاره
322,Zeichen::N,علامت,نښه
323,Zeichen::N,علامت,اشاره
324,Ruf::N,صدا,ږغ
325,Ruf::N,صدا,بلنه
326,Lärm::N,هیاهو,غالمغال
327,Laut::N,صدا,ږغ
328,Ton::N,آهنگ,اواز
329,Lied::N,آواز,غزله
330,Lied::N,آواز,سندره
331,Lied::N,ترانه,غزله
332,Lied::N,ترانه,سندره
333,Ruhe::N,آرامش,ارامي
334,Leute::N,مردم,خلک
335,Volk::N,خلق,ولس
336,Arbeit::N,کار,کار
337,Gast::N,مهمان,مېلمه
338,Geschenk::N,هدیه,تحفه
339,Geschenk::N,هدیه,سوغات
340,Spiel::N,بازی,لوبه
341,Gesellschaft::N,جمعیت,ډله
342,Hilfe::N,کمک,کومک
343,Hilfe::N,کمک,مرسته
344,Freund::N,دوست,ملګری
345,Kamerad::N,رفیق,انډيوال
346,Angelegenheit::N,امر,موضوع
347,Angelegenheit::N,قضیه,موضوع
348,Anzahl::N,عده,شمېر
349,Anzahl::N,عده,تعداد
350,Anzahl::N,شمار,شمېر
351,Anzahl::N,شمار,تعداد
352,Art::N,نوع,ډول
353,Stück::N,تکه,ټوټه
354,Stück::N,قطعه,ټوټه
355,Teil::N,بخش,برخه
356,Teil::N,قسمت,برخه
357,Hälfte::N,نیم,نیم
358,Kreis::N,حلقه,دایره
359,Kreis::N,دایره,دایره
360,Kreuz::N,صلیب,صلیب
361,Linie::N,خط,خط
362,Linie::N,خط,لیکه
363,Linie::N,سطر,خط
364,Linie::N,سطر,لیکه
365,Strich::N,خط,کرښه
366,Abstand::N,فاصله,فاصله
367,Entfernung::N,مسافت,واټن
368,Gegend::N,منطقه,سیمه
369,Gegend::N,منطقه,منطقه
370,Platz::N,گنجایش,ځای
371,Ort::N,جا,ځای
372,Ort::N,محل,ځای
373,Ort::N,مکان,ځای
374,Seite::N,طرف,مخ
375,Seite::N,طرف,اړخ
376,Mitte::N,وسط,وسط
377,Mitte::N,وسط,مینځ
378,Mitte::N,میان,وسط
379,Mitte::N,میان,مینځ
380,Gegenstand::N,چیز,شی
381,Sache::N,چیز,شی
382,Sache::N,چیز,څيز
383,Rand::N,کنار,څنډه
384,Rand::N,کنار,کناره
385,Rand::N,حاشیه,څنډه
386,Rand::N,حاشیه,کناره
387,Kante::N,لبه,اړخ
388,Ecke::N,گوشه,ګوټ
389,Spitze::N,سر,څوکه
390,Spitze::N,نوک,څوکه
391,Ende::N,ته,څوکه
392,Ende::N,آخر,څوکه
393,Loch::N,سوراخ,سوری
394,Winkel::N,کنج,کنج
395,Winkel::N,کنج,کوتی
396,Muster::N,نقش,نمونه
397,Größe::N,قد,قد
398,Größe::N,قد,لويوالی
399,Größe::N,بزرگی,قد
400,Größe::N,بزرگی,لويوالی
401,Länge::N,طول,طول
402,Länge::N,طول,اوږد والی
403,Höhe::N,بلندی,جګوالی
404,Gewicht::N,وزن,وزن
405,Menge::N,مقدار,اندازه
406,Menge::N,اندازه,اندازه
407,Haufen::N,توده,کوټه
408,Reihe::N,ردیف,صف
409,Reihe::N,ردیف,کتار
410,Boot::N,قایق,قايق
411,Ruder::N,پارو,چپه
412,Schlitten::N,سورتمه,ښویېدونی
413,Ski::N,اسکی,سکي
414,Lagerfeuer::N,آتش,اور
415,Last::N,بار,بار
416,Last::N,بار,پېټی
417,Last::N,سنگینی,بار
418,Last::N,سنگینی,پېټی
419,Gang::N,راه رفتن,تګ
420,Schritt::N,قدم,ګام
421,Norden::N,شمال,شمال
422,Süden::N,جنوب,سوېل
423,Westen::N,غرب,لوېدېځ
424,Osten::N,شرق,شرق
425,Osten::N,شرق,ختیځ
426,Holz::N,چوب,لرګی
427,Brett::N,تخته,تخته
428,Platte::N,صفحه,تخته
429,Stütze::N,تکیه,تکیوان
430,Stange::N,میله,ډاګه
431,Stock::N,چوب,لرګی
432,Stab::N,عصا,چيخله
433,Rohr::N,لوله,نل
434,Haus::N,منزل,کور
435,Heim::N,خانه,کور
436,Heim::N,کاشانه,کور
437,Ofen::N,بخاری,تودنۍ
438,Fußboden::N,کف اتاق,غولی
439,Tisch::N,میز,مېز
440,Stuhl::N,صندلی,چوکۍ
441,Wiege::N,گهواره,زانګو
442,Bett::N,تختخواب,کټ
443,Bett::N,تختخواب,چپرکټ
444,Regal::N,قفسه,تاخچۍ
445,Kiste::N,صندوق,صندوق
446,Fenster::N,پنجره,کړکۍ
447,Tür::N,در,دروازه
448,Tür::N,درب,دروازه
449,Tor::N,دروازه,دروازه
450,Zaun::N,حصار,کټاره
451,Dach::N,بام,بام
452,Leiter::N,نردبان,زينه
453,Besen::N,جارو,جارو
454,Spaten::N,بیل,یوم
455,Schaufel::N,بیل,بېلچه
456,Schaufel::N,پارو,بېلچه
457,Gabel::N,چنگال,پنجه
458,Löffel::N,قاشق,کاشوغه
459,Messer::N,کارد,چاقو
460,Nagel::N,میخ,ميخ
461,Netz::N,تور,جال
462,Netz::N,شبکه,جال
463,Haken::N,قلاب,څنګک
464,Griff::N,دسته,لاستی
465,Schloss::N,قفل,کلپ
466,Bild::N,عکس,رسم
467,Bild::N,تصویر,رسم
468,Figur::N,تندیس,قدوقامت
469,Puppe::N,عروسک,ګوډۍ
470,Beutel::N,کیسه,کڅوړه
471,Bündel::N,بسته,دسته
472,Tasche::N,کیف,بکس
473,Tasche::N,کیف,توبره
474,Eimer::N,سطل,سطل
475,Deckel::N,در,سرپوښ
476,Geschirr::N,ظرف,لوښی
477,Sack::N,گونی,جوال
478,Tasse::N,فنجان,پیاله
479,Topf::N,دیگ,دېګی
480,Topf::N,قابلمه,دېګی
481,Kessel::N,دیگ,دېګ
482,Essen::N,خوراک,خوراک
483,Nahrung::N,غذا,خوراک
484,Speise::N,خوراک,خواړه
485,Fleisch::N,گوشت,غوښه
486,Getreide::N,غله,غله
487,Brei::N,فرنی,اوګره
488,Brei::N,حریره,اوګره
489,Brot::N,نان,ډوډۍ
490,Scheibe::N,قاچ,مړۍ
491,Scheibe::N,لزگه,مړۍ
492,Fett::N,چربی,غوړي
493,Butter::N,کره,کوچ
494,Öl::N,روغن,تېل
495,Salz::N,نمک,مالګه
496,Suppe::N,آش,شوربا
497,Suppe::N,سوپ,شوربا
498,Honig::N,عسل,شات
499,Milch::N,شیر,شوده
500,Tee::N,چای,چای
501,Leder::N,چرم,څرمن
502,Wolle::N,پشم,پشم
503,Stoff::N,پارچه,ټوټه
504,Nadel::N,سوزن,ستن
505,Faden::N,نخ,تار
506,Knopf::N,دکمه,تڼۍ
507,Knopf::N,دکمه,تکمه
508,Knoten::N,گره,غوټه
509,Farbe::N,رنگ,رنګ
510,Kleidung::N,لباس,کالي
511,Kleidung::N,پوشاک,کالي
512,Hemd::N,پیراهن,کميس
513,Kragen::N,یقه,غاړه
514,Ärmel::N,آستین,لستوڼی
515,Hose::N,شلوار,پطلون
516,Gürtel::N,کمر‌بند,کمربند
517,Mütze::N,کلاه,خولۍ
518,Schuh::N,کفش,بوټ
519,Stiefel::N,چکمه,موزه
520,Ring::N,حلقه,ګوته
521,Ring::N,انگشتر,ګوته
522,Band::N,نوار,فيته
523,Band::N,روبان,فيته
524,Kamm::N,شانه,ګمنځ
525,Spiegel::N,آینه,ایینه
526,Spiegel::N,آینه,هنداره
527,Riemen::N,تسمه,تسمه
528,Schnur::N,ریسمان,مزی
529,Leine::N,قلاده,رسۍ
530,Decke::N,پتو,بړستن
531,Kissen::N,بالش,بالښت
532,Tuch::N,شال,ټیکری
533,Handtuch::N,حوله,دسمال
534,Kraft::N,نیرو,زور
535,Kraft::N,نیرو,توان
536,Stärke::N,زور,قوت
537,Gesundheit::N,سلامتی,صحت
538,Gesundheit::N,سلامتی,روغتیا
539,Gesundheit::N,تندرستی,صحت
540,Gesundheit::N,تندرستی,روغتیا
541,Krankheit::N,بیماری,مرض
542,Krankheit::N,بیماری,ناروغي
543,Schmerz::N,درد,درد
544,Wunde::N,زخم,ټپ
545,Wunde::N,زخم,زخم
546,Fieber::N,تب,تبه
547,Arznei::N,دارو,دوا
548,Arznei::N,دارو,دارو
549,Brücke::N,پل,پول
550,Brunnen::N,چاه,څاه
551,Brunnen::N,چاه,کوهی
552,Weide::N,چراگاه,وله
553,Pfad::N,راه,تړه
554,Weg::N,راه,لیار
555,Weg::N,طریق,لیار
556,Straße::N,راه,سړک
557,Straße::N,جاده,سړک
558,Dorf::N,ده,کلی
559,Dorf::N,روستا,کلی
560,Stadt::N,شهر,ښار
561,Brief::N,نامه,لیک
562,Brief::N,نامه,مکتوب
563,Buch::N,کتاب,کتاب
564,Buchstabe::N,حرف,حرف
565,Buchstabe::N,حرف,توری
566,Zeitung::N,روزنامه,اخبار
567,Leben::N,عمر,ژوند
568,Leben::N,زندگی,ژوند
569,Tod::N,مرگ,مرګ
570,Tod::N,مرگ,مړینه
571,Grab::N,گور,قبر
572,Grab::N,گور,ډورۍ
573,Grab::N,مزار,قبر
574,Grab::N,مزار,ډورۍ
575,Kirche::N,کلیسا,کلیسا
576,Sünde::N,بزه,ګناه
577,Sünde::N,گناه,ګناه
578,Gott::N,خدا,خدای
579,Arbeiter::N,کارگر,کاریګر
580,Chef::N,رئیس,آمر
581,Meister::N,استاد,استاد
582,Arzt::N,پزشک,طبیب
583,Arzt::N,پزشک,ډاکټر
584,Lehrer::N,معلم,معلم
585,Lehrer::N,معلم,ښوونکی
586,Lehrer::N,آموزگار,معلم
587,Lehrer::N,آموزگار,ښوونکی
588,Geld::N,پول,پیسې
589,Geschäft::N,کار,سوداګري
590,Geschäft::N,بیزنس,سوداګري
591,Laden::N,دکان,دکان
592,Laden::N,دکان,مغازه
593,Laden::N,مغازه,دکان
594,Laden::N,مغازه,مغازه
595,Preis::N,بها,بیه
596,Preis::N,قیمت,بیه
597,Ware::N,جنس,مال
598,Ware::N,کالا,مال
599,Nutzen::N,مزیت,ګټه
600,Nutzen::N,امتیاز,ګټه
601,Reichtum::N,مال,شتمني
602,Reichtum::N,ثروت,شتمني
603,Welt::N,دنیا,نړۍ
604,Welt::N,دنیا,دنیا
605,Land::N,کشور,هېواد
606,Land::N,مملکت,هېواد
607,Staat::N,دولت,دولت
608,König::N,شاه,باچا
609,König::N,شاه,پادشاه
610,König::N,پادشاه,باچا
611,König::N,پادشاه,پادشاه
612,Macht::N,قدرت,قدرت
613,Macht::N,اختیار,قدرت
614,Grenze::N,مرز,حد
615,Grenze::N,مرز,سرحد
616,Krieg::N,جنگ,جګړه
617,Feind::N,دشمن,دښمن
618,Gewalt::N,زور,زور
619,Gewalt::N,زور,تشدد
620,Gewalt::N,خشونت,زور
621,Gewalt::N,خشونت,تشدد
622,Kampf::N,نبرد,جنګ
623,Kampf::N,نبرد,مبارزه
624,Kampf::N,مبارزه,جنګ
625,Kampf::N,مبارزه,مبارزه
626,Bogen[Waffe]::N,کمان,لیندۍ
627,Pfeil::N,تیر,غشی
628,Gewehr::N,تفنگ,ټوپک
629,Fehler::N,غلط,خطا
630,Fehler::N,غلط,غلطي
631,Fehler::N,اشتباه,خطا
632,Fehler::N,اشتباه,غلطي
633,Lüge::N,دروغ,دروغ
634,Schaden::N,آسیب,زیان
635,Schaden::N,آسیب,تاوان
636,Schaden::N,خسارت,زیان
637,Schaden::N,خسارت,تاوان
638,Unglück::N,بلا,بدبختي
639,Schuld::N,گناه,ګناه
640,Schuld::N,تقصیر,ګناه
641,Alter::N,سن,منګ
642,Alter::N,عمر,منګ
643,Schluss::N,انتها,اخر
644,Zeit::N,وقت,وخت
645,Zeit::N,زمان,وخت
646,Tag::N,روز,ورځ
647,Morgen::N,صبح,سبا
648,Morgen::N,صبح,سهار
649,Mittag::N,ظهر,غرمه
650,Abend::N,شب,ماښام
651,Abend::N,عصر,ماښام
652,Nacht::N,شب,شپه
653,Woche::N,هفته,اونۍ
654,Monat::N,ماه,مياشت
655,Jahr::N,سال,کال
656,Frühling::N,بهار,پسرلی
657,Sommer::N,تابستان,دوبی
658,Herbst::N,پاییز,منی
659,Herbst::N,پاییز,خزان
660,Winter::N,زمستان,ژمی
661,Januar::N,ژانویه,جنوري
662,Februar::N,فوریه,فبروري
663,März::N,مارس,مارچ
664,April::N,آوریل,اپریل
665,Mai::N,مه,مې
666,Juni::N,ژوئن,جون
667,Juli::N,ژویه,جولای
668,August::N,اوت,اګست
669,September::N,سپتامبر,سپټامبر
670,Oktober::N,اکتبر,اکتوبر
671,November::N,نوامبر,نومبر
672,Dezember::N,دسامبر,دسمبر
673,Montag::N,دو‌شنبه,دوشنبه
674,Dienstag::N,سه‌شنبه,سه شنبه
675,Mittwoch::N,چهار‌شنبه,چارشنبه
676,Donnerstag::N,پنج شنبه,پنجشنبه
677,Freitag::N,جمعه,جمعه
678,Samstag::N,شنبه,خالي
679,Sonntag::N,یکشنبه,یکشنبه
680,groß::A,بزرگ,لوی
681,klein::A,کوچک,وړوکی
682,lang::A,بلند,اوړد
683,kurz::A,کوتاه,لنډ
684,breit::A,پهن,پراخه
685,schmal::A,تنگ,تنګ
686,schmal::A,نازک,تنګ
687,dicht::A,چگال,ګڼ
688,dicht::A,انبوه,ګڼ
689,dick[Gegenstand]::A,ضخیم,پنډ
690,dünn::A,نازک,نری
691,fein::A,ریز,نازک
692,fein::A,باریک,نازک
693,fest::A,محکم,کلک
694,fest::A,محکم,ټینګ
695,flach::A,صاف,هوار
696,flach::A,مسطح,هوار
697,glatt::A,لیز,ښوی
698,hart::A,سفت,کلک
699,weich::A,نرم,نرم
700,weich::A,نرم,پوست
701,weich::A,ملایم,نرم
702,weich::A,ملایم,پوست
703,rund::A,گرد,ګرد
704,spitz::A,تیز,تېره
705,spitz::A,نوک‌تیز,تېره
706,scharf::A,تیز,تېز
707,scharf::A,تیز,تېره
708,scharf::A,برنده,تېز
709,scharf::A,برنده,تېره
710,stumpf::A,کند,پڅ
711,schwer::A,سنگین,دروند
712,schön::A,زیبا,ښکلی
713,heiß::A,داغ,تود
714,warm::A,گرم,تود
715,kalt::A,سرد,ېخ
716,kalt::A,سرد,سوړ
717,kühl::A,خنک,ېخ
718,kühl::A,خنک,سوړ
719,frisch::A,تازه,تازه
720,feucht::A,مرطوب,مرطوب
721,nass::A,تر,لوند
722,nass::A,خیش,لوند
723,trocken::A,خشک,وچ
724,voll::A,پر,ډک
725,leer::A,خالی,خالی
726,offen::A,باز,خلاص
727,offen::A,باز,پرانیستی
728,geschlossen::A,بسته,تړلی
729,sauber::A,پاک,پاک
730,sauber::A,تمیز,پاک
731,schmutzig::A,کثیف,چټل
732,schmutzig::A,آلوده,چټل
733,roh::A,خام,خام
734,reif::A,رسیده,پوخ
735,reif::A,رسیده,رسېدلی
736,lecker::A,لذیذ,خوندور
737,lecker::A,لذیذ,مزه دار
738,lecker::A,خوشمزه,خوندور
739,lecker::A,خوشمزه,مزه دار
740,süß::A,شیرین,خوږ
741,süß::A,شیرین,شیرین
742,bitter::A,تلخ,تریخ
743,sauer::A,ترش,ټاک
744,sauer::A,ترش,تريو
745,hell::A,روشن,روڼ
746,hell::A,روشن,روښان
747,dunkel::A,تاریک,تیاره
748,schwarz::A,سیاه,تور
749,weiß::A,سفید,سپين
750,rot::A,سرخ,سور
751,rot::A,قرمز,سور
752,gelb::A,زرد,زېړ
753,blau::A,آبی,شین
754,blau::A,آبی,اسماني رنګه
755,grün::A,سبز,زرغون
756,grau::A,طوسی,خړ
757,grau::A,خاکستری,خړ
758,bunt::A,رنگارنگ,رنګارنګ
759,billig::A,ارزان,ارزان
760,teuer::A,گران,ګران
761,wertvoll::A,قیمتی,قیمتي
762,wertvoll::A,گرانبها,قیمتي
763,blind::A,کور,ړوند
764,blind::A,نابینا,ړوند
765,taub::A,کر,کوڼ
766,taub::A,ناشنوا,کوڼ
767,kräftig::A,قوی,قوی
768,stark::A,قوی,قوی
769,stark::A,قوی,تکړه
770,stark::A,نیرومند,قوی
771,stark::A,نیرومند,تکړه
772,schwach::A,ضعیف,ضعیف
773,schwach::A,ضعیف,کمزوری
774,fett::A,چرب,چاغ
775,schlank::A,باریک‌اندام,خوش اندام
776,hübsch::A,قشنگ,ښکلی
777,hübsch::A,قشنگ,ښایسته
778,hübsch::A,خوشگل,ښکلی
