,Concept_ID,hu,la
844,achtzig::NUM,nyolcvan,octoginta
845,neunzig::NUM,kilencven,nonaginta
846,hundert::NUM,száz,centum
847,tausend::NUM,ezer,mille
848,und::CNJ,és,et
849,und::CNJ,és,-que
850,und::CNJ,meg,et
851,und::CNJ,meg,-que
852,oder::CNJ,vagy,vel
853,stehen::V,áll,stare
854,sitzen::V,ül,sedere
855,liegen::V,fekszik,iacere
856,hängen::V,függ,pendere
857,werden::V,lesz,fieri
858,passieren::V,történik,accidere
859,beginnen::V,kezdődik,incipere
860,enden::V,végződik,finem habere
861,enden::V,befejeződik,finem habere
862,wechseln::V,változik,mutari
863,aufgehen[Sonne]::V,kel,oriri
864,untergehen[Sonne]::V,lemegy,occidere
865,scheinen[Sonne]::V,süt,lucere
866,donnern::V,dörög,tonare
867,wehen::V,fúj,flare
868,strömen::V,áramlik,fluere
869,fließen::V,folyik,manare
870,sich drehen::V,forog,torqueri
871,schwanken::V,inog,vacillare
872,schwanken::V,ingadozik,vacillare
873,schwingen::V,leng,vibrare
874,fallen::V,esik,cadere
875,brennen::V,ég,ardere
876,rauchen::V,füstöl,fumare
877,regnen::V,esik,pluere
878,gefrieren::V,megfagy,congelari
879,tauen::V,olvad,rorare
880,schmelzen::V,olvad,liquescere
881,schmelzen::V,elolvad,liquescere
882,trocknen::V,szárad,arescere
883,sieden::V,forr,fervere
884,faulen::V,rothad,putescere
885,verfaulen::V,elrothad,putescere
886,verfaulen::V,megrothad,putescere
887,reißen::V,szakad,scindi
888,versinken::V,süllyed,mergi
889,versinken::V,elsüllyed,mergi
890,vergehen::V,múlik,praeterire
891,vergehen::V,elmúlik,praeterire
892,erscheinen::V,feltűnik,apparere
893,erscheinen::V,megjelenik,apparere
894,verschwinden::V,letűnik,discedere
895,sinken::V,süllyed,labi
896,abnehmen::V,apad,deminui
897,abnehmen::V,csökken,deminui
898,zunehmen::V,növekszik,augeri
899,zunehmen::V,gyarapszik,augeri
900,steigen::V,emelkedik,augescere
901,wachsen::V,nő,crescere
902,wachsen::V,terem,crescere
903,wachsen::V,növekszik,crescere
904,glänzen::V,ragyog,splendere
905,glänzen::V,fénylik,splendere
906,funkeln::V,csillog,micare
907,funkeln::V,tündöklik,micare
908,lärmen::V,lármázik,strepere
909,läuten::V,cseng,sonare
910,klingeln::V,csenget,tinnire
911,klirren::V,csörömpöl,crepare
912,brausen::V,zúg,saevire
913,brausen::V,morajlik,saevire
914,rauschen::V,zúg,crepare
915,klingen::V,hangzik,sonare
916,bellen::V,ugat,latrare
917,heulen::V,bőg,ululare
918,heulen::V,üvölt,ululare
919,blasen::V,fúj,flare
920,pfeifen::V,fütyül,sibilare
921,schreien::V,kiált,clamare
922,schreien::V,kiabál,clamare
923,stöhnen::V,nyög,gemere
924,zittern::V,remeg,tremere
925,zittern::V,remeg,trepidare
926,zittern::V,reszket,tremere
927,zittern::V,reszket,trepidare
928,leben::V,él,vivere
929,geboren werden::V,születik,nasci
930,atmen::V,lélegzik,spirare
931,trinken::V,iszik,bibere
932,essen::V,eszik,edere
933,schlucken::V,nyel,devorare
934,müde werden::V,elfárad,fatigari
935,müde werden::V,kifárad,fatigari
936,einschlafen::V,elalszik,obdormiscere
937,schlafen::V,alszik,dormire
938,aufwachen::V,felébred,expergisci
939,aufstehen::V,felkel,exsurgere
940,sich erholen::V,pihen,se reficere
941,krank werden::V,megbetegedik,aegrescere
942,krank werden::V,belebetegszik,aegrescere
943,krank sein::V,betegeskedik,aegrotare
944,schmerzen::V,fáj,dolere
945,husten::V,köhög,tussire
946,genesen::V,meggyógyul,convalescere
947,sterben::V,hal,mori
948,umkommen::V,elpusztul,perire
949,sich bewegen::V,mozog,se movere
950,sich rühren::V,mozdul,micare
951,sich erheben::V,feláll,surgere
952,sich erheben::V,felemelkedik,surgere
953,sich setzen::V,ül,considere
954,sich setzen::V,leül,considere
955,hinfallen::V,bukik,cadere
956,hinfallen::V,elesik,cadere
957,laufen::V,jár,vadere
958,schreiten::V,lép,gradi
959,spazierengehen::V,sétál,ambulare
960,eilen::V,siet,properare
961,sich beeilen::V,siet,festinare
962,sausen::V,robog,currere
963,rennen::V,fut,currere
964,rennen::V,szalad,currere
965,springen::V,ugrik,salire
966,klettern::V,kúszik,niti
967,schaukeln::V,hintázik,oscillare
968,kriechen::V,kúszik,repere
969,kriechen::V,kúszik,serpere
970,schwimmen::V,úszik,nare
971,schwimmen::V,úszik,natare
972,tauchen::V,merül,mergere
973,rudern::V,evez,remigare
974,fahren::V,jár,vehi
975,fahren::V,megy,vehi
976,fahren::V,utazik,vehi
977,fliegen::V,száll,volare
978,gehen::V,megy,ire
979,gehen::V,megy,vadere
980,weggehen::V,elmegy,abire
981,weggehen::V,elmegy,discedere
982,abfahren::V,indul,proficisci
983,anhalten::V,megáll,consistere
984,hineingehen::V,bemegy,inire
985,hineingehen::V,bemegy,ingredi
986,eintreten::V,belép,intrare
987,kommen::V,jön,venire
988,ankommen::V,érkezik,advenire
989,ankommen::V,megérkezik,advenire
990,zurückkommen::V,visszajön,revenire
991,bleiben::V,marad,manere
992,bleiben::V,megmarad,manere
993,warten::V,vár,opperiri
994,warten::V,várakozik,opperiri
995,erwarten::V,vár,opperiri
996,erwarten::V,vár,expectare
997,erwarten::V,megvár,opperiri
998,erwarten::V,megvár,expectare
999,suchen::V,kutat,quaerere
1000,finden::V,talál,reperire
1001,versuchen::V,megpróbál,conari
1002,versuchen::V,megpróbál,temptare
1003,versuchen::V,megkísérel,conari
1004,versuchen::V,megkísérel,temptare
1005,vorbereiten::V,előkészít,parare
1006,lieben::V,szeret,amare
1007,mögen::V,szeret,amare
1008,lachen::V,nevet,ridere
1009,rühren::V,mozdít,commovere
1010,weinen::V,sír,flere
1011,schimpfen::V,szid,increpare
1012,schimpfen::V,szitkozódik,increpare
1013,sich ärgern::V,mérgelődik,indignari
1014,sich ärgern::V,bosszankodik,indignari
1015,sich fürchten::V,fél,vereri
1016,sich fürchten::V,retteg,vereri
1017,fürchten::V,fél,timere
1018,fliehen::V,menekül,fugere
1019,flüchten::V,elmenekül,effugere
1020,sehen::V,néz,videre
1021,anschauen::V,megnéz,aspectare
1022,ansehen::V,néz,spectare
1023,ansehen::V,ránéz,spectare
1024,ansehen::V,megnéz,spectare
1025,hören::V,hall,audire
1026,zuhören::V,hallgat,auscultare
1027,zuhören::V,meghallgat,auscultare
1028,probieren::V,kóstol,gustare
1029,probieren::V,megkóstol,gustare
1030,riechen::V,szagol,olfacere
1031,fühlen::V,érez,sentire
1032,scheinen::V,tűnik,videri
1033,scheinen::V,látszik,videri
1034,zu sehen sein::V,mutatkozik,conspici
1035,vernehmen::V,hall,comperire
1036,frieren::V,fázik,algere
1037,tun::V,csinál,facere
1038,tun::V,cselekszik,facere
1039,können::V,tud,posse
1040,wollen::V,akar,velle
1041,anfangen::V,kezd,incipere
1042,beenden::V,befejez,finire
1043,aufhören::V,megszűnik,desistere
1044,gelingen::V,sikerül,contingere
1045,geraten::V,kerül,evenire
1046,geraten::V,jut,evenire
1047,öffnen::V,nyit,aperire
1048,öffnen::V,kinyit,aperire
1049,schließen::V,csuk,claudere
1050,schließen::V,becsuk,claudere
1051,stellen::V,állít,sistere
1052,stellen::V,helyez,sistere
1053,setzen::V,ültet,ponere
1054,setzen::V,helyez,ponere
1055,legen::V,tesz,ponere
1056,legen::V,fektet,ponere
1057,berühren::V,érint,tangere
1058,verbinden::V,beköt,iungere
1059,verbinden::V,összeköt,iungere
1060,bedecken::V,betakar,tegere
1061,bedecken::V,betakar,operire
1062,bedecken::V,beborít,tegere
1063,bedecken::V,beborít,operire
1064,aufhängen::V,felakaszt,suspendere
1065,anzünden::V,gyújt,accendere
1066,anzünden::V,gyújt,inflammare
1067,anzünden::V,meggyújt,accendere
1068,anzünden::V,meggyújt,inflammare
1069,aufheben::V,felemel,tollere
1070,zurücklassen::V,hátrahagy,relinquere
1071,verlieren::V,veszít,perdere
1072,verlieren::V,veszít,amittere
1073,verlieren::V,elveszít,perdere
1074,verlieren::V,elveszít,amittere
1075,fallen lassen::V,elejt,dimittere
1076,machen::V,tesz,facere
1077,machen::V,csinál,facere
1078,herstellen::V,gyárt,fabricare
1079,herstellen::V,előállít,fabricare
1080,bauen::V,épít,construere
1081,reparieren::V,javít,reparare
1082,reparieren::V,kijavít,reparare
1083,reparieren::V,megjavít,reparare
1084,verbessern::V,megjavít,emendare
1085,ändern::V,változtat,mutare
1086,ändern::V,megváltoztat,mutare
1087,graben::V,ás,fodere
1088,beugen::V,meghajt,flectere
1089,biegen::V,hajlít,curvare
1090,drehen::V,forgat,torquere
1091,wenden::V,fordít,vertere
1092,wenden::V,megfordít,vertere
1093,umdrehen::V,megfordít,convertere
1094,umdrehen::V,megforgat,convertere
1095,heben::V,emel,tollere
1096,hochheben::V,felemel,levare
1097,ergreifen::V,megfog,capessere
1098,halten::V,tart,tenere
1099,drücken::V,nyom,premere
1100,drücken::V,megnyom,premere
1101,schieben::V,tol,promovere
1102,kratzen::V,vakar,radere
1103,lecken::V,nyal,lambere
1104,beißen::V,harap,mordere
1105,abreißen::V,letép,avellere
1106,abschneiden::V,levág,desecare
1107,binden::V,köt,ligare
1108,binden::V,kötöz,ligare
1109,stecken::V,dug,inserere
1110,brechen::V,tör,rumpere
1111,brechen::V,eltör,rumpere
1112,klopfen::V,kopogtat,pultare
1113,hauen::V,vág,ferire
1114,hauen::V,levág,ferire
1115,kleben::V,tapaszt,agglutinare
1116,reiben::V,dörzsöl,terere
1117,reiben::V,súrol,terere
1118,streichen::V,simít,oblinere
1119,schleifen::V,fen,acuere
1120,schleifen::V,csiszol,acuere
1121,schleifen::V,köszörül,acuere
1122,schneiden::V,vág,secare
1123,schneiden::V,szel,secare
1124,schneiden::V,metsz,secare
1125,rütteln::V,ráz,quassare
1126,schütteln::V,ráz,quatere
1127,schütteln::V,megráz,quatere
1128,schwenken::V,lóbál,ventilare
1129,schwenken::V,lobogtat,ventilare
1130,schütten::V,önt,fundere
1131,füllen::V,tölt,complere
1132,füllen::V,megtölt,complere
1133,einwickeln::V,becsavar,involvere
1134,tragen::V,hord,ferre
1135,tragen::V,hord,portare
1136,schleppen::V,vonszol,pertrahere
1137,ziehen::V,húz,trahere
1138,aufbewahren::V,megőriz,asservare
1139,werfen::V,dob,iacere
1140,werfen::V,hajít,iacere
1141,fangen::V,fog,capere
1142,packen::V,megragad,capessere
1143,verstecken::V,eldug,abdere
1144,verstecken::V,elrejt,abdere
1145,teilen::V,oszt,partiri
1146,teilen::V,oszt,dividere
1147,teilen::V,megoszt,partiri
1148,teilen::V,megoszt,dividere
1149,schicken::V,küld,mittere
1150,bringen::V,hoz,apportare
1151,bringen::V,visz,apportare
1152,hinzufügen::V,hozzáad,addere
1153,bekommen::V,kap,adipisci
1154,bekommen::V,megkap,adipisci
1155,erhalten::V,kap,accipere
1156,erhalten::V,megkap,accipere
1157,nehmen::V,vesz,sumere
1158,wählen::V,választ,eligere
1159,auswählen::V,kiválaszt,deligere
1160,bewahren::V,megtart,conservare
1161,behindern::V,akadályoz,impedire
1162,behindern::V,gátol,impedire
1163,verderben::V,elront,corrumpere
1164,beschädigen::V,rongál,laedere
1165,zerbrechen::V,eltör,rumpere
1166,zerbrechen::V,eltör,frangere
1167,zerbrechen::V,széttör,rumpere
1168,zerbrechen::V,széttör,frangere
1169,zerbrechen::V,kettétör,rumpere
1170,zerbrechen::V,kettétör,frangere
1171,zerreißen::V,eltép,discindere
1172,zerreißen::V,széttép,discindere
1173,zerstören::V,elpusztít,delere
1174,verbrennen::V,éget,urere
1175,verbrennen::V,éget,cremare
1176,verbrennen::V,eléget,urere
1177,verbrennen::V,eléget,cremare
1178,geben::V,ad,dare
1179,reichen::V,nyújt,praebere
1180,schenken::V,ajándékoz,donare
1181,schenken::V,ajándékoz,largiri
1182,versprechen::V,ígér,polliceri
1183,versprechen::V,ígér,promittere
1184,wünschen::V,kíván,
1185,loben::V,dicsér,laudare
1186,küssen::V,csókol,osculari
1187,wiegen::V,ringat,
1188,zudecken::V,betakar,tegere
1189,wecken::V,kelt,excitare
1190,wecken::V,ébreszt,excitare
1191,zeigen::V,mutat,monstrare
1192,führen::V,visz,ducere
1193,führen::V,vezet,ducere
1194,lehren::V,tanít,docere
1195,unterrichten::V,tanít,instituere
1196,aufziehen::V,felnevel,nutrire
1197,leiten::V,vezet,ducere
1198,leiten::V,vezérel,ducere
1199,antreiben::V,hajt,incitare
1200,lassen::V,-tat,iubere
1201,lassen::V,-at,iubere
1202,einladen::V,meghív,invitare
1203,vereinigen::V,egyesít,coniungere
1204,besuchen::V,látogat,visere
1205,treffen::V,talál,convenire
1206,sich versammeln::V,gyülekezik,convenire
1207,sich versammeln::V,összegyűlik,convenire
1208,spielen::V,játszik,ludere
1209,singen::V,énekel,cantare
1210,tanzen::V,táncol,saltare
1211,sich trennen::V,elválik,digredi
1212,sich trennen::V,elválik,discedere
1213,verlassen::V,elhagy,deserere
1214,verlassen::V,elhagy,relinquere
1215,retten::V,ment,servare
1216,bewachen::V,őriz,custodire
1217,schützen::V,óv,tueri
1218,schützen::V,óv,tutari
1219,schützen::V,véd,tueri
1220,schützen::V,véd,tutari
1221,verteidigen::V,véd,defendere
1222,sich schlagen::V,verekszik,luctari
1223,schießen::V,lő,iaculari
1224,siegen::V,győz,vincere
1225,ärgern::V,bosszant,irritare
1226,schlagen::V,üt,ferire
1227,schlagen::V,ver,ferire
1228,treten::V,rúg,calcare
1229,stechen::V,döf,pungere
1230,stechen::V,szúr,pungere
1231,stoßen::V,lök,tundere
1232,stehlen::V,lop,furari
1233,stören::V,zavar,turbare
1234,belästigen::V,zaklat,obtundere
1235,verbergen::V,rejt,celare
1236,verbergen::V,rejt,occultare
1237,verbergen::V,elrejt,celare
1238,verbergen::V,elrejt,occultare
1239,täuschen::V,megtéveszt,fallere
1240,betrügen::V,csal,fraudare
1241,töten::V,öl,necare
1242,töten::V,öl,caedere
1243,wohnen::V,lakik,habitare
1244,arbeiten::V,dolgozik,laborare
1245,sammeln::V,szed,colligere
1246,sammeln::V,gyűjt,colligere
1247,pflücken::V,szed,carpere
1248,jagen::V,vadászik,venari
1249,fischen::V,halászik,piscari
1250,fassen::V,fog,capere
1251,hüten::V,őriz,custodire
1252,hüten::V,legeltet,custodire
1253,treiben::V,hajt,agere
1254,anbinden::V,köt,alligare
1255,füttern::V,etet,nutrire
1256,melken::V,fej,mulgere
1257,hacken::V,vág,findere
1258,gießen::V,öntöz,rigare
1259,reifen::V,érik,maturescere
1260,zubereiten::V,elkészít,apparare
1261,kochen::V,főz,coquere
1262,backen::V,süt,coquere
1263,braten::V,süt,torrere
1264,umrühren::V,megkever,commovere
1265,stricken::V,köt,texere
1266,nähen::V,varr,suere
1267,färben::V,fest,tingere
1268,reinigen::V,tisztít,purgare
1269,waschen::V,mos,lavare
1270,abwischen::V,letöröl,abstergere
1271,spülen::V,mosogat,perluere
1272,fegen::V,söpör,verrere
1273,kehren::V,söpör,purgare
1274,baden::V,fürdik,lavari
1275,sich waschen::V,mosdik,lavari
1276,sich waschen::V,mosakszik,lavari
1277,ausziehen::V,levesz,exuere
1278,anziehen::V,felölt,induere
1279,anziehen::V,felvesz,induere
1280,sich anziehen::V,öltözik,vestiri
1281,sich anziehen::V,felöltözik,vestiri
1282,kämmen::V,fésül,pectere
1283,schmücken::V,díszít,ornare
1284,schmücken::V,díszít,decorare
1285,sagen::V,mond,dicere
1286,sprechen::V,beszél,fari
1287,reden::V,beszél,loqui
1288,sich unterhalten::V,beszélget,colloqui
1289,sich unterhalten::V,beszélget,disputare
1290,fragen::V,kérdez,rogare
1291,fragen::V,kérdez,quaerere
1292,bitten::V,kér,orare
1293,bitten::V,kér,rogare
1294,erzählen::V,mesél,narrare
1295,erzählen::V,elbeszél,narrare
1296,mitteilen::V,közöl,communicare
1297,nennen::V,hív,appellare
1298,nennen::V,nevez,appellare
1299,rufen::V,hív,vocare
1300,prahlen::V,dicsekszik,gloriari
1301,übersetzen::V,fordít,vertere
1302,denken::V,gondol,cogitare
1303,glauben::V,hisz,credere
1304,bemerken::V,észrevesz,animadvertere
1305,erkennen::V,ráismer,cognoscere
1306,erkennen::V,felismer,cognoscere
1307,begreifen::V,felfog,comprehendere
1308,verstehen::V,ért,intellegere
1309,verstehen::V,megért,intellegere
1310,lernen::V,tanul,discere
1311,lernen::V,megtanul,discere
1312,wissen::V,tud,scire
1313,sich erinnern an::V,emlékszik,meminisse
1314,vergessen::V,felejt,oblivisci
1315,vergessen::V,elfelejt,oblivisci
1316,messen::V,mér,metiri
1317,messen::V,megmér,metiri
1318,zählen::V,számol,numerare
1319,zählen::V,megszámol,numerare
1320,rechnen::V,számít,reri
1321,rechnen::V,számít,calculare
1322,lesen::V,olvas,legere
1323,malen::V,fest,pingere
1324,zeichnen::V,rajzol,scribere
1325,schreiben::V,ír,scribere
1326,besitzen::V,birtokol,possidere
1327,kaufen::V,vesz,emere
1328,kaufen::V,megvesz,emere
1329,verkaufen::V,elad,vendere
1330,bezahlen::V,fizet,pendere
1331,bezahlen::V,kifizet,pendere
1332,zahlen::V,fizet,solvere
1333,zahlen::V,megfizet,solvere
1334,beherrschen::V,ural,regere
1335,beherrschen::V,ural,imperare
1336,ertragen::V,elbír,tolerare
1337,ertragen::V,elbír,sustinere
1338,ertragen::V,elvisel,tolerare
1339,ertragen::V,elvisel,sustinere
