,Concept_ID,et,la
839,tauen::V,sulama,rorare
840,schmelzen::V,sulama,liquescere
841,trocknen::V,kuivama,arescere
842,sieden::V,keema,fervere
843,faulen::V,mädanema,putescere
844,verfaulen::V,mädanema,putescere
845,reißen::V,rebenema,scindi
846,versinken::V,uppuma,mergi
847,vergehen::V,mööduma,praeterire
848,erscheinen::V,ilmuma,apparere
849,verschwinden::V,kaduma,discedere
850,sinken::V,vajuma,labi
851,sinken::V,langema,labi
852,abnehmen::V,vähenema,deminui
853,abnehmen::V,kahenema,deminui
854,zunehmen::V,kasvama,augeri
855,steigen::V,tõusma,augescere
856,steigen::V,üles minema,augescere
857,wachsen::V,kasvama,crescere
858,glänzen::V,läikimä,splendere
859,funkeln::V,sädelema,micare
860,lärmen::V,lärmama,strepere
861,läuten::V,helisema,sonare
862,klingeln::V,helisema,tinnire
863,klirren::V,kõlisema,crepare
864,brausen::V,kohisema,saevire
865,rauschen::V,kohisema,crepare
866,klingen::V,kõlama,sonare
867,bellen::V,haukuma,latrare
868,heulen::V,uluma,ululare
869,blasen::V,puhuma,flare
870,pfeifen::V,vilistama,sibilare
871,schreien::V,karjuma,clamare
872,stöhnen::V,oigama,gemere
873,zittern::V,värisema,tremere
874,zittern::V,värisema,trepidare
875,leben::V,elama,vivere
876,leben::V,elus olema,vivere
877,geboren werden::V,sündima,nasci
878,atmen::V,hingama,spirare
879,trinken::V,jooma,bibere
880,essen::V,sööma,edere
881,schlucken::V,neelama,devorare
882,müde werden::V,väsima,fatigari
883,einschlafen::V,uinuma,obdormiscere
884,schlafen::V,magama,dormire
885,aufwachen::V,ärkama,expergisci
886,aufstehen::V,ärkama,exsurgere
887,aufstehen::V,üles tõusma,exsurgere
888,sich erholen::V,puhkama,se reficere
889,krank werden::V,haigestuma,aegrescere
890,krank werden::V,haigeks jääma,aegrescere
891,krank sein::V,haige olema,aegrotare
892,schmerzen::V,valutama,dolere
893,husten::V,köhima,tussire
894,genesen::V,toibuma,convalescere
895,sterben::V,surema,mori
896,umkommen::V,surma saama,perire
897,sich bewegen::V,liikuma,se movere
898,sich rühren::V,liikuma,micare
899,sich erheben::V,kerkima,surgere
900,sich setzen::V,istet võtma,considere
901,hinfallen::V,kukkuma,cadere
902,hinfallen::V,maha kukkuma,cadere
903,laufen::V,kõndima,vadere
904,schreiten::V,astuma,gradi
905,spazierengehen::V,jalutama,ambulare
906,eilen::V,ruttama,properare
907,eilen::V,kiirustama,properare
908,sich beeilen::V,ruttama,festinare
909,sich beeilen::V,kiirustama,festinare
910,sausen::V,kihutama,currere
911,sausen::V,tormama,currere
912,rennen::V,jooksma,currere
913,rennen::V,kihutama,currere
914,springen::V,hüppama,salire
915,klettern::V,ronima,niti
916,schaukeln::V,kiikuma,oscillare
917,kriechen::V,roomama,repere
918,kriechen::V,roomama,serpere
919,schwimmen::V,ujuma,nare
920,schwimmen::V,ujuma,natare
921,tauchen::V,sukelduma,mergere
922,rudern::V,sõudma,remigare
923,fahren::V,sõitma,vehi
924,fliegen::V,lendama,volare
925,gehen::V,käima,ire
926,gehen::V,käima,vadere
927,gehen::V,minema,ire
928,gehen::V,minema,vadere
929,weggehen::V,ära minema,abire
930,weggehen::V,ära minema,discedere
931,weggehen::V,välja minema,abire
932,weggehen::V,välja minema,discedere
933,abfahren::V,väljuma,proficisci
934,abfahren::V,ära sõitma,proficisci
935,anhalten::V,peatuma,consistere
936,hineingehen::V,sisenema,inire
937,hineingehen::V,sisenema,ingredi
938,hineingehen::V,sisse minema,inire
939,hineingehen::V,sisse minema,ingredi
940,eintreten::V,sisenema,intrare
941,eintreten::V,sisse astuma,intrare
942,kommen::V,tulema,venire
943,ankommen::V,saabuma,advenire
944,zurückkommen::V,tagasi tulema,revenire
945,bleiben::V,jääma,manere
946,warten::V,ootama,opperiri
947,erwarten::V,ootama,opperiri
948,erwarten::V,ootama,expectare
949,erwarten::V,lootma,opperiri
950,erwarten::V,lootma,expectare
951,suchen::V,otsima,quaerere
952,finden::V,leidma,reperire
953,versuchen::V,püüdma,conari
954,versuchen::V,püüdma,temptare
955,versuchen::V,üritama,conari
956,versuchen::V,üritama,temptare
957,versuchen::V,katsetama,conari
958,versuchen::V,katsetama,temptare
959,vorbereiten::V,valmistama,parare
960,lieben::V,armastama,amare
961,mögen::V,sallima,amare
962,mögen::V,meeldima,amare
963,lachen::V,naerma,ridere
964,rühren::V,liigutama,commovere
965,rühren::V,heldima panema,commovere
966,weinen::V,nutma,flere
967,schimpfen::V,sõimama,increpare
968,sich ärgern::V,ärrituma,indignari
969,sich ärgern::V,vihastuma,indignari
970,sich fürchten::V,kartma,vereri
971,sich fürchten::V,hirmu tundma,vereri
972,fürchten::V,kartma,timere
973,fliehen::V,põgenema,fugere
974,flüchten::V,põgenema,effugere
975,sehen::V,nägema,videre
976,anschauen::V,vaatama,aspectare
977,ansehen::V,vaatama,spectare
978,hören::V,kuulma,audire
979,zuhören::V,kuulama,auscultare
980,probieren::V,proovima,gustare
981,riechen::V,nuusutama,olfacere
982,fühlen::V,tundma,sentire
983,scheinen::V,näida,videri
984,scheinen::V,ilmuda,videri
985,zu sehen sein::V,ilmuma,conspici
986,vernehmen::V,üle kuulama,comperire
987,frieren::V,külmetada,algere
988,tun::V,tegema,facere
989,können::V,võima,posse
990,können::V,oskama,posse
991,wollen::V,tahtma,velle
992,anfangen::V,hakkama,incipere
993,anfangen::V,alustama,incipere
994,beenden::V,lõpetama,finire
995,aufhören::V,lakkama,desistere
996,gelingen::V,õnnestuma,contingere
997,geraten::V,jõudma,evenire
998,öffnen::V,avama,aperire
999,schließen::V,sulgema,claudere
1000,stellen::V,panema,sistere
1001,stellen::V,asetama,sistere
1002,setzen::V,panema,ponere
1003,legen::V,panema,ponere
1004,legen::V,asetama,ponere
1005,berühren::V,riivama,tangere
1006,berühren::V,puudutama,tangere
1007,verbinden::V,ühendama,iungere
1008,bedecken::V,katma,tegere
1009,bedecken::V,katma,operire
1010,aufhängen::V,riputama,suspendere
1011,anzünden::V,süütama,accendere
1012,anzünden::V,süütama,inflammare
1013,aufheben::V,üles tõstma,tollere
1014,zurücklassen::V,jätma,relinquere
1015,verlieren::V,kaotama,perdere
1016,verlieren::V,kaotama,amittere
1017,fallen lassen::V,maha pillama,dimittere
1018,fallen lassen::V,kukkuda laskma,dimittere
1019,machen::V,tegema,facere
1020,herstellen::V,valmistama,fabricare
1021,bauen::V,ehitama,construere
1022,reparieren::V,parandama,reparare
1023,verbessern::V,parandama,emendare
1024,ändern::V,muutma,mutare
1025,ändern::V,ümber tegema,mutare
1026,graben::V,kaevama,fodere
1027,beugen::V,painutama,flectere
1028,biegen::V,painutama,curvare
1029,drehen::V,keerama,torquere
1030,wenden::V,ümber pöörama,vertere
1031,umdrehen::V,ümber keerama,convertere
1032,heben::V,tõstma,tollere
1033,hochheben::V,üles tõstma,levare
1034,hochheben::V,kõrgele tõstma,levare
1035,ergreifen::V,haarama,capessere
1036,halten::V,hoidma,tenere
1037,drücken::V,pigistama,premere
1038,schieben::V,lükkama,promovere
1039,kratzen::V,kraapima,radere
1040,lecken::V,lakkuma,lambere
1041,beißen::V,purema,mordere
1042,beißen::V,hammustama,mordere
1043,abreißen::V,rebima,avellere
1044,abreißen::V,ära rebima,avellere
1045,abschneiden::V,ära lõikama,desecare
1046,binden::V,siduma,ligare
1047,stecken::V,pistma,inserere
1048,brechen::V,murdma,rumpere
1049,klopfen::V,koputama,pultare
1050,hauen::V,lööma,ferire
1051,kleben::V,kleepima,agglutinare
1052,reiben::V,hõõruma,terere
1053,streichen::V,silitama,oblinere
1054,schleifen::V,lihvima,acuere
1055,schleifen::V,teritama,acuere
1056,schneiden::V,lõikama,secare
1057,rütteln::V,raputama,quassare
1058,schütteln::V,raputama,quatere
1059,schütteln::V,loksutama,quatere
1060,schwenken::V,vehkima,ventilare
1061,schwenken::V,lehvitama,ventilare
1062,schütten::V,kallama,fundere
1063,füllen::V,täitma,complere
1064,einwickeln::V,sisse mähkima,involvere
1065,tragen::V,kandma,ferre
1066,tragen::V,kandma,portare
1067,schleppen::V,tassima,pertrahere
1068,schleppen::V,lohistama,pertrahere
1069,ziehen::V,vedama,trahere
1070,ziehen::V,tõmbama,trahere
1071,aufbewahren::V,säilitama,asservare
1072,aufbewahren::V,alal hoidma,asservare
1073,werfen::V,viskama,iacere
1074,fangen::V,püüdma,capere
1075,packen::V,kinni haarama,capessere
1076,packen::V,kinni võtma,capessere
1077,verstecken::V,peitma,abdere
1078,teilen::V,jagama,partiri
1079,teilen::V,jagama,dividere
1080,teilen::V,jaotama,partiri
1081,teilen::V,jaotama,dividere
1082,schicken::V,saatma,mittere
1083,bringen::V,viima,apportare
1084,hinzufügen::V,lisama,addere
1085,bekommen::V,saama,adipisci
1086,erhalten::V,saama,accipere
1087,nehmen::V,võtma,sumere
1088,wählen::V,valima,eligere
1089,auswählen::V,valima,deligere
1090,bewahren::V,hoidma,conservare
1091,behindern::V,takistama,impedire
1092,verderben::V,rikkuma,corrumpere
1093,beschädigen::V,rikkuma,laedere
1094,zerbrechen::V,katki tegema,rumpere
1095,zerbrechen::V,katki tegema,frangere
1096,zerreißen::V,katki rebima,discindere
1097,zerstören::V,purustama,delere
1098,verbrennen::V,põletama,urere
1099,verbrennen::V,põletama,cremare
1100,geben::V,andma,dare
1101,reichen::V,andma,praebere
1102,reichen::V,ulatama,praebere
1103,schenken::V,kinkima,donare
1104,schenken::V,kinkima,largiri
1105,versprechen::V,lubama,polliceri
1106,versprechen::V,lubama,promittere
1107,versprechen::V,tõotama,polliceri
1108,versprechen::V,tõotama,promittere
1109,wünschen::V,soovima,
1110,loben::V,kiitma,laudare
1111,küssen::V,suudlema,osculari
1112,wiegen::V,hällitama,
1113,zudecken::V,kaanetama,tegere
1114,zudecken::V,kinni katma,tegere
1115,wecken::V,äratama,excitare
1116,zeigen::V,näitama,monstrare
1117,führen::V,juhatama,ducere
1118,lehren::V,õpetama,docere
1119,unterrichten::V,õpetama,instituere
1120,aufziehen::V,üles kasvatama,nutrire
1121,leiten::V,juhtima,ducere
1122,antreiben::V,ergutama,incitare
1123,lassen::V,laskma,iubere
1124,einladen::V,kutsuma,invitare
1125,vereinigen::V,ühendama,coniungere
1126,besuchen::V,külastama,visere
1127,treffen::V,kohtama,convenire
1128,sich versammeln::V,kogunema,convenire
1129,spielen::V,mängima,ludere
1130,singen::V,laulma,cantare
1131,tanzen::V,tantsima,saltare
1132,sich trennen::V,lahku minema,digredi
1133,sich trennen::V,lahku minema,discedere
1134,verlassen::V,maha jätma,deserere
1135,verlassen::V,maha jätma,relinquere
1136,retten::V,päästma,servare
1137,bewachen::V,valvama,custodire
1138,schützen::V,kaitsma,tueri
1139,schützen::V,kaitsma,tutari
1140,verteidigen::V,kaitsma,defendere
1141,sich schlagen::V,kaklema,luctari
1142,schießen::V,tulistama,iaculari
1143,siegen::V,võitma,vincere
1144,ärgern::V,ärritama,irritare
1145,ärgern::V,vihastama,irritare
1146,schlagen::V,lööma,ferire
1147,treten::V,sõtkuma,calcare
1148,stechen::V,pistma,pungere
1149,stechen::V,torkama,pungere
1150,stoßen::V,tõukama,tundere
1151,stehlen::V,varastama,furari
1152,stören::V,segama,turbare
1153,stören::V,häirima,turbare
1154,belästigen::V,ahistama,obtundere
1155,verbergen::V,peitma,celare
1156,verbergen::V,peitma,occultare
1157,verbergen::V,varjama,celare
1158,verbergen::V,varjama,occultare
1159,täuschen::V,petma,fallere
1160,täuschen::V,tüssama,fallere
1161,betrügen::V,petma,fraudare
1162,betrügen::V,tüssama,fraudare
1163,betrügen::V,truudust murtma,fraudare
1164,töten::V,tapma,necare
1165,töten::V,tapma,caedere
1166,töten::V,surmama,necare
1167,töten::V,surmama,caedere
1168,wohnen::V,elama,habitare
1169,arbeiten::V,töötama,laborare
1170,sammeln::V,koguma,colligere
1171,sammeln::V,korjama,colligere
1172,pflücken::V,noppima,carpere
1173,jagen::V,jahtima,venari
1174,fischen::V,kalastama,piscari
1175,fischen::V,kala püüdma,piscari
1176,fassen::V,püüdma,capere
1177,hüten::V,karjatama,custodire
1178,treiben::V,ajama,agere
1179,anbinden::V,kinni siduma,alligare
1180,füttern::V,söötma,nutrire
1181,melken::V,lüpsma,mulgere
1182,hacken::V,raiuma,findere
1183,hacken::V,lõhkuma,findere
1184,gießen::V,kastma,rigare
1185,reifen::V,valmima,maturescere
1186,zubereiten::V,valmistama,apparare
1187,kochen::V,keetma,coquere
1188,backen::V,küpsetama,coquere
1189,braten::V,praadima,torrere
1190,umrühren::V,segama,commovere
1191,stricken::V,kuduma,texere
1192,nähen::V,õmblema,suere
1193,färben::V,värvima,tingere
1194,reinigen::V,puhastama,purgare
1195,waschen::V,pesema,lavare
1196,abwischen::V,puhtaks pühkima,abstergere
1197,spülen::V,uhtma,perluere
1198,fegen::V,pühkima,verrere
1199,kehren::V,pühkima,purgare
1200,baden::V,suplema,lavari
1201,baden::V,kümblema,lavari
1202,sich waschen::V,end pesema,lavari
1203,ausziehen::V,käest võtma,exuere
1204,ausziehen::V,jalast võtma,exuere
1205,ausziehen::V,seljast võtma,exuere
1206,anziehen::V,jalga panema,induere
1207,sich anziehen::V,riietuma,vestiri
1208,kämmen::V,kammima,pectere
1209,schmücken::V,kaunistama,ornare
1210,schmücken::V,kaunistama,decorare
1211,sagen::V,ütlema,dicere
1212,sprechen::V,rääkima,fari
1213,sprechen::V,kõnelema,fari
1214,reden::V,kõnelema,loqui
1215,sich unterhalten::V,vestlema,colloqui
1216,sich unterhalten::V,vestlema,disputare
1217,fragen::V,küsima,rogare
1218,fragen::V,küsima,quaerere
1219,bitten::V,paluma,orare
1220,bitten::V,paluma,rogare
1221,erzählen::V,jutustama,narrare
1222,mitteilen::V,teatama,communicare
1223,mitteilen::V,teada andma,communicare
1224,nennen::V,nimetama,appellare
1225,rufen::V,kutsuma,vocare
1226,prahlen::V,hooplema,gloriari
1227,übersetzen::V,tõlkima,vertere
1228,denken::V,mõtlema,cogitare
1229,glauben::V,uskuma,credere
1230,bemerken::V,märkama,animadvertere
1231,erkennen::V,ära tundma,cognoscere
1232,begreifen::V,aru saama,comprehendere
1233,verstehen::V,mõistma,intellegere
1234,lernen::V,õppima,discere
1235,wissen::V,teadma,scire
1236,sich erinnern an::V,mäletama,meminisse
1237,vergessen::V,unustama,oblivisci
1238,messen::V,mõõtma,metiri
1239,zählen::V,loendama,numerare
1240,rechnen::V,arvutama,reri
1241,rechnen::V,arvutama,calculare
1242,lesen::V,lugema,legere
1243,malen::V,maalima,pingere
1244,zeichnen::V,joonistama,scribere
1245,schreiben::V,kirjutama,scribere
1246,besitzen::V,omama,possidere
1247,kaufen::V,ostma,emere
1248,verkaufen::V,müüma,vendere
1249,bezahlen::V,tasuma,pendere
1250,zahlen::V,maksma,solvere
1251,beherrschen::V,valitsema,regere
1252,beherrschen::V,valitsema,imperare
1253,ertragen::V,taluma,tolerare
1254,ertragen::V,taluma,sustinere
