,Concept_ID,hr,ja
857,wieder::ADV,ponovo,再び
858,vergebens::ADV,uzalud,無駄に
859,vergebens::ADV,zabadava,無駄に
860,vor::PRP,pred,前に
861,vor::PRP,ispred,前に
862,hinter::PRP,za,後ろに
863,hinter::PRP,iza,後ろに
864,unter::PRP,pod,下に
865,unter::PRP,ispod,下に
866,durch::PRP,po,通して
867,durch::PRP,kroz,通して
868,neben::PRP,kraj,横に
869,neben::PRP,pored,横に
870,neben::PRP,pokraj,横に
871,zwischen::PRP,među,間に
872,zwischen::PRP,između,間に
873,wegen::PRP,radi,為に
874,wegen::PRP,radi,せいで
875,wegen::PRP,zbog,為に
876,wegen::PRP,zbog,せいで
877,dies::PRN,ovo,これ
878,das::PRN,to,それ
879,das::PRN,ono,それ
880,alles::PRN,sve,全部
881,ich::PRN,ja,私
882,du::PRN,ti,あなた
883,er::PRN,on,彼
884,wir::PRN,mi,私達
885,ihr::PRN,vi,あなた達
886,sie::PRN,oni,彼ら
887,was::FPRN,što,何
888,wer::FPRN,tko,誰
889,wer::FPRN,tko,どなた
890,wo::FADV,gdje,どこ
891,wo::FADV,gdje,どこに
892,wohin::FADV,kuda,どこへ
893,wohin::FADV,kamo,どこへ
894,wie::FADV,kako,どう
895,warum::FADV,zašto,何故
896,warum::FADV,zašto,どうして
897,wieviel::FNUM,koliko,どのくらい
898,eins::NUM,jedan,一
899,zwei::NUM,dva,二
900,zwei::NUM,dva,二つ
901,drei::NUM,tri,三
902,drei::NUM,tri,三つ
903,vier::NUM,četiri,四
904,vier::NUM,četiri,四つ
905,fünf::NUM,pet,五
906,fünf::NUM,pet,五つ
907,sechs::NUM,šest,六
908,sechs::NUM,šest,六つ
909,sieben::NUM,sedam,七
910,sieben::NUM,sedam,七つ
911,acht::NUM,osam,八
912,acht::NUM,osam,八つ
913,neun::NUM,devet,九
914,neun::NUM,devet,九つ
915,zehn::NUM,deset,十
916,elf::NUM,jedanaest,十一
917,zwölf::NUM,dvanaest,十二
918,zwanzig::NUM,dvadeset,二十
919,dreißig::NUM,trideset,三十
920,vierzig::NUM,četrdeset,四十
921,fünfzig::NUM,pedeset,五十
922,sechzig::NUM,šezdeset,六十
923,siebzig::NUM,sedamdeset,七十
924,achtzig::NUM,osamdeset,八十
925,neunzig::NUM,devetdeset,九十
926,hundert::NUM,sto,百
927,tausend::NUM,tisuća,千
928,und::CNJ,i,-と
929,und::CNJ,i,そして
930,und::CNJ,te,-と
931,und::CNJ,te,そして
932,oder::CNJ,ili,或いは
933,stehen::V,stajati,立っている
934,sitzen::V,sjediti,座っている
935,liegen::V,ležati,横になっている
936,hängen::V,visiti,掛かっている
937,werden::V,postati,なる
938,werden::V,činiti se,なる
939,passieren::V,desiti se,起こる
940,passieren::V,dogoditi se,起こる
941,beginnen::V,početi,始まる
942,enden::V,prestati,終わる
943,enden::V,svršiti se,終わる
944,wechseln::V,mijenjati se,変わる
945,aufgehen[Sonne]::V,izići,出る
946,untergehen[Sonne]::V,zaći,沈む
947,scheinen[Sonne]::V,sijati,輝く
948,donnern::V,grmjeti,雷が鳴る
949,wehen::V,duhati,吹く
950,strömen::V,strujati,流れる
951,fließen::V,teći,流れる
952,sich drehen::V,obrtati se,回転する
953,sich drehen::V,vrtjeti se,回転する
954,schwanken::V,teturati,揺れる
955,schwanken::V,kolebati se,揺れる
956,schwingen::V,njihati,振動する
957,schwingen::V,titrati,振動する
958,fallen::V,padati,落ちる
959,brennen::V,gorjeti,燃える
960,rauchen::V,dimiti se,煙を出す
961,regnen::V,kišiti,雨が降る
962,regnen::V,daždjeti,雨が降る
963,gefrieren::V,smrznuti se,凍る
964,tauen::V,kopnjeti,溶ける
965,tauen::V,kraviti se,溶ける
966,schmelzen::V,topiti se,溶ける
967,trocknen::V,sušiti se,乾く
968,sieden::V,kipjeti,沸く
969,sieden::V,ključati,沸く
970,faulen::V,gnjiti,腐る
971,verfaulen::V,sagnjiti,朽ちる
972,reißen::V,otrgnuti se,切れる
973,versinken::V,tonuti,沈む
974,versinken::V,propasti,沈む
975,vergehen::V,prolaziti,経つ
976,erscheinen::V,pojaviti se,現れる
977,verschwinden::V,nestati,消える
978,verschwinden::V,izgubiti se,消える
979,sinken::V,trgnuti,下がる
980,sinken::V,spustiti se,下がる
981,abnehmen::V,opasti,減る
982,zunehmen::V,povećati se,増える
983,steigen::V,uzići,上がる
984,steigen::V,nadoći,上がる
985,wachsen::V,rasti,伸びる
986,glänzen::V,blistati,輝く
987,glänzen::V,sjati se,輝く
988,funkeln::V,svjetlucati,ぴかぴか光る
989,lärmen::V,bučati,騒ぐ
990,lärmen::V,galamiti,騒ぐ
991,läuten::V,zvoniti,鳴る
992,klingeln::V,zvoniti,鳴る
993,klirren::V,zvečati,がらんがらんと鳴る
994,brausen::V,hujati,逆巻く
995,rauschen::V,šumiti,戦ぐ
996,rauschen::V,šuškati,戦ぐ
997,klingen::V,zvučati,鳴る
998,bellen::V,lajati,吠える
999,heulen::V,zavijati,きゃんきゃん鳴く
1000,blasen::V,puhati,吹く
1001,pfeifen::V,fućkati,口笛を吹く
1002,schreien::V,vikati,叫ぶ
1003,schreien::V,kričati,叫ぶ
1004,stöhnen::V,stenjati,うめく
1005,zittern::V,drhtati,震える
1006,zittern::V,trepetati,震える
1007,leben::V,živjeti,生きている
1008,geboren werden::V,roditi se,生まれる
1009,atmen::V,disati,呼吸する
1010,trinken::V,piti,飲む
1011,essen::V,jesti,食べる
1012,schlucken::V,gutati,飲み込む
1013,müde werden::V,umoriti se,眠くなる
1014,einschlafen::V,usnuti,寝付く
1015,einschlafen::V,zaspati,寝付く
1016,schlafen::V,spati,眠る
1017,aufwachen::V,probuditi se,目が覚める
1018,aufstehen::V,ustati,起きる
1019,sich erholen::V,odmoriti se,休養する
1020,krank werden::V,oboljeti se,病気になる
1021,krank werden::V,razboljeti se,病気になる
1022,krank sein::V,bolovati,病気である
1023,schmerzen::V,boljeti,痛む
1024,husten::V,kašljati,咳をする
1025,genesen::V,ozdraviti,元気になる
1026,genesen::V,oporaviti se,元気になる
1027,sterben::V,umrijeti,死ぬ
1028,sterben::V,umrijeti,亡くなる
1029,umkommen::V,skapati,死亡する
1030,sich bewegen::V,gibati se,移動する
1031,sich bewegen::V,kretati se,移動する
1032,sich rühren::V,maknuti se,動く
1033,sich erheben::V,dići se,立ち上がる
1034,sich setzen::V,sjesti,座る
1035,hinfallen::V,pasti,転ぶ
1036,laufen::V,hodati,歩く
1037,schreiten::V,stupati,跨ぐ
1038,spazierengehen::V,šetati se,散歩する
1039,eilen::V,hitati,急ぐ
1040,sich beeilen::V,požuriti se,焦る
1041,sausen::V,juriti,疾駆する
1042,rennen::V,trčati,走る
1043,springen::V,skakati,跳ぶ
1044,klettern::V,popeti se,よじ登る
1045,klettern::V,penjati se,よじ登る
1046,schaukeln::V,ljuljati se,ぶらんこに乗る
1047,kriechen::V,puzati,這う
1048,kriechen::V,gmizati,這う
1049,schwimmen::V,plivati,泳ぐ
1050,tauchen::V,roniti,潜る
1051,tauchen::V,gnjuriti,潜る
1052,rudern::V,veslati,漕ぐ
1053,fahren::V,voziti se,行く
1054,fahren::V,voziti se,乗車する
1055,fliegen::V,letjeti,飛ぶ
1056,fliegen::V,lijetati,飛ぶ
1057,gehen::V,ići,行く
1058,weggehen::V,otići,立ち去る
1059,abfahren::V,krenuti,出発する
1060,abfahren::V,otputovati,出発する
1061,anhalten::V,stati,止まる
1062,anhalten::V,zaustaviti,止まる
1063,hineingehen::V,ulaziti,入る
1064,eintreten::V,ući,中に入る
1065,kommen::V,doći,来る
1066,ankommen::V,stići,着く
1067,ankommen::V,stići,到着する
1068,zurückkommen::V,vratiti se,帰る
1069,zurückkommen::V,povratiti se,帰る
1070,bleiben::V,ostati,留まる
1071,warten::V,čekati,待つ
1072,erwarten::V,očekivati,期待する
1073,suchen::V,tražiti,探る
1074,finden::V,naći,見つける
1075,versuchen::V,pokušati,試す
1076,vorbereiten::V,spremiti,準備する
1077,vorbereiten::V,pripremiti,準備する
1078,lieben::V,voljeti,愛する
1079,mögen::V,voljeti,好きである
1080,lachen::V,smijati se,笑う
1081,rühren::V,taknuti,感情を動かす
1082,weinen::V,plakati,泣く
1083,schimpfen::V,psovati,叱る
1084,sich ärgern::V,ljutiti se,怒る
1085,sich ärgern::V,ljutiti se,腹を立てる
1086,sich fürchten::V,bojati se,怖がる
1087,fürchten::V,bojati se,恐れる
1088,fliehen::V,pobjeći,逃げる
1089,flüchten::V,utjeći,逃亡する
1090,sehen::V,vidjeti,見る
1091,anschauen::V,ogledati,眺める
1092,ansehen::V,gledati,見る
1093,hören::V,čuti,聞く
1094,zuhören::V,slušati,聴く
1095,probieren::V,probati,食べてみる
1096,riechen::V,osjećati miris,気取る
1097,fühlen::V,osjećati,感じる
1098,scheinen::V,činiti se,ように見える
1099,zu sehen sein::V,biti vidljiv,見える
1100,vernehmen::V,saznati,承る
1101,frieren::V,zima je,寒気がする
1102,tun::V,raditi,する
1103,können::V,moći,出来る
1104,wollen::V,htjeti,-たい
1105,anfangen::V,početi,始める
1106,beenden::V,svršiti,終える
1107,beenden::V,dovršiti,終える
1108,aufhören::V,prestati,止める
1109,gelingen::V,uspjeti,成功する
1110,geraten::V,desiti se,当たる
1111,öffnen::V,otvoriti,開く
1112,öffnen::V,otvoriti,開ける
1113,schließen::V,zatvoriti,閉める
1114,stellen::V,metnuti,置く
1115,stellen::V,metnuti,据える
1116,stellen::V,postaviti,置く
1117,stellen::V,postaviti,据える
1118,setzen::V,posaditi,座らせる
1119,legen::V,polagati,置く
1120,berühren::V,doticati,触る
1121,berühren::V,doticati,触れる
1122,berühren::V,dodirivati,触る
1123,berühren::V,dodirivati,触れる
1124,verbinden::V,spojiti,結びつける
1125,verbinden::V,zavezati,結びつける
1126,bedecken::V,pokriti,覆う
1127,aufhängen::V,objesiti,掛ける
1128,anzünden::V,upaliti,燃やす
1129,anzünden::V,upaliti,火をつける
1130,anzünden::V,zapaliti,燃やす
1131,anzünden::V,zapaliti,火をつける
1132,aufheben::V,podići,拾う
1133,aufheben::V,podignuti,拾う
1134,zurücklassen::V,ostaviti,残す
1135,zurücklassen::V,pustiti natrag,残す
1136,verlieren::V,izgubiti,無くす
1137,fallen lassen::V,ispustiti,落とす
1138,machen::V,uraditi,作る
1139,machen::V,načiniti,作る
1140,machen::V,napraviti,作る
1141,herstellen::V,proizvesti,製造する
1142,bauen::V,graditi,建設する
1143,reparieren::V,popraviti,直す
1144,reparieren::V,popraviti,修理する
1145,verbessern::V,poboljšati,改良する
1146,ändern::V,promijeniti,変える
1147,graben::V,kopati,掘る
1148,graben::V,kopkati,掘る
1149,beugen::V,saviti,折る
1150,biegen::V,saviti,曲げる
1151,biegen::V,sagnuti,曲げる
1152,drehen::V,vrtjeti,回す
1153,wenden::V,obrnuti,裏返す
1154,umdrehen::V,okrenuti,裏返す
1155,umdrehen::V,prevŕnuti,裏返す
1156,heben::V,dizati,挙げる
1157,hochheben::V,dignuti,持ち上げる
1158,ergreifen::V,uhvatiti,取り上げる
1159,ergreifen::V,prihvatiti,取り上げる
1160,halten::V,držati,持つ
1161,drücken::V,pritiskivati,押す
1162,schieben::V,gurati,ずらす
1163,kratzen::V,česati,引っ掻く
1164,kratzen::V,grepsti,引っ掻く
1165,lecken::V,lizati,なめる
1166,beißen::V,ujesti,噛む
1167,beißen::V,gristi,噛む
1168,abreißen::V,otkinuti,剝ぎ取る
1169,abschneiden::V,odrezati,切り取る
1170,binden::V,vezati,縛る
1171,stecken::V,turiti,差し込む
1172,brechen::V,slomiti,破る
1173,klopfen::V,lupati,とんとん叩く
1174,klopfen::V,kucati,とんとん叩く
1175,hauen::V,tući,叩く
1176,hauen::V,udarati,叩く
1177,kleben::V,lijepiti,貼る
1178,kleben::V,lijepiti,くっ付ける
1179,reiben::V,trti,擦る
1180,streichen::V,namazati,塗る
1181,schleifen::V,brusiti,研ぐ
1182,schneiden::V,rezati,切る
1183,rütteln::V,drmati,揺さぶる
1184,schütteln::V,tresti,振る
1185,schütteln::V,tresti,揺さぶる
1186,schwenken::V,mahati,振る
1187,schütten::V,sipati,注ぐ
1188,schütten::V,lijevati,注ぐ
1189,füllen::V,napuniti,いっぱいにする
1190,einwickeln::V,umotati,包む
1191,einwickeln::V,zamotati,包む
1192,tragen::V,nositi,運ぶ
1193,schleppen::V,tegliti,引きずる
1194,ziehen::V,vući,引く
1195,aufbewahren::V,čuvati,預かる
1196,werfen::V,bacati,投げる
1197,fangen::V,loviti,受ける
1198,fangen::V,hvatati,受ける
1199,packen::V,ščepati,掴む
1200,packen::V,zgrabiti,掴む
1201,verstecken::V,sakriti,隠す
1202,teilen::V,podijeliti,分ける
1203,schicken::V,slati,送る
1204,bringen::V,donijeti,持って行く
1205,hinzufügen::V,dodati,加える
1206,hinzufügen::V,pridati,加える
1207,bekommen::V,dobiti,得る
1208,erhalten::V,primiti,受ける
1209,nehmen::V,uzeti,取る
1210,wählen::V,izabrati,選ぶ
1211,auswählen::V,odabrati,選ぶ
1212,bewahren::V,sačuvati,保存する
1213,behindern::V,smetati,妨害する
1214,verderben::V,pokvariti,台無しにする
1215,beschädigen::V,oštetiti,損傷する
1216,zerbrechen::V,razbiti,割る
1217,zerbrechen::V,prelomiti,割る
1218,zerreißen::V,poderati,引き裂く
1219,zerreißen::V,rastrgnuti,引き裂く
1220,zerstören::V,razoriti,破壊する
1221,zerstören::V,razrušiti,破壊する
1222,verbrennen::V,spaliti,焼く
1223,verbrennen::V,sagorjeti,焼く
1224,geben::V,dati,上げる
1225,reichen::V,pružiti,渡す
1226,schenken::V,darivati,贈る
1227,versprechen::V,obećati,約束する
1228,wünschen::V,željeti,望む
1229,loben::V,hvaliti,褒める
1230,küssen::V,ljubiti,キスする
1231,wiegen::V,njihati,揺する
1232,wiegen::V,ljuljati,揺する
1233,zudecken::V,pokriti,覆う
1234,wecken::V,probuditi,起こす
1235,zeigen::V,pokazati,見せる
1236,führen::V,voditi,案内する
1237,lehren::V,učiti,教える
1238,unterrichten::V,poučiti,通知する
1239,aufziehen::V,uzgajati,育てる
1240,leiten::V,upravljati,導く
1241,antreiben::V,natjeravati,励ます
1242,lassen::V,dati,～させる
1243,einladen::V,pozvati,誘う
1244,einladen::V,pozvati,招待する
1245,vereinigen::V,ujediniti,一つにする
1246,besuchen::V,posjetiti,訪ねる
1247,treffen::V,sresti,出会う
1248,sich versammeln::V,okupiti se,集まる
1249,spielen::V,igrati se,遊ぶ
1250,singen::V,pjevati,歌う
1251,tanzen::V,plesati,踊る
1252,sich trennen::V,razići se,別れる
1253,verlassen::V,ostaviti,別れる
1254,verlassen::V,napustiti,別れる
1255,retten::V,spasiti,救う
1256,retten::V,spasiti,助ける
1257,bewachen::V,čuvati,見張る
1258,bewachen::V,čuvati,軽微する
1259,bewachen::V,stražariti,見張る
1260,bewachen::V,stražariti,軽微する
1261,schützen::V,čuvati,保護する
1262,verteidigen::V,obraniti,守る
1263,sich schlagen::V,biti se,殴る
1264,sich schlagen::V,udariti se,殴る
1265,schießen::V,pucati,撃つ
1266,schießen::V,strijeljati,撃つ
1267,siegen::V,pobijediti,勝つ
1268,ärgern::V,ljutiti,怒らせる
1269,schlagen::V,biti,殴る
1270,schlagen::V,udariti,殴る
1271,treten::V,šutnuti,蹴る
1272,stechen::V,ubosti,突く
1273,stoßen::V,gurnuti,突く
1274,stehlen::V,ukrasti,盗る
1275,stören::V,smetati,構う
1276,belästigen::V,smetati,邪魔する
1277,belästigen::V,dosaditi,邪魔する
1278,verbergen::V,skriti,隠す
1279,täuschen::V,obmanuti,だます
1280,betrügen::V,prevarati,だます
1281,töten::V,ubiti,殺す
1282,wohnen::V,stanovati,住む
1283,arbeiten::V,raditi,働く
1284,sammeln::V,sabrati,集める
1285,sammeln::V,sabrati,収集する
1286,pflücken::V,ubrati,摘む
1287,jagen::V,loviti,狩りをする
1288,fischen::V,ribati,釣る
1289,fischen::V,loviti ribu,釣る
1290,fassen::V,uloviti,捕る
1291,hüten::V,pasti,放牧する
1292,treiben::V,goniti,追う
1293,anbinden::V,privezati,繋ぐ
1294,füttern::V,hraniti,餌をやる
1295,melken::V,musti,搾乳する
1296,hacken::V,sjeckati,刻む
1297,gießen::V,politi,水をやる
1298,reifen::V,sazreti,熟す
1299,zubereiten::V,prigotoviti,調理する
1300,kochen::V,kuhati,煮る
1301,backen::V,peći,焼く
1302,braten::V,peći,焼く
1303,braten::V,peći,炒める
1304,braten::V,pržiti,焼く
1305,braten::V,pržiti,炒める
1306,umrühren::V,promiješati,混ぜる
1307,stricken::V,plesti,編む
1308,nähen::V,šiti,縫う
1309,färben::V,obojiti,染める
1310,reinigen::V,očistiti,掃除する
1311,reinigen::V,počistiti,掃除する
1312,waschen::V,prati,洗う
1313,waschen::V,prati,洗濯する
1314,abwischen::V,otrti,拭く
1315,spülen::V,isprati,洗う
1316,spülen::V,isprati,すすぐ
1317,spülen::V,oplakati,洗う
1318,spülen::V,oplakati,すすぐ
1319,fegen::V,mesti,掃除する
1320,fegen::V,pomesti,掃除する
1321,kehren::V,mesti,掃く
1322,baden::V,kupati se,入浴する
1323,sich waschen::V,umiti se,洗う
1324,sich waschen::V,prati se,洗う
1325,ausziehen::V,svući,脱ぐ
1326,anziehen::V,obući,着る
1327,sich anziehen::V,obući se,着る
1328,kämmen::V,češljati,梳く
1329,schmücken::V,uresiti,飾る
1330,schmücken::V,nakititi,飾る
1331,sagen::V,reći,言う
1332,sagen::V,kazati,言う
1333,sprechen::V,govoriti,話す
1334,reden::V,govoriti,話す
1335,reden::V,besjediti,話す
1336,sich unterhalten::V,razgovarati se,話をする
1337,fragen::V,pitati,聞く
1338,bitten::V,moliti,頼む
1339,bitten::V,moliti,お願いする
1340,erzählen::V,ispričati,物語る
1341,erzählen::V,pripovjediti,物語る
1342,mitteilen::V,saopćiti,伝える
1343,nennen::V,nazvati,名づける
1344,rufen::V,zvati,呼ぶ
1345,rufen::V,dozvati,呼ぶ
1346,prahlen::V,hvalisati se,自慢する
1347,übersetzen::V,prevesti,訳す
1348,denken::V,misliti,考える
1349,glauben::V,vjerovati,信じる
1350,bemerken::V,zapaziti,気が付く
1351,bemerken::V,primijetiti,気が付く
1352,erkennen::V,prepoznati,認識する
1353,begreifen::V,pojmiti,分かる
1354,begreifen::V,shvatiti,分かる
1355,verstehen::V,razabrati,聞き取る
1356,lernen::V,učiti se,学ぶ
1357,lernen::V,učiti se,勉強する
1358,wissen::V,znati,知っている
1359,sich erinnern an::V,sjetiti se,思い出す
1360,vergessen::V,zaboraviti,忘れる
1361,messen::V,mjeriti,計る
1362,messen::V,mjeriti,測定する
1363,zählen::V,brojiti,数える
1364,rechnen::V,računati,計算する
1365,lesen::V,čitati,読む
1366,malen::V,slikati,描く
1367,zeichnen::V,crtati,写生する
1368,schreiben::V,pisati,書く
1369,besitzen::V,imati,所持する
1370,besitzen::V,posjedovati,所持する
1371,kaufen::V,kupiti,買う
1372,verkaufen::V,prodati,売る
1373,verkaufen::V,raspačati,売る
1374,bezahlen::V,platiti,払う
1375,zahlen::V,plaćati,支払う
1376,beherrschen::V,vladati,支配する
1377,beherrschen::V,gospodariti,支配する
1378,ertragen::V,trpjeti,耐える
1379,ertragen::V,podnijeti,耐える
1380,Gehirn::N,,脳
