,Concept_ID,tr,cv
730,kalt::A,soğuk,сивӗ
731,kühl::A,serin,уҫӑ
732,frisch::A,taze,уҫӑ
733,feucht::A,nemli,йӗпе
734,feucht::A,rutubetli,йӗпе
735,nass::A,yaş,нӳрӗ
736,nass::A,ıslak,нӳрӗ
737,trocken::A,kuru,типӗ
738,voll::A,dolu,тулли
739,voll::A,dolmuş,тулли
740,leer::A,boş,пушӑ
741,offen::A,açık,уҫӑ
742,geschlossen::A,kapalı,хупӑ
743,sauber::A,pak,таса
744,sauber::A,temiz,таса
745,schmutzig::A,pis,пылчӑклӑ
746,schmutzig::A,pis,вараланчӑк
747,schmutzig::A,kirli,пылчӑклӑ
748,schmutzig::A,kirli,вараланчӑк
749,roh::A,çiğ,чӗрӗ
750,reif::A,olgun,пулнӑ
751,reif::A,olgun,пиҫӗхнӗ
752,reif::A,olgun,аталаннӑ
753,reif::A,olgun,пиҫсе ҫитнӗ
754,lecker::A,lezzetli,тутлӑ
755,lecker::A,lezzetli,техӗмлӗ
756,süß::A,tatlı,пылак
757,süß::A,şekerli,пылак
758,bitter::A,acı,йӳҫӗ
759,sauer::A,ekşi,йӳҫӗ
760,sauer::A,ekşi,йӳҫек
761,sauer::A,ekşi,кӑвасак
762,hell::A,aydınlık,ҫутӑ
763,dunkel::A,karanlık,тӗттӗм
764,schwarz::A,kara,хура
765,schwarz::A,siyah,хура
766,weiß::A,ak,шурӑ
767,weiß::A,beyaz,шурӑ
768,rot::A,kırmızı,хӗрлӗ
769,gelb::A,sarı,сарӑ
770,blau::A,mavi,кӑвак
771,grün::A,yeşil,симӗс
772,grün::A,yeşil,пиҫмен
773,grün::A,yeşil,ӑс пухман
774,grau::A,boz,кӑвак
775,bunt::A,renkli,чӑпар
776,billig::A,ucuz,йӳнӗ
777,teuer::A,pahalı,хаклӑ
778,wertvoll::A,değerli,паха
779,blind::A,kör,суккӑр
780,taub::A,sağır,хӑлхасӑр
781,kräftig::A,dinç,хӑватлӑ
782,kräftig::A,kuvvetli,хӑватлӑ
783,stark::A,güçlü,вирлӗ
784,stark::A,kuvvetli,вирлӗ
785,schwach::A,zayıf,халсӑр
786,schwach::A,güçsüz,халсӑр
787,fett::A,şişman,самӑр
788,fett::A,şişman,мӑнтӑр
789,schlank::A,narin,йӑрӑс
790,schlank::A,narin,яштака
791,hübsch::A,güzel,хитре
792,hübsch::A,sevimli,хитре
793,böse::A,kötü,усал
794,dumm::A,aptal,ухмах
795,faul::A,tembel,наян
796,faul::A,tembel,юлхав
797,faul::A,tembel,ӳркенчӗк
798,fleißig::A,çalışkan,хастар
799,geizig::A,cimri,хытӑ
800,klug::A,zekî,ӑслӑ
801,klug::A,akıllı,ӑслӑ
802,geschickt::A,becerikli,ӑста
803,lieb::A,sevimli,савнӑ
804,lustig::A,neşeli,хаваслӑ
805,sanft::A,nazik,ачаш
806,hungrig::A,aç,выҫӑ
807,krank::A,hasta,чирлӗ
808,krank::A,rahatsız,чирлӗ
809,nackt::A,çıplak,ҫара
810,traurig::A,kederli,салхуллӑ
811,traurig::A,üzüntülü,салхуллӑ
812,lebendig::A,canlı,чӗрӗ
813,gut::A,iyi,аван
814,gut::A,iyi,лайӑх
815,schlecht::A,kötü,япӑх
816,schlecht::A,kötü,начар
817,richtig::A,doğru,тӗрӗс
818,schlimm::A,kötü,йӗрӗнчӗк
819,wahr::A,doğru,чӑн
820,wahr::A,gerçek,чӑн
821,alt::A,eski,кивӗ
822,neu::A,yeni,ҫӗнӗ
823,ehemalig::A,önceki,пулнӑ
824,alt[Lebewesen]::A,yaşlı,ватӑ
825,jung::A,genç,яш
826,jung::A,genç,ҫамрӑк
827,arm::A,fakir,чухӑн
828,reich::A,zengin,пуян
829,bekannt::A,bilinen,пӗлӗш
830,berühmt::A,ünlü,чаплӑ
831,berühmt::A,meşhur,чаплӑ
832,fremd::A,yabancı,ют
833,verschieden::A,ayrı,расна
834,verschieden::A,farklı,расна
835,nah::A,yakın,ҫывӑх
836,nah::A,yakın,ҫывӑхри
837,nah::A,bitişik,ҫывӑх
838,nah::A,bitişik,ҫывӑхри
839,fern::A,uzak,инҫе
840,fern::A,uzak,аякри
841,linker::A,sol,сулахай
842,rechter::A,sağ,сылтӑм
843,anderer::A,diğer,урӑх
844,erster::A,ilk,пӗрремӗш
845,erster::A,birinci,пӗрремӗш
846,zweiter::A,ikinci,иккӗмӗш
847,dritter::A,üçüncü,виҫҫӗмӗш
848,letzter::A,son,юлашки
849,letzter::A,sonuncu,юлашки
850,allein::ADV,yalnız,пӗччен
851,allein::ADV,tek başına,пӗччен
852,auf einmal::ADV,birden,кӗмӗрккен
853,zusammen::ADV,beraber,пӗрле
854,zusammen::ADV,birlikte,пӗрле
855,lange::ADV,çok,вӑрах
856,lange::ADV,uzun,вӑрах
857,plötzlich::ADV,ansızın,сасартӑк
858,plötzlich::ADV,birdenbire,сасартӑк
859,sofort::ADV,hemen,тӳрех
860,sofort::ADV,derhal,тӳрех
861,später::ADV,daha sonra,кайран
862,jetzt::ADV,şimdi,халь
863,jetzt::ADV,şimdi,халӗ
864,heute::ADV,bugün,паян
865,morgen::ADV,yarın,ыран
866,bald::ADV,yakında,халех
867,bald::ADV,yakında,кӗҫех
868,dann::ADV,sonra,унтан
869,gestern::ADV,dün,ӗнер
870,einst::ADV,eskiden,пӗррехинче
871,damals::ADV,o zamanlar,ун чухне
872,damals::ADV,o zamanlar,апла пулсан
873,danach::ADV,sonradan,унтан
874,danach::ADV,ondan sonra,унтан
875,vorher::ADV,önce,малтан
876,vorher::ADV,önceden,малтан
877,zuerst::ADV,ilk önce,пирвай
878,einmal::ADV,bir defa,пӗррехинче
879,manchmal::ADV,bazan,хӑш чухне
880,oft::ADV,sık sık,тӑтӑш
881,oft::ADV,çok defa,тӑтӑш
882,immer::ADV,daima,ялан
883,immer::ADV,her zaman,ялан
884,niemals::ADV,asla değil,нихӑҫан та
885,niemals::ADV,hiçbir zaman,нихӑҫан та
886,hier::ADV,burada,кунта
887,hierhin::ADV,buraya,кунта
888,von hier::ADV,buradan,кунтан
889,dort::ADV,orada,унта
890,dort::ADV,orada,ҫавӑнта
891,dort::ADV,şurada,унта
892,dort::ADV,şurada,ҫавӑнта
893,dorthin::ADV,oraya,унта
894,dorthin::ADV,oraya,ҫавӑнта
895,dorthin::ADV,şuraya,унта
896,dorthin::ADV,şuraya,ҫавӑнта
897,geradeaus::ADV,doğru,тикӗс
898,vorwärts::ADV,ileri,малалла
899,rückwärts::ADV,geri,хыҫала
900,zurück::ADV,geriye,каялла
901,unten::ADV,aşağıda,аялта
902,hinab::ADV,aşağıya,аялта
903,oben::ADV,yukarıda,ҫӳлте
904,hinauf::ADV,yukarı,ҫӳле
905,hinauf::ADV,yukarıya,ҫӳле
906,überall::ADV,her yerde,таҫта та
907,überall::ADV,her yerde,пур ҫӗрте те
908,überall::ADV,her yerde,кирек ӑҫта та
909,nicht::ADV,-mi-,мар
910,nicht::ADV,değil,мар
911,ein wenig::ADV,biraz,пӑртак
912,kaum::ADV,dar,аран
913,kaum::ADV,hemen hemen değil,аран
914,sehr::ADV,pek,питӗ
915,sehr::ADV,gayet,питӗ
916,so::ADV,öyle,апла
917,so::ADV,böyle,апла
918,noch::ADV,hâlâ,татах
919,noch::ADV,henüz,татах
920,nur::ADV,ancak,ҫех
921,nur::ADV,yalnız,ҫех
922,schon::ADV,çoktan,ӗнтӗ
923,wieder::ADV,tekrar,каллех
924,wieder::ADV,yeniden,каллех
925,vergebens::ADV,boşuna,харам
926,vor::PRP,önünde,умӗнче
927,hinter::PRP,arkasında,кайра
928,unter::PRP,altında,айне
929,unter::PRP,altında,айӗпе
930,unter::PRP,altında,айӗнче
931,unter::PRP,altında,ҫитеспе
932,durch::PRP,sayesinde,витӗр
933,durch::PRP,ortasından,витӗр
934,neben::PRP,yanında,патӗнче
935,zwischen::PRP,arasında,хушшинче
936,wegen::PRP,dolayı,пула
937,wegen::PRP,dolayı,пирки
938,dies::PRN,bu,ку
939,dies::PRN,bu,ҫак
940,das::PRN,o,ҫав
941,das::PRN,şu,ҫав
942,alles::PRN,hepsi,пурте
943,alles::PRN,hepsi,йӑлт
944,alles::PRN,her şey,пурте
945,alles::PRN,her şey,йӑлт
946,ich::PRN,ben,эп
947,du::PRN,sen,эс
948,er::PRN,o,вӑл
949,wir::PRN,biz,эпир
950,ihr::PRN,siz,эсир
951,sie::PRN,onlar,вӗсем
952,was::FPRN,ne,мӗн
953,was::FPRN,ne,мӗскер
954,was::FPRN,ne,мӗн те пулин
955,wer::FPRN,kim,кам
956,wo::FADV,nerede,ӑҫта
957,wohin::FADV,nereye,ӑҫта
958,wie::FADV,nasıl,епле
959,wie::FADV,nasıl,мӗнле
960,warum::FADV,neden,ма
961,warum::FADV,neden,мӗншӗн
962,wieviel::FNUM,kaç,миҫе
963,wieviel::FNUM,ne kadar,миҫе
964,eins::NUM,bir,пӗр
965,eins::NUM,bir,пӗрре
966,zwei::NUM,iki,ик
967,zwei::NUM,iki,икӗ
968,zwei::NUM,iki,иккӗ
969,drei::NUM,üç,виҫ
970,drei::NUM,üç,виҫӗ
971,drei::NUM,üç,виҫҫӗ
972,vier::NUM,dört,тӑват
973,fünf::NUM,beş,пилӗк
974,fünf::NUM,beş,пиллӗк
975,sechs::NUM,altı,улт
976,sechs::NUM,altı,ултӑ
977,sechs::NUM,altı,улттӑ
978,sieben::NUM,yedi,ҫич
979,sieben::NUM,yedi,ҫичӗ
980,sieben::NUM,yedi,ҫиччӗ
981,acht::NUM,sekiz,сакӑр
982,acht::NUM,sekiz,саккӑр
983,neun::NUM,dokuz,тӑхӑр
984,neun::NUM,dokuz,тӑххӑр
985,zehn::NUM,on,вунӑ
986,zehn::NUM,on,вуннӑ
987,elf::NUM,on bir,вун пӗр
988,zwölf::NUM,on iki,вун ик
989,zwölf::NUM,on iki,вун икӗ
990,zwölf::NUM,on iki,вун иккӗ
991,zwanzig::NUM,yirmi,ҫирӗм
992,dreißig::NUM,otuz,вӑтӑр
993,vierzig::NUM,kırk,хӗрӗх
994,fünfzig::NUM,elli,аллӑ
995,sechzig::NUM,altmış,утмӑл
996,siebzig::NUM,yetmiş,ҫитмӗл
997,achtzig::NUM,seksen,сакӑр вунӑ
998,achtzig::NUM,seksen,сакӑр вуннӑ
999,neunzig::NUM,doksan,тӑхӑр вун
1000,neunzig::NUM,doksan,тӑхӑр вунӑ
1001,neunzig::NUM,doksan,тӑхӑр вуннӑ
1002,hundert::NUM,yüz,ҫӗр
1003,tausend::NUM,bin,пин
1004,und::CNJ,ve,та
1005,und::CNJ,ile,та
1006,oder::CNJ,ya,е
1007,oder::CNJ,yahut,е
1008,stehen::V,durmak,тӑр
1009,sitzen::V,oturmak,лар
1010,liegen::V,yatmak,вырт
1011,hängen::V,asılı olmak,усӑнса тӑр
1012,hängen::V,asılı olmak,ҫакӑнса тӑр
1013,werden::V,olmak,пул
1014,werden::V,olunmak,пул
1015,passieren::V,olmak,пул
1016,beginnen::V,başlamak,пуҫлан
1017,enden::V,bitmek,пӗт
1018,enden::V,bitmek,вӗҫлен
1019,enden::V,sona ermek,пӗт
1020,enden::V,sona ermek,вӗҫлен
1021,wechseln::V,değişmek,улшӑн
1022,aufgehen[Sonne]::V,doğmak,тух
1023,untergehen[Sonne]::V,batmak,анса лар
1024,scheinen[Sonne]::V,parlamak,пӑх
1025,donnern::V,gök gürlemek,кӗмсӗртет
1026,donnern::V,gök gürlemek,авӑт
1027,wehen::V,esmek,варкӑш
1028,strömen::V,akmak,тӑкӑн
1029,fließen::V,akmak,юх
1030,sich drehen::V,dönmek,ҫаврӑн
1031,schwanken::V,sallanmak,чӳхен
1032,schwingen::V,titremek,суллан
1033,fallen::V,düşmek,кип
1034,fallen::V,düşmek,тӳр кип
1035,fallen::V,düşmek,татӑлса ан
1036,brennen::V,yanmak,ҫун
1037,rauchen::V,tütmek,мӑкӑрлан
1038,rauchen::V,tütmek,тӗтӗм кӑлар
1039,regnen::V,yağmak,ҫумӑр ҫӑвать
1040,gefrieren::V,donmak,шӑн
1041,tauen::V,erimek,ирӗл
1042,schmelzen::V,erimek,ирӗл
1043,trocknen::V,kurumak,тип
1044,sieden::V,kaynamak,вӗре
1045,faulen::V,çürümek,ҫӗр
1046,verfaulen::V,çürümek,ҫӗр
1047,reißen::V,yırtılmak,ҫурӑл
1048,versinken::V,batmak,пут
1049,vergehen::V,geçmek,ирт
1050,erscheinen::V,görünmek,курӑн
1051,erscheinen::V,görünmek,курӑнса кай
1052,verschwinden::V,kaybolmak,ҫухал
1053,sinken::V,inmek,чак
1054,abnehmen::V,azalmak,чак
1055,zunehmen::V,artmak,пысӑклан
1056,zunehmen::V,çoğalmak,пысӑклан
1057,steigen::V,artmak,ҫӗклен
1058,steigen::V,yükselmek,ҫӗклен
1059,wachsen::V,büyümek,ӳс
1060,wachsen::V,gelişmek,ӳс
1061,glänzen::V,parlamak,ҫиҫ
1062,funkeln::V,parıldamak,ялкӑш
1063,funkeln::V,parıldamak,йӑлтӑртат
1064,lärmen::V,gürültü yapmak,шавла
1065,läuten::V,çalmak,шӑнкӑравла
1066,klingeln::V,zil çalmak,шӑнкӑравла
1067,klirren::V,şakırdamak,калтлат
1068,klirren::V,şakırdamak,шӑнкӑлтат
1069,klirren::V,zangırdamak,калтлат
1070,klirren::V,zangırdamak,шӑнкӑлтат
1071,brausen::V,köpürmek,ахӑр
1072,brausen::V,kükremek,ахӑр
1073,rauschen::V,fışırdamak,вашӑлтат
1074,rauschen::V,fışırdamak,чашӑлтат
1075,klingen::V,tınlamak,янӑра
1076,bellen::V,havlamak,вӗр
1077,heulen::V,ulumak,ула
1078,blasen::V,üflemek,вӗр
1079,pfeifen::V,düdük çalmak,шӑхӑр
1080,schreien::V,bağırmak,кӑшкӑр
1081,schreien::V,haykırmak,кӑшкӑр
1082,stöhnen::V,inlemek,йынӑш
1083,zittern::V,titremek,чӗтре
1084,leben::V,yaşamak,пурӑн
1085,leben::V,hayatta olmak,пурӑн
1086,geboren werden::V,doğmak,ҫурал
1087,atmen::V,solunmak,сывла
1088,atmen::V,nefes almak,сывла
1089,trinken::V,içmek,ӗҫ
1090,essen::V,yemek,ҫи
1091,schlucken::V,yutmak,ҫӑт
1092,müde werden::V,yorulmak,ӗшен
1093,einschlafen::V,uykuya dalmak,ыйха пут
1094,einschlafen::V,uykuya dalmak,ҫывӑрса кай
1095,schlafen::V,uyumak,ҫывӑр
1096,aufwachen::V,uyanmak,вӑран
1097,aufstehen::V,kalkmak,тӑр
1098,aufstehen::V,yataktan kalkmak,тӑр
1099,sich erholen::V,dinlenmek,кан
1100,krank werden::V,hastalanmak,чирле
1101,krank sein::V,hasta olmak,чирле
1102,schmerzen::V,ağrımak,сур
1103,schmerzen::V,ağrımak,ырат
1104,husten::V,öksürmek,ӳсӗр
1105,genesen::V,şifa bulmak,сывал
1106,genesen::V,şifa bulmak,тӳрлен
1107,sterben::V,ölmek,вил
1108,sterben::V,vefat etmek,вил
1109,umkommen::V,ölmek,вил
1110,sich bewegen::V,hareket etmek,куҫ
1111,sich rühren::V,kımıldanmak,хускал
1112,sich erheben::V,kalkmak,тӑр
1113,sich erheben::V,ayağa kalkmak,тӑр
1114,sich setzen::V,oturmak,лар
1115,hinfallen::V,yere düşmek,ӳк
1116,laufen::V,yürümek,ут
1117,schreiten::V,yürümek,ут
1118,schreiten::V,adım atmak,ут
1119,spazierengehen::V,gezmek,уҫӑлса ҫӳре
1120,spazierengehen::V,gezmek,уткаласа ҫӳре
1121,spazierengehen::V,dolaşmak,уҫӑлса ҫӳре
1122,spazierengehen::V,dolaşmak,уткаласа ҫӳре
1123,eilen::V,seğirtmek,васка
1124,eilen::V,seğirtmek,хыпалан
1125,sich beeilen::V,acele etmek,васка
1126,sich beeilen::V,acele etmek,хыпалан
1127,sausen::V,hızla gitmek,ыткӑн
1128,sausen::V,hızla gitmek,вӗҫтер
1129,rennen::V,koşmak,чуп
1130,springen::V,atlamak,сик
1131,springen::V,sıçramak,сик
1132,klettern::V,tırmanmak,улӑх
1133,schaukeln::V,sallanmak,йӳрӗн
1134,kriechen::V,sürünmek,шу
1135,kriechen::V,sürünmek,упален
1136,schwimmen::V,yüzmek,иш
1137,tauchen::V,dalmak,чӑм
1138,rudern::V,kürek çekmek,авӑс
1139,fahren::V,gitmek,пыр
1140,fliegen::V,uçmak,вӗҫ
1141,gehen::V,gitmek,кай
1142,weggehen::V,gitmek,кай
1143,abfahren::V,kalkmak,тапран
1144,anhalten::V,durmak,чарӑн
1145,hineingehen::V,içeri girmek,кӗр
1146,eintreten::V,girmek,кӗр
1147,kommen::V,gelmek,кил
1148,ankommen::V,varmak,ҫит
1149,zurückkommen::V,dönmek,таврӑн
1150,zurückkommen::V,dönmek,каялла кил
1151,bleiben::V,kalmak,юл
1152,warten::V,beklemek,кӗт
1153,erwarten::V,beklemek,кӗт
1154,suchen::V,aramak,шыра
1155,finden::V,bulmak,туп
1156,versuchen::V,denemek,пикен
1157,vorbereiten::V,hazırlamak,хатӗрле
1158,lieben::V,sevmek,юрат
1159,mögen::V,beğenmek,кӑмӑлла
1160,mögen::V,beğenmek,килӗштер
1161,lachen::V,gülmek,кул
1162,lachen::V,gülmek,ахӑлтат
1163,rühren::V,dokunmak,ҫулӑх
1164,rühren::V,duygulandırmak,ҫулӑх
1165,weinen::V,ağlamak,йӗр
1166,weinen::V,ağlamak,макӑр
1167,schimpfen::V,küfretmek,вӑрҫ
1168,schimpfen::V,küfretmek,ятлаҫ
1169,sich ärgern::V,kızmak,ҫиллен
1170,sich fürchten::V,korkmak,шиклен
1171,fürchten::V,korkmak,хӑра
1172,fliehen::V,kaçmak,тар
1173,flüchten::V,kaçmak,чупса тар
1174,sehen::V,görmek,кур
1175,anschauen::V,seyretmek,пӑхса ил
1176,ansehen::V,bakmak,пӑх
1177,hören::V,duymak,илт
1178,hören::V,işitmek,илт
1179,zuhören::V,dinlemek,итле
1180,zuhören::V,dinlemek,тӑнла
1181,probieren::V,denemek,астив
1182,probieren::V,tadına bakmak,астив
1183,riechen::V,kokusunu almak,шӑршла
1184,fühlen::V,duymak,туй
1185,fühlen::V,duymak,сис
1186,fühlen::V,hissetmek,туй
1187,fühlen::V,hissetmek,сис
1188,scheinen::V,görünmek,туйӑн
1189,zu sehen sein::V,görünmek,курӑн
1190,vernehmen::V,haber almak,пӑл
1191,frieren::V,üşümek,йӳтен
1192,tun::V,etmek,ту
1193,tun::V,yapmak,ту
1194,können::V,bilmek,пултар
1195,wollen::V,istemek,те
1196,anfangen::V,başlamak,пуҫла
1197,beenden::V,bitirmek,пӗтер
1198,aufhören::V,bitmek,пӑрах
1199,gelingen::V,başarmak,ӑн
1200,geraten::V,düşmek,пул
1201,öffnen::V,açmak,уҫ
1202,schließen::V,kapamak,хуп
1203,stellen::V,koymak,ларт
1204,stellen::V,koymak,тӑрат
1205,setzen::V,koymak,ларт
1206,setzen::V,oturtmak,ларт
1207,legen::V,koymak,хур
1208,legen::V,yatırmak,хур
1209,berühren::V,dokunmak,перӗн
1210,verbinden::V,bağlamak,сып
1211,verbinden::V,birleştirmek,сып
1212,bedecken::V,örtmek,вит
1213,bedecken::V,kaplamak,вит
1214,aufhängen::V,asmak,ҫак
1215,anzünden::V,yakmak,ҫут
1216,anzünden::V,ateşlemek,ҫут
1217,aufheben::V,kaldırmak,ҫӗкле
1218,zurücklassen::V,geride bırakmak,манса хӑвар
1219,verlieren::V,yitirmek,ҫӗтер
1220,verlieren::V,kaybetmek,ҫӗтер
1221,fallen lassen::V,düşürmek,ӳкер
1222,machen::V,yapmak,ту
1223,herstellen::V,yapmak,ӑстала
1224,herstellen::V,imal etmek,ӑстала
1225,bauen::V,kurmak,ту
1226,bauen::V,inşa etmek,ту
1227,reparieren::V,onarmak,юса
1228,reparieren::V,tamir etmek,юса
1229,verbessern::V,düzeltmek,лайӑхлат
1230,ändern::V,değiştirmek,улӑштар
1231,graben::V,kazmak,чав
1232,graben::V,kazmak,чакала
1233,beugen::V,eğmek,кукӑрт
1234,biegen::V,bükmek,ав
1235,biegen::V,bükmek,кукӑрт
1236,drehen::V,çevirmek,ҫавӑр
1237,drehen::V,döndürmek,ҫавӑр
1238,wenden::V,çevirmek,ӳпӗнтер
1239,umdrehen::V,çevirmek,ҫавӑр
1240,heben::V,kaldırmak,хӑпарт
1241,hochheben::V,yukarı kaldırmak,йӑт
1242,ergreifen::V,tutmak,тыт
1243,ergreifen::V,yakalamak,тыт
1244,halten::V,tutmak,тыт
1245,drücken::V,sıkmak,пус
1246,schieben::V,itmek,тӗк
1247,schieben::V,itmek,тӗрт
1248,schieben::V,sürmek,тӗк
1249,schieben::V,sürmek,тӗрт
1250,kratzen::V,kaşımak,хыр
1251,lecken::V,yalamak,ҫула
1252,beißen::V,ısırmak,ҫырт
1253,beißen::V,ısırmak,хып
1254,abreißen::V,koparmak,тат
1255,abschneiden::V,keserek ayırmak,кас
1256,binden::V,bağlamak,ҫых
1257,stecken::V,sokmak,чик
1258,brechen::V,kırmak,хуҫ
1259,klopfen::V,çalmak,такка
1260,hauen::V,vurmak,шакка
1261,kleben::V,yapıştırmak,ҫыпӑҫтар
1262,reiben::V,ovmak,сӑтӑр
1263,reiben::V,sürtmek,сӑтӑр
1264,streichen::V,sürmek,сӗр
1265,schleifen::V,bilemek,хӑйра
1266,schneiden::V,kesmek,кас
1267,rütteln::V,sallamak,лӑка
1268,rütteln::V,sallamak,силлентер
1269,schütteln::V,sarsmak,лӑка
1270,schütteln::V,sarsmak,силлентер
1271,schütteln::V,çalkamak,лӑка
1272,schütteln::V,çalkamak,силлентер
1273,schwenken::V,sallamak,сулла
1274,schütten::V,dökmek,тултар
1275,schütten::V,akıtmak,тултар
1276,füllen::V,doldurmak,тултар
1277,einwickeln::V,sarmak,чӗрке
1278,tragen::V,taşımak,ҫӗкле
1279,schleppen::V,sürüklemek,сӗтӗр
1280,ziehen::V,çekmek,тӑс
1281,aufbewahren::V,saklamak,усра
1282,werfen::V,atmak,пӑрах
1283,fangen::V,tutmak,тыт
1284,fangen::V,yakalamak,тыт
1285,packen::V,tutmak,тыт
1286,packen::V,yakalamak,тыт
1287,verstecken::V,saklamak,пытарса хур
1288,teilen::V,bölmek,уйӑр
1289,teilen::V,bölmek,пайла
1290,teilen::V,ayırmak,уйӑр
1291,teilen::V,ayırmak,пайла
1292,schicken::V,yollamak,яр
1293,schicken::V,göndermek,яр
1294,bringen::V,getirmek,кӳр
1295,hinzufügen::V,katmak,хуш
1296,hinzufügen::V,eklemek,хуш
1297,bekommen::V,almak,ил
1298,bekommen::V,almak,туян
1299,bekommen::V,eline geçmek,ил
1300,bekommen::V,eline geçmek,туян
1301,erhalten::V,almak,ил
1302,erhalten::V,almak,туян
1303,nehmen::V,almak,ил
1304,wählen::V,seçmek,суйла
1305,auswählen::V,seçmek,суйла
1306,auswählen::V,ayırmak,суйла
1307,bewahren::V,korumak,упра
1308,behindern::V,engellemek,кансӗрле
1309,behindern::V,engellemek,чӑрмантар
1310,verderben::V,bozmak,пӑс
1311,beschädigen::V,zedelemek,пӑс
1312,beschädigen::V,ziyan vermek,пӑс
1313,zerbrechen::V,kırmak,ват
1314,zerbrechen::V,kırmak,ҫӗмӗр
1315,zerreißen::V,yırtmak,ҫур
1316,zerstören::V,yıkmak,иш
1317,zerstören::V,tahrip etmek,иш
1318,verbrennen::V,yakmak,ҫунтар
1319,geben::V,vermek,пар
1320,reichen::V,uzatmak,пар
1321,schenken::V,hediye etmek,парнеле
1322,versprechen::V,vaat etmek,тума пул
1323,versprechen::V,vaat etmek,сӑмах пар
1324,wünschen::V,kutlamak,сун
1325,loben::V,övmek,ырла
1326,küssen::V,öpmek,чуп ту
1327,wiegen::V,sallamak,сиктер
1328,wiegen::V,sallamak,силле
1329,zudecken::V,örtmek,вит
1330,wecken::V,uyandırmak,вӑрат
1331,zeigen::V,göstermek,кӑтарт
1332,führen::V,gezdirmek,илсе пыр
1333,führen::V,gezdirmek,ҫавӑтса пыр
1334,führen::V,yol göstermek,илсе пыр
1335,führen::V,yol göstermek,ҫавӑтса пыр
1336,lehren::V,okutmak,вёрент
1337,lehren::V,öğretmek,вёрент
1338,unterrichten::V,öğretmek,вёрент
1339,aufziehen::V,yetiştirmek,вӗрент
1340,leiten::V,yönetmek,тытса пыр
1341,leiten::V,idare etmek,тытса пыр
1342,antreiben::V,teşvik etmek,васкат
1343,lassen::V,-tırmak,пусахла
1344,lassen::V,-tırmak,хуш
1345,einladen::V,davet etmek,чӗн
1346,vereinigen::V,birleştirmek,пӗрлештер
1347,besuchen::V,uğramak,ҫит
1348,besuchen::V,uğramak,кӗрсе кур
1349,besuchen::V,ziyaret etmek,ҫит
1350,besuchen::V,ziyaret etmek,кӗрсе кур
1351,besuchen::V,görmeye gitmek,ҫит
1352,besuchen::V,görmeye gitmek,кӗрсе кур
1353,treffen::V,rastlamak,тӗл пул
1354,treffen::V,isabet etmek,тӗл пул
1355,sich versammeln::V,toplanmak,пуҫтарӑн
1356,spielen::V,oynamak,выля
1357,singen::V,söylemek,юрла
1358,singen::V,şarkı söylemek,юрла
1359,tanzen::V,oynamak,ташла
1360,tanzen::V,dans etmek,ташла
1361,sich trennen::V,ayrılmak,уйрӑл
1362,verlassen::V,bırakmak,хӑвар
1363,verlassen::V,terk etmek,хӑвар
1364,retten::V,kurtarmak,ҫӑл
1365,bewachen::V,gözetmek,хуралла
1366,schützen::V,korumak,сыхла
1367,verteidigen::V,savunmak,хӳтӗле
1368,sich schlagen::V,dövüşmek,ҫапӑҫ
1369,schießen::V,ateş etmek,пер
1370,siegen::V,yenmek,ҫӗн
1371,siegen::V,yenmek,ҫӗнтер
1372,ärgern::V,kızdırmak,тарӑхтар
1373,ärgern::V,kızdırmak,ҫиллентер
1374,schlagen::V,dövmek,ҫап
1375,treten::V,tepmek,тап
1376,stechen::V,sokmak,чик
1377,stechen::V,batırmak,чик
1378,stoßen::V,itmek,чыш
1379,stehlen::V,çalmak,вӑрла
1380,stören::V,bozmak,кансӗрле
1381,stören::V,etkilemek,кансӗрле
1382,belästigen::V,rahatsız etmek,аптӑрат
1383,belästigen::V,rahatsız etmek,хупла
1384,verbergen::V,saklamak,пытар
1385,täuschen::V,aldatmak,суй
1386,betrügen::V,aldatmak,ултала
1387,betrügen::V,dolandırmak,ултала
1388,töten::V,öldürmek,вӗлер
1389,wohnen::V,oturmak,чуна пар
1390,wohnen::V,oturmak,парӑнса тӑр
1391,arbeiten::V,çalışmak,ӗҫле
1392,sammeln::V,toplamak,пух
1393,pflücken::V,koparmak,тат
1394,jagen::V,avlanmak,сунара ҫӳре
1395,fischen::V,balık tutmak,пулӑ тыт
1396,fassen::V,tutmak,тыт
1397,fassen::V,yakalamak,тыт
1398,hüten::V,otlatmak,кӗт
1399,treiben::V,gütmek,хӑвала
1400,anbinden::V,bağlamak,кӑкар
1401,füttern::V,beslemek,ҫитер
1402,melken::V,sağmak,су
1403,hacken::V,yarmak,вакла
1404,gießen::V,sulamak,шӑвар
1405,reifen::V,olgunlaşmak,пиҫ
1406,zubereiten::V,hazırlamak,пӗҫер
1407,kochen::V,pişirmek,пӗҫер
1408,kochen::V,kaynatmak,пӗҫер
1409,backen::V,pişirmek,пӗҫер
1410,backen::V,fırında pişirmek,пӗҫер
1411,braten::V,kızartmak,ӑшала
1412,umrühren::V,karıştırmak,хутӑштар
1413,stricken::V,örmek,ҫых
1414,nähen::V,dikmek,ҫӗле
1415,färben::V,boyamak,пӗвет
1416,reinigen::V,temizlemek,тасат
1417,waschen::V,yıkamak,ҫу
1418,abwischen::V,silmek,шӑл
1419,spülen::V,çalkamak,чӳхе
