,Concept_ID,mhr,lt
262,Kummer::N,о́йго,rūpestis
263,Wunsch::N,ку́мыл,troškimas
264,Wunsch::N,ку́мыл,pageidavimas
265,Lust::N,ку́мыл,noras
266,Lust::N,ку́мыл,geidulys
267,Geist::N,ӧрт,dvasia
268,Geist::N,чон,dvasia
269,Gedanke::N,ой,mintis
270,Gedanke::N,шоныма́ш,mintis
271,Gedächtnis::N,шарныма́ш,atmintis
272,Verstand::N,уш,protas
273,Sinn::N,смысл,prasmė
274,Grund::N,ама́л,priežastis
275,Wahrheit::N,чын,tiesa
276,Wahrheit::N,чын,teisybė
277,Gespräch::N,мутланыма́ш,pokalbis
278,Märchen::N,йома́к,pasaka
279,Erzählung::N,ойлыма́ш,apsakymas
280,Erzählung::N,ойлыма́ш,pasakojimas
281,Nachricht::N,увертарыма́ш,žinia
282,Neuigkeit::N,уве́р,naujiena
283,Name::N,лӱм,vardas
284,Rätsel::N,ту́што,mįslė
285,Rede::N,ойлыма́ш,kalba
286,Sprache::N,йы́лме,kalba
287,Stimme::N,йӱк,balsas
288,Wort::N,ой,žodis
289,Wort::N,мут,žodis
290,Zeichen::N,ти́ште,žymė
291,Zeichen::N,ти́ште,ženklas
292,Zeichen::N,знак,žymė
293,Zeichen::N,знак,ženklas
294,Ruf::N,ӱжма́ш,šauksmas
295,Lärm::N,лӱшкыма́ш,triukšmas
296,Lärm::N,йӱк-йӱа́н,triukšmas
297,Laut::N,йӱк,garsas
298,Ton::N,йӱксе́м,tonas
299,Ton::N,йӱксе́м,garsas
300,Lied::N,му́ро,daina
301,Lied::N,му́ро,giesmė
302,Ruhe::N,ты́мык,ramybė
303,Ruhe::N,ты́мык,ramumas
304,Leute::N,еҥ-влак,žmonės
305,Volk::N,ка́лык,tauta
306,Arbeit::N,паша́,darbas
307,Arbeit::N,паша́,triūsas
308,Gast::N,уна́,svečias
309,Geschenk::N,пӧле́к,dovana
310,Spiel::N,мо́дыш,žaismas
311,Spiel::N,мо́дыш,žaidimas
312,Spiel::N,модма́ш,žaismas
313,Spiel::N,модма́ш,žaidimas
314,Gesellschaft::N,тӱшка́,draugija
315,Gesellschaft::N,тӱшка́,kompanija
316,Hilfe::N,по́лыш,pagalba
317,Freund::N,таҥ,draugas
318,Freund::N,таҥ,bičiulis
319,Freund::N,йолта́ш,draugas
320,Freund::N,йолта́ш,bičiulis
321,Kamerad::N,таҥ,draugas
322,Angelegenheit::N,паша́,dalykas
323,Angelegenheit::N,паша́,reikalas
324,Anzahl::N,чот,kiekis
325,Anzahl::N,чот,skaičius
326,Art::N,вид,rūšis
327,Stück::N,ка́тыш,gabalas
328,Stück::N,ла́стык,gabalas
329,Teil::N,ужа́ш,dalis
330,Hälfte::N,пел,pusė
331,Hälfte::N,пе́ле,pusė
332,Kreis::N,ты́ртыш,ratas
333,Kreis::N,ты́ртыш,apskritis
334,Kreis::N,ты́ртыш,apskritimas
335,Kreuz::N,ыре́с,kryžius
336,Linie::N,ли́ний,linija
337,Strich::N,коре́ш,brėžis
338,Strich::N,коре́ш,brūkšnys
339,Abstand::N,кокла́,atstumas
340,Entfernung::N,тора́,atstumas
341,Entfernung::N,ку́жыт,atstumas
342,Gegend::N,кунде́м,vietovė
343,Platz::N,ку́мдык,vieta
344,Ort::N,вер,vieta
345,Ort::N,вер,vietovė
346,Ort::N,о́лмо,vieta
347,Ort::N,о́лмо,vietovė
348,Seite::N,ӧ́рдыж,pusė
349,Seite::N,ӧ́рдыж,šonas
350,Mitte::N,покше́л,vidurys
351,Gegenstand::N,наста́,dalykas
352,Sache::N,наста́,daiktas
353,Rand::N,тӱр,kraštas
354,Rand::N,тӱр,pakraštys
355,Kante::N,тӱр,kraštas
356,Ecke::N,лук,kertė
357,Ecke::N,лук,kampas
358,Spitze::N,вуй,priekis
359,Spitze::N,вуй,priešakys
360,Ende::N,муча́ш,galas
361,Loch::N,рож,skylė
362,Winkel::N,лук,kampas
363,Winkel::N,лук,kampelis
364,Muster::N,пеза́к,raštas
365,Muster::N,узо́р,raštas
366,Muster::N,ӱ́лгӧ,raštas
367,Größe::N,кӱ́кшыт,dydis
368,Größe::N,кӱ́кшыт,didumas
369,Länge::N,ку́тыш,ilgis
370,Länge::N,ку́тыш,ilgumas
371,Höhe::N,кӱ́кшыт,aukštis
372,Höhe::N,кӱ́кшыт,aukštuma
373,Gewicht::N,не́лыт,svoris
374,Gewicht::N,не́лыт,svarstis
375,Menge::N,чот,kiekis
376,Menge::N,чот,daugybė
377,Haufen::N,кы́шыл,krūva
378,Haufen::N,кы́шыл,šūsnis
379,Reihe::N,рада́м,greta
380,Boot::N,пуш,valtis
381,Boot::N,пуш,laivelis
382,Ruder::N,эшка́к,irklas
383,Schlitten::N,тер,rogės
384,Schlitten::N,тер,rogutės
385,Schlitten::N,изде́р,rogės
386,Schlitten::N,изде́р,rogutės
387,Ski::N,е́че,slidė
388,Lagerfeuer::N,туло́то,laužas
389,Last::N,нӧ́лтыш,našta
390,Last::N,нӧ́лтыш,nešulys
391,Gang::N,ошкылма́ш,eisena
392,Schritt::N,о́шкыл,žingsnis
393,Norden::N,йӱдйыма́л,šiaurė
394,Norden::N,йӱдйыма́л,žiemiai
395,Süden::N,кечывалве́л,pietūs
396,Westen::N,касве́л,vakarai
397,Osten::N,эрве́л,rytai
398,Holz::N,пу,mediena
399,Brett::N,оҥа́,lenta
400,Platte::N,аста́р,plokštė
401,Stütze::N,чара́к,atrama
402,Stütze::N,чара́к,atspara
403,Stange::N,лома́ш,lazda
404,Stange::N,лома́ш,kartis
405,Stock::N,тоя́,lazda
406,Stab::N,вара́,kartis
407,Stab::N,кашта́,kartis
408,Rohr::N,пуч,vamzdis
409,Haus::N,пӧрт,namas
410,Heim::N,мӧ́ҥгӧ,namai
411,Ofen::N,комака́,krosnis
412,Fußboden::N,кӱва́р,grindys
413,Tisch::N,ӱсте́л,stalas
414,Stuhl::N,пӱке́н,kėdė
415,Wiege::N,шепка́,lopšys
416,Bett::N,ва́кшыш,lova
417,Bett::N,ва́кшыш,patalai
418,Regal::N,шӧ́рлык,lentyna
419,Kiste::N,шо́ндык,dėžė
420,Kiste::N,я́шлык,dėžė
421,Fenster::N,окна́,langas
422,Tür::N,омса́,durys
423,Tor::N,капка́,vartai
424,Zaun::N,сава́р,tvora
425,Dach::N,леве́дыш,stogas
426,Leiter::N,тошка́лтыш,kopėčios
427,Besen::N,ӱштерво́штыр,šluota
428,Spaten::N,ко́льмо,lopeta
429,Spaten::N,ко́льмо,kastuvas
430,Schaufel::N,сово́к,semtuvas
431,Schaufel::N,су́ско,semtuvas
432,Gabel::N,ви́лке,šakutė
433,Löffel::N,па́не,šaukštas
434,Löffel::N,совла́,šaukštas
435,Messer::N,кӱ́зӧ,peilis
436,Nagel::N,пуда́,vinis
437,Netz::N,вапш,tinklas
438,Haken::N,са́гыле,vagis
439,Haken::N,са́гыле,kablys
440,Griff::N,кыл,kotas
441,Griff::N,кыл,rankena
442,Schloss::N,кӧгӧ́н,spyna
443,Schloss::N,кӧгӧ́н,užraktas
444,Bild::N,сӱре́т,paveikslas
445,Figur::N,фигу́р,figūra
446,Puppe::N,курча́к,lėlė
447,Beutel::N,меша́к,krepšys
448,Beutel::N,меша́к,maišelis
449,Bündel::N,арша́ш,ryšulys
450,Tasche::N,сумка́,krepšelis
451,Eimer::N,ведра́,kibiras
452,Deckel::N,ко́мдыш,dangtis
453,Geschirr::N,а́те,indai
454,Sack::N,куль,maišas
455,Sack::N,меша́к,maišas
456,Tasse::N,чу́кыр,puodukas
457,Tasse::N,чашка́,puodukas
458,Topf::N,ми́ске,puodas
459,Kessel::N,под,katilas
460,Essen::N,ко́чкыш,valgis
461,Nahrung::N,ку́рго,penas
462,Nahrung::N,ку́рго,maistas
463,Speise::N,ко́чкыш,patiekalas
464,Fleisch::N,шыл,mėsa
465,Getreide::N,шу́рно,javai
466,Brei::N,пу́чымыш,košė
467,Brot::N,ки́нде,duona
468,Scheibe::N,ка́тыш,riekė
469,Fett::N,коя́,taukai
470,Fett::N,коя́,riebalai
471,Butter::N,ӱй,sviestas
472,Öl::N,ӱй,aliejus
473,Salz::N,шинча́л,druska
474,Suppe::N,шӱр,sriuba
475,Honig::N,мӱй,medus
476,Milch::N,шӧр,pienas
477,Tee::N,чай,arbata
478,Leder::N,сура́н,oda
479,Leder::N,шӱ́штӧ,oda
480,Wolle::N,пун,vilna
481,Stoff::N,куэ́м,audeklas
482,Stoff::N,посто́,audeklas
483,Nadel::N,и́ме,adata
484,Faden::N,шӱ́ртӧ,gija
485,Faden::N,шӱ́ртӧ,siūlas
486,Knopf::N,по́лдыш,saga
487,Knoten::N,пышке́м,mazgas
488,Farbe::N,чия́,dažai
489,Kleidung::N,чие́м,rūbai
490,Kleidung::N,чие́м,drabužiai
491,Kleidung::N,вурге́м,rūbai
492,Kleidung::N,вурге́м,drabužiai
493,Hemd::N,ту́выр,marškiniai
494,Kragen::N,сога́,apykaklė
495,Ärmel::N,шокш,rankovė
496,Hose::N,йола́ш,kelnės
497,Gürtel::N,ӱ́штӧ,juosta
498,Gürtel::N,ӱ́штӧ,diržas
499,Mütze::N,упш,kepurė
500,Schuh::N,боти́нке,batas
501,Stiefel::N,кем,auliniai batai
502,Ring::N,шерга́ш,žiedas
503,Band::N,тасма́,kaspinas
504,Band::N,ле́нте,kaspinas
505,Kamm::N,шерге́,šukos
506,Spiegel::N,вошто́нчыш,veidrodis
507,Riemen::N,кӱзанӱ́штӧ,diržas
508,Schnur::N,кере́м,virvė
509,Schnur::N,кандыра́,virvė
510,Leine::N,вӱра́ҥ,pavadėlis
511,Decke::N,леве́дыш,antklodė
512,Decke::N,одея́л,antklodė
513,Kissen::N,кӱ́пчык,pagalvė
514,Kissen::N,кӱ́пчык,priegalvis
515,Tuch::N,шо́выч,skarelė
516,Handtuch::N,со́лык,rankšluostis
517,Kraft::N,вий,jėga
518,Kraft::N,куа́т,jėga
519,Stärke::N,куа́т,stiprumas
520,Stärke::N,карма́н,stiprumas
521,Gesundheit::N,таза́лык,sveikata
522,Krankheit::N,чер,liga
523,Schmerz::N,ко́рштыш,skausmas
524,Wunde::N,су́сыр,žaizda
525,Fieber::N,йӱштыму́ж,karštis
526,Fieber::N,лихора́дке,karštis
527,Arznei::N,эм,vaistas
528,Brücke::N,кӱва́р,tiltas
529,Brunnen::N,вӱдвыне́м,šulinys
530,Weide::N,нурше́р,ganykla
531,Weide::N,нурше́р,gluosnis
532,Pfad::N,йолго́рно,takas
533,Pfad::N,сокма́к,takas
534,Weg::N,ко́рно,kelias
535,Straße::N,ко́рно,gatvė
536,Dorf::N,ял,kaimas
537,Dorf::N,ял,sodžius
538,Stadt::N,ола́,miestas
539,Brief::N,се́рыш,laiškas
540,Buch::N,книга́,knyga
541,Buchstabe::N,буква́,raidė
542,Zeitung::N,газе́т,laikraštis
543,Leben::N,и́лыш,gyvybė
544,Leben::N,и́лыш,gyvenimas
545,Tod::N,колыма́ш,mirtis
546,Grab::N,шӱга́р,kapas
547,Kirche::N,че́рке,bažnyčia
548,Sünde::N,су́лык,nuodėmė
549,Sünde::N,су́лык,nusidėjimas
550,Gott::N,ю́мо,dievas
551,Arbeiter::N,паша́зе,darbininkas
552,Chef::N,тӧра́,šefas
553,Chef::N,тӧра́,vadovas
554,Chef::N,тӧра́,viršininkas
555,Meister::N,маста́р,meistras
556,Arzt::N,врач,gydytojas
557,Lehrer::N,ту́ныктышо,mokytojas
558,Geld::N,окса́,pinigai
559,Geschäft::N,сатулыма́ш,biznis
560,Laden::N,ке́выт,krautuvė
561,Laden::N,ке́выт,parduotuvė
562,Preis::N,ак,kaina
563,Ware::N,сату́,prekė
564,Nutzen::N,пайда́,nauda
565,Nutzen::N,пайда́,pelnas
566,Reichtum::N,поя́нлык,turtas
567,Welt::N,тӱня́,pasaulis
568,Land::N,эл,žemė
569,Land::N,эл,šalis
570,Staat::N,кугыжа́ныш,valstija
571,König::N,кугыжа́,karalius
572,Macht::N,власть,galia
573,Macht::N,власть,valdžia
574,Grenze::N,грани́ца,riba
575,Grenze::N,грани́ца,siena
576,Krieg::N,сар,karas
577,Feind::N,тушма́н,priešas
578,Gewalt::N,виешлыма́ш,jėga
579,Gewalt::N,виешлыма́ш,smurtas
580,Gewalt::N,виешлыма́ш,prievarta
581,Kampf::N,кредалма́ш,kova
582,Bogen[Waffe]::N,юҥе́ж,lankas
583,Pfeil::N,пикш,strėlė
584,Gewehr::N,пыча́л,šautuvas
585,Fehler::N,йо́ҥылыш,klaida
586,Lüge::N,шоя́к,melas
587,Schaden::N,зия́н,nuostolis
588,Schaden::N,зия́н,apgadinimas
589,Unglück::N,эҥге́к,nelaimė
590,Schuld::N,тита́к,kaltė
591,Schuld::N,йола́,kaltė
592,Alter::N,ийго́т,amžius
593,Schluss::N,муча́ш,pabaiga
594,Zeit::N,жап,laikas
595,Zeit::N,па́гыт,laikas
596,Tag::N,ке́че,diena
597,Morgen::N,эр,rytas
598,Mittag::N,кечыва́л,vidurdienis
599,Abend::N,кас,vakaras
600,Nacht::N,йӱд,naktis
601,Woche::N,арня́,savaitė
602,Monat::N,ты́лзе,mėnuo
603,Jahr::N,ий,metai
604,Frühling::N,шо́шо,pavasaris
605,Sommer::N,кеҥе́ж,vasara
606,Herbst::N,шы́же,ruduo
607,Winter::N,те́ле,žiema
608,Januar::N,шоркыйол,sausis
609,Januar::N,идалыкву́й,sausis
610,Januar::N,янва́рь,sausis
611,Februar::N,пургыж,vasaris
612,Februar::N,февра́ль,vasaris
613,März::N,ӱярня,kovas
614,März::N,март,kovas
615,April::N,апре́ль,balandis
616,Mai::N,ага,gegužė
617,Mai::N,май,gegužė
618,Juni::N,пеледыш,birželis
619,Juni::N,ию́нь,birželis
620,Juli::N,сӱрем,liepa
621,Juli::N,ию́ль,liepa
622,August::N,сорла,rugpjūtis
623,August::N,агарма́н,rugpjūtis
624,August::N,а́вгуст,rugpjūtis
625,September::N,идым,rugsėjis
626,September::N,сентя́брь,rugsėjis
627,Oktober::N,шыжа,spalis
628,Oktober::N,октя́брь,spalis
629,November::N,кылме тылзе,lapkritis
630,November::N,ноя́брь,lapkritis
631,Dezember::N,дека́брь,gruodis
632,Montag::N,шо́чмо,pirmadienis
633,Dienstag::N,ку́шкыжмо,antradienis
634,Mittwoch::N,вӱрге́че,trečiadienis
635,Donnerstag::N,изарня́,ketvirtadienis
636,Freitag::N,кугарня́,penktadienis
637,Samstag::N,шуматке́че,šeštadienis
638,Sonntag::N,рушарня́,sekmadienis
639,groß::A,кугу́,didis
640,groß::A,кугу́,didelis
641,klein::A,изи́,mažas
642,lang::A,кужу́,ilgas
643,kurz::A,кӱ́чык,trumpas
644,breit::A,кумда́,platus
645,schmal::A,а́ҥысыр,smulkus
646,dicht::A,ну́гыдо,tankus
647,dick[Gegenstand]::A,кӱ́жгӧ,storas
648,dünn::A,ви́чкыж,plonas
649,fein::A,ты́гыде,smulkus
650,fest::A,чо́ткыдо,kietas
651,fest::A,чо́ткыдо,tvirtas
652,flach::A,лапка́,lėkštas
653,flach::A,лапка́,plokščias
654,glatt::A,яклака́,slidus
655,hart::A,пе́ҥгыде,kietas
656,weich::A,пу́шкыдо,minkštas
657,rund::A,йырге́шке,apvalus
658,rund::A,йырге́шке,apskritas
659,spitz::A,коша́р,aštrus
660,spitz::A,коша́р,smailus
661,scharf::A,пӱ́сӧ,aštrus
662,stumpf::A,токма́к,bukas
663,stumpf::A,токма́к,atšipęs
664,schwer::A,не́ле,sunkus
665,schön::A,сы́лне,gražus
666,heiß::A,шо́кшо,karštas
667,warm::A,ле́ве,šiltas
668,kalt::A,йӱ́штӧ,šaltas
669,kühl::A,юа́лге,vėsus
670,kühl::A,юа́лге,bejausmis
671,kühl::A,южгата́,vėsus
672,kühl::A,южгата́,bejausmis
673,frisch::A,свежа́,šviežias
674,feucht::A,вӱ́дыжгӧ,drėgnas
675,nass::A,нӧ́рӧ,šlapias
676,trocken::A,ку́кшо,sausas
677,voll::A,тич,pilnas
678,leer::A,яра́,tuščias
679,offen::A,виш,atviras
680,geschlossen::A,пе́тырыме,uždaras
681,geschlossen::A,пе́тырыме,uždarytas
682,geschlossen::A,тӱ́чмӧ,uždaras
683,geschlossen::A,тӱ́чмӧ,uždarytas
684,sauber::A,ару́,švarus
685,sauber::A,янда́р,švarus
686,schmutzig::A,лавыра́н,nešvarus
687,schmutzig::A,лавыра́н,purvinas
688,schmutzig::A,ла́выргыше,nešvarus
689,schmutzig::A,ла́выргыше,purvinas
690,roh::A,кӱ́чымӧ,žalias
691,reif::A,лӧза́,prinokęs
692,reif::A,лӧза́,pribrendęs
693,lecker::A,ту́тло,gardus
694,süß::A,ше́ре,saldus
695,bitter::A,ко́чо,kartus
696,sauer::A,шо́по,gižus
697,sauer::A,шо́по,rūgštus
698,hell::A,во́лгыдо,šviesus
699,hell::A,во́лгыдо,skaistus
700,dunkel::A,пычке́мыш,tamsus
701,schwarz::A,шола́,juodas
702,weiß::A,ош,baltas
703,rot::A,йошка́р,raudonas
704,gelb::A,сар,geltonas
705,blau::A,ка́нде,mėlynas
706,grün::A,ужа́р,žalias
707,grau::A,сур,pilkas
708,bunt::A,олача́,margas
709,bunt::A,олача́,spalvotas
710,billig::A,шу́лдо,pigus
711,teuer::A,ше́рге,brangus
712,wertvoll::A,шергака́н,vertingas
713,blind::A,со́кыр,aklas
714,taub::A,соҥгыра́,kurčias
715,kräftig::A,куа́тле,stiprus
