,Concept_ID,az,bg
833,überall::ADV,hər yerdə,навсякъде
834,nicht::ADV,-ma-,не
835,ein wenig::ADV,bir az,малко
836,kaum::ADV,güclə,едва
837,kaum::ADV,güclə,едвам
838,sehr::ADV,çox,много
839,sehr::ADV,çox,твърде
840,so::ADV,belə,тъй
841,so::ADV,belə,така
842,noch::ADV,hələ,още
843,nur::ADV,yalnız,само
844,schon::ADV,artıq,вече
845,wieder::ADV,yenə,пак
846,wieder::ADV,yenə,отново
847,vergebens::ADV,boş yerə,напразно
848,vor::PRP,önündə,пред
849,hinter::PRP,arxasında,зад
850,unter::PRP,altında,под
851,durch::PRP,içindən,през
852,neben::PRP,yanında,до
853,neben::PRP,yanında,при
854,zwischen::PRP,arasında,между
855,zwischen::PRP,arasında,помежду
856,wegen::PRP,üçün,заради
857,wegen::PRP,ötəri,заради
858,dies::PRN,bu,този
859,das::PRN,o,туй
860,das::PRN,o,това
861,alles::PRN,hər şey,всичко
862,ich::PRN,mən,аз
863,du::PRN,sən,ти
864,er::PRN,o,той
865,wir::PRN,biz,ние
866,ihr::PRN,siz,вие
867,sie::PRN,onlar,те
868,was::FPRN,nə,що
869,was::FPRN,nə,какво
870,wer::FPRN,kim,кой
871,wo::FADV,harada,къде
872,wohin::FADV,haraya,накъде
873,wohin::FADV,haraya,накъдето
874,wie::FADV,necə,как
875,warum::FADV,niyə,защо
876,warum::FADV,nə üçün,защо
877,wieviel::FNUM,neçə,колко
878,wieviel::FNUM,nə qədər,колко
879,eins::NUM,bir,един
880,zwei::NUM,iki,два
881,drei::NUM,üç,три
882,vier::NUM,dörd,четири
883,fünf::NUM,beş,пет
884,sechs::NUM,altı,шест
885,sieben::NUM,yeddi,седем
886,acht::NUM,səkkiz,осем
887,neun::NUM,doqquz,девет
888,zehn::NUM,on,десет
889,elf::NUM,on bir,единайсет
890,elf::NUM,on bir,единадесет
891,zwölf::NUM,on iki,дванайсет
892,zwölf::NUM,on iki,дванадесет
893,zwanzig::NUM,iyirmi,двайсет
894,zwanzig::NUM,iyirmi,двадесет
895,dreißig::NUM,otuz,тридесет
896,vierzig::NUM,qırx,четиридесет
897,fünfzig::NUM,əlli,петдесет
898,sechzig::NUM,altmış,шестдесет
899,siebzig::NUM,yetmiş,седемдесет
900,achtzig::NUM,səksən,осемдесет
901,neunzig::NUM,doxsan,деветдесет
902,hundert::NUM,yüz,сто
903,tausend::NUM,min,хиляда
904,und::CNJ,və,а
905,und::CNJ,və,та
906,oder::CNJ,ya,или
907,stehen::V,durmaq,стоя
908,sitzen::V,oturmaq,седя
909,liegen::V,uzanmaq,лежа
910,hängen::V,asılmaq,вися
911,werden::V,olmaq,бъда
912,werden::V,olmaq,стана
913,passieren::V,olmaq,случа се
914,passieren::V,baş vermək,случа се
915,beginnen::V,başlamaq,започна
916,enden::V,bitmək,свърша
917,wechseln::V,dəyişmək,променям
918,aufgehen[Sonne]::V,doğmaq,изгрея
919,untergehen[Sonne]::V,batmaq,заляза
920,scheinen[Sonne]::V,parlamaq,грея
921,scheinen[Sonne]::V,parlamaq,светя
922,donnern::V,guruldamaq,гърмя
923,wehen::V,əsmək,вея
924,wehen::V,əsmək,духам
925,strömen::V,axmaq,тека
926,strömen::V,axmaq,лея се
927,fließen::V,axmaq,тека
928,sich drehen::V,dönmək,въртя се
929,schwanken::V,yellənmək,клатя се
930,schwingen::V,yellənmək,трептя
931,fallen::V,düşmek,падам
932,brennen::V,yanmaq,горя
933,rauchen::V,tüstüləmək,димя
934,regnen::V,yağmaq,вали дъжд
935,gefrieren::V,donmaq,замръзна
936,tauen::V,ərimək,топя се
937,schmelzen::V,ərimək,разтопя се
938,trocknen::V,qurumaq,съхна
939,sieden::V,qaynamaq,вря
940,sieden::V,qaynamaq,кипя
941,faulen::V,çürümək,гния
942,verfaulen::V,çürümək,изгния
943,reißen::V,yırtılmaq,напукам се
944,versinken::V,batmaq,потъна
945,vergehen::V,ötmək,минавам
946,erscheinen::V,görünmək,явя се
947,verschwinden::V,yox olmaq,изчезна
948,sinken::V,enmək,падна
949,abnehmen::V,azalmaq,отслабна
950,zunehmen::V,artmaq,нарасна
951,steigen::V,yüksəlmək,увелича се
952,steigen::V,yüksəlmək,покачвам се
953,wachsen::V,böyümək,раста
954,glänzen::V,parlamaq,лъщя
955,glänzen::V,parlamaq,блестя
956,funkeln::V,parıldamaq,искря
957,lärmen::V,səs-küy etmək,шумя
958,läuten::V,çalmaq,звъня
959,klingeln::V,zəng etmək,звъня
960,klirren::V,cingildəmək,звънтя
961,klirren::V,cingildəmək,дрънкам
962,brausen::V,gurlamaq,буча
963,rauschen::V,xışıldamaq,шумя
964,klingen::V,səslənmək,звуча
965,bellen::V,hürmək,лая
966,heulen::V,ulamaq,вия
967,heulen::V,ulamaq,рева
968,blasen::V,üfləmək,духна
969,pfeifen::V,fit vermek,свиря
970,schreien::V,bağırmaq,крещя
971,schreien::V,qışqırmaq,крещя
972,stöhnen::V,inləmək,стена
973,stöhnen::V,inləmək,пъшкам
974,zittern::V,titrəmək,треперя
975,leben::V,yaşamaq,живея
976,geboren werden::V,doğmaq,родя се
977,atmen::V,nəfəs almaq,дишам
978,trinken::V,içmek,пия
979,essen::V,yemək,ям
980,schlucken::V,udmaq,гълтам
981,müde werden::V,yorulmaq,уморя се
982,einschlafen::V,yuxuya getmək,заспя
983,schlafen::V,uyumaq,спя
984,aufwachen::V,oyanmaq,събудя се
985,aufstehen::V,yuxudan durmaq,стана
986,sich erholen::V,dincəlmək,отдъхвам си
987,krank werden::V,xəstə olmaq,заболея
988,krank sein::V,azarlanmaq,боледувам
989,krank sein::V,xəstələnmək,боледувам
990,schmerzen::V,ağrimaq,боля
991,husten::V,öksürmək,кашлям
992,genesen::V,sağalmaq,оздравея
993,sterben::V,ölmək,умра
994,sterben::V,vəfat etmək,умра
995,umkommen::V,həlak olmaq,загина
996,sich bewegen::V,hərəkət etmək,движа се
997,sich bewegen::V,hərəkət etmək,мърдам се
998,sich rühren::V,tərpənmək,движа се
999,sich erheben::V,qalxmaq,стана
1000,sich setzen::V,oturmaq,седна
1001,hinfallen::V,yıxılmaq,падна
1002,laufen::V,yerimək,ходя
1003,schreiten::V,addım atmaq,крача
1004,spazierengehen::V,gəzmək,разхождам се
1005,eilen::V,atılmaq,бързам
1006,sich beeilen::V,tələsmək,побързам
1007,sausen::V,çırpmaq,тичам
1008,rennen::V,qaçmaq,бягам
1009,springen::V,sıçramaq,скачам
1010,klettern::V,dırmanmaq,катеря се
1011,schaukeln::V,sallanmaq,люлея се
1012,kriechen::V,sürünmək,лазя
1013,kriechen::V,sürünmək,пълзя
1014,schwimmen::V,üzmek,плувам
1015,tauchen::V,dalmaq,гмуркам се
1016,rudern::V,avarlamaq,греба
1017,fahren::V,sürmək,пътувам
1018,fliegen::V,uçmaq,летя
1019,fliegen::V,uçmaq,хвърча
1020,gehen::V,getmək,ида
1021,gehen::V,getmək,вървя
1022,weggehen::V,getmək,отида си
1023,abfahren::V,yola düşmək,отпътувам
1024,anhalten::V,saxlamaq,спра се
1025,hineingehen::V,girmək,влизам
1026,eintreten::V,girmək,вляза
1027,eintreten::V,daxil olmaq,вляза
1028,kommen::V,gəlmək,ида
1029,kommen::V,gəlmək,дойда
1030,ankommen::V,gəlib çatmaq,пристигна
1031,zurückkommen::V,qayıtmaq,върна се
1032,bleiben::V,qalmaq,остана
1033,warten::V,gözləmək,чакам
1034,erwarten::V,bəkləmək,очаквам
1035,suchen::V,aramaq,търся
1036,suchen::V,axtarmaq,търся
1037,finden::V,tapmaq,намеря
1038,versuchen::V,çalışmaq,опитам
1039,vorbereiten::V,hazırlamaq,подготвя
1040,lieben::V,sevmək,любя
1041,mögen::V,xoşlamaq,обичам
1042,lachen::V,gülmək,смея се
1043,rühren::V,həyəcanlandırmaq,трогна
1044,weinen::V,ağlamaq,плача
1045,schimpfen::V,küfr etmək,ругая
1046,schimpfen::V,küfr etmək,псувам
1047,sich ärgern::V,acıqlanmaq,ядосам се
1048,sich fürchten::V,qorxmaq,боя се
1049,sich fürchten::V,qorxmaq,страхувам се
1050,fürchten::V,qorxmaq,боя се от
1051,fürchten::V,qorxmaq,страхувам се от
1052,fliehen::V,qaçmaq,бягам
1053,flüchten::V,qaçmaq,бягам
1054,flüchten::V,qaçmaq,избягам
1055,sehen::V,görmək,видя
1056,anschauen::V,baxmaq,гледам
1057,ansehen::V,baxmaq,поглеждам
1058,hören::V,duymaq,чувам
1059,hören::V,eşitmək,чувам
1060,zuhören::V,dinləmək,слушам
1061,probieren::V,dadına baxmaq,опитам
1062,riechen::V,qoxlamaq,подуша
1063,fühlen::V,duymaq,усещам
1064,fühlen::V,duymaq,чувствувам
1065,scheinen::V,görünmək,изглеждам
1066,zu sehen sein::V,görünmək,виждам се
1067,vernehmen::V,eşitmək,доловя
1068,frieren::V,üşümək,мръзна
1069,tun::V,etmək,правя
1070,können::V,bilmək,мога
1071,können::V,bacarmaq,мога
1072,wollen::V,istəmək,ща
1073,wollen::V,istəmək,искам
1074,anfangen::V,başlamaq,започна
1075,beenden::V,bitirmək,свърша
1076,beenden::V,bitirmək,завърша
1077,aufhören::V,bitmək,престана
1078,aufhören::V,qurtarmaq,престана
1079,gelingen::V,müvəffəq olmaq,успея
1080,gelingen::V,müvəffəq olmaq,сполуча
1081,geraten::V,düşmək,удам се
1082,öffnen::V,açmaq,отворя
1083,schließen::V,qapamaq,затворя
1084,stellen::V,qoymaq,поставя
1085,setzen::V,oturtmaq,туря
1086,legen::V,qoymaq,сложа
1087,legen::V,qoymaq,слагам
1088,berühren::V,toxunmaq,докосна
1089,verbinden::V,bağlamaq,свържа
1090,bedecken::V,örtmək,покрия
1091,aufhängen::V,asmaq,закача
1092,anzünden::V,yandırmaq,запаля
1093,aufheben::V,qaldırmaq,вдигна
1094,aufheben::V,qaldırmaq,повдигна
1095,zurücklassen::V,buraxmaq,оставя
1096,verlieren::V,itirmək,загубя
1097,fallen lassen::V,düşürmək,изпусна
1098,machen::V,etmək,направя
1099,herstellen::V,istehsal etmək,произведа
1100,bauen::V,tikmək,строя
1101,reparieren::V,təmir etmək,поправя
1102,verbessern::V,düzəltmək,подобря
1103,ändern::V,dəyişdirmək,променя
1104,graben::V,qazımaq,копая
1105,beugen::V,əymək,прегъна
1106,biegen::V,bükmək,прегъна
1107,drehen::V,döndərmək,въртя
1108,wenden::V,çevirmək,обърна
1109,umdrehen::V,çevirmək,обърна
1110,heben::V,qaldırmaq,вдигам
1111,hochheben::V,qaldırmaq,издигна
1112,ergreifen::V,tutmaq,хвана
1113,ergreifen::V,tutmaq,обхвана
1114,halten::V,saxlamaq,държа
1115,drücken::V,sıxmaq,натискам
1116,drücken::V,sıxmaq,притискам
1117,schieben::V,sürmək,тикам
1118,kratzen::V,qaşımaq,одраскам
1119,lecken::V,yalamaq,лижа
1120,lecken::V,yalamaq,ближа
1121,beißen::V,dişləmək,хапя
1122,beißen::V,dişləmək,ухапя
1123,abreißen::V,qoparmaq,откъсна
1124,abschneiden::V,ayırmaq,отрежа
1125,binden::V,bağlamaq,вържа
1126,stecken::V,soxmaq,пъхна
1127,brechen::V,qırmaq,троша
1128,klopfen::V,sındırmaq,чукам
1129,hauen::V,vurmaq,бия
1130,kleben::V,apışdırmaq,лепя
1131,kleben::V,apışdırmaq,залепя
1132,reiben::V,ovmaq,трия
1133,reiben::V,ovmaq,търкам
1134,streichen::V,sürtmək,намажа
1135,schleifen::V,bülövləmək,остря
1136,schneiden::V,kəsmək,режа
1137,rütteln::V,sirkələmək,разтърсвам
1138,schütteln::V,çalxalamaq,клатя
1139,schütteln::V,çalxalamaq,друсам
1140,schwenken::V,yelləmək,размахам
1141,schütten::V,tökmək,сипя
1142,füllen::V,doldurmaq,напълня
1143,einwickeln::V,sarımaq,увия
1144,einwickeln::V,sarımaq,завия
1145,tragen::V,daşımaq,нося
1146,schleppen::V,sürükləmək,влача
1147,ziehen::V,çəkmək,тегля
1148,ziehen::V,çəkmək,дръпна
1149,aufbewahren::V,gizlətmək,съхраня
1150,werfen::V,atmaq,хвърля
1151,fangen::V,tutmaq,ловя
1152,fangen::V,tutmaq,уловя
1153,packen::V,yaxalamaq,хвана
1154,verstecken::V,gizlətmək,крия
1155,verstecken::V,gizlətmək,скрия
1156,teilen::V,bölmək,разделя
1157,schicken::V,yollamaq,изпращам
1158,schicken::V,göndərmək,изпращам
1159,bringen::V,gətirmək,донеса
1160,hinzufügen::V,əlavə etmək,прибавя
1161,bekommen::V,almaq,сдобия се
1162,bekommen::V,əldə etmək,сдобия се
1163,erhalten::V,almaq,получа
1164,nehmen::V,almaq,взема
1165,wählen::V,seçmək,избирам
1166,auswählen::V,arımaq,избера
1167,bewahren::V,qorumaq,пазя
1168,behindern::V,mane olmaq,преча
1169,behindern::V,mane olmaq,спъвам
1170,verderben::V,pozmaq,разваля
1171,beschädigen::V,zədələmək,повредя
1172,zerbrechen::V,qırmaq,счупя
1173,zerbrechen::V,sındırmaq,счупя
1174,zerreißen::V,yırtmaq,скъсам
1175,zerstören::V,dağıtmaq,разруша
1176,verbrennen::V,yandırmaq,изгоря
1177,geben::V,vermək,дам
1178,reichen::V,uzatmaq,подам
1179,schenken::V,vermək,подаря
1180,versprechen::V,vəd vermək,обещая
1181,wünschen::V,arzulamaq,желая
1182,loben::V,tərifləmək,хваля
1183,küssen::V,öpmək,целувам
1184,wiegen::V,tərpətmək,люлея
1185,zudecken::V,örtmək,покрия
1186,wecken::V,oyatmaq,събудя
1187,zeigen::V,göstərmək,покажа
1188,führen::V,rəhbərlik etmək,водя
1189,führen::V,rəhbərlik etmək,заведа
1190,lehren::V,öyrətmək,уча
1191,unterrichten::V,öyrətmək,преподавам
1192,unterrichten::V,dərs vermək,преподавам
1193,aufziehen::V,tərbiyə etmək,отгледам
1194,leiten::V,idarə etmək,ръководя
1195,leiten::V,idarə etmək,управлявам
1196,antreiben::V,bizləmək,подкарвам
1197,lassen::V,-tırmaq,накарам
1198,einladen::V,dəvət etmək,поканя
1199,vereinigen::V,birləşdirmək,съединя
1200,besuchen::V,baş çəkmək,посетя
1201,besuchen::V,ziyarət etmək,посетя
1202,treffen::V,rastlaşmaq,срещна
1203,treffen::V,rast gəlmək,срещна
1204,sich versammeln::V,toplanmaq,събера се
1205,spielen::V,oynamaq,играя
1206,singen::V,oxumaq,пея
1207,tanzen::V,oynamaq,танцувам
1208,tanzen::V,rəqs etmək,танцувам
1209,sich trennen::V,ayrılmaq,разделя се
1210,verlassen::V,tərk etmək,напусна
1211,retten::V,xilas etmək,спася
1212,bewachen::V,gözətmək,охранявам
1213,schützen::V,qorumaq,запазя
1214,verteidigen::V,qorumaq,защитя
1215,sich schlagen::V,döyüşmək,бия се
1216,schießen::V,atmaq,стрелям
1217,schießen::V,atəş açmaq,стрелям
1218,siegen::V,yenmək,победя
1219,ärgern::V,acışdırmaq,ядосам
1220,schlagen::V,döymək,бия
1221,schlagen::V,döymək,ударя
1222,treten::V,təpmək,ритам
1223,stechen::V,soxmaq,бодна
1224,stoßen::V,itələmək,бутна
1225,stoßen::V,itələmək,блъсна
1226,stehlen::V,çalmaq,
1227,stehlen::V,oğurlamaq,
1228,stören::V,pozmaq,смутя
1229,belästigen::V,narahat etmək,отегча
1230,belästigen::V,narahat etmək,безпокоя
1231,verbergen::V,gizləmək,скрия
1232,täuschen::V,aldatmaq,измамя
1233,betrügen::V,aldatmaq,измамя
1234,töten::V,öldürmək,убия
1235,töten::V,öldürmək,умъртвя
1236,wohnen::V,yaşamaq,живея
1237,arbeiten::V,işləmək,работя
1238,arbeiten::V,çalışmaq,работя
1239,sammeln::V,yığmaq,събера
1240,sammeln::V,toplamaq,събера
1241,pflücken::V,qoparmaq,бера
1242,pflücken::V,qoparmaq,откъсна
1243,jagen::V,ovlamaq,ловувам
1244,fischen::V,balıq tutmaq,ловя риба
1245,fassen::V,tutmaq,хвана
1246,hüten::V,güdmək,пазя
1247,treiben::V,haylamaq,карам
1248,anbinden::V,bağlamaq,завържа
1249,füttern::V,bəsləmək,храня
1250,melken::V,sağmaq,доя
1251,hacken::V,yarmaq,сека
1252,gießen::V,sulamaq,полея
1253,reifen::V,dəymək,узрея
1254,zubereiten::V,bişirmək,приготвя
1255,kochen::V,qaynatmaq,варя
1256,backen::V,bişirmək,пека
1257,braten::V,qızartmaq,пържа
1258,umrühren::V,qarışdırmaq,разбъркам
1259,stricken::V,hörmək,плета
1260,nähen::V,tikmək,шия
1261,färben::V,boyamaq,боядисам
1262,reinigen::V,təmizləmək,почистя
1263,waschen::V,yumaq,мия
1264,waschen::V,yumaq,пера
1265,abwischen::V,silmək,избърша
1266,spülen::V,çalxamaq,плакна
1267,fegen::V,süpürmək,измета
1268,kehren::V,süpürmək,мета
1269,baden::V,çimmək,къпя се
1270,sich waschen::V,yuyunmaq,мия се
1271,ausziehen::V,soyunmaq,съблека
1272,anziehen::V,geymək,облека
1273,sich anziehen::V,geyinmək,облека се
1274,kämmen::V,daramaq,реша
1275,kämmen::V,daramaq,вчеша
1276,schmücken::V,bəzəmək,накича
1277,sagen::V,demək,кажа
1278,sagen::V,söymek,кажа
1279,sprechen::V,danışmaq,говоря
1280,reden::V,danışmaq,говоря
1281,sich unterhalten::V,söhbət etmək,разговарям
1282,fragen::V,soruşmaq,запитам
1283,bitten::V,diləmək,моля
1284,bitten::V,xahiş etmək,моля
1285,erzählen::V,bəhs etmək,разкажа
1286,mitteilen::V,bildirmək,съобщя
1287,nennen::V,adlandırmaq,нарека
1288,rufen::V,çağırmaq,викам
1289,rufen::V,çağırmaq,повикам
1290,prahlen::V,öyünmək,хваля се
1291,übersetzen::V,tərcümə etmək,преведа
1292,denken::V,düşünmək,мисля
1293,denken::V,fikirləşmək,мисля
1294,glauben::V,inanmaq,вярвам
1295,bemerken::V,qeyd etmək,забележа
1296,erkennen::V,tanımaq,позная
1297,begreifen::V,anlamaq,схвана
1298,verstehen::V,duymaq,разбера
1299,lernen::V,öyrənmək,уча се
1300,wissen::V,bilmək,зная
1301,sich erinnern an::V,xatırlamaq,спомня си за
1302,vergessen::V,unutmaq,забравя
1303,messen::V,ölçmək,меря
1304,zählen::V,saymaq,броя
1305,rechnen::V,hesablamaq,сметна
1306,lesen::V,oxumaq,чета
1307,malen::V,şəkil çəkmək,рисувам
1308,zeichnen::V,cızmaq,рисувам
1309,schreiben::V,yazmaq,пиша
1310,besitzen::V,yiyələnmək,имам
1311,besitzen::V,yiyələnmək,притежавам
1312,besitzen::V,malik olmaq,имам
1313,besitzen::V,malik olmaq,притежавам
1314,kaufen::V,satın almaq,купя
1315,kaufen::V,satın almaq,купувам
1316,verkaufen::V,satmaq,продам
1317,bezahlen::V,ödəmək,заплатя
1318,zahlen::V,ödəmək,платя
1319,beherrschen::V,idarə etmək,владея
1320,ertragen::V,dözmək,понеса
