,Concept_ID,vep,ce
795,schwanken::V,čibuda,леста
796,schwingen::V,čibuda,лесто
797,fallen::V,langeta,охьакхета
798,brennen::V,pallada,дага
799,rauchen::V,savustada,оза
800,regnen::V,vihmda,догlа догlу
801,gefrieren::V,jäduda,гӏоро
802,gefrieren::V,kül'mdä,гӏоро
803,tauen::V,sulada,даша
804,schmelzen::V,sulada,лала
805,trocknen::V,kuida,дакъо
806,trocknen::V,kuivehtuda,дакъо
807,sieden::V,kehuda,кхехка
808,faulen::V,hapata,дахкадала
809,faulen::V,traudäs,дахкадала
810,verfaulen::V,hapata,дахкадала
811,reißen::V,rebita,хеда
812,versinken::V,upota,хичудаха
813,vergehen::V,mända,дlаэха
814,erscheinen::V,ozutadas,схьадала
815,erscheinen::V,ozutadas,ӏоттадала
816,verschwinden::V,hajeta,къайладала
817,sinken::V,väheta,лахдала
818,sinken::V,lasktas,лахдала
819,abnehmen::V,peneta,
820,zunehmen::V,ližaduda,лакхадала
821,steigen::V,nousta,хьаладала
822,wachsen::V,kazda,кхиа
823,glänzen::V,loštta,лепа
824,funkeln::V,hoštta,къега
825,lärmen::V,robaita,гӏовгӏаян
826,läuten::V,judaita,детта
827,klingeln::V,kelotada,дека
828,klirren::V,biraita,дека
829,brausen::V,bruncta,хьаьдда даха
830,rauschen::V,šobaita,леста
831,klingen::V,heläita,дека
832,bellen::V,nutta,лета
833,heulen::V,ulaita,угӏа
834,blasen::V,puhuda,хӏуп баха
835,pfeifen::V,pistta,шок етта
836,pfeifen::V,vihelta,шок етта
837,schreien::V,kirkta,мохь бетта
838,schreien::V,kidastada,мохь бетта
839,stöhnen::V,ohkta,узарш дан
840,stöhnen::V,voivotada,узарш дан
841,zittern::V,säraita,дега
842,leben::V,eläda,даха
843,geboren werden::V,sünduda,хила
844,atmen::V,henktä,садеӏа
845,trinken::V,joda,мала
846,essen::V,söda,кхалла
847,schlucken::V,lainata,къурдбан
848,müde werden::V,väzuda,кӏаддала
849,müde werden::V,šuštuda,кӏаддала
850,einschlafen::V,uinota,наб кхета
851,schlafen::V,magata,вижа
852,schlafen::V,magata,наб ян
853,schlafen::V,magata,дижина хила
854,schlafen::V,nukkuda,вижа
855,schlafen::V,nukkuda,наб ян
856,schlafen::V,nukkuda,дижина хила
857,aufwachen::V,heraštuda,самадала
858,aufstehen::V,nousta,гӏатта
859,sich erholen::V,lebaitas,садаӏа
860,krank werden::V,läžegata,цомгуш хила
861,krank sein::V,läžuda,цомгуш хила
862,schmerzen::V,kibištada,лаза
863,schmerzen::V,kibištada,ӏийжа
864,husten::V,rügda,йовхарш етта
865,genesen::V,tervehtuda,тадала
866,sterben::V,kolda,дала
867,umkommen::V,kolda,хӏаллакхила
868,sich bewegen::V,likkuda,лела
869,sich rühren::V,likahtada,меттахъхьен
870,sich rühren::V,kubahtada,меттахъхьен
871,sich erheben::V,nousta,хьалагlатта
872,sich setzen::V,išttas,хаа
873,hinfallen::V,langeta,дожа
874,hinfallen::V,langeta,охьакхета
875,laufen::V,kävuda,вада
876,laufen::V,kävuda,хьада
877,schreiten::V,astta,болар дан
878,schreiten::V,astta,ког баккха
879,schreiten::V,haškta,болар дан
880,schreiten::V,haškta,ког баккха
881,spazierengehen::V,kävelta,доладала
882,eilen::V,kiruhtada,сихдала
883,sich beeilen::V,kiruhtada,сихдала
884,sausen::V,fun'urta,
885,rennen::V,joksta,дада
886,springen::V,hüptä,ирхкхийсадала
887,klettern::V,libuda,тӏедийла
888,schaukeln::V,čibuda,техко
889,kriechen::V,ličtas,такха
890,schwimmen::V,ujuda,некадан
891,tauchen::V,čukautas,чулелха
892,rudern::V,souta,дига лело
893,rudern::V,souta,кема лело
894,fahren::V,ajada,хахка
895,fahren::V,ajelda,хахка
896,fliegen::V,leta,тӏемадала
897,gehen::V,mända,лeла
898,gehen::V,kävuda,лeла
899,weggehen::V,päzda,дӏадаха
900,weggehen::V,lähtta,дӏадаха
901,abfahren::V,tönduda,дӏадаха
902,anhalten::V,seižutadas,саца
903,hineingehen::V,mända südäimehe,чудала
904,eintreten::V,tulda,чудала
905,kommen::V,tulda,кхача
906,kommen::V,tulda,дӏакхача
907,kommen::V,tulda,схьакхача
908,ankommen::V,tulda,кхача
909,ankommen::V,tulda,схьакхача
910,zurückkommen::V,pörtas,юхада
911,bleiben::V,jäda,диса
912,warten::V,varastada,хьежа
913,warten::V,varastada,cобар дан
914,erwarten::V,varastada,хьоьжуш ӏан
915,suchen::V,ectä,леха
916,finden::V,löuta,каро
917,versuchen::V,ladida,дан хьажа
918,versuchen::V,rohkaita,дан хьажа
919,vorbereiten::V,vaumita,кечъян
920,lieben::V,armastada,деза
921,mögen::V,navedida,безамхила
922,lachen::V,nagrda,дела
923,rühren::V,likutada,хьедан
924,weinen::V,itkta,делха
925,schimpfen::V,laidas,чехо
926,schimpfen::V,pačatada,чехо
927,sich ärgern::V,rändüda,оьгӏазъэха
928,sich fürchten::V,varaita,кхера
929,fürchten::V,varaita,кхера
930,fliehen::V,pageta,дӏадада
931,flüchten::V,pageta,дӏадада
932,flüchten::V,joksta,дӏадада
933,sehen::V,nähta,ган
934,anschauen::V,kacta,хьажа
935,anschauen::V,kacta,хьежа
936,ansehen::V,kacta,хьовса
937,hören::V,kulda,хаза
938,zuhören::V,kundeltas,ладогӏа
939,probieren::V,mujada,хьажа
940,riechen::V,rižada,хьожа яха
941,fühlen::V,mujada,хаадала
942,scheinen::V,näguda,мотта
943,zu sehen sein::V,näguda,гуш хила
944,vernehmen::V,kulištada,бартхатта
945,frieren::V,kül'mdä,гӏоро
946,tun::V,tehta,дан
947,können::V,voida,дадала
948,können::V,mahtta,дадала
949,wollen::V,himoita,тӏергӏа
950,wollen::V,tahtoida,тӏергӏа
951,anfangen::V,zavottä,доло
952,anfangen::V,augotada,доло
953,beenden::V,loptä,довла
954,aufhören::V,loptas,саца
955,gelingen::V,lähtta,кадала
956,gelingen::V,tehtas,кадала
957,geraten::V,tulda,хила
958,öffnen::V,avaita,дӏаделла
959,öffnen::V,avaita,схьаделла
960,schließen::V,saubata,къовла
961,schließen::V,saubata,дӏачӏагӏа
962,stellen::V,panda,хlотто
963,stellen::V,seižutada,хlотто
964,setzen::V,ištutada,дийгӏа
965,legen::V,panda,охьадилла
966,berühren::V,koskta,хьедан
967,berühren::V,käziduda,хьедан
968,verbinden::V,ühtenzoitta,вовшахтаса
969,bedecken::V,katta,тилла
970,bedecken::V,katta,тӏетаса
971,bedecken::V,peitta,тилла
972,bedecken::V,peitta,тӏетаса
973,aufhängen::V,riputada,хьалаолла
974,anzünden::V,sütutada,лато
975,aufheben::V,leta,айа
976,zurücklassen::V,jätta,дита
977,verlieren::V,kadotada,дайа
978,fallen lassen::V,kirbotada,охьадожо
979,machen::V,säta,дан
980,machen::V,tehta,дан
981,herstellen::V,tehta,дан
982,bauen::V,leta,гӏишлоян
983,bauen::V,sauda,гӏишлоян
984,reparieren::V,koheta,тадан
985,verbessern::V,paremboita,нисдан
986,ändern::V,vajehtada,хийца
987,graben::V,kaida,ахка
988,graben::V,čongoida,ахка
989,beugen::V,koverta,сатто
990,biegen::V,painda,сатто
991,drehen::V,punotada,хьовзо
992,wenden::V,käta,
993,wenden::V,kärauta,
994,umdrehen::V,käta,хьовзo
995,heben::V,leta,айа
996,heben::V,leta,хьалаайа
997,hochheben::V,libutada,хьалаайа
998,ergreifen::V,tabata,дӏалаца
999,halten::V,pidada,латто
1000,drücken::V,painda,тӏетаӏо
1001,schieben::V,žigutada,татта
1002,kratzen::V,künstä,мӏараш тийса
1003,lecken::V,nolda,мотт хьекха
1004,beißen::V,purda,катoха
1005,beißen::V,hambastada,катoха
1006,abreißen::V,ratketa,схьадаккха
1007,abschneiden::V,čapata,кхада
1008,abschneiden::V,leikata,кхада
1009,binden::V,sidoda,дӏадехка
1010,binden::V,sidoda,вовшахтаса
1011,stecken::V,čokaita,чудахийта
1012,brechen::V,katkaita,кагдан
1013,klopfen::V,kolkotada,детта
1014,hauen::V,löda,етта
1015,kleben::V,klejata,тӏелато
1016,reiben::V,hosta,хьекхо
1017,reiben::V,törkita,хьекхо
1018,reiben::V,jorotada,хьекхо
1019,streichen::V,voita,тlехьакха
1020,schleifen::V,hijoida,ирдан
1021,schleifen::V,teravzoitta,ирдан
1022,schneiden::V,leikata,ларга
1023,rütteln::V,heilutada,лесто
1024,schütteln::V,pudištada,лесто
1025,schwenken::V,maihutada,лесто
1026,schütten::V,valada,дотта
1027,füllen::V,täutta,дуза
1028,einwickeln::V,kärdä,хьарчо
1029,tragen::V,kantta,дахьа
1030,tragen::V,kandišta,дахьа
1031,schleppen::V,vedätada,ийзо
1032,ziehen::V,vedada,озо
1033,aufbewahren::V,kaita,ӏалашдан
1034,werfen::V,čuta,кхосса
1035,werfen::V,tactä,кхосса
1036,fangen::V,püta,леца
1037,packen::V,tabata,леца
1038,verstecken::V,peitta,къайладаккха
1039,teilen::V,jagada,декъа
1040,schicken::V,oigeta,дӏадахьийта
1041,bringen::V,veda,дан
1042,hinzufügen::V,ližata,тӏетоха
1043,bekommen::V,sada,даккха
1044,erhalten::V,sada,даккха
1045,nehmen::V,otta,схьаэца
1046,wählen::V,valita,харжа
1047,auswählen::V,valita,харжа
1048,bewahren::V,kaita,lалашдан
1049,behindern::V,telustada,новкъарло ян
1050,verderben::V,travida,талхо
1051,beschädigen::V,satatada,дохо
1052,zerbrechen::V,mureta,дохо
1053,zerbrechen::V,mureta,кагдан
1054,zerreißen::V,rebitada,хадо
1055,zerstören::V,mureta,дохо
1056,zerstören::V,mureta,кагдан
1057,verbrennen::V,poltta,даго
1058,geben::V,antta,яла
1059,reichen::V,antta,дӏадала
1060,reichen::V,antta,дӏакховдо
1061,schenken::V,lahjoita,совгӏат дан
1062,versprechen::V,toivotada,ваӏда дан
1063,wünschen::V,toivotada,лаа
1064,loben::V,kitta,хасто
1065,küssen::V,tervehtada,оба яккха
1066,wiegen::V,likutada,тахка
1067,zudecken::V,katta,тӏетаса
1068,wecken::V,noustatada,самадаккха
1069,zeigen::V,ozutada,гайта
1070,führen::V,astutada,дига
1071,lehren::V,opeta,ӏамо
1072,unterrichten::V,opeta,хьеха
1073,aufziehen::V,kazvatada,кхио
1074,leiten::V,ohjata,урхалла дан
1075,antreiben::V,rigehtoitta,сихдан
1076,lassen::V,käskta,-йта
1077,einladen::V,kucta,кхайкха
1078,vereinigen::V,ühtenzoitta,цхьаьнатоха
1079,besuchen::V,rižada,хьажахIотта
1080,treffen::V,vastata,дуьхьалкхета
1081,sich versammeln::V,kägeta,гулдан
1082,sich versammeln::V,sätas,гулдан
1083,spielen::V,väta,ловза
1084,singen::V,pajatada,лакха
1085,tanzen::V,kargaita,хелхадала
1086,sich trennen::V,erigata,къаста
1087,verlassen::V,jätta,дита
1088,retten::V,päzutada,кӏелхьардаккха
1089,bewachen::V,varjoita,ха дан
1090,schützen::V,kaita,лардан
1091,verteidigen::V,kaita,лардан
1092,sich schlagen::V,torata,етта
1093,schießen::V,ampta,детта
1094,siegen::V,vägestada,тола
1095,ärgern::V,verdutada,оьгӏаздахийта
1096,ärgern::V,rändütada,оьгӏаздахийта
1097,schlagen::V,löda,тоха
1098,schlagen::V,iškta,тоха
1099,treten::V,peksta,мийра тоха
1100,treten::V,topsta,мийра тоха
1101,stechen::V,pystiä,ӏотта
1102,stechen::V,pystiä,къовзо
1103,stoßen::V,iškta,татта
1104,stoßen::V,pudištada,татта
1105,stehlen::V,vargastada,лачкъо
1106,stören::V,keskustada,новкъарло ян
1107,belästigen::V,tartuteldas,сагатдан
1108,verbergen::V,katelda,къайладаккха
1109,täuschen::V,manitada,ӏexo
1110,betrügen::V,manitada,ледан
1111,töten::V,rikta,ден
1112,töten::V,surmita,ден
1113,wohnen::V,eläda,даха
1114,arbeiten::V,rata,къахьега
1115,sammeln::V,kogota,гулдан
1116,pflücken::V,poimda,даха
1117,jagen::V,mecata,талла
1118,fischen::V,kalatada,чӏерий леца
1119,fassen::V,tabata,лаца
1120,fassen::V,tabata,схьалаца
1121,hüten::V,paimeta,лардан
1122,treiben::V,ajada,лахка
1123,anbinden::V,küttestada,дӏадехка
1124,anbinden::V,sidoda,дӏадехка
1125,füttern::V,sötta,хӏума яла
1126,melken::V,lüpsta,оза
1127,hacken::V,sauda,
1128,gießen::V,valada,хи тоха
1129,reifen::V,küpseta,хьекъа
1130,zubereiten::V,vaumištada,кечъян
1131,zubereiten::V,vaumištada,кхача бан
1132,kochen::V,keitta,кхача бан
1133,backen::V,paštta,датта
1134,braten::V,žarda,кхарза
1135,umrühren::V,segoitada,кего
1136,stricken::V,kudoda,
1137,nähen::V,ombelta,тега
1138,färben::V,mujutada,басардан
1139,reinigen::V,puhtastada,цӏандан
1140,waschen::V,pesta,йила
1141,waschen::V,pesta,йитта
1142,waschen::V,pesta,дӏадайа
1143,abwischen::V,pühktä,дӏадайа
1144,spülen::V,huhtoida,хи кхарза
1145,fegen::V,pühkta,нуй хьакха
1146,kehren::V,uhoita,нуй хьакха
1147,baden::V,kül'ptäs,лийча
1148,sich waschen::V,pestas,юьхь йила
1149,ausziehen::V,riičta,духар дӏадаккха
1150,ausziehen::V,rušta,духар дӏадаккха
1151,anziehen::V,panda päle,
1152,anziehen::V,panda kädehe,
1153,anziehen::V,panda jaugha,
1154,sich anziehen::V,sobdas,духа
1155,kämmen::V,harjata,ехк хьакха
1156,schmücken::V,čomitada,хаздан
1157,sagen::V,sanuda,ала
1158,sprechen::V,pagišta,баха
1159,sprechen::V,pagišta,мотт бийца
1160,reden::V,pagišta,къамел дан
1161,sich unterhalten::V,lodaita,къамел дан
1162,fragen::V,küzuda,хатта
1163,bitten::V,pakita,деха
1164,erzählen::V,sanuda,дийца
1165,erzählen::V,starinoita,дийца
1166,mitteilen::V,tedotada,хаам бан
1167,nennen::V,nimitada,цӏе яккха
1168,rufen::V,kucta,кхайкха
1169,prahlen::V,kittäs,куралла ян
1170,prahlen::V,kittäs,дозалла дан
1171,übersetzen::V,käta,гоч дан
1172,denken::V,meletada,ойла ян
1173,glauben::V,uskta,теша
1174,bemerken::V,homaita,ган
1175,erkennen::V,tundištada,довза
1176,begreifen::V,tabata,кхета
1177,verstehen::V,el'geta,кхета
1178,verstehen::V,toimetada,кхета
1179,lernen::V,opetas,деша
1180,wissen::V,teta,хаа
1181,sich erinnern an::V,johtutada,дагадан
1182,vergessen::V,unohtada,дицдала
1183,messen::V,märita,дуста
1184,zählen::V,lugeda,дагардан
1185,rechnen::V,lugeda,лара
1186,lesen::V,lugeda,еша
1187,malen::V,pirta,сурт дилла
1188,zeichnen::V,pirta,сурт дилла
1189,schreiben::V,kirjutada,яздан
1190,besitzen::V,omištada,доладан
1191,kaufen::V,ostta,эца
1192,verkaufen::V,möda,дохка
1193,bezahlen::V,maksta,мах бала
1194,zahlen::V,maksta,мах бала
1195,beherrschen::V,valdoita,собаре хила
1196,ertragen::V,tirpta,лан
1197,ertragen::V,tirpta,сатоха
1198,ertragen::V,tirpta,садетта
