,Concept_ID,da,ar
821,fließen::V,flyde,سال
822,sich drehen::V,dreje sig,دار
823,schwanken::V,vakle,ترنح
824,schwingen::V,svinge,ترجح
825,fallen::V,falde,سقط
826,brennen::V,brænde,احترق
827,rauchen::V,ryge,دخن
828,regnen::V,regne,أمطر
829,gefrieren::V,fryse,تجمد
830,tauen::V,tø,ذاب
831,schmelzen::V,smelte,ذاب
832,trocknen::V,tørre,نشف
833,sieden::V,koge,غلى
834,faulen::V,rådne,فسد
835,verfaulen::V,rådne,تعفن
836,reißen::V,briste,انقطع
837,versinken::V,synke,غرق
838,versinken::V,synke ned,غرق
839,vergehen::V,forløbe,مضى
840,erscheinen::V,vise sig,لاح
841,erscheinen::V,vise sig,ظهر
842,verschwinden::V,forsvinde,غاب
843,sinken::V,synke,هبط
844,abnehmen::V,aftage,نقص
845,zunehmen::V,tiltage,ازداد
846,steigen::V,stige,صعد
847,steigen::V,stige,ارتفع
848,wachsen::V,gro,نما
849,wachsen::V,gro,نبت
850,wachsen::V,vokse,نما
851,wachsen::V,vokse,نبت
852,glänzen::V,glinse,لمع
853,funkeln::V,tindre,تلألأ
854,lärmen::V,larme,ضج
855,lärmen::V,larme,صخب
856,läuten::V,ringe,قرع
857,klingeln::V,ringe,دق
858,klirren::V,klirre,قعقع
859,brausen::V,bruse,عج
860,rauschen::V,suse,حف
861,klingen::V,lyde,رن
862,klingen::V,klinge,رن
863,bellen::V,gø,نبح
864,heulen::V,hyle,عوى
865,blasen::V,blæse,نفخ
866,pfeifen::V,fløjte,صفر
867,schreien::V,skrige,صرخ
868,stöhnen::V,stønne,أن
869,zittern::V,dirre,ارتعش
870,zittern::V,skælve,ارتعش
871,leben::V,leve,عاش
872,geboren werden::V,fødes,ولد
873,atmen::V,ånde,تنفس
874,trinken::V,drikke,شرب
875,essen::V,spise,أكل
876,schlucken::V,synke,جرع
877,müde werden::V,blive træt,تعب
878,einschlafen::V,falde i søvn,نام
879,schlafen::V,sove,نام
880,aufwachen::V,vågne,استيقظ
881,aufstehen::V,stå op,قام
882,sich erholen::V,komme sig,استجم
883,krank werden::V,blive syg,مرض
884,krank sein::V,være syg,مرض
885,schmerzen::V,smerte,آلم
886,husten::V,hoste,كح
887,husten::V,hoste,سعل
888,genesen::V,komme sig,نقه
889,sterben::V,dø,مات
890,umkommen::V,omkomme,هلك
891,sich bewegen::V,bevæge sig,تحرك
892,sich rühren::V,røre på sig,تحرك
893,sich erheben::V,rejse sig,قام
894,sich setzen::V,sætte sig,جلس
895,laufen::V,løbe,مشى
896,schreiten::V,skride,خطا
897,spazierengehen::V,gå en tur,تنزه
898,eilen::V,ile,عجل
899,sich beeilen::V,skynde sig,استعجل
900,sausen::V,suse,أسرع
901,rennen::V,løbe,عدا
902,rennen::V,løbe,ركض
903,rennen::V,rende,عدا
904,rennen::V,rende,ركض
905,springen::V,hoppe,قفز
906,springen::V,springe,قفز
907,klettern::V,klatre,تسلق
908,schaukeln::V,gynge,تأرجح
909,kriechen::V,krybe,دب
910,kriechen::V,krybe,زحف
911,schwimmen::V,svømme,سبح
912,tauchen::V,dykke,غطس
913,rudern::V,ro,جذف
914,fahren::V,køre,ركب
915,fahren::V,køre,سافر
916,fliegen::V,flyve,طار
917,gehen::V,gå,سار
918,gehen::V,gå,ذهب
919,weggehen::V,gå bort,ذهب
920,weggehen::V,gå bort,انصرف
921,abfahren::V,køre bort,رحل
922,anhalten::V,standse,توقف
923,hineingehen::V,gå ind,دخل
924,eintreten::V,træde ind,دخل
925,kommen::V,komme,أتى
926,kommen::V,komme,جاء
927,ankommen::V,ankomme,وصل
928,zurückkommen::V,komme tilbage,عاد
929,zurückkommen::V,komme tilbage,رجع
930,bleiben::V,blive,مكث
931,bleiben::V,forblive,مكث
932,warten::V,vente,انتظر
933,erwarten::V,vente,ترقب
934,erwarten::V,vente,انتظر
935,erwarten::V,afvente,ترقب
936,erwarten::V,afvente,انتظر
937,suchen::V,søge,بحث
938,finden::V,finde,وجد
939,versuchen::V,forsøge,حاول
940,vorbereiten::V,forberede,أعد
941,vorbereiten::V,forberede,حضر
942,lieben::V,elske,أحب
943,mögen::V,holde af,أحب
944,mögen::V,kunne lide,أحب
945,lachen::V,le,ضحك
946,rühren::V,røre,أثر
947,weinen::V,græde,بكى
948,schimpfen::V,skænde,سب
949,schimpfen::V,skænde,شتم
950,sich ärgern::V,ærgre sig,زعل
951,sich fürchten::V,være bange,هاب
952,fürchten::V,være bange for,خاف
953,fürchten::V,være bange for,خشي
954,fliehen::V,flygte,هرب
955,flüchten::V,flygte,فر
956,sehen::V,se,رأى
957,anschauen::V,se på,نظر
958,anschauen::V,betragte,نظر
959,ansehen::V,anse,نظر
960,hören::V,høre,سمع
961,zuhören::V,høre til,أصغى
962,probieren::V,smage,ذاق
963,probieren::V,smage på,ذاق
964,riechen::V,lugte,شم
965,riechen::V,lugte,استنشق
966,fühlen::V,føle,شعر
967,scheinen::V,synes,ظهر
968,zu sehen sein::V,synes,ظهر
969,vernehmen::V,erfare,سمع
970,frieren::V,fryse,بردان
971,tun::V,gøre,فعل
972,können::V,kunne,قدر
973,können::V,kunne,استطاع
974,wollen::V,ville,شاء
975,wollen::V,ville,أراد
976,anfangen::V,begynde,بدأ
977,beenden::V,afslutte,أنهى
978,aufhören::V,ophøre,توقف
979,aufhören::V,ophøre,انقطع
980,aufhören::V,holde op,توقف
981,aufhören::V,holde op,انقطع
982,gelingen::V,lykkes,نجح
983,geraten::V,blive,طلع
984,öffnen::V,åbne,فتح
985,schließen::V,lukke,أغلق
986,stellen::V,stille,وضع
987,stellen::V,stille,أقام
988,setzen::V,sætte,أجلس
989,legen::V,lægge,وضع
990,berühren::V,berøre,مس
991,berühren::V,berøre,لمس
992,verbinden::V,forbinde,ربط
993,verbinden::V,forbinde,وصل
994,bedecken::V,dække,غطى
995,bedecken::V,bedække,غطى
996,aufhängen::V,hænge,علق
997,aufhängen::V,hænge op,علق
998,anzünden::V,tænde,أوقد
999,anzünden::V,antænde,أوقد
1000,aufheben::V,løfte,لقط
1001,aufheben::V,tage op,لقط
1002,zurücklassen::V,lade tilbage,ترك
1003,verlieren::V,miste,فقد
1004,fallen lassen::V,tabe,أسقط
1005,fallen lassen::V,droppe,أسقط
1006,machen::V,gøre,فعل
1007,herstellen::V,fremstille,صنع
1008,herstellen::V,fremstille,أنتج
1009,bauen::V,bygge,بنى
1010,bauen::V,bygge,شيد
1011,reparieren::V,reparere,صلح
1012,verbessern::V,rette,صحح
1013,verbessern::V,forbedre,صحح
1014,ändern::V,ændre,غير
1015,graben::V,grave,حفر
1016,beugen::V,bøje,ثنى
1017,beugen::V,bøje,أحنى
1018,biegen::V,bøje,لوى
1019,drehen::V,dreje,أدار
1020,drehen::V,dreje,دور
1021,wenden::V,vende,قلب
1022,umdrehen::V,dreje om,قلب
1023,heben::V,hæve,رفع
1024,hochheben::V,løfte,رفع
1025,ergreifen::V,gribe fat i,مسك
1026,halten::V,holde,مسك
1027,drücken::V,trykke,ضغط
1028,schieben::V,skyde,حرك
1029,schieben::V,skubbe,حرك
1030,kratzen::V,klø,خدش
1031,kratzen::V,kradse,خدش
1032,lecken::V,slikke,لعق
1033,beißen::V,bide,عض
1034,abreißen::V,rive af,قلع
1035,abschneiden::V,skære af,قطع
1036,binden::V,binde,ربط
1037,stecken::V,stikke,دس
1038,brechen::V,brække,كسر
1039,klopfen::V,banke,طرق
1040,hauen::V,hugge,ضرب
1041,kleben::V,klistre,ألصق
1042,reiben::V,gnide,حك
1043,streichen::V,smøre,نشر
1044,schleifen::V,slibe,سن
1045,schneiden::V,skære,قطع
1046,schneiden::V,klippe,قطع
1047,rütteln::V,ruske,رج
1048,schütteln::V,ryste,هز
1049,schwenken::V,svinge,لوح
1050,schütten::V,hælde,صب
1051,füllen::V,fylde,ملأ
1052,einwickeln::V,pakke ind,لف
1053,tragen::V,bære,حمل
1054,schleppen::V,slæbe,سحب
1055,ziehen::V,trække,سحب
1056,aufbewahren::V,opbevare,حفظ
1057,werfen::V,kaste,رمى
1058,werfen::V,kaste,ألقى
1059,fangen::V,fange,التقط
1060,packen::V,gribe,مسك
1061,verstecken::V,gemme,خبأ
1062,teilen::V,dele,قسم
1063,schicken::V,sende,بعث
1064,schicken::V,sende,أرسل
1065,bringen::V,bringe,جلب
1066,hinzufügen::V,tilføje,أضاف
1067,bekommen::V,få,حصل
1068,erhalten::V,få,استلم
1069,nehmen::V,tage,أخذ
1070,wählen::V,vælge,اختار
1071,auswählen::V,udvælge,انتقى
1072,bewahren::V,bevare,حافظ
1073,behindern::V,hindre,عاق
1074,behindern::V,forhindre,عاق
1075,verderben::V,ødelægge,أفسد
1076,beschädigen::V,beskadige,أضر
1077,zerbrechen::V,brække itu,كسر
1078,zerreißen::V,rive itu,مزق
1079,zerstören::V,ødelægge,دمر
1080,verbrennen::V,brænde,حرق
1081,geben::V,give,أعطى
1082,reichen::V,række,ناول
1083,schenken::V,forære,وهب
1084,versprechen::V,love,وعد
1085,wünschen::V,ønske,تمنى
1086,loben::V,rose,مدح
1087,küssen::V,kysse,قبل
1088,wiegen::V,vugge,هدهد
1089,zudecken::V,dække til,غطى
1090,wecken::V,vække,أيقظ
1091,zeigen::V,vise,أرى
1092,führen::V,føre,دل
1093,lehren::V,lære,علم
1094,unterrichten::V,undervise,علم
1095,aufziehen::V,opdrage,ربى
1096,leiten::V,lede,دل
1097,leiten::V,lede,أدار
1098,antreiben::V,skynde på,حث
1099,lassen::V,få til at,حدا
1100,einladen::V,indbyde,دعا
1101,einladen::V,invitere,دعا
1102,vereinigen::V,forene,وحد
1103,besuchen::V,besøge,زار
1104,treffen::V,møde,قابل
1105,sich versammeln::V,forsamles,اجتمع
1106,spielen::V,lege,لعب
1107,spielen::V,spille,لعب
1108,singen::V,synge,غنى
1109,tanzen::V,danse,رقص
1110,sich trennen::V,skilles,افترق
1111,verlassen::V,forlade,ترك
1112,retten::V,redde,نجى
1113,retten::V,redde,أنقذ
1114,bewachen::V,bevogte,حرس
1115,schützen::V,skærme,حمى
1116,schützen::V,beskytte,حمى
1117,verteidigen::V,forsvare,دافع
1118,sich schlagen::V,slås,تضارب
1119,schießen::V,skyde,أطلق
1120,siegen::V,sejre,انتصر
1121,ärgern::V,ærgre,أزعل
1122,schlagen::V,slå,ضرب
1123,treten::V,sparke,رفس
1124,stechen::V,stikke,شك
1125,stoßen::V,støde,دفع
1126,stehlen::V,stjæle,سرق
1127,stören::V,forstyrre,ضايق
1128,belästigen::V,genere,أزعج
1129,belästigen::V,ulejlige,أزعج
1130,verbergen::V,skjule,كتم
1131,täuschen::V,villede,خدع
1132,betrügen::V,bedrage,غش
1133,töten::V,dræbe,قتل
1134,wohnen::V,bo,سكن
1135,arbeiten::V,arbejde,عمل
1136,arbeiten::V,arbejde,اشتغل
1137,sammeln::V,samle,جمع
1138,pflücken::V,plukke,جنى
1139,pflücken::V,plukke,قطف
1140,jagen::V,jage,صاد
1141,fischen::V,fiske,اصطاد
1142,fassen::V,fange,قبض
1143,hüten::V,vogte,رعى
1144,treiben::V,drive,ساق
1145,anbinden::V,binde fast,ربط
1146,füttern::V,fodre,علف
1147,melken::V,malke,حلب
1148,hacken::V,hakke,فرم
1149,gießen::V,hælde,سقى
1150,reifen::V,modne,نضج
1151,zubereiten::V,tilberede,حضر
1152,kochen::V,koge,طبخ
1153,backen::V,bage,خبز
1154,braten::V,stege,قلى
1155,braten::V,stege,حمر
1156,umrühren::V,røre om,قلب
1157,stricken::V,strikke,حاك
1158,nähen::V,sy,خاط
1159,färben::V,farve,صبغ
1160,färben::V,farve,لون
1161,reinigen::V,rense,نظف
1162,reinigen::V,gøre ren,نظف
1163,waschen::V,vaske,غسل
1164,abwischen::V,tørre af,مسح
1165,spülen::V,skylle,شطف
1166,fegen::V,feje,كنس
1167,kehren::V,feje,كنس
1168,baden::V,bade,استحم
1169,sich waschen::V,vaske sig,اغتسل
1170,ausziehen::V,tage af,خلع
1171,anziehen::V,tage på,لبس
1172,sich anziehen::V,klæde sig på,اكتسى
1173,kämmen::V,rede,مشط
1174,kämmen::V,frisere,مشط
1175,schmücken::V,pynte,زين
1176,schmücken::V,smykke,زين
1177,sagen::V,sige,قال
1178,sprechen::V,snakke,تكلم
1179,reden::V,tale,تكلم
1180,reden::V,snakke,تكلم
1181,sich unterhalten::V,snakke sammen,تحادث
1182,fragen::V,spørge,سأل
1183,bitten::V,bede,رجا
1184,erzählen::V,berette,حكي
1185,erzählen::V,fortælle,حكي
1186,mitteilen::V,meddele,بلغ
1187,nennen::V,nævne,سمى
1188,rufen::V,råbe,نادى
1189,prahlen::V,prale,فشر
1190,prahlen::V,prale,تفاخر
1191,übersetzen::V,oversætte,ترجم
1192,denken::V,tænke,فكر
1193,glauben::V,tro,اعتقد
1194,bemerken::V,bemærke,لاحظ
1195,bemerken::V,lægge mærke til,لاحظ
1196,erkennen::V,genkende,عرف
1197,begreifen::V,begribe,فهم
1198,begreifen::V,begribe,أدرك
1199,verstehen::V,forstå,فهم
1200,lernen::V,lære,درس
1201,wissen::V,vide,علم
1202,sich erinnern an::V,mindes,تذكر
1203,sich erinnern an::V,huske på,تذكر
1204,vergessen::V,glemme,نسي
1205,messen::V,måle,قاس
1206,zählen::V,tælle,عد
1207,zählen::V,tælle,أحصى
1208,rechnen::V,regne,حسب
1209,lesen::V,læse,قرأ
1210,malen::V,male,صور
1211,zeichnen::V,tegne,رسم
1212,schreiben::V,skrive,كتب
1213,besitzen::V,eje,حاز
1214,besitzen::V,eje,ملك
1215,besitzen::V,besidde,حاز
1216,besitzen::V,besidde,ملك
1217,kaufen::V,købe,اشترى
1218,verkaufen::V,sælge,باع
1219,bezahlen::V,betale,دفع
1220,zahlen::V,betale,سدد
1221,beherrschen::V,beherske,حكم
1222,ertragen::V,tåle,أطاق
1223,ertragen::V,tåle,تحمل
1224,ertragen::V,udholde,أطاق
1225,ertragen::V,udholde,تحمل
1226,hinfallen::V,,وقع
