,Concept_ID,uz,te
684,achtzig::NUM,sakson,ఎనుబది
685,neunzig::NUM,to'qson,తొంబది
686,hundert::NUM,yuz,నూఱు
687,tausend::NUM,ming,వేయి
688,und::CNJ,va,మఱియు
689,oder::CNJ,yo,లేక
690,stehen::V,turmoq,నిలుచు
691,sitzen::V,o'tirmoq,కూర్చుండు
692,liegen::V,yotmoq,పండుకొనుట
693,hängen::V,osilmoq,వ్రేలాడదీయు
694,werden::V,bo'lmoq,అగు
695,passieren::V,bo'lib o'tmoq,సంభవించు
696,beginnen::V,boshlanmoq,ఆరంభించు
697,enden::V,bitmoq,తీరుట
698,wechseln::V,o'zgarmoq,మార్చు
699,aufgehen[Sonne]::V,chiqmoq,ఉదయించు
700,untergehen[Sonne]::V,botmoq,అస్తమించు
701,scheinen[Sonne]::V,yaraqlamoq,ప్రకాశించు
702,donnern::V,gulduramoq,ఉరుముట
703,wehen::V,elpimoq,దురద్పప్టము
704,strömen::V,oqmoq,పారుట
705,fließen::V,oqmoq,ప్రవహించు
706,sich drehen::V,aylanmoq,తిరుగు
707,schwanken::V,qoqilmoq,ఆడించుట
708,schwingen::V,lopillamoq,ఊగుట
709,fallen::V,tushmoq,పడు
710,brennen::V,yonmoq,కాలుట
711,rauchen::V,tutamoq,పొగసుట
712,regnen::V,yomg'ir yog'moq,కురిపించుట
713,gefrieren::V,muzlamoq,గడ్డకట్టు
714,tauen::V,ärimoq,కరగు
715,schmelzen::V,ärimoq,కరగు
716,trocknen::V,qurimoq,యెండుట
717,sieden::V,qaynamoq,ఉడుకు
718,faulen::V,chirimoq,క్రుళ్లు
719,verfaulen::V,chirimoq,క్షిణించు
720,reißen::V,qayt qilmoq,చించు
721,versinken::V,g'arq bo'lmoq,మునుగు
722,vergehen::V,o'tmoq,సంభవించు
723,erscheinen::V,zuhur ätmoq,కనబడు
724,verschwinden::V,yo'qolmoq,అదృశ్యమగు
725,sinken::V,pasaymoq,ముణుగుట
726,abnehmen::V,kamaymoq,తగ్గు
727,zunehmen::V,urchimoq,పెరుగుట
728,steigen::V,oshmoq,లేచు
729,wachsen::V,o'smoq,పెరుగు
730,glänzen::V,porlamoq,ప్రకాశించు
731,funkeln::V,yalt ätmoq,ప్రకాశించు
732,lärmen::V,taraq ätmoq,అరుచుట
733,läuten::V,jiringlamoq,మేళవించుట
734,klingeln::V,jiringlamoq,వాయించుట
735,klirren::V,sharaqlamoq,ఘంటానాదము
736,brausen::V,vag'illamoq,గర్జించు
737,rauschen::V,shitirlamoq,చటచటమనుట
738,klingen::V,yangramoq,ధ్వనించుట
739,bellen::V,hurmoq,అఱచు
740,heulen::V,uvlamoq,కూయు
741,blasen::V,puflamoq,దురద్పప్టము
742,pfeifen::V,xushtak chalmoq ,ఈలవేయు
743,schreien::V,qiyqirmoq,అఱచు
744,stöhnen::V,nola qilmoq,మూలుగు
745,zittern::V,titramoq,వణకు
746,leben::V,yashamoq,జీవించుట
747,geboren werden::V,tug'ilmoq,పుట్టుట
748,atmen::V,nafas chiqarmoq,ఉపిరి తీయు
749,trinken::V,ichmoq,త్రాగు
750,essen::V,emoq,తిను
751,schlucken::V,yutmoq,మ్రింగు
752,müde werden::V,horimoq,అలయు
753,einschlafen::V,uxlab qolmoq,నిద్రించు
754,schlafen::V,uxlamoq,నిద్రురించు
755,aufwachen::V,uyg'onmoq,మేలుకొను
756,aufstehen::V,qo'pmoq,లేచు
757,sich erholen::V,dam olmoq,నడ్డి వాల్చు
758,krank werden::V,kasallanmoq,జబ్బుపడు
759,krank sein::V,betob yotmoq,జబ్బు చేయు
760,schmerzen::V,og'rimoq,నొచ్చుట
761,husten::V,yo'talmoq,దగ్గుట
762,genesen::V,tuzalmoq,కుదురుట
763,sterben::V,o'lmoq,మరణించు
764,umkommen::V,halok bo'lmoq,నశించు
765,sich bewegen::V,harakat qilmoq,కదలు
766,sich rühren::V,qimirlamoq,కదలు
767,sich erheben::V,qo'pmoq,లేచు
768,sich setzen::V,o'tirmoq,కూర్చుణ్డు
769,hinfallen::V,yiqilmoq,దొర్లు
770,laufen::V,yurmoq,నడచు
771,schreiten::V,yurmoq,అడుగుపెట్టుట
772,spazierengehen::V,sayr ätmoq,పచారు చేయు
773,eilen::V,tezlamoq,తొందరపడు
774,sich beeilen::V,shoshmoq,త్వరపెట్టు
775,sausen::V,chopqillamoq,విసరికొట్టు
776,rennen::V,yugurmoq,పరుగెత్తు
777,springen::V,sakramoq,దుముకు
778,klettern::V,yuqorilamoq,ఎక్కు
779,schaukeln::V,irg'amoq,ఉయ్యాల ఊగు 
780,kriechen::V,ämaklamoq,ప్రాకు
781,schwimmen::V,suzmoq,ఈదు
782,tauchen::V,chu'mmoq,మునుగు
783,rudern::V,eshkak eshmoq,తెడ్లతోఁగడపు
784,fahren::V,haydamoq,నడపు
785,fliegen::V,uchmoq,ఎగురు
786,gehen::V,bormoq,పోవు
787,weggehen::V,ketoq,బయలుదేరు
788,abfahren::V,jo'namoq,విడిచిపోవు
789,anhalten::V,to'xtamoq,నిలుపు
790,hineingehen::V,kirmoq,ప్రవేశించు
791,eintreten::V,kirmoq,ప్రవేశించు
792,kommen::V,kelmoq,వచ్చు
793,ankommen::V,etib kelmoq,వచ్చి చేరు
794,zurückkommen::V,qaytib kelmoq,తిరిగీవచ్చుట
795,bleiben::V,qolmoq,ఉండు
796,warten::V,poylamoq,కనిపెట్టు
797,erwarten::V,kutmoq,నిరిక్షించు
798,suchen::V,izlamoq,వెదకు
799,finden::V,topmoq,కనుగొను
800,versuchen::V,chalishmoq,ప్రయత్నించు
801,vorbereiten::V,hozirlamoq,తయారుచేయు
802,lieben::V,sevmoq,ప్రేమించు
803,mögen::V,ardoqlamoq,ఇష్టపడు
804,lachen::V,kulmoq,నవ్వు
805,rühren::V,ta'sirlantirmoq,గుండె తాకు
806,weinen::V,yig'lamoq,వీడ్చు
807,schimpfen::V,koyinmoq,గొణుగు
808,sich ärgern::V,g'azab qilmoq,అలుగు
809,sich fürchten::V,hurkmoq,భయపడు
810,fürchten::V,qo'rqmoq,భయపడు
811,fliehen::V,qochmoq,పాఱిపోపు
812,flüchten::V,qochmoq,తప్పించుకొను
813,sehen::V,ko'rmoq,చూచు
814,anschauen::V,razm solmoq,చూచు
815,ansehen::V,razm qilmoq,కాచియుండు
816,hören::V,äshitmoq,విను
817,zuhören::V,tinglamoq,విను
818,probieren::V,tatib ko'rmoq,చవిచూచుట
819,riechen::V,iskamoq,వాసనచూచు
820,fühlen::V,sezmoq,స్పర్శించుట
821,scheinen::V,tuyilmoq,కనబడు
822,zu sehen sein::V,ko'rinmoq,చూవు
823,vernehmen::V,äshitmoq,విను
824,frieren::V,sovuq qotmoq,చలికి వడకు
825,tun::V,ätmoq,చేయు
826,können::V,-a olmoq,గల
827,können::V,-y olmoq,గల
828,wollen::V,istamoq,కోరు
829,anfangen::V,boshlamoq,ఆరంభించు
830,beenden::V,bitirmoq,ముగించు
831,aufhören::V,tinmoq,నిలుపు
832,gelingen::V,muvaffaqiyat qozonmoq,గెలుపాందు
833,geraten::V,bo'lmoq,వెలువడు
834,öffnen::V,ochmoq,తెఱచు
835,schließen::V,yopmoq,మూయు
836,stellen::V,qo'ymoq,ఉంచు
837,setzen::V,o'tqazmoq,ఉంచు
838,legen::V,yotqizmoq,పెట్టు
839,berühren::V,tegmoq,తాకు
840,verbinden::V,ulamoq,చేర్చుట
841,bedecken::V,bekitmoq,మూయు
842,aufhängen::V,ildirmoq,వ్రేలాడదీయు
843,anzünden::V,yondirmoq,వెలిగించు
844,aufheben::V,ko'tarmoq,సేకరించు
845,zurücklassen::V,ayrilmoq,విడుచు
846,verlieren::V,yo'qotmoq,పోగొట్టుకొను
847,fallen lassen::V,tushirmoq,జాఱవిడుచు
848,machen::V,qilmoq,చేయు
849,herstellen::V,chiqarmoq,ఉత్పత్తిచేయు
850,bauen::V,solmoq,నిర్మించు
851,reparieren::V,tuzatmoq,సరిచేయు
852,verbessern::V,isloh qilmoq,వృద్ధి చేయు
853,ändern::V,o'zgartirmoq,మార్చు
854,graben::V,qazimoq,త్రవ్వు
855,beugen::V,bukmoq,వంచు
856,biegen::V,bukmoq,వంచు
857,drehen::V,aylantirmoq,నూలువడుకు
858,wenden::V,burmoq,త్రిప్పు
859,umdrehen::V,ag'darmoq,త్రిప్పు
860,heben::V,yuksaltirmoq,ఎత్తు
861,hochheben::V,ko'tarmoq,ఎత్తు
862,ergreifen::V,tutamlamoq,వశపఱచుకొను
863,halten::V,tutmoq,ఉంచు
864,drücken::V,bosmoq,అణచు
865,schieben::V,surmoq,నొక్కు
866,kratzen::V,qashimoq,గోకు
867,lecken::V,mijimoq,నాకు
868,beißen::V,tishlamoq,కఱచు
869,abreißen::V,emirmoq,తెగతెంచు
870,abschneiden::V,cho'rt kesmoq,తెగకొట్టు
871,binden::V,bog'lamoq,కట్టు
872,stecken::V,suqmoq,తగులుకొనివుండుట
873,brechen::V,sindirmoq,పగులగొట్టు
874,klopfen::V,dukurlamoq,కొట్టు
875,hauen::V,urmoq,కొట్టు
876,kleben::V,yopishtirmoq,అంటుకొను
877,reiben::V,surkamoq,రాచు
878,streichen::V,surkamoq,వ్యాపింపజేయు
879,schleifen::V,qayramoq,రాచు
880,schneiden::V,kesmoq,కోయు
881,rütteln::V,chayqamoq,కుదిలించుట
882,schütteln::V,chayqamoq,కదల్చు
883,schwenken::V,chayqatmoq,ఊచుట
884,schütten::V,quymoq,పోయు
885,füllen::V,to'ldirmoq,నింపు
886,einwickeln::V,chulg'amoq,చుట్టు
887,tragen::V,tashimoq,మోయు
888,schleppen::V,sudramoq,ఈడ్చు
889,ziehen::V,tortmoq,ఈడ్చు
890,aufbewahren::V,tutmoq,కాపాడు
891,werfen::V,tashlamoq,విసరు
892,fangen::V,tutmoq,పట్టుకొను
893,packen::V,opqochmoq,పట్టుకొను
894,verstecken::V,yashirmoq,దాచు
895,teilen::V,bo'lmoq,భాగించు
896,schicken::V,yubormoq,పంపు
897,bringen::V,keltirmoq,తెచ్చు
898,hinzufügen::V,tirkamoq,చేర్చు
899,bekommen::V,olmoq,సంపాదించు
900,erhalten::V,olmoq,పుచ్చుకొను
901,nehmen::V,olmoq,తీసికొను
902,wählen::V,saylamoq,ఇష్టపడు
903,auswählen::V,saylamoq,ఏరుకొను
904,bewahren::V,saqlamoq,భద్రపఱుచు
905,behindern::V,xalal bermoq,అడ్డగించుట
906,verderben::V,xazon qilmoq,చెఱచు
907,beschädigen::V,buzmoq,చెరుపుట
908,zerbrechen::V,sindirmoq,పగులగొట్టు
909,zerreißen::V,yirtmoq,చించు
910,zerstören::V,vayron qilmoq,వాశనము చేయు
911,verbrennen::V,kuydirmoq,కాల్చు
912,geben::V,bermoq,ఇచ్చు
913,reichen::V,bermoq,అందుకొనుట
914,schenken::V,sovg'a qilmoq,అర్పించు
915,versprechen::V,va'da bermoq,వాగ్దత్తము చేయు
916,wünschen::V,orziqmoq,కోరు
917,loben::V,maqtamoq,స్తుతించు
918,küssen::V,o'pmoq,ముద్దుపెట్టుకొను
919,wiegen::V,tebratmoq,ఊచుట
920,zudecken::V,yopmoq,మూయు
921,wecken::V,uyg'otmoq,నిద్రపలేపుట
922,zeigen::V,ko'rsatmoq,చూవు
923,führen::V,boshlik bo'lmoq,దారిచూపు
924,lehren::V,o'rgatmoq,బోధించు
925,unterrichten::V,dars bermoq,నేర్పు
926,aufziehen::V,o'stirmoq,పెంచు
927,leiten::V,boshqarmoq,తీసుకపోవుట
928,antreiben::V,shoshiltirmoq,ప్రేరేపించు
929,lassen::V,ruxsat bermoq,అనుమతించు
930,einladen::V,taklif kilmoq,ఆహ్వానించు
931,vereinigen::V,qo'shmoq,కూడుట
932,besuchen::V,mehmonga bormoq,పోయి చూచు
933,treffen::V,duchor bo'lmoq,కలియు
934,sich versammeln::V,to'planmoq,కూర్చు
935,spielen::V,o'ynamoq,ఆట లాడు
936,singen::V,yalla qilmoq,పాడు
937,tanzen::V,raqs qilmoq,నృత్యముచేయు
938,sich trennen::V,yakkalanmoq,ఎడబాయుట
939,verlassen::V,qoldirmoq,విడుచు
940,retten::V,qutqazmoq,తప్పించుట
941,bewachen::V,qo'rimoq,కాపాడు
942,schützen::V,yoniga olmoq,రక్షించు
943,verteidigen::V,yoqlamoq,రక్షించు
944,sich schlagen::V,yoqalashmoq,జగడమాడు
945,schießen::V,otmoq,కాల్చు
946,siegen::V,engmoq,గెలుచు
947,ärgern::V,jahl chiqarmoq,పీడించుట
948,schlagen::V,urmoq,కొట్టు
949,treten::V,tepmoq,తన్ను
950,stechen::V,qadamoq,కుట్టు
951,stoßen::V,turtmoq,గెంటు
952,stehlen::V,o'g'rilamoq,దొంగిలించు
953,stören::V,tebratmoq,కలతపఱచు
954,belästigen::V,g'ashini keltirmoq,పీడించు
955,verbergen::V,berkitmoq,దాచు
956,täuschen::V,aldamoq,మోసము చేయు
957,betrügen::V,tirriq qilmoq,మోసపుచ్చు
958,töten::V,o'ldirmoq,చంపు
959,wohnen::V,istiqomat qilmoq,నివసించు
960,arbeiten::V,ishlamoq,పనిచేయు
961,sammeln::V,yig'moq,ప్రోగుచేయు
962,pflücken::V,termoq,యేరుట
963,jagen::V,ov qilmoq,వేటాడు
964,fischen::V,baliq ovlamoq,వెదకు
965,fassen::V,ilinmoq,పట్టుకొమ
966,hüten::V,boqtirmoq,మందచేరుట
967,treiben::V,haydamoq,నడపు
968,anbinden::V,bog'lamoq,కట్టు
969,füttern::V,edirmoq,భోజనము పెట్టు
970,melken::V,sog'moq,పాలు పితుకు
971,hacken::V,chopmoq,నఱకు
972,gießen::V,oqizmoq,నీళ్ళుకట్టుట
973,reifen::V,qizarmoq,పండుట
974,zubereiten::V,pishirmoq,వండు
975,kochen::V,qaynatmoq,వండు
976,backen::V,yopmoq,రొట్టెకాల్చు
977,braten::V,qovurmoq,వేపు
978,umrühren::V,atalamoq,కదులుట
979,stricken::V,to'qimoq,అల్లు
980,nähen::V,tikmoq,కుట్టు
981,färben::V,bo'yoqlamoq,రంగు వేయు
982,reinigen::V,tozalamoq,శుభ్రము చేయు
983,waschen::V,yuvmoq,కడుగు
984,abwischen::V,surkamoq,తుడుచు
985,spülen::V,chaymoq,నీటిలో జడించు
986,fegen::V,cho'tkalamoq,ఊడ్చు
987,kehren::V,supurmoq,ఊడ్చు
988,baden::V,cho'milmoq,స్నానము చేయు
989,sich waschen::V,yuvinmoq,కడుగు
990,ausziehen::V,echintirmoq,విప్పు
991,anziehen::V,kiymoq,ధరించు
992,sich anziehen::V,kiyinmoq,బట్టలు వేసుకొను
993,sich anziehen::V,kiyinmoq,తొడుగుకొను
994,kämmen::V,taramoq,దువ్వుట
995,schmücken::V,yasatmoq,అలంకరించు
996,sagen::V,aytmoq,చెప్పు
997,sprechen::V,so'zlamoq,చెప్పు
998,reden::V,gapirmoq,మాటలాడు
999,sich unterhalten::V,suhbatlashmoq,ముచ్చటలాడు
1000,fragen::V,so'ramoq,ప్రశ్నించు
1001,bitten::V,iltimos qilmoq,కోరు
1002,erzählen::V,aytib bermoq,చెప్పు
1003,mitteilen::V,bildirmoq,తెలియజేయు
1004,nennen::V,atamoq,పేరు వెట్టు
1005,rufen::V,chaqirmoq,పిలుచు
1006,prahlen::V,gerdaymoq,జల్లి
1007,übersetzen::V,tarjima qilmoq,తర్జుమాచేయు
1008,denken::V,o'ylamoq,ఆలోచించు
1009,glauben::V,ishonmoq,నమ్ము
1010,bemerken::V,payqamoq,గుర్తించు
1011,erkennen::V,tanimoq,గుర్తించు
1012,begreifen::V,tushunmoq,గ్రహించు
1013,verstehen::V,anglamoq,గ్రహించు
1014,lernen::V,o'qimoq,నేర్చు కొను
1015,wissen::V,bilmoq,తెలిసికొను
1016,sich erinnern an::V,äsni tanimoq,జ్ఞాపకముంచుకొను
1017,vergessen::V,unutmoq,మఱచిపోవు
1018,messen::V,o'lchamoq,కొలుచుట
1019,zählen::V,raqamlamoq,లెక్కపెట్టు
1020,rechnen::V,cho'tlamoq,లెక్కపెట్టు
1021,lesen::V,o'qimoq,చదువు
1022,malen::V,rasm solmoq,పూనుట
1023,zeichnen::V,chizmoq,వ్రాసుట
1024,schreiben::V,yozmoq,వ్రాయు
1025,besitzen::V,ägalamoq,కలిగియుండు
1026,kaufen::V,olmoq,కొను
1027,verkaufen::V,sotmoq,అమ్ము
1028,bezahlen::V,to'lamoq,చెల్లించు
1029,zahlen::V,to'lamoq,చెల్లించు
1030,beherrschen::V,ägalamoq,ఏలు
1031,ertragen::V,chidamoq,భరించు
