,Concept_ID,tt,tr
271,Tante::N,тәтәй,teyze
272,Ehemann::N,ир,koca
273,Ehefrau::N,хатын,karı
274,Freude::N,сөенеч,neşe
275,Freude::N,сөенеч,sevinç
276,Gelächter::N,көлү,gülme
277,Gelächter::N,көлү,kahkaha
278,Gelächter::N,көлеш,gülme
279,Gelächter::N,көлеш,kahkaha
280,Glück::N,бәхет,mutluluk
281,Kummer::N,хәсрәт,dert
282,Kummer::N,хәсрәт,keder
283,Wunsch::N,теләк,arzu
284,Wunsch::N,теләк,istek
285,Lust::N,теләк,arzu
286,Lust::N,теләк,heves
287,Lust::N,теләү,arzu
288,Lust::N,теләү,heves
289,Geist::N,рух,tin
290,Gedanke::N,уй,fikir
291,Gedanke::N,уй,düşünce
292,Gedanke::N,фикер,fikir
293,Gedanke::N,фикер,düşünce
294,Gedächtnis::N,хәтер,bellek
295,Verstand::N,акыл,zekâ
296,Sinn::N,мәгънә,anlam
297,Grund::N,сәбәп,sebep
298,Wahrheit::N,хак,doğruluk
299,Wahrheit::N,хак,gerçeklik
300,Gespräch::N,әңгәмә,görüşme
301,Märchen::N,әкият,masal
302,Erzählung::N,хикәя,öykü
303,Erzählung::N,хикәя,hikâye
304,Nachricht::N,хәбәр,haber
305,Neuigkeit::N,яңалык,haber
306,Name::N,исем,ad
307,Name::N,исем,isim
308,Rätsel::N,табышмак,bilmece
309,Rede::N,нотык,söylev
310,Rede::N,нотык,konuşma
311,Sprache::N,тел,dil
312,Sprache::N,тел,lisan
313,Stimme::N,тавыш,ses
314,Wort::N,сүз,kelime
315,Zeichen::N,ишарә,işaret
316,Ruf::N,дәшү,çağırma
317,Lärm::N,шау,şamata
318,Lärm::N,шау,gürültü
319,Laut::N,аваз,ses
320,Ton::N,шалтырату,ses
321,Lied::N,җыр,türkü
322,Ruhe::N,тынлык,sakinlik
323,Leute::N,халык,halk
324,Leute::N,халык,insanlar
325,Volk::N,халык,ulus
326,Volk::N,халык,millet
327,Arbeit::N,эш,iş
328,Arbeit::N,эш,çalışma
329,Arbeit::N,хезмәт,iş
330,Arbeit::N,хезмәт,çalışma
331,Gast::N,кунак,konuk
332,Gast::N,кунак,misafir
333,Geschenk::N,бүләк,hediye
334,Geschenk::N,бүләк,armağan
335,Spiel::N,уен,oyun
336,Gesellschaft::N,җәмгыять,çevre
337,Gesellschaft::N,җәмгыять,arkadaşlık
338,Hilfe::N,ярдәм,yardım
339,Hilfe::N,булышлык,yardım
340,Freund::N,дус,dost
341,Freund::N,дус,arkadaş
342,Kamerad::N,иптәш,arkadaş
343,Angelegenheit::N,эш,iş
344,Angelegenheit::N,эш,husus
345,Anzahl::N,микъдар,sayı
346,Art::N,төр,çeşit
347,Stück::N,кисәк,tane
348,Stück::N,кисәк,parça
349,Teil::N,өлеш,kısım
350,Hälfte::N,ярым,yarı
351,Kreis::N,түгәрәк,daire
352,Kreuz::N,хач,haç
353,Kreuz::N,тәре,haç
354,Linie::N,сызык,hat
355,Linie::N,сызык,çizgi
356,Strich::N,сызык,çizgi
357,Abstand::N,ара,aralık
358,Entfernung::N,ераклык,mesafe
359,Entfernung::N,ераклык,uzaklık
360,Gegend::N,урын,yöre
361,Platz::N,бушлык,yer
362,Ort::N,урын,yer
363,Seite::N,як,yan
364,Seite::N,як,taraf
365,Mitte::N,урта,orta
366,Mitte::N,урта,merkez
367,Gegenstand::N,нәрсә,şey
368,Sache::N,нәрсә,iş
369,Sache::N,нәрсә,şey
370,Rand::N,чит,kenar
371,Kante::N,кырый,kenar
372,Ecke::N,почмак,köşe
373,Spitze::N,оч,uç
374,Spitze::N,оч,baş
375,Ende::N,азак,uç
376,Loch::N,тишек,oyuk
377,Loch::N,тишек,delik
378,Winkel::N,почмак,köşe
379,Muster::N,парча,örnek
380,Größe::N,зурлык,büyüklük
381,Länge::N,озынлык,uzunluk
382,Höhe::N,биеклек,yükseklik
383,Gewicht::N,авырлык,ağırlık
384,Menge::N,микъдар,miktar
385,Haufen::N,өем,küme
386,Haufen::N,өем,yığın
387,Reihe::N,рәт,sıra
388,Boot::N,каек,kayık
389,Boot::N,каек,sandal
390,Boot::N,көймә,kayık
391,Boot::N,көймә,sandal
392,Ruder::N,ишкәк,kürek
393,Schlitten::N,чана,kızak
394,Ski::N,чаңгы,kayak
395,Lagerfeuer::N,костёр,kamp ateşi
396,Last::N,йөк,yük
397,Gang::N,йөреш,gidiş
398,Gang::N,йөреш,yürüyüş
399,Schritt::N,адым,adım
400,Norden::N,төньяк,kuzey
401,Süden::N,көньяк,güney
402,Westen::N,көнбатыш,batı
403,Osten::N,шәрык,doğu
404,Osten::N,көнчыгыш,doğu
405,Holz::N,агач,ağaç
406,Holz::N,агач,tahta
407,Brett::N,такта,tahta
408,Platte::N,плитә,levha
409,Stütze::N,таяу,dayak
410,Stütze::N,таяу,destek
411,Stange::N,колга,çubuk
412,Stock::N,таяк,sopa
413,Stock::N,таяк,değnek
414,Stab::N,таяк,sırık
415,Stab::N,таяк,baston
416,Rohr::N,торба,boru
417,Haus::N,өй,ev
418,Haus::N,йорт,ev
419,Heim::N,гаилә,ev
420,Heim::N,гаилә,yurt
421,Heim::N,нәсел,ev
422,Heim::N,нәсел,yurt
423,Ofen::N,мич,soba
424,Fußboden::N,идән,taban
425,Fußboden::N,идән,döşeme
426,Tisch::N,өстәл,masa
427,Stuhl::N,утыргыч,iskemle
428,Stuhl::N,утыргыч,sandalye
429,Wiege::N,бишек,beşik
430,Bett::N,ятак,yatak
431,Bett::N,урын-җир,yatak
432,Regal::N,киштә,raf
433,Regal::N,шүрлек,raf
434,Kiste::N,әрҗә,sandık
435,Fenster::N,тәрәзә,pencere
436,Tür::N,ишек,kapı
437,Tor::N,капка,kapı
438,Zaun::N,койма,çit
439,Dach::N,түбә,dam
440,Dach::N,түбә,çatı
441,Leiter::N,баскыч,merdiven
442,Besen::N,себерке,süpürge
443,Spaten::N,көрәк,bel
444,Schaufel::N,көрәк,kürek
445,Gabel::N,чәннечке,çatal
446,Löffel::N,кашык,kaşık
447,Messer::N,пычак,bıçak
448,Nagel::N,кадак,çivi
449,Netz::N,челтәр,ağ
450,Haken::N,ыргак,çengel
451,Griff::N,тотка,kulp
452,Griff::N,тотка,tutamak
453,Schloss::N,йозак,kilit
454,Bild::N,рәсем,imaj
455,Bild::N,рәсем,resim
456,Bild::N,картина,imaj
457,Bild::N,картина,resim
458,Figur::N,сын,şekil
459,Figur::N,сын,heykel
460,Figur::N,фигура,şekil
461,Figur::N,фигура,heykel
462,Puppe::N,курчак,kukla
463,Beutel::N,луза,kese
464,Beutel::N,луза,torba
465,Bündel::N,бәйләм,deste
466,Tasche::N,букча,çanta
467,Eimer::N,чиләк,kova
468,Deckel::N,капкач,kapak
469,Geschirr::N,савыт-саба,kap kacak
470,Geschirr::N,кашык-аяк,kap kacak
471,Sack::N,капчык,torba
472,Tasse::N,чынаяк,fincan
473,Topf::N,чүлмәк,tencere
474,Kessel::N,казан,kazan
475,Essen::N,ашау,yemek
476,Nahrung::N,азык,gıda
477,Nahrung::N,азык,besin
478,Nahrung::N,тәгам,gıda
479,Nahrung::N,тәгам,besin
480,Nahrung::N,ашамлык,gıda
481,Nahrung::N,ашамлык,besin
482,Speise::N,ризык,yemek
483,Fleisch::N,ит,et
484,Getreide::N,ашлык,tahıl
485,Getreide::N,ашлык,hububat
486,Brei::N,ботка,ezme
487,Brot::N,ипи,ekmek
488,Brot::N,икмәк,ekmek
489,Scheibe::N,телем,dilim
490,Fett::N,май,yağ
491,Butter::N,май,tereyağı
492,Öl::N,май,yağ
493,Öl::N,май,akar yağ
494,Salz::N,тоз,tuz
495,Suppe::N,шулпа,çorba
496,Honig::N,бал,bal
497,Milch::N,сөт,süt
498,Tee::N,чәй,çay
499,Leder::N,күн,deri
500,Leder::N,күн,meşin
501,Wolle::N,йон,yün
502,Stoff::N,тукыма,kumaş
503,Nadel::N,энә,iğne
504,Faden::N,җеп,tire
505,Faden::N,җеп,iplik
506,Knopf::N,төймә,düğme
507,Knoten::N,төен,düğüm
508,Farbe::N,буяу,boya
509,Kleidung::N,кием,giyim
510,Hemd::N,күлмәк,gömlek
511,Kragen::N,яка,yaka
512,Ärmel::N,җиң,yen
513,Ärmel::N,җиң,elbise kolu
514,Hose::N,чалбар,pantolon
515,Gürtel::N,билбау,kuşak
516,Mütze::N,бүрек,bere
517,Mütze::N,бүрек,kasket
518,Schuh::N,башмак,kundura
519,Schuh::N,башмак,ayakkabı
520,Stiefel::N,итек,çizme
521,Ring::N,балдак,yüzük
522,Band::N,тасма,bağ
523,Band::N,тасма,şerit
524,Kamm::N,тарак,tarak
525,Spiegel::N,көзге,ayna
526,Riemen::N,каеш,kayış
527,Schnur::N,бау,ip
528,Schnur::N,бау,sicim
529,Leine::N,тезген,kayış
530,Decke::N,юрган,örtü
531,Decke::N,юрган,yorgan
532,Kissen::N,мендәр,yastık
533,Tuch::N,яулык,bez
534,Handtuch::N,сөлгә,havlu
535,Kraft::N,егәр,güç
536,Kraft::N,егәр,kuvvet
537,Kraft::N,дәрман,güç
538,Kraft::N,дәрман,kuvvet
539,Stärke::N,көч,kuvvet
540,Stärke::N,дәрман,kuvvet
541,Gesundheit::N,саулык,sağlık
542,Krankheit::N,чир,hastalık
543,Krankheit::N,хаста,hastalık
544,Krankheit::N,сырхау,hastalık
545,Schmerz::N,авырту,ağrı
546,Schmerz::N,авырту,sancı
547,Wunde::N,яра,yara
548,Wunde::N,җәрәхәт,yara
549,Fieber::N,бизгәк,ateş
550,Arznei::N,дару,ilâç
551,Brücke::N,күпер,köprü
552,Brunnen::N,кое,kuyu
553,Brunnen::N,кое,çeşme
554,Weide::N,утлавык,otlak
555,Pfad::N,сукмак,patika
556,Pfad::N,сукмак,keçiyolu
557,Weg::N,юл,yol
558,Straße::N,урам,yol
559,Straße::N,урам,cadde
560,Dorf::N,авыл,köy
561,Stadt::N,шәһәр,kent
562,Stadt::N,шәһәр,şehir
563,Brief::N,хат,mektup
564,Buch::N,китап,kitap
565,Buchstabe::N,хәреф,harf
566,Zeitung::N,газет,gazete
567,Zeitung::N,газета,gazete
568,Leben::N,гомер,hayat
569,Leben::N,тормыш,hayat
570,Leben::N,тереклек,hayat
571,Tod::N,үлем,ölüm
572,Grab::N,гүр,kabir
573,Grab::N,кабер,kabir
574,Kirche::N,чиркәү,kilise
575,Sünde::N,язык,günah
576,Sünde::N,гөнаһ,günah
577,Gott::N,алла,tanrı
578,Gott::N,ходай,tanrı
579,Arbeiter::N,эшче,işçi
580,Chef::N,башлык,şef
581,Chef::N,башлык,müdür
582,Meister::N,оста,usta
583,Arzt::N,врач,hekim
584,Arzt::N,врач,doktor
585,Arzt::N,табиб,hekim
586,Arzt::N,табиб,doktor
587,Lehrer::N,укытучы,hoca
588,Lehrer::N,укытучы,öğretmen
589,Lehrer::N,мөгаллим,hoca
590,Lehrer::N,мөгаллим,öğretmen
591,Geld::N,акча,para
592,Geschäft::N,эш,ticaret
593,Laden::N,кибет,dükkân
594,Laden::N,магазин,dükkân
595,Preis::N,бәя,fiyat
596,Preis::N,бәһа,fiyat
597,Ware::N,товар,mal
598,Nutzen::N,файда,fayda
599,Reichtum::N,байлык,servet
600,Reichtum::N,байлык,zenginlik
601,Welt::N,дөнья,dünya
602,Land::N,ил,ülke
603,Staat::N,дәүләт,devlet
604,König::N,патша,kral
605,Macht::N,хакимият,kudret
606,Macht::N,хакимият,iktidar
607,Grenze::N,чик,had
608,Grenze::N,чик,sınır
609,Krieg::N,сугыш,savaş
610,Feind::N,дошман,düşman
611,Gewalt::N,көчләү,zor
612,Gewalt::N,көчләү,cebir
613,Kampf::N,көрәш,savaş
614,Bogen[Waffe]::N,җәя,yay
615,Pfeil::N,ук,ok
616,Gewehr::N,мылтык,tüfek
617,Fehler::N,хата,hata
618,Fehler::N,хата,yanlış
619,Lüge::N,ялган,yalan
620,Schaden::N,зыян,zarar
621,Schaden::N,зарар,zarar
622,Unglück::N,бәла,felâket
623,Unglück::N,бәла,talihsizlik
624,Schuld::N,гаеп,suç
625,Schuld::N,гаеп,kabahat
626,Alter::N,яшь,yaş
627,Schluss::N,ахыр,son
628,Zeit::N,заман,zaman
629,Tag::N,көн,gün
630,Morgen::N,иртә,sabah
631,Mittag::N,өйлә,öğle
632,Abend::N,кич,akşam
633,Nacht::N,төн,gece
634,Woche::N,атна,hafta
635,Monat::N,ай,ay
636,Jahr::N,ел,yıl
637,Jahr::N,ел,sene
638,Frühling::N,яз,ilkbahar
639,Sommer::N,җәй,yaz
640,Herbst::N,көз,güz
641,Herbst::N,көз,sonbahar
642,Winter::N,кыш,kış
643,Januar::N,гыйнвар,ocak
644,Februar::N,февраль,şubat
645,März::N,март,mart
646,April::N,апрель,nisan
647,Mai::N,май,mayıs
648,Juni::N,июнь,haziran
649,Juli::N,июль,temmuz
650,August::N,август,ağustos
651,September::N,сентябрь,eylül
652,Oktober::N,октябрь,ekim
653,November::N,ноябрь,kasım
654,Dezember::N,декабрь,aralık
655,Montag::N,дүшәмбе,pazartesi
656,Dienstag::N,сишәмбе,salı
657,Mittwoch::N,чәршәмбе,çarşamba
658,Donnerstag::N,атнакич,perşembe
659,Donnerstag::N,пәнҗешәмбе,perşembe
660,Freitag::N,җомга,cuma
661,Samstag::N,шимбә,cumartesi
662,Sonntag::N,якшәмбе,pazar
663,groß::A,зур,büyük
664,klein::A,кечкенә,ufak
665,klein::A,кечкенә,küçük
666,lang::A,озын,uzun
667,kurz::A,кыска,kısa
668,breit::A,киң,enli
669,breit::A,киң,geniş
670,schmal::A,кысык,dar
671,dicht::A,куе,sık
672,dicht::A,куе,yoğun
673,dick[Gegenstand]::A,калын,kalın
674,dick[Gegenstand]::A,калын,iri
675,dünn::A,нечкә,ince
676,fein::A,нәзакәтле,ince
677,fein::A,нәзакәтле,narin
678,fest::A,нык,sabit
679,fest::A,нык,sağlam
680,flach::A,яссы,düz
681,flach::A,яссы,yassı
682,flach::A,ялпак,düz
683,flach::A,ялпак,yassı
684,glatt::A,шома,düz
685,hart::A,каты,katı
686,weich::A,йомшак,yumuşak
687,rund::A,түгәрәк,yuvarlak
688,spitz::A,очлы,sivri
689,scharf::A,үткен,keskin
690,stumpf::A,үтмәс,kör
691,schwer::A,салмак,ağır
692,schön::A,гүзәл,güzel
693,heiß::A,эссе,kızgın
694,warm::A,җылы,sıcak
695,kalt::A,суык,soğuk
696,kalt::A,салкын,soğuk
697,kühl::A,салкынча,serin
698,frisch::A,салкынча,taze
699,feucht::A,юеш,nemli
700,feucht::A,юеш,rutubetli
701,nass::A,дымлы,yaş
702,nass::A,дымлы,ıslak
703,trocken::A,коры,kuru
704,voll::A,тулы,dolu
705,voll::A,тулы,dolmuş
706,leer::A,буш,boş
707,offen::A,ачык,açık
708,geschlossen::A,йомык,kapalı
709,sauber::A,пакь,pak
710,sauber::A,пакь,temiz
711,sauber::A,чиста,pak
712,sauber::A,чиста,temiz
713,schmutzig::A,керле,pis
714,schmutzig::A,керле,kirli
715,schmutzig::A,пычрак,pis
716,schmutzig::A,пычрак,kirli
717,roh::A,чи,çiğ
718,reif::A,өлгергән,olgun
719,lecker::A,тәмле,lezzetli
720,süß::A,татлы,tatlı
721,süß::A,татлы,şekerli
722,bitter::A,ачы,acı
723,sauer::A,әче,ekşi
724,hell::A,якты,aydınlık
725,dunkel::A,кара,karanlık
726,schwarz::A,кара,kara
727,schwarz::A,кара,siyah
728,weiß::A,ак,ak
729,weiß::A,ак,beyaz
730,rot::A,кызыл,kırmızı
731,gelb::A,сары,sarı
732,blau::A,күк,mavi
733,grün::A,яшел,yeşil
734,grau::A,соры,boz
735,bunt::A,чуар,renkli
736,billig::A,арзан,ucuz
737,teuer::A,хаклы,pahalı
738,wertvoll::A,кыйммәтле,değerli
739,blind::A,сукыр,kör
740,blind::A,күзсез,kör
741,taub::A,чукрак,sağır
742,taub::A,саңгырау,sağır
743,kräftig::A,егәрле,dinç
744,kräftig::A,егәрле,kuvvetli
745,stark::A,нык,güçlü
746,stark::A,нык,kuvvetli
747,stark::A,базык,güçlü
748,stark::A,базык,kuvvetli
749,schwach::A,зәгыйфь,zayıf
750,schwach::A,зәгыйфь,güçsüz
751,fett::A,симез,şişman
752,schlank::A,нәзек,narin
753,hübsch::A,чибәр,güzel
754,hübsch::A,чибәр,sevimli
755,böse::A,усал,kötü
756,dumm::A,акылсыз,aptal
757,faul::A,ялкау,tembel
758,faul::A,иренчәк,tembel
759,fleißig::A,тырыш,çalışkan
760,fleißig::A,тырышучан,çalışkan
761,geizig::A,саран,cimri
762,klug::A,акыллы,zekî
763,klug::A,акыллы,akıllı
764,geschickt::A,маһир,becerikli
765,lieb::A,сөекле,sevimli
766,lustig::A,күңелле,neşeli
767,sanft::A,басынкы,nazik
768,hungrig::A,ач,aç
769,krank::A,чирле,hasta
770,krank::A,чирле,rahatsız
771,krank::A,сырхау,hasta
772,krank::A,сырхау,rahatsız
773,nackt::A,шәрә,çıplak
774,traurig::A,ямансу,kederli
775,traurig::A,ямансу,üzüntülü
776,lebendig::A,тере,canlı
777,gut::A,яхшы,iyi
778,schlecht::A,начар,kötü
779,richtig::A,дөрес,doğru
780,schlimm::A,әшәкә,kötü
781,wahr::A,чып-чын,doğru
782,wahr::A,чып-чын,gerçek
783,alt::A,иске,eski
784,neu::A,яңа,yeni
785,ehemalig::A,элекке,önceki
786,alt[Lebewesen]::A,карт,yaşlı
787,jung::A,яшь,genç
788,arm::A,фәкыйрь,fakir
789,reich::A,бай,zengin
790,bekannt::A,таныш,bilinen
791,berühmt::A,атаклы,ünlü
792,berühmt::A,атаклы,meşhur
793,fremd::A,ят,yabancı
794,verschieden::A,төрле,ayrı
795,verschieden::A,төрле,farklı
796,nah::A,якын,yakın
797,nah::A,якын,bitişik
798,fern::A,ерак,uzak
799,linker::A,сул,sol
800,rechter::A,уң,sağ
801,anderer::A,бүтән,diğer
802,erster::A,беренче,ilk
803,erster::A,беренче,birinci
804,zweiter::A,икенче,ikinci
805,dritter::A,өченче,üçüncü
806,letzter::A,ахыргы,son
807,letzter::A,ахыргы,sonuncu
808,allein::ADV,ялгыз,yalnız
809,allein::ADV,ялгыз,tek başına
810,auf einmal::ADV,бердән,birden
811,zusammen::ADV,бергә,beraber
812,zusammen::ADV,бергә,birlikte
813,lange::ADV,озак,çok
814,lange::ADV,озак,uzun
815,plötzlich::ADV,искәрмәстән,ansızın
816,plötzlich::ADV,искәрмәстән,birdenbire
817,sofort::ADV,хәзер,hemen
818,sofort::ADV,хәзер,derhal
