,Concept_ID,mdf,myv
87,Feuer::N,тол,тол
88,Licht::N,ва́лда,валдо
89,Schatten::N,цильф,сулей
90,Schatten::N,цильф,сулейкс
91,Wetter::N,уша,ушо
92,Nebel::N,тума́н,сув
93,Wolke::N,ковол,пель
94,Regen::N,пизем,пиземс
95,Schnee::N,лов,лов
96,Eis::N,эй,эй
97,Frost::N,ке́льме,кельме
98,Kälte::N,якшама,якшамо
99,Hitze::N,пси,пси
100,Raureif::N,леш,лекш
101,Regenbogen::N,а́тямъёнга,пурьгинечирьке
102,Regenbogen::N,а́тямъёнга,пурьгинеёнкс
103,Donner::N,атям,пурьгине
104,Strömung::N,шудема́,чудема
105,Strömung::N,шудема́,чудевкс
106,Tropfen::N,путькс,петнявкс
107,Tropfen::N,пътняфкс,петнявкс
108,Schaum::N,шов,чов
109,Schmutz::N,ърда́з,рудаз
110,See::N,эрьхке,эрьке
111,Sumpf::N,шяй,чей
112,Moor::N,шяй,чей
113,Wiese::N,луга,луга
114,Wald::N,вирь,вирь
115,Hügel::N,губо́р,губорь
116,Hügel::N,губо́р,пандыне
117,Hügel::N,пандоня,губорь
118,Hügel::N,пандоня,пандыне
119,Anhöhe::N,губо́р,губорь
120,Anhöhe::N,губо́р,пандыне
121,Berg::N,панда,пандо
122,Gipfel::N,пря,пря
123,Höhle::N,у́нда,пещера
124,Abhang::N,па́нда ша́ма,пандочама
125,Quelle::N,эшиня,ушодкс
126,Bach::N,шудерькс,чудикерькс
127,Fluss::N,ляй,лей
128,Ufer::N,търва́,чире
129,Küste::N,ляйтърва́,лейчире
130,Festland::N,мода,мода
131,Meer::N,моря,моря
132,Bucht::N,ведьуське,усия
133,Insel::N,цёнга,усия
134,Blume::N,панчф,цеця
135,Gras::N,тише,тикше
136,Wurzel::N,юр,юр
137,Wurzel::N,юр,ундокс
138,Wurzel::N,ункс,юр
139,Wurzel::N,ункс,ундокс
140,Baum::N,шуфта,чувто
141,Stamm::N,ро́нга,рунго
142,Rinde::N,кер,суд
143,Rinde::N,кер,керь
144,Ast::N,морга,морго
145,Zweig::N,тарад,тарад
146,Blatt::N,лопа,лопа
147,Birke::N,ке́лу,килей
148,Kiefer[Baum]::N,пиче,пиче
149,Weide[Baum]::N,каль,каль
150,Tanne::N,куз,куз
151,Horn::N,сюра,сюро
152,Feder::N,толга,толга
153,Fell::N,кедь,пона
154,Flügel::N,паця,сёлмо
155,Klaue::N,кенже,кенже
156,Kralle::N,кенже,кенже
157,Schwanz::N,пула,пуло
158,Ei::N,ал,ал
159,Nest::N,пиза,пизэ
160,Bau::N,пиза,варя
161,Bau::N,пиза,пизе
162,Tier::N,жува́та,ракша
163,Herde::N,нал,стада
164,Herde::N,стада,стада
165,Kuh::N,скал,скал
166,Kuh::N,тракс,скал
167,Bulle::N,бука,бука
168,Pferd::N,лишме,лишме
169,Schaf::N,уча́,реве
170,Schwein::N,тува,туво
171,Hund::N,пине,пине
172,Hund::N,пине,киска
173,Katze::N,катоня,псака
174,Katze::N,аваката,псака
175,Bär::N,офта,овто
176,Eichhörnchen::N,ур,ур
177,Elch::N,ся́рда,сярдо
178,Fuchs::N,келазь,ривезь
179,Hase::N,ну́мол,нумоло
180,Maus::N,шеер,чеерь
181,Wolf::N,върьгаз,верьгиз
182,Vogel::N,нармонь,нармунь
183,Schwarm::N,ко́вол,полк
184,Schwarm::N,ко́вол,стада
185,Schwarm::N,ме́швеле,полк
186,Schwarm::N,ме́швеле,стада
187,Huhn::N,сараз,сараз
188,Hahn::N,а́тякш,атякш
189,Gans::N,маци,гала
190,Gans::N,маци,мацей
191,Adler::N,куцькан,куцькан
192,Adler::N,куцькан,тумоатякш
193,Ente::N,яксярга,яксярго
194,Eule::N,ко́рож,корж
195,Kranich::N,ка́рга,карго
196,Krähe::N,ва́рси,варака
197,Kuckuck::N,ку́ку,куко
198,Schwan::N,ло́ксти,локсей
199,Fisch::N,кал,кал
200,Barsch::N,о́кунь,окунь
201,Hecht::N,щу́ка,щука
202,Schlange[Tier]::N,куй,гуй
203,Wurm::N,сукс,сукс
204,Spinne::N,унжа́,шанжав
205,Ameise::N,панжам,коткудав
206,Laus::N,си,сий
207,Mücke::N,ся́ське,сеське
208,Fliege::N,кару,карво
209,Schmetterling::N,ме́лав,нимиляв
210,Beere::N,и́мож,умарь
211,Apfel::N,марь,умарь
212,Pilz::N,панга,панго
213,Zwiebel::N,шурьхкя́,чурька
214,Saat::N,видьмот,видьметь
215,Korn::N,сёра,сюро
216,Heu::N,тише,тикше
217,Schale::N,кедь,кедь
218,Schale::N,кедь,ваткавкс
219,Grube::N,лотка,латко
220,Falle::N,туфкс,тувор
221,Falle::N,туфкс,кундамка
222,Falle::N,кунда́ма,тувор
223,Falle::N,кунда́ма,кундамка
224,Schlinge::N,килькш,килькш
225,Spur::N,пильгоки́,челькс
226,Spur::N,пильгоки́,пильгеки
227,Asche::N,кулу,кулов
228,Dreck::N,ърда́з,рудаз
229,Eisen::N,кшни,кшни
230,Gold::N,ока,сырне
231,Gold::N,золота,сырне
232,Silber::N,сия́,сия
233,Kohle::N,седь,сэдь
234,Kohle::N,седь,уголия
235,Kohle::N,седьвальмя,сэдь
236,Kohle::N,седьвальмя,уголия
237,Glas::N,кля́нцек,сулика
238,Lehm::N,сёвонь,сёвонь
239,Sand::N,шува́р,човар
240,Mensch::N,ломань,ломань
241,Mann::N,аля,аля
242,Mann::N,аля,цёраломань
243,Mann::N,цёраломань,аля
244,Mann::N,цёраломань,цёраломань
245,Frau::N,ава,ава
246,Kind::N,идь,эйкакш
247,Kind::N,шаба,эйкакш
248,Junge::N,цёраня,цёрыне
249,Mädchen::N,стирня́,тейтерне
250,Familie::N,тнал,семия
251,Familie::N,семья,семия
252,Großvater::N,атя,покштя
253,Großvater::N,щя́тя,покштя
254,Großmutter::N,баба,баба
255,Eltern::N,тя́дят-а́лят,тетят-ават
256,Vater::N,аля,тетя
257,Mutter::N,ава,ава
258,Mutter::N,тядя,ава
259,Sohn::N,цёра,цёра
260,Tochter::N,стирь,тейтерь
261,Bruder::N,дуган,леля
262,Bruder::N,дуган,ялакс
263,Bruder::N,пяльне,леля
264,Bruder::N,пяльне,ялакс
265,Schwester::N,ака,сазор
266,Schwester::N,сазор,сазор
267,Onkel::N,оця,леля
268,Onkel::N,патя,леля
269,Onkel::N,щеня́,леля
270,Tante::N,ака,патя
271,Tante::N,щака,патя
272,Ehemann::N,мирде,мирде
273,Ehefrau::N,ърьвя́,ни
274,Freude::N,ке́нярдема,кеняркс
275,Gelächter::N,рахсема,ракамо
276,Gelächter::N,рахсема,пейдема
277,Glück::N,паваз,уцяска
278,Kummer::N,ризф,рискс
279,Kummer::N,ризф,мелявкс
280,Kummer::N,пичефкс,рискс
281,Kummer::N,пичефкс,мелявкс
282,Wunsch::N,мяль,мель
283,Wunsch::N,мяль,бажамо
284,Wunsch::N,таколдома,мель
285,Wunsch::N,таколдома,бажамо
286,Lust::N,таколдома,бажамо
287,Geist::N,вайме,ойме
288,Gedanke::N,мяль,мель
289,Gedächtnis::N,прявий,мель
290,Verstand::N,прявий,прев
291,Sinn::N,ён,толк
292,Sinn::N,ён,смысла
293,Grund::N,туфта́л,тувтал
294,Wahrheit::N,ви́де,видечи
295,Wahrheit::N,видеши́,видечи
296,Gespräch::N,корхтама,кортнема
297,Märchen::N,ёфкс,ёвкс
298,Erzählung::N,азкс,ёвтнема
299,Nachricht::N,куля́,куля
300,Neuigkeit::N,куля́,куля
301,Name::N,лем,лем
302,Rätsel::N,со́дама ёфкс,содамоёвкс
303,Rede::N,вал,кортамо
304,Rede::N,корхтама,кортамо
305,Sprache::N,кяль,кель
306,Stimme::N,вайгяль,ваигель
307,Wort::N,вал,вал
308,Zeichen::N,тя́ште,теште
309,Zeichen::N,тя́штькс,теште
310,Ruf::N,тердема,тердема
311,Lärm::N,гайф,шалнома
312,Lärm::N,жалакодома,шалнома
313,Laut::N,вайгяль,вайгель
314,Ton::N,вайгяль,гайнема
315,Lied::N,мора,моро
316,Ruhe::N,сетьме,оймамо
317,Leute::N,ломатть,ломанть
318,Volk::N,наро́д,народ
319,Arbeit::N,тев,тев
320,Gast::N,и́нжи,инже
321,Gast::N,ко́нак,инже
322,Geschenk::N,казне,казне
323,Spiel::N,налхкома,налксема
324,Spiel::N,налхксема,налксема
325,Gesellschaft::N,кружок,община
326,Hilfe::N,лездома,лездамо
327,Freund::N,я́лга,оя
328,Freund::N,я́лга,ялга
329,Kamerad::N,я́лга,оя
330,Kamerad::N,я́лга,ялга
331,Angelegenheit::N,тев,тев
332,Anzahl::N,лувкс,ламоксчи
333,Art::N,вид,вид
334,Stück::N,пакш,пакш
335,Stück::N,пакш,пелькс
336,Teil::N,часть,часть
337,Teil::N,часть,пелькс
338,Teil::N,пялькс,часть
339,Teil::N,пялькс,пелькс
340,Hälfte::N,пяле,пель
341,Hälfte::N,пяле,пелькс
342,Kreis::N,шаркс,кирькс
343,Kreuz::N,крёз,крёст
344,Linie::N,межа,кикс
345,Linie::N,китькс,кикс
346,Strich::N,межа,межа
347,Abstand::N,ётка,ютко
348,Entfernung::N,ётка,ютко
349,Gegend::N,ва́ста,тарка
350,Gegend::N,ва́ста,пертьпелькс
351,Gegend::N,перьфпя́ль,тарка
352,Gegend::N,перьфпя́ль,пертьпелькс
353,Platz::N,ва́ста,васолкс
354,Ort::N,ва́ста,тарка
355,Seite::N,пяле,ён
356,Seite::N,пяле,чире
357,Mitte::N,кучка́,куншка
358,Gegenstand::N,веща,предмет
359,Sache::N,тев,тев
360,Sache::N,тев,веща
361,Sache::N,веща,тев
362,Sache::N,веща,веща
363,Rand::N,пе,пе
364,Rand::N,пе,чире
365,Kante::N,и́рдез,ирдез
366,Ecke::N,ужа,ужо
367,Spitze::N,пря,пряне
368,Spitze::N,пря,пе
369,Ende::N,пе,пе
370,Loch::N,варя,варя
371,Winkel::N,ужа,ужо
372,Muster::N,сёрма,сёрма
373,Größe::N,серь,сэрь
374,Größe::N,серь,покшолма
375,Länge::N,кува́лма,кувалмо
376,Höhe::N,серь,сэрь
377,Höhe::N,серь,пандо
378,Gewicht::N,сталма,сталмо
379,Menge::N,лувкс,лововкс
380,Haufen::N,мар,мар
381,Haufen::N,мар,валявкс
382,Reihe::N,ряд,ряд
383,Boot::N,венеж,венч
384,Ruder::N,миле,милё
385,Schlitten::N,ну́рда,нурдт
386,Ski::N,сокс,сокс
387,Lagerfeuer::N,то́лмар,толбандя
388,Last::N,канкс,сталмо
389,Last::N,канкс,кандома
390,Last::N,сталма,сталмо
391,Last::N,сталма,кандома
392,Gang::N,молема,молема
393,Gang::N,молема,якамо
394,Schritt::N,аськолкс,эскелькс
395,Norden::N,якшама шире,якшамо ёнкс
396,Süden::N,ля́мбе ши́ре,лембе ёнкс
397,Westen::N,ши валгома шире,чивалгома
398,Osten::N,шинь стяма шире,чилисема
399,Holz::N,вирь,чувто
400,Holz::N,шуфта,чувто
401,Brett::N,лавця,лаз
402,Platte::N,плита́,плита
403,Stütze::N,неже,неже
404,Stange::N,олга,олга
405,Stock::N,байдек,мандо
406,Stab::N,олгоня,олога
407,Rohr::N,турама,турба
408,Haus::N,куд,кудо
409,Heim::N,куд,кудо
410,Ofen::N,пянакуд,каштомо
411,Fußboden::N,кия́кс,киякс
412,Tisch::N,шра,столь
413,Tisch::N,моркш,столь
414,Stuhl::N,стул,стул
415,Wiege::N,нюря́м,лавсь
416,Wiege::N,нюря́м,нурямот
417,Bett::N,ацам,ацамо
418,Regal::N,лавцяланга,лався
419,Regal::N,лавцяланга,лавсяланго
420,Kiste::N,парга,горобия
421,Kiste::N,парга,сундук
422,Fenster::N,валмья,вальма
423,Tür::N,кенкш,кенкш
424,Tor::N,ортат,ортат
425,Zaun::N,перяфкс,пирявт
426,Zaun::N,перяфкс,пирвякс
427,Dach::N,кудпря,кудопря
428,Leiter::N,куцема,кузтема
429,Besen::N,тяльме,тенсть
430,Spaten::N,ка́йме,койме
431,Schaufel::N,ко́поня,кече
432,Schaufel::N,ко́поня,келей койме
433,Schaufel::N,ця́рдом,кече
434,Schaufel::N,ця́рдом,келей койме
435,Gabel::N,ця́нгоня,сянгине
436,Löffel::N,куцю,пенч
437,Messer::N,пеель,пеель
438,Nagel::N,эска,эске
439,Haken::N,кя́чказ,кечказ
440,Griff::N,недь,кедне
441,Griff::N,кунда́мка,кедне
442,Schloss::N,замо́к,замок
443,Schloss::N,замо́к,панжома
444,Bild::N,карти́на,картина
445,Figur::N,ронга-понда,рунго
446,Puppe::N,ня́ка,няка
447,Beutel::N,кяскав,кескав
448,Bündel::N,кярьме,керькс
449,Tasche::N,кошяльня,юдма
450,Eimer::N,ве́дарка,ведра
451,Deckel::N,тавадкс,велькс
452,Deckel::N,вельхкс,велькс
453,Geschirr::N,кядьге,кедьге
454,Sack::N,кяскав,кескав
455,Tasse::N,ша́ваня,чакш
456,Topf::N,кавозь,кастрюля
457,Kessel::N,сргавозь,котёл
458,Essen::N,ярхцама,ярсамо
459,Nahrung::N,ярхцампяль,ярсамопель
460,Speise::N,ярхцама,ярсамопель
461,Fleisch::N,пал,сывель
462,Fleisch::N,сиволь,сывель
463,Getreide::N,сёра,сюро
464,Brei::N,ям,каша
465,Brot::N,кши,кши
466,Scheibe::N,кочам,кочом
467,Scheibe::N,кочам,сускомо
468,Fett::N,куя́,куя
469,Butter::N,вай,ой
470,Öl::N,вай,ой
471,Salz::N,сал,сал
472,Suppe::N,шонгарям,ям
473,Suppe::N,коршампяль,ям
474,Honig::N,медь,медь
475,Milch::N,лофца,ловсо
476,Tee::N,чай,чай
477,Leder::N,кедь,киське
478,Wolle::N,пона,пона
479,Stoff::N,котф,коцт
480,Nadel::N,салмокс,салмукс
481,Faden::N,сюре,суре
482,Knopf::N,пуня,пов
483,Knoten::N,сюлма,сюлмо
484,Farbe::N,архтомбяль,артомапель
485,Kleidung::N,щам,оршамот
486,Hemd::N,па́нар,панар
487,Kragen::N,сиве,сиве
488,Ärmel::N,ожа,ожа
489,Hose::N,понкст,понкст
490,Gürtel::N,каркс,каркс
491,Mütze::N,вазь,чапка
492,Schuh::N,башма́к,туфля
493,Stiefel::N,кя́ме,кем
494,Ring::N,суркс,суркс
495,Band::N,керькс,лента
496,Band::N,лента,лента
497,Kamm::N,сюрьхцем,сурсеме
498,Spiegel::N,ванома,чавачамо
499,Riemen::N,шнань каркс,кшнань каркс
500,Schnur::N,пикс,пикс
501,Schnur::N,карькскя,пикс
502,Leine::N,вядьме,ведьме
503,Decke::N,вельхкс,вельтямо
504,Kissen::N,тоду,тодов
505,Tuch::N,руця́,паця
506,Handtuch::N,на́рдама,нардамо
507,Kraft::N,вий,вий
508,Stärke::N,вииши,виевчи
509,Gesundheit::N,шумбраши́,шумбрачи
510,Krankheit::N,урма́,орма
511,Krankheit::N,урма́,сэредема
512,Krankheit::N,сярядема,орма
513,Krankheit::N,сярядема,сэредема
514,Schmerz::N,маряма,сэредькс
515,Wunde::N,керф,керявкс
516,Fieber::N,маштыкс,маштыкс
517,Arznei::N,надо́бья,ормаменькс
518,Arznei::N,пъчка́фтома,ормаменькс
519,Brücke::N,седь,сэдь
520,Brücke::N,седь,мадамо
521,Brunnen::N,эши,лисьма
522,Weide::N,ванома васта,ракшань ванома тарка
523,Pfad::N,ян,ян
524,Pfad::N,киня́,ян
525,Weg::N,ки,ки
526,Straße::N,ки,ки
527,Dorf::N,веле,веле
528,Stadt::N,ош,ош
529,Brief::N,сёрма,сёрма
530,Buch::N,книга,книга
531,Buchstabe::N,бу́ква,буква
532,Zeitung::N,газе́та,газета
533,Leben::N,эряф,эрямо
534,Leben::N,эряма,эрямо
535,Tod::N,кулома́,кулома
536,Grab::N,калма,калмо
537,Kirche::N,це́рькав,церькова
538,Sünde::N,пежеть,чумочи
539,Sünde::N,муворкс,чумочи
540,Gott::N,шкай,паз
541,Arbeiter::N,трудендай,робочей
542,Arbeiter::N,работник,робочей
543,Chef::N,азор,прявт
544,Chef::N,оцюня,прявт
545,Meister::N,мастяр,кол тевень тенця
546,Arzt::N,врач,врач
547,Arzt::N,доктор,врач
548,Lehrer::N,учи́тель,учитель
549,Lehrer::N,учи́тель,тонавтыця
550,Geld::N,ярмакт,ярмак
551,Geschäft::N,ладяфкс,ладязь тев
552,Geschäft::N,ладяф тев,ладязь тев
553,Laden::N,ла́вка,лавка
554,Preis::N,питне,питне
555,Ware::N,миф,миевкс
556,Ware::N,миф,рамавкс
557,Ware::N,ра́маф,миевкс
558,Ware::N,ра́маф,рамавкс
559,Nutzen::N,пара,паро
560,Nutzen::N,пара,лезэ
561,Nutzen::N,лезкс,паро
562,Nutzen::N,лезкс,лезэ
563,Reichtum::N,ко́зяши,сюпавчи
564,Welt::N,свет,мир
565,Welt::N,свет,мастор ланго
566,Land::N,мастор,мастор
567,Staat::N,государства,государства
568,König::N,король,король
569,Macht::N,азорондама,азорксчи
570,Macht::N,азорксши,азорксчи
571,Grenze::N,ёткаян,буен тешкс
572,Krieg::N,война́,война
573,Feind::N,душман,душман
574,Feind::N,каршек тюри,душман
575,Gewalt::N,наругама,нарьгамо
576,Kampf::N,тюрема́,тюрема
577,Bogen[Waffe]::N,нал,нал
578,Pfeil::N,нал,нал
579,Gewehr::N,винто́вка,ружия
580,Gewehr::N,винто́вка,винтовка
581,Fehler::N,эльбядькс,ильведькс
582,Fehler::N,эльбядькс,ильведевкс
583,Lüge::N,васькафнема,манчема
584,Lüge::N,васькафнема,кенгелема
585,Schaden::N,зия́н,зыян
586,Unglück::N,зия́н,зыян
587,Schuld::N,муворши,чумочи
588,Alter::N,эряф кизот,шка
589,Alter::N,эряфонь пинге,шка
590,Schluss::N,пе,пе
591,Zeit::N,пинге,шка
592,Zeit::N,пинге,пинге
593,Tag::N,ши,чи
594,Morgen::N,шобдава,валске
595,Mittag::N,шикучка,чикуншка
596,Abend::N,иля́дь,чокшнэ
597,Nacht::N,ве,ве
598,Woche::N,недя́ля,недля
599,Monat::N,ков,ков
600,Jahr::N,киза,ие
601,Frühling::N,тунда́,тундо
602,Sommer::N,киза,кизэ
603,Herbst::N,сёксе,сёксь
604,Winter::N,тяла,теле
605,Januar::N,кельмеков,якшамков
606,Februar::N,уфайков,февраль
607,März::N,марайков,март
608,April::N,шудиков,апрель
609,Mai::N,панжиков,май
610,Juni::N,лямбеков,июнь
611,Juli::N,псиков,июль
612,August::N,сёроньков,август
613,September::N,тюжягов,сентября
614,Oktober::N,кельмазаков,октября
615,November::N,эйндамков,ноября
616,Dezember::N,кучкаков,декабря
617,Montag::N,одговши,пондельник
618,Dienstag::N,ша́вши,овторник
619,Mittwoch::N,вержи,серёда
620,Donnerstag::N,шува́ланя,цетьверьг
621,Freitag::N,пя́денця,пеця
622,Samstag::N,ёткши,субута
623,Samstag::N,ёткши,шлямочи
624,Sonntag::N,таргоши,недлячи
625,groß::A,оцю,ине
626,groß::A,оцю,покш
627,klein::A,ёмла,вишка
628,lang::A,кува́ка,кувака
629,kurz::A,нюрьхкя́ня,нурькине
630,breit::A,кели,келей
631,schmal::A,тяйня,теине
632,dicht::A,сиде,тусто
633,dicht::A,туста,тусто
634,dick[Gegenstand]::A,эчке,эчке
635,dünn::A,шува́ня,човине
636,fein::A,шува́ня,човине
637,fest::A,кеме,кеме
638,flach::A,лапш,лапужа
639,glatt::A,вадяв,валаня
640,glatt::A,такор,валаня
641,hart::A,калгода,калгодо
642,weich::A,ляпе,чевте
643,rund::A,кру́глай,кеверь
644,spitz::A,ботаз,пшти
645,spitz::A,оржа,пшти
646,scharf::A,оржа,пшти
647,stumpf::A,ношка,ношка
648,schwer::A,стака,стака
649,schön::A,мазы,мазый
650,heiß::A,пси,пси
651,warm::A,лямбе,лембе
652,kalt::A,кельме,якшамо
653,kühl::A,эше,экше
654,frisch::A,свежай,свежа
655,feucht::A,летьке,летьке
656,nass::A,начка,начко
657,trocken::A,коське,коське
658,voll::A,пяшксе,пешксе
659,leer::A,шава,чаво
660,offen::A,панжада,панжадо
661,offen::A,панжада,виде
662,offen::A,виде,панжадо
663,offen::A,виде,виде
664,geschlossen::A,пякстаф,пекстазь
665,geschlossen::A,пякстаф,сёлгозь
666,geschlossen::A,сёлгф,пекстазь
667,geschlossen::A,сёлгф,сёлгозь
668,sauber::A,ару,ванькс
669,schmutzig::A,рда́зу,ливезев
670,schmutzig::A,пя́ндра,ливезев
671,roh::A,верок,верек
672,reif::A,ке́нерьф,кенерезь
673,lecker::A,танцти,тантей
674,süß::A,ламбама,ламбамо
675,bitter::A,сяпи,сэпей
676,sauer::A,шапама,чапамо
677,hell::A,валда,валдо
678,dunkel::A,шобда,чопода
679,schwarz::A,равжа,раужо
680,weiß::A,акша,ашо
681,rot::A,якстерь,якстере
682,gelb::A,тюжя́,ожо
683,blau::A,сенем,сэнь
684,grün::A,пиже,пиже
685,grün::A,сянгяря,пиже
686,grau::A,уле,шержев
687,bunt::A,сёрмав,сёрмав
688,billig::A,у́цез,аволь питней
689,billig::A,аф пи́тни,аволь питней
690,teuer::A,пи́тни,питней
691,wertvoll::A,питни,питней
692,blind::A,сокор,сокор
693,taub::A,пярав,амариця
694,kräftig::A,пяк вии,пек виев
695,stark::A,вии,виев
696,schwach::A,лафча,лавшо
697,fett::A,куя́,куя
698,schlank::A,виде ронга,виде ронга
699,hübsch::A,мазы,мазый
700,böse::A,кяжи,кежей
701,dumm::A,аф ёню,чавола
702,dumm::A,аф ёню,превтеме
703,dumm::A,шава пря,чавола
704,dumm::A,шава пря,превтеме
705,faul::A,нола,нузякс
706,fleißig::A,ку́лхцонды,мелень путыця
707,geizig::A,кирьжя,скупой
708,geizig::A,жаднай,скупой
709,klug::A,ёню,превей
710,klug::A,пря́ви,превей
711,geschickt::A,маштозь тиф,маштозь теезь
712,lieb::A,цебярь,вадря
713,lustig::A,ра́хси,весёла
714,sanft::A,сетьме,сэтьме
715,hungrig::A,вача,вачо
716,hungrig::A,вачеда,вачо
717,krank::A,сяряди,сэредиця
718,nackt::A,штада,штапо
719,nackt::A,кърхтапа,штапо
720,traurig::A,ла́жнай,нусманя
721,lebendig::A,эряй,эриця
722,gut::A,пара,паро
723,gut::A,цебярь,паро
724,schlecht::A,кальдяв,берянь
725,richtig::A,виде,виде
726,schlimm::A,кальдяв,берянь
727,wahr::A,афкуксонь,алкуксонь
728,alt::A,ташта,ташто
729,neu::A,од,од
730,ehemalig::A,и́нгольдень,икелень
731,alt[Lebewesen]::A,сире,сыре
732,jung::A,од,од
733,arm::A,а́шу,кажов
734,reich::A,козя,сюпав
735,bekannt::A,содаф,содавикс
736,berühmt::A,содавикс,содавикс
737,fremd::A,лия,лия
738,fremd::A,лия,асодавикс
739,fremd::A,аф содаф,лия
740,fremd::A,аф содаф,асодавикс
741,verschieden::A,аф фкя ла́цонь,эрьва
742,nah::A,мала,а васолонь
743,nah::A,аф ичкоздень,а васолонь
744,fern::A,и́чкоздень,умонь
745,fern::A,и́чкоздень,кезэрень
746,fern::A,куна́рдонь,умонь
747,fern::A,куна́рдонь,кезэрень
748,linker::A,кержи,керш
749,rechter::A,види,вить
750,anderer::A,лия,лия
751,erster::A,васенце,васень
752,erster::A,васенце,васенце
753,zweiter::A,омбоце,омбоце
754,dritter::A,колмоце,колмоце
755,letzter::A,ме́кольце,меельце
756,allein::ADV,ськамонза,башка
757,allein::ADV,ськамонза,ськамонзо
758,auf einmal::ADV,вихцок,вейсэ
759,zusammen::ADV,марс,вейс
760,zusammen::ADV,марс,вейсэ
761,zusammen::ADV,ма́рса,вейс
762,zusammen::ADV,ма́рса,вейсэ
763,lange::ADV,кува́тьс,кувать
764,plötzlich::ADV,а́пак учт,апак учо
765,sofort::ADV,тяникиге,курок
766,sofort::ADV,тяникиге,нейке
767,später::ADV,ме́ле,мейле
768,jetzt::ADV,тяни,ней
769,heute::ADV,тячи,течи
770,morgen::ADV,ва́нды,ванды
771,bald::ADV,курок,курок
772,dann::ADV,меле,мейле
773,dann::ADV,меле,седе мейле
774,dann::ADV,сяда меле,мейле
775,dann::ADV,сяда меле,седе мейле
776,gestern::ADV,ися́к,исяк
777,einst::ADV,весть,весть
778,einst::ADV,весть,зярдо-бути
779,einst::ADV,мзя́рда-бди,весть
780,einst::ADV,мзя́рда-бди,зярдо-бути
781,damals::ADV,эста,сестэ
782,danach::ADV,меле,мейле
783,danach::ADV,меле,седе мейле
784,vorher::ADV,инголи,васняяк
785,zuerst::ADV,ва́сенда,васня
786,einmal::ADV,весть,весть
787,manchmal::ADV,лия́ста,лиясто
788,manchmal::ADV,ко́ста-ко́ста,лиясто
789,oft::ADV,си́деста,сеетьстэ
790,immer::ADV,фалу,свал
791,immer::ADV,най,свал
