,Concept_ID,te,mrj
652,fremd::A,అన్యమైన,эдемӹн
653,verschieden::A,భేదమైన,тӹрлӹ
654,nah::A,దగ్గఱనున్న,лишӹл
655,fern::A,దూరమందున్న,мӹндӹр
656,linker::A,ఎడమప్రక్కగ,шалахай
657,rechter::A,కుడి,вургамла
658,anderer::A,వేఱ్తెన,вес
659,anderer::A,వేఱ్తెన,весӹ
660,erster::A,మొదటి,икшӹ
661,erster::A,మొదటి,икӹмшӹ
662,zweiter::A,రెండన,кокшы
663,dritter::A,మూడో,кымшы
664,letzter::A,కడపటి,остатка
665,allein::ADV,ఒంటిగా,иктӹ
666,allein::ADV,ఒంటిగా,иктӹт
667,auf einmal::ADV,హరాత్తుగ,тöрöк
668,zusammen::ADV,కలిసి,икараш
669,zusammen::ADV,కలిసి,цымырын
670,lange::ADV,బహుకాలము,кужын
671,plötzlich::ADV,హరాత్తుగ,трӱк
672,sofort::ADV,తక్షణము,полт
673,sofort::ADV,తక్షణము,тöрöк
674,sofort::ADV,తక్షణము,тӹшӓкок
675,später::ADV,ఇటీవలి,вара
676,jetzt::ADV,ఇప్పుడు,
677,heute::ADV,నేడు,тагачы
678,morgen::ADV,ఱేపు,иргод
679,morgen::ADV,ఱేపు,иргодым
680,bald::ADV,శీఘ్రముగ,чӹнь
681,bald::ADV,శీఘ్రముగ,вӓшке
682,bald::ADV,శీఘ్రముగ,выртышты
683,dann::ADV,అప్పుడు,пакыла
684,gestern::ADV,నిన్నటి దినము,тенгечӹ
685,einst::ADV,పూర్వమొకప్పుడు,икӓнӓ
686,damals::ADV,అప్పుడు,тӹнӓм
687,danach::ADV,అప్పుడు,пакыла
688,vorher::ADV,ఎదుట,перви
689,zuerst::ADV,మొదటిలో,андак
690,einmal::ADV,ఒకసారి,гӓнӓк
691,einmal::ADV,ఒకసారి,гӓнӓ
692,manchmal::ADV,అప్పటప్పటికి,кынамжы
693,oft::ADV,తఱచుగా,чӹчкӹдӹн
694,immer::ADV,ఎల్లప్పుడు,со
695,immer::ADV,ఎల్లప్పుడు,соок
696,niemals::ADV,ఎప్పుడునులేదు,нинам
697,niemals::ADV,ఎప్పుడునులేదు,нигынам
698,niemals::ADV,ఎప్పుడునులేదు,нигынамат
699,hier::ADV,ఇక్కడ,тиштӹ
700,hierhin::ADV,ఇక్కడకు,тишкӹ
701,von hier::ADV,ఇక్కడనుండి,тишец
702,von hier::ADV,ఇక్కడనుండి,тишецӹн
703,dort::ADV,అక్కడ,тӹштӹ
704,dorthin::ADV,అక్కడికి,тӹшкӹ
705,dorthin::ADV,అక్కడికి,тӹшкӹлӓ
706,geradeaus::ADV,సూటిగా,вик
707,geradeaus::ADV,సూటిగా,тура
708,vorwärts::ADV,ముందుకు,анзыкы
709,rückwärts::ADV,వెనుకకు,мӹнгеш
710,zurück::ADV,వెనుకభాగము,мӹнгеш
711,unten::ADV,క్రింద,ӱлнӹ
712,unten::ADV,క్రింద,лӹвӓлнӹ
713,hinab::ADV,కిందికి,ӱлӹкӹ
714,hinab::ADV,కిందికి,лӹвӓкӹ
715,oben::ADV,మీద,вӹлнӹ
716,hinauf::ADV,పైకి,кӱшкӹлӓ
717,hinauf::ADV,పైకి,кӱш
718,überall::ADV,అంతటా,йӹлт
719,überall::ADV,అంతటా,цилӓ вӓре
720,nicht::ADV,కాదు,уке
721,ein wenig::ADV,కొంచెము,изиш
722,ein wenig::ADV,కొంచెము,иклаштык
723,kaum::ADV,చాలిచాలక,цылик
724,kaum::ADV,చాలిచాలక,чучок-чучок
725,sehr::ADV,చాల,чоте
726,so::ADV,ఆలాగున,тенге
727,so::ADV,ఆలాగున,тенгелӓ
728,noch::ADV,ఇప్పటికిని,мол
729,noch::ADV,ఇప్పటికిని,моло
730,nur::ADV,మాత్రము,веле
731,schon::ADV,ఇదివఱకే,уже
732,schon::ADV,ఇదివఱకే,ӹнде
733,wieder::ADV,తిరిగి,уэш
734,vergebens::ADV,నిష్ఫలముగా,зря
735,vergebens::ADV,నిష్ఫలముగా,ӹзрӓ
736,vergebens::ADV,నిష్ఫలముగా,ӹзӹрӓ
737,vor::PRP,ముందు,анзыц
738,vor::PRP,ముందు,анзыцын
739,hinter::PRP,వెనుక,шайылан
740,hinter::PRP,వెనుక,шайылный
741,unter::PRP,క్రింద,лӹвӓкӹ
742,durch::PRP,ద్వారా,вашт
743,neben::PRP,దగ్గెర,сага
744,zwischen::PRP,మధ్య,лош
745,zwischen::PRP,మధ్య,лошкы
746,wegen::PRP,కారణంగా,мычыц
747,dies::PRN,ఇది,тидӹ
748,dies::PRN,ఇది,ти
749,das::PRN,అది,тидӹ
750,das::PRN,అది,ти
751,alles::PRN,సకలము,цилӓ
752,ich::PRN,నేను,мый
753,du::PRN,నీవు,тӹнь
754,er::PRN,అతడు,тӹдӹ
755,wir::PRN,మనము,мӓ
756,ihr::PRN,మీరు,вӓ
757,sie::PRN,వారు,нӹнӹ
758,was::FPRN,ఏమి,ма
759,wer::FPRN,ఎవడు,кӱ
760,wo::FADV,ఎక్కడ,кышан
761,wo::FADV,ఎక్కడ,кыштакен
762,wohin::FADV,ఎందుకు,кышкы
763,wie::FADV,ఎట్టు,кыце
764,warum::FADV,ఏల,малын
765,wieviel::FNUM,ఎంత,кынар
766,wieviel::FNUM,ఎంత,кынары
767,wieviel::FNUM,ఎంత,кынаркы
768,eins::NUM,ఒకటి,иктӹ
769,eins::NUM,ఒకటి,иктӹт
770,zwei::NUM,రెండు,кок
771,zwei::NUM,రెండు,кокты
772,drei::NUM,మూడు,кым
773,drei::NUM,మూడు,кымыт
774,vier::NUM,నాలుగు,нӹл
775,fünf::NUM,అయిదు,вӹц
776,sechs::NUM,ఆఱు,куд
777,sechs::NUM,ఆఱు,кудытмозн
778,sieben::NUM,ఏరు,шӹм
779,sieben::NUM,ఏరు,шӹмӹт
780,acht::NUM,ఎనిమదు,кӓндӓкш
781,acht::NUM,ఎనిమదు,кӓндӓкшӹ
782,neun::NUM,తొమ్మిది,ӹндекшшӱдӹ
783,zehn::NUM,పది,лу
784,elf::NUM,పదునొకొండు,луатик
785,elf::NUM,పదునొకొండు,луатиктӹ
786,zwölf::NUM,పండ్రండు,луаткок
787,zwölf::NUM,పండ్రండు,луаткокты
788,zwanzig::NUM,ఇరుపది,коклы
789,dreißig::NUM,ముప్పది,кымлы
790,vierzig::NUM,నలువది,нӹллӹ
791,fünfzig::NUM,ఏబది,вӹцлӹ
792,sechzig::NUM,అరుపది,кудлу
793,siebzig::NUM,డెబ్బది,шӹмлу
794,achtzig::NUM,ఎనుబది,кӓндӓкшлу
795,neunzig::NUM,తొంబది,ӹндекшлу
796,hundert::NUM,నూఱు,шӱдӹ
797,tausend::NUM,వేయి,тӹжем
798,und::CNJ,మఱియు,дöн
799,oder::CNJ,లేక,льывы
800,stehen::V,నిలుచు,шалшаг
801,sitzen::V,కూర్చుండు,шӹнзӓш
802,liegen::V,పండుకొనుట,киӓш
803,hängen::V,వ్రేలాడదీయు,кечӓш
804,werden::V,అగు,шагалаш
805,passieren::V,సంభవించు,ӹштӓ́лтӓш
806,beginnen::V,ఆరంభించు,тӹнгӓлӓлтӓш
807,enden::V,తీరుట,пӹтӓш
808,wechseln::V,మార్చు,весемӓш
809,wechseln::V,మార్చు,весемӓлтӓш
810,aufgehen[Sonne]::V,ఉదయించు,авараш
811,untergehen[Sonne]::V,అస్తమించు,шӹ́нзӓш
812,scheinen[Sonne]::V,ప్రకాశించు,сотемдӓрӓш
813,donnern::V,ఉరుముట,хӹдӹртӓш
814,wehen::V,దురద్పప్టము,ӹфӹлӓш
815,strömen::V,పారుట,йогащ
816,fließen::V,ప్రవహించు,йогащ
817,sich drehen::V,తిరుగు,пöрдӓш
818,schwanken::V,ఆడించుట,лыпшалташ
819,schwingen::V,ఊగుట,кӓчӓйӓш
820,fallen::V,పడు,кенвазаш
821,fallen::V,పడు,шынгалташ
822,brennen::V,కాలుట,йылаш
823,rauchen::V,పొగసుట,шыпшаш
824,regnen::V,కురిపించుట,юраш
825,gefrieren::V,గడ్డకట్టు,гӓш
826,gefrieren::V,గడ్డకట్టు,кӹлмаш
827,tauen::V,కరగు,шылаш
828,schmelzen::V,కరగు,шӹрӓнӓш
829,trocknen::V,యెండుట,кошкаш
830,sieden::V,ఉడుకు,шолаш
831,faulen::V,క్రుళ్లు,шӱӓш
832,verfaulen::V,క్షిణించు,йӓнгӓрӓлтӓш
833,reißen::V,చించు,кышкедӓлтӓш
834,versinken::V,మునుగు,ва́лаш
835,vergehen::V,సంభవించు,эртӓш
836,erscheinen::V,కనబడు,каяш
837,verschwinden::V,అదృశ్యమగు,ямаш
838,sinken::V,ముణుగుట,пычаш
839,abnehmen::V,తగ్గు,чӹдемӓш
840,abnehmen::V,తగ్గు,кöтӹргӓш
841,zunehmen::V,పెరుగుట,когоэмӓш
842,steigen::V,లేచు,лӱлта́лташ
843,wachsen::V,పెరుగు,кушкаш
844,glänzen::V,ప్రకాశించు,йӹлгӹжӓш
845,funkeln::V,ప్రకాశించు,валгалташ
846,lärmen::V,అరుచుట,юкланаш
847,läuten::V,మేళవించుట,цоргаш
848,klingeln::V,వాయించుట,цоргаш
849,klirren::V,ఘంటానాదము,цонгырталгаш
850,brausen::V,గర్జించు,ышдымыла́наш
851,rauschen::V,చటచటమనుట,шу́жгаш
852,klingen::V,ధ్వనించుట,йо́нгаш
853,bellen::V,అఱచు,опташ
854,heulen::V,కూయు,урмыжаш
855,blasen::V,దురద్పప్టము,ӹфӹлӓш
856,pfeifen::V,ఈలవేయు,ши́шкаш
857,schreien::V,అఱచు,уташ
858,schreien::V,అఱచు,саслаш
859,schreien::V,అఱచు,варгынзаш
860,stöhnen::V,మూలుగు,ӹнгӹрӓш
861,zittern::V,వణకు,цӹтӹрӓш
862,leben::V,జీవించుట,ӹлӓш
863,geboren werden::V,పుట్టుట,шачаш
864,atmen::V,ఉపిరి తీయు,шӱлӓш
865,trinken::V,త్రాగు,йӱӓш
866,essen::V,తిను,качкаш
867,schlucken::V,మ్రింగు,нелӓш
868,müde werden::V,అలయు,янгылаш
869,einschlafen::V,నిద్రించు,амален кеӓш
870,schlafen::V,నిద్రురించు,амалаш
871,aufwachen::V,మేలుకొను,понгыжалташ
872,aufstehen::V,లేచు,кӹньӹл шагалаш
873,sich erholen::V,నడ్డి వాల్చు,кӓнаш
874,krank werden::V,జబ్బుపడు,церлӓнен вазаш
875,krank sein::V,జబ్బు చేయు,церлӓнӓш
876,krank sein::V,జబ్బు చేయు,ясланаш
877,krank sein::V,జబ్బు చేయు,ясыланаш
878,schmerzen::V,నొచ్చుట,каршташ
879,husten::V,దగ్గుట,кахыраш
880,genesen::V,కుదురుట,паремӓш
881,genesen::V,కుదురుట,тöрлӓнӓш
882,sterben::V,మరణించు,вазын колаш
883,umkommen::V,నశించు,пӹтӓш
884,sich bewegen::V,కదలు,кашташ
885,sich rühren::V,కదలు,тӓрвӓнӓш
886,sich erheben::V,లేచు,кӹньӹлӓш
887,sich setzen::V,కూర్చుణ్డు,шӹнзӓш
888,hinfallen::V,దొర్లు,кенвазаш
889,hinfallen::V,దొర్లు,шынгалташ
890,laufen::V,నడచు,кашташ
891,schreiten::V,అడుగుపెట్టుట,ашкедӓш
892,spazierengehen::V,పచారు చేయు,мадын кашташ
893,eilen::V,తొందరపడు,вӓшкӓш
894,sich beeilen::V,త్వరపెట్టు,вӓшкӓш
895,sich beeilen::V,త్వరపెట్టు,талашаш
896,sausen::V,విసరికొట్టు,хойхаланаш
897,sausen::V,విసరికొట్టు,хояш
898,rennen::V,పరుగెత్తు,кыргыжаш
899,springen::V,దుముకు,тӹршештӓш
900,klettern::V,ఎక్కు,ку́заш
901,schaukeln::V,ఉయ్యాల ఊగు ,лыпшалташ
902,kriechen::V,ప్రాకు,авалянаш
903,kriechen::V,ప్రాకు,ньыжиклӓш
904,schwimmen::V,ఈదు,илӓш
905,tauchen::V,మునుగు,цымаш
906,rudern::V,తెడ్లతోఁగడపు,шуалташ
907,fahren::V,నడపు,кеӓш
908,fliegen::V,ఎగురు,чонгештӓш
909,gehen::V,పోవు,кеӓш
910,weggehen::V,బయలుదేరు,кеӓш
911,abfahren::V,విడిచిపోవు,кеӓш
912,anhalten::V,నిలుపు,цӓрнӓш
913,hineingehen::V,ప్రవేశించు,пыраш
914,eintreten::V,ప్రవేశించు,пыраш
915,kommen::V,వచ్చు,толаш
916,ankommen::V,వచ్చి చేరు,шоаш
917,zurückkommen::V,తిరిగీవచ్చుట,пöртӹлӓш
918,bleiben::V,ఉండు,кодаш
919,warten::V,కనిపెట్టు,вычаш
920,erwarten::V,నిరిక్షించు,вычаш
921,suchen::V,వెదకు,кӹчӓлӓш
922,finden::V,కనుగొను,моаш
923,versuchen::V,ప్రయత్నించు,путаяш
924,versuchen::V,ప్రయత్నించు,цацаш
925,vorbereiten::V,తయారుచేయు,поспейӹктӓш
926,lieben::V,ప్రేమించు,яраташ
927,mögen::V,ఇష్టపడు,яраташ
928,lachen::V,నవ్వు,ваштылаш
929,rühren::V,గుండె తాకు,тӓрвӓтӓш
930,weinen::V,వీడ్చు,мӓгӹрӓш
931,schimpfen::V,గొణుగు,свырседӓлӓш
932,sich ärgern::V,అలుగు,шӹдешкӓш
933,sich fürchten::V,భయపడు,лӱдӓш
934,fürchten::V,భయపడు,лӱдӓш
935,fliehen::V,పాఱిపోపు,кыргыжаш
936,flüchten::V,తప్పించుకొను,кыргыж шӹлӓш
937,sehen::V,చూచు,ужаш
938,anschauen::V,చూచు,анжалаш
939,ansehen::V,కాచియుండు,анжаш
940,hören::V,విను,колаш
941,zuhören::V,విను,колышташ
942,probieren::V,చవిచూచుట,тотештӓш
943,probieren::V,చవిచూచుట,подыл анжаш
944,riechen::V,వాసనచూచు,ӱпшӹнзӓш
945,fühlen::V,స్పర్శించుట,шижӓш
946,scheinen::V,కనబడు,каяш
947,zu sehen sein::V,చూవు,каяш
948,vernehmen::V,విను,колын колташ
949,frieren::V,చలికి వడకు,кӹлмаш
950,frieren::V,చలికి వడకు,тӹнгӹргӓш
951,tun::V,చేయు,ӹштӓш
952,können::V,గల,кердӓш
953,wollen::V,కోరు,жалаяш
954,anfangen::V,ఆరంభించు,тӹнгӓлӓш
955,beenden::V,ముగించు,пӹтӓрӓш
956,aufhören::V,నిలుపు,цӓрнӓш
957,gelingen::V,గెలుపాందు,цӓш лиӓш
958,geraten::V,వెలువడు,лиӓш
959,öffnen::V,తెఱచు,пачаш
960,schließen::V,మూయు,чӱчӓш
961,stellen::V,ఉంచు,шӹндӓш
962,setzen::V,ఉంచు,шӹндӓш
963,legen::V,పెట్టు,опташ
964,legen::V,పెట్టు,пиштӓш
965,berühren::V,తాకు,тӹкӓлӓш
966,verbinden::V,చేర్చుట,пидӓш
967,bedecken::V,మూయు,леведӓш
968,aufhängen::V,వ్రేలాడదీయు,сӓкӓш
969,anzünden::V,వెలిగించు,чӱктӓш
970,aufheben::V,సేకరించు,кузыкташ
971,zurücklassen::V,విడుచు,кодаш
972,verlieren::V,పోగొట్టుకొను,ямдаш
973,fallen lassen::V,జాఱవిడుచు,кенвацтараш
974,machen::V,చేయు,ӹштӓш
975,herstellen::V,ఉత్పత్తిచేయు,йӓмдӹлӓш
976,bauen::V,నిర్మించు,ӹштӓш
977,reparieren::V,సరిచేయు,чиняш
978,reparieren::V,సరిచేయు,алалаш
979,verbessern::V,వృద్ధి చేయు,яжоэмден шӹндӓш
980,ändern::V,మార్చు,вашталташ
981,graben::V,త్రవ్వు,капаяш
982,beugen::V,వంచు,лывырташ
983,beugen::V,వంచు,каклярташ
984,biegen::V,వంచు,лывырташ
985,drehen::V,నూలువడుకు,сӓрӓш
986,drehen::V,నూలువడుకు,сӓрӹкӓлӓш
987,wenden::V,త్రిప్పు,сӓрӓлӓш
988,umdrehen::V,త్రిప్పు,сӓрӓлӓш
989,heben::V,ఎత్తు,лӱктӓш
990,hochheben::V,ఎత్తు,кузыкташ
991,ergreifen::V,వశపఱచుకొను,хватяш
992,halten::V,ఉంచు,кычаш
993,drücken::V,అణచు,темдӓш
994,schieben::V,నొక్కు,шӹкӓш
995,kratzen::V,గోకు,нӹжӓш
996,lecken::V,నాకు,нылаш
997,beißen::V,కఱచు,пыралаш
998,abreißen::V,తెగతెంచు,кӹрӓш
999,abreißen::V,తెగతెంచు,кышкед нӓлӓш
1000,abschneiden::V,తెగకొట్టు,шулаш
1001,abschneiden::V,తెగకొట్టు,лаштыклаш
1002,binden::V,కట్టు,пидӓш
1003,stecken::V,తగులుకొనివుండుట,шыралаш
1004,brechen::V,పగులగొట్టు,тодылаш
1005,brechen::V,పగులగొట్టు,пыдырташ
1006,klopfen::V,కొట్టు,рушткаш
1007,hauen::V,కొట్టు,шелӹштӓш
1008,kleben::V,అంటుకొను,клейӓш
1009,reiben::V,రాచు,нӹжӓш
1010,streichen::V,వ్యాపింపజేయు,шӹрӓш
1011,schleifen::V,రాచు,шымаш
1012,schneiden::V,కోయు,пӹчкӓш
1013,rütteln::V,కుదిలించుట,мыльгыкташ
1014,schütteln::V,కదల్చు,цӹтӹртӓш
1015,schütteln::V,కదల్చు,мыльгыкташ
1016,schwenken::V,ఊచుట,машыяш
1017,schütten::V,పోయు,опталаш
1018,füllen::V,నింపు,темӓш
1019,einwickeln::V,చుట్టు,пӹтӹрӓ́лӓш
1020,tragen::V,మోయు,намалаш
1021,schleppen::V,ఈడ్చు,шӹдӹрӓш
1022,ziehen::V,ఈడ్చు,шыпшаш
1023,aufbewahren::V,కాపాడు,перегӓш
1024,werfen::V,విసరు,кӹшкӓш
1025,fangen::V,పట్టుకొను,кычаш
1026,packen::V,పట్టుకొను,хватяш
1027,verstecken::V,దాచు,шӹлтӓш
1028,teilen::V,భాగించు,пайылаш
1029,schicken::V,పంపు,колташ
1030,bringen::V,తెచ్చు,кандаш
1031,hinzufügen::V,చేర్చు,
1032,bekommen::V,సంపాదించు,лыкташ
1033,erhalten::V,పుచ్చుకొను,получаяш
1034,nehmen::V,తీసికొను,налаш
1035,wählen::V,ఇష్టపడు,айыраш
1036,auswählen::V,ఏరుకొను,айыраш
1037,bewahren::V,భద్రపఱుచు,перегӓш
1038,behindern::V,అడ్డగించుట,мешӓйӓш
1039,verderben::V,చెఱచు,портяш
1040,beschädigen::V,చెరుపుట,шушырташ
1041,zerbrechen::V,పగులగొట్టు,пыдырташ
1042,zerreißen::V,చించు,кӹрӓш
1043,zerstören::V,వాశనము చేయు,шӓлӓтӓш
1044,verbrennen::V,కాల్చు,йылаташ
1045,verbrennen::V,కాల్చు,йылалташ
1046,geben::V,ఇచ్చు,пуаш
1047,reichen::V,అందుకొనుట,пуаш
1048,schenken::V,అర్పించు,подараш
1049,versprechen::V,వాగ్దత్తము చేయు,сöрӓш
1050,wünschen::V,కోరు,жалаяш
1051,loben::V,స్తుతించు,хваляш
1052,küssen::V,ముద్దుపెట్టుకొను,шышшалаш
1053,wiegen::V,ఊచుట,лӱнгӓлтӓш
1054,zudecken::V,మూయు,пиштӓш
1055,wecken::V,నిద్రపలేపుట,понгыжалтараш
1056,zeigen::V,చూవు,анжыкташ
1057,führen::V,దారిచూపు,видӓш
1058,lehren::V,బోధించు,тымдаш
1059,unterrichten::V,నేర్పు,тымдаш
1060,aufziehen::V,పెంచు,кушташ
1061,leiten::V,తీసుకపోవుట,видӓш
1062,leiten::V,తీసుకపోవుట,вуйлаташ
1063,leiten::V,తీసుకపోవుట,вуйлалташ
1064,antreiben::V,ప్రేరేపించు,талаштараш
1065,lassen::V,అనుమతించు,-ыкт
1066,einladen::V,ఆహ్వానించు,ӱжӓш
1067,vereinigen::V,కూడుట,иктештӓш
1068,besuchen::V,పోయి చూచు,толаш
1069,treffen::V,కలియు,вӓшлиӓш
1070,treffen::V,కలియు,вӓшлиӓлтӓш
1071,sich versammeln::V,కూర్చు,цымыргаш
1072,spielen::V,ఆట లాడు,мадаш
1073,singen::V,పాడు,мыраш
1074,tanzen::V,నృత్యముచేయు,кушташ
1075,sich trennen::V,ఎడబాయుట,айырлаш
1076,verlassen::V,విడుచు,шуаш
1077,retten::V,తప్పించుట,ытараш
1078,bewachen::V,కాపాడు,оролаш
1079,schützen::V,రక్షించు,перегӓш
1080,verteidigen::V,రక్షించు,перегӓш
1081,sich schlagen::V,జగడమాడు,шидӓлӓш
1082,sich schlagen::V,జగడమాడు,шиэдӓлӓш
1083,schießen::V,కాల్చు,лӱӓш
1084,siegen::V,గెలుచు,сӹнгӓш
1085,ärgern::V,పీడించుట,шӹдештӓрӓш
1086,schlagen::V,కొట్టు,пӓрен колташ
1087,schlagen::V,కొట్టు,хӹрӹктен колташ
1088,treten::V,తన్ను,чымаш
1089,stechen::V,కుట్టు,пышкылаш
1090,stoßen::V,గెంటు,шыркедӓш
1091,stehlen::V,దొంగిలించు,шолышт толаш
1092,stören::V,కలతపఱచు,ӓрештӹлӓш
1093,belästigen::V,పీడించు,кӓньӹсӹрлӓндӓрӓш
1094,belästigen::V,పీడించు,шытырланыкташ
1095,verbergen::V,దాచు,шӹлтӓш
1096,täuschen::V,మోసము చేయు,алталаш
1097,täuschen::V,మోసము చేయు,аталаш
1098,betrügen::V,మోసపుచ్చు,мошеньӹчӓйӓш
1099,töten::V,చంపు,пуштын шуаш
1100,wohnen::V,నివసించు,ӹлӓш
1101,arbeiten::V,పనిచేయు,пӓшӓлӓш
1102,arbeiten::V,పనిచేయు,ровотаяш
1103,sammeln::V,ప్రోగుచేయు,погаш
1104,pflücken::V,యేరుట,кӹрӓш
1105,jagen::V,వేటాడు,охотничӓйӓш
1106,fischen::V,వెదకు,кол кычаш
1107,fassen::V,పట్టుకొమ,кычаш
1108,hüten::V,మందచేరుట,кӹтӓш
1109,treiben::V,నడపు,шуруяш
1110,anbinden::V,కట్టు,ялшташ
1111,anbinden::V,కట్టు,ялышташ
1112,füttern::V,భోజనము పెట్టు,пукшаш
1113,melken::V,పాలు పితుకు,шыпшылаш
1114,hacken::V,నఱకు,роаш
1115,gießen::V,నీళ్ళుకట్టుట,шӓвӓш
1116,reifen::V,పండుట,кӱӓш
1117,reifen::V,పండుట,поспейӓш
1118,zubereiten::V,వండు,йӓмдӹлӓш
1119,kochen::V,వండు,шолташ
1120,backen::V,రొట్టెకాల్చు,кӱктӓш
1121,braten::V,వేపు,жӓрӓш
1122,umrühren::V,కదులుట,намалаш
1123,stricken::V,అల్లు,пидӓш
1124,nähen::V,కుట్టు,ыргаш
1125,färben::V,రంగు వేయు,пидӓш
1126,reinigen::V,శుభ్రము చేయు,чиӓлтӓш
1127,waschen::V,కడుగు,мышкаш
1128,abwischen::V,తుడుచు,ӹштӓш
1129,spülen::V,నీటిలో జడించు,шӱӓлтӓш
1130,fegen::V,ఊడ్చు,ӹштӓш
1131,kehren::V,ఊడ్చు,ӹштӓш
1132,baden::V,స్నానము చేయు,нӱштӹлӓш
1133,sich waschen::V,కడుగు,мышкылташ
1134,ausziehen::V,విప్పు,кыдашаш
1135,anziehen::V,ధరించు,чиӓш
1136,sich anziehen::V,బట్టలు వేసుకొను,чиӓш
1137,sich anziehen::V,తొడుగుకొను,чиӓш
1138,kämmen::V,దువ్వుట,шерӓш
1139,schmücken::V,అలంకరించు,цеверемдӓш
1140,sagen::V,చెప్పు,манаш
1141,sagen::V,చెప్పు,келесӓш
1142,sprechen::V,చెప్పు,манаш
1143,reden::V,మాటలాడు,шайышташ
1144,sich unterhalten::V,ముచ్చటలాడు,хытыраш
1145,sich unterhalten::V,ముచ్చటలాడు,хытыргаш
1146,fragen::V,ప్రశ్నించు,ядаш
1147,bitten::V,కోరు,ядаш
1148,erzählen::V,చెప్పు,келесӓш
1149,mitteilen::V,తెలియజేయు,попаш
1150,mitteilen::V,తెలియజేయు,увертӓш
1151,mitteilen::V,తెలియజేయు,увертӓрӓш
1152,nennen::V,పేరు వెట్టు,лӹмдӓш
1153,rufen::V,పిలుచు,ӱжӓш
1154,prahlen::V,జల్లి,хайзаш
1155,prahlen::V,జల్లి,шаргаланаш
1156,übersetzen::V,తర్జుమాచేయు,вашташ
1157,denken::V,ఆలోచించు,машанаш
1158,glauben::V,నమ్ము,ӹнянӓш
1159,bemerken::V,గుర్తించు,цаклаш
1160,erkennen::V,గుర్తించు,пӓлӓш
1161,begreifen::V,గ్రహించు,ынгылаш
1162,verstehen::V,గ్రహించు,ынгылаш
1163,lernen::V,నేర్చు కొను,тыменяш
1164,wissen::V,తెలిసికొను,пӓлӓш
1165,sich erinnern an::V,జ్ఞాపకముంచుకొను,ышештӓрӓш
1166,vergessen::V,మఱచిపోవు,монден кодаш
1167,messen::V,కొలుచుట,висӓш
1168,zählen::V,లెక్కపెట్టు,шотаяш
1169,rechnen::V,లెక్కపెట్టు,шотаяш
1170,lesen::V,చదువు,лыдаш
1171,malen::V,పూనుట,рисуяш
1172,zeichnen::V,వ్రాసుట,ыдырка́лаш
1173,schreiben::V,వ్రాయు,вазаш
1174,besitzen::V,కలిగియుండు,кы́чаш
1175,kaufen::V,కొను,нӓлӓш
1176,verkaufen::V,అమ్ము,выжалаш
1177,bezahlen::V,చెల్లించు,тӱлӓш
1178,zahlen::V,చెల్లించు,тӱлӓш
1179,beherrschen::V,ఏలు,кы́чаш
1180,ertragen::V,భరించు,цӹтӓш
