,Concept_ID,it,de
55,Hunger::N,fame,Hunger
56,Träne::N,làcrima,Träne
57,Geschmack::N,gusto,Geschmack
58,Geschmack::N,sapore,Geschmack
59,Geruch::N,odore,Geruch
60,Schlaf::N,sonno,Schlaf
61,Traum::N,sogno,Traum
62,Himmel::N,cielo,Himmel
63,Sonne::N,sole,Sonne
64,Mond::N,luna,Mond
65,Stern::N,stella,Stern
66,Luft::N,aria,Luft
67,Wind::N,vento,Wind
68,Welle::N,onda,Welle
69,Wasser::N,acqua,Wasser
70,Stein::N,sasso,Stein
71,Stein::N,pietra,Stein
72,Boden::N,suolo,Boden
73,Boden::N,terreno,Boden
74,Erde::N,terra,Erde
75,Staub::N,polvere,Staub
76,Rauch::N,fumo,Rauch
77,Funke::N,scintilla,Funke
78,Feuer::N,fuoco,Feuer
79,Licht::N,luce,Licht
80,Schatten::N,ombra,Schatten
81,Wetter::N,tempo,Wetter
82,Nebel::N,nebbia,Nebel
83,Wolke::N,nube,Wolke
84,Wolke::N,nùvola,Wolke
85,Regen::N,pioggia,Regen
86,Schnee::N,neve,Schnee
87,Eis::N,ghiaccio,Eis
88,Frost::N,gelo,Frost
89,Kälte::N,freddo,Kälte
90,Hitze::N,caldo,Hitze
91,Hitze::N,calura,Hitze
92,Raureif::N,brina,Raureif
93,Regenbogen::N,arcobaleno,Regenbogen
94,Donner::N,tuono,Donner
95,Strömung::N,corrente,Strömung
96,Tropfen::N,goccia,Tropfen
97,Schaum::N,spuma,Schaum
98,Schaum::N,schiuma,Schaum
99,Schmutz::N,sudiciume,Schmutz
100,See::N,lago,See
101,Sumpf::N,palude,Sumpf
102,Moor::N,torbiera,Moor
103,Wiese::N,prato,Wiese
104,Wald::N,bosco,Wald
105,Wald::N,foresta,Wald
106,Hügel::N,colle,Hügel
107,Hügel::N,collina,Hügel
108,Anhöhe::N,altura,Anhöhe
109,Berg::N,monte,Berg
110,Berg::N,montagna,Berg
111,Gipfel::N,cima,Gipfel
112,Höhle::N,grotta,Höhle
113,Höhle::N,caverna,Höhle
114,Abhang::N,pendìo,Abhang
115,Quelle::N,sorgente,Quelle
116,Bach::N,ruscello,Bach
117,Fluss::N,fiume,Fluss
118,Ufer::N,riva,Ufer
119,Küste::N,costa,Küste
120,Festland::N,terraferma,Festland
121,Meer::N,mare,Meer
122,Bucht::N,cala,Bucht
123,Insel::N,ìsola,Insel
124,Blume::N,fiore,Blume
125,Gras::N,erba,Gras
126,Wurzel::N,radice,Wurzel
127,Baum::N,àlbero,Baum
128,Stamm::N,tronco,Stamm
129,Rinde::N,corteccia,Rinde
130,Ast::N,ramo,Ast
131,Zweig::N,ramo,Zweig
132,Blatt::N,foglia,Blatt
133,Birke::N,betulla,Birke
134,Kiefer[Baum]::N,pino,Kiefer
135,Weide[Baum]::N,sàlice,Weide
136,Tanne::N,abete,Tanne
137,Horn::N,corno,Horn
138,Feder::N,penna,Feder
139,Fell::N,manto,Fell
140,Fell::N,pelame,Fell
141,Flügel::N,ala,Flügel
142,Klaue::N,grinfia,Klaue
143,Kralle::N,unghia,Kralle
144,Kralle::N,artiglio,Kralle
145,Schwanz::N,coda,Schwanz
146,Ei::N,uovo,Ei
147,Nest::N,nido,Nest
148,Bau::N,covo,Bau
149,Tier::N,bestia,Tier
150,Tier::N,animale,Tier
151,Herde::N,gregge,Herde
152,Kuh::N,vacca,Kuh
153,Bulle::N,toro,Bulle
154,Pferd::N,cavallo,Pferd
155,Schaf::N,pècora,Schaf
156,Schwein::N,porco,Schwein
157,Schwein::N,maiale,Schwein
158,Hund::N,cane,Hund
159,Katze::N,gatta,Katze
160,Bär::N,orso,Bär
161,Eichhörnchen::N,scoiàttolo,Eichhörnchen
162,Elch::N,alce,Elch
163,Fuchs::N,volpe,Fuchs
164,Hase::N,lepre,Hase
165,Maus::N,topo,Maus
166,Maus::N,sorcio,Maus
167,Wolf::N,lupo,Wolf
168,Vogel::N,uccello,Vogel
169,Schwarm::N,stormo,Schwarm
170,Huhn::N,gallina,Huhn
171,Hahn::N,gallo,Hahn
172,Gans::N,oca,Gans
173,Adler::N,àquila,Adler
174,Ente::N,ànatra,Ente
175,Eule::N,gufo,Eule
176,Eule::N,civetta,Eule
177,Kranich::N,gru,Kranich
178,Krähe::N,cornacchia,Krähe
179,Kuckuck::N,cuccù,Kuckuck
180,Kuckuck::N,cùculo,Kuckuck
181,Schwan::N,cigno,Schwan
182,Fisch::N,pesce,Fisch
183,Barsch::N,pèrsico,Barsch
184,Hecht::N,luccio,Hecht
185,Schlange[Tier]::N,serpente,Schlange
186,Wurm::N,baco,Wurm
187,Wurm::N,verme,Wurm
188,Spinne::N,ragno,Spinne
189,Ameise::N,formica,Ameise
190,Laus::N,pidocchio,Laus
191,Mücke::N,zanzara,Mücke
192,Fliege::N,mosca,Fliege
193,Schmetterling::N,farfalla,Schmetterling
194,Beere::N,bacca,Beere
195,Apfel::N,mela,Apfel
196,Pilz::N,fungo,Pilz
197,Zwiebel::N,cipolla,Zwiebel
198,Saat::N,semente,Saat
199,Korn::N,grano,Korn
200,Heu::N,fieno,Heu
201,Schale::N,buccia,Schale
202,Grube::N,cava,Grube
203,Grube::N,fossa,Grube
204,Falle::N,tràppola,Falle
205,Schlinge::N,laccio,Schlinge
206,Spur::N,traccia,Spur
207,Asche::N,cenere,Asche
208,Dreck::N,fango,Dreck
209,Eisen::N,ferro,Eisen
210,Gold::N,oro,Gold
211,Silber::N,argento,Silber
212,Kohle::N,carbone,Kohle
213,Glas::N,vetro,Glas
214,Lehm::N,argilla,Lehm
215,Sand::N,arena,Sand
216,Sand::N,sabbia,Sand
217,Mensch::N,uomo,Mensch
218,Mensch::N,èssere umano,Mensch
219,Mann::N,uomo,Mann
220,Frau::N,donna,Frau
221,Kind::N,bambino,Kind
222,Junge::N,ragazzo,Junge
223,Mädchen::N,ragazza,Mädchen
224,Familie::N,famiglia,Familie
225,Großvater::N,nonno,Großvater
226,Großmutter::N,nonna,Großmutter
227,Eltern::N,genitori,Eltern
228,Vater::N,padre,Vater
229,Mutter::N,madre,Mutter
230,Sohn::N,figlio,Sohn
231,Tochter::N,figlia,Tochter
232,Bruder::N,fratello,Bruder
233,Schwester::N,sorella,Schwester
234,Onkel::N,zio,Onkel
235,Tante::N,zia,Tante
236,Ehemann::N,marito,Ehemann
237,Ehefrau::N,moglie,Ehefrau
238,Freude::N,gioia,Freude
239,Freude::N,piacere,Freude
240,Gelächter::N,risata,Gelächter
241,Glück::N,felicità,Glück
242,Kummer::N,afflizione,Kummer
243,Wunsch::N,desiderio,Wunsch
244,Lust::N,voglia,Lust
245,Geist::N,mente,Geist
246,Geist::N,spìrito,Geist
247,Gedanke::N,idea,Gedanke
248,Gedanke::N,pensiero,Gedanke
249,Gedächtnis::N,memoria,Gedächtnis
250,Verstand::N,intelletto,Verstand
251,Sinn::N,senso,Sinn
252,Sinn::N,significato,Sinn
253,Grund::N,causa,Grund
254,Grund::N,motivo,Grund
255,Grund::N,ragione,Grund
256,Wahrheit::N,verità,Wahrheit
257,Gespräch::N,discorso,Gespräch
258,Gespräch::N,conversazione,Gespräch
259,Märchen::N,fiaba,Märchen
260,Märchen::N,fàvola,Märchen
261,Erzählung::N,racconto,Erzählung
262,Erzählung::N,narrazione,Erzählung
263,Nachricht::N,messaggio,Nachricht
264,Neuigkeit::N,notizia,Neuigkeit
265,Name::N,nome,Name
266,Rätsel::N,indovinello,Rätsel
267,Rede::N,discorso,Rede
268,Sprache::N,lingua,Sprache
269,Sprache::N,linguaggio,Sprache
270,Stimme::N,voce,Stimme
271,Wort::N,parola,Wort
272,Zeichen::N,segno,Zeichen
273,Zeichen::N,segnale,Zeichen
274,Ruf::N,chiamata,Ruf
275,Lärm::N,chiasso,Lärm
276,Lärm::N,strèpito,Lärm
277,Laut::N,suono,Laut
278,Ton::N,tono,Ton
279,Lied::N,canto,Lied
280,Lied::N,canzone,Lied
281,Ruhe::N,calma,Ruhe
282,Ruhe::N,tranquillità,Ruhe
283,Leute::N,gente,Leute
284,Volk::N,pòpolo,Volk
285,Arbeit::N,lavoro,Arbeit
286,Gast::N,òspite,Gast
287,Gast::N,invitato,Gast
288,Geschenk::N,regalo,Geschenk
289,Spiel::N,gioco,Spiel
290,Gesellschaft::N,compagnìa,Gesellschaft
291,Hilfe::N,aiuto,Hilfe
292,Hilfe::N,soccorso,Hilfe
293,Freund::N,amico,Freund
294,Kamerad::N,camerata,Kamerad
295,Angelegenheit::N,affare,Angelegenheit
296,Angelegenheit::N,faccenda,Angelegenheit
297,Anzahl::N,nùmero,Anzahl
298,Anzahl::N,quantità,Anzahl
299,Art::N,tipo,Art
300,Art::N,specie,Art
301,Stück::N,pezzo,Stück
302,Teil::N,parte,Teil
303,Hälfte::N,metà,Hälfte
304,Kreis::N,cìrcolo,Kreis
305,Kreuz::N,croce,Kreuz
306,Linie::N,lìnea,Linie
307,Strich::N,tratto,Strich
308,Abstand::N,distanza,Abstand
309,Entfernung::N,distanza,Entfernung
310,Entfernung::N,lontananza,Entfernung
311,Gegend::N,regione,Gegend
312,Platz::N,posto,Platz
313,Platz::N,spazio,Platz
314,Ort::N,luogo,Ort
315,Ort::N,località,Ort
316,Seite::N,lato,Seite
317,Seite::N,parte,Seite
318,Mitte::N,mezzo,Mitte
319,Mitte::N,centro,Mitte
320,Gegenstand::N,oggetto,Gegenstand
321,Sache::N,cosa,Sache
322,Rand::N,orlo,Rand
323,Rand::N,bordo,Rand
324,Kante::N,spìgolo,Kante
325,Ecke::N,canto,Ecke
326,Spitze::N,punta,Spitze
327,Ende::N,capo,Ende
328,Ende::N,estremità,Ende
329,Loch::N,buco,Loch
330,Winkel::N,àngolo,Winkel
331,Muster::N,disegno,Muster
332,Größe::N,taglia,Größe
333,Größe::N,grandezza,Größe
334,Länge::N,lunghezza,Länge
335,Höhe::N,altezza,Höhe
336,Gewicht::N,peso,Gewicht
337,Menge::N,quantità,Menge
338,Haufen::N,cùmulo,Haufen
339,Haufen::N,mucchio,Haufen
340,Reihe::N,fila,Reihe
341,Boot::N,barca,Boot
342,Boot::N,battello,Boot
343,Ruder::N,remo,Ruder
344,Schlitten::N,slitta,Schlitten
345,Ski::N,sci,Ski
346,Lagerfeuer::N,falò,Lagerfeuer
347,Lagerfeuer::N,fuoco di bivacco,Lagerfeuer
348,Last::N,càrico,Last
349,Gang::N,andata,Gang
350,Schritt::N,passo,Schritt
351,Norden::N,nord,Norden
352,Norden::N,settentrione,Norden
353,Süden::N,sud,Süden
354,Süden::N,meridione,Süden
355,Westen::N,òvest,Westen
356,Westen::N,occidente,Westen
357,Osten::N,est,Osten
358,Osten::N,oriente,Osten
359,Holz::N,legno,Holz
360,Brett::N,asse,Brett
361,Brett::N,tàvola,Brett
362,Platte::N,lastra,Platte
363,Platte::N,piastra,Platte
364,Stütze::N,supporto,Stütze
365,Stange::N,sbarra,Stange
366,Stange::N,pèrtica,Stange
367,Stock::N,verga,Stock
368,Stock::N,bastone,Stock
369,Stock::N,bacchetta,Stock
370,Stab::N,asta,Stab
371,Rohr::N,tubo,Rohr
372,Haus::N,casa,Haus
373,Heim::N,casa,Heim
374,Ofen::N,stufa,Ofen
375,Fußboden::N,pavimento,Fußboden
376,Tisch::N,tàvolo,Tisch
377,Stuhl::N,sedia,Stuhl
378,Wiege::N,culla,Wiege
379,Bett::N,letto,Bett
380,Regal::N,scaffale,Regal
381,Kiste::N,cassa,Kiste
382,Fenster::N,finestra,Fenster
383,Tür::N,porta,Tür
384,Tor::N,portone,Tor
385,Zaun::N,recinto,Zaun
386,Dach::N,tetto,Dach
387,Leiter::N,scala,Leiter
388,Leiter::N,scala a pioli,Leiter
389,Besen::N,scopa,Besen
390,Spaten::N,vanga,Spaten
391,Schaufel::N,pala,Schaufel
392,Gabel::N,forchetta,Gabel
393,Löffel::N,cucchiaio,Löffel
394,Messer::N,coltello,Messer
395,Nagel::N,chiodo,Nagel
396,Netz::N,rete,Netz
397,Haken::N,uncino,Haken
398,Griff::N,mànico,Griff
399,Griff::N,maniglia,Griff
400,Schloss::N,serratura,Schloss
401,Bild::N,quadro,Bild
402,Bild::N,immàgine,Bild
403,Figur::N,figura,Figur
404,Puppe::N,bàmbola,Puppe
405,Beutel::N,borsa,Beutel
406,Beutel::N,sacchetto,Beutel
407,Bündel::N,fascio,Bündel
408,Bündel::N,fagotto,Bündel
409,Tasche::N,borsa,Tasche
410,Eimer::N,secchio,Eimer
411,Deckel::N,coperchio,Deckel
412,Geschirr::N,stoviglie,Geschirr
413,Sack::N,sacco,Sack
414,Tasse::N,tazza,Tasse
415,Topf::N,pèntola,Topf
416,Kessel::N,paiolo,Kessel
417,Kessel::N,calderone,Kessel
418,Essen::N,pasto,Essen
419,Essen::N,mangiare,Essen
420,Nahrung::N,cibo,Nahrung
421,Nahrung::N,alimento,Nahrung
422,Speise::N,piatto,Speise
423,Fleisch::N,carne,Fleisch
424,Getreide::N,cereali,Getreide
425,Brei::N,purè,Brei
426,Brei::N,pappa,Brei
427,Brot::N,pane,Brot
428,Scheibe::N,fetta,Scheibe
429,Scheibe::N,trancia,Scheibe
430,Fett::N,grasso,Fett
431,Butter::N,burro,Butter
432,Öl::N,olio,Öl
433,Salz::N,sale,Salz
434,Suppe::N,zuppa,Suppe
435,Suppe::N,minestra,Suppe
436,Honig::N,miele,Honig
437,Milch::N,latte,Milch
438,Tee::N,tè,Tee
439,Leder::N,pelle,Leder
440,Wolle::N,lana,Wolle
441,Stoff::N,panno,Stoff
442,Stoff::N,tessuto,Stoff
443,Nadel::N,ago,Nadel
444,Faden::N,filo,Faden
445,Knopf::N,bottone,Knopf
446,Knoten::N,nodo,Knoten
447,Farbe::N,pittura,Farbe
448,Kleidung::N,vestiti,Kleidung
449,Kleidung::N,vestiario,Kleidung
450,Hemd::N,camicia,Hemd
451,Kragen::N,bàvero,Kragen
452,Kragen::N,colletto,Kragen
453,Ärmel::N,mànica,Ärmel
454,Hose::N,calzoni,Hose
455,Gürtel::N,cintura,Gürtel
456,Mütze::N,berretto,Mütze
457,Schuh::N,scarpa,Schuh
458,Stiefel::N,stivale,Stiefel
459,Ring::N,anello,Ring
460,Band::N,nastro,Band
461,Band::N,fettuccia,Band
462,Kamm::N,pèttine,Kamm
463,Spiegel::N,specchio,Spiegel
464,Riemen::N,cinghia,Riemen
465,Schnur::N,corda,Schnur
466,Leine::N,guinzaglio,Leine
467,Decke::N,coperta,Decke
468,Kissen::N,cuscino,Kissen
469,Kissen::N,guanciale,Kissen
470,Tuch::N,fazzoletto,Tuch
471,Handtuch::N,asciugamano,Handtuch
472,Kraft::N,forza,Kraft
473,Stärke::N,forza,Stärke
474,Stärke::N,vigore,Stärke
475,Stärke::N,fortezza,Stärke
476,Gesundheit::N,salute,Gesundheit
477,Krankheit::N,malattìa,Krankheit
478,Schmerz::N,dolore,Schmerz
479,Wunde::N,piaga,Wunde
480,Wunde::N,ferita,Wunde
481,Fieber::N,febbre,Fieber
482,Arznei::N,fàrmaco,Arznei
483,Arznei::N,medicina,Arznei
484,Brücke::N,ponte,Brücke
485,Brunnen::N,pozzo,Brunnen
486,Weide::N,pàscolo,Weide
487,Pfad::N,sentiero,Pfad
488,Weg::N,via,Weg
489,Weg::N,cammino,Weg
490,Straße::N,strada,Straße
491,Dorf::N,paese,Dorf
492,Dorf::N,villaggio,Dorf
493,Stadt::N,città,Stadt
494,Brief::N,lèttera,Brief
495,Buch::N,libro,Buch
496,Buchstabe::N,lèttera,Buchstabe
497,Zeitung::N,giornale,Zeitung
498,Leben::N,vita,Leben
499,Tod::N,morte,Tod
500,Grab::N,tomba,Grab
501,Grab::N,sepolcro,Grab
502,Kirche::N,chiesa,Kirche
503,Sünde::N,peccato,Sünde
504,Gott::N,dio,Gott
505,Arbeiter::N,operaio,Arbeiter
506,Arbeiter::N,lavoratore,Arbeiter
507,Chef::N,capo,Chef
508,Chef::N,padrone,Chef
509,Meister::N,mastro,Meister
510,Meister::N,maestro,Meister
511,Arzt::N,mèdico,Arzt
512,Arzt::N,dottore,Arzt
513,Lehrer::N,professore,Lehrer
514,Geld::N,soldi,Geld
515,Geld::N,denaro,Geld
516,Geschäft::N,affare,Geschäft
517,Geschäft::N,negozio,Geschäft
518,Laden::N,negozio,Laden
519,Preis::N,prezzo,Preis
520,Ware::N,merce,Ware
521,Nutzen::N,ùtile,Nutzen
522,Nutzen::N,profitto,Nutzen
523,Reichtum::N,ricchezza,Reichtum
524,Welt::N,mondo,Welt
525,Land::N,paese,Land
526,Staat::N,Stato,Staat
527,König::N,re,König
528,Macht::N,potere,Macht
529,Grenze::N,confine,Grenze
530,Grenze::N,frontiera,Grenze
531,Krieg::N,guerra,Krieg
532,Feind::N,nemico,Feind
533,Gewalt::N,violenza,Gewalt
534,Kampf::N,lotta,Kampf
535,Bogen[Waffe]::N,arco,Bogen
536,Pfeil::N,freccia,Pfeil
537,Gewehr::N,fucile,Gewehr
538,Fehler::N,errore,Fehler
539,Fehler::N,sbaglio,Fehler
540,Lüge::N,bugìa,Lüge
541,Lüge::N,menzogna,Lüge
542,Schaden::N,danno,Schaden
543,Unglück::N,sfortuna,Unglück
544,Schuld::N,colpa,Schuld
545,Alter::N,età,Alter
546,Schluss::N,fine,Schluss
547,Zeit::N,tempo,Zeit
548,Tag::N,giorno,Tag
549,Tag::N,giornata,Tag
550,Morgen::N,mattina,Morgen
551,Mittag::N,mezzogiorno,Mittag
552,Abend::N,sera,Abend
553,Abend::N,serata,Abend
554,Nacht::N,notte,Nacht
555,Woche::N,settimana,Woche
556,Monat::N,mese,Monat
557,Jahr::N,anno,Jahr
558,Frühling::N,primavera,Frühling
559,Sommer::N,estate,Sommer
560,Herbst::N,autunno,Herbst
561,Winter::N,inverno,Winter
562,Januar::N,gennaio,Januar
563,Februar::N,febbraio,Februar
564,März::N,marzo,März
565,April::N,aprile,April
566,Mai::N,maggio,Mai
567,Juni::N,giugno,Juni
568,Juli::N,luglio,Juli
569,August::N,agosto,August
570,September::N,settembre,September
571,Oktober::N,ottobre,Oktober
572,November::N,novembre,November
573,Dezember::N,dicembre,Dezember
574,Montag::N,lunedì,Montag
575,Dienstag::N,martedì,Dienstag
576,Mittwoch::N,mercoledì,Mittwoch
577,Donnerstag::N,giovedì,Donnerstag
578,Freitag::N,venerdì,Freitag
579,Samstag::N,sàbato,Samstag
580,Sonntag::N,domenica,Sonntag
581,groß::A,grande,groß
582,klein::A,pìccolo,klein
583,lang::A,lungo,lang
584,kurz::A,corto,kurz
585,breit::A,largo,breit
586,schmal::A,stretto,schmal
587,dicht::A,denso,dicht
588,dick[Gegenstand]::A,spesso,dick
589,dünn::A,sottile,dünn
590,fein::A,fine,fein
591,fein::A,delicato,fein
592,fest::A,sodo,fest
593,fest::A,fisso,fest
594,flach::A,piano,flach
595,flach::A,piatto,flach
596,glatt::A,liscio,glatt
597,hart::A,duro,hart
598,weich::A,molle,weich
599,rund::A,rotondo,rund
600,spitz::A,aguzzo,spitz
601,spitz::A,appuntito,spitz
602,scharf::A,affilato,scharf
603,scharf::A,tagliente,scharf
604,stumpf::A,smussato,stumpf
605,schwer::A,pesante,schwer
606,schön::A,bello,schön
607,heiß::A,caldo,heiß
608,heiß::A,bollente,heiß
609,warm::A,caldo,warm
610,kalt::A,freddo,kalt
611,kühl::A,fresco,kühl
612,frisch::A,fresco,frisch
613,feucht::A,ùmido,feucht
614,nass::A,bagnato,nass
615,trocken::A,secco,trocken
616,voll::A,pieno,voll
617,leer::A,vuoto,leer
618,offen::A,aperto,offen
619,geschlossen::A,chiuso,geschlossen
620,sauber::A,netto,sauber
621,sauber::A,pulito,sauber
622,schmutzig::A,sporco,schmutzig
623,schmutzig::A,sùdicio,schmutzig
624,roh::A,crudo,roh
625,reif::A,maturo,reif
626,lecker::A,ghiotto,lecker
627,lecker::A,squisito,lecker
628,süß::A,dolce,süß
629,bitter::A,amaro,bitter
630,sauer::A,aspro,sauer
631,sauer::A,acerbo,sauer
632,hell::A,chiaro,hell
633,dunkel::A,buio,dunkel
634,dunkel::A,oscuro,dunkel
635,schwarz::A,nero,schwarz
636,weiß::A,bianco,weiß
637,rot::A,rosso,rot
638,gelb::A,giallo,gelb
639,blau::A,blu,blau
640,blau::A,azzurro,blau
641,grün::A,verde,grün
642,grau::A,grigio,grau
643,bunt::A,variopinto,bunt
644,billig::A,a buon prezzo,billig
645,billig::A,a buon mercato,billig
646,teuer::A,caro,teuer
647,wertvoll::A,prezioso,wertvoll
648,blind::A,cieco,blind
649,taub::A,sordo,taub
650,kräftig::A,forte,kräftig
651,kräftig::A,robusto,kräftig
652,stark::A,forte,stark
653,stark::A,vigoroso,stark
654,schwach::A,dèbole,schwach
655,fett::A,grasso,fett
656,schlank::A,snello,schlank
657,schlank::A,slanciato,schlank
658,hübsch::A,bello,hübsch
659,hübsch::A,carino,hübsch
660,böse::A,cattivo,böse
661,dumm::A,stùpido,dumm
662,faul::A,pigro,faul
663,fleißig::A,diligente,fleißig
664,geizig::A,avaro,geizig
665,klug::A,intelligente,klug
666,geschickt::A,àbile,geschickt
667,lieb::A,caro,lieb
668,lustig::A,gaio,lustig
669,lustig::A,allegro,lustig
670,sanft::A,dolce,sanft
671,hungrig::A,affamato,hungrig
672,krank::A,malato,krank
673,krank::A,infermo,krank
674,nackt::A,nudo,nackt
675,traurig::A,triste,traurig
676,lebendig::A,vivo,lebendig
677,gut::A,buono,gut
678,schlecht::A,cattivo,schlecht
679,richtig::A,giusto,richtig
680,schlimm::A,grave,schlimm
681,wahr::A,vero,wahr
682,alt::A,vecchio,alt
683,neu::A,nuovo,neu
684,ehemalig::A,vecchio,ehemalig
685,ehemalig::A,d'una_volta,ehemalig
686,alt[Lebewesen]::A,anziano,alt
687,jung::A,giovane,jung
688,arm::A,pòvero,arm
689,reich::A,ricco,reich
690,bekannt::A,noto,bekannt
691,bekannt::A,conosciuto,bekannt
692,berühmt::A,famoso,berühmt
693,berühmt::A,cèlebre,berühmt
694,fremd::A,estràneo,fremd
695,fremd::A,straniero,fremd
696,verschieden::A,diverso,verschieden
697,verschieden::A,differente,verschieden
698,nah::A,vicino,nah
699,nah::A,propinquo,nah
700,fern::A,lontano,fern
701,linker::A,sinistro,linker
702,rechter::A,destro,rechter
703,anderer::A,altro,anderer
704,erster::A,primo,erster
705,zweiter::A,secondo,zweiter
706,dritter::A,terzo,dritter
707,letzter::A,ùltimo,letzter
708,allein::ADV,solo,allein
709,allein::ADV,da solo,allein
710,auf einmal::ADV,insieme,auf einmal
711,zusammen::ADV,insieme,zusammen
712,lange::ADV,a lungo,lange
713,plötzlich::ADV,all'improvviso,plötzlich
714,sofort::ADV,sùbito,sofort
715,sofort::ADV,all'istante,sofort
716,später::ADV,più tardi,später
717,jetzt::ADV,ora,jetzt
718,jetzt::ADV,adesso,jetzt
719,heute::ADV,oggi,heute
720,morgen::ADV,domani,morgen
721,bald::ADV,presto,bald
722,bald::ADV,tra poco,bald
723,dann::ADV,allora,dann
724,gestern::ADV,ieri,gestern
725,einst::ADV,prima,einst
726,einst::ADV,un tempo,einst
727,damals::ADV,allora,damals
728,danach::ADV,poi,danach
729,danach::ADV,dopo,danach
730,vorher::ADV,prima,vorher
731,zuerst::ADV,prima,zuerst
732,zuerst::ADV,dapprima,zuerst
733,einmal::ADV,una volta,einmal
734,manchmal::ADV,talvolta,manchmal
735,manchmal::ADV,qualche volta,manchmal
736,oft::ADV,spesso,oft
737,immer::ADV,sempre,immer
738,niemals::ADV,non mai,niemals
739,hier::ADV,qua,hier
740,hierhin::ADV,qua,hierhin
741,von hier::ADV,ne,von hier
742,von hier::ADV,da qui,von hier
743,dort::ADV,lì,dort
744,dorthin::ADV,là,dorthin
745,geradeaus::ADV,diritto,geradeaus
746,vorwärts::ADV,avanti,vorwärts
747,rückwärts::ADV,all'indietro,rückwärts
748,zurück::ADV,di indietro,zurück
749,unten::ADV,giù,unten
750,unten::ADV,sotto,unten
751,hinab::ADV,giù,hinab
752,hinab::ADV,in giù,hinab
753,oben::ADV,su,oben
754,oben::ADV,sopra,oben
755,hinauf::ADV,in sù,hinauf
756,hinauf::ADV,in alto,hinauf
757,überall::ADV,dappertutto,überall
758,nicht::ADV,non,nicht
759,ein wenig::ADV,un po',ein wenig
760,ein wenig::ADV,un poco,ein wenig
761,kaum::ADV,a appena,kaum
762,sehr::ADV,molto,sehr
763,so::ADV,così,so
764,so::ADV,tanto,so
765,noch::ADV,ancora,noch
766,nur::ADV,solo,nur
767,nur::ADV,soltanto,nur
768,schon::ADV,già,schon
769,wieder::ADV,di nuovo,wieder
770,vergebens::ADV,invano,vergebens
771,vor::PRP,davanti a,vor
772,hinter::PRP,dietro,hinter
773,unter::PRP,sotto,unter
774,durch::PRP,per,durch
775,durch::PRP,attraverso,durch
776,neben::PRP,a accanto a,neben
777,zwischen::PRP,fra,zwischen
778,wegen::PRP,a causa di,wegen
779,dies::PRN,ciò,dies
780,dies::PRN,questo,dies
781,das::PRN,ciò,das
782,das::PRN,quello,das
783,alles::PRN,tutto,alles
784,ich::PRN,ìo,ich
785,du::PRN,tu,du
786,er::PRN,lui,er
787,er::PRN,egli,er
788,wir::PRN,noi,wir
789,ihr::PRN,voi,ihr
790,sie::PRN,loro,sie
791,was::FPRN,che,was
792,was::FPRN,che cosa,was
793,wer::FPRN,chi,wer
794,wo::FADV,dove,wo
795,wohin::FADV,dove,wohin
796,wie::FADV,come,wie
797,warum::FADV,perche,warum
798,wieviel::FNUM,quanto,wieviel
799,eins::NUM,uno,eins
800,zwei::NUM,due,zwei
801,drei::NUM,tre,drei
802,vier::NUM,quattro,vier
803,fünf::NUM,cinque,fünf
804,sechs::NUM,sei,sechs
805,sieben::NUM,sette,sieben
806,acht::NUM,otto,acht
