,Concept_ID,pl,ru
88,Wetter::N,pogoda,погода
89,Nebel::N,mgła,туман
90,Wolke::N,obłok,облако
91,Wolke::N,chmura,облако
92,Regen::N,deszcz,дождь
93,Schnee::N,śnieg,снег
94,Eis::N,lód,лед
95,Frost::N,mróz,мороз
96,Kälte::N,chłód,холод
97,Hitze::N,gorąco,жара
98,Raureif::N,szron,иней
99,Regenbogen::N,tęcza,радуга
100,Donner::N,grzmot,гром
101,Strömung::N,nurt,течение
102,Tropfen::N,kropla,капля
103,Schaum::N,piana,пена
104,Schmutz::N,brud,грязь
105,See::N,jezioro,озеро
106,Sumpf::N,bagno,топь
107,Moor::N,bagno,болото
108,Wiese::N,łąka,луг
109,Wald::N,las,лес
110,Hügel::N,pagórek,холм
111,Anhöhe::N,wzgórze,возвышенность
112,Berg::N,góra,гора
113,Gipfel::N,szczyt,вершина
114,Gipfel::N,wierzchołek,вершина
115,Höhle::N,pieczara,пещера
116,Abhang::N,stok,склон
117,Abhang::N,zbocze,склон
118,Quelle::N,zdrój,источник
119,Quelle::N,źródło,источник
120,Bach::N,potok,ручей
121,Bach::N,strumień,ручей
122,Fluss::N,rzeka,река
123,Ufer::N,brzeg,берег
124,Küste::N,wybrzeże,побережье
125,Festland::N,ląd,суша
126,Meer::N,morze,море
127,Bucht::N,zatoka,бухта
128,Insel::N,wyspa,остров
129,Blume::N,kwiat,цветок
130,Gras::N,trawa,трава
131,Wurzel::N,korzeń,корень
132,Baum::N,drzewo,дерево
133,Stamm::N,pień,ствол
134,Rinde::N,kora,кора
135,Ast::N,gałąź,сук
136,Zweig::N,gałąź,ветвь
137,Blatt::N,liść,лист
138,Birke::N,brzoza,береза
139,Kiefer[Baum]::N,sosna,сосна
140,Weide[Baum]::N,wierzba,ива
141,Tanne::N,jodła,ель
142,Horn::N,róg,рог
143,Feder::N,pióro,перо
144,Fell::N,futro,шкура
145,Flügel::N,skrzydło,крыло
146,Klaue::N,szpon,коготь
147,Kralle::N,pazur,лапа
148,Schwanz::N,ogon,хвост
149,Ei::N,jajko,яйцо
150,Nest::N,gniazdo,гнездо
151,Bau::N,nora,нора
152,Tier::N,zwierzę,животное
153,Herde::N,stado,стадо
154,Herde::N,trzoda,стадо
155,Kuh::N,krowa,корова
156,Bulle::N,byk,бык
157,Pferd::N,koń,лошадь
158,Schaf::N,owca,овца
159,Schwein::N,świnia,свинья
160,Hund::N,pies,собака
161,Katze::N,kot,кошка
162,Katze::N,kotka,кошка
163,Bär::N,niedźwiedż,медведь
164,Eichhörnchen::N,wiewiórka,белка
165,Elch::N,łóś,лось
166,Fuchs::N,lis,лиса
167,Hase::N,zając,заяц
168,Maus::N,mysz,мышь
169,Wolf::N,wilk,волк
170,Vogel::N,ptak,птица
171,Schwarm::N,stado,стая
172,Huhn::N,kura,курица
173,Hahn::N,kogut,петух
174,Gans::N,gęś,гусь
175,Adler::N,orzeł,орел
176,Ente::N,kaczka,утка
177,Eule::N,sowa,сова
178,Kranich::N,żuraw,журавль
179,Krähe::N,wrona,ворона
180,Kuckuck::N,kukułka,кукушка
181,Schwan::N,łabędż,лебедь
182,Fisch::N,ryba,рыба
183,Barsch::N,okoń,окунь
184,Hecht::N,szczupak,щука
185,Schlange[Tier]::N,wąż,змея
186,Schlange[Tier]::N,żmija,змея
187,Wurm::N,robak,червяк
188,Spinne::N,pająk,паук
189,Ameise::N,mrówka,муравей
190,Laus::N,wesz,вошь
191,Mücke::N,komar,комар
192,Fliege::N,mucha,муха
193,Schmetterling::N,motyl,бабочка
194,Beere::N,jagoda,ягода
195,Apfel::N,jabłko,яблоко
196,Pilz::N,grzyb,гриб
197,Zwiebel::N,cebula,луковица
198,Saat::N,siew,семя
199,Korn::N,ziarno,зерно
200,Heu::N,siano,сено
201,Schale::N,łupina,шелуха
202,Grube::N,dół,яма
203,Grube::N,jama,яма
204,Falle::N,pułapka,ловушка
205,Schlinge::N,sidła,силок
206,Spur::N,ślad,след
207,Asche::N,popiół,зола
208,Asche::N,popiół,пепел
209,Dreck::N,brud,грязь
210,Eisen::N,żelazo,железо
211,Gold::N,złoto,золото
212,Silber::N,srebro,серебро
213,Kohle::N,węgiel,уголь
214,Glas::N,szkło,стекло
215,Lehm::N,glina,глина
216,Sand::N,piasek,песок
217,Mensch::N,człowiek,человек
218,Mann::N,mężczyzna,мужчина
219,Frau::N,kobieta,женщина
220,Kind::N,dziecko,ребенок
221,Junge::N,chłopak,мальчик
222,Junge::N,chłopiec,мальчик
223,Mädchen::N,dziewczynka,девочка
224,Familie::N,rodzina,семья
225,Großvater::N,dziadek,дедушка
226,Großmutter::N,babka,бабушка
227,Eltern::N,rodzice,родители
228,Vater::N,ojciec,отец
229,Mutter::N,matka,мать
230,Sohn::N,syn,сын
231,Tochter::N,córka,дочь
232,Bruder::N,brat,брат
233,Schwester::N,siostra,сестра
234,Onkel::N,wuj,дядя
235,Onkel::N,stryj,дядя
236,Tante::N,ciotka,тетя
237,Ehemann::N,mąż,муж
238,Ehefrau::N,żona,жена
239,Freude::N,radość,радость
240,Gelächter::N,śmiech,смех
241,Glück::N,szczęście,счастье
242,Kummer::N,zmartwienie,горе
243,Wunsch::N,życzenie,желание
244,Lust::N,chęć,влечение
245,Lust::N,ochota,влечение
246,Geist::N,duch,дух
247,Gedanke::N,myśl,мысль
248,Gedächtnis::N,pamięć,память
249,Verstand::N,rozum,ум
250,Sinn::N,zmysł,смысл
251,Grund::N,powód,повод
252,Wahrheit::N,prawda,правда
253,Gespräch::N,rozmowa,беседа
254,Märchen::N,bajka,сказка
255,Erzählung::N,opowiadanie,рассказ
256,Nachricht::N,wiadomość,сообщение
257,Neuigkeit::N,nowina,новость
258,Name::N,imię,имя
259,Rätsel::N,zagadka,загадка
260,Rede::N,mowa,речь
261,Sprache::N,język,язык
262,Stimme::N,głos,голос
263,Wort::N,słowo,слово
264,Zeichen::N,znak,знак
265,Ruf::N,wołanie,зов
266,Lärm::N,hałas,шум
267,Lärm::N,zgiełk,шум
268,Laut::N,dźwięk,звук
269,Ton::N,ton,звучание
270,Ton::N,dźwięk,звучание
271,Lied::N,pieśń,песня
272,Lied::N,piosenka,песня
273,Ruhe::N,spokój,покой
274,Leute::N,ludzie,люди
275,Volk::N,naród,народ
276,Arbeit::N,praca,работа
277,Arbeit::N,robota,работа
278,Gast::N,gość,гость
279,Geschenk::N,prezent,подарок
280,Geschenk::N,podarunek,подарок
281,Spiel::N,gra,игра
282,Spiel::N,zabawa,игра
283,Gesellschaft::N,towarzystwo,общество
284,Hilfe::N,pomoc,помощь
285,Freund::N,przyjaciel,друг
286,Kamerad::N,kolega,приятель
287,Angelegenheit::N,sprawa,дело
288,Anzahl::N,ilość,количество
289,Art::N,rodzaj,вид
290,Stück::N,kawałek,кусок
291,Teil::N,część,часть
292,Hälfte::N,połowa,половина
293,Kreis::N,krąg,круг
294,Kreuz::N,krzyż,крест
295,Linie::N,linia,линия
296,Strich::N,kreska,черта
297,Abstand::N,odstęp,промежуток
298,Entfernung::N,odległość,расстояние
299,Gegend::N,okolica,местность
300,Platz::N,miejsce,пространство
301,Ort::N,miejsce,место
302,Seite::N,bok,сторона
303,Seite::N,strona,сторона
304,Mitte::N,środek,середина
305,Gegenstand::N,przedmiot,предмет
306,Sache::N,rzecz,вещь
307,Rand::N,skraj,край
308,Rand::N,krawędź,край
309,Kante::N,kant,ребро
310,Kante::N,krawędź,ребро
311,Ecke::N,róg,угол
312,Spitze::N,ostrze,кончик
313,Ende::N,koniec,конец
314,Loch::N,dziura,дыра
315,Winkel::N,kąt,угол
316,Winkel::N,kącik,угол
317,Muster::N,wzór,узор
318,Größe::N,rozmiar,размер
319,Größe::N,wielkość,размер
320,Länge::N,długość,длина
321,Höhe::N,wysokość,высота
322,Gewicht::N,ciężar,вес
323,Menge::N,ilość,количество
324,Haufen::N,kupa,куча
325,Reihe::N,rząd,ряд
326,Reihe::N,szereg,ряд
327,Boot::N,łódź,лодка
328,Boot::N,łódka,лодка
329,Ruder::N,wiosło,весло
330,Schlitten::N,sanki,сани
331,Ski::N,narta,лыжа
332,Lagerfeuer::N,ognisko,костер
333,Last::N,ciężar,тяжесть
334,Last::N,brzemię,тяжесть
335,Gang::N,chód,ход
336,Schritt::N,krok,шаг
337,Norden::N,północ,север
338,Süden::N,południe,юг
339,Westen::N,zachód,запад
340,Osten::N,wschód,восток
341,Holz::N,drzewo,древесина
342,Brett::N,deska,доска
343,Platte::N,płyta,плита
344,Stütze::N,podpora,подпорка
345,Stange::N,drąg,жердь
346,Stange::N,żerdź,жердь
347,Stock::N,kij,палка
348,Stock::N,laska,палка
349,Stab::N,pręt,шест
350,Rohr::N,rura,труба
351,Haus::N,dom,дом
352,Heim::N,dom,дом
353,Ofen::N,piec,печь
354,Fußboden::N,podłoga,пол
355,Tisch::N,stół,стол
356,Stuhl::N,krzesło,стул
357,Wiege::N,kołyska,колыбель
358,Bett::N,łóżko,постель
359,Bett::N,pościel,постель
360,Regal::N,regał,полка
361,Kiste::N,skrzynia,ящик
362,Fenster::N,okno,окно
363,Tür::N,drzwi,дверь
364,Tor::N,brama,ворота
365,Zaun::N,płot,забор
366,Zaun::N,parkan,забор
367,Dach::N,dach,крыша
368,Leiter::N,drabina,лестница
369,Besen::N,miotła,метла
370,Spaten::N,rydel,лопата
371,Schaufel::N,łopata,совок
372,Gabel::N,widelec,вилка
373,Löffel::N,łyżka,ложка
374,Messer::N,nóż,нож
375,Nagel::N,gwóźdź,гвоздь
376,Netz::N,sieć,сеть
377,Haken::N,hak,крюк
378,Griff::N,chwyt,ручка
379,Schloss::N,zamek,замок
380,Bild::N,obraz,картина
381,Figur::N,figura,фигура
382,Puppe::N,lalka,кукла
383,Beutel::N,torba,мешок
384,Bündel::N,wiązka,связка
385,Tasche::N,torba,сумка
386,Eimer::N,kubeł,ведро
387,Eimer::N,wiadro,ведро
388,Deckel::N,przykrywka,крышка
389,Geschirr::N,statki,посуда
390,Geschirr::N,naczynia,посуда
391,Sack::N,worek,мешок
392,Tasse::N,filiżanka,чашка
393,Topf::N,garnek,кастрюля
394,Kessel::N,kocioł,котел
395,Essen::N,jedzenie,еда
396,Nahrung::N,pokarm,пища
397,Nahrung::N,pożywienie,пища
398,Speise::N,potrawa,блюдо
399,Speise::N,potrawa,кушанье
400,Speise::N,jedzenie,блюдо
401,Speise::N,jedzenie,кушанье
402,Fleisch::N,mięso,мясо
403,Getreide::N,zboże,хлеб
404,Brei::N,kasza,каша
405,Brot::N,chleb,хлеб
406,Scheibe::N,kromka,ломоть
407,Fett::N,tłuszcz,жир
408,Butter::N,masło,масло
409,Öl::N,olej,масло
410,Salz::N,sól,соль
411,Suppe::N,zupa,суп
412,Honig::N,miód,мед
413,Milch::N,mleko,молоко
414,Tee::N,herbata,чай
415,Leder::N,skóra,кожа
416,Wolle::N,wełna,шерсть
417,Stoff::N,tkanina,ткань
418,Stoff::N,materiał,ткань
419,Nadel::N,igła,игла
420,Faden::N,nić,нитка
421,Faden::N,nitka,нитка
422,Knopf::N,guzik,пуговица
423,Knoten::N,węzeł,узел
424,Farbe::N,farba,краска
425,Kleidung::N,odzież,одежда
426,Hemd::N,koszula,рубашка
427,Kragen::N,kołnierz,воротник
428,Ärmel::N,rękaw,рукав
429,Hose::N,spodnie,брюки
430,Gürtel::N,pasek,пояс
431,Mütze::N,czapka,шапка
432,Schuh::N,but,ботинок
433,Schuh::N,bucik,ботинок
434,Stiefel::N,but,сапог
435,Stiefel::N,kozak,сапог
436,Ring::N,pierścień,кольцо
437,Band::N,wstęga,лента
438,Kamm::N,grzebień,расческа
439,Spiegel::N,lustro,зеркало
440,Riemen::N,rzemień,ремень
441,Schnur::N,sznur,веревка
442,Leine::N,smycz,поводок
443,Decke::N,kołdra,одеяло
444,Kissen::N,poduszka,подушка
445,Tuch::N,chustka,платок
446,Handtuch::N,ręcznik,полотенце
447,Kraft::N,moc,сила
448,Kraft::N,siła,сила
449,Stärke::N,moc,крепость
450,Stärke::N,siła,крепость
451,Gesundheit::N,zdrowie,здоровье
452,Krankheit::N,choroba,болезнь
453,Schmerz::N,ból,боль
454,Wunde::N,rana,рана
455,Fieber::N,gorączka,лихорадка
456,Fieber::N,gorączka,температура
457,Arznei::N,lekarstwo,лекарство
458,Brücke::N,most,мост
459,Brunnen::N,studnia,колодец
460,Weide::N,pastwisko,пастбище
461,Pfad::N,ścieżka,тропа
462,Weg::N,droga,путь
463,Weg::N,droga,дорога
464,Straße::N,ulica,улица
465,Straße::N,ulica,дорога
466,Dorf::N,wieś,деревня
467,Stadt::N,miasto,город
468,Brief::N,list,письмо
469,Buch::N,książka,книга
470,Buchstabe::N,litera,буква
471,Zeitung::N,gazeta,газета
472,Zeitung::N,dziennik,газета
473,Leben::N,życie,жизнь
474,Tod::N,śmierć,смерть
475,Grab::N,grób,могила
476,Kirche::N,kościół,церковь
477,Sünde::N,grzech,грех
478,Gott::N,bóg,бог
479,Arbeiter::N,robotnik,рабочий
480,Chef::N,szef,начальник
481,Meister::N,mistrz,мастер
482,Meister::N,majster,мастер
483,Arzt::N,lekarz,врач
484,Lehrer::N,nauczyciel,учитель
485,Geld::N,pieniądze,деньги
486,Geschäft::N,sprawa,занятие
487,Geschäft::N,interes,занятие
488,Laden::N,sklep,магазин
489,Preis::N,cena,цена
490,Ware::N,towar,товар
491,Nutzen::N,pożytek,выгода
492,Reichtum::N,bogactwo,богатство
493,Welt::N,świat,мир
494,Land::N,kraj,страна
495,Staat::N,państwo,государство
496,König::N,król,король
497,Macht::N,władza,власть
498,Grenze::N,granica,граница
499,Krieg::N,wojna,война
500,Feind::N,wróg,враг
501,Gewalt::N,władza,насилие
502,Kampf::N,bój,борьба
503,Kampf::N,walka,борьба
504,Bogen[Waffe]::N,łuk,лук
505,Pfeil::N,strzała,стрела
506,Gewehr::N,karabin,ружье
507,Fehler::N,błąd,ошибка
508,Lüge::N,kłamstwo,ложь
509,Schaden::N,szkoda,вред
510,Unglück::N,nieszczęście,беда
511,Schuld::N,wina,вина
512,Alter::N,wiek,возраст
513,Schluss::N,koniec,окончание
514,Schluss::N,zakończenie,окончание
515,Zeit::N,czas,время
516,Tag::N,dzień,день
517,Morgen::N,ranek,утро
518,Morgen::N,poranek,утро
519,Mittag::N,południe,полдень
520,Abend::N,wieczór,вечер
521,Nacht::N,noc,ночь
522,Woche::N,tydzień,неделя
523,Monat::N,miesiąc,месяц
524,Jahr::N,rok,год
525,Frühling::N,wiosna,весна
526,Sommer::N,lato,лето
527,Herbst::N,jesień,осень
528,Winter::N,zima,зима
529,Januar::N,styczeń,январь
530,Februar::N,luty,февраль
531,März::N,marzec,март
532,April::N,kwiecień,апрель
533,Mai::N,maj,май
534,Juni::N,czerwiec,июнь
535,Juli::N,lipiec,июль
536,August::N,sierpień,август
537,September::N,wrzesień,сентябрь
538,Oktober::N,październik,октябрь
539,November::N,listopad,ноябрь
540,Dezember::N,grudzień,декабрь
541,Montag::N,poniedziałek,понедельник
542,Dienstag::N,wtorek,вторник
543,Mittwoch::N,środa,среда
544,Donnerstag::N,czwartek,четверг
545,Freitag::N,piątek,пятница
546,Samstag::N,sobota,суббота
547,Sonntag::N,niedziela,воскресенье
548,groß::A,duży,большой
549,groß::A,wielki,большой
550,klein::A,mały,маленький
551,lang::A,długi,длинный
552,kurz::A,krótki,короткий
553,breit::A,szeroki,широкий
554,schmal::A,wąski,узкий
555,dicht::A,gęsty,густой
556,dick[Gegenstand]::A,gruby,толстый
557,dünn::A,cienki,тонкий
558,fein::A,drobny,тонкий
559,fest::A,mocny,крепкий
560,fest::A,twardy,крепкий
561,flach::A,płaski,плоский
562,glatt::A,gładki,гладкий
563,hart::A,twardy,твердый
564,weich::A,miękki,мягкий
565,rund::A,okrągły,круглый
566,spitz::A,spiczasty,остроконечный
567,scharf::A,ostry,острый
568,stumpf::A,tępy,тупой
569,schwer::A,ciężki,тяжелый
570,schön::A,ładny,красивый
571,schön::A,piękny,красивый
572,heiß::A,gorący,жаркий
573,warm::A,ciepły,теплый
574,kalt::A,zimny,холодный
575,kühl::A,chłodny,прохладный
576,frisch::A,świeży,свежий
577,feucht::A,wilgotny,влажный
578,nass::A,mokry,мокрый
579,trocken::A,suchy,сухой
580,voll::A,pełny,полный
581,voll::A,pełny,наполненный
582,leer::A,pusty,пустой
583,leer::A,próżny,пустой
584,offen::A,otwarty,открытый
585,geschlossen::A,zamknięty,закрытый
586,sauber::A,czysty,чистый
587,schmutzig::A,brudny,грязный
588,roh::A,surowy,сырой
589,reif::A,dojrzały,зрелый
590,lecker::A,smaczny,вкусный
591,süß::A,słodki,сладкий
592,bitter::A,gorzki,горький
593,sauer::A,kwaśny,кислый
594,hell::A,jasny,светлый
595,dunkel::A,ciemny,темный
596,schwarz::A,czarny,черный
597,weiß::A,biały,белый
598,rot::A,czerwony,красный
599,gelb::A,żółty,желтый
600,blau::A,błękitny,синий
601,blau::A,niebieski,синий
602,grün::A,zielony,зеленый
603,grau::A,szary,серый
604,bunt::A,barwny,пестрый
605,billig::A,tani,дешевый
606,teuer::A,drogi,дорогой
607,wertvoll::A,cenny,ценный
608,blind::A,ślepy,слепой
609,taub::A,głuchy,глухой
610,kräftig::A,mocny,могучий
611,stark::A,silny,сильный
612,schwach::A,słaby,слабый
613,fett::A,tłusty,жирный
614,schlank::A,smukły,стройный
615,hübsch::A,ładny,прелестный
616,böse::A,zły,злой
617,dumm::A,głupi,глупый
618,faul::A,leniwy,ленивый
619,fleißig::A,pilny,прилежный
620,geizig::A,skąpy,жадный
621,klug::A,mądry,умный
622,geschickt::A,zręczny,искусный
623,lieb::A,miły,милый
624,lustig::A,wesoły,веселый
625,sanft::A,łagodny,нежный
626,hungrig::A,głodny,голодный
627,krank::A,chory,больной
628,nackt::A,nagi,голый
629,traurig::A,smutny,грустный
630,lebendig::A,żywy,живой
631,gut::A,dobry,хороший
632,schlecht::A,zły,плохой
633,richtig::A,słuszny,правильный
634,richtig::A,właściwy,правильный
635,schlimm::A,zły,отвратительный
636,schlimm::A,zły,мерзкий
637,wahr::A,prawdziwy,настоящий
638,alt::A,stary,старый
639,neu::A,nowy,новый
640,ehemalig::A,były,бывший
641,alt[Lebewesen]::A,stary,пожилой
642,jung::A,młody,молодой
643,arm::A,ubogi,бедный
644,arm::A,biedny,бедный
645,reich::A,bogaty,богатый
646,bekannt::A,znany,знакомый
647,berühmt::A,słynny,знаменитый
648,fremd::A,obcy,чужой
649,fremd::A,cudzy,чужой
650,verschieden::A,różny,разный
651,nah::A,bliski,близкий
652,fern::A,daleki,далекий
653,linker::A,lewy,левый
654,rechter::A,prawy,правый
655,anderer::A,inny,другой
656,erster::A,pierwszy,первый
657,zweiter::A,drugi,второй
658,dritter::A,trzeci,третий
659,letzter::A,ostatni,последний
660,allein::ADV,sam,один
661,auf einmal::ADV,naraz,сразу
662,zusammen::ADV,razem,вместе
663,lange::ADV,długo,долго
664,plötzlich::ADV,nagle,вдруг
665,sofort::ADV,natychmiast,тотчас
666,später::ADV,później,позже
667,jetzt::ADV,teraz,сейчас
668,jetzt::ADV,obecnie,сейчас
669,heute::ADV,dziś,сегодня
670,heute::ADV,dzisiaj,сегодня
671,morgen::ADV,jutro,завтра
672,bald::ADV,wkrótce,скоро
673,dann::ADV,potem,потом
674,gestern::ADV,wczoraj,вчера
675,einst::ADV,kiedyś,однажды
676,einst::ADV,niegdyś,однажды
677,damals::ADV,wtedy,тогда
678,damals::ADV,wówczas,тогда
679,danach::ADV,następnie,затем
680,vorher::ADV,przedtem,раньше
681,zuerst::ADV,naprzód,сперва
682,zuerst::ADV,najpierw,сперва
683,einmal::ADV,raz,раз
684,manchmal::ADV,czasem,иногда
685,oft::ADV,często,часто
686,immer::ADV,zawsze,всегда
687,niemals::ADV,nigdy,никогда
688,hier::ADV,tu,здесь
689,hier::ADV,tutaj,здесь
690,hierhin::ADV,tu,сюда
691,von hier::ADV,stąd,отсюда
692,dort::ADV,tam,там
693,dorthin::ADV,tam,туда
694,geradeaus::ADV,prosto,прямо
695,vorwärts::ADV,naprzód,вперед
696,rückwärts::ADV,wstecz,назад
697,zurück::ADV,z powrotem,обратно
698,unten::ADV,u dołu,внизу
699,unten::ADV,na dole,внизу
700,hinab::ADV,na_dół,вниз
701,hinab::ADV,w_dół,вниз
702,oben::ADV,w górze,наверху
703,oben::ADV,na górze,наверху
704,hinauf::ADV,w górę,вверх
705,hinauf::ADV,na górę,вверх
706,überall::ADV,wszędzie,везде
707,nicht::ADV,nie,не
708,ein wenig::ADV,trochę,немного
709,kaum::ADV,ledwie,едва
710,kaum::ADV,prawie nie,едва
711,sehr::ADV,bardzo,очень
712,so::ADV,tak,так
713,noch::ADV,jeszcze,еще
714,nur::ADV,tylko,только
715,schon::ADV,już,уже
716,wieder::ADV,znów,опять
717,wieder::ADV,znowu,опять
718,vergebens::ADV,na próżno,напрасно
719,vor::PRP,przed,перед
720,hinter::PRP,za,за
721,hinter::PRP,za,позади
722,unter::PRP,pod,под
723,durch::PRP,przez,сквозь
724,neben::PRP,obok,возле
725,zwischen::PRP,między,между
726,wegen::PRP,z powodu,из-за
727,dies::PRN,to,это
728,das::PRN,to,то
729,alles::PRN,wszystko,все
730,ich::PRN,ja,я
731,du::PRN,ty,ты
732,er::PRN,on,он
733,wir::PRN,my,мы
734,ihr::PRN,wy,вы
735,sie::PRN,oni,они
736,was::FPRN,co,что
737,wer::FPRN,kto,кто
738,wo::FADV,gdzie,где
739,wohin::FADV,dokąd,куда
740,wie::FADV,jak,как
741,warum::FADV,dlaczego,почему
742,wieviel::FNUM,ile,сколько
743,eins::NUM,jeden,один
744,zwei::NUM,dwa,два
745,drei::NUM,trzy,три
746,vier::NUM,cztery,четыре
747,fünf::NUM,pięć,пять
748,sechs::NUM,sześć,шесть
749,sieben::NUM,siedem,семь
750,acht::NUM,osiem,восемь
751,neun::NUM,dziewięć,девять
752,zehn::NUM,dziesięć,десять
753,elf::NUM,jedenaście,одиннадцать
754,zwölf::NUM,dwanaście,двенадцать
755,zwanzig::NUM,dwadzieścia,двадцать
756,dreißig::NUM,trzydzieści,тридцать
757,vierzig::NUM,czterdzieści,сорок
758,fünfzig::NUM,pięćdziesiąt,пятьдесят
759,sechzig::NUM,sześćdziesiąt,шестьдесят
760,siebzig::NUM,siedemdziesiąt,семьдесят
761,achtzig::NUM,osiemdziesiąt,восемьдесят
762,neunzig::NUM,dziewięćdziesiąt,девяносто
763,hundert::NUM,sto,сто
764,tausend::NUM,tysiąc,тысяча
765,und::CNJ,i,и
766,oder::CNJ,lub,или
767,oder::CNJ,lub,либо
768,oder::CNJ,albo,или
769,oder::CNJ,albo,либо
770,stehen::V,stać,стоять
771,sitzen::V,siedzieć,сидеть
772,liegen::V,leżeć,лежать
773,hängen::V,wisieć,висеть
774,werden::V,zostać,стать
775,werden::V,stać się,стать
776,passieren::V,dziać się,случиться
777,passieren::V,zdarzyć się,случиться
778,beginnen::V,zacząć się,начаться
779,enden::V,kończyć się,кончиться
780,wechseln::V,zmienić się,меняться
781,aufgehen[Sonne]::V,wzejść,взойти
782,untergehen[Sonne]::V,zajść,зайти
783,scheinen[Sonne]::V,świecić,светить
784,donnern::V,grzmieć,греметь
785,wehen::V,wiać,дуть
786,strömen::V,płynąć,литься
787,strömen::V,lać się,литься
788,fließen::V,ciec,течь
789,fließen::V,płynąć,течь
790,sich drehen::V,obracać się,вращаться
791,schwanken::V,chwiać się,колебаться
792,schwingen::V,wahać się,качаться
793,fallen::V,padać,падать
794,brennen::V,palić się,гореть
795,rauchen::V,dymić,дымить
796,rauchen::V,dymić się,дымить
797,regnen::V,padać,дождить
798,gefrieren::V,zamarznąć,замерзнуть
799,tauen::V,tajać,таять
800,schmelzen::V,topnieć,плавиться
801,trocknen::V,schnąć,сохнуть
802,sieden::V,wrzeć,кипеть
803,sieden::V,kipieć,кипеть
804,faulen::V,gnić,гнить
805,verfaulen::V,zgnić,сгнить
806,reißen::V,urywać się,рваться
807,versinken::V,tonąć,тонуть
808,vergehen::V,przechodzić,проходить
809,erscheinen::V,zjawiać się,появиться
810,verschwinden::V,zniknąć,исчезнуть
811,sinken::V,spadać,спадать
812,abnehmen::V,spadać,уменьшиться
813,zunehmen::V,wzrosnąć,увеличиваться
814,steigen::V,wzrastać,подниматься
815,wachsen::V,rosnąć,расти
816,glänzen::V,błyszczeć,блестеть
817,funkeln::V,zabłyszczeć,сверкать
818,lärmen::V,hałasować,шуметь
819,läuten::V,dzwonić,звонить
820,klingeln::V,dzwonić,звонить
821,klirren::V,brzęczeć,звякать
822,brausen::V,huczeć,бушевать
823,rauschen::V,szumieć,шелестеть
824,rauschen::V,szeleścić,шелестеть
825,klingen::V,brzmieć,звучать
826,klingen::V,dźwięczeć,звучать
827,bellen::V,szczekać,лаять
828,heulen::V,wyć,выть
