,Concept_ID,sv,sah
790,das::PRN,det,били
791,alles::PRN,allt,барыта
792,ich::PRN,jag,мин
793,du::PRN,du,эн
794,er::PRN,han,кнни
795,wir::PRN,vi,биһиги
796,ihr::PRN,ni,эһиги
797,sie::PRN,de,кинилэр
798,was::FPRN,vad,туох
799,wer::FPRN,vem,ким
800,wo::FADV,var,ханна
801,wohin::FADV,vart,ханна
802,wie::FADV,hur,хайдах
803,warum::FADV,varför,тоҕо
804,wieviel::FNUM,hur mycket,төһө
805,eins::NUM,en,биир
806,eins::NUM,ett,биир
807,zwei::NUM,två,икки
808,drei::NUM,tre,үс
809,vier::NUM,fyra,түөрт
810,fünf::NUM,fem,биэс
811,sechs::NUM,sex,алта
812,sieben::NUM,sju,сэттэ
813,acht::NUM,åtta,аҕыс
814,neun::NUM,nio,тоҕус
815,zehn::NUM,tio,уон
816,elf::NUM,elva,уон биир
817,zwölf::NUM,tolv,уон икки
818,zwanzig::NUM,tjugo,сүүрбэ
819,dreißig::NUM,trettio,отут
820,vierzig::NUM,fyrtio,түөрт уон
821,fünfzig::NUM,femtio,биэс уон
822,sechzig::NUM,sextio,алта уон
823,siebzig::NUM,sjuttio,сэттэ уон
824,achtzig::NUM,åttio,аҕыс уон
825,neunzig::NUM,nittio,тоҕус уонус
826,hundert::NUM,hundra,сүүс
827,tausend::NUM,tusen,тыһыынча
828,und::CNJ,och,да
829,und::CNJ,och,уонна
830,und::CNJ,och,итиэннэ
831,oder::CNJ,eller,эбэтэр
832,stehen::V,stå,тур
833,sitzen::V,sitta,олор
834,liegen::V,ligga,сыт
835,hängen::V,hänga,санньылый
836,werden::V,bli,буол
837,passieren::V,ske,буол
838,passieren::V,hända,буол
839,beginnen::V,börja,саҕалан
840,enden::V,ända,бүт
841,wechseln::V,växla,уларый
842,aufgehen[Sonne]::V,gå upp,ой
843,untergehen[Sonne]::V,gå ned,киир
844,scheinen[Sonne]::V,skina,сырдат
845,donnern::V,dundra,эт
846,wehen::V,blåsa,үр
847,strömen::V,forsa,кутулун
848,strömen::V,strömma,кутулун
849,fließen::V,flyta,сүүр
850,sich drehen::V,snurra,эргий
851,schwanken::V,vackla,биэтэҥнээ
852,schwingen::V,svinga,эйэҥнээ
853,fallen::V,falla,оҕут
854,brennen::V,brinna,умай
855,rauchen::V,ryka,буруолаа
856,regnen::V,regna,самыырдаа
857,gefrieren::V,frysa,тоҥ
858,tauen::V,töa,ир
859,schmelzen::V,smälta,уулун
860,trocknen::V,torka,куур
861,sieden::V,koka,оргуй
862,sieden::V,sjuda,оргуй
863,faulen::V,ruttna,сытый
864,verfaulen::V,ruttna,сытыйан_хаал
865,reißen::V,brista,хайыт
866,reißen::V,brista,быһытталан
867,versinken::V,sjunka,тимир
868,versinken::V,sjunka,батылын
869,vergehen::V,förgå,дьай
870,erscheinen::V,synas,көһүн
871,erscheinen::V,visa sig,көһүн
872,verschwinden::V,försvinna,сүт
873,sinken::V,sjunka,намтаа
874,abnehmen::V,avta,аччаа
875,abnehmen::V,minskas,аччаа
876,zunehmen::V,tilltaga,элбээ
877,steigen::V,stiga,үрдээ
878,wachsen::V,växa,үүн
879,glänzen::V,glimma,кылбай
880,funkeln::V,tindra,күлүмнээ
881,funkeln::V,tindra,күлүмүрдээ
882,funkeln::V,gnistra,күлүмнээ
883,funkeln::V,gnistra,күлүмүрдээ
884,lärmen::V,bråka,тыаһаа
885,lärmen::V,väsnas,тыаһаа
886,läuten::V,ringa,собуоннаа
887,klingeln::V,ringa,линкинээ
888,klirren::V,klirra,айгырат
889,brausen::V,brusa,сирилээ
890,rauschen::V,susa,суугунаа
891,klingen::V,låta,доргуй
892,klingen::V,klinga,доргуй
893,bellen::V,skälla,үр
894,heulen::V,yla,улуй
895,heulen::V,tjuta,улуй
896,blasen::V,blåsa,үр
897,pfeifen::V,vissla,иһиир
898,schreien::V,skrika,кылан
899,schreien::V,skrika,хаһыытаа
900,stöhnen::V,stöna,ынчыктаа
901,zittern::V,darra,титирээ
902,zittern::V,darra,дьигиһий
903,zittern::V,skälva,титирээ
904,zittern::V,skälva,дьигиһий
905,leben::V,leva,олор
906,geboren werden::V,födas,төрөө
907,atmen::V,andas,тыын
908,trinken::V,dricka,ис
909,essen::V,äta,аһаа
910,schlucken::V,svälja,ыйыһын
911,müde werden::V,tröttna,сылай
912,einschlafen::V,somna,утуйан хаал
913,schlafen::V,sova,утуй
914,schlafen::V,sova,утуйа сыт
915,aufwachen::V,vakna,уһугун
916,aufstehen::V,stiga upp,тур
917,sich erholen::V,repa sig,сынньан
918,sich erholen::V,hämta sig,сынньан
919,krank werden::V,insjukna,ыарый
920,krank sein::V,vara sjuk,ыарый
921,krank sein::V,vara sjuk,ыарыт
922,schmerzen::V,smärta,ыарыт
923,schmerzen::V,göra ont,ыарыт
924,husten::V,hosta,сөтөлүн
925,genesen::V,tillfriskna,көн
926,sterben::V,dö,өл
927,umkommen::V,omkomma,өл
928,umkommen::V,omkomma,оҕут
929,sich bewegen::V,röra sig,хамсаа
930,sich rühren::V,röra på sig,хамсаа
931,sich erheben::V,resa sig,тур
932,sich setzen::V,sätta sig,олор
933,hinfallen::V,falla omkull,оҕут
934,laufen::V,löpa,хаам
935,schreiten::V,skrida,атыллаа
936,spazierengehen::V,promenera,дьаарбай
937,eilen::V,ila,тиэтэй
938,sich beeilen::V,skynda sig,ыксаа
939,sausen::V,susa,элээр
940,rennen::V,löpa,сүүрэкэлээ
941,rennen::V,springa,сүүрэкэлээ
942,springen::V,hoppa,ой
943,springen::V,hoppa,ыстан
944,klettern::V,klättra,ытын
945,schaukeln::V,gunga,эйэҥнээ
946,schaukeln::V,gunga,биэрэҥнээ
947,kriechen::V,kräla,сыыл
948,schwimmen::V,simma,уһун
949,schwimmen::V,simma,харбаа
950,tauchen::V,dyka,умус
951,rudern::V,ro,эрт
952,fahren::V,köra,айаннаа
953,fliegen::V,flyga,көт
954,gehen::V,gå,бар
955,weggehen::V,gå bort,бар
956,abfahren::V,resa,бар
957,abfahren::V,avresa,бар
958,anhalten::V,stanna,тохтоо
959,hineingehen::V,gå in,киир
960,eintreten::V,träda in,киир
961,kommen::V,komma,кэл
962,ankommen::V,ankomma,кэл
963,ankommen::V,ankomma,тиий
964,zurückkommen::V,återkomma,төнүн
965,bleiben::V,bli,хаал
966,bleiben::V,förbli,хаал
967,warten::V,vänta,көһүт
968,erwarten::V,vänta,күүт
969,erwarten::V,vänta,көһүт
970,suchen::V,leta,ирдээ
971,suchen::V,leta,көрдөө
972,finden::V,finna,бул
973,versuchen::V,försöka,сорун
974,vorbereiten::V,förbereda,бэлэмнээ
975,lieben::V,älska,таптаа
976,mögen::V,tycka om,сөбүл
977,lachen::V,skratta,күл
978,rühren::V,röra,долгут
979,weinen::V,gråta,ытаа
980,schimpfen::V,skälla,үөҕүс
981,sich ärgern::V,förargas,кыыһыр
982,sich ärgern::V,förargas,кыйахан
983,sich fürchten::V,vara rädd,куттан
984,sich fürchten::V,vara rädd,дьиксин
985,fürchten::V,frukta,дьиксин
986,fürchten::V,frukta,куттан
987,fliehen::V,fly,күрээ
988,fliehen::V,rymma,күрээ
989,flüchten::V,fly,күрээ
990,sehen::V,se,көр
991,anschauen::V,se på,көр
992,anschauen::V,betrakta,көр
993,ansehen::V,åse,көр
994,hören::V,höra,бил
995,hören::V,höra,иһит
996,zuhören::V,höra på,иһит
997,zuhören::V,lyssna till,иһит
998,probieren::V,smaka,боруобалаан көр
999,probieren::V,smaka,амсайан көр
1000,probieren::V,smaka på,боруобалаан көр
1001,probieren::V,smaka på,амсайан көр
1002,riechen::V,lukta,сытырҕаа
1003,fühlen::V,känna,бил
1004,scheinen::V,verka,көһүн
1005,scheinen::V,tyckas,көһүн
1006,zu sehen sein::V,synas,көһүн
1007,zu sehen sein::V,kunna ses,көһүн
1008,vernehmen::V,få veta,иһит
1009,vernehmen::V,förnimma,иһит
1010,frieren::V,frysa,тоҥ
1011,frieren::V,frysa,үлүй
1012,tun::V,göra,гын
1013,können::V,kunna,кыай
1014,wollen::V,vilja,баҕар
1015,anfangen::V,börja,саҕалаа
1016,beenden::V,avsluta,бүтэр
1017,aufhören::V,sluta,уурай
1018,aufhören::V,upphöra,уурай
1019,gelingen::V,lyckas,сатан
1020,geraten::V,bli,баар буолан биэр
1021,geraten::V,bli,баар буола тус
1022,geraten::V,bli,буолан таҕыс
1023,öffnen::V,öppna,ас
1024,schließen::V,låsa,сап
1025,schließen::V,låsa,хатаа
1026,schließen::V,stänga,сап
1027,schließen::V,stänga,хатаа
1028,stellen::V,ställa,уур
1029,stellen::V,ställa,туруор
1030,setzen::V,sätta,туруор
1031,setzen::V,sätta,уур
1032,legen::V,lägga,уур
1033,berühren::V,beröra,тыыт
1034,berühren::V,beröra,таарый
1035,verbinden::V,förbinda,кэлгий
1036,bedecken::V,täcka,бүрүй
1037,bedecken::V,betäcka,бүрүй
1038,aufhängen::V,hänga,ыйаа
1039,aufhängen::V,hänga upp,ыйаа
1040,anzünden::V,tända,умат
1041,anzünden::V,antända,умат
1042,anzünden::V,tända på,умат
1043,aufheben::V,lyfta,өрө тарт
1044,zurücklassen::V,lämna,бырах
1045,zurücklassen::V,efterlämna,бырах
1046,verlieren::V,mista,сүтэр
1047,verlieren::V,förlora,сүтэр
1048,fallen lassen::V,tappa,түһэр
1049,fallen lassen::V,tappa,мүлчү тут
1050,fallen lassen::V,släppa,түһэр
1051,fallen lassen::V,släppa,мүлчү тут
1052,machen::V,göra,оҥор
1053,machen::V,göra,оҥоһун
1054,herstellen::V,tillverka,оҥор
1055,herstellen::V,framställa,оҥор
1056,bauen::V,bygga,тут
1057,reparieren::V,reparera,абырахтаа
1058,verbessern::V,rätta,тупсар
1059,verbessern::V,förbättra,тупсар
1060,ändern::V,ändra,уларыт
1061,ändern::V,förändra,уларыт
1062,graben::V,gräva,хас
1063,beugen::V,böja,бокут
1064,beugen::V,böja,токурут
1065,beugen::V,böja,бүк баттаа
1066,biegen::V,böja,иэх
1067,biegen::V,böja,өҕүлүннэр
1068,biegen::V,kröka,иэх
1069,biegen::V,kröka,өҕүлүннэр
1070,drehen::V,vrida,эргит
1071,drehen::V,vrida,эргичит
1072,wenden::V,vända,эргилин
1073,umdrehen::V,vrida om,түҥнэр
1074,heben::V,häva,көтөх
1075,hochheben::V,lyfta,таһаар
1076,ergreifen::V,gripa,тут
1077,halten::V,hålla,тут
1078,drücken::V,trycka,ык
1079,schieben::V,skjuta,ас
1080,kratzen::V,riva,кыһыы
1081,kratzen::V,skrapa,кыһыы
1082,lecken::V,slicka,салаа
1083,beißen::V,bita,ытыр
1084,abreißen::V,slita_av,быһа тарт
1085,abreißen::V,slita_av,туура тарт
1086,abreißen::V,riva_av,быһа тарт
1087,abreißen::V,riva_av,туура тарт
1088,abschneiden::V,skära av,быс
1089,abschneiden::V,skära av,быһан ыл
1090,abschneiden::V,skära av,быһа баттаа
1091,binden::V,binda,кэлгий
1092,stecken::V,sticka,батары ас
1093,brechen::V,bryta,тоһут
1094,brechen::V,brista,тоһут
1095,klopfen::V,banka,тоҥсуй
1096,klopfen::V,klappa,тоҥсуй
1097,hauen::V,hugga,оҕус
1098,kleben::V,klistra,силимнээ
1099,reiben::V,gnida,аал
1100,streichen::V,smörja,сыбаа
1101,schleifen::V,slipa,чочуй
1102,schneiden::V,skära,быс
1103,schneiden::V,klippa,быс
1104,rütteln::V,skaka,иэҕэҥнэт
1105,schütteln::V,rista,сахсый
1106,schwenken::V,svänga,дайбаа
1107,schütten::V,hälla,кут
1108,füllen::V,fylla,толор
1109,einwickeln::V,slå in,суулаа
1110,einwickeln::V,veckla in,суулаа
1111,tragen::V,bära,ит
1112,schleppen::V,släpa,сос
1113,ziehen::V,dra,тарт
1114,aufbewahren::V,förvara,уур
1115,aufbewahren::V,förvara,харай
1116,aufbewahren::V,ta vara på,уур
1117,aufbewahren::V,ta vara på,харай
1118,werfen::V,kasta,бырах
1119,fangen::V,fånga,хап
1120,packen::V,gripa,тут
1121,packen::V,gripa tag,тут
1122,verstecken::V,gömma,саһыар
1123,teilen::V,dela,үллэр
1124,schicken::V,skicka,ыыт
1125,bringen::V,bringa,аҕал
1126,hinzufügen::V,tillägga,эп
1127,bekommen::V,få,ыл
1128,bekommen::V,få,булун
1129,bekommen::V,erhålla,ыл
1130,bekommen::V,erhålla,булун
1131,erhalten::V,få,ыл
1132,erhalten::V,erhålla,ыл
1133,nehmen::V,ta,ыл
1134,nehmen::V,taga,ыл
1135,wählen::V,välja,быыбардаа
1136,auswählen::V,utvälja,тал
1137,bewahren::V,bevara,харай
1138,behindern::V,hindra,мэһэйдээ
1139,behindern::V,förhindra,мэһэйдээ
1140,verderben::V,förstöra,буорту гын
1141,beschädigen::V,skada,алдьат
1142,zerbrechen::V,bryta isär,үлтүрүт
1143,zerbrechen::V,bryta sönder,үлтүрүт
1144,zerreißen::V,riva sönder,хайыта тарт
1145,zerreißen::V,slita sönder,хайыта тарт
1146,zerstören::V,förstöra,алдьат
1147,verbrennen::V,bränna,уоттаа
1148,verbrennen::V,bränna upp,уоттаа
1149,geben::V,ge,биэр
1150,reichen::V,räcka,аҕал
1151,schenken::V,skänka,бэлэхтээ
1152,versprechen::V,lova,эрэннэр
1153,wünschen::V,önska,баҕар
1154,loben::V,lova,хайҕаа
1155,loben::V,beröma,хайҕаа
1156,küssen::V,pussa,уураа
1157,wiegen::V,vagga,бигээ
1158,zudecken::V,täcka,сап
1159,zudecken::V,täcka,бүрүй
1160,wecken::V,väcka,уһугуннар
1161,zeigen::V,visa,көрдөр
1162,führen::V,föra,салай
1163,lehren::V,lära,үөрэт
1164,unterrichten::V,undervisa,үөрэт
1165,aufziehen::V,uppfostra,иит
1166,leiten::V,leda,салай
1167,antreiben::V,driva på,кыһай
1168,lassen::V,få att,күһэй
1169,einladen::V,bjuda,ыҥыр
1170,einladen::V,inbjuda,ыҥыр
1171,vereinigen::V,förena,холбоо
1172,vereinigen::V,förena,түм
1173,besuchen::V,besöka,сырыт
1174,besuchen::V,besöka,билсэ сырыт
1175,treffen::V,möta,көрүс
1176,treffen::V,träffa,көрүс
1177,sich versammeln::V,församla sig,мүһүн
1178,sich versammeln::V,församla sig,түмүс
1179,spielen::V,leka,оонньоо
1180,spielen::V,spela,оонньоо
1181,singen::V,sjunga,ыллаа
1182,tanzen::V,dansa,үҥкүүлээ
1183,sich trennen::V,skiljas,араҕыс
1184,verlassen::V,lämna,хааллар
1185,verlassen::V,överge,хааллар
1186,retten::V,rädda,өрүһүй
1187,bewachen::V,bevaka,араҥаччылаа
1188,schützen::V,skydda,көмүскээ
1189,schützen::V,beskydda,көмүскээ
1190,verteidigen::V,försvara,көмүскээ
1191,sich schlagen::V,slåss,охсус
1192,schießen::V,skjuta,ытыалаа
1193,siegen::V,segra,хот
1194,siegen::V,segra,кыай
1195,ärgern::V,förarga,кыыһырт
1196,schlagen::V,slå,оҕус
1197,treten::V,sparka,тэп
1198,stechen::V,sticka,кэй
1199,stoßen::V,stöta,кэп
1200,stoßen::V,stöta,үтүрүй
1201,stehlen::V,stjäla,уор
1202,stören::V,störa,мэһэйдээ
1203,belästigen::V,genera,батар
1204,belästigen::V,besvära,батар
1205,verbergen::V,dölja,кистээ
1206,täuschen::V,vilseleda,албыннаа
1207,betrügen::V,bedra,албыннаа
1208,töten::V,döda,өлөр
1209,wohnen::V,bo,олор
1210,arbeiten::V,arbeta,үлэлээ
1211,sammeln::V,samla,мус
1212,sammeln::V,samla,хомуй
1213,pflücken::V,plocka,үргээ
1214,jagen::V,jaga,бултаа
1215,fischen::V,fiska,балыктаа
1216,fassen::V,fånga,тут
1217,hüten::V,vakta,манаа
1218,treiben::V,driva,үүр
1219,anbinden::V,binda fast,баай
1220,füttern::V,fodra,аһат
1221,melken::V,mjölka,ыа
1222,hacken::V,hacka,кэрт
1223,gießen::V,hälla,сиигирт
1224,gießen::V,vattna,сиигирт
1225,reifen::V,mogna,бус
1226,zubereiten::V,tillaga,бэлэмнээ
1227,zubereiten::V,tillreda,бэлэмнээ
1228,kochen::V,koka,буһар
1229,backen::V,baka,буһар
1230,braten::V,steka,хооруй
1231,braten::V,steka,ыһаарылаа
1232,braten::V,steka,соркуойдаа
1233,umrühren::V,röra om,былаа
1234,stricken::V,sticka,өр
1235,nähen::V,sy,иистэн
1236,färben::V,färga,кырааскалаа
1237,reinigen::V,rensa,ыраастаа
1238,reinigen::V,rengöra,ыраастаа
1239,waschen::V,tvätta,сууй
1240,abwischen::V,torka av,сот
1241,spülen::V,spola,сайҕаа
1242,spülen::V,skölja,сайҕаа
1243,fegen::V,feja,сиппий
1244,kehren::V,sopa,харбаа
1245,baden::V,bada,сөтүөлээ
1246,sich waschen::V,tvätta sig,суун
1247,ausziehen::V,ta av,уһул
1248,anziehen::V,ta på,кэтэрт
1249,sich anziehen::V,klä på sig,таҥын
1250,kämmen::V,kamma,тараа
1251,schmücken::V,pynta,симээ
1252,schmücken::V,smycka,симээ
1253,sagen::V,säga,диэ
1254,sprechen::V,tala,эт
1255,sprechen::V,tala,саҥар
1256,reden::V,tala,кэпсэт
1257,reden::V,prata,кэпсэт
1258,sich unterhalten::V,prata,кэпсэт
1259,fragen::V,fråga,ыйыт
1260,fragen::V,spörja,ыйыт
1261,bitten::V,be,көрдөс
1262,erzählen::V,berätta,кэпсээ
1263,erzählen::V,berätta,сэһэргээ
1264,mitteilen::V,meddela,биллэр
1265,nennen::V,kalla,ааттаа
1266,rufen::V,ropa,ыҥыр
1267,prahlen::V,pråla,чабылан
1268,prahlen::V,pråla,киһиргээ
1269,prahlen::V,skryta,чабылан
1270,prahlen::V,skryta,киһиргээ
1271,übersetzen::V,tolka,тылбаастаа
1272,übersetzen::V,översätta,тылбаастаа
1273,denken::V,tänka,санаа
1274,denken::V,tänka,толкуйдаа
1275,glauben::V,tro,итэҕэй
1276,bemerken::V,uppmärksamma,бэлиэтээ
1277,bemerken::V,lägga märke till,бэлиэтээ
1278,erkennen::V,känna igen,бил
1279,begreifen::V,begripa,өйдөө
1280,verstehen::V,förstå,өйдөө
1281,lernen::V,lära sig,үөрэн
1282,wissen::V,veta,бил
1283,sich erinnern an::V,minnas,аҕын
1284,sich erinnern an::V,komma ihåg,аҕын
1285,vergessen::V,glömma,умун
1286,messen::V,mäta,кэмнээ
1287,messen::V,mäta,кээмэйдээ
1288,zählen::V,räkna,аах
1289,rechnen::V,räkna,аах
1290,lesen::V,läsa,аах
1291,malen::V,måla,уруһуйдаа
1292,zeichnen::V,teckna,уруһуйдаа
1293,schreiben::V,skriva,суруй
1294,besitzen::V,äga,баһылаа
1295,besitzen::V,besitta,баһылаа
1296,kaufen::V,köpa,атыылас
1297,verkaufen::V,sälja,атыылаа
1298,bezahlen::V,betala,төлөө
1299,zahlen::V,betala,төлөө
1300,beherrschen::V,behärska,баһылаа
1301,ertragen::V,tåla,тулуй
1302,ertragen::V,uthärda,тулуй
